rank,stock_id,name,industry,industry_canon,sector_l1,sector_l2,industry_ambiguous,gics_sector,gics_zh,gics_mixed,yf_sector,yf_super,icb_industry,yf_ticker,is_cyclical,cyclical_sector,date,revenue,revenue_prev_year,cum_revenue,cum_revenue_prev_year,yoy,mom,cum_yoy,cum_yoy_slope,cum_yoy_declining,consec_pos_yoy,mean_yoy_6m,std_yoy_6m,yoy_accelerating,seasonality,cagr_2y,n_months,pattern,score,tier
160,2457,飛宏,電子零組件業,電子零組件業,電子,電子零組件,False,Information Technology,資訊科技,False,Technology,Sensitive,Technology,2457.TW,False,,2026-05-01,184364597,147507237.0,959147179,735061634.0,24.99,-4.05,30.49,0.3568571428571426,False,36,31.605,4.9510562846056745,False,淡季正常,27.93773639671697,36,穩定成長型,83.8,優選
161,2372,模擬2372,半導體業,半導體業,電子,半導體,False,Information Technology,資訊科技,False,Technology,Sensitive,Technology,2372.TW,False,,2026-05-01,27428084,21922237.0,141128682,108891857.0,25.12,1.5,29.6,0.15,False,36,29.425,2.445422594699466,False,旺季正常,28.96520929955453,36,穩定成長型,83.7,優選
162,1598,模擬1598,電器電纜,電器電纜,非電子,機電工業,False,Industrials,工業,False,Industrials,Sensitive,Industrials,1598.TWO,False,,2026-05-01,120084979,96948920.0,620714301,502746997.0,23.86,2.02,23.46,0.39171428571428624,False,36,23.77,4.182407600095109,True,淡季正常,22.88396495607867,36,穩定成長型,83.6,優選
163,1431,模擬1431,綠能環保,綠能環保,非電子,綠能環保,False,Industrials,工業,True,Industrials,Sensitive,Industrials,1431.TW,False,,2026-05-01,72462195,59377126.0,383755515,317044124.0,22.04,0.21,21.04,0.6877142857142856,False,36,19.58,5.65734920258596,True,淡季不淡(強訊),20.50709086070299,36,穩定成長型,83.6,優選
164,2196,模擬2196,食品工業,食品工業,非電子,民生消費,False,Consumer Staples,必需消費,False,Consumer Defensive,Defensive,Consumer Staples,2196.TW,False,,2026-05-01,63583564,51694119.0,323944174,255267657.0,23.0,2.52,26.9,-0.10628571428571455,False,36,26.005,4.350286389039999,True,淡季正常,29.663769171184008,36,穩定成長型,83.6,優選
165,9958,世紀鋼,電機機械,電機機械,非電子,機電工業,False,Industrials,工業,False,Industrials,Sensitive,Industrials,9958.TW,False,,2026-05-01,134460282,96309942.0,702465265,539480204.0,39.61,-3.12,30.21,0.45628571428571474,False,36,32.26333333333333,6.098739396155751,False,淡季正常,24.667683737076818,36,穩定成長型,83.5,優選
166,2277,模擬2277,其他電子業,其他電子業,電子,其他電子,False,Information Technology,資訊科技,False,Technology,Sensitive,Technology,2277.TW,False,,2026-05-01,43707211,34614609.0,223226766,181020747.0,26.27,-0.52,23.32,0.35799999999999993,False,36,23.618333333333336,3.682012206510034,True,淡季正常,24.884691994849774,36,穩定成長型,83.5,優選
167,2235,模擬2235,綠能環保,綠能環保,非電子,綠能環保,False,Industrials,工業,True,Industrials,Sensitive,Industrials,2235.TW,False,,2026-05-01,34416180,27955921.0,187170770,151054645.0,23.11,-8.19,23.91,0.6565714285714285,False,36,22.75666666666667,5.020656220942527,True,淡季正常,17.593808841962044,36,穩定成長型,83.5,優選
168,2160,模擬2160,電子零組件業,電子零組件業,電子,電子零組件,False,Information Technology,資訊科技,False,Technology,Sensitive,Technology,2160.TW,False,,2026-05-01,65629528,51813286.0,344300477,272478731.0,26.67,-3.09,26.36,-0.4902857142857145,False,36,26.583333333333332,3.0208644825980238,True,淡季正常,29.417011326780052,36,穩定成長型,83.5,優選
169,2271,模擬2271,電腦及週邊設備業,電腦及週邊設備業,電子,電腦及週邊,False,Information Technology,資訊科技,False,Technology,Sensitive,Technology,2271.TW,False,,2026-05-01,54479127,43870939.0,287275020,231219890.0,24.18,0.36,24.24,0.7622857142857141,False,36,22.545,6.6467028166853765,True,旺季正常,16.427870137921108,36,穩定成長型,83.4,優選
170,1379,模擬1379,化學生技醫療,化學生技醫療,非電子,混類(化學/生技),True,,,True,,,,1379.TW,False,,2026-05-01,36602639,29010293.0,188280942,152374682.0,26.17,-1.74,23.56,0.5571428571428567,False,36,22.873333333333335,4.363414819712754,True,淡季正常,24.353563613701603,36,穩定成長型,83.3,優選
171,2025,模擬2025,生技醫療業,生技醫療業,非電子,生技醫療,False,Health Care,醫療保健,False,Healthcare,Defensive,Health Care,2025.TW,False,,2026-05-01,159928467,134287026.0,839376035,679181695.0,19.09,-0.55,23.59,0.304857142857143,False,36,22.963333333333335,5.165151390703751,True,淡季正常,26.688413209239357,36,穩定成長型,83.2,優選
172,1087,模擬1087,通信網路業,通信網路業,電子,通信網路,False,Information Technology,資訊科技,True,Technology,Sensitive,Technology,1087.TWO,False,,2026-05-01,57454665,43522031.0,253129812,188191757.0,32.01,17.72,34.51,2.113428571428572,False,5,28.206666666666663,36.76072164084317,True,旺季正常,20.50833631802682,36,穩定成長型,83.0,優選
173,2158,模擬2158,光電業,光電業,電子,光電,False,Information Technology,資訊科技,False,Technology,Sensitive,Technology,2158.TW,False,,2026-05-01,45084001,36548525.0,236769759,192992154.0,23.35,-4.2,22.68,0.005142857142857439,False,36,23.223333333333333,2.4642961582479406,True,淡季正常,24.403574137140627,36,穩定成長型,82.9,優選
174,1375,模擬1375,綠能環保,綠能環保,非電子,綠能環保,False,Industrials,工業,True,Industrials,Sensitive,Industrials,1375.TWO,False,,2026-05-01,74384903,59029221.0,384453247,312076079.0,26.01,-1.46,23.19,0.008857142857143329,False,36,23.036666666666665,4.51930919008155,True,旺季正常,21.20600292334254,36,穩定成長型,82.9,優選
175,2192,模擬2192,數位雲端,數位雲端,電子,數位雲端,False,Information Technology,資訊科技,False,Technology,Sensitive,Technology,2192.TWO,False,,2026-05-01,71539298,58743986.0,398982367,322836928.0,21.78,-5.99,23.59,0.9091428571428568,False,36,21.963333333333335,4.380991770009262,True,淡季正常,15.39722186488046,36,穩定成長型,82.9,優選
176,2634,漢翔,其他電子業,其他電子業,電子,其他電子,False,Information Technology,資訊科技,False,Technology,Sensitive,Technology,2634.TW,False,,2026-05-01,67679609,54361191.0,350806050,285831378.0,24.5,-3.3,22.73,0.2705714285714285,False,36,22.513333333333332,1.7669622394254938,True,淡季正常,22.584638392851186,36,穩定成長型,82.8,優選
177,2506,模擬2506,光電業,光電業,電子,光電,False,Information Technology,資訊科技,False,Technology,Sensitive,Technology,2506.TW,False,,2026-05-01,40828187,32414566.0,206298745,172450077.0,25.96,-0.33,19.63,0.4622857142857141,False,36,20.413333333333338,3.937573985195566,True,淡季不淡(強訊),22.533613067420987,36,穩定成長型,82.8,優選
178,1012,模擬1012,食品工業,食品工業,非電子,民生消費,False,Consumer Staples,必需消費,False,Consumer Defensive,Defensive,Consumer Staples,1012.TWO,False,,2026-05-01,31159948,23992096.0,160198558,121140695.0,29.88,-0.2,32.24,1.056,False,36,29.95,8.706891906223866,False,淡季正常,29.193433304992933,36,穩定成長型,82.8,優選
179,6275,元山,電子零組件業,電子零組件業,電子,電子零組件,False,Information Technology,資訊科技,False,Technology,Sensitive,Technology,6275.TWO,False,,2026-05-01,98119894,61049937.0,490842707,326621003.0,60.72,28.5,50.28,4.200285714285716,False,7,46.254999999999995,29.35720056476775,False,淡季不淡(強訊),23.95223735701095,36,穩定成長型,82.7,優選
180,6510,精測,半導體業,半導體業,電子,半導體,False,Information Technology,資訊科技,False,Technology,Sensitive,Technology,6510.TW,False,,2026-05-01,88728834,71758280.0,461883509,354291598.0,23.65,1.05,30.37,0.7791428571428575,False,36,28.25,7.248972340959787,False,淡季正常,33.044583247040094,36,穩定成長型,82.4,優選
181,1427,模擬1427,運動休閒,運動休閒,非電子,民生消費,False,Consumer Discretionary,非必需消費,False,Consumer Cyclical,Cyclical,Consumer Discretionary,1427.TW,False,,2026-05-01,103240923,79740521.0,531010723,431146414.0,29.47,-3.48,23.16,0.6774285714285713,False,36,22.35166666666667,5.724661319433859,True,淡季正常,24.133827215648584,36,穩定成長型,82.3,優選
182,1395,模擬1395,紡織纖維,紡織纖維,非電子,民生消費,False,Consumer Discretionary,非必需消費,True,Consumer Cyclical,Cyclical,Consumer Discretionary,1395.TW,False,,2026-05-01,48463813,40376657.0,254863760,207830350.0,20.03,-5.87,22.63,0.13685714285714254,False,36,21.936666666666667,3.02764301433016,True,淡季正常,26.811530769109694,36,穩定成長型,82.2,優選
183,2134,模擬2134,資訊服務業,資訊服務業,電子,資訊服務,False,Information Technology,資訊科技,False,Technology,Sensitive,Technology,2134.TW,False,,2026-05-01,24705306,20031436.0,126985011,103704259.0,23.33,0.15,22.45,0.30342857142857116,False,36,23.294999999999998,4.163815357737821,True,淡季正常,24.032614031781186,36,穩定成長型,82.2,優選
184,2122,模擬2122,文化創意業,文化創意業,非電子,文化創意,False,Communication Services,通訊服務,False,Communication Services,Sensitive,Telecommunications,2122.TW,False,,2026-05-01,154002916,123052984.0,809751008,626517994.0,25.15,1.64,29.25,0.6254285714285717,False,36,31.88166666666666,7.830013658282398,False,淡季正常,26.551980221538884,36,穩定成長型,82.2,優選
185,2428,模擬2428,金融保險業,金融保險,金融,金融保險,False,Financials,金融,False,Financial Services,Cyclical,Financials,2428.TW,False,,2026-05-01,105185809,84879995.0,538059445,441152950.0,23.92,0.96,21.97,0.4722857142857143,False,36,22.595,2.0658634191704612,True,旺季正常,22.019750794458524,36,穩定成長型,81.9,優選
186,2438,模擬2438,光電業,光電業,電子,光電,False,Information Technology,資訊科技,False,Technology,Sensitive,Technology,2438.TW,False,,2026-05-01,33653277,27635260.0,179131988,146885481.0,21.78,-3.88,21.95,0.019999999999999574,False,36,22.933333333333337,3.1775864355758374,True,淡季正常,21.71703204406763,36,穩定成長型,81.8,優選
187,1070,模擬1070,貿易百貨業,貿易百貨,非電子,民生消費,False,Consumer Discretionary,非必需消費,True,Consumer Cyclical,Cyclical,Consumer Discretionary,1070.TW,False,,2026-05-01,149096924,116118842.0,733029065,585406919.0,28.4,11.18,25.22,-0.7231428571428571,False,36,25.853333333333335,3.9005711832442644,True,旺季正常,28.757883233281014,36,穩定成長型,81.7,優選
188,3324,雙鴻,電子零組件業,電子零組件業,電子,電子零組件,False,Information Technology,資訊科技,False,Technology,Sensitive,Technology,3324.TW,False,,2026-05-01,128853612,109924920.0,688778427,563609098.0,17.22,-2.1,22.21,0.7680000000000003,False,36,23.113333333333333,5.009889109440336,True,淡季正常,23.02840835755571,36,穩定成長型,81.7,優選
189,1451,模擬1451,紡織纖維,紡織纖維,非電子,民生消費,False,Consumer Discretionary,非必需消費,True,Consumer Cyclical,Cyclical,Consumer Discretionary,1451.TW,False,,2026-05-01,101203873,79437599.0,525324527,419888629.0,27.4,-2.81,25.11,-0.2288571428571429,False,36,25.186666666666667,2.3314778336687847,True,淡季正常,26.303157218691943,36,穩定成長型,81.6,優選
190,1497,模擬1497,通信網路業,通信網路業,電子,通信網路,False,Information Technology,資訊科技,True,Technology,Sensitive,Technology,1497.TW,False,,2026-05-01,153153029,115203063.0,781654319,606968231.0,32.94,5.35,28.78,0.7171428571428573,False,36,29.11833333333333,6.391310289934469,False,淡季正常,25.323340270716344,36,穩定成長型,81.6,優選
191,8210,勤誠,電腦及週邊設備業,電腦及週邊設備業,電子,電腦及週邊,False,Information Technology,資訊科技,False,Technology,Sensitive,Technology,8210.TW,False,,2026-05-01,42974736,32246072.0,309551887,241750759.0,33.27,-37.55,28.05,0.09142857142857141,False,5,22.319999999999997,23.784594453833627,True,淡季正常,2.6053591067965343,36,穩定成長型,81.5,優選
192,2283,模擬2283,紡織纖維,紡織纖維,非電子,民生消費,False,Consumer Discretionary,非必需消費,True,Consumer Cyclical,Cyclical,Consumer Discretionary,2283.TW,False,,2026-05-01,55150633,44844601.0,289563228,231346879.0,22.98,-3.74,25.16,0.2691428571428574,False,36,28.326666666666668,8.664392009188463,True,旺季不旺(警訊),24.221336200753463,36,穩定成長型,81.5,優選
193,2556,模擬2556,電子商務,電子商務,非電子,民生消費,False,Consumer Discretionary,非必需消費,False,Consumer Cyclical,Cyclical,Consumer Discretionary,2556.TWO,False,,2026-05-01,34984135,29127991.0,180542401,147660632.0,20.1,1.22,22.27,0.12057142857142833,False,36,21.965,4.04257240710252,True,旺季正常,17.17695253042748,36,穩定成長型,81.5,優選
194,1715,模擬1715,電機機械,電機機械,非電子,機電工業,False,Industrials,工業,False,Industrials,Sensitive,Industrials,1715.TWO,False,,2026-05-01,29121193,22427368.0,142677331,118936288.0,29.85,11.17,19.96,0.4848571428571428,False,36,18.439999999999998,7.82401431491533,True,淡季不淡(強訊),25.210349717376367,36,穩定成長型,81.3,優選
195,2510,模擬2510,資訊服務業,資訊服務業,電子,資訊服務,False,Information Technology,資訊科技,False,Technology,Sensitive,Technology,2510.TW,False,,2026-05-01,87450534,64691354.0,433745083,338088825.0,35.18,6.57,28.29,-0.32228571428571434,False,36,29.065,5.284066458073113,False,淡季不淡(強訊),37.64793798025281,36,穩定成長型,81.3,優選
196,3037,欣興,電子零組件業,電子零組件業,電子,電子零組件,False,Information Technology,資訊科技,False,Technology,Sensitive,Technology,3037.TW,False,,2026-05-01,33899726,28840894.0,183928513,143393757.0,17.54,-10.57,28.27,0.750285714285714,False,36,29.081666666666667,5.617052657360047,False,淡季正常,24.19559233017148,36,穩定成長型,81.2,優選
197,2491,模擬2491,運動休閒,運動休閒,非電子,民生消費,False,Consumer Discretionary,非必需消費,False,Consumer Cyclical,Cyclical,Consumer Discretionary,2491.TWO,False,,2026-05-01,81592496,63029509.0,413033255,322060214.0,29.45,6.21,28.25,-0.36285714285714293,False,36,29.064999999999998,5.288329131209593,False,淡季不淡(強訊),28.741610743314606,36,穩定成長型,81.2,優選
198,2546,模擬2546,貿易百貨業,貿易百貨,非電子,民生消費,False,Consumer Discretionary,非必需消費,True,Consumer Cyclical,Cyclical,Consumer Discretionary,2546.TW,False,,2026-05-01,58104689,45853955.0,293254414,229390504.0,26.72,2.82,27.84,0.06685714285714255,False,36,29.353333333333335,4.531054574329861,False,淡季正常,27.26924652910645,36,穩定成長型,81.1,優選
199,2486,模擬2486,食品工業,食品工業,非電子,民生消費,False,Consumer Staples,必需消費,False,Consumer Defensive,Defensive,Consumer Staples,2486.TW,False,,2026-05-01,23459099,18452348.0,111382252,84870438.0,27.13,43.32,31.24,5.670857142857144,False,4,31.061666666666667,41.03308438186056,True,旺季正常,30.083828084689635,36,高波動訂單型,81.0,優選
200,1621,模擬1621,電腦及週邊設備業,電腦及週邊設備業,電子,電腦及週邊,False,Information Technology,資訊科技,False,Technology,Sensitive,Technology,1621.TW,False,,2026-05-01,63113984,31003375.0,258517672,173876283.0,103.57,99.66,48.68,10.916857142857143,False,4,44.38499999999999,59.18331204824548,True,旺季正常,22.5904069437195,36,高波動訂單型,81.0,優選
201,2503,模擬2503,其他業,其他,非電子,其他,False,,,True,,,,2503.TW,False,,2026-05-01,45051665,36777048.0,266244420,186527914.0,22.5,-34.85,42.74,6.416,False,7,38.41166666666667,35.84830977729478,True,旺季不旺(警訊),9.313230084911472,36,穩定成長型,81.0,優選
202,6806,森崴能源,光電業,光電業,電子,光電,False,Information Technology,資訊科技,False,Technology,Sensitive,Technology,6806.TWO,False,,2026-05-01,53855295,20303011.0,299232752,222044211.0,165.26,-12.16,34.76,7.039142857142857,False,4,41.593333333333334,65.71096855844455,True,淡季正常,8.815132513324864,36,高波動訂單型,81.0,優選
203,1026,模擬1026,綜合,綜合,非電子,其他,False,Industrials,工業,False,Industrials,Sensitive,Industrials,1026.TW,False,,2026-05-01,90443350,76795441.0,486253663,398647376.0,17.77,-6.29,21.98,1.0282857142857142,False,36,20.528333333333332,4.167274955598149,True,淡季正常,15.27060685693491,36,穩定成長型,80.5,優選
204,2259,模擬2259,運動休閒,運動休閒,非電子,民生消費,False,Consumer Discretionary,非必需消費,False,Consumer Cyclical,Cyclical,Consumer Discretionary,2259.TW,False,,2026-05-01,17159258,14005681.0,85975904,70578515.0,22.52,9.96,21.82,0.9965714285714289,False,36,20.965,4.077833370798763,True,旺季正常,21.274295318130278,36,穩定成長型,80.5,優選
205,2465,模擬2465,農業科技業,農業科技業,非電子,農業科技,False,Consumer Staples,必需消費,False,Consumer Defensive,Defensive,Consumer Staples,2465.TW,False,,2026-05-01,145270440,111364605.0,756015746,590558887.0,30.45,1.2,28.02,0.46085714285714263,False,36,26.843333333333334,4.243381775057352,False,淡季正常,28.19922746990653,36,穩定成長型,80.3,優選
206,2315,模擬2315,紡織纖維,紡織纖維,非電子,民生消費,False,Consumer Discretionary,非必需消費,True,Consumer Cyclical,Cyclical,Consumer Discretionary,2315.TWO,False,,2026-05-01,34429560,27503456.0,183701871,151013127.0,25.18,-3.57,21.65,0.8028571428571427,False,36,20.275000000000002,3.8222103116739485,True,淡季正常,13.633291371559753,36,穩定成長型,80.1,優選
207,2560,模擬2560,半導體業,半導體業,電子,半導體,False,Information Technology,資訊科技,False,Technology,Sensitive,Technology,2560.TW,False,,2026-05-01,72366810,57992741.0,374027491,307368824.0,24.79,-0.91,21.69,0.5065714285714288,False,36,20.459999999999997,4.310707598527183,True,淡季正常,20.962042748423837,36,穩定成長型,80.1,優選
208,2166,模擬2166,電器電纜,電器電纜,非電子,機電工業,False,Industrials,工業,False,Industrials,Sensitive,Industrials,2166.TW,False,,2026-05-01,150034951,120302979.0,765788973,600313194.0,24.71,2.01,27.56,0.25942857142857106,False,36,27.83666666666667,4.737726834205995,False,淡季正常,30.339953020598198,36,穩定成長型,80.0,優選
209,2548,模擬2548,居家生活,居家生活,非電子,民生消費,False,Consumer Discretionary,非必需消費,False,Consumer Cyclical,Cyclical,Consumer Discretionary,2548.TW,False,,2026-05-01,70204823,55262922.0,358472724,302894144.0,27.04,3.24,18.35,0.3040000000000002,False,36,18.11333333333333,5.37714814955123,True,淡季不淡(強訊),20.375543199813784,36,穩定成長型,79.9,優選
210,1028,模擬1028,半導體業,半導體業,電子,半導體,False,Information Technology,資訊科技,False,Technology,Sensitive,Technology,1028.TW,False,,2026-05-01,64827986,53944043.0,345986131,284833591.0,20.18,-6.25,21.47,0.3051428571428566,False,36,20.395,3.9867143949205426,True,淡季正常,19.74876897795559,36,穩定成長型,79.9,優選
211,1512,模擬1512,居家生活,居家生活,非電子,民生消費,False,Consumer Discretionary,非必需消費,False,Consumer Cyclical,Cyclical,Consumer Discretionary,1512.TWO,False,,2026-05-01,96316422,77295666.0,497039216,409386492.0,24.61,1.54,21.41,0.7402857142857147,False,36,20.83833333333333,4.654107206424117,True,淡季正常,22.7405840658337,36,穩定成長型,79.8,優選
212,3264,欣銓,半導體業,半導體業,電子,半導體,False,Information Technology,資訊科技,False,Technology,Sensitive,Technology,3264.TW,False,,2026-05-01,143468180,126192296.0,775088833,639274535.0,13.69,-5.57,21.25,0.5648571428571431,False,36,21.276666666666667,5.381309216992543,True,淡季正常,18.105059860814478,36,穩定成長型,79.7,優選
213,1630,模擬1630,電器電纜,電器電纜,非電子,機電工業,False,Industrials,工業,False,Industrials,Sensitive,Industrials,1630.TW,False,,2026-05-01,8231584,6456122.0,41228753,33970872.0,27.5,4.88,21.37,-0.09285714285714265,False,36,20.33,4.434286864874666,True,淡季不淡(強訊),23.96459509895845,36,穩定成長型,79.6,優選
214,2094,模擬2094,電子商務,電子商務,非電子,民生消費,False,Consumer Discretionary,非必需消費,False,Consumer Cyclical,Cyclical,Consumer Discretionary,2094.TWO,False,,2026-05-01,84998065,48559127.0,520169788,404038641.0,75.04,-29.58,28.74,6.48,False,4,28.405,36.89114471432587,True,淡季正常,13.180343539756034,36,穩定成長型,79.6,優選
215,4755,三福化,半導體業,半導體業,電子,半導體,False,Information Technology,資訊科技,False,Technology,Sensitive,Technology,4755.TW,False,,2026-05-01,33896992,28402922.0,168216709,139016708.0,19.34,4.83,21.0,0.49571428571428566,False,36,20.481666666666666,3.573967994012009,True,旺季正常,23.335513696324583,36,穩定成長型,79.5,優選
216,2251,模擬2251,電機機械,電機機械,非電子,機電工業,False,Industrials,工業,False,Industrials,Sensitive,Industrials,2251.TWO,False,,2026-05-01,118680432,96692182.0,628458361,521288697.0,22.74,-1.31,20.56,0.6162857142857141,False,36,21.66,3.488094035429665,True,淡季正常,16.733839359450275,36,穩定成長型,79.5,優選
217,2132,模擬2132,電子零組件業,電子零組件業,電子,電子零組件,False,Information Technology,資訊科技,False,Technology,Sensitive,Technology,2132.TWO,False,,2026-05-01,81060076,68477368.0,427396236,345363561.0,18.37,-2.45,23.75,-0.3042857142857143,False,36,25.156666666666666,5.61815707228704,True,旺季正常,24.099569223767503,36,穩定成長型,79.2,優選
218,2106,模擬2106,資訊服務業,資訊服務業,電子,資訊服務,False,Information Technology,資訊科技,False,Technology,Sensitive,Technology,2106.TW,False,,2026-05-01,109575859,86035123.0,572883160,438928982.0,27.36,-2.71,30.52,-0.1757142857142863,False,36,31.228333333333335,3.20570541725565,False,淡季正常,29.979277619381662,36,穩定成長型,79.2,優選
219,1086,模擬1086,光電業,光電業,電子,光電,False,Information Technology,資訊科技,False,Technology,Sensitive,Technology,1086.TW,False,,2026-05-01,36156532,30159923.0,192344215,155317265.0,19.88,-10.62,23.84,-1.2514285714285718,False,36,24.76,5.84863801809162,True,淡季正常,28.57002950274343,36,穩定成長型,79.1,優選
220,1419,模擬1419,電機機械,電機機械,非電子,機電工業,False,Industrials,工業,False,Industrials,Sensitive,Industrials,1419.TW,False,,2026-05-01,102618452,81412467.0,529103988,403583008.0,26.05,2.14,31.1,0.14371428571428616,True,36,31.776666666666667,3.4321211452330114,False,旺季正常,29.287374771023742,36,成長趨緩型,79.1,觀察
221,2522,模擬2522,建材營造業,建材營造,非電子,建材營造,False,Real Estate,不動產,True,Real Estate,Cyclical,Real Estate,2522.TW,False,,2026-05-01,118699808,97662696.0,639301722,512612988.0,21.54,-6.48,24.71,0.3414285714285715,False,36,22.88333333333333,7.137704268336018,True,旺季不旺(警訊),18.249650216804426,36,穩定成長型,79.0,優選
222,1347,模擬1347,綠能環保,綠能環保,非電子,綠能環保,False,Industrials,工業,True,Industrials,Sensitive,Industrials,1347.TW,False,,2026-05-01,67536935,56606613.0,344496888,284952675.0,19.31,5.37,20.9,-0.04942857142857144,False,36,19.938333333333333,4.180595717784195,True,淡季不淡(強訊),22.59958497870105,36,穩定成長型,79.0,優選
223,2324,模擬2324,金融保險業,金融保險,金融,金融保險,False,Financials,金融,False,Financial Services,Cyclical,Financials,2324.TW,False,,2026-05-01,69335845,54168769.0,352780972,271978922.0,28.0,2.24,29.71,0.16000000000000014,True,36,30.025000000000002,2.5366037004887723,False,旺季正常,25.19553246675732,36,成長趨緩型,79.0,觀察
224,1402,模擬1402,金融保險業,金融保險,金融,金融保險,False,Financials,金融,False,Financial Services,Cyclical,Financials,1402.TWO,False,,2026-05-01,109688729,42786363.0,408296517,303893597.0,156.36,64.15,34.36,-2.7402857142857147,False,3,44.876666666666665,61.26799345679783,True,淡季不淡(強訊),46.73601738987696,36,高波動訂單型,79.0,優選
225,2194,模擬2194,電器電纜,電器電纜,非電子,機電工業,False,Industrials,工業,False,Industrials,Sensitive,Industrials,2194.TW,False,,2026-05-01,35973235,31090427.0,196467048,158692363.0,15.71,-4.95,23.8,0.21685714285714325,False,36,23.99166666666667,4.467734014265198,True,旺季不旺(警訊),21.739440841354664,36,穩定成長型,79.0,優選
226,2169,模擬2169,紡織纖維,紡織纖維,非電子,民生消費,False,Consumer Discretionary,非必需消費,True,Consumer Cyclical,Cyclical,Consumer Discretionary,2169.TW,False,,2026-05-01,130258252,118424286.0,817196838,644324091.0,9.99,-28.38,26.83,4.479142857142857,False,4,31.206666666666667,33.06976094393319,True,淡季正常,14.876887269905659,36,穩定成長型,79.0,優選
227,2381,模擬2381,其他電子業,其他電子業,電子,其他電子,False,Information Technology,資訊科技,False,Technology,Sensitive,Technology,2381.TW,False,,2026-05-01,103063966,87300567.0,558790777,462752672.0,18.06,-1.12,20.75,0.41257142857142853,False,36,20.451666666666664,4.8544667289231915,True,淡季正常,16.559941776966646,36,穩定成長型,78.9,優選
228,2337,旺宏,半導體業,半導體業,電子,半導體,False,Information Technology,資訊科技,False,Technology,Sensitive,Technology,2337.TW,False,,2026-05-01,120810384,102016472.0,624863061,530720907.0,18.42,4.18,17.74,0.3837142857142854,False,36,16.948333333333334,4.438683801408802,True,淡季不淡(強訊),15.607668975121047,36,穩定成長型,78.9,優選
229,2524,模擬2524,金融保險業,金融保險,金融,金融保險,False,Financials,金融,False,Financial Services,Cyclical,Financials,2524.TW,False,,2026-05-01,72842707,54392401.0,370061515,273814894.0,33.92,0.67,35.15,0.6748571428571428,True,36,33.85,4.989051346030959,False,淡季正常,29.190089050259793,36,成長趨緩型,78.8,觀察
230,1491,模擬1491,化學生技醫療,化學生技醫療,非電子,混類(化學/生技),True,,,True,,,,1491.TW,False,,2026-05-01,70190951,62581257.0,374046189,308877302.0,12.16,-5.11,21.1,0.37257142857142883,False,36,19.908333333333335,5.692912016026791,True,淡季正常,23.002727575090432,36,穩定成長型,78.8,優選
231,1706,模擬1706,光電業,光電業,電子,光電,False,Information Technology,資訊科技,False,Technology,Sensitive,Technology,1706.TW,False,,2026-05-01,36445507,29676240.0,190460868,158033350.0,22.81,-0.96,20.52,0.1331428571428567,False,36,20.651666666666667,4.880175600210395,True,淡季正常,21.696264430538427,36,穩定成長型,78.7,優選
232,1648,模擬1648,半導體業,半導體業,電子,半導體,False,Information Technology,資訊科技,False,Technology,Sensitive,Technology,1648.TW,False,,2026-05-01,10723181,8410716.0,55649631,43890451.0,27.49,2.39,26.79,-0.9180000000000003,False,36,28.348333333333333,7.242472912540915,False,淡季不淡(強訊),28.74712399495307,36,穩定成長型,78.7,優選
233,2504,模擬2504,半導體業,半導體業,電子,半導體,False,Information Technology,資訊科技,False,Technology,Sensitive,Technology,2504.TW,False,,2026-05-01,80839355,60647787.0,406523298,322007326.0,33.29,4.42,26.25,-0.3565714285714284,False,36,28.13,5.213303495225781,False,淡季不淡(強訊),28.18079049203368,36,穩定成長型,78.5,優選
234,2221,模擬2221,電機機械,電機機械,非電子,機電工業,False,Industrials,工業,False,Industrials,Sensitive,Industrials,2221.TW,False,,2026-05-01,28619713,27264947.0,150986677,119860492.0,4.97,-12.39,25.97,4.183142857142856,False,9,35.89333333333333,27.14258441801165,False,淡季不淡(強訊),8.00043131256929,36,穩定成長型,78.5,優選
235,1016,模擬1016,居家生活,居家生活,非電子,民生消費,False,Consumer Discretionary,非必需消費,False,Consumer Cyclical,Cyclical,Consumer Discretionary,1016.TW,False,,2026-05-01,140609028,118617445.0,743601181,616522049.0,18.54,-2.17,20.61,0.031999999999999924,False,36,19.24,3.714108237518126,True,淡季正常,21.67522427120634,36,穩定成長型,78.5,優選
236,2206,模擬2206,文化創意業,文化創意業,非電子,文化創意,False,Communication Services,通訊服務,False,Communication Services,Sensitive,Telecommunications,2206.TW,False,,2026-05-01,72828019,59347268.0,398102043,305685497.0,22.72,-6.73,30.23,0.5202857142857145,True,36,29.10166666666667,4.972432056404146,False,淡季正常,22.707100515922885,36,成長趨緩型,78.4,觀察
237,2186,模擬2186,光電業,光電業,電子,光電,False,Information Technology,資訊科技,False,Technology,Sensitive,Technology,2186.TWO,False,,2026-05-01,38015032,31990002.0,198931881,165185398.0,18.83,0.94,20.43,0.3882857142857139,False,36,20.475,5.475365284618006,True,淡季正常,21.35732938823429,36,穩定成長型,78.3,優選
238,2124,模擬2124,電子商務,電子商務,非電子,民生消費,False,Consumer Discretionary,非必需消費,False,Consumer Cyclical,Cyclical,Consumer Discretionary,2124.TW,False,,2026-05-01,145588275,111028278.0,726769783,588706613.0,31.13,6.47,23.45,0.11971428571428605,False,36,23.296666666666667,4.6080641874387505,False,淡季不淡(強訊),24.328279034804122,36,穩定成長型,78.3,優選
