"Action","Reason","CanonicalFile","CanonicalPath","AssetId","FileName","Path","Extension","StylePackId","Category","NormalizedName","SuffixScore","Bytes","Modified","Result","NewPath"
"KEEP","Canonical lowest suffix score","68a5ca34adb1fc9c79508a47822709a0__B7B85CE139.jpg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MISC_ICON_STYLE\05_file_format_export\68a5ca34adb1fc9c79508a47822709a0__B7B85CE139.jpg","VIA-ICON-B7B85CE139C4","68a5ca34adb1fc9c79508a47822709a0__B7B85CE139.jpg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MISC_ICON_STYLE\05_file_format_export\68a5ca34adb1fc9c79508a47822709a0__B7B85CE139.jpg",".jpg","MISC_ICON_STYLE","05_file_format_export","68a5ca34adb1fc9c79508a47822709a0","20.48","154596","2025-11-19 13:16:38","KEEP",""
"KEEP","Canonical lowest suffix score","68a5ca34adb1fc9c79508a47822709a0__B7B85CE139.jpg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MISC_ICON_STYLE\05_file_format_export\68a5ca34adb1fc9c79508a47822709a0__B7B85CE139.jpg","VIA-ICON-B7B85CE139C4","68a5ca34adb1fc9c79508a47822709a0__B7B85CE139.jpg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MISC_ICON_STYLE\05_file_format_export\68a5ca34adb1fc9c79508a47822709a0__B7B85CE139.jpg",".jpg","MISC_ICON_STYLE","05_file_format_export","68a5ca34adb1fc9c79508a47822709a0","20.48","154596","2025-11-19 13:16:38","KEEP",""
"KEEP","Canonical lowest suffix score","6a277f30d9a935ff3a95def4753b17d5__BB9B5F77E4.jpg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MISC_ICON_STYLE\05_file_format_export\6a277f30d9a935ff3a95def4753b17d5__BB9B5F77E4.jpg","VIA-ICON-BB9B5F77E4AE","6a277f30d9a935ff3a95def4753b17d5__BB9B5F77E4.jpg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MISC_ICON_STYLE\05_file_format_export\6a277f30d9a935ff3a95def4753b17d5__BB9B5F77E4.jpg",".jpg","MISC_ICON_STYLE","05_file_format_export","6a277f30d9a935ff3a95def4753b17d5","20.48","167236","2026-05-01 09:10:35","KEEP",""
"KEEP","Canonical lowest suffix score","6a277f30d9a935ff3a95def4753b17d5__BB9B5F77E4.jpg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MISC_ICON_STYLE\05_file_format_export\6a277f30d9a935ff3a95def4753b17d5__BB9B5F77E4.jpg","VIA-ICON-BB9B5F77E4AE","6a277f30d9a935ff3a95def4753b17d5__BB9B5F77E4.jpg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MISC_ICON_STYLE\05_file_format_export\6a277f30d9a935ff3a95def4753b17d5__BB9B5F77E4.jpg",".jpg","MISC_ICON_STYLE","05_file_format_export","6a277f30d9a935ff3a95def4753b17d5","20.48","167236","2026-05-01 09:10:35","KEEP",""
"KEEP","Canonical lowest suffix score","6d246c6d639c745dd5f2b551410526d9_(1)__86F9EBA2EB.jpg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MISC_ICON_STYLE\05_file_format_export\6d246c6d639c745dd5f2b551410526d9_(1)__86F9EBA2EB.jpg","VIA-ICON-86F9EBA2EB5A","6d246c6d639c745dd5f2b551410526d9_(1)__86F9EBA2EB.jpg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MISC_ICON_STYLE\05_file_format_export\6d246c6d639c745dd5f2b551410526d9_(1)__86F9EBA2EB.jpg",".jpg","MISC_ICON_STYLE","05_file_format_export","6d246c6d639c745dd5f2b551410526d9_(1)","70.52","79445","2026-04-04 08:57:35","KEEP",""
"KEEP","Canonical lowest suffix score","6d246c6d639c745dd5f2b551410526d9_(1)__86F9EBA2EB.jpg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MISC_ICON_STYLE\05_file_format_export\6d246c6d639c745dd5f2b551410526d9_(1)__86F9EBA2EB.jpg","VIA-ICON-86F9EBA2EB5A","6d246c6d639c745dd5f2b551410526d9_(1)__86F9EBA2EB.jpg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MISC_ICON_STYLE\05_file_format_export\6d246c6d639c745dd5f2b551410526d9_(1)__86F9EBA2EB.jpg",".jpg","MISC_ICON_STYLE","05_file_format_export","6d246c6d639c745dd5f2b551410526d9_(1)","70.52","79445","2026-04-04 08:57:35","KEEP",""
"KEEP","Canonical lowest suffix score","72a66283fc68c0de0d41dbe4f40d8ad9__17636C8F2E.jpg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MISC_ICON_STYLE\05_file_format_export\72a66283fc68c0de0d41dbe4f40d8ad9__17636C8F2E.jpg","VIA-ICON-17636C8F2E58","72a66283fc68c0de0d41dbe4f40d8ad9__17636C8F2E.jpg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MISC_ICON_STYLE\05_file_format_export\72a66283fc68c0de0d41dbe4f40d8ad9__17636C8F2E.jpg",".jpg","MISC_ICON_STYLE","05_file_format_export","72a66283fc68c0de0d41dbe4f40d8ad9","20.48","110789","2026-05-01 09:21:50","KEEP",""
"KEEP","Canonical lowest suffix score","72a66283fc68c0de0d41dbe4f40d8ad9__17636C8F2E.jpg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MISC_ICON_STYLE\05_file_format_export\72a66283fc68c0de0d41dbe4f40d8ad9__17636C8F2E.jpg","VIA-ICON-17636C8F2E58","72a66283fc68c0de0d41dbe4f40d8ad9__17636C8F2E.jpg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MISC_ICON_STYLE\05_file_format_export\72a66283fc68c0de0d41dbe4f40d8ad9__17636C8F2E.jpg",".jpg","MISC_ICON_STYLE","05_file_format_export","72a66283fc68c0de0d41dbe4f40d8ad9","20.48","110789","2026-05-01 09:21:50","KEEP",""
"KEEP","Canonical lowest suffix score","734a1733c544c50687c82d8799dc3c35__03DE3FE88C.jpg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MISC_ICON_STYLE\05_file_format_export\734a1733c544c50687c82d8799dc3c35__03DE3FE88C.jpg","VIA-ICON-03DE3FE88C9A","734a1733c544c50687c82d8799dc3c35__03DE3FE88C.jpg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MISC_ICON_STYLE\05_file_format_export\734a1733c544c50687c82d8799dc3c35__03DE3FE88C.jpg",".jpg","MISC_ICON_STYLE","05_file_format_export","734a1733c544c50687c82d8799dc3c35","20.48","52642","2025-11-19 13:15:25","KEEP",""
"KEEP","Canonical lowest suffix score","734a1733c544c50687c82d8799dc3c35__03DE3FE88C.jpg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MISC_ICON_STYLE\05_file_format_export\734a1733c544c50687c82d8799dc3c35__03DE3FE88C.jpg","VIA-ICON-03DE3FE88C9A","734a1733c544c50687c82d8799dc3c35__03DE3FE88C.jpg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MISC_ICON_STYLE\05_file_format_export\734a1733c544c50687c82d8799dc3c35__03DE3FE88C.jpg",".jpg","MISC_ICON_STYLE","05_file_format_export","734a1733c544c50687c82d8799dc3c35","20.48","52642","2025-11-19 13:15:25","KEEP",""
"KEEP","Canonical lowest suffix score","7741d616d6c1b9acc1f903fc98aada1b_(1)__3B42133106.jpg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MISC_ICON_STYLE\05_file_format_export\7741d616d6c1b9acc1f903fc98aada1b_(1)__3B42133106.jpg","VIA-ICON-3B4213310640","7741d616d6c1b9acc1f903fc98aada1b_(1)__3B42133106.jpg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MISC_ICON_STYLE\05_file_format_export\7741d616d6c1b9acc1f903fc98aada1b_(1)__3B42133106.jpg",".jpg","MISC_ICON_STYLE","05_file_format_export","7741d616d6c1b9acc1f903fc98aada1b_(1)","70.52","25003","2025-11-21 11:16:13","KEEP",""
"KEEP","Canonical lowest suffix score","7741d616d6c1b9acc1f903fc98aada1b_(1)__3B42133106.jpg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MISC_ICON_STYLE\05_file_format_export\7741d616d6c1b9acc1f903fc98aada1b_(1)__3B42133106.jpg","VIA-ICON-3B4213310640","7741d616d6c1b9acc1f903fc98aada1b_(1)__3B42133106.jpg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MISC_ICON_STYLE\05_file_format_export\7741d616d6c1b9acc1f903fc98aada1b_(1)__3B42133106.jpg",".jpg","MISC_ICON_STYLE","05_file_format_export","7741d616d6c1b9acc1f903fc98aada1b_(1)","70.52","25003","2025-11-21 11:16:13","KEEP",""
"KEEP","Canonical lowest suffix score","7f1c20e0fc7ef7b4914384a50c48dd1a__44C23769FF.jpg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MISC_ICON_STYLE\05_file_format_export\7f1c20e0fc7ef7b4914384a50c48dd1a__44C23769FF.jpg","VIA-ICON-44C23769FFE8","7f1c20e0fc7ef7b4914384a50c48dd1a__44C23769FF.jpg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MISC_ICON_STYLE\05_file_format_export\7f1c20e0fc7ef7b4914384a50c48dd1a__44C23769FF.jpg",".jpg","MISC_ICON_STYLE","05_file_format_export","7f1c20e0fc7ef7b4914384a50c48dd1a","20.48","23467","2026-04-04 08:54:20","KEEP",""
"KEEP","Canonical lowest suffix score","7f1c20e0fc7ef7b4914384a50c48dd1a__44C23769FF.jpg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MISC_ICON_STYLE\05_file_format_export\7f1c20e0fc7ef7b4914384a50c48dd1a__44C23769FF.jpg","VIA-ICON-44C23769FFE8","7f1c20e0fc7ef7b4914384a50c48dd1a__44C23769FF.jpg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MISC_ICON_STYLE\05_file_format_export\7f1c20e0fc7ef7b4914384a50c48dd1a__44C23769FF.jpg",".jpg","MISC_ICON_STYLE","05_file_format_export","7f1c20e0fc7ef7b4914384a50c48dd1a","20.48","23467","2026-04-04 08:54:20","KEEP",""
"KEEP","Canonical lowest suffix score","8a569244d95558405c6e7832e0e167e6__10889B6E30.jpg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MISC_ICON_STYLE\05_file_format_export\8a569244d95558405c6e7832e0e167e6__10889B6E30.jpg","VIA-ICON-10889B6E3063","8a569244d95558405c6e7832e0e167e6__10889B6E30.jpg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MISC_ICON_STYLE\05_file_format_export\8a569244d95558405c6e7832e0e167e6__10889B6E30.jpg",".jpg","MISC_ICON_STYLE","05_file_format_export","8a569244d95558405c6e7832e0e167e6","20.48","121219","2026-02-15 21:32:36","KEEP",""
"KEEP","Canonical lowest suffix score","8a569244d95558405c6e7832e0e167e6__10889B6E30.jpg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MISC_ICON_STYLE\05_file_format_export\8a569244d95558405c6e7832e0e167e6__10889B6E30.jpg","VIA-ICON-10889B6E3063","8a569244d95558405c6e7832e0e167e6__10889B6E30.jpg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MISC_ICON_STYLE\05_file_format_export\8a569244d95558405c6e7832e0e167e6__10889B6E30.jpg",".jpg","MISC_ICON_STYLE","05_file_format_export","8a569244d95558405c6e7832e0e167e6","20.48","121219","2026-02-15 21:32:36","KEEP",""
"KEEP","Canonical lowest suffix score","8f8d77f8-463e-4f39-b78b-11e5acf75d04__2745131D97.jpeg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MISC_ICON_STYLE\05_file_format_export\8f8d77f8-463e-4f39-b78b-11e5acf75d04__2745131D97.jpeg","VIA-ICON-2745131D97E9","8f8d77f8-463e-4f39-b78b-11e5acf75d04__2745131D97.jpeg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MISC_ICON_STYLE\05_file_format_export\8f8d77f8-463e-4f39-b78b-11e5acf75d04__2745131D97.jpeg",".jpeg","MISC_ICON_STYLE","05_file_format_export","8f8d77f8_463e_4f39_b78b_11e5acf75d04","20.53","54834","2026-06-01 00:49:50","KEEP",""
"KEEP","Canonical lowest suffix score","8f8d77f8-463e-4f39-b78b-11e5acf75d04__2745131D97.jpeg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MISC_ICON_STYLE\05_file_format_export\8f8d77f8-463e-4f39-b78b-11e5acf75d04__2745131D97.jpeg","VIA-ICON-2745131D97E9","8f8d77f8-463e-4f39-b78b-11e5acf75d04__2745131D97.jpeg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MISC_ICON_STYLE\05_file_format_export\8f8d77f8-463e-4f39-b78b-11e5acf75d04__2745131D97.jpeg",".jpeg","MISC_ICON_STYLE","05_file_format_export","8f8d77f8_463e_4f39_b78b_11e5acf75d04","20.53","54834","2026-06-01 00:49:50","KEEP",""
"KEEP","Canonical lowest suffix score","91d98212cedde1bfb43219b356008838__F911F6C30C.jpg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MISC_ICON_STYLE\05_file_format_export\91d98212cedde1bfb43219b356008838__F911F6C30C.jpg","VIA-ICON-F911F6C30CB3","91d98212cedde1bfb43219b356008838__F911F6C30C.jpg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MISC_ICON_STYLE\05_file_format_export\91d98212cedde1bfb43219b356008838__F911F6C30C.jpg",".jpg","MISC_ICON_STYLE","05_file_format_export","91d98212cedde1bfb43219b356008838","20.48","31950","2026-02-15 19:01:11","KEEP",""
"KEEP","Canonical lowest suffix score","91d98212cedde1bfb43219b356008838__F911F6C30C.jpg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MISC_ICON_STYLE\05_file_format_export\91d98212cedde1bfb43219b356008838__F911F6C30C.jpg","VIA-ICON-F911F6C30CB3","91d98212cedde1bfb43219b356008838__F911F6C30C.jpg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MISC_ICON_STYLE\05_file_format_export\91d98212cedde1bfb43219b356008838__F911F6C30C.jpg",".jpg","MISC_ICON_STYLE","05_file_format_export","91d98212cedde1bfb43219b356008838","20.48","31950","2026-02-15 19:01:11","KEEP",""
"KEEP","Canonical lowest suffix score","93b020b53255917546fc05be8f7cd3af__2E338C5E93.jpg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MISC_ICON_STYLE\05_file_format_export\93b020b53255917546fc05be8f7cd3af__2E338C5E93.jpg","VIA-ICON-2E338C5E9385","93b020b53255917546fc05be8f7cd3af__2E338C5E93.jpg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MISC_ICON_STYLE\05_file_format_export\93b020b53255917546fc05be8f7cd3af__2E338C5E93.jpg",".jpg","MISC_ICON_STYLE","05_file_format_export","93b020b53255917546fc05be8f7cd3af","20.48","20158","2026-04-04 08:52:28","KEEP",""
"KEEP","Canonical lowest suffix score","93b020b53255917546fc05be8f7cd3af__2E338C5E93.jpg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MISC_ICON_STYLE\05_file_format_export\93b020b53255917546fc05be8f7cd3af__2E338C5E93.jpg","VIA-ICON-2E338C5E9385","93b020b53255917546fc05be8f7cd3af__2E338C5E93.jpg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MISC_ICON_STYLE\05_file_format_export\93b020b53255917546fc05be8f7cd3af__2E338C5E93.jpg",".jpg","MISC_ICON_STYLE","05_file_format_export","93b020b53255917546fc05be8f7cd3af","20.48","20158","2026-04-04 08:52:28","KEEP",""
"KEEP","Canonical lowest suffix score","940078e3a9ebe64f126d6728aab10e43__4F5989E31D.jpg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MISC_ICON_STYLE\05_file_format_export\940078e3a9ebe64f126d6728aab10e43__4F5989E31D.jpg","VIA-ICON-4F5989E31DCE","940078e3a9ebe64f126d6728aab10e43__4F5989E31D.jpg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MISC_ICON_STYLE\05_file_format_export\940078e3a9ebe64f126d6728aab10e43__4F5989E31D.jpg",".jpg","MISC_ICON_STYLE","05_file_format_export","940078e3a9ebe64f126d6728aab10e43","20.48","94498","2026-04-04 08:52:34","KEEP",""
"KEEP","Canonical lowest suffix score","940078e3a9ebe64f126d6728aab10e43__4F5989E31D.jpg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MISC_ICON_STYLE\05_file_format_export\940078e3a9ebe64f126d6728aab10e43__4F5989E31D.jpg","VIA-ICON-4F5989E31DCE","940078e3a9ebe64f126d6728aab10e43__4F5989E31D.jpg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MISC_ICON_STYLE\05_file_format_export\940078e3a9ebe64f126d6728aab10e43__4F5989E31D.jpg",".jpg","MISC_ICON_STYLE","05_file_format_export","940078e3a9ebe64f126d6728aab10e43","20.48","94498","2026-04-04 08:52:34","KEEP",""
"KEEP","Canonical lowest suffix score","945134d3-cfac-42ef-9828-ed095a6cd4dc__C2BD062F6A.jpeg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MISC_ICON_STYLE\05_file_format_export\945134d3-cfac-42ef-9828-ed095a6cd4dc__C2BD062F6A.jpeg","VIA-ICON-C2BD062F6AA5","945134d3-cfac-42ef-9828-ed095a6cd4dc__C2BD062F6A.jpeg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MISC_ICON_STYLE\05_file_format_export\945134d3-cfac-42ef-9828-ed095a6cd4dc__C2BD062F6A.jpeg",".jpeg","MISC_ICON_STYLE","05_file_format_export","945134d3_cfac_42ef_9828_ed095a6cd4dc","20.53","106279","2026-06-01 00:49:40","KEEP",""
"KEEP","Canonical lowest suffix score","945134d3-cfac-42ef-9828-ed095a6cd4dc__C2BD062F6A.jpeg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MISC_ICON_STYLE\05_file_format_export\945134d3-cfac-42ef-9828-ed095a6cd4dc__C2BD062F6A.jpeg","VIA-ICON-C2BD062F6AA5","945134d3-cfac-42ef-9828-ed095a6cd4dc__C2BD062F6A.jpeg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MISC_ICON_STYLE\05_file_format_export\945134d3-cfac-42ef-9828-ed095a6cd4dc__C2BD062F6A.jpeg",".jpeg","MISC_ICON_STYLE","05_file_format_export","945134d3_cfac_42ef_9828_ed095a6cd4dc","20.53","106279","2026-06-01 00:49:40","KEEP",""
"KEEP","Canonical lowest suffix score","946d05fdbe8725db99b0c9da24f97cfe__888A60CF0D.jpg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MISC_ICON_STYLE\05_file_format_export\946d05fdbe8725db99b0c9da24f97cfe__888A60CF0D.jpg","VIA-ICON-888A60CF0D6E","946d05fdbe8725db99b0c9da24f97cfe__888A60CF0D.jpg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MISC_ICON_STYLE\05_file_format_export\946d05fdbe8725db99b0c9da24f97cfe__888A60CF0D.jpg",".jpg","MISC_ICON_STYLE","05_file_format_export","946d05fdbe8725db99b0c9da24f97cfe","20.48","98523","2026-04-15 00:55:57","KEEP",""
"KEEP","Canonical lowest suffix score","946d05fdbe8725db99b0c9da24f97cfe__888A60CF0D.jpg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MISC_ICON_STYLE\05_file_format_export\946d05fdbe8725db99b0c9da24f97cfe__888A60CF0D.jpg","VIA-ICON-888A60CF0D6E","946d05fdbe8725db99b0c9da24f97cfe__888A60CF0D.jpg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MISC_ICON_STYLE\05_file_format_export\946d05fdbe8725db99b0c9da24f97cfe__888A60CF0D.jpg",".jpg","MISC_ICON_STYLE","05_file_format_export","946d05fdbe8725db99b0c9da24f97cfe","20.48","98523","2026-04-15 00:55:57","KEEP",""
"KEEP","Canonical lowest suffix score","95d4d845e4e811e25f856739261154c5__56C08A1DE8.jpg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MISC_ICON_STYLE\05_file_format_export\95d4d845e4e811e25f856739261154c5__56C08A1DE8.jpg","VIA-ICON-56C08A1DE87C","95d4d845e4e811e25f856739261154c5__56C08A1DE8.jpg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MISC_ICON_STYLE\05_file_format_export\95d4d845e4e811e25f856739261154c5__56C08A1DE8.jpg",".jpg","MISC_ICON_STYLE","05_file_format_export","95d4d845e4e811e25f856739261154c5","20.48","72951","2026-02-15 19:00:57","KEEP",""
"KEEP","Canonical lowest suffix score","95d4d845e4e811e25f856739261154c5__56C08A1DE8.jpg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MISC_ICON_STYLE\05_file_format_export\95d4d845e4e811e25f856739261154c5__56C08A1DE8.jpg","VIA-ICON-56C08A1DE87C","95d4d845e4e811e25f856739261154c5__56C08A1DE8.jpg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MISC_ICON_STYLE\05_file_format_export\95d4d845e4e811e25f856739261154c5__56C08A1DE8.jpg",".jpg","MISC_ICON_STYLE","05_file_format_export","95d4d845e4e811e25f856739261154c5","20.48","72951","2026-02-15 19:00:57","KEEP",""
"KEEP","Canonical lowest suffix score","9c9f522f908db7cc3243fb35909babcb__167E508E08.jpg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MISC_ICON_STYLE\05_file_format_export\9c9f522f908db7cc3243fb35909babcb__167E508E08.jpg","VIA-ICON-167E508E08EE","9c9f522f908db7cc3243fb35909babcb__167E508E08.jpg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MISC_ICON_STYLE\05_file_format_export\9c9f522f908db7cc3243fb35909babcb__167E508E08.jpg",".jpg","MISC_ICON_STYLE","05_file_format_export","9c9f522f908db7cc3243fb35909babcb","20.48","43622","2026-05-01 09:12:11","KEEP",""
"KEEP","Canonical lowest suffix score","9c9f522f908db7cc3243fb35909babcb__167E508E08.jpg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MISC_ICON_STYLE\05_file_format_export\9c9f522f908db7cc3243fb35909babcb__167E508E08.jpg","VIA-ICON-167E508E08EE","9c9f522f908db7cc3243fb35909babcb__167E508E08.jpg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MISC_ICON_STYLE\05_file_format_export\9c9f522f908db7cc3243fb35909babcb__167E508E08.jpg",".jpg","MISC_ICON_STYLE","05_file_format_export","9c9f522f908db7cc3243fb35909babcb","20.48","43622","2026-05-01 09:12:11","KEEP",""
"KEEP","Canonical lowest suffix score","9d92cdb975519aebe5c9558c9e2f543c__61CD8A1AE9.jpg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MISC_ICON_STYLE\05_file_format_export\9d92cdb975519aebe5c9558c9e2f543c__61CD8A1AE9.jpg","VIA-ICON-61CD8A1AE912","9d92cdb975519aebe5c9558c9e2f543c__61CD8A1AE9.jpg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MISC_ICON_STYLE\05_file_format_export\9d92cdb975519aebe5c9558c9e2f543c__61CD8A1AE9.jpg",".jpg","MISC_ICON_STYLE","05_file_format_export","9d92cdb975519aebe5c9558c9e2f543c","20.48","27307","2025-11-21 11:16:03","KEEP",""
"KEEP","Canonical lowest suffix score","9d92cdb975519aebe5c9558c9e2f543c__61CD8A1AE9.jpg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MISC_ICON_STYLE\05_file_format_export\9d92cdb975519aebe5c9558c9e2f543c__61CD8A1AE9.jpg","VIA-ICON-61CD8A1AE912","9d92cdb975519aebe5c9558c9e2f543c__61CD8A1AE9.jpg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MISC_ICON_STYLE\05_file_format_export\9d92cdb975519aebe5c9558c9e2f543c__61CD8A1AE9.jpg",".jpg","MISC_ICON_STYLE","05_file_format_export","9d92cdb975519aebe5c9558c9e2f543c","20.48","27307","2025-11-21 11:16:03","KEEP",""
"KEEP","Canonical lowest suffix score","下載__96C657203B.jpg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MISC_ICON_STYLE\05_file_format_export\下載__96C657203B.jpg","VIA-ICON-96C657203BA6","下載__96C657203B.jpg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MISC_ICON_STYLE\05_file_format_export\下載__96C657203B.jpg",".jpg","MISC_ICON_STYLE","05_file_format_export","下載","20.18","207079","2025-11-29 22:06:06","KEEP",""
"KEEP","Canonical lowest suffix score","下載__96C657203B.jpg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MISC_ICON_STYLE\05_file_format_export\下載__96C657203B.jpg","VIA-ICON-96C657203BA6","下載__96C657203B.jpg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MISC_ICON_STYLE\05_file_format_export\下載__96C657203B.jpg",".jpg","MISC_ICON_STYLE","05_file_format_export","下載","20.18","207079","2025-11-29 22:06:06","KEEP",""
"KEEP","Canonical lowest suffix score","下載_(1)__EEADE83080.jpg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MISC_ICON_STYLE\05_file_format_export\下載_(1)__EEADE83080.jpg","VIA-ICON-EEADE8308064","下載_(1)__EEADE83080.jpg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MISC_ICON_STYLE\05_file_format_export\下載_(1)__EEADE83080.jpg",".jpg","MISC_ICON_STYLE","05_file_format_export","下載_(1)","70.22","46053","2025-11-22 07:12:36","KEEP",""
