"ToolID","ToolName","FileName","Path","ToolType","Status","Risk","EntryMode"
"VIA-SUP-0085","VIS_InstallHealthRegistry.cpython-313","VIS_InstallHealthRegistry.cpython-313.pyc","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\40_Environment_Health\__pycache__\VIS_InstallHealthRegistry.cpython-313.pyc","other","FOUND","LOW","NexusCoreManaged"
"VIA-SUP-0086","VIA_EnvManager","VIA_EnvManager.py","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\40_Environment_Health\VIA_EnvManager.py","python","FOUND","LOW","NexusCoreManaged"
"VIA-SUP-0087","VIA_EnvManager.py.freeze.lock","VIA_EnvManager.py.freeze.lock.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\40_Environment_Health\VIA_EnvManager.py.freeze.lock.json","json","FOUND","LOW","NexusCoreManaged"
"VIA-SUP-0088","VIS_InstallHealthRegistry","VIS_InstallHealthRegistry.py","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\40_Environment_Health\VIS_InstallHealthRegistry.py","python","FOUND","LOW","NexusCoreManaged"
"VIA-SUP-0089","VIS_InstallHealthRegistry.py.freeze.lock","VIS_InstallHealthRegistry.py.freeze.lock.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\40_Environment_Health\VIS_InstallHealthRegistry.py.freeze.lock.json","json","FOUND","LOW","NexusCoreManaged"
"VIA-SUP-0090","VeritasAegisNexus.cpython-313","VeritasAegisNexus.cpython-313.pyc","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\50_Protection_Acceleration\__pycache__\VeritasAegisNexus.cpython-313.pyc","other","FOUND","LOW","NexusCoreManaged"
"VIA-SUP-0091","VeritasCeleritas.cpython-313","VeritasCeleritas.cpython-313.pyc","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\50_Protection_Acceleration\__pycache__\VeritasCeleritas.cpython-313.pyc","other","FOUND","LOW","NexusCoreManaged"
"VIA-SUP-0092","VeritasAegisNexus","VeritasAegisNexus.py","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\50_Protection_Acceleration\VeritasAegisNexus.py","python","FOUND","LOW","NexusCoreManaged"
"VIA-SUP-0093","VeritasAegisNexus.py.freeze.lock","VeritasAegisNexus.py.freeze.lock.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\50_Protection_Acceleration\VeritasAegisNexus.py.freeze.lock.json","json","FOUND","LOW","NexusCoreManaged"
"VIA-SUP-0094","VeritasCeleritas","VeritasCeleritas.py","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\50_Protection_Acceleration\VeritasCeleritas.py","python","FOUND","LOW","NexusCoreManaged"
"VIA-SUP-0095","VeritasCeleritas.py.freeze.lock","VeritasCeleritas.py.freeze.lock.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\50_Protection_Acceleration\VeritasCeleritas.py.freeze.lock.json","json","FOUND","LOW","NexusCoreManaged"
"VIA-SUP-0096","Invoke-VIA-ALL","Invoke-VIA-ALL.ps1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\60_PowerShell_Entry_Internal\Invoke-VIA-ALL.ps1","powershell","FOUND","LOW","NexusCoreManaged"
"VIA-SUP-0097","Invoke-VIA-ALL.ps1.freeze.lock","Invoke-VIA-ALL.ps1.freeze.lock.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\60_PowerShell_Entry_Internal\Invoke-VIA-ALL.ps1.freeze.lock.json","json","FOUND","LOW","NexusCoreManaged"
"VIA-SUP-0098","Invoke-VIA-FinishProject-SafeFast","Invoke-VIA-FinishProject-SafeFast.ps1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\60_PowerShell_Entry_Internal\Invoke-VIA-FinishProject-SafeFast.ps1","powershell","FOUND","LOW","NexusCoreManaged"
"VIA-SUP-0099","Invoke-VIA-FinishProject-SafeFast.ps1.freeze.lock","Invoke-VIA-FinishProject-SafeFast.ps1.freeze.lock.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\60_PowerShell_Entry_Internal\Invoke-VIA-FinishProject-SafeFast.ps1.freeze.lock.json","json","FOUND","LOW","NexusCoreManaged"
"VIA-SUP-0100","Invoke-VIA-PanoramaHardGateSafeFix","Invoke-VIA-PanoramaHardGateSafeFix.ps1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\60_PowerShell_Entry_Internal\Invoke-VIA-PanoramaHardGateSafeFix.ps1","powershell","FOUND","LOW","NexusCoreManaged"
"VIA-SUP-0101","Invoke-VIA-PanoramaHardGateSafeFix.ps1.freeze.lock","Invoke-VIA-PanoramaHardGateSafeFix.ps1.freeze.lock.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\60_PowerShell_Entry_Internal\Invoke-VIA-PanoramaHardGateSafeFix.ps1.freeze.lock.json","json","FOUND","LOW","NexusCoreManaged"
"VIA-SUP-0102","Invoke-VIA-SupportiveHardGate","Invoke-VIA-SupportiveHardGate.ps1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\60_PowerShell_Entry_Internal\Invoke-VIA-SupportiveHardGate.ps1","powershell","FOUND","LOW","NexusCoreManaged"
"VIA-SUP-0103","Invoke-VIA-SupportiveHardGate.ps1.freeze.lock","Invoke-VIA-SupportiveHardGate.ps1.freeze.lock.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\60_PowerShell_Entry_Internal\Invoke-VIA-SupportiveHardGate.ps1.freeze.lock.json","json","FOUND","LOW","NexusCoreManaged"
"VIA-SUP-0104","Invoke-VRN-Guarded-Entry-v217","Invoke-VRN-Guarded-Entry-v217.ps1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\60_PowerShell_Entry_Internal\Invoke-VRN-Guarded-Entry-v217.ps1","powershell","FOUND","LOW","NexusCoreManaged"
"VIA-SUP-0105","Invoke-VRN-Guarded-Entry-v217.ps1.freeze.lock","Invoke-VRN-Guarded-Entry-v217.ps1.freeze.lock.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\60_PowerShell_Entry_Internal\Invoke-VRN-Guarded-Entry-v217.ps1.freeze.lock.json","json","FOUND","LOW","NexusCoreManaged"
"VIA-SUP-0106","Invoke-VRN-MQ-NoOCR-Staging-v222","Invoke-VRN-MQ-NoOCR-Staging-v222.ps1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\60_PowerShell_Entry_Internal\Invoke-VRN-MQ-NoOCR-Staging-v222.ps1","powershell","FOUND","LOW","NexusCoreManaged"
"VIA-SUP-0107","Invoke-VRN-MQ-NoOCR-Staging-v222.ps1.freeze.lock","Invoke-VRN-MQ-NoOCR-Staging-v222.ps1.freeze.lock.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\60_PowerShell_Entry_Internal\Invoke-VRN-MQ-NoOCR-Staging-v222.ps1.freeze.lock.json","json","FOUND","LOW","NexusCoreManaged"
"VIA-SUP-0108","Invoke-VRN-PURE-NOHANG-v2192","Invoke-VRN-PURE-NOHANG-v2192.ps1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\60_PowerShell_Entry_Internal\Invoke-VRN-PURE-NOHANG-v2192.ps1","powershell","FOUND","LOW","NexusCoreManaged"
"VIA-SUP-0109","Invoke-VRN-PURE-NOHANG-v2192.ps1.freeze.lock","Invoke-VRN-PURE-NOHANG-v2192.ps1.freeze.lock.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\60_PowerShell_Entry_Internal\Invoke-VRN-PURE-NOHANG-v2192.ps1.freeze.lock.json","json","FOUND","LOW","NexusCoreManaged"
"VIA-SUP-0110","VIS_VRN_BrokerAlias_Compatibility_v0222.cpython-313","VIS_VRN_BrokerAlias_Compatibility_v0222.cpython-313.pyc","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\__pycache__\VIS_VRN_BrokerAlias_Compatibility_v0222.cpython-313.pyc","other","FOUND","LOW","NexusCoreManaged"
"VIA-SUP-0111","VIS_VRN_BrokerAlias_Extension_v0224.cpython-313","VIS_VRN_BrokerAlias_Extension_v0224.cpython-313.pyc","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\__pycache__\VIS_VRN_BrokerAlias_Extension_v0224.cpython-313.pyc","other","FOUND","LOW","NexusCoreManaged"
"VIA-SUP-0112","VIS_VRN_BrokerAnalystAdapters_v06146.cpython-313","VIS_VRN_BrokerAnalystAdapters_v06146.cpython-313.pyc","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\__pycache__\VIS_VRN_BrokerAnalystAdapters_v06146.cpython-313.pyc","other","FOUND","LOW","NexusCoreManaged"
"VIA-SUP-0113","VIS_VRN_FinancialRescueRules_v06126.cpython-313","VIS_VRN_FinancialRescueRules_v06126.cpython-313.pyc","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\__pycache__\VIS_VRN_FinancialRescueRules_v06126.cpython-313.pyc","other","FOUND","LOW","NexusCoreManaged"
"VIA-SUP-0114","VIS_VRN_FinancialSSOT_v05910.cpython-313","VIS_VRN_FinancialSSOT_v05910.cpython-313.pyc","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\__pycache__\VIS_VRN_FinancialSSOT_v05910.cpython-313.pyc","other","FOUND","LOW","NexusCoreManaged"
"VIA-SUP-0115","VIS_VRN_FinancialSSOT_v05911.cpython-313","VIS_VRN_FinancialSSOT_v05911.cpython-313.pyc","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\__pycache__\VIS_VRN_FinancialSSOT_v05911.cpython-313.pyc","other","FOUND","LOW","NexusCoreManaged"
"VIA-SUP-0116","VIS_VRN_FinancialSSOT_v05912.cpython-313","VIS_VRN_FinancialSSOT_v05912.cpython-313.pyc","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\__pycache__\VIS_VRN_FinancialSSOT_v05912.cpython-313.pyc","other","FOUND","LOW","NexusCoreManaged"
"VIA-SUP-0117","VIS_VRN_FinancialSSOT_v0599.cpython-313","VIS_VRN_FinancialSSOT_v0599.cpython-313.pyc","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\__pycache__\VIS_VRN_FinancialSSOT_v0599.cpython-313.pyc","other","FOUND","LOW","NexusCoreManaged"
"VIA-SUP-0118","VIS_VRN_FinancialSSOT_v0600.cpython-313","VIS_VRN_FinancialSSOT_v0600.cpython-313.pyc","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\__pycache__\VIS_VRN_FinancialSSOT_v0600.cpython-313.pyc","other","FOUND","LOW","NexusCoreManaged"
"VIA-SUP-0119","VIS_VRN_FinancialSSOT_v0608.cpython-313","VIS_VRN_FinancialSSOT_v0608.cpython-313.pyc","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\__pycache__\VIS_VRN_FinancialSSOT_v0608.cpython-313.pyc","other","FOUND","LOW","NexusCoreManaged"
"VIA-SUP-0120","VIS_VRN_HistoricalValidationPolicy_v0100.cpython-313","VIS_VRN_HistoricalValidationPolicy_v0100.cpython-313.pyc","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\__pycache__\VIS_VRN_HistoricalValidationPolicy_v0100.cpython-313.pyc","other","FOUND","LOW","NexusCoreManaged"
"VIA-SUP-0121","VIS_VRN_InputRoutePolicy_v0224.cpython-313","VIS_VRN_InputRoutePolicy_v0224.cpython-313.pyc","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\__pycache__\VIS_VRN_InputRoutePolicy_v0224.cpython-313.pyc","other","FOUND","LOW","NexusCoreManaged"
"VIA-SUP-0122","VIS_VRN_NewReportCompatibilityGate_v01.cpython-313","VIS_VRN_NewReportCompatibilityGate_v01.cpython-313.pyc","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\__pycache__\VIS_VRN_NewReportCompatibilityGate_v01.cpython-313.pyc","other","FOUND","LOW","NexusCoreManaged"
"VIA-SUP-0123","VIS_VRN_Q1_AliasRoutePatch_v0100.cpython-313","VIS_VRN_Q1_AliasRoutePatch_v0100.cpython-313.pyc","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\__pycache__\VIS_VRN_Q1_AliasRoutePatch_v0100.cpython-313.pyc","other","FOUND","LOW","NexusCoreManaged"
"VIA-SUP-0124","VIS_VRN_TableGeometryReconstructor_v0101.cpython-313","VIS_VRN_TableGeometryReconstructor_v0101.cpython-313.pyc","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\__pycache__\VIS_VRN_TableGeometryReconstructor_v0101.cpython-313.pyc","other","FOUND","LOW","NexusCoreManaged"
"VIA-SUP-0125","VIS_VRN_TableHeaderPeriodOriginalRestore_v0100.cpython-313","VIS_VRN_TableHeaderPeriodOriginalRestore_v0100.cpython-313.pyc","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\__pycache__\VIS_VRN_TableHeaderPeriodOriginalRestore_v0100.cpython-313.pyc","other","FOUND","LOW","NexusCoreManaged"
"VIA-SUP-0126","VIS_VRN_TWOfficialYFinance_v06051.cpython-313","VIS_VRN_TWOfficialYFinance_v06051.cpython-313.pyc","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\__pycache__\VIS_VRN_TWOfficialYFinance_v06051.cpython-313.pyc","other","FOUND","LOW","NexusCoreManaged"
"VIA-SUP-0127","VIS_VRN_BrokerAlias_Compatibility_v0222","VIS_VRN_BrokerAlias_Compatibility_v0222.py","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\VIS_VRN_BrokerAlias_Compatibility_v0222.py","python","FOUND","LOW","NexusCoreManaged"
"VIA-SUP-0128","VIS_VRN_BrokerAlias_Compatibility_v0222.py.freeze.lock","VIS_VRN_BrokerAlias_Compatibility_v0222.py.freeze.lock.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\VIS_VRN_BrokerAlias_Compatibility_v0222.py.freeze.lock.json","json","FOUND","LOW","NexusCoreManaged"
"VIA-SUP-0129","VIS_VRN_BrokerAlias_Extension_v0224","VIS_VRN_BrokerAlias_Extension_v0224.py","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\VIS_VRN_BrokerAlias_Extension_v0224.py","python","FOUND","LOW","NexusCoreManaged"
"VIA-SUP-0130","VIS_VRN_BrokerAlias_Extension_v0224.py.freeze.lock","VIS_VRN_BrokerAlias_Extension_v0224.py.freeze.lock.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\VIS_VRN_BrokerAlias_Extension_v0224.py.freeze.lock.json","json","FOUND","LOW","NexusCoreManaged"
"VIA-SUP-0131","VIS_VRN_BrokerAnalystAdapters_v06146","VIS_VRN_BrokerAnalystAdapters_v06146.py","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\VIS_VRN_BrokerAnalystAdapters_v06146.py","python","FOUND","LOW","NexusCoreManaged"
"VIA-SUP-0132","VIS_VRN_BrokerAnalystAdapters_v06146.py.freeze.lock","VIS_VRN_BrokerAnalystAdapters_v06146.py.freeze.lock.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\VIS_VRN_BrokerAnalystAdapters_v06146.py.freeze.lock.json","json","FOUND","LOW","NexusCoreManaged"
"VIA-SUP-0133","VIS_VRN_FinancialRescueRules_v06126","VIS_VRN_FinancialRescueRules_v06126.py","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\VIS_VRN_FinancialRescueRules_v06126.py","python","FOUND","LOW","NexusCoreManaged"
"VIA-SUP-0134","VIS_VRN_FinancialRescueRules_v06126.py.freeze.lock","VIS_VRN_FinancialRescueRules_v06126.py.freeze.lock.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\VIS_VRN_FinancialRescueRules_v06126.py.freeze.lock.json","json","FOUND","LOW","NexusCoreManaged"
"VIA-SUP-0135","VIS_VRN_FinancialSSOT_v05910","VIS_VRN_FinancialSSOT_v05910.py","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\VIS_VRN_FinancialSSOT_v05910.py","python","FOUND","LOW","NexusCoreManaged"
"VIA-SUP-0136","VIS_VRN_FinancialSSOT_v05910.py.freeze.lock","VIS_VRN_FinancialSSOT_v05910.py.freeze.lock.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\VIS_VRN_FinancialSSOT_v05910.py.freeze.lock.json","json","FOUND","LOW","NexusCoreManaged"
"VIA-SUP-0137","VIS_VRN_FinancialSSOT_v05911","VIS_VRN_FinancialSSOT_v05911.py","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\VIS_VRN_FinancialSSOT_v05911.py","python","FOUND","LOW","NexusCoreManaged"
"VIA-SUP-0138","VIS_VRN_FinancialSSOT_v05911.py.freeze.lock","VIS_VRN_FinancialSSOT_v05911.py.freeze.lock.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\VIS_VRN_FinancialSSOT_v05911.py.freeze.lock.json","json","FOUND","LOW","NexusCoreManaged"
"VIA-SUP-0139","VIS_VRN_FinancialSSOT_v05912","VIS_VRN_FinancialSSOT_v05912.py","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\VIS_VRN_FinancialSSOT_v05912.py","python","FOUND","LOW","NexusCoreManaged"
"VIA-SUP-0140","VIS_VRN_FinancialSSOT_v05912.py.freeze.lock","VIS_VRN_FinancialSSOT_v05912.py.freeze.lock.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\VIS_VRN_FinancialSSOT_v05912.py.freeze.lock.json","json","FOUND","LOW","NexusCoreManaged"
"VIA-SUP-0141","VIS_VRN_FinancialSSOT_v0599","VIS_VRN_FinancialSSOT_v0599.py","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\VIS_VRN_FinancialSSOT_v0599.py","python","FOUND","LOW","NexusCoreManaged"
"VIA-SUP-0142","VIS_VRN_FinancialSSOT_v0599.py.freeze.lock","VIS_VRN_FinancialSSOT_v0599.py.freeze.lock.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\VIS_VRN_FinancialSSOT_v0599.py.freeze.lock.json","json","FOUND","LOW","NexusCoreManaged"
"VIA-SUP-0143","VIS_VRN_FinancialSSOT_v0600","VIS_VRN_FinancialSSOT_v0600.py","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\VIS_VRN_FinancialSSOT_v0600.py","python","FOUND","LOW","NexusCoreManaged"
"VIA-SUP-0144","VIS_VRN_FinancialSSOT_v0600.py.freeze.lock","VIS_VRN_FinancialSSOT_v0600.py.freeze.lock.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\VIS_VRN_FinancialSSOT_v0600.py.freeze.lock.json","json","FOUND","LOW","NexusCoreManaged"
"VIA-SUP-0145","VIS_VRN_FinancialSSOT_v0608","VIS_VRN_FinancialSSOT_v0608.py","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\VIS_VRN_FinancialSSOT_v0608.py","python","FOUND","LOW","NexusCoreManaged"
"VIA-SUP-0146","VIS_VRN_FinancialSSOT_v0608.py.freeze.lock","VIS_VRN_FinancialSSOT_v0608.py.freeze.lock.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\VIS_VRN_FinancialSSOT_v0608.py.freeze.lock.json","json","FOUND","LOW","NexusCoreManaged"
"VIA-SUP-0147","VIS_VRN_HistoricalValidationPolicy_v0100","VIS_VRN_HistoricalValidationPolicy_v0100.py","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\VIS_VRN_HistoricalValidationPolicy_v0100.py","python","FOUND","LOW","NexusCoreManaged"
"VIA-SUP-0148","VIS_VRN_HistoricalValidationPolicy_v0100.py.freeze.lock","VIS_VRN_HistoricalValidationPolicy_v0100.py.freeze.lock.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\VIS_VRN_HistoricalValidationPolicy_v0100.py.freeze.lock.json","json","FOUND","LOW","NexusCoreManaged"
"VIA-SUP-0149","VIS_VRN_InputRoutePolicy_v0224","VIS_VRN_InputRoutePolicy_v0224.py","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\VIS_VRN_InputRoutePolicy_v0224.py","python","FOUND","LOW","NexusCoreManaged"
"VIA-SUP-0150","VIS_VRN_InputRoutePolicy_v0224.py.freeze.lock","VIS_VRN_InputRoutePolicy_v0224.py.freeze.lock.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\VIS_VRN_InputRoutePolicy_v0224.py.freeze.lock.json","json","FOUND","LOW","NexusCoreManaged"
"VIA-SUP-0151","VIS_VRN_NewReportCompatibilityGate_v01","VIS_VRN_NewReportCompatibilityGate_v01.py","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\VIS_VRN_NewReportCompatibilityGate_v01.py","python","FOUND","LOW","NexusCoreManaged"
"VIA-SUP-0152","VIS_VRN_NewReportCompatibilityGate_v01.py.freeze.lock","VIS_VRN_NewReportCompatibilityGate_v01.py.freeze.lock.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\VIS_VRN_NewReportCompatibilityGate_v01.py.freeze.lock.json","json","FOUND","LOW","NexusCoreManaged"
"VIA-SUP-0153","VIS_VRN_Q1_AliasRoutePatch_v0100","VIS_VRN_Q1_AliasRoutePatch_v0100.py","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\VIS_VRN_Q1_AliasRoutePatch_v0100.py","python","FOUND","LOW","NexusCoreManaged"
"VIA-SUP-0154","VIS_VRN_Q1_AliasRoutePatch_v0100.py.freeze.lock","VIS_VRN_Q1_AliasRoutePatch_v0100.py.freeze.lock.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\VIS_VRN_Q1_AliasRoutePatch_v0100.py.freeze.lock.json","json","FOUND","LOW","NexusCoreManaged"
"VIA-SUP-0155","VIS_VRN_SupportiveGapRegistry_v0224","VIS_VRN_SupportiveGapRegistry_v0224.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\VIS_VRN_SupportiveGapRegistry_v0224.json","json","FOUND","LOW","NexusCoreManaged"
"VIA-SUP-0156","VIS_VRN_SupportiveGapRegistry_v0224.json.freeze.lock","VIS_VRN_SupportiveGapRegistry_v0224.json.freeze.lock.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\VIS_VRN_SupportiveGapRegistry_v0224.json.freeze.lock.json","json","FOUND","LOW","NexusCoreManaged"
"VIA-SUP-0157","VIS_VRN_TableGeometryReconstructor_v0101","VIS_VRN_TableGeometryReconstructor_v0101.py","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\VIS_VRN_TableGeometryReconstructor_v0101.py","python","FOUND","LOW","NexusCoreManaged"
"VIA-SUP-0158","VIS_VRN_TableGeometryReconstructor_v0101.py.freeze.lock","VIS_VRN_TableGeometryReconstructor_v0101.py.freeze.lock.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\VIS_VRN_TableGeometryReconstructor_v0101.py.freeze.lock.json","json","FOUND","LOW","NexusCoreManaged"
"VIA-SUP-0159","VIS_VRN_TableGeometryReconstructorPolicy_v0101","VIS_VRN_TableGeometryReconstructorPolicy_v0101.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\VIS_VRN_TableGeometryReconstructorPolicy_v0101.json","json","FOUND","LOW","NexusCoreManaged"
"VIA-SUP-0160","VIS_VRN_TableGeometryReconstructorPolicy_v0101.json.freeze.lock","VIS_VRN_TableGeometryReconstructorPolicy_v0101.json.freeze.lock.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\VIS_VRN_TableGeometryReconstructorPolicy_v0101.json.freeze.lock.json","json","FOUND","LOW","NexusCoreManaged"
"VIA-SUP-0161","VIS_VRN_TableHeaderPeriodOriginalRestore_v0100","VIS_VRN_TableHeaderPeriodOriginalRestore_v0100.py","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\VIS_VRN_TableHeaderPeriodOriginalRestore_v0100.py","python","FOUND","LOW","NexusCoreManaged"
"VIA-SUP-0162","VIS_VRN_TableHeaderPeriodOriginalRestore_v0100.py.freeze.lock","VIS_VRN_TableHeaderPeriodOriginalRestore_v0100.py.freeze.lock.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\VIS_VRN_TableHeaderPeriodOriginalRestore_v0100.py.freeze.lock.json","json","FOUND","LOW","NexusCoreManaged"
"VIA-SUP-0163","VIS_VRN_TWOfficialYFinance_v06051","VIS_VRN_TWOfficialYFinance_v06051.py","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\VIS_VRN_TWOfficialYFinance_v06051.py","python","FOUND","LOW","NexusCoreManaged"
"VIA-SUP-0164","VIS_VRN_TWOfficialYFinance_v06051.py.freeze.lock","VIS_VRN_TWOfficialYFinance_v06051.py.freeze.lock.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\VIS_VRN_TWOfficialYFinance_v06051.py.freeze.lock.json","json","FOUND","LOW","NexusCoreManaged"
"VIA-SUP-0165","VETF_VIA_HardGate_SealEngine.cpython-313","VETF_VIA_HardGate_SealEngine.cpython-313.pyc","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\80_VETF_Supportive_Sort\__pycache__\VETF_VIA_HardGate_SealEngine.cpython-313.pyc","other","FOUND","LOW","NexusCoreManaged"
"VIA-SUP-0166","VETF_VIA_RegistryCore_v1.cpython-313","VETF_VIA_RegistryCore_v1.cpython-313.pyc","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\80_VETF_Supportive_Sort\__pycache__\VETF_VIA_RegistryCore_v1.cpython-313.pyc","other","FOUND","LOW","NexusCoreManaged"
