"Round","Phase","Layer","Item","Status","Risk","Class","Message","Path"
"1","Comprehensive Fix Planning","SUBPROJECT_DISCOVERY","_vrn_vdf_manual_review_digest_runs","DISCOVERED","LOW","PARALLEL_FIXABLE","Python=False; PowerShell=False; JavaScript=False; Protected=False","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_vrn_vdf_manual_review_digest_runs"
"1","Comprehensive Fix Planning","SUBPROJECT_DISCOVERY","_vrn_vdf_nextgate_execution_runs","DISCOVERED","LOW","PARALLEL_FIXABLE","Python=True; PowerShell=False; JavaScript=False; Protected=False","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_vrn_vdf_nextgate_execution_runs"
"1","Comprehensive Fix Planning","SUBPROJECT_DISCOVERY","_vrn_vdf_optional_active_lock_preflight_runs","DISCOVERED","LOW","PARALLEL_FIXABLE","Python=False; PowerShell=False; JavaScript=False; Protected=False","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_vrn_vdf_optional_active_lock_preflight_runs"
"1","Comprehensive Fix Planning","SUBPROJECT_DISCOVERY","_vrn_vdf_panorama3_debug_consolidate_runs","DISCOVERED","LOW","PARALLEL_FIXABLE","Python=False; PowerShell=False; JavaScript=False; Protected=False","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_vrn_vdf_panorama3_debug_consolidate_runs"
"1","Comprehensive Fix Planning","SUBPROJECT_DISCOVERY","_vrn_vdf_supportive_nexus_runs","DISCOVERED","LOW","PARALLEL_FIXABLE","Python=False; PowerShell=False; JavaScript=False; Protected=False","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_vrn_vdf_supportive_nexus_runs"
"1","Comprehensive Fix Planning","SUBPROJECT_DISCOVERY","_vrn_vdf_user_review_final_lock_runs","DISCOVERED","LOW","PARALLEL_FIXABLE","Python=False; PowerShell=False; JavaScript=False; Protected=False","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_vrn_vdf_user_review_final_lock_runs"
"1","Comprehensive Fix Planning","SUBPROJECT_DISCOVERY",".ruff_cache","DISCOVERED","LOW","PARALLEL_FIXABLE","Python=False; PowerShell=False; JavaScript=False; Protected=False","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.ruff_cache"
"1","Comprehensive Fix Planning","SUBPROJECT_DISCOVERY",".venv","DISCOVERED","LOW","PARALLEL_FIXABLE","Python=True; PowerShell=True; JavaScript=True; Protected=False","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv"
"1","Comprehensive Fix Planning","SUBPROJECT_DISCOVERY","database","DISCOVERED","LOW","PARALLEL_FIXABLE","Python=False; PowerShell=False; JavaScript=False; Protected=False","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\database"
"1","Comprehensive Fix Planning","SUBPROJECT_DISCOVERY","dict","DISCOVERED","LOW","PARALLEL_FIXABLE","Python=True; PowerShell=True; JavaScript=False; Protected=False","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict"
"1","Comprehensive Fix Planning","SUBPROJECT_DISCOVERY","engines","DISCOVERED","LOW","PARALLEL_FIXABLE","Python=False; PowerShell=False; JavaScript=False; Protected=False","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\engines"
"1","Comprehensive Fix Planning","SUBPROJECT_DISCOVERY","envs","DISCOVERED","LOW","PARALLEL_FIXABLE","Python=False; PowerShell=False; JavaScript=False; Protected=False","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\envs"
"1","Comprehensive Fix Planning","SUBPROJECT_DISCOVERY","functional modules","DISCOVERED","LOW","PARALLEL_FIXABLE","Python=True; PowerShell=True; JavaScript=True; Protected=False","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules"
"1","Comprehensive Fix Planning","SUBPROJECT_DISCOVERY","input files","DISCOVERED","LOW","PARALLEL_FIXABLE","Python=False; PowerShell=False; JavaScript=False; Protected=False","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\input files"
"1","Comprehensive Fix Planning","SUBPROJECT_DISCOVERY","libs","DISCOVERED","LOW","PARALLEL_FIXABLE","Python=False; PowerShell=False; JavaScript=False; Protected=False","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\libs"
"1","Comprehensive Fix Planning","SUBPROJECT_DISCOVERY","registry","DISCOVERED","LOW","PARALLEL_FIXABLE","Python=False; PowerShell=False; JavaScript=False; Protected=False","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\registry"
"1","Comprehensive Fix Planning","SUBPROJECT_DISCOVERY","reports","DISCOVERED","LOW","PARALLEL_FIXABLE","Python=False; PowerShell=False; JavaScript=False; Protected=False","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\reports"
"1","Comprehensive Fix Planning","SUBPROJECT_DISCOVERY","supportive modules","DISCOVERED","LOW","PARALLEL_FIXABLE","Python=True; PowerShell=True; JavaScript=True; Protected=False","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules"
"1","Comprehensive Fix Planning","SUBPROJECT_DISCOVERY","toolkits","DISCOVERED","LOW","PARALLEL_FIXABLE","Python=True; PowerShell=True; JavaScript=True; Protected=False","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\toolkits"
"1","Comprehensive Fix Planning","SUBPROJECT_DISCOVERY","tools","DISCOVERED","LOW","PARALLEL_FIXABLE","Python=True; PowerShell=True; JavaScript=True; Protected=False","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\tools"
"1","Comprehensive Fix Planning","SUBPROJECT_DISCOVERY","tw_stock_report_input","DISCOVERED","LOW","PARALLEL_FIXABLE","Python=False; PowerShell=False; JavaScript=False; Protected=False","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\tw_stock_report_input"
"1","Comprehensive Fix Planning","FIX_STRATEGY","TEST_DEBUG_OPTIMIZE_CONSOLIDATE","PLAN_READY","LOW","PARALLEL_FIXABLE","Comprehensive report-only improvement plan generated.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_via_safe_polyglot_optimizer\RUN_20260619_132723_VIA_SAFE_POLYGLOT_OPTIMIZER_v0102"
"2","Sequential Fix Planning","SANDBOX_INPUT","Readme","OK_COPIED","LOW","PARALLEL_FIXABLE","Copied into sandbox. Original not modified.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_via_safe_polyglot_optimizer\RUN_20260619_132723_VIA_SAFE_POLYGLOT_OPTIMIZER_v0102\sandbox\Read_Me_VeritasNexusCore.md"
"2","Sequential Fix Planning","SANDBOX_INPUT","NexusCore","OK_COPIED","LOW","PARALLEL_FIXABLE","Copied into sandbox. Original not modified.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_via_safe_polyglot_optimizer\RUN_20260619_132723_VIA_SAFE_POLYGLOT_OPTIMIZER_v0102\sandbox\Invoke-VeritasNexusCore.ps1"
"2","Sequential Fix Planning","SANDBOX_INPUT","PolyglotCheckTestRepair","OK_COPIED","LOW","PARALLEL_FIXABLE","Copied into sandbox. Original not modified.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_via_safe_polyglot_optimizer\RUN_20260619_132723_VIA_SAFE_POLYGLOT_OPTIMIZER_v0102\sandbox\Invoke-VIA-PolyglotCheckTestRepair-v0101.ps1"
"2","Sequential Fix Planning","AST","Invoke-VeritasNexusCore.ps1","OK_AST","LOW","PARALLEL_FIXABLE","Errors=0; Functions=15; ParamAtTop=True","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_via_safe_polyglot_optimizer\RUN_20260619_132723_VIA_SAFE_POLYGLOT_OPTIMIZER_v0102\sandbox\Invoke-VeritasNexusCore.ps1"
"2","Sequential Fix Planning","AST","Invoke-VIA-PolyglotCheckTestRepair-v0101.ps1","OK_AST","LOW","PARALLEL_FIXABLE","Errors=0; Functions=15; ParamAtTop=True","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_via_safe_polyglot_optimizer\RUN_20260619_132723_VIA_SAFE_POLYGLOT_OPTIMIZER_v0102\sandbox\Invoke-VIA-PolyglotCheckTestRepair-v0101.ps1"
"2","Sequential Fix Planning","HYDRA_RISK","Stop-Process","WARN_FORBIDDEN_PATTERN","HIGH","SEQUENCE_DEPENDENT_REVIEW","Can interrupt active coding or system tasks","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_via_safe_polyglot_optimizer\RUN_20260619_132723_VIA_SAFE_POLYGLOT_OPTIMIZER_v0102\sandbox\Read_Me_VeritasNexusCore.md"
"2","Sequential Fix Planning","HYDRA_RISK","Stop-Process","WARN_FORBIDDEN_PATTERN","HIGH","SEQUENCE_DEPENDENT_REVIEW","Can interrupt active coding or system tasks","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_via_safe_polyglot_optimizer\RUN_20260619_132723_VIA_SAFE_POLYGLOT_OPTIMIZER_v0102\sandbox\Invoke-VIA-PolyglotCheckTestRepair-v0101.ps1"
"2","Sequential Fix Planning","ANCHOR","Functions","MISSING_OR_NOT_APPLICABLE","LOW","PARALLEL_FIXABLE","Category=STRUCTURE; Count=0","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_via_safe_polyglot_optimizer\RUN_20260619_132723_VIA_SAFE_POLYGLOT_OPTIMIZER_v0102\sandbox\Read_Me_VeritasNexusCore.md"
"2","Sequential Fix Planning","ANCHOR","def_Functions","MISSING_OR_NOT_APPLICABLE","LOW","PARALLEL_FIXABLE","Category=STRUCTURE; Count=0","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_via_safe_polyglot_optimizer\RUN_20260619_132723_VIA_SAFE_POLYGLOT_OPTIMIZER_v0102\sandbox\Read_Me_VeritasNexusCore.md"
"2","Sequential Fix Planning","ANCHOR","ParamBlock","MISSING_OR_NOT_APPLICABLE","LOW","PARALLEL_FIXABLE","Category=ENTRY; Count=0","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_via_safe_polyglot_optimizer\RUN_20260619_132723_VIA_SAFE_POLYGLOT_OPTIMIZER_v0102\sandbox\Read_Me_VeritasNexusCore.md"
"2","Sequential Fix Planning","ANCHOR","HtmlReport","FOUND","LOW","PARALLEL_FIXABLE","Category=REPORT; Count=2","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_via_safe_polyglot_optimizer\RUN_20260619_132723_VIA_SAFE_POLYGLOT_OPTIMIZER_v0102\sandbox\Read_Me_VeritasNexusCore.md"
"2","Sequential Fix Planning","ANCHOR","JsonOutput","MISSING_OR_NOT_APPLICABLE","LOW","PARALLEL_FIXABLE","Category=REPORT; Count=0","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_via_safe_polyglot_optimizer\RUN_20260619_132723_VIA_SAFE_POLYGLOT_OPTIMIZER_v0102\sandbox\Read_Me_VeritasNexusCore.md"
"2","Sequential Fix Planning","ANCHOR","CsvOutput","MISSING_OR_NOT_APPLICABLE","LOW","PARALLEL_FIXABLE","Category=REPORT; Count=0","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_via_safe_polyglot_optimizer\RUN_20260619_132723_VIA_SAFE_POLYGLOT_OPTIMIZER_v0102\sandbox\Read_Me_VeritasNexusCore.md"
"2","Sequential Fix Planning","ANCHOR","Sandbox","MISSING_OR_NOT_APPLICABLE","LOW","PARALLEL_FIXABLE","Category=SAFETY; Count=0","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_via_safe_polyglot_optimizer\RUN_20260619_132723_VIA_SAFE_POLYGLOT_OPTIMIZER_v0102\sandbox\Read_Me_VeritasNexusCore.md"
"2","Sequential Fix Planning","ANCHOR","SelfTest","MISSING_OR_NOT_APPLICABLE","LOW","PARALLEL_FIXABLE","Category=VALIDATION; Count=0","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_via_safe_polyglot_optimizer\RUN_20260619_132723_VIA_SAFE_POLYGLOT_OPTIMIZER_v0102\sandbox\Read_Me_VeritasNexusCore.md"
"2","Sequential Fix Planning","ANCHOR","OpenReport","MISSING_OR_NOT_APPLICABLE","LOW","PARALLEL_FIXABLE","Category=UI; Count=0","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_via_safe_polyglot_optimizer\RUN_20260619_132723_VIA_SAFE_POLYGLOT_OPTIMIZER_v0102\sandbox\Read_Me_VeritasNexusCore.md"
"2","Sequential Fix Planning","ANCHOR","Functions","FOUND","LOW","PARALLEL_FIXABLE","Category=STRUCTURE; Count=15","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_via_safe_polyglot_optimizer\RUN_20260619_132723_VIA_SAFE_POLYGLOT_OPTIMIZER_v0102\sandbox\Invoke-VeritasNexusCore.ps1"
"2","Sequential Fix Planning","ANCHOR","def_Functions","FOUND","LOW","PARALLEL_FIXABLE","Category=STRUCTURE; Count=15","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_via_safe_polyglot_optimizer\RUN_20260619_132723_VIA_SAFE_POLYGLOT_OPTIMIZER_v0102\sandbox\Invoke-VeritasNexusCore.ps1"
"2","Sequential Fix Planning","ANCHOR","ParamBlock","FOUND","LOW","PARALLEL_FIXABLE","Category=ENTRY; Count=4","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_via_safe_polyglot_optimizer\RUN_20260619_132723_VIA_SAFE_POLYGLOT_OPTIMIZER_v0102\sandbox\Invoke-VeritasNexusCore.ps1"
"2","Sequential Fix Planning","ANCHOR","HtmlReport","FOUND","LOW","PARALLEL_FIXABLE","Category=REPORT; Count=8","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_via_safe_polyglot_optimizer\RUN_20260619_132723_VIA_SAFE_POLYGLOT_OPTIMIZER_v0102\sandbox\Invoke-VeritasNexusCore.ps1"
"2","Sequential Fix Planning","ANCHOR","JsonOutput","FOUND","LOW","PARALLEL_FIXABLE","Category=REPORT; Count=8","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_via_safe_polyglot_optimizer\RUN_20260619_132723_VIA_SAFE_POLYGLOT_OPTIMIZER_v0102\sandbox\Invoke-VeritasNexusCore.ps1"
"2","Sequential Fix Planning","ANCHOR","CsvOutput","FOUND","LOW","PARALLEL_FIXABLE","Category=REPORT; Count=2","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_via_safe_polyglot_optimizer\RUN_20260619_132723_VIA_SAFE_POLYGLOT_OPTIMIZER_v0102\sandbox\Invoke-VeritasNexusCore.ps1"
"2","Sequential Fix Planning","ANCHOR","Sandbox","MISSING_OR_NOT_APPLICABLE","LOW","PARALLEL_FIXABLE","Category=SAFETY; Count=0","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_via_safe_polyglot_optimizer\RUN_20260619_132723_VIA_SAFE_POLYGLOT_OPTIMIZER_v0102\sandbox\Invoke-VeritasNexusCore.ps1"
"2","Sequential Fix Planning","ANCHOR","SelfTest","MISSING_OR_NOT_APPLICABLE","LOW","PARALLEL_FIXABLE","Category=VALIDATION; Count=0","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_via_safe_polyglot_optimizer\RUN_20260619_132723_VIA_SAFE_POLYGLOT_OPTIMIZER_v0102\sandbox\Invoke-VeritasNexusCore.ps1"
"2","Sequential Fix Planning","ANCHOR","OpenReport","FOUND","LOW","PARALLEL_FIXABLE","Category=UI; Count=7","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_via_safe_polyglot_optimizer\RUN_20260619_132723_VIA_SAFE_POLYGLOT_OPTIMIZER_v0102\sandbox\Invoke-VeritasNexusCore.ps1"
"2","Sequential Fix Planning","ANCHOR","Functions","FOUND","LOW","PARALLEL_FIXABLE","Category=STRUCTURE; Count=15","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_via_safe_polyglot_optimizer\RUN_20260619_132723_VIA_SAFE_POLYGLOT_OPTIMIZER_v0102\sandbox\Invoke-VIA-PolyglotCheckTestRepair-v0101.ps1"
"2","Sequential Fix Planning","ANCHOR","def_Functions","FOUND","LOW","PARALLEL_FIXABLE","Category=STRUCTURE; Count=14","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_via_safe_polyglot_optimizer\RUN_20260619_132723_VIA_SAFE_POLYGLOT_OPTIMIZER_v0102\sandbox\Invoke-VIA-PolyglotCheckTestRepair-v0101.ps1"
"2","Sequential Fix Planning","ANCHOR","ParamBlock","FOUND","LOW","PARALLEL_FIXABLE","Category=ENTRY; Count=8","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_via_safe_polyglot_optimizer\RUN_20260619_132723_VIA_SAFE_POLYGLOT_OPTIMIZER_v0102\sandbox\Invoke-VIA-PolyglotCheckTestRepair-v0101.ps1"
"2","Sequential Fix Planning","ANCHOR","HtmlReport","FOUND","LOW","PARALLEL_FIXABLE","Category=REPORT; Count=1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_via_safe_polyglot_optimizer\RUN_20260619_132723_VIA_SAFE_POLYGLOT_OPTIMIZER_v0102\sandbox\Invoke-VIA-PolyglotCheckTestRepair-v0101.ps1"
"2","Sequential Fix Planning","ANCHOR","JsonOutput","FOUND","LOW","PARALLEL_FIXABLE","Category=REPORT; Count=3","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_via_safe_polyglot_optimizer\RUN_20260619_132723_VIA_SAFE_POLYGLOT_OPTIMIZER_v0102\sandbox\Invoke-VIA-PolyglotCheckTestRepair-v0101.ps1"
"2","Sequential Fix Planning","ANCHOR","CsvOutput","FOUND","LOW","PARALLEL_FIXABLE","Category=REPORT; Count=4","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_via_safe_polyglot_optimizer\RUN_20260619_132723_VIA_SAFE_POLYGLOT_OPTIMIZER_v0102\sandbox\Invoke-VIA-PolyglotCheckTestRepair-v0101.ps1"
"2","Sequential Fix Planning","ANCHOR","Sandbox","MISSING_OR_NOT_APPLICABLE","LOW","PARALLEL_FIXABLE","Category=SAFETY; Count=0","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_via_safe_polyglot_optimizer\RUN_20260619_132723_VIA_SAFE_POLYGLOT_OPTIMIZER_v0102\sandbox\Invoke-VIA-PolyglotCheckTestRepair-v0101.ps1"
"2","Sequential Fix Planning","ANCHOR","SelfTest","MISSING_OR_NOT_APPLICABLE","LOW","PARALLEL_FIXABLE","Category=VALIDATION; Count=0","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_via_safe_polyglot_optimizer\RUN_20260619_132723_VIA_SAFE_POLYGLOT_OPTIMIZER_v0102\sandbox\Invoke-VIA-PolyglotCheckTestRepair-v0101.ps1"
"2","Sequential Fix Planning","ANCHOR","OpenReport","MISSING_OR_NOT_APPLICABLE","LOW","PARALLEL_FIXABLE","Category=UI; Count=0","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_via_safe_polyglot_optimizer\RUN_20260619_132723_VIA_SAFE_POLYGLOT_OPTIMIZER_v0102\sandbox\Invoke-VIA-PolyglotCheckTestRepair-v0101.ps1"
"2","Sequential Fix Planning","SUBPROJECT_DISCOVERY","_activation","DISCOVERED","LOW","PARALLEL_FIXABLE","Python=False; PowerShell=True; JavaScript=False; Protected=False","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_activation"
"2","Sequential Fix Planning","SUBPROJECT_DISCOVERY","_active","DISCOVERED","LOW","PARALLEL_FIXABLE","Python=False; PowerShell=False; JavaScript=False; Protected=False","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_active"
"2","Sequential Fix Planning","SUBPROJECT_DISCOVERY","_audit","DISCOVERED","LOW","PARALLEL_FIXABLE","Python=True; PowerShell=False; JavaScript=False; Protected=False","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_audit"
"2","Sequential Fix Planning","SUBPROJECT_DISCOVERY","_disk_audit","DISCOVERED","LOW","PARALLEL_FIXABLE","Python=False; PowerShell=False; JavaScript=False; Protected=False","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_disk_audit"
"2","Sequential Fix Planning","SUBPROJECT_DISCOVERY","_engine_forge","DISCOVERED","LOW","PARALLEL_FIXABLE","Python=False; PowerShell=False; JavaScript=False; Protected=False","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_engine_forge"
"2","Sequential Fix Planning","SUBPROJECT_DISCOVERY","_freeze","DISCOVERED","LOW","PARALLEL_FIXABLE","Python=False; PowerShell=True; JavaScript=False; Protected=False","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_freeze"
"2","Sequential Fix Planning","SUBPROJECT_DISCOVERY","_oneclick","DISCOVERED","LOW","PARALLEL_FIXABLE","Python=False; PowerShell=True; JavaScript=False; Protected=False","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_oneclick"
"2","Sequential Fix Planning","SUBPROJECT_DISCOVERY","_via_anchor_matrix_runs","DISCOVERED","LOW","PARALLEL_FIXABLE","Python=False; PowerShell=False; JavaScript=False; Protected=False","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_via_anchor_matrix_runs"
"2","Sequential Fix Planning","SUBPROJECT_DISCOVERY","_via_bootstrap_scripts","DISCOVERED","LOW","PARALLEL_FIXABLE","Python=False; PowerShell=True; JavaScript=False; Protected=False","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_via_bootstrap_scripts"
"2","Sequential Fix Planning","SUBPROJECT_DISCOVERY","_via_code_artifact_reclaimer_runs","DISCOVERED","LOW","PARALLEL_FIXABLE","Python=False; PowerShell=False; JavaScript=False; Protected=False","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_via_code_artifact_reclaimer_runs"
"2","Sequential Fix Planning","SUBPROJECT_DISCOVERY","_via_deep_reclaim_survey_runs","DISCOVERED","LOW","PARALLEL_FIXABLE","Python=False; PowerShell=True; JavaScript=False; Protected=False","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_via_deep_reclaim_survey_runs"
"2","Sequential Fix Planning","SUBPROJECT_DISCOVERY","_via_disk_first_stabilizer_runs","DISCOVERED","LOW","PARALLEL_FIXABLE","Python=False; PowerShell=False; JavaScript=False; Protected=False","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_via_disk_first_stabilizer_runs"
"2","Sequential Fix Planning","SUBPROJECT_DISCOVERY","_via_disk_guardian_deepmap_runs","DISCOVERED","LOW","PARALLEL_FIXABLE","Python=False; PowerShell=False; JavaScript=False; Protected=False","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_via_disk_guardian_deepmap_runs"
"2","Sequential Fix Planning","SUBPROJECT_DISCOVERY","_via_disk_guardian_runs","DISCOVERED","LOW","PARALLEL_FIXABLE","Python=False; PowerShell=False; JavaScript=False; Protected=False","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_via_disk_guardian_runs"
"2","Sequential Fix Planning","SUBPROJECT_DISCOVERY","_via_emergency_space_release_runs","DISCOVERED","LOW","PARALLEL_FIXABLE","Python=False; PowerShell=False; JavaScript=False; Protected=False","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_via_emergency_space_release_runs"
"2","Sequential Fix Planning","SUBPROJECT_DISCOVERY","_via_false_positive_rule_lock_runs","DISCOVERED","LOW","PARALLEL_FIXABLE","Python=False; PowerShell=False; JavaScript=False; Protected=False","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_via_false_positive_rule_lock_runs"
"2","Sequential Fix Planning","SUBPROJECT_DISCOVERY","_via_final_sandbox_consolidation_runs","DISCOVERED","LOW","PARALLEL_FIXABLE","Python=False; PowerShell=True; JavaScript=False; Protected=False","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_via_final_sandbox_consolidation_runs"
"2","Sequential Fix Planning","SUBPROJECT_DISCOVERY","_via_final_usertest_safe_probe_runs","DISCOVERED","LOW","PARALLEL_FIXABLE","Python=False; PowerShell=True; JavaScript=False; Protected=False","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_via_final_usertest_safe_probe_runs"
"2","Sequential Fix Planning","SUBPROJECT_DISCOVERY","_via_fiveflow_completion_runs","DISCOVERED","LOW","PARALLEL_FIXABLE","Python=False; PowerShell=True; JavaScript=False; Protected=False","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_via_fiveflow_completion_runs"
"2","Sequential Fix Planning","SUBPROJECT_DISCOVERY","_via_guarded_root_entry_promotion_runs","DISCOVERED","LOW","PARALLEL_FIXABLE","Python=False; PowerShell=True; JavaScript=False; Protected=False","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_via_guarded_root_entry_promotion_runs"
"2","Sequential Fix Planning","SUBPROJECT_DISCOVERY","_via_large_archive_delete_gate_runs","DISCOVERED","LOW","PARALLEL_FIXABLE","Python=False; PowerShell=False; JavaScript=False; Protected=False","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_via_large_archive_delete_gate_runs"
"2","Sequential Fix Planning","SUBPROJECT_DISCOVERY","_via_manual_reclaim_activation_hold_runs","DISCOVERED","LOW","PARALLEL_FIXABLE","Python=False; PowerShell=True; JavaScript=False; Protected=False","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_via_manual_reclaim_activation_hold_runs"
"2","Sequential Fix Planning","SUBPROJECT_DISCOVERY","_via_onedrive_localcopy_reclaimer_runs","DISCOVERED","LOW","PARALLEL_FIXABLE","Python=False; PowerShell=False; JavaScript=False; Protected=False","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_via_onedrive_localcopy_reclaimer_runs"
"2","Sequential Fix Planning","SUBPROJECT_DISCOVERY","_via_onedrive_release_runs","DISCOVERED","LOW","PARALLEL_FIXABLE","Python=False; PowerShell=False; JavaScript=False; Protected=False","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_via_onedrive_release_runs"
"2","Sequential Fix Planning","SUBPROJECT_DISCOVERY","_via_panorama_auditor_runs","DISCOVERED","LOW","PARALLEL_FIXABLE","Python=False; PowerShell=False; JavaScript=False; Protected=False","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_via_panorama_auditor_runs"
"2","Sequential Fix Planning","SUBPROJECT_DISCOVERY","_via_post_onedrive_release_verify_runs","DISCOVERED","LOW","PARALLEL_FIXABLE","Python=False; PowerShell=False; JavaScript=False; Protected=False","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_via_post_onedrive_release_verify_runs"
"2","Sequential Fix Planning","SUBPROJECT_DISCOVERY","_via_production_readiness_runs","DISCOVERED","LOW","PARALLEL_FIXABLE","Python=False; PowerShell=True; JavaScript=False; Protected=False","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_via_production_readiness_runs"
"2","Sequential Fix Planning","SUBPROJECT_DISCOVERY","_via_project_review_runs","DISCOVERED","LOW","PARALLEL_FIXABLE","Python=False; PowerShell=False; JavaScript=False; Protected=False","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_via_project_review_runs"
