Group,Subgroup,Rank,Ticker,YFTicker,Name,MarketRaw,Market,Dimension,CountingFlag,SourceID,EvidenceStatus,Attribution,Positioning,SourceMetricUse,MembershipKey
C2 先進封裝設備 (CoWoS / SoIC),C 半導體製造與封裝,L,2360,2360.TW,致茂,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,SAT,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|C2 先進封裝設備 (CoWoS / SoIC)|2360
C3 廠務 / 無塵室 / 機電工程,C 半導體製造與封裝,L,2404,2404.TW,漢唐,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|C3 廠務 / 無塵室 / 機電工程|2404
C3 廠務 / 無塵室 / 機電工程,C 半導體製造與封裝,L,6196,6196.TW,帆宣,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|C3 廠務 / 無塵室 / 機電工程|6196
C3 廠務 / 無塵室 / 機電工程,C 半導體製造與封裝,P,6139,6139.TW,亞翔,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|C3 廠務 / 無塵室 / 機電工程|6139
C3 廠務 / 無塵室 / 機電工程,C 半導體製造與封裝,,5536,5536.TWO,聖暉,上櫃,TPEX,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|C3 廠務 / 無塵室 / 機電工程|5536
C3 廠務 / 無塵室 / 機電工程,C 半導體製造與封裝,P,6667,6667.TWO,信紘科,上櫃,TPEX,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|C3 廠務 / 無塵室 / 機電工程|6667
C3 廠務 / 無塵室 / 機電工程,C 半導體製造與封裝,G,8383,8383.TW,千附,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,SAT,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|C3 廠務 / 無塵室 / 機電工程|8383
C3 廠務 / 無塵室 / 機電工程,C 半導體製造與封裝,G,6125,6125.TW,廣運,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,SAT,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|C3 廠務 / 無塵室 / 機電工程|6125
C4 封測 OSAT,C 半導體製造與封裝,L,3711,3711.TW,日月光投控,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|C4 封測 OSAT|3711
C4 封測 OSAT,C 半導體製造與封裝,L,6239,6239.TW,力成,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|C4 封測 OSAT|6239
C4 封測 OSAT,C 半導體製造與封裝,,2449,2449.TW,京元電,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|C4 封測 OSAT|2449
C4 封測 OSAT,C 半導體製造與封裝,,6147,6147.TW,頎邦,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|C4 封測 OSAT|6147
C4 封測 OSAT,C 半導體製造與封裝,,8150,8150.TWO,南茂,上櫃,TPEX,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,SAT,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|C4 封測 OSAT|8150
C4 封測 OSAT,C 半導體製造與封裝,P,2325,2325.TW,矽品,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,SAT,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|C4 封測 OSAT|2325
C4 封測 OSAT,C 半導體製造與封裝,L,2329,2329.TW,華泰,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,SAT,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|C4 封測 OSAT|2329
C4 封測 OSAT,C 半導體製造與封裝,P,3374,3374.TWO,精材,上櫃,TPEX,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,SAT,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|C4 封測 OSAT|3374
C4 封測 OSAT,C 半導體製造與封裝,L,3264,3264.TWO,欣銓,上櫃,TPEX,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,SAT,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|C4 封測 OSAT|3264
C4 封測 OSAT,C 半導體製造與封裝,G,6548,6548.TWO,長華科,上櫃,TPEX,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,SAT,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|C4 封測 OSAT|6548
C5 測試介面 / 探針卡 / 測試座,C 半導體製造與封裝,,6515,6515.TW,穎崴,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|C5 測試介面 / 探針卡 / 測試座|6515
C5 測試介面 / 探針卡 / 測試座,C 半導體製造與封裝,,6510,6510.TWO,精測,上櫃,TPEX,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|C5 測試介面 / 探針卡 / 測試座|6510
C5 測試介面 / 探針卡 / 測試座,C 半導體製造與封裝,,6223,6223.TWO,旺矽,上櫃,TPEX,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|C5 測試介面 / 探針卡 / 測試座|6223
C5 測試介面 / 探針卡 / 測試座,C 半導體製造與封裝,,6820,6820.TWO,雍智科技,上櫃,TPEX,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,SAT,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|C5 測試介面 / 探針卡 / 測試座|6820
C5 測試介面 / 探針卡 / 測試座,C 半導體製造與封裝,P,6217,6217.TW,中探針,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,SAT,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|C5 測試介面 / 探針卡 / 測試座|6217
C6 材料分析 / 驗證檢測,C 半導體製造與封裝,,3587,3587.TW,閎康,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|C6 材料分析 / 驗證檢測|3587
C6 材料分析 / 驗證檢測,C 半導體製造與封裝,,6830,6830.TWO,汎銓,上櫃,TPEX,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|C6 材料分析 / 驗證檢測|6830
C6 材料分析 / 驗證檢測,C 半導體製造與封裝,,3289,3289.TWO,宜特,上櫃,TPEX,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|C6 材料分析 / 驗證檢測|3289
D1 HBM / 高頻寬記憶體,D 記憶體,L,3443,3443.TW,創意,上市,TWSE,D02_SUBGROUP_SSOT_V0100,DISPLAY_ONLY,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,SECONDARY,SAT,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|D1 HBM / 高頻寬記憶體|3443
D1 HBM / 高頻寬記憶體,D 記憶體,L,3661,3661.TW,世芯-KY,上市,TWSE,D02_SUBGROUP_SSOT_V0100,DISPLAY_ONLY,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,SECONDARY,SAT,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|D1 HBM / 高頻寬記憶體|3661
D1 HBM / 高頻寬記憶體,D 記憶體,,2449,2449.TW,京元電,上市,TWSE,D02_SUBGROUP_SSOT_V0100,DISPLAY_ONLY,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,SECONDARY,SAT,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|D1 HBM / 高頻寬記憶體|2449
D2 DRAM / NOR / 利基記憶體,D 記憶體,L,2408,2408.TW,南亞科,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|D2 DRAM / NOR / 利基記憶體|2408
D2 DRAM / NOR / 利基記憶體,D 記憶體,P,2344,2344.TW,華邦電,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|D2 DRAM / NOR / 利基記憶體|2344
D2 DRAM / NOR / 利基記憶體,D 記憶體,P,2337,2337.TW,旺宏,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|D2 DRAM / NOR / 利基記憶體|2337
D2 DRAM / NOR / 利基記憶體,D 記憶體,G,6770,6770.TW,力積電,上市,TWSE,D02_SUBGROUP_SSOT_V0100,DISPLAY_ONLY,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,SECONDARY,SAT,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|D2 DRAM / NOR / 利基記憶體|6770
D3 記憶體模組 / 控制 IC,D 記憶體,G,8299,8299.TWO,群聯,上櫃,TPEX,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|D3 記憶體模組 / 控制 IC|8299
D3 記憶體模組 / 控制 IC,D 記憶體,P,3260,3260.TW,威剛,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|D3 記憶體模組 / 控制 IC|3260
D3 記憶體模組 / 控制 IC,D 記憶體,,4967,4967.TWO,十銓,上櫃,TPEX,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|D3 記憶體模組 / 控制 IC|4967
D3 記憶體模組 / 控制 IC,D 記憶體,,5289,5289.TWO,宜鼎,上櫃,TPEX,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|D3 記憶體模組 / 控制 IC|5289
D3 記憶體模組 / 控制 IC,D 記憶體,,2451,2451.TWO,創見,上櫃,TPEX,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,SAT,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|D3 記憶體模組 / 控制 IC|2451
E1 AI ASIC 設計服務,E IC 設計與 IP,L,3661,3661.TW,世芯-KY,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|E1 AI ASIC 設計服務|3661
E1 AI ASIC 設計服務,E IC 設計與 IP,L,3443,3443.TW,創意,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|E1 AI ASIC 設計服務|3443
E1 AI ASIC 設計服務,E IC 設計與 IP,P,3035,3035.TW,智原,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|E1 AI ASIC 設計服務|3035
E1 AI ASIC 設計服務,E IC 設計與 IP,P,2454,2454.TW,聯發科,上市,TWSE,D02_SUBGROUP_SSOT_V0100,DISPLAY_ONLY,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,SECONDARY,SAT,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|E1 AI ASIC 設計服務|2454
E1 AI ASIC 設計服務,E IC 設計與 IP,G,2569,2569.TW,揚智,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,SAT,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|E1 AI ASIC 設計服務|2569
E2 矽智財 IP,E IC 設計與 IP,L,3529,3529.TWO,力旺,上櫃,TPEX,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|E2 矽智財 IP|3529
E2 矽智財 IP,E IC 設計與 IP,P,6643,6643.TWO,M31,上櫃,TPEX,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|E2 矽智財 IP|6643
E2 矽智財 IP,E IC 設計與 IP,P,6533,6533.TWO,晶心科,上櫃,TPEX,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|E2 矽智財 IP|6533
E2 矽智財 IP,E IC 設計與 IP,,6531,6531.TWO,愛普,上櫃,TPEX,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,SAT,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|E2 矽智財 IP|6531
E2 矽智財 IP,E IC 設計與 IP,L,3443,3443.TW,創意,上市,TWSE,D02_SUBGROUP_SSOT_V0100,DISPLAY_ONLY,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,SECONDARY,SAT,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|E2 矽智財 IP|3443
E3 高速傳輸 / 介面 IC,E IC 設計與 IP,,5269,5269.TW,祥碩,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|E3 高速傳輸 / 介面 IC|5269
E3 高速傳輸 / 介面 IC,E IC 設計與 IP,,4966,4966.TW,譜瑞-KY,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|E3 高速傳輸 / 介面 IC|4966
E3 高速傳輸 / 介面 IC,E IC 設計與 IP,,5274,5274.TW,信驊,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|E3 高速傳輸 / 介面 IC|5274
E3 高速傳輸 / 介面 IC,E IC 設計與 IP,G,8299,8299.TWO,群聯,上櫃,TPEX,D02_SUBGROUP_SSOT_V0100,DISPLAY_ONLY,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,SECONDARY,SAT,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|E3 高速傳輸 / 介面 IC|8299
E4 電源管理 IC (PMIC),E IC 設計與 IP,,6138,6138.TW,茂達,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|E4 電源管理 IC (PMIC)|6138
E4 電源管理 IC (PMIC),E IC 設計與 IP,,8081,8081.TW,致新,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|E4 電源管理 IC (PMIC)|8081
E4 電源管理 IC (PMIC),E IC 設計與 IP,G,6415,6415.TW,矽力-KY,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|E4 電源管理 IC (PMIC)|6415
E4 電源管理 IC (PMIC),E IC 設計與 IP,,3588,3588.TWO,通嘉,上櫃,TPEX,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,SAT,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|E4 電源管理 IC (PMIC)|3588
E5 消費 / 網通 IC 設計,E IC 設計與 IP,P,2454,2454.TW,聯發科,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|E5 消費 / 網通 IC 設計|2454
E5 消費 / 網通 IC 設計,E IC 設計與 IP,G,3034,3034.TW,聯詠,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|E5 消費 / 網通 IC 設計|3034
E5 消費 / 網通 IC 設計,E IC 設計與 IP,P,2379,2379.TW,瑞昱,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|E5 消費 / 網通 IC 設計|2379
E5 消費 / 網通 IC 設計,E IC 設計與 IP,L,3545,3545.TW,敦泰,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,SAT,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|E5 消費 / 網通 IC 設計|3545
E5 消費 / 網通 IC 設計,E IC 設計與 IP,,6526,6526.TWO,達發,上櫃,TPEX,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,SAT,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|E5 消費 / 網通 IC 設計|6526
E5 消費 / 網通 IC 設計,E IC 設計與 IP,,4968,4968.TWO,立積,上櫃,TPEX,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,SAT,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|E5 消費 / 網通 IC 設計|4968
F1 AI OEM / ODM 整機櫃 (L10/L11),F AI 伺服器系統,L,2317,2317.TW,鴻海,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|F1 AI OEM / ODM 整機櫃 (L10/L11)|2317
F1 AI OEM / ODM 整機櫃 (L10/L11),F AI 伺服器系統,P,2382,2382.TW,廣達,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|F1 AI OEM / ODM 整機櫃 (L10/L11)|2382
F1 AI OEM / ODM 整機櫃 (L10/L11),F AI 伺服器系統,L,6669,6669.TW,緯穎,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|F1 AI OEM / ODM 整機櫃 (L10/L11)|6669
F1 AI OEM / ODM 整機櫃 (L10/L11),F AI 伺服器系統,P,3231,3231.TW,緯創,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|F1 AI OEM / ODM 整機櫃 (L10/L11)|3231
F1 AI OEM / ODM 整機櫃 (L10/L11),F AI 伺服器系統,G,2376,2376.TW,技嘉,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|F1 AI OEM / ODM 整機櫃 (L10/L11)|2376
F1 AI OEM / ODM 整機櫃 (L10/L11),F AI 伺服器系統,P,2356,2356.TW,英業達,上市,TWSE,D02_SUBGROUP_SSOT_V0100,DISPLAY_ONLY,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,SECONDARY,SAT,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|F1 AI OEM / ODM 整機櫃 (L10/L11)|2356
F1 AI OEM / ODM 整機櫃 (L10/L11),F AI 伺服器系統,,2357,2357.TW,華碩,上市,TWSE,D02_SUBGROUP_SSOT_V0100,DISPLAY_ONLY,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,SECONDARY,SAT,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|F1 AI OEM / ODM 整機櫃 (L10/L11)|2357
F2 主機板 / GPU 基板 (L6),F AI 伺服器系統,P,3231,3231.TW,緯創,上市,TWSE,D02_SUBGROUP_SSOT_V0100,DISPLAY_ONLY,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,SECONDARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|F2 主機板 / GPU 基板 (L6)|3231
F2 主機板 / GPU 基板 (L6),F AI 伺服器系統,P,2356,2356.TW,英業達,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|F2 主機板 / GPU 基板 (L6)|2356
F2 主機板 / GPU 基板 (L6),F AI 伺服器系統,G,2376,2376.TW,技嘉,上市,TWSE,D02_SUBGROUP_SSOT_V0100,DISPLAY_ONLY,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,SECONDARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|F2 主機板 / GPU 基板 (L6)|2376
F2 主機板 / GPU 基板 (L6),F AI 伺服器系統,,2377,2377.TW,微星,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,SAT,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|F2 主機板 / GPU 基板 (L6)|2377
