YFTicker,MedianTurnoverValue,TurnoverStability,PriceImpactPerDollar,LogMedianTurnover,NegativeLogPriceImpact,CapacityState,CapacityConfidence,TradingCapacityClass
1612.TW,2484080917.3876705,5.609550896869441,3.353149606113298e-12,21.633168575924945,26.421121030855495,MID,0.9606975878626736,MID_TRADING_CAPACITY
6451.TW,1914145127.6705253,5.471143485788217,4.487994476685646e-12,21.372536951381928,26.129615178393927,MID,0.8966334365787431,MID_TRADING_CAPACITY
3363.TW,1950034050.0416784,6.117495055048752,3.977836146407517e-12,21.391112670929452,26.250283126287904,MID,0.8892594887511084,MID_TRADING_CAPACITY
3008.TW,6011433839.228804,2.775228699930203,1.9182041645969776e-12,22.516929132617737,26.979631698522862,HIGH,0.9999999849423676,LARGE_TRADING_CAPACITY
3450.TWO,1059326851.0437803,6.311795748614891,9.698762840599282e-12,20.780899497158035,25.35902278075967,LOW,0.7317879540207517,SMALL_TRADING_CAPACITY
3081.TW,5788629038.492,2.6686361895674775,2.0815080026779994e-12,22.479161319577535,26.897928483614297,HIGH,0.9999999972670415,LARGE_TRADING_CAPACITY
2455.TW,1257491307.0389152,6.186040280479319,6.9785319791570605e-12,20.952384547022756,25.688182539446576,LOW,0.5683073689477337,SMALL_TRADING_CAPACITY
6442.TWO,3597083437.933158,6.12712691934028,3.116457251476806e-12,22.003389197924964,26.494324255593074,MID,0.9914286211045918,MID_TRADING_CAPACITY
4979.TWO,2479140326.2643523,5.227360155718817,4.114250907141053e-12,21.631177694393514,26.21656433794763,MID,0.9570315331906745,MID_TRADING_CAPACITY
3163.TWO,1624686746.8317776,5.439199362423253,4.5030242984044316e-12,21.208580862964915,26.126271878575608,MID,0.8559326634699685,MID_TRADING_CAPACITY
4908.TWO,3160360335.16486,4.9790311885292216,3.872011602917935e-12,21.873951888159755,26.27724694989734,MID,0.9838647291216336,MID_TRADING_CAPACITY
4977.TWO,3922062123.117386,5.707611954748606,2.155687740087161e-12,22.08988340424769,26.8629113063548,MID,0.9699440813685015,MID_TRADING_CAPACITY
2345.TW,6415420775.304318,2.7398044934406913,1.6990104430063142e-12,22.581970425272015,27.10097512669713,HIGH,0.9999999832023939,LARGE_TRADING_CAPACITY
3380.TW,5497885505.431572,2.922800878927128,1.9754818735717756e-12,22.427629401705726,26.950208760716738,HIGH,0.9999996443370123,LARGE_TRADING_CAPACITY
3596.TW,4943606161.121835,2.6590706417758554,1.865731149862661e-12,22.32136089396151,27.007368102199504,HIGH,0.9999997639739313,LARGE_TRADING_CAPACITY
5388.TW,6334191115.680428,2.4250245990335957,1.608342417603091e-12,22.56922795759163,27.155817021571032,HIGH,0.9999999947266822,LARGE_TRADING_CAPACITY
6285.TW,7085940232.4284935,2.411016591470244,1.6893849372822726e-12,22.681378408754696,27.10665659567321,HIGH,0.9999999998226012,LARGE_TRADING_CAPACITY
3025.TWO,1846521026.1577637,5.985526667914304,4.183025179677517e-12,21.33656917922578,26.19998640396054,MID,0.8847658981151357,MID_TRADING_CAPACITY
2327.TW,3254909879.5934315,2.6681407959358587,3.0171566632704244e-12,21.90343042546281,26.526706230261716,HIGH,0.9999995475024077,LARGE_TRADING_CAPACITY
2492.TW,2768257499.6762934,2.5540525375363234,4.193806529949725e-12,21.74148389771476,26.197412314710817,HIGH,0.9999999600962178,LARGE_TRADING_CAPACITY
3026.TWO,6383748539.044258,2.5501159237393427,2.037058815248864e-12,22.577021307070687,26.919514105635386,HIGH,0.9999999998152821,LARGE_TRADING_CAPACITY
6173.TWO,6963393335.795296,2.436252116314003,1.6660442534338126e-12,22.66393274072616,27.120569009851316,HIGH,0.9999999996244147,LARGE_TRADING_CAPACITY
8043.TW,2068587128.0081353,6.712153243931759,4.753383673014495e-12,21.450131664326562,26.07216439927083,MID,0.8951669837216776,MID_TRADING_CAPACITY
3624.TWO,5448167530.761024,2.3678487939573163,2.2114099025431415e-12,22.418545156194728,26.83739083886037,HIGH,0.9999999996290843,LARGE_TRADING_CAPACITY
2478.TW,2603108153.0364933,2.2950835472585327,4.710015776334835e-12,21.679972011475822,26.081329858365528,HIGH,0.9999999934926418,LARGE_TRADING_CAPACITY
3357.TW,1254513494.7967312,2.7233391449217916,8.887886810912974e-12,20.950013680824675,25.446331798718106,HIGH,0.9999824001557666,LARGE_TRADING_CAPACITY
6771.TW,1484532131.0327907,6.659019473294866,5.136264302192122e-12,21.11836549628063,25.994695090157755,LOW,0.5430000870095888,SMALL_TRADING_CAPACITY
4767.TW,2948280502.27257,2.2537871474030724,3.430514850673947e-12,21.80448795677164,26.398310763777612,HIGH,0.9999999167437101,LARGE_TRADING_CAPACITY
6155.TWO,3665301786.9986725,5.907670636856304,1.9890694532427813e-12,22.022176511868746,26.943354197992257,MID,0.9648008258969949,MID_TRADING_CAPACITY
2456.TW,8710962602.433262,2.424124488375034,1.5918797316358058e-12,22.887848138631174,27.166105576814953,HIGH,0.9999999999935201,LARGE_TRADING_CAPACITY
3236.TWO,2771965724.7234344,5.935789807931542,3.4879260033936294e-12,21.742822553379238,26.381713824730234,MID,0.9741902886877808,MID_TRADING_CAPACITY
5328.TWO,4945046382.226484,2.532565216124656,2.4388069194728535e-12,22.32165218159823,26.739512163636153,HIGH,0.9999999985420267,LARGE_TRADING_CAPACITY
6449.TWO,4007925338.4629145,5.300703972921259,1.864398910321634e-12,22.111539572427453,27.008082414878245,MID,0.9808493410789322,MID_TRADING_CAPACITY
2472.TW,7467249929.703977,2.2603078853486798,1.3296856412676e-12,22.733792619673785,27.346078561581475,HIGH,0.9999999958715252,LARGE_TRADING_CAPACITY
2375.TW,1309526841.9834688,2.5061255105635722,8.658658350164898e-12,20.9929317195893,25.472461330279533,HIGH,0.9999982446497567,LARGE_TRADING_CAPACITY
8042.TWO,4438155625.001566,6.283290013843133,1.713759600374272e-12,22.213504727313737,27.09233156208091,MID,0.8703000594589227,MID_TRADING_CAPACITY
2428.TW,1611933093.9535398,6.243157438473621,4.641936781973307e-12,21.20069997517789,26.095889426873626,MID,0.7528051495058863,MID_TRADING_CAPACITY
6224.TW,517225816.2517729,5.782025907748248,1.66119581161376e-11,20.063990119029572,24.820898311464834,LOW,0.9999661377015497,SMALL_TRADING_CAPACITY
6284.TW,6659079682.015745,2.4445550118830925,1.603123616285464e-12,22.61924712606664,27.159067129687696,HIGH,0.9999999979646867,LARGE_TRADING_CAPACITY
3042.TW,1689594381.7842307,6.404645105357964,6.586818396694851e-12,21.247754326295635,25.745950676606807,MID,0.9439885347971804,MID_TRADING_CAPACITY
2484.TW,3185025932.7637725,7.156225952700562,2.5383752379188717e-12,21.88172626809242,26.699496909684996,LOW,0.6199629563672949,SMALL_TRADING_CAPACITY
8182.TWO,679092696.7231207,6.530461410121076,1.2542772436882871e-11,20.33626819567944,25.101876517689284,LOW,0.9981278140390819,SMALL_TRADING_CAPACITY
3152.TWO,1355817789.3942494,6.1880321797462585,6.339830212848974e-12,21.027670643832614,25.784169128145745,MID,0.5512604274387818,MID_TRADING_CAPACITY
6821.TWO,429115551.4951815,6.3032016398288135,1.9880366905563344e-11,19.877236791428494,24.641288458856177,LOW,0.9999961735551919,SMALL_TRADING_CAPACITY
3207.TWO,4294531035.146635,6.59204695166227,2.123503638127505e-12,22.18060819786388,26.87795373188946,MID,0.8582828237901123,MID_TRADING_CAPACITY
6127.TWO,3978810809.5955496,5.489482016806266,2.246157850576183e-12,22.10424882003676,26.82179998132667,MID,0.974934758233245,MID_TRADING_CAPACITY
6271.TW,662232289.2604179,2.119223644173436,1.595679312240474e-11,20.31112694247522,24.861136476276616,HIGH,0.9998892731625091,LARGE_TRADING_CAPACITY
2353.TW,2135128266.3788018,5.461640669938819,4.15092383632899e-12,21.481792559751575,26.207690195296518,MID,0.9326876779416331,MID_TRADING_CAPACITY
2324.TW,1081361843.6213667,5.106865840787892,7.802529989570254e-12,20.80148705004829,25.576573077188357,LOW,0.9288488715008053,SMALL_TRADING_CAPACITY
4938.TW,481811410.052758,5.348817602250367,1.507990953626356e-11,19.993063329999867,24.917657752288246,LOW,0.9999883042673422,SMALL_TRADING_CAPACITY
2458.TW,4297790448.731954,6.181997218516713,1.555135042746914e-12,22.181366878448117,27.189458729857858,MID,0.9188651269145574,MID_TRADING_CAPACITY
4915.TW,561511073.9025433,5.017887281541345,1.946101061030696e-11,20.146142053947482,24.662608107820947,LOW,0.9999915368676049,SMALL_TRADING_CAPACITY
3406.TW,3498847246.9135466,2.444295938875439,2.6351161225534933e-12,21.975699393166813,26.66209386562598,HIGH,0.9999997398781695,LARGE_TRADING_CAPACITY
3019.TW,5340203962.207126,2.453581734844469,2.135142898059197e-12,22.398529684358973,26.872487540312484,HIGH,0.9999999984670067,LARGE_TRADING_CAPACITY
3362.TW,8222875416.683465,2.50557968082336,1.3251376515072905e-12,22.83018579222858,27.34950477395631,HIGH,0.9999999990522992,LARGE_TRADING_CAPACITY
4976.TW,4790450963.757872,2.687674941820098,1.7106231571339409e-12,22.289890390860002,27.09416339242202,HIGH,0.9999978590878096,LARGE_TRADING_CAPACITY
3491.TWO,5102102771.492952,2.3277395810223145,1.7681039084631312e-12,22.352918599836922,27.061113381684923,HIGH,0.9999999056159374,LARGE_TRADING_CAPACITY
2314.TW,763145361.4998764,2.374756493112551,1.5163726867737228e-11,20.45295908420941,24.912114930324222,HIGH,0.9999826951095299,LARGE_TRADING_CAPACITY
2312.TW,2910017019.7450085,6.182977340907442,2.6636431555746706e-12,21.791424766822335,26.6513263228327,MID,0.9407590316308179,MID_TRADING_CAPACITY
3178.TWO,1468105982.412528,6.136986706528477,5.3543456155008566e-12,21.107238959636696,25.95311262014938,MID,0.6691698969056865,MID_TRADING_CAPACITY
2634.TW,5693717336.048096,2.582436586669341,1.738658970405989e-12,22.46262918214785,27.0779070065124,HIGH,0.9999999725380598,LARGE_TRADING_CAPACITY
8033.TW,6137369561.07622,2.6012244360533274,1.7380646936161634e-12,22.537662077063402,27.07824886675385,HIGH,0.999999992799051,LARGE_TRADING_CAPACITY
8222.TW,3383096009.1068974,2.5201410854149793,3.279828774736015e-12,21.942057106214257,26.443229897719498,HIGH,0.999999976828587,LARGE_TRADING_CAPACITY
6199.TWO,2272813322.661129,6.300697460653267,4.755729304480539e-12,21.54428425027039,26.07167105535554,MID,0.9773675060920017,MID_TRADING_CAPACITY
2645.TW,2867677305.6665125,5.779818969869408,3.057685624637152e-12,21.776768237895467,26.513362817945392,MID,0.9689538133331216,MID_TRADING_CAPACITY
2049.TW,8794961528.850739,2.6913511918874056,1.3637806590108044e-12,22.897444840919515,27.320760376614967,HIGH,0.9999999992389725,LARGE_TRADING_CAPACITY
1590.TW,7577114589.779989,2.4092683926500884,1.3176527164945734e-12,22.748398303152015,27.355169207364785,HIGH,0.9999999958367277,LARGE_TRADING_CAPACITY
1597.TWO,3749493016.7836304,2.567028637876054,3.485753179907146e-12,22.044886472264626,26.382336974576873,HIGH,0.9999999977262106,LARGE_TRADING_CAPACITY
2359.TW,4013720398.6729136,2.6152673981874437,2.614152317755361e-12,22.112984428360527,26.670081232433574,HIGH,0.9999999491807612,LARGE_TRADING_CAPACITY
6188.TWO,3568734506.3554792,5.726218372244741,2.2930980539649126e-12,21.995476889882596,26.80111735066226,MID,0.9710145473484277,MID_TRADING_CAPACITY
1536.TW,4197303072.5088315,5.319267043150603,1.9841706013371903e-12,22.157708030391664,26.94582012218546,MID,0.9738708814213195,MID_TRADING_CAPACITY
2231.TW,1942649691.8009148,5.707677494800994,4.3054526032546636e-12,21.38731869865317,26.17113884925344,MID,0.9112467893923827,MID_TRADING_CAPACITY
8255.TWO,578875965.1840961,4.989818927045149,1.7142522473012813e-11,20.176598790108383,24.789459044799965,LOW,0.9999874978223888,SMALL_TRADING_CAPACITY
6214.TWO,1911571551.3126872,2.3647648192133017,5.737014541768064e-12,21.37119154242356,25.88408215557818,HIGH,0.9999998108184586,LARGE_TRADING_CAPACITY
3029.TW,7293563066.352282,2.514785899185345,1.3457296091368413e-12,22.710258024378813,27.33408478962837,HIGH,0.9999999902274139,LARGE_TRADING_CAPACITY
6690.TWO,3631833359.601242,2.5591041363061793,2.9788199594997194e-12,22.013003415465825,26.53949388057975,HIGH,0.9999999678764643,LARGE_TRADING_CAPACITY
2480.TW,7633350638.294468,2.609657855578668,1.4324567231399574e-12,22.7557927258614,27.271630157500688,HIGH,0.9999999975762068,LARGE_TRADING_CAPACITY
6183.TWO,2938069110.256363,5.361163541886577,3.457389387922364e-12,21.801018437313324,26.390507323807643,MID,0.9770752473904919,MID_TRADING_CAPACITY
2395.TW,3687626078.826129,2.5908596491283236,3.149080265510565e-12,22.028248748895958,26.48391068492823,HIGH,0.9999999855924963,LARGE_TRADING_CAPACITY
6166.TWO,9228923719.33799,2.4747163681052666,1.0761942746378933e-12,22.945608271873123,27.557590117849173,HIGH,0.9999999967415608,LARGE_TRADING_CAPACITY
2636.TWO,6207558607.573061,2.4006351427720896,1.7675564540276779e-12,22.549033516715326,27.06142305760608,HIGH,0.9999999986721768,LARGE_TRADING_CAPACITY
5609.TWO,1488751418.60502,2.66905102684415,7.593167266757404e-12,21.121203631516636,25.603772316866284,HIGH,0.9999965380288237,LARGE_TRADING_CAPACITY
6160.TWO,1367667213.9500299,2.827121641564276,6.151398018109339e-12,21.036372361896714,25.814341739925624,HIGH,0.9995654274798628,LARGE_TRADING_CAPACITY
6472.TWO,569762076.9848728,3.000755730337657,1.5583883130236652e-11,20.1607294228551,24.88478386839962,HIGH,0.8364403063336255,LARGE_TRADING_CAPACITY
6446.TW,6687814576.954331,2.379183608867118,1.578123705963708e-12,22.623552987606786,27.17478450243069,HIGH,0.9999999980403875,LARGE_TRADING_CAPACITY
1795.TW,3903807452.502752,2.707495019831458,2.7114903431124697e-12,22.085218183713014,26.63352269009176,HIGH,0.9999998833210505,LARGE_TRADING_CAPACITY
4162.TWO,5818293828.253326,2.5977193013480377,2.023972139584039e-12,22.48427289905344,26.925959129625717,HIGH,0.9999999981553693,LARGE_TRADING_CAPACITY
6562.TWO,5027907022.47804,2.3648770292622103,2.1812346675721134e-12,22.33826963555396,26.851130038177953,HIGH,0.99999999737467,LARGE_TRADING_CAPACITY
2603.TW,7049201119.335054,2.6514371299532775,1.5585324880619263e-12,22.676180130943425,27.187276450195874,HIGH,0.9999999957160259,LARGE_TRADING_CAPACITY
2609.TW,1285554486.6101313,2.340190679509651,9.035984331438833e-12,20.974455969310778,25.429806251339475,HIGH,0.9999993274465255,LARGE_TRADING_CAPACITY
2615.TW,4673244657.236677,2.9327104299316678,1.9604525182890167e-12,22.265119454791026,26.95784579265597,HIGH,0.9999943309837139,LARGE_TRADING_CAPACITY
2606.TW,5184727584.622982,2.5141608818738064,2.3197105073657294e-12,22.368983138119994,26.78957871934404,HIGH,0.9999999989173312,LARGE_TRADING_CAPACITY
2637.TW,5728063882.290458,2.434714976107624,1.6566089383661507e-12,22.468643419177074,27.12624841115191,HIGH,0.9999999716716693,LARGE_TRADING_CAPACITY
2605.TW,8902971601.367264,2.66269865782369,1.2338231626915193e-12,22.909650945750453,27.420903504854145,HIGH,0.9999999978183586,LARGE_TRADING_CAPACITY
2612.TW,2546815122.8038692,2.4289426473703664,4.831594959018741e-12,21.658109444052396,26.05584448351591,HIGH,0.9999999879714762,LARGE_TRADING_CAPACITY
2617.TW,1040039210.4118395,2.8757108239310796,1.0714550755346176e-11,20.762524251708054,25.259418414587866,HIGH,0.9996422261692616,LARGE_TRADING_CAPACITY
5608.TW,1483538793.059991,2.4471728504994372,6.1465222409627966e-12,21.117696147039798,25.815134683333827,HIGH,0.9999895951249534,LARGE_TRADING_CAPACITY
2641.TW,1358223848.3028698,2.610028321902281,8.208823797982378e-12,21.029443689246158,25.525811467285124,HIGH,0.9999962667527383,LARGE_TRADING_CAPACITY
2610.TW,3935895303.911109,2.3857522783259433,2.7512169140085374e-12,22.09340421616656,26.618977787945674,HIGH,0.9999999907417279,LARGE_TRADING_CAPACITY
2618.TW,4219845381.7900925,2.153222441515635,2.5876587093191145e-12,22.163064324936858,26.68026762228317,HIGH,0.9999999948611058,LARGE_TRADING_CAPACITY
2646.TW,7003856306.725258,2.2718778538402224,2.0630899382942644e-12,22.66972673527225,26.9068162869127,HIGH,0.999999999996487,LARGE_TRADING_CAPACITY
2002.TW,2672495980.938363,2.299864521473606,4.5515230903868334e-12,21.70627869700392,26.11555919384038,HIGH,0.9999999934854744,LARGE_TRADING_CAPACITY
2014.TW,7773000982.597956,2.4903875989341637,1.6444120743156165e-12,22.77392215360616,27.133638197226244,HIGH,0.9999999999341354,LARGE_TRADING_CAPACITY
2023.TW,5170820015.362757,2.7188361469892977,2.1962553676635323e-12,22.36629712321108,26.844267311399374,HIGH,0.9999999831286709,LARGE_TRADING_CAPACITY
2029.TW,5979920377.587587,3.072069174768269,2.119252668343906e-12,22.511673090035625,26.87995760432474,HIGH,0.999999235890647,LARGE_TRADING_CAPACITY
9957.TW,107496923.78556943,2.5821474435802165,1.0631632165133083e-10,18.492972789174356,22.964602299080937,LOW,0.9903043026101788,SMALL_TRADING_CAPACITY
2017.TW,2862432098.6542425,2.8190417546041733,3.4438975043503505e-12,21.77493748455127,26.394417290447514,HIGH,0.9999966463748601,LARGE_TRADING_CAPACITY
2015.TW,2252302903.733905,7.548337606146844,4.315554476559701e-12,21.535219042501296,26.16879529986646,LOW,0.6162916102422318,SMALL_TRADING_CAPACITY
2006.TW,2856042565.690773,6.32932507238666,3.3304214006263234e-12,21.772702785266038,26.427922273207926,MID,0.959265268933055,MID_TRADING_CAPACITY
2028.TW,3309094139.7382517,5.901749045578615,2.9244536836077778e-12,21.919940315084787,26.55791342752427,MID,0.9782772074627495,MID_TRADING_CAPACITY
2012.TW,3192967596.6337214,5.080885187756751,2.9492730656812132e-12,21.884216602376302,26.549462394355974,MID,0.9671656222942987,MID_TRADING_CAPACITY
2038.TW,809330014.0540297,5.169265896111962,1.1433970469170142e-11,20.511717320215944,25.194432325810926,LOW,0.9972371691118638,SMALL_TRADING_CAPACITY
2881.TW,4577442256.431372,6.5057255171243416,2.2497915992463924e-12,22.24440621978157,26.820183526559113,MID,0.9471505137171352,MID_TRADING_CAPACITY
2882.TW,1036790736.2560244,6.9364617707279255,7.652023652154039e-12,20.75939594858412,25.596050973378574,LOW,0.9547876616432722,SMALL_TRADING_CAPACITY
2891.TW,3819445283.67976,5.829640454565372,1.864249877196082e-12,22.063371035323968,27.00816235435988,MID,0.9699811842214806,MID_TRADING_CAPACITY
2886.TW,2746078113.686927,5.187439545330251,3.3223296041063934e-12,21.73343959024118,26.43035489108421,MID,0.960872384877432,MID_TRADING_CAPACITY
2884.TW,50612263.08102022,7.1770691733357035,1.8344039425384968e-10,17.739704458274705,22.419131328156123,LOW,1.0,SMALL_TRADING_CAPACITY
2727.TW,5568255796.045652,2.39050069442571,2.0673507628001047e-12,22.440347699305065,26.90475315306063,HIGH,0.9999999991794735,LARGE_TRADING_CAPACITY
2729.TW,4154558431.654239,2.583490664075544,2.7663660868268606e-12,22.147471985636244,26.61348653901181,HIGH,0.9999999907079167,LARGE_TRADING_CAPACITY
2707.TW,4819454214.567682,2.4598145963087465,1.9779054583318484e-12,22.295926525105344,26.948982680466962,HIGH,0.9999999502787732,LARGE_TRADING_CAPACITY
2731.TW,3290882432.5536847,2.6769073213275947,3.983980494727975e-12,21.91442158234172,26.248739672119793,HIGH,0.9999999863796986,LARGE_TRADING_CAPACITY
5706.TW,3829254262.455655,2.5446323563275945,2.496860601868135e-12,22.065935911639,26.715986932433495,HIGH,0.9999998457669376,LARGE_TRADING_CAPACITY
2107.TW,398345418.27023065,5.776313676093314,2.0325684878291766e-11,19.80283007195528,24.619135764713466,LOW,0.9999993356583328,SMALL_TRADING_CAPACITY
2302.TW,64000257.497034445,5.316968100532186,1.3812706026412363e-10,17.974397664707016,22.702847127828417,LOW,1.0,SMALL_TRADING_CAPACITY
4960.TW,4148266569.60915,5.765744079886968,2.2870719673074717e-12,22.145956389860466,26.80374873338674,MID,0.9750444450191447,MID_TRADING_CAPACITY
8038.TW,2808212962.118964,2.4550452058439487,3.971115310233959e-12,21.755814161444633,26.251974126116426,HIGH,0.9999999660172919,LARGE_TRADING_CAPACITY
3024.TW,7545423462.694855,2.944335434277985,1.3693045372035733e-12,22.744207052534268,27.31671814205752,HIGH,0.9999996919052119,LARGE_TRADING_CAPACITY
6213.TW,4667368795.25264,2.9256220832589634,2.3610005472842817e-12,22.26386132270174,26.7719356260233,HIGH,0.9999994088931402,LARGE_TRADING_CAPACITY
