Group,Ticker,YFTicker,Name,StaticRole,Synchrony,HotnessRaw,BestLag,BestLagCorr,ZeroLagCorr,PermutationEvidence,LeadershipEvidence,MEMBER_HOTNESSState,MEMBER_HOTNESSConfidence,MEMBER_SYNCHRONYState,MEMBER_SYNCHRONYConfidence,MEMBER_LEADERSHIPState,MEMBER_LEADERSHIPConfidence,DynamicRole,CoreEligible
E3 高速傳輸 / 介面 IC,5269,5269.TW,祥碩,,-0.0790289528251513,-0.05940334697133087,6.0,-0.18028689936466757,-0.07902895282515127,0.6666666666666666,0.12019126624311172,MIXED,1.0,LOW,0.9996595629025344,LOW,0.9999996138495253,OUTLIER,False
E3 高速傳輸 / 介面 IC,4966,4966.TW,譜瑞-KY,,-0.0318003145061728,-0.11137182198858928,4.0,-0.13847876526669609,-0.0318003145061728,0.0,0.0,MIXED,1.0,LOW,0.9992440556866697,LOW,0.9999999997236635,OUTLIER,False
E3 高速傳輸 / 介面 IC,5274,5274.TW,信驊,,-0.07507662881809074,0.12749371923493558,2.0,-0.13844628714831955,-0.07507662881809077,0.2222222222222222,0.030765841588515454,MIXED,1.0,LOW,0.999638016928458,LOW,0.9999999983701146,OUTLIER,False
E4 電源管理 IC (PMIC),6138,6138.TW,茂達,,0.018590078150307075,0.13687628483874062,-4.0,0.21484634969680272,0.01859007815030708,1.0,0.21484634969680272,MIXED,1.0,LOW,0.9979333629515671,LOW,0.9997920292831544,OUTLIER,False
E4 電源管理 IC (PMIC),8081,8081.TW,致新,,0.036752135753201846,0.22410562420523925,-4.0,0.14528289190092117,0.036752135753201895,0.4444444444444444,0.06457017417818718,MIXED,1.0,LOW,0.9969129987496053,LOW,0.9999999878020703,OUTLIER,False
E4 電源管理 IC (PMIC),6415,6415.TW,矽力-KY,G,0.15883536431404355,0.08790944988403272,4.0,0.1779334308755859,0.15883536431404366,0.3333333333333333,0.0593111436251953,MIXED,1.0,LOW,0.9263701512133033,LOW,0.9999999911198878,OUTLIER,False
E4 電源管理 IC (PMIC),3588,3588.TWO,通嘉,,0.07208584308109581,-0.01822525160491712,-6.0,0.17150941379633003,0.07208584308109582,0.5555555555555556,0.0952830076646278,MIXED,1.0,LOW,0.9928613845499867,LOW,0.9999999196011291,OUTLIER,False
E5 消費 / 網通 IC 設計,2454,2454.TW,聯發科,P,0.14612384022971425,0.01729699374891043,0.0,0.14612384022971425,0.14612384022971425,0.3333333333333333,0.048707946743238084,MIXED,1.0,LOW,0.9485368630963011,LOW,0.9999999952950581,OUTLIER,False
E5 消費 / 網通 IC 設計,3034,3034.TW,聯詠,G,-0.0316977664046069,0.1977161337847682,3.0,-0.1381171798161704,-0.031697766404606934,0.4444444444444444,0.06138541325163128,MIXED,1.0,LOW,0.999242629399863,LOW,0.9999999899373193,OUTLIER,False
E5 消費 / 網通 IC 設計,2379,2379.TW,瑞昱,P,0.029238990200695508,0.004908843534123877,4.0,-0.22831185367327028,0.029238990200695487,1.0,0.22831185367327028,MIXED,1.0,LOW,0.9973916148230416,LOW,0.9994695768521067,OUTLIER,False
E5 消費 / 網通 IC 設計,3545,3545.TW,敦泰,L,-0.007313735175049273,-0.028596291568895236,1.0,0.19517685292432577,-0.0073137351750492815,0.6666666666666666,0.1301179019495505,MIXED,1.0,LOW,0.9987918782593578,LOW,0.9999992710804485,OUTLIER,False
E5 消費 / 網通 IC 設計,6526,6526.TWO,達發,,0.09076357280848321,-0.026976553995628948,-3.0,-0.13796259168491504,0.09076357280848321,0.0,0.0,MIXED,1.0,LOW,0.9885460327939942,LOW,0.9999999997236635,OUTLIER,False
E5 消費 / 網通 IC 設計,4968,4968.TWO,立積,,0.05759809841574692,0.14587791459226218,-4.0,-0.18475272362373377,0.05759809841574702,0.4444444444444444,0.08211232161054834,MIXED,1.0,LOW,0.9949836205898864,LOW,0.9999999644235928,OUTLIER,False
F1 AI OEM / ODM 整機櫃 (L10/L11),2317,2317.TW,鴻海,L,0.37396976576400853,0.21550413594733486,1.0,0.6635263961511584,0.37396976576400864,1.0,0.6635263961511584,MIXED,1.0,HIGH,0.9958435456132301,HIGH,0.9999999999995139,LEADER,True
F1 AI OEM / ODM 整機櫃 (L10/L11),2382,2382.TW,廣達,P,0.40754058507616897,-0.15897539522927903,-1.0,0.6695779580223025,0.40754058507616875,1.0,0.6695779580223025,MIXED,1.0,HIGH,0.9990824272895352,HIGH,0.9999999999997268,TRUE_LAGGARD,True
F1 AI OEM / ODM 整機櫃 (L10/L11),6669,6669.TW,緯穎,L,0.33310788739013975,0.37313759844633465,1.0,0.6024731363430024,0.3331078873901399,1.0,0.6024731363430024,MIXED,1.0,HIGH,0.9766218756907515,HIGH,0.9999999998557381,LEADER,True
F1 AI OEM / ODM 整機櫃 (L10/L11),3231,3231.TW,緯創,P,0.4384583608608974,0.3125649253079649,-1.0,0.62776550383948,0.43845836086089734,1.0,0.62776550383948,MIXED,1.0,HIGH,0.9997861781327592,HIGH,0.9999999999859972,TRUE_LAGGARD,True
F1 AI OEM / ODM 整機櫃 (L10/L11),2376,2376.TW,技嘉,G,0.0752342050244734,-0.3267269464346931,-2.0,0.5398936813931754,0.07523420502447335,1.0,0.5398936813931754,MIXED,1.0,LOW,0.992279944570617,HIGH,0.9999999604958202,MEMBER,True
F2 主機板 / GPU 基板 (L6),2356,2356.TW,英業達,P,-0.022123668315405604,0.07285669750754183,-5.0,-0.1491623862782446,-0.022123668315405565,0.2222222222222222,0.03314719695072102,MIXED,1.0,LOW,0.9990942612839581,LOW,0.99999999812587,OUTLIER,False
F2 主機板 / GPU 基板 (L6),2377,2377.TW,微星,,-0.0221236683154056,-0.30434835036821944,5.0,-0.1491623862782446,-0.022123668315405565,0.1111111111111111,0.01657359847536051,MIXED,1.0,LOW,0.9990942612839581,LOW,0.9999999992860227,OUTLIER,False
F3 機殼 / 機櫃 / 結構件,8210,8210.TW,勤誠,P,0.06441341809116387,-0.024893201753604217,4.0,-0.22976370528136594,0.06441341809116384,1.0,0.22976370528136594,MIXED,1.0,LOW,0.9940871489450633,LOW,0.9994128817647245,OUTLIER,False
F3 機殼 / 機櫃 / 結構件,3013,3013.TW,晟銘電,,0.001327505743897028,-0.2527996320096215,6.0,0.20181240672663248,0.001327505743897033,1.0,0.20181240672663248,MIXED,1.0,LOW,0.9985616464861928,LOW,0.9999151502778388,OUTLIER,False
F3 機殼 / 機櫃 / 結構件,6117,6117.TWO,迎廣,L,0.0447434542749321,0.03814495595067538,-4.0,-0.21901184139991278,0.04474345427493202,0.6666666666666666,0.1460078942666085,MIXED,1.0,LOW,0.9962931042225721,LOW,0.9999979606559886,OUTLIER,False
F3 機殼 / 機櫃 / 結構件,3693,3693.TWO,營邦,,-0.027767041838428454,-0.05638097938151998,1.0,-0.1584293109695061,-0.027767041838428468,0.5555555555555556,0.08801628387194783,MIXED,1.0,LOW,0.9991854762109604,LOW,0.9999999487904492,OUTLIER,False
F3 機殼 / 機櫃 / 結構件,3052,3052.TWO,喬鼎,L,0.07165111452889171,0.19567093672782698,2.0,-0.14463500869964843,0.0716511145288917,0.2222222222222222,0.032141113044366315,MIXED,1.0,LOW,0.9929378321428917,LOW,0.9999999982333038,OUTLIER,False
F3 機殼 / 機櫃 / 結構件,6235,6235.TWO,華孚,L,-0.058124392570472506,0.11063534998093405,3.0,-0.19172663637267784,-0.058124392570472506,0.8888888888888888,0.17042367677571363,MIXED,1.0,LOW,0.9995237284976367,LOW,0.9999898060978829,OUTLIER,False
F4 滑軌 / 導軌 / 精密機構,2059,2059.TW,川湖,,0.13461457203065483,0.029013573894744422,4.0,0.16874613554448636,0.13461457203065483,0.4444444444444444,0.07499828246421615,MIXED,1.0,LOW,0.9627077427636496,LOW,0.9999999770010095,OUTLIER,False
F4 滑軌 / 導軌 / 精密機構,5325,5325.TWO,尚新,,0.1346145720306548,0.030194496670014753,-4.0,0.16874613554448634,0.13461457203065483,0.5555555555555556,0.09374785308027019,MIXED,1.0,LOW,0.9627077427636497,LOW,0.9999999269273807,OUTLIER,False
F5 連接器 / 高速線材 / 端子,3533,3533.TW,嘉澤,,-0.11464020851182866,-0.043228936720346535,6.0,0.16910610447390603,-0.11464020851182863,0.3333333333333333,0.056368701491302006,MIXED,1.0,LOW,0.9997952557145017,LOW,0.9999999925598301,OUTLIER,False
F5 連接器 / 高速線材 / 端子,3665,3665.TW,貿聯-KY,L,0.0853275458478653,0.02422621315855724,-6.0,-0.15228774192204683,0.08532754584786528,0.5555555555555556,0.0846043010678038,MIXED,1.0,LOW,0.990038849813164,LOW,0.999999958521306,OUTLIER,False
F5 連接器 / 高速線材 / 端子,3023,3023.TW,信邦,,-0.21013643024032735,-0.06982226857547415,0.0,-0.21013643024032752,-0.21013643024032752,0.8888888888888888,0.18678793799140223,MIXED,1.0,LOW,0.9999222400500157,LOW,0.9999694458319053,OUTLIER,False
F5 連接器 / 高速線材 / 端子,3526,3526.TW,凡甲,P,0.0280696722360922,0.20465575254388946,4.0,0.23746335064698101,0.028069672236092174,1.0,0.23746335064698101,MIXED,1.0,LOW,0.997458322109461,LOW,0.9989920300786652,OUTLIER,False
F5 連接器 / 高速線材 / 端子,3322,3322.TWO,建舜電,L,0.054787326266363616,-0.04916583839350291,6.0,0.09762128055703523,0.054787326266363644,0.1111111111111111,0.01084680895078169,MIXED,1.0,LOW,0.995308706231321,LOW,0.9999999994865933,OUTLIER,False
G1 水冷板 / CDU / 液冷系統,3017,3017.TW,奇鋐,L,0.6319337352345649,0.5776438110797226,0.0,0.6319337352345649,0.6319337352345649,1.0,0.6319337352345649,MIXED,1.0,HIGH,0.9999999940588418,HIGH,0.9999999999904995,PEER,True
G1 水冷板 / CDU / 液冷系統,3324,3324.TW,雙鴻,L,0.6421297786220501,0.3748033917744464,1.0,0.6525862022577077,0.6421297786220505,1.0,0.6525862022577077,MIXED,1.0,HIGH,0.9999999967991904,HIGH,0.9999999999986303,LEADER,True
G1 水冷板 / CDU / 液冷系統,3483,3483.TW,力致,P,0.30310181150419163,0.24835707287712233,-1.0,0.7459912785568539,0.3031018115041917,1.0,0.7459912785568539,MIXED,1.0,HIGH,0.9253175596246654,HIGH,0.9999999999999998,TRUE_LAGGARD,True
G1 水冷板 / CDU / 液冷系統,6230,6230.TW,尼得科超眾(已併),,-0.04594424774191918,-0.31830003154314757,-6.0,-0.18036143536583005,-0.045944247741919186,0.6666666666666666,0.12024095691055336,MIXED,1.0,LOW,0.9994134127879242,LOW,0.9999996126249462,OUTLIER,False
G2 均熱片 / VC / 熱管,3653,3653.TW,健策,,0.04352838704711994,-0.11390500254953717,-2.0,-0.213068683573587,0.04352838704711992,0.3333333333333333,0.07102289452452899,MIXED,1.0,LOW,0.996395730848103,LOW,0.9999999819535488,OUTLIER,False
G2 均熱片 / VC / 熱管,2486,2486.TWO,一詮,,-0.04956506747133302,-0.19246895290228644,4.0,0.11820591309836155,-0.049565067471333005,0.0,0.0,MIXED,1.0,LOW,0.99944917711768,LOW,0.9999999997236635,OUTLIER,False
G2 均熱片 / VC / 熱管,3338,3338.TWO,泰碩,G,-0.01596873985153646,0.008046141901024137,-6.0,0.2185640499084798,-0.01596873985153645,1.0,0.2185640499084798,MIXED,1.0,LOW,0.9989807721127959,LOW,0.999730954781902,OUTLIER,False
G2 均熱片 / VC / 熱管,6831,6831.TWO,邁科,,0.08563321687401099,-0.23327836294006887,-4.0,0.10038072401095927,0.08563321687401101,0.1111111111111111,0.011153413778995473,MIXED,1.0,LOW,0.989960762059277,LOW,0.9999999994774731,OUTLIER,False
G2 均熱片 / VC / 熱管,6591,6591.TW,動力-KY,P,-0.0058502976996930535,0.04506440329848539,6.0,0.16245378049928455,-0.005850297699693051,0.7777777777777778,0.12635294038833242,MIXED,1.0,LOW,0.9987560657953584,LOW,0.9999994275496658,OUTLIER,False
G3 快接頭 QD / 閥件 / 泵浦,6805,6805.TW,富世達,,0.03953647813249191,0.11540116052615312,-6.0,0.19021647488969026,0.039536478132491976,0.4444444444444444,0.084540655506529,MIXED,1.0,LOW,0.9967112238870116,LOW,0.9999999586837822,OUTLIER,False
G3 快接頭 QD / 閥件 / 泵浦,6421,6421.TWO,君帆,,-0.04066954031280015,-0.2196119909578554,-5.0,-0.1879508997607036,-0.04066954031280015,0.5555555555555556,0.10441716653372422,MIXED,1.0,LOW,0.999356165618773,LOW,0.9999998576475043,OUTLIER,False
G3 快接頭 QD / 閥件 / 泵浦,6275,6275.TWO,元山,P,-0.020375669146616145,-0.07377443152394081,5.0,-0.1915002291704512,-0.02037566914661615,0.8888888888888888,0.17022242592928996,MIXED,1.0,LOW,0.9990636070925093,LOW,0.9999899418252433,OUTLIER,False
G4 風扇 / 馬達,2421,2421.TW,建準,P,0.1806666925301428,-0.4593239545265629,-1.0,0.6752275085799923,0.18066669253014284,1.0,0.6752275085799923,MIXED,1.0,LOW,0.8644344296917706,HIGH,0.9999999999998407,MEMBER,True
G4 風扇 / 馬達,3018,3018.TW,東林,L,0.4990175967006111,0.0898184382282154,0.0,0.49901759670061135,0.49901759670061135,1.0,0.49901759670061135,MIXED,1.0,HIGH,0.9999896615588839,HIGH,0.9999986325759072,PEER,True
G4 風扇 / 馬達,8028,8028.TW,升陽,L,0.5897040397256876,-0.049799773027901506,0.0,0.5897040397256873,0.5897040397256873,1.0,0.5897040397256873,MIXED,1.0,HIGH,0.9999999282179483,HIGH,0.9999999995381879,PEER,True
G5 熱交換器 / 漏液感測,8996,8996.TWO,高力,,,0.11421926472252314,,,,,,MIXED,1.0,UNCLASSIFIED,,UNCLASSIFIED,,MIXED_ROLE,True
H1 伺服器電源 PSU / 電源模組,2308,2308.TW,台達電,L,0.2957851018561215,0.221899743822774,1.0,0.7203482071646122,0.29578510185612117,1.0,0.7203482071646122,MIXED,1.0,HIGH,0.9028372650869401,HIGH,0.999999999999998,LEADER,True
H1 伺服器電源 PSU / 電源模組,2301,2301.TW,光寶科,P,0.47063161975391243,-0.4289612158053954,0.0,0.47063161975391227,0.47063161975391227,1.0,0.47063161975391227,MIXED,1.0,HIGH,0.9999559774023612,HIGH,0.9999848561004939,PEER,True
H1 伺服器電源 PSU / 電源模組,3015,3015.TW,全漢,P,0.47356636037553457,-0.3848355570700508,1.0,0.4833847223910938,0.4735663603755343,1.0,0.4833847223910938,MIXED,1.0,HIGH,0.9999620118122049,HIGH,0.9999948294219552,LEADER,True
H1 伺服器電源 PSU / 電源模組,6282,6282.TW,康舒,,-0.0818106743158751,0.15764785469800807,-3.0,0.16118570603246557,-0.08181067431587516,0.3333333333333333,0.05372856867748852,MIXED,1.0,LOW,0.9996737610792065,LOW,0.9999999936492399,OUTLIER,False
H1 伺服器電源 PSU / 電源模組,5263,5263.TWO,僑威,G,0.2239606297839031,-0.001166926610753613,-1.0,0.6925160203593345,0.22396062978390321,1.0,0.6925160203593345,MIXED,1.0,LOW,0.602477183836079,HIGH,0.9999999999999698,MEMBER,True
H2 BBU 備援電池模組,4931,4931.TW,新盛力,L,0.4696411992720005,-0.31916837177390855,1.0,0.6917818004146403,0.4696411992720003,1.0,0.6917818004146403,MIXED,1.0,HIGH,0.9999537373846279,HIGH,0.9999999999999676,LEADER,True
H2 BBU 備援電池模組,6781,6781.TW,AES-KY,P,0.4563729440658339,0.11167810312756103,-1.0,0.5957257670926747,0.4563729440658336,1.0,0.5957257670926747,MIXED,1.0,HIGH,0.9999105901884789,HIGH,0.9999999997328995,TRUE_LAGGARD,True
H2 BBU 備援電池模組,3323,3323.TW,加百裕,P,0.5748037328161405,-0.07422495629499096,-1.0,0.6054838904427658,0.5748037328161412,1.0,0.6054838904427658,MIXED,1.0,HIGH,0.9999998316716155,HIGH,0.9999999998905004,TRUE_LAGGARD,True
H2 BBU 備援電池模組,3211,3211.TW,順達,G,0.2485332711953424,0.4614972208375756,-2.0,0.6814468893086397,0.24853327119534244,1.0,0.6814468893086397,MIXED,1.0,HIGH,0.611211159612406,HIGH,0.9999999999999122,TRUE_LAGGARD,True
H2 BBU 備援電池模組,5227,5227.TWO,立凱電,L,0.49142388445767315,-0.37253920075805347,1.0,0.6546043757462529,0.49142388445767315,1.0,0.6546043757462529,MIXED,1.0,HIGH,0.9999846908752186,HIGH,0.999999999998868,LEADER,True
H3 重電 / 變壓器 / 開關設備,1519,1519.TW,華城,L,0.38236037274405676,0.25936861640648967,1.0,0.7265424847030184,0.382360372744057,1.0,0.7265424847030184,MIXED,1.0,HIGH,0.9971302036200546,HIGH,0.9999999999999989,LEADER,True
H3 重電 / 變壓器 / 開關設備,1503,1503.TW,士電,P,0.6330154509898702,0.292563887386446,0.0,0.6330154509898701,0.6330154509898701,1.0,0.6330154509898701,MIXED,1.0,HIGH,0.9999999944344384,HIGH,0.9999999999914108,PEER,True
H3 重電 / 變壓器 / 開關設備,1513,1513.TW,中興電,P,0.6164250930169081,0.18449394782523793,0.0,0.6164250930169083,0.6164250930169083,1.0,0.6164250930169083,MIXED,1.0,HIGH,0.9999999849696078,HIGH,0.9999999999599717,PEER,True
H3 重電 / 變壓器 / 開關設備,1514,1514.TW,亞力,G,0.09624123727398447,0.5208015517112925,-1.0,0.7061785654139618,0.0962412372739844,1.0,0.7061785654139618,MIXED,1.0,LOW,0.9867938208437076,HIGH,0.999999999999992,MEMBER,True
H3 重電 / 變壓器 / 開關設備,1504,1504.TW,東元,P,0.6386151471643149,0.40690411041929286,0.0,0.6386151471643147,0.6386151471643147,1.0,0.6386151471643147,MIXED,1.0,HIGH,0.9999999960356329,HIGH,0.9999999999949091,PEER,True
H3 重電 / 變壓器 / 開關設備,2371,2371.TW,大同,P,0.6984262245913322,0.445373960391737,0.0,0.6984262245913326,0.6984262245913326,1.0,0.6984262245913326,MIXED,1.0,HIGH,0.9999999999065068,HIGH,0.9999999999999829,PEER,True
H3 重電 / 變壓器 / 開關設備,1604,1604.TW,聲寶,L,0.4245215072128644,0.15043102826027782,1.0,0.7598195539513972,0.42452150721286436,1.0,0.7598195539513972,MIXED,1.0,HIGH,0.9995845651131079,HIGH,1.0,LEADER,True
H4 UPS / 機房基礎設施,2457,2457.TW,飛宏,,-0.05336920238234194,0.022259483460674155,-3.0,0.1429146962366272,-0.0533692023823419,0.4444444444444444,0.0635176427718343,MIXED,1.0,LOW,0.999483946693253,LOW,0.9999999885544092,OUTLIER,False
H4 UPS / 機房基礎設施,6409,6409.TWO,旭隼,L,-0.05336920238234195,-0.09701088153070755,3.0,0.1429146962366272,-0.0533692023823419,0.2222222222222222,0.03175882138591715,MIXED,1.0,LOW,0.999483946693253,LOW,0.9999999982724658,OUTLIER,False
H5 電線電纜 / 匯流排,1609,1609.TW,大亞,,-0.06976880670031524,0.2310478883810066,2.0,-0.2350766940384658,-0.06976880670031525,0.8888888888888888,0.20895706136752512,MIXED,1.0,LOW,0.9996063109185889,LOW,0.9998614659847865,OUTLIER,False
H5 電線電纜 / 匯流排,1605,1605.TW,華新,,0.0711325153845275,0.25436179220144994,-2.0,-0.2055242167099004,0.0711325153845275,0.5555555555555556,0.11418012039438911,MIXED,1.0,LOW,0.9930278577514504,LOW,0.9999997364474185,OUTLIER,False
H5 電線電纜 / 匯流排,1612,1612.TW,宏泰,,-0.08443354082710681,-0.02407564490361142,-2.0,-0.21554250657445095,-0.08443354082710679,1.0,0.21554250657445095,MIXED,1.0,LOW,0.9996864654256082,LOW,0.999781769323588,OUTLIER,False
I1 CPO 共封裝光學 / 光引擎,6451,6451.TW,訊芯-KY,,,-0.19385626408353607,,,,,,MIXED,1.0,UNCLASSIFIED,,UNCLASSIFIED,,MIXED_ROLE,True
I2 FAU 光纖陣列 / 精密光學耦合,3363,3363.TW,上詮,L,0.06621129196188956,-0.017521271677310345,-3.0,0.15041463044968786,0.06621129196188959,0.5555555555555556,0.08356368358315992,MIXED,1.0,LOW,0.9938221988395134,LOW,0.9999999610982971,OUTLIER,False
I2 FAU 光纖陣列 / 精密光學耦合,3450,3450.TWO,聯鈞,,0.06621129196188956,-0.021327998275799204,3.0,0.15041463044968786,0.0662112919618896,0.7777777777777778,0.1169891570164239,MIXED,1.0,LOW,0.9938221988395134,LOW,0.9999996850253123,OUTLIER,False
I3 雷射源 / 三五族磊晶,3081,3081.TW,聯亞,L,0.07540517362451898,-0.32452172455181527,-5.0,0.15823198042765133,0.07540517362451896,0.2222222222222222,0.03516266231725585,MIXED,1.0,LOW,0.9922469202299864,LOW,0.9999999978902281,OUTLIER,False
I3 雷射源 / 三五族磊晶,2455,2455.TW,全新,,0.07540517362451898,-0.23669112290404593,5.0,0.15823198042765133,0.07540517362451896,0.1111111111111111,0.017581331158627925,MIXED,1.0,LOW,0.9922469202299864,LOW,0.9999999992432159,OUTLIER,False
I4 光收發模組 / 光被動元件,6442,6442.TWO,光聖,L,0.17008068944337057,-0.17211578582909362,1.0,-0.22562173214627024,0.1700806894433706,1.0,0.22562173214627024,MIXED,1.0,LOW,0.8989780746970192,LOW,0.9995604205163091,OUTLIER,False
I4 光收發模組 / 光被動元件,4979,4979.TWO,華星光,P,0.08498341028409594,0.01712343296370724,-1.0,0.1697536952805391,0.08498341028409592,1.0,0.1697536952805391,MIXED,1.0,LOW,0.9901259754077533,LOW,0.999990250893143,OUTLIER,False
I4 光收發模組 / 光被動元件,3163,3163.TWO,波若威,L,0.010041809149823114,0.26022520829814516,-1.0,-0.24224066553234697,0.010041809149823135,1.0,0.24224066553234697,MIXED,1.0,LOW,0.9982768871776209,LOW,0.998588222725817,OUTLIER,False
I4 光收發模組 / 光被動元件,4908,4908.TWO,前鼎,,-0.010638759060625697,0.3076714384998086,5.0,0.1542142162778429,-0.010638759060625703,0.4444444444444444,0.06853965167904129,MIXED,1.0,LOW,0.9988688966616938,LOW,0.9999999844830747,OUTLIER,False
I4 光收發模組 / 光被動元件,4977,4977.TWO,眾達-KY,P,0.060143933091137886,0.02209681745803199,2.0,-0.14678626553778945,0.060143933091137886,0.2222222222222222,0.03261917011950877,MIXED,1.0,LOW,0.994667595178472,LOW,0.9999999981830585,OUTLIER,False
I5 交換器 / 白牌網通設備,2345,2345.TW,智邦,L,0.10393291198593273,0.04876468474372305,1.0,0.5055454631744128,0.10393291198593278,1.0,0.5055454631744128,MIXED,1.0,LOW,0.9838284803555342,HIGH,0.9999992185722812,OUTLIER,False
I5 交換器 / 白牌網通設備,3380,3380.TW,明泰,G,0.03630480239469011,-0.01633160954757675,-1.0,0.5568734451135674,0.03630480239469012,1.0,0.5568734451135674,MIXED,1.0,LOW,0.9969441058029134,HIGH,0.9999999911903878,OUTLIER,False
I5 交換器 / 白牌網通設備,3596,3596.TW,智易,P,0.3259382763154785,-0.28607606251270223,1.0,0.3452606973124288,0.3259382763154787,1.0,0.3452606973124288,MIXED,1.0,HIGH,0.9688325505157852,HIGH,0.7373518889645956,MIXED_ROLE,True
I5 交換器 / 白牌網通設備,5388,5388.TW,中磊,P,0.3345057142747597,-0.1530724226140501,1.0,0.36602585260405224,0.3345057142747599,1.0,0.36602585260405224,MIXED,1.0,HIGH,0.9779102761009246,HIGH,0.933197866800369,MIXED_ROLE,True
I5 交換器 / 白牌網通設備,3025,3025.TWO,星通,,0.000944866007291077,0.33248582781972164,5.0,-0.1124160207738731,0.0009448660072910838,0.4444444444444444,0.049962675899499154,MIXED,1.0,LOW,0.9985728545547162,LOW,0.9999999949294861,OUTLIER,False
J1 MLCC 積層陶瓷電容,2327,2327.TW,國巨,L,0.061657688705485894,0.03687222805395486,1.0,0.5612997471750811,0.061657688705485825,1.0,0.5612997471750811,MIXED,1.0,LOW,0.9944693104447173,HIGH,0.999999994058586,LEADER,True
J1 MLCC 積層陶瓷電容,2492,2492.TW,華新科,P,0.5391095041888221,-0.03966216325976464,0.0,0.5391095041888225,0.5391095041888225,1.0,0.5391095041888225,MIXED,1.0,HIGH,0.999998775211152,HIGH,0.9999999576780445,PEER,True
J1 MLCC 積層陶瓷電容,3026,3026.TWO,禾伸堂,G,0.014774571142029761,0.24279901668243117,-1.0,0.5670541037731907,0.014774571142029753,0.8888888888888888,0.5040480922428361,MIXED,1.0,LOW,0.9980955007705676,HIGH,0.9999991113597345,MEMBER,True
J1 MLCC 積層陶瓷電容,6173,6173.TWO,信昌電,P,0.39087079712863493,-0.017773749732730923,-1.0,0.4610562741835659,0.3908707971286351,1.0,0.4610562741835659,MIXED,1.0,HIGH,0.998038741720807,HIGH,0.999966273719234,TRUE_LAGGARD,True
J1 MLCC 積層陶瓷電容,8043,8043.TW,蜜望實,,-0.028622706984564542,-0.2097211057775755,-1.0,-0.1257410669094954,-0.028622706984564556,0.1111111111111111,0.013971229656610601,MIXED,1.0,LOW,0.9991983404413509,LOW,0.9999999993855319,OUTLIER,False
J2 晶片電阻 Chip Resistor,3624,3624.TWO,光頡,P,0.07591930752146206,-0.25299166313839916,-1.0,0.6571345252464804,0.07591930752146209,1.0,0.6571345252464804,MIXED,1.0,LOW,0.9921466764119421,HIGH,0.9999999999991088,OUTLIER,False
J2 晶片電阻 Chip Resistor,2478,2478.TW,大毅,L,0.07591930752146206,0.4869925861619607,1.0,0.6571345252464804,0.07591930752146209,1.0,0.6571345252464804,MIXED,1.0,LOW,0.9921466764119421,HIGH,0.9999999999991088,OUTLIER,False
J3 電感 / TLVR / 磁性元件,3357,3357.TW,臺慶科,L,0.019327855635244386,-0.22587531213048567,2.0,0.5576952937084897,0.019327855635244376,1.0,0.5576952937084897,MIXED,1.0,LOW,0.9979002349075318,HIGH,0.9999999918109945,OUTLIER,False
J3 電感 / TLVR / 磁性元件,6771,6771.TW,三集瑞-KY,,-0.06945643218940174,-0.036925590890361425,3.0,0.13416237322704025,-0.06945643218940167,0.4444444444444444,0.05962772143424011,MIXED,1.0,LOW,0.9996043388113314,LOW,0.9999999909489679,OUTLIER,False
J3 電感 / TLVR / 磁性元件,4767,4767.TW,乾坤,P,0.13769728029753348,-0.46826929941692297,1.0,0.6257722396491434,0.13769728029753353,1.0,0.6257722396491434,MIXED,1.0,LOW,0.9593612354948777,HIGH,0.999999999983149,OUTLIER,False
J3 電感 / TLVR / 磁性元件,6155,6155.TWO,鈞寶,,0.05799187964613746,0.6394170625937046,6.0,0.10515690575241003,0.05799187964613745,0.3333333333333333,0.03505230191747001,MIXED,1.0,LOW,0.9949361206675372,LOW,0.9999999979038786,OUTLIER,False
J3 電感 / TLVR / 磁性元件,2456,2456.TW,奇力新(已併國巨),G,0.4262051229800125,-0.742329033986203,-2.0,0.48826882179266035,0.4262051229800124,1.0,0.48826882179266035,MIXED,1.0,HIGH,0.9996163426465562,HIGH,0.9999965823472735,MIXED_ROLE,True
J3 電感 / TLVR / 磁性元件,3236,3236.TWO,千如,,0.1418448440969228,0.3300663399381227,0.0,0.1418448440969228,0.1418448440969228,0.5555555555555556,0.07880269116495711,MIXED,1.0,LOW,0.9543615049625208,LOW,0.9999999709687196,OUTLIER,False
J3 電感 / TLVR / 磁性元件,5328,5328.TWO,華容,G,0.4455624422804395,-0.3286749552512358,0.0,0.4455624422804395,0.4455624422804395,1.0,0.4455624422804395,MIXED,1.0,HIGH,0.999848312393566,HIGH,0.9998781716427303,MIXED_ROLE,True
J4 鋁電解 / 固態電容,6449,6449.TWO,鈺邦,,0.07466358962237186,0.06816685039495776,-2.0,0.1983466272165125,0.07466358962237184,1.0,0.1983466272165125,MIXED,1.0,LOW,0.9923890567551793,LOW,0.9999330379492525,OUTLIER,False
J4 鋁電解 / 固態電容,2472,2472.TW,立隆電,L,0.5792385061495303,-0.3958323240622298,0.0,0.5792385061495303,0.5792385061495303,1.0,0.5792385061495303,MIXED,1.0,HIGH,0.9999998691935382,HIGH,0.9999999988099117,MIXED_ROLE,True
