def_engine_file,def_path,def_project,def_file_role,def_ext,def_sha12,def_engine_param_count,def_total_param_count,def_engine_keys_preview
VIA_Runtime_Bridge_All_in_One.py,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\10_Core_Runtime\VIA_Runtime_Bridge_All_in_One.py,VIA,SOURCE,.py,b5bdd7a1f29d,23,57,import; def_PARAM_CORE_MODULE_NAMES; class.def_VIARuntimeContext; function.via_runtime_heartbeat; function.via_runtime_smoke; function.via_runtime_heartbeat; function.via_runtime_smoke; function.bridge_health; function.run_bridge; def_PARAM_SEVEN_TOOL_MODULE_NAMES; function.def_load_seven_tool_coverage_modules; function.def_bootstrap_seven_tool_coverage; function.via_runtime_heartbeat; function.via_runtime_smoke; function.bridge_health; function.run_bridge; MODULE_METADATA; VIA_SUPPORTIVE_MODULES; function.via_supportive_health; function.via_runtime_heartbeat
VIA_RuntimeImportFirewall.py,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\10_Core_Runtime\VIA_RuntimeImportFirewall.py,VIA,SOURCE,.py,44e6514c7d2b,17,39,function.def_now; function.def_norm; function.def_sha256; function.def_ast_fingerprint; function.def_load_json; function.def_write_json; class.VIA_RuntimeImportFirewall; function.__init__; function.def_event; function.def_verify_path_allowed; function.def_verify_hash_ast; function.def_verify_module_file; function.def_safe_import_from_path; function.def_write_provenance; function.def_verify_runtime; function.def_vrn_v139o_optional_import_module; function.def_vrn_v139o_supportive_bridge_health
VIA_Supportive_Runtime_HardGate_Bridge.py,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\10_Core_Runtime\VIA_Supportive_Runtime_HardGate_Bridge.py,VIA,SOURCE,.py,7bed139672c8,4,37,class.def_ModuleGate; class.def_RuntimeState; registry; function.def_vrn_v139q_nohang_envmanager_bridge_health
VIA_RegistryCore_v1.py,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\20_Registry_SSOT\VIA_RegistryCore_v1.py,VIA,REGISTRY,.py,f69dab6bd6c7,19,97,import; def_PARAM_DEFAULT_MODULE_TYPE; class.def_ModuleIdentity; class.def_ModuleRecord; class.def_RegistryState; engine_obj; function.register_module; function.get_registry; function.registry_health; function.register_module; function.get_registry; function.registry_health; MODULE_METADATA; VIA_SUPPORTIVE_MODULES; function.via_supportive_health; function.via_runtime_heartbeat; function.via_runtime_smoke; function.def_main; function.def_vrn_v139q_nohang_envmanager_bridge_health
VIA_SSOT_Unified.py,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\20_Registry_SSOT\VIA_SSOT_Unified.py,VIA,SOURCE,.py,613700c560aa,140,287,import; class._VIAStateBox; function.get; function.set; function.update; function._via_safe_global_get; function._via_safe_global_set; function._via_exec_eval_review_marker; class.SSOT; function.get_ssot; function.set_ssot; function.ssot_health; function.normalize; function.get_ssot; function.set_ssot; function.ssot_health; function.normalize; function.get_ssot; function.normalize; function.extract
VIS_Supportive_Module_Index.json,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\20_Registry_SSOT\VIS_Supportive_Module_Index.json,VIS,SOURCE,.json,d8226503e7d4,8,29,latest_health_run; latest_health_json; latest_relocation_run; latest_relocation_manifest; rollback_script; others_archive_index_csv; final_index_html; final_index_json
VIA_HardGate_SealEngine.py,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\30_HardGate_Governance\VIA_HardGate_SealEngine.py,VIA,ENGINE_MODULE,.py,8fe7c3fac5a2,6,23,function.load_json; function.save_json; function.check_required_outputs; function.run_seal_engine; function.def_vrn_v139o_optional_import_module; function.def_vrn_v139o_supportive_bridge_health
VIA_HardGate_SealEngine.py.freeze.lock.json,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\30_HardGate_Governance\VIA_HardGate_SealEngine.py.freeze.lock.json,VIA,ENGINE_MODULE,.json,bc1b162c7291,0,17,
VIA_Panorama_AST_RuntimeInjector.py,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\30_HardGate_Governance\VIA_Panorama_AST_RuntimeInjector.py,VIA,SOURCE,.py,63cefe28feeb,21,58,import; function.def_write_json; function.def_write_html; function.def_analyze_python_file; function.def_scan_project; function.def_main; function.via_runtime_heartbeat; function.via_runtime_smoke; function.via_runtime_heartbeat; function.via_runtime_smoke; function.inject_runtime; function.via_runtime_heartbeat; function.via_runtime_smoke; function.inject_runtime; MODULE_METADATA; VIA_SUPPORTIVE_MODULES; function.via_supportive_health; function.via_runtime_heartbeat; function.via_runtime_smoke; function.def_main
VIA_Supportive_HardGate_Seal.json,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\30_HardGate_Governance\VIA_Supportive_HardGate_Seal.json,VIA,SOURCE,.json,61377677573c,2,14,bridge; runner
VIA_VRN_HardGate_Bridge_Seal.json,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\30_HardGate_Governance\VIA_VRN_HardGate_Bridge_Seal.json,VRN,SOURCE,.json,c294c9426c75,2,11,supportive_html; supportive_json
VIA_EnvManager.py,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\40_Environment_Health\VIA_EnvManager.py,VIA,SOURCE,.py,e9aeb5985276,24,106,import; def_PARAM_MODULE_ID; def_PARAM_MODULE_VERSION; def_PARAM_SSOT_MODULE_CANDIDATES; def_PARAM_ACCELERATOR_MODULE_CANDIDATES; class.def_EnvAliasRecord; class.def_LibProbeResult; class.def_EnvHealthRecord; class.def_EnvConflictRecord; class.def_InstallRequest; class.def_InstallDecision; class.def_EnvManagerState; function.env_health; function.detect_python; function.pip_check; function.env_health; function.detect_python; function.pip_check; MODULE_METADATA; VIA_SUPPORTIVE_MODULES
VIS_InstallHealthRegistry.py,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\40_Environment_Health\VIS_InstallHealthRegistry.py,VIS,REGISTRY,.py,6d68e22432fe,3,23,class.VISHealthRecord; function.def_vrn_v139o_optional_import_module; function.def_vrn_v139o_supportive_bridge_health
VeritasAegisNexus.py,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\50_Protection_Acceleration\VeritasAegisNexus.py,UNKNOWN,SOURCE,.py,4a9443686a8f,127,257,import; class._VIAStateBox; function.get; function.set; function.update; function._via_safe_global_get; function._via_safe_global_set; function._via_sleep; function.vc_log; function.vc_accelerate; function.va_guard; function.va_validate; function.VIA_EXTERNAL_GATEWAY_BLOCKED; import; class._AegisLazyModule; function.__init__; function._resolve; function.__bool__; function.__eq__; function.__ne__
VeritasCeleritas.py,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\50_Protection_Acceleration\VeritasCeleritas.py,UNKNOWN,SOURCE,.py,ecb06be4badb,372,582,import; class._VIAStateBox; function.get; function.set; function.update; function._via_safe_global_get; function._via_safe_global_set; function._via_sleep; function.vc_log; function.vc_accelerate; function.va_guard; function.va_validate; function.VIA_EXTERNAL_GATEWAY_BLOCKED; class._LazyModule; function.__init__; function._resolve; function.__bool__; function.__eq__; function.__ne__; function.__getattr__
Invoke-VIA-ALL.ps1,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\60_PowerShell_Entry_Internal\Invoke-VIA-ALL.ps1,VIA,SOURCE,.ps1,be06b7700d8f,8,45,function.def_SafeRemoveItem; function.Write-VHeader; function.Write-VStatus; function.Add-StageResult; function.Wait-VAnyKey; function.Start-VIAKeepAlive; function.Invoke-VIAScript; function.Invoke-Main
Invoke-VRN-Guarded-Entry-v217.ps1,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\60_PowerShell_Entry_Internal\Invoke-VRN-Guarded-Entry-v217.ps1,VRN,SOURCE,.ps1,ba76a6d42599,1,12,function.def_OpenPath
Invoke-VRN-PURE-NOHANG-v2192.ps1,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\60_PowerShell_Entry_Internal\Invoke-VRN-PURE-NOHANG-v2192.ps1,VRN,SOURCE,.ps1,7e562a514c00,1,11,function.def_OpenPath
VIS_VRN_BrokerAlias_Compatibility_v0222.py,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\VIS_VRN_BrokerAlias_Compatibility_v0222.py,VRN,SOURCE,.py,1311200f8fc9,3,20,class.BrokerAliasResult; function.def_vrn_v139o_optional_import_module; function.def_vrn_v139o_supportive_bridge_health
VIS_VRN_BrokerAlias_Extension_v0224.py,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\VIS_VRN_BrokerAlias_Extension_v0224.py,VRN,SOURCE,.py,1b54bdb3b4ad,3,20,class.BrokerAliasMatch; function.def_vrn_v139o_optional_import_module; function.def_vrn_v139o_supportive_bridge_health
VIS_VRN_BrokerAnalystAdapters_v06146.py,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\VIS_VRN_BrokerAnalystAdapters_v06146.py,VRN,SOURCE,.py,061d58110b19,3,19,function.def_health_v06146; function.def_vrn_v139o_optional_import_module; function.def_vrn_v139o_supportive_bridge_health
VIS_VRN_FinancialRescueRules_v06126.py,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\VIS_VRN_FinancialRescueRules_v06126.py,VRN,SOURCE,.py,72391b3885f3,5,21,function.def_get_rescue_rules_v06126; function.def_build_rescue_index_v06126; function.def_match_financial_rescue_v06126; function.def_vrn_v139o_optional_import_module; function.def_vrn_v139o_supportive_bridge_health
VIS_VRN_FinancialSSOT_v05910.py,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\VIS_VRN_FinancialSSOT_v05910.py,VRN,SOURCE,.py,b09761cf7c9a,3,6,function.def_norm_text; function.def_get_financial_account_ssot_v05910; function.def_match_financial_account_v05910
VIS_VRN_FinancialSSOT_v05911.py,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\VIS_VRN_FinancialSSOT_v05911.py,VRN,SOURCE,.py,9d16fc690d63,3,6,function.def_norm_text; function.def_get_financial_account_ssot_v05911; function.def_match_financial_account_v05911
VIS_VRN_FinancialSSOT_v05912.py,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\VIS_VRN_FinancialSSOT_v05912.py,VRN,SOURCE,.py,517cfc638103,3,6,function.def_norm_text; function.def_get_financial_account_ssot_v05912; function.def_match_financial_account_v05912
VIS_VRN_FinancialSSOT_v0599.py,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\VIS_VRN_FinancialSSOT_v0599.py,VRN,SOURCE,.py,caf62b4fca57,5,19,function.def_norm_text; function.def_get_financial_account_ssot_v0599; function.def_match_financial_account_v0599; function.def_vrn_v139o_optional_import_module; function.def_vrn_v139o_supportive_bridge_health
VIS_VRN_FinancialSSOT_v0600.py,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\VIS_VRN_FinancialSSOT_v0600.py,VRN,SOURCE,.py,f7acf9de0e7e,3,6,function.def_norm_text; function.def_get_financial_account_ssot_v0600; function.def_match_financial_account_v0600
VIS_VRN_FinancialSSOT_v0608.py,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\VIS_VRN_FinancialSSOT_v0608.py,VRN,SOURCE,.py,6f5706335472,5,19,function.def_get_vrn_financial_account_ssot; function.def_get_vrn_financial_account_alias_index; function.key; function.def_vrn_v139o_optional_import_module; function.def_vrn_v139o_supportive_bridge_health
VIS_VRN_HistoricalValidationPolicy_v0100.py,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\VIS_VRN_HistoricalValidationPolicy_v0100.py,VRN,SOURCE,.py,9a3d88f76ad6,1,20,class.def_ValidationSource
VIS_VRN_InputRoutePolicy_v0224.py,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\VIS_VRN_InputRoutePolicy_v0224.py,VRN,SOURCE,.py,2e64c3ecd101,3,21,class.RoutePolicyResult; function.def_vrn_v139o_optional_import_module; function.def_vrn_v139o_supportive_bridge_health
VIS_VRN_NewReportCompatibilityGate_v01.py,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\VIS_VRN_NewReportCompatibilityGate_v01.py,VRN,REPORT,.py,f0ef4591f5b0,3,24,class.CompatibilityDecision; function.def_vrn_v139o_optional_import_module; function.def_vrn_v139o_supportive_bridge_health
VIS_VRN_Q1_AliasRoutePatch_v0100.py,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\VIS_VRN_Q1_AliasRoutePatch_v0100.py,VRN,SOURCE,.py,f559fe9f8336,5,10,MODULE_VERSION; function.def_get_eligible_single_stock_alias_rows_v0100; function.def_get_route_only_input_policy_rows_v0100; function.def_lookup_source_policy_v0100; function.def_self_check_v0100
VIS_VRN_SupportiveGapRegistry_v0224.json,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\VIS_VRN_SupportiveGapRegistry_v0224.json,VRN,REGISTRY,.json,62c55e3999a2,6,24,patch_broker_extension; patch_gap_registry; patch_runner; report_html; report_json; report_csv
VIS_VRN_TableHeaderPeriodOriginalRestore_v0100.py,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\VIS_VRN_TableHeaderPeriodOriginalRestore_v0100.py,VRN,SOURCE,.py,b715a6392ef2,1,8,function._overlaps
VIS_VRN_TWOfficialYFinance_v06051.py,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\VIS_VRN_TWOfficialYFinance_v06051.py,VRN,SOURCE,.py,00c6d57671ed,2,17,function.def_vrn_v139o_optional_import_module; function.def_vrn_v139o_supportive_bridge_health
VETF_VIA_HardGate_SealEngine.py,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\80_VETF_Supportive_Sort\VETF_VIA_HardGate_SealEngine.py,VIA,ENGINE_MODULE,.py,8fe7c3fac5a2,6,23,function.load_json; function.save_json; function.check_required_outputs; function.run_seal_engine; function.def_vrn_v139o_optional_import_module; function.def_vrn_v139o_supportive_bridge_health
VETF_VIA_HardGate_SealEngine.py.freeze.lock.json,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\80_VETF_Supportive_Sort\VETF_VIA_HardGate_SealEngine.py.freeze.lock.json,VIA,ENGINE_MODULE,.json,23f3b5687f3c,0,17,
VETF_VIA_RegistryCore_v1.py,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\80_VETF_Supportive_Sort\VETF_VIA_RegistryCore_v1.py,VIA,REGISTRY,.py,f69dab6bd6c7,19,97,import; def_PARAM_DEFAULT_MODULE_TYPE; class.def_ModuleIdentity; class.def_ModuleRecord; class.def_RegistryState; engine_obj; function.register_module; function.get_registry; function.registry_health; function.register_module; function.get_registry; function.registry_health; MODULE_METADATA; VIA_SUPPORTIVE_MODULES; function.via_supportive_health; function.via_runtime_heartbeat; function.via_runtime_smoke; function.def_main; function.def_vrn_v139q_nohang_envmanager_bridge_health
VETF_VIA_Runtime_Bridge_All_in_One.py,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\80_VETF_Supportive_Sort\VETF_VIA_Runtime_Bridge_All_in_One.py,VIA,SOURCE,.py,b5bdd7a1f29d,23,57,import; def_PARAM_CORE_MODULE_NAMES; class.def_VIARuntimeContext; function.via_runtime_heartbeat; function.via_runtime_smoke; function.via_runtime_heartbeat; function.via_runtime_smoke; function.bridge_health; function.run_bridge; def_PARAM_SEVEN_TOOL_MODULE_NAMES; function.def_load_seven_tool_coverage_modules; function.def_bootstrap_seven_tool_coverage; function.via_runtime_heartbeat; function.via_runtime_smoke; function.bridge_health; function.run_bridge; MODULE_METADATA; VIA_SUPPORTIVE_MODULES; function.via_supportive_health; function.via_runtime_heartbeat
VETF_VIA_RuntimeImportFirewall.py,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\80_VETF_Supportive_Sort\VETF_VIA_RuntimeImportFirewall.py,VIA,SOURCE,.py,44e6514c7d2b,17,39,function.def_now; function.def_norm; function.def_sha256; function.def_ast_fingerprint; function.def_load_json; function.def_write_json; class.VIA_RuntimeImportFirewall; function.__init__; function.def_event; function.def_verify_path_allowed; function.def_verify_hash_ast; function.def_verify_module_file; function.def_safe_import_from_path; function.def_write_provenance; function.def_verify_runtime; function.def_vrn_v139o_optional_import_module; function.def_vrn_v139o_supportive_bridge_health
VETF_VIA_SSOT_Unified.py,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\80_VETF_Supportive_Sort\VETF_VIA_SSOT_Unified.py,VIA,SOURCE,.py,613700c560aa,140,287,import; class._VIAStateBox; function.get; function.set; function.update; function._via_safe_global_get; function._via_safe_global_set; function._via_exec_eval_review_marker; class.SSOT; function.get_ssot; function.set_ssot; function.ssot_health; function.normalize; function.get_ssot; function.set_ssot; function.ssot_health; function.normalize; function.get_ssot; function.normalize; function.extract
VETF_VIA_Supportive_Runtime_HardGate_Bridge.py,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\80_VETF_Supportive_Sort\VETF_VIA_Supportive_Runtime_HardGate_Bridge.py,VIA,SOURCE,.py,7bed139672c8,4,37,class.def_ModuleGate; class.def_RuntimeState; registry; function.def_vrn_v139q_nohang_envmanager_bridge_health
VETF_VIS_InstallHealthRegistry_VRN_v02143.json,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\80_VETF_Supportive_Sort\VETF_VIS_InstallHealthRegistry_VRN_v02143.json,VRN,REGISTRY,.json,4df54ed283d2,10,68,policy.source_of_truth_for_repair; health.target; health.source; health.backup; health.report_html; health.report_json; health.report_csv; health.install_health_registry; repair_matrix[2].Backup; repair_matrix[3].Backup
VETF_VIS_InstallHealthRegistry.py,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\80_VETF_Supportive_Sort\VETF_VIS_InstallHealthRegistry.py,VIS,REGISTRY,.py,6d68e22432fe,3,23,class.VISHealthRecord; function.def_vrn_v139o_optional_import_module; function.def_vrn_v139o_supportive_bridge_health
VETF_VIS_VRN_FinancialRescueRules_v06126.py,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\80_VETF_Supportive_Sort\VETF_VIS_VRN_FinancialRescueRules_v06126.py,VRN,SOURCE,.py,72391b3885f3,5,21,function.def_get_rescue_rules_v06126; function.def_build_rescue_index_v06126; function.def_match_financial_rescue_v06126; function.def_vrn_v139o_optional_import_module; function.def_vrn_v139o_supportive_bridge_health
VETF_VIS_VRN_FinancialSSOT_v0608.py,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\80_VETF_Supportive_Sort\VETF_VIS_VRN_FinancialSSOT_v0608.py,VRN,SOURCE,.py,6f5706335472,5,19,function.def_get_vrn_financial_account_ssot; function.def_get_vrn_financial_account_alias_index; function.key; function.def_vrn_v139o_optional_import_module; function.def_vrn_v139o_supportive_bridge_health
VETF_VIS_VRN_HistoricalValidationPolicy_v0100.py,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\80_VETF_Supportive_Sort\VETF_VIS_VRN_HistoricalValidationPolicy_v0100.py,VRN,SOURCE,.py,9a3d88f76ad6,1,20,class.def_ValidationSource
VeritasNexusCore_FREEZE_Manifest_v03.json,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_freeze_reports\FREEZE_REPORT_RECOVERY_20260608_201541\VeritasNexusCore_FREEZE_Manifest_v03.json,UNKNOWN,MANIFEST,.json,888f89cd8a32,1,560,single_interface
NEXUSCORE_SCANONLY_INVENTORY.json,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_action_runner\RUN_20260610_193910\_supportive_registry\NEXUSCORE_SCANONLY_INVENTORY.json,UNKNOWN,SOURCE,.json,9cd15b77cb31,15,1936,[7].ToolName; [8].ToolName; [22].ToolName; [23].ToolName; [24].ToolName; [27].ToolName; [28].ToolName; [29].ToolName; [45].ToolName; [46].ToolName; [47].ToolName; [48].ToolName; [49].ToolName; [51].ToolName; [52].ToolName
NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.csv,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_action_runner\RUN_20260610_193912\_supportive_registry\NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.csv,UNKNOWN,REGISTRY,.csv,560c72905d42,1,21,column_020
NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_action_runner\RUN_20260610_193912\_supportive_registry\NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,UNKNOWN,REGISTRY,.json,88118f2b9bac,194,3696,[0].EngineerInstruction; [1].EngineerInstruction; [2].EngineerInstruction; [3].EngineerInstruction; [4].EngineerInstruction; [5].EngineerInstruction; [6].EngineerInstruction; [7].ToolName; [7].EngineerInstruction; [8].ToolName; [8].EngineerInstruction; [9].EngineerInstruction; [10].EngineerInstruction; [11].EngineerInstruction; [12].EngineerInstruction; [13].EngineerInstruction; [14].EngineerInstruction; [15].EngineerInstruction; [16].EngineerInstruction; [17].EngineerInstruction
NEXUSCORE_CELERITAS_ACCELERATION_PLAN.json,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_action_runner\RUN_20260610_193915\_supportive_install_plans\NEXUSCORE_CELERITAS_ACCELERATION_PLAN.json,UNKNOWN,SOURCE,.json,d105efa44dd9,1,387,PythonTools[5].ToolName
NEXUSCORE_VALIDATE_REPORT.json,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_action_runner\RUN_20260610_193917\_supportive_reports\NEXUSCORE_VALIDATE_REPORT.json,UNKNOWN,REPORT,.json,bc2d89a3afcf,4,44,[1].Detail; [2].Detail; [3].Detail; [4].Detail
NEXUSCORE_HARDGATE_REPORT.json,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_action_runner\RUN_20260610_201040\_supportive_hardgate\NEXUSCORE_HARDGATE_REPORT.json,UNKNOWN,REPORT,.json,94c3f72ed547,3,24,[1].Detail; [2].Detail; [3].Detail
NEXUSCORE_ACTION_REGISTRY.json,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_action_runner\RUN_20260610_201040\_supportive_registry\NEXUSCORE_ACTION_REGISTRY.json,UNKNOWN,REGISTRY,.json,113b8412d512,15,1584,[7].ToolName; [8].ToolName; [44].ToolName; [45].ToolName; [46].ToolName; [49].ToolName; [50].ToolName; [51].ToolName; [67].ToolName; [68].ToolName; [69].ToolName; [70].ToolName; [71].ToolName; [73].ToolName; [74].ToolName
NEXUSCORE_VALIDATE_REPORT.json,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_action_runner\RUN_20260610_201043\_supportive_reports\NEXUSCORE_VALIDATE_REPORT.json,UNKNOWN,REPORT,.json,f92d5c0bb6cd,4,40,[1].Detail; [2].Detail; [3].Detail; [4].Detail
NEXUSCORE_TOOL_MATRIX.csv,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_ai_onboarding\RUN_20260610_161032\NEXUSCORE_TOOL_MATRIX.csv,UNKNOWN,SOURCE,.csv,9233f7a708f9,1,19,column_018
NEXUSCORE_TOOL_MATRIX.json,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_ai_onboarding\RUN_20260610_161032\NEXUSCORE_TOOL_MATRIX.json,UNKNOWN,SOURCE,.json,3b3de773f940,7,76,[0].RequiredBefore; [0].AIInstruction; [0].EngineerInstruction; [1].Role; [1].EngineerInstruction; [2].EngineerInstruction; [3].EngineerInstruction
NEXUSCORE_TOOL_MATRIX.csv,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_ai_onboarding\RUN_20260610_161210\NEXUSCORE_TOOL_MATRIX.csv,UNKNOWN,SOURCE,.csv,9233f7a708f9,1,19,column_018
NEXUSCORE_TOOL_MATRIX.json,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_ai_onboarding\RUN_20260610_161210\NEXUSCORE_TOOL_MATRIX.json,UNKNOWN,SOURCE,.json,3b3de773f940,7,76,[0].RequiredBefore; [0].AIInstruction; [0].EngineerInstruction; [1].Role; [1].EngineerInstruction; [2].EngineerInstruction; [3].EngineerInstruction
BRIDGE_STATUS_NORMALIZED.json,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_bridge_status_normalizer\RUN_20260610_202257\BRIDGE_STATUS_NORMALIZED.json,UNKNOWN,SOURCE,.json,90e80a83d77f,13,78,[0].SourceReport; [1].SourceReport; [2].SourceReport; [3].SourceReport; [4].SourceReport; [5].SourceReport; [6].SourceReport; [7].SourceReport; [8].SourceReport; [9].SourceReport; [10].SourceReport; [11].SourceReport; [12].SourceReport
BRIDGE_STATUS_NORMALIZED.json,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_bridge_status_normalizer\RUN_20260610_202302\BRIDGE_STATUS_NORMALIZED.json,UNKNOWN,SOURCE,.json,90e80a83d77f,13,78,[0].SourceReport; [1].SourceReport; [2].SourceReport; [3].SourceReport; [4].SourceReport; [5].SourceReport; [6].SourceReport; [7].SourceReport; [8].SourceReport; [9].SourceReport; [10].SourceReport; [11].SourceReport; [12].SourceReport
CELERITAS_SAFE_ADAPTER_REPORT.json,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_celeritas_safe_adapter\RUN_20260610_202258\CELERITAS_SAFE_ADAPTER_REPORT.json,UNKNOWN,REPORT,.json,070dc154fee4,1,20,[0].Detail
CELERITAS_SAFE_ADAPTER_REPORT.json,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_celeritas_safe_adapter\RUN_20260610_202259\CELERITAS_SAFE_ADAPTER_REPORT.json,UNKNOWN,REPORT,.json,22984934634b,1,20,[0].Detail
CELERITAS_SAFE_ADAPTER_REPORT.json,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_celeritas_safe_adapter\RUN_20260610_202300\CELERITAS_SAFE_ADAPTER_REPORT.json,UNKNOWN,REPORT,.json,bfdd5dc60153,1,20,[0].Detail
CELERITAS_SAFE_ADAPTER_REPORT.json,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_celeritas_safe_adapter\RUN_20260610_202301\CELERITAS_SAFE_ADAPTER_REPORT.json,UNKNOWN,REPORT,.json,95cdd9cf823d,1,20,[0].Detail
CELERITAS_SAFE_ADAPTER_REPORT.json,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_celeritas_safe_adapter\RUN_20260610_202302\CELERITAS_SAFE_ADAPTER_REPORT.json,UNKNOWN,REPORT,.json,070dc154fee4,1,20,[0].Detail
