"def_priority","def_action","def_domain","def_is_noise","def_severity","def_normalized_key","def_canonical_key","def_occurrences","def_distinct_values","def_groups","def_projects","def_sample_values","def_sample_files"
"P1","PATH_NORMALIZATION_REVIEW","PATH_IO","False","MEDIUM","4_aiinstruction","4_aiinstruction","3","2","PATH_IO","UNKNOWN","Do not call directly. Route through NexusCore. || Do not call directly. Read registry and route through NexusCore.","NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json"
"P1","PATH_NORMALIZATION_REVIEW","PATH_IO","False","MEDIUM","4_check","4_check","12","2","PATH_IO;VISUAL_LOCK","UNKNOWN","InstallLock || FileExists","CELERITAS_SAFE_ADAPTER_REPORT.json; NEXUSCORE_HARDGATE_REPORT.json; NEXUSCORE_VALIDATE_REPORT.json"
"P1","PATH_NORMALIZATION_REVIEW","PATH_IO","False","MEDIUM","4_role","4_role","3","2","GENERAL;PATH_IO","UNKNOWN","Report, matrix, dashboard, validation output || Registry or canonical tool data","NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json"
"P1","PATH_NORMALIZATION_REVIEW","PATH_IO","False","MEDIUM","40_aiinstruction","40_aiinstruction","3","2","PATH_IO","UNKNOWN","Do not call directly. Route through NexusCore. || Do not call directly. Read registry and route through NexusCore.","NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json"
"P1","PATH_NORMALIZATION_REVIEW","PATH_IO","False","MEDIUM","40_filename","40_filename","6","3","PATH_IO","UNKNOWN","VIA_SSOT_Unified.cpython-313.pyc || NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.html || VIA_Panorama_AST_RuntimeInjector.cpython-313.pyc","NEXUSCORE_ACTION_REGISTRY.json; NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json; NEXUSCORE_SCANONLY_INVENTORY.json"
"P1","PATH_NORMALIZATION_REVIEW","PATH_IO","False","MEDIUM","40_relativepath","40_relativepath","3","2","PATH_IO","UNKNOWN","20_Registry_SSOT\__pycache__\VIA_SSOT_Unified.cpython-313.pyc || 30_HardGate_Governance\__pycache__\VIA_Panorama_AST_RuntimeInjector.cpython-313.pyc","NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json"
"P1","PATH_NORMALIZATION_REVIEW","PATH_IO","False","MEDIUM","41_aiinstruction","41_aiinstruction","3","2","PATH_IO","UNKNOWN","Do not call directly. Route through NexusCore. || Do not call directly. Read registry and route through NexusCore.","NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json"
"P1","PATH_NORMALIZATION_REVIEW","PATH_IO","False","MEDIUM","41_filename","41_filename","6","3","PATH_IO","UNKNOWN","VIA_RegistryCore_v1.py || NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json || VIA_HardGate_SealEngine.py","NEXUSCORE_ACTION_REGISTRY.json; NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json; NEXUSCORE_SCANONLY_INVENTORY.json"
"P1","PATH_NORMALIZATION_REVIEW","PATH_IO","False","MEDIUM","41_relativepath","41_relativepath","3","2","PATH_IO","UNKNOWN","20_Registry_SSOT\VIA_RegistryCore_v1.py || 30_HardGate_Governance\VIA_HardGate_SealEngine.py","NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json"
"P1","PATH_NORMALIZATION_REVIEW","PATH_IO","False","MEDIUM","42_aiinstruction","42_aiinstruction","3","2","PATH_IO","UNKNOWN","Do not call directly. Route through NexusCore. || Do not call directly. Read registry and route through NexusCore.","NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json"
"P1","PATH_NORMALIZATION_REVIEW","PATH_IO","False","MEDIUM","42_filename","42_filename","6","3","PATH_IO","UNKNOWN","VIA_RegistryCore_v1.py.freeze.lock.json || Invoke-VeritasNexusCore.snapshot.txt || VIA_HardGate_SealEngine.py.freeze.lock.json","NEXUSCORE_ACTION_REGISTRY.json; NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json; NEXUSCORE_SCANONLY_INVENTORY.json"
"P1","PATH_NORMALIZATION_REVIEW","PATH_IO","False","MEDIUM","42_relativepath","42_relativepath","3","2","PATH_IO","UNKNOWN","20_Registry_SSOT\VIA_RegistryCore_v1.py.freeze.lock.json || 30_HardGate_Governance\VIA_HardGate_SealEngine.py.freeze.lock.json","NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json"
"P1","PATH_NORMALIZATION_REVIEW","PATH_IO","False","MEDIUM","43_aiinstruction","43_aiinstruction","3","2","PATH_IO","UNKNOWN","Do not call directly. Route through NexusCore. || Do not call directly. Read registry and route through NexusCore.","NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json"
"P1","PATH_NORMALIZATION_REVIEW","PATH_IO","False","MEDIUM","43_filename","43_filename","6","3","PATH_IO","UNKNOWN","VIA_SSOT_Unified.py || Read_Me_VeritasNexusCore.snapshot.txt || VIA_Panorama_AST_RuntimeInjector.py","NEXUSCORE_ACTION_REGISTRY.json; NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json; NEXUSCORE_SCANONLY_INVENTORY.json"
"P1","PATH_NORMALIZATION_REVIEW","PATH_IO","False","MEDIUM","43_relativepath","43_relativepath","3","2","PATH_IO","UNKNOWN","20_Registry_SSOT\VIA_SSOT_Unified.py || 30_HardGate_Governance\VIA_Panorama_AST_RuntimeInjector.py","NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json"
"P1","PATH_NORMALIZATION_REVIEW","PATH_IO","False","MEDIUM","44_aiinstruction","44_aiinstruction","3","2","PATH_IO","UNKNOWN","Do not call directly. Route through NexusCore. || Do not call directly. Read registry and route through NexusCore.","NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json"
"P1","PATH_NORMALIZATION_REVIEW","PATH_IO","False","MEDIUM","44_filename","44_filename","6","3","PATH_IO","UNKNOWN","VIA_SSOT_Unified.py.freeze.lock.json || supportive_modules_onboarding_report.html || VIA_Panorama_AST_RuntimeInjector.py.freeze.lock.json","NEXUSCORE_ACTION_REGISTRY.json; NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json; NEXUSCORE_SCANONLY_INVENTORY.json"
"P1","PATH_NORMALIZATION_REVIEW","PATH_IO","False","MEDIUM","44_relativepath","44_relativepath","3","2","PATH_IO","UNKNOWN","20_Registry_SSOT\VIA_SSOT_Unified.py.freeze.lock.json || 30_HardGate_Governance\VIA_Panorama_AST_RuntimeInjector.py.freeze.lock.json","NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json"
"P1","PATH_NORMALIZATION_REVIEW","PATH_IO","False","MEDIUM","45_aiinstruction","45_aiinstruction","3","2","PATH_IO","UNKNOWN","Do not call directly. Route through NexusCore. || Do not call directly. Read registry and route through NexusCore.","NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json"
"P1","PATH_NORMALIZATION_REVIEW","PATH_IO","False","MEDIUM","45_filename","45_filename","6","3","PATH_IO","UNKNOWN","VIS_Supportive_Module_Index.html || supportive_modules_registry.csv || VIA_Supportive_HardGate_Seal.json","NEXUSCORE_ACTION_REGISTRY.json; NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json; NEXUSCORE_SCANONLY_INVENTORY.json"
"P1","PATH_NORMALIZATION_REVIEW","PATH_IO","False","MEDIUM","45_relativepath","45_relativepath","3","2","PATH_IO","UNKNOWN","20_Registry_SSOT\VIS_Supportive_Module_Index.html || 30_HardGate_Governance\VIA_Supportive_HardGate_Seal.json","NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json"
"P1","PATH_NORMALIZATION_REVIEW","PATH_IO","False","MEDIUM","46_aiinstruction","46_aiinstruction","3","2","PATH_IO","UNKNOWN","Do not call directly. Route through NexusCore. || Do not call directly. Read registry and route through NexusCore.","NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json"
"P1","PATH_NORMALIZATION_REVIEW","PATH_IO","False","MEDIUM","46_filename","46_filename","6","3","PATH_IO","UNKNOWN","VIS_Supportive_Module_Index.html.freeze.lock.json || supportive_modules_registry.json || VIA_Supportive_HardGate_Seal.json.freeze.lock.json","NEXUSCORE_ACTION_REGISTRY.json; NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json; NEXUSCORE_SCANONLY_INVENTORY.json"
"P1","PATH_NORMALIZATION_REVIEW","PATH_IO","False","MEDIUM","46_relativepath","46_relativepath","3","2","PATH_IO","UNKNOWN","20_Registry_SSOT\VIS_Supportive_Module_Index.html.freeze.lock.json || 30_HardGate_Governance\VIA_Supportive_HardGate_Seal.json.freeze.lock.json","NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json"
"P1","PATH_NORMALIZATION_REVIEW","PATH_IO","False","MEDIUM","47_aiinstruction","47_aiinstruction","3","2","PATH_IO","UNKNOWN","Do not call directly. Route through NexusCore. || Do not call directly. Read registry and route through NexusCore.","NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json"
"P1","PATH_NORMALIZATION_REVIEW","PATH_IO","False","MEDIUM","47_filename","47_filename","6","3","PATH_IO","UNKNOWN","VIS_Supportive_Module_Index.json || Invoke-VeritasNexusCore.snapshot.txt || VIA_Supportive_HardGate_Seal.ps1","NEXUSCORE_ACTION_REGISTRY.json; NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json; NEXUSCORE_SCANONLY_INVENTORY.json"
"P1","PATH_NORMALIZATION_REVIEW","PATH_IO","False","MEDIUM","47_relativepath","47_relativepath","3","2","PATH_IO","UNKNOWN","20_Registry_SSOT\VIS_Supportive_Module_Index.json || 30_HardGate_Governance\VIA_Supportive_HardGate_Seal.ps1","NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json"
"P1","PATH_NORMALIZATION_REVIEW","PATH_IO","False","MEDIUM","48_aiinstruction","48_aiinstruction","3","2","PATH_IO","UNKNOWN","Do not call directly. Route through NexusCore. || Do not call directly. Read registry and route through NexusCore.","NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json"
"P1","PATH_NORMALIZATION_REVIEW","PATH_IO","False","MEDIUM","48_filename","48_filename","6","3","PATH_IO","UNKNOWN","VIS_Supportive_Module_Index.json.freeze.lock.json || Read_Me_VeritasNexusCore.snapshot.txt || VIA_Supportive_HardGate_Seal.ps1.freeze.lock.json","NEXUSCORE_ACTION_REGISTRY.json; NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json; NEXUSCORE_SCANONLY_INVENTORY.json"
"P1","PATH_NORMALIZATION_REVIEW","PATH_IO","False","MEDIUM","48_relativepath","48_relativepath","3","2","PATH_IO","UNKNOWN","20_Registry_SSOT\VIS_Supportive_Module_Index.json.freeze.lock.json || 30_HardGate_Governance\VIA_Supportive_HardGate_Seal.ps1.freeze.lock.json","NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json"
"P1","PATH_NORMALIZATION_REVIEW","PATH_IO","False","MEDIUM","49_aiinstruction","49_aiinstruction","3","2","PATH_IO","UNKNOWN","Do not call directly. Route through NexusCore. || Do not call directly. Read registry and route through NexusCore.","NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json"
"P1","PATH_NORMALIZATION_REVIEW","PATH_IO","False","MEDIUM","49_filename","49_filename","6","3","PATH_IO","UNKNOWN","VIA_HardGate_SealEngine.cpython-313.pyc || supportive_modules_onboarding_report.html || VIA_VRN_HardGate_Bridge_Seal.json","NEXUSCORE_ACTION_REGISTRY.json; NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json; NEXUSCORE_SCANONLY_INVENTORY.json"
"P1","PATH_NORMALIZATION_REVIEW","PATH_IO","False","MEDIUM","49_relativepath","49_relativepath","3","2","PATH_IO","UNKNOWN","30_HardGate_Governance\__pycache__\VIA_HardGate_SealEngine.cpython-313.pyc || 30_HardGate_Governance\VIA_VRN_HardGate_Bridge_Seal.json","NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json"
"P1","PATH_NORMALIZATION_REVIEW","PATH_IO","False","MEDIUM","5_aiinstruction","5_aiinstruction","3","2","PATH_IO","UNKNOWN","Do not call directly. Route through NexusCore. || Do not call directly. Read registry and route through NexusCore.","NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json"
"P1","PATH_NORMALIZATION_REVIEW","PATH_IO","False","MEDIUM","50_aiinstruction","50_aiinstruction","3","2","PATH_IO","UNKNOWN","Do not call directly. Route through NexusCore. || Do not call directly. Read registry and route through NexusCore.","NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json"
"P1","PATH_NORMALIZATION_REVIEW","PATH_IO","False","MEDIUM","50_filename","50_filename","6","3","PATH_IO","UNKNOWN","VIA_Panorama_AST_RuntimeInjector.cpython-313.pyc || supportive_modules_registry.csv || VIA_VRN_HardGate_Bridge_Seal.json.freeze.lock.json","NEXUSCORE_ACTION_REGISTRY.json; NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json; NEXUSCORE_SCANONLY_INVENTORY.json"
"P1","PATH_NORMALIZATION_REVIEW","PATH_IO","False","MEDIUM","50_relativepath","50_relativepath","3","2","PATH_IO","UNKNOWN","30_HardGate_Governance\__pycache__\VIA_Panorama_AST_RuntimeInjector.cpython-313.pyc || 30_HardGate_Governance\VIA_VRN_HardGate_Bridge_Seal.json.freeze.lock.json","NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json"
"P1","PATH_NORMALIZATION_REVIEW","PATH_IO","False","MEDIUM","51_aiinstruction","51_aiinstruction","3","2","PATH_IO","UNKNOWN","Do not call directly. Route through NexusCore. || Do not call directly. Read registry and route through NexusCore.","NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json"
"P1","PATH_NORMALIZATION_REVIEW","PATH_IO","False","MEDIUM","51_filename","51_filename","6","3","PATH_IO","UNKNOWN","VIA_HardGate_SealEngine.py || supportive_modules_registry.json || VIA_EnvManager.cpython-313.pyc","NEXUSCORE_ACTION_REGISTRY.json; NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json; NEXUSCORE_SCANONLY_INVENTORY.json"
"P1","PATH_NORMALIZATION_REVIEW","PATH_IO","False","MEDIUM","51_relativepath","51_relativepath","3","2","PATH_IO","UNKNOWN","30_HardGate_Governance\VIA_HardGate_SealEngine.py || 40_Environment_Health\__pycache__\VIA_EnvManager.cpython-313.pyc","NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json"
"P1","PATH_NORMALIZATION_REVIEW","PATH_IO","False","MEDIUM","52_aiinstruction","52_aiinstruction","3","2","PATH_IO","UNKNOWN","Do not call directly. Route through NexusCore. || Do not call directly. Read registry and route through NexusCore.","NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json"
"P1","PATH_NORMALIZATION_REVIEW","PATH_IO","False","MEDIUM","52_filename","52_filename","6","3","PATH_IO","UNKNOWN","VIA_HardGate_SealEngine.py.freeze.lock.json || VIA_Runtime_Bridge_All_in_One.cpython-313.pyc || VIS_InstallHealthRegistry.cpython-313.pyc","NEXUSCORE_ACTION_REGISTRY.json; NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json; NEXUSCORE_SCANONLY_INVENTORY.json"
"P1","PATH_NORMALIZATION_REVIEW","PATH_IO","False","MEDIUM","52_relativepath","52_relativepath","3","2","PATH_IO","UNKNOWN","30_HardGate_Governance\VIA_HardGate_SealEngine.py.freeze.lock.json || 40_Environment_Health\__pycache__\VIS_InstallHealthRegistry.cpython-313.pyc","NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json"
"P1","PATH_NORMALIZATION_REVIEW","PATH_IO","False","MEDIUM","53_aiinstruction","53_aiinstruction","3","2","PATH_IO","UNKNOWN","Do not call directly. Route through NexusCore. || Do not call directly. Read registry and route through NexusCore.","NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json"
"P1","PATH_NORMALIZATION_REVIEW","PATH_IO","False","MEDIUM","53_filename","53_filename","6","3","PATH_IO","UNKNOWN","VIA_Panorama_AST_RuntimeInjector.py || VIA_RuntimeImportFirewall.cpython-313.pyc || VIA_EnvManager.py","NEXUSCORE_ACTION_REGISTRY.json; NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json; NEXUSCORE_SCANONLY_INVENTORY.json"
"P1","PATH_NORMALIZATION_REVIEW","PATH_IO","False","MEDIUM","53_relativepath","53_relativepath","3","2","PATH_IO","UNKNOWN","30_HardGate_Governance\VIA_Panorama_AST_RuntimeInjector.py || 40_Environment_Health\VIA_EnvManager.py","NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json"
"P1","PATH_NORMALIZATION_REVIEW","PATH_IO","False","MEDIUM","54_aiinstruction","54_aiinstruction","3","2","PATH_IO","UNKNOWN","Do not call directly. Route through NexusCore. || Do not call directly. Read registry and route through NexusCore.","NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json"
"P1","PATH_NORMALIZATION_REVIEW","PATH_IO","False","MEDIUM","54_filename","54_filename","6","3","PATH_IO","UNKNOWN","VIA_Panorama_AST_RuntimeInjector.py.freeze.lock.json || VIA_Supportive_Runtime_HardGate_Bridge.cpython-313.pyc || VIA_EnvManager.py.freeze.lock.json","NEXUSCORE_ACTION_REGISTRY.json; NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json; NEXUSCORE_SCANONLY_INVENTORY.json"
"P1","PATH_NORMALIZATION_REVIEW","PATH_IO","False","MEDIUM","54_relativepath","54_relativepath","3","2","PATH_IO","UNKNOWN","30_HardGate_Governance\VIA_Panorama_AST_RuntimeInjector.py.freeze.lock.json || 40_Environment_Health\VIA_EnvManager.py.freeze.lock.json","NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json"
"P1","PATH_NORMALIZATION_REVIEW","PATH_IO","False","MEDIUM","55_aiinstruction","55_aiinstruction","3","2","PATH_IO","UNKNOWN","Do not call directly. Route through NexusCore. || Do not call directly. Read registry and route through NexusCore.","NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json"
"P1","PATH_NORMALIZATION_REVIEW","PATH_IO","False","MEDIUM","55_filename","55_filename","6","3","PATH_IO","UNKNOWN","VIA_Supportive_HardGate_Seal.json || VIA_Runtime_Bridge_All_in_One.py || VIS_InstallHealthRegistry.py","NEXUSCORE_ACTION_REGISTRY.json; NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json; NEXUSCORE_SCANONLY_INVENTORY.json"
"P1","PATH_NORMALIZATION_REVIEW","PATH_IO","False","MEDIUM","55_relativepath","55_relativepath","3","2","PATH_IO","UNKNOWN","30_HardGate_Governance\VIA_Supportive_HardGate_Seal.json || 40_Environment_Health\VIS_InstallHealthRegistry.py","NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json"
"P1","PATH_NORMALIZATION_REVIEW","PATH_IO","False","MEDIUM","56_aiinstruction","56_aiinstruction","3","2","PATH_IO","UNKNOWN","Do not call directly. Route through NexusCore. || Do not call directly. Read registry and route through NexusCore.","NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json"
"P1","PATH_NORMALIZATION_REVIEW","PATH_IO","False","MEDIUM","56_filename","56_filename","6","3","PATH_IO","UNKNOWN","VIA_Supportive_HardGate_Seal.json.freeze.lock.json || VIA_Runtime_Bridge_All_in_One.py.freeze.lock.json || VIS_InstallHealthRegistry.py.freeze.lock.json","NEXUSCORE_ACTION_REGISTRY.json; NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json; NEXUSCORE_SCANONLY_INVENTORY.json"
"P1","PATH_NORMALIZATION_REVIEW","PATH_IO","False","MEDIUM","56_relativepath","56_relativepath","3","2","PATH_IO","UNKNOWN","30_HardGate_Governance\VIA_Supportive_HardGate_Seal.json.freeze.lock.json || 40_Environment_Health\VIS_InstallHealthRegistry.py.freeze.lock.json","NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json"
"P1","PATH_NORMALIZATION_REVIEW","PATH_IO","False","MEDIUM","57_aiinstruction","57_aiinstruction","3","2","PATH_IO","UNKNOWN","Do not call directly. Route through NexusCore. || Do not call directly. Read registry and route through NexusCore.","NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json"
"P1","PATH_NORMALIZATION_REVIEW","PATH_IO","False","MEDIUM","57_filename","57_filename","6","3","PATH_IO","UNKNOWN","VIA_Supportive_HardGate_Seal.ps1 || VIA_RuntimeImportFirewall.py || VeritasAegisNexus.cpython-313.pyc","NEXUSCORE_ACTION_REGISTRY.json; NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json; NEXUSCORE_SCANONLY_INVENTORY.json"
"P1","PATH_NORMALIZATION_REVIEW","PATH_IO","False","MEDIUM","57_relativepath","57_relativepath","3","2","PATH_IO","UNKNOWN","30_HardGate_Governance\VIA_Supportive_HardGate_Seal.ps1 || 50_Protection_Acceleration\__pycache__\VeritasAegisNexus.cpython-313.pyc","NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json"
"P1","PATH_NORMALIZATION_REVIEW","PATH_IO","False","MEDIUM","58_aiinstruction","58_aiinstruction","3","2","PATH_IO","UNKNOWN","Do not call directly. Route through NexusCore. || Do not call directly. Read registry and route through NexusCore.","NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json"
"P1","PATH_NORMALIZATION_REVIEW","PATH_IO","False","MEDIUM","58_filename","58_filename","6","3","PATH_IO","UNKNOWN","VIA_Supportive_HardGate_Seal.ps1.freeze.lock.json || VIA_RuntimeImportFirewall.py.freeze.lock.json || VeritasCeleritas.cpython-313.pyc","NEXUSCORE_ACTION_REGISTRY.json; NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json; NEXUSCORE_SCANONLY_INVENTORY.json"
"P1","PATH_NORMALIZATION_REVIEW","PATH_IO","False","MEDIUM","58_relativepath","58_relativepath","3","2","PATH_IO","UNKNOWN","30_HardGate_Governance\VIA_Supportive_HardGate_Seal.ps1.freeze.lock.json || 50_Protection_Acceleration\__pycache__\VeritasCeleritas.cpython-313.pyc","NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json"
"P1","PATH_NORMALIZATION_REVIEW","PATH_IO","False","MEDIUM","59_aiinstruction","59_aiinstruction","3","2","PATH_IO","UNKNOWN","Do not call directly. Route through NexusCore. || Do not call directly. Read registry and route through NexusCore.","NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json"
"P1","PATH_NORMALIZATION_REVIEW","PATH_IO","False","MEDIUM","59_filename","59_filename","6","3","PATH_IO","UNKNOWN","VIA_VRN_HardGate_Bridge_Seal.json || VIA_Supportive_Runtime_HardGate_Bridge.py || VeritasAegisNexus.py","NEXUSCORE_ACTION_REGISTRY.json; NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json; NEXUSCORE_SCANONLY_INVENTORY.json"
"P1","PATH_NORMALIZATION_REVIEW","PATH_IO","False","MEDIUM","59_relativepath","59_relativepath","3","2","PATH_IO","UNKNOWN","30_HardGate_Governance\VIA_VRN_HardGate_Bridge_Seal.json || 50_Protection_Acceleration\VeritasAegisNexus.py","NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json"
"P1","PATH_NORMALIZATION_REVIEW","PATH_IO","False","MEDIUM","6_aiinstruction","6_aiinstruction","3","2","PATH_IO","UNKNOWN","Do not call directly. Route through NexusCore. || Do not call directly. Read registry and route through NexusCore.","NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json"
"P1","PATH_NORMALIZATION_REVIEW","PATH_IO","False","MEDIUM","6_check","6_check","3","3","GENERAL;PATH_IO;VERSION_RELEASE","UNKNOWN","PythonVersion || Import:json || Import:pathlib","NEXUSCORE_HARDGATE_REPORT.json; NEXUSCORE_VALIDATE_REPORT.json"
"P1","PATH_NORMALIZATION_REVIEW","PATH_IO","False","MEDIUM","60_aiinstruction","60_aiinstruction","3","2","PATH_IO","UNKNOWN","Do not call directly. Route through NexusCore. || Do not call directly. Read registry and route through NexusCore.","NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json"
"P1","PATH_NORMALIZATION_REVIEW","PATH_IO","False","MEDIUM","60_filename","60_filename","6","3","PATH_IO","UNKNOWN","VIA_VRN_HardGate_Bridge_Seal.json.freeze.lock.json || VIA_Supportive_Runtime_HardGate_Bridge.py.freeze.lock.json || VeritasAegisNexus.py.freeze.lock.json","NEXUSCORE_ACTION_REGISTRY.json; NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json; NEXUSCORE_SCANONLY_INVENTORY.json"
"P1","PATH_NORMALIZATION_REVIEW","PATH_IO","False","MEDIUM","60_relativepath","60_relativepath","3","2","PATH_IO","UNKNOWN","30_HardGate_Governance\VIA_VRN_HardGate_Bridge_Seal.json.freeze.lock.json || 50_Protection_Acceleration\VeritasAegisNexus.py.freeze.lock.json","NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json"
"P1","PATH_NORMALIZATION_REVIEW","PATH_IO","False","MEDIUM","61_aiinstruction","61_aiinstruction","3","2","PATH_IO","UNKNOWN","Do not call directly. Route through NexusCore. || Do not call directly. Read registry and route through NexusCore.","NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json"
"P1","PATH_NORMALIZATION_REVIEW","PATH_IO","False","MEDIUM","61_filename","61_filename","6","3","PATH_IO","UNKNOWN","VIA_EnvManager.cpython-313.pyc || VIA_RegistryCore_v1.cpython-313.pyc || VeritasCeleritas.py","NEXUSCORE_ACTION_REGISTRY.json; NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json; NEXUSCORE_SCANONLY_INVENTORY.json"
"P1","PATH_NORMALIZATION_REVIEW","PATH_IO","False","MEDIUM","61_relativepath","61_relativepath","3","2","PATH_IO","UNKNOWN","40_Environment_Health\__pycache__\VIA_EnvManager.cpython-313.pyc || 50_Protection_Acceleration\VeritasCeleritas.py","NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json"
"P1","PATH_NORMALIZATION_REVIEW","PATH_IO","False","MEDIUM","62_aiinstruction","62_aiinstruction","3","2","PATH_IO","UNKNOWN","Do not call directly. Route through NexusCore. || Do not call directly. Read registry and route through NexusCore.","NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json"
"P1","PATH_NORMALIZATION_REVIEW","PATH_IO","False","MEDIUM","62_filename","62_filename","6","3","PATH_IO","UNKNOWN","VIS_InstallHealthRegistry.cpython-313.pyc || VIA_SSOT_Unified.cpython-313.pyc || VeritasCeleritas.py.freeze.lock.json","NEXUSCORE_ACTION_REGISTRY.json; NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json; NEXUSCORE_SCANONLY_INVENTORY.json"
"P1","PATH_NORMALIZATION_REVIEW","PATH_IO","False","MEDIUM","62_relativepath","62_relativepath","3","2","PATH_IO","UNKNOWN","40_Environment_Health\__pycache__\VIS_InstallHealthRegistry.cpython-313.pyc || 50_Protection_Acceleration\VeritasCeleritas.py.freeze.lock.json","NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json"
"P1","PATH_NORMALIZATION_REVIEW","PATH_IO","False","MEDIUM","63_aiinstruction","63_aiinstruction","3","2","PATH_IO","UNKNOWN","Do not call directly. Route through NexusCore. || Do not call directly. Read registry and route through NexusCore.","NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json"
"P1","PATH_NORMALIZATION_REVIEW","PATH_IO","False","MEDIUM","63_filename","63_filename","6","3","PATH_IO","UNKNOWN","VIA_EnvManager.py || VIA_RegistryCore_v1.py || Invoke-VIA-ALL.ps1","NEXUSCORE_ACTION_REGISTRY.json; NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json; NEXUSCORE_SCANONLY_INVENTORY.json"
"P1","PATH_NORMALIZATION_REVIEW","PATH_IO","False","MEDIUM","63_relativepath","63_relativepath","3","2","PATH_IO","UNKNOWN","40_Environment_Health\VIA_EnvManager.py || 60_PowerShell_Entry_Internal\Invoke-VIA-ALL.ps1","NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json"
