"def_bridge_type","def_project","def_engine_file","def_file_role","def_engine_param_count","def_total_param_count","def_next_action","def_path","def_keys_preview"
"PARAMETER_ENGINE","VEF","Invoke-VIA-UltimateEngineForge-AIO-v060.ps1","ENGINE_MODULE","81","233","KEEP_AND_REGISTER","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\Invoke-VIA-UltimateEngineForge-AIO-v060.ps1","BuildEngineStubs; def_PARAM_RUN_ID; def_ENGINE_FORGE_DIR; def_ENGINE_DIR; def_ENGINE_CONFIG_DIR; def_ENGINE_REGISTRY_DIR; def_ENGINE_FREEZE_DIR; def_ENGINE_REGISTRY_JSON; def_ENGINE_REGISTRY_CSV; def_ENGINE_CAPABILITY_CSV; def_ENGINE_DEPENDENCY_CSV; def_ENGINE_FREEZE_JSON; def_ENGINE_FREEZE_CSV; def_ENGINE_CONFIG_JSON; function.def_EnsureDirectory; function.def_AsPlainArray; function.def_CountSafe; function.def_HtmlEncode; function.def_WriteLog; function.def_GetPercent"
"PARAMETER_ENGINE","UNKNOWN","Read_Me_VeritasNexusCore.md","SOURCE","2","45","CLASSIFY_PROJECT","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\Read_Me_VeritasNexusCore.md","heading.2; C"
"PARAMETER_ENGINE","UNKNOWN","schema_registry.json","REGISTRY","8","42","CLASSIFY_PROJECT","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\schema_registry.json","schemas.database_engine.required[0]; schemas.database_engine.required[1]; schemas.database_engine.required[2]; schemas.database_engine.required[3]; schemas.database_engine.allowed[0]; schemas.database_engine.allowed[1]; schemas.database_engine.allowed[2]; schemas.database_engine.allowed[3]"
"PARAMETER_ENGINE","UNKNOWN","vap_orchestrator.js","SOURCE","6","7","CLASSIFY_PROJECT","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\vap_orchestrator.js","function.def_log; function.def_emit; function.def_setGlobalTime; function.def_setPage; function.def_setRegion; function.def_setAsset"
"PARAMETER_ENGINE","VEF","VIA_EngineForge_Config.template.json","CONFIG_TEMPLATE","2","28","KEEP_AND_REGISTER","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\VIA_EngineForge_Config.template.json","schema; build_engine_stubs"
"PARAMETER_ENGINE","VIA","VIA_Runtime_Bridge_All_in_One.py","SOURCE","23","57","KEEP_AND_REGISTER","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\10_Core_Runtime\VIA_Runtime_Bridge_All_in_One.py","import; def_PARAM_CORE_MODULE_NAMES; class.def_VIARuntimeContext; function.via_runtime_heartbeat; function.via_runtime_smoke; function.via_runtime_heartbeat; function.via_runtime_smoke; function.bridge_health; function.run_bridge; def_PARAM_SEVEN_TOOL_MODULE_NAMES; function.def_load_seven_tool_coverage_modules; function.def_bootstrap_seven_tool_coverage; function.via_runtime_heartbeat; function.via_runtime_smoke; function.bridge_health; function.run_bridge; MODULE_METADATA; VIA_SUPPORTIVE_MODULES; function.via_supportive_health; function.via_runtime_heartbeat"
"PARAMETER_ENGINE","VIA","VIA_RuntimeImportFirewall.py","SOURCE","17","39","KEEP_AND_REGISTER","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\10_Core_Runtime\VIA_RuntimeImportFirewall.py","function.def_now; function.def_norm; function.def_sha256; function.def_ast_fingerprint; function.def_load_json; function.def_write_json; class.VIA_RuntimeImportFirewall; function.__init__; function.def_event; function.def_verify_path_allowed; function.def_verify_hash_ast; function.def_verify_module_file; function.def_safe_import_from_path; function.def_write_provenance; function.def_verify_runtime; function.def_vrn_v139o_optional_import_module; function.def_vrn_v139o_supportive_bridge_health"
"PARAMETER_ENGINE","VIA","VIA_Supportive_Runtime_HardGate_Bridge.py","SOURCE","4","37","KEEP_AND_REGISTER","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\10_Core_Runtime\VIA_Supportive_Runtime_HardGate_Bridge.py","class.def_ModuleGate; class.def_RuntimeState; registry; function.def_vrn_v139q_nohang_envmanager_bridge_health"
"PARAMETER_ENGINE","VIA","VIA_RegistryCore_v1.py","REGISTRY","19","97","KEEP_AND_REGISTER","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\20_Registry_SSOT\VIA_RegistryCore_v1.py","import; def_PARAM_DEFAULT_MODULE_TYPE; class.def_ModuleIdentity; class.def_ModuleRecord; class.def_RegistryState; engine_obj; function.register_module; function.get_registry; function.registry_health; function.register_module; function.get_registry; function.registry_health; MODULE_METADATA; VIA_SUPPORTIVE_MODULES; function.via_supportive_health; function.via_runtime_heartbeat; function.via_runtime_smoke; function.def_main; function.def_vrn_v139q_nohang_envmanager_bridge_health"
"PARAMETER_ENGINE","VIA","VIA_SSOT_Unified.py","SOURCE","140","287","KEEP_AND_REGISTER","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\20_Registry_SSOT\VIA_SSOT_Unified.py","import; class._VIAStateBox; function.get; function.set; function.update; function._via_safe_global_get; function._via_safe_global_set; function._via_exec_eval_review_marker; class.SSOT; function.get_ssot; function.set_ssot; function.ssot_health; function.normalize; function.get_ssot; function.set_ssot; function.ssot_health; function.normalize; function.get_ssot; function.normalize; function.extract"
"PARAMETER_ENGINE","VIS","VIS_Supportive_Module_Index.json","SOURCE","8","29","KEEP_AND_REGISTER","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\20_Registry_SSOT\VIS_Supportive_Module_Index.json","latest_health_run; latest_health_json; latest_relocation_run; latest_relocation_manifest; rollback_script; others_archive_index_csv; final_index_html; final_index_json"
"PARAMETER_ENGINE","VIA","VIA_HardGate_SealEngine.py","ENGINE_MODULE","6","23","KEEP_AND_REGISTER","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\30_HardGate_Governance\VIA_HardGate_SealEngine.py","function.load_json; function.save_json; function.check_required_outputs; function.run_seal_engine; function.def_vrn_v139o_optional_import_module; function.def_vrn_v139o_supportive_bridge_health"
"PARAMETER_ENGINE","VIA","VIA_HardGate_SealEngine.py.freeze.lock.json","ENGINE_MODULE","0","17","METHODOLOGY_OR_LOCK_REFERENCE","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\30_HardGate_Governance\VIA_HardGate_SealEngine.py.freeze.lock.json",""
"PARAMETER_ENGINE","VIA","VIA_Panorama_AST_RuntimeInjector.py","SOURCE","21","58","KEEP_AND_REGISTER","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\30_HardGate_Governance\VIA_Panorama_AST_RuntimeInjector.py","import; function.def_write_json; function.def_write_html; function.def_analyze_python_file; function.def_scan_project; function.def_main; function.via_runtime_heartbeat; function.via_runtime_smoke; function.via_runtime_heartbeat; function.via_runtime_smoke; function.inject_runtime; function.via_runtime_heartbeat; function.via_runtime_smoke; function.inject_runtime; MODULE_METADATA; VIA_SUPPORTIVE_MODULES; function.via_supportive_health; function.via_runtime_heartbeat; function.via_runtime_smoke; function.def_main"
"PARAMETER_ENGINE","VIA","VIA_Supportive_HardGate_Seal.json","SOURCE","2","14","KEEP_AND_REGISTER","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\30_HardGate_Governance\VIA_Supportive_HardGate_Seal.json","bridge; runner"
"PARAMETER_ENGINE","VRN","VIA_VRN_HardGate_Bridge_Seal.json","SOURCE","2","11","KEEP_AND_REGISTER","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\30_HardGate_Governance\VIA_VRN_HardGate_Bridge_Seal.json","supportive_html; supportive_json"
"PARAMETER_ENGINE","VIA","VIA_EnvManager.py","SOURCE","24","106","KEEP_AND_REGISTER","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\40_Environment_Health\VIA_EnvManager.py","import; def_PARAM_MODULE_ID; def_PARAM_MODULE_VERSION; def_PARAM_SSOT_MODULE_CANDIDATES; def_PARAM_ACCELERATOR_MODULE_CANDIDATES; class.def_EnvAliasRecord; class.def_LibProbeResult; class.def_EnvHealthRecord; class.def_EnvConflictRecord; class.def_InstallRequest; class.def_InstallDecision; class.def_EnvManagerState; function.env_health; function.detect_python; function.pip_check; function.env_health; function.detect_python; function.pip_check; MODULE_METADATA; VIA_SUPPORTIVE_MODULES"
"PARAMETER_ENGINE","VIS","VIS_InstallHealthRegistry.py","REGISTRY","3","23","KEEP_AND_REGISTER","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\40_Environment_Health\VIS_InstallHealthRegistry.py","class.VISHealthRecord; function.def_vrn_v139o_optional_import_module; function.def_vrn_v139o_supportive_bridge_health"
"PARAMETER_ENGINE","UNKNOWN","VeritasAegisNexus.py","SOURCE","127","257","CLASSIFY_PROJECT","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\50_Protection_Acceleration\VeritasAegisNexus.py","import; class._VIAStateBox; function.get; function.set; function.update; function._via_safe_global_get; function._via_safe_global_set; function._via_sleep; function.vc_log; function.vc_accelerate; function.va_guard; function.va_validate; function.VIA_EXTERNAL_GATEWAY_BLOCKED; import; class._AegisLazyModule; function.__init__; function._resolve; function.__bool__; function.__eq__; function.__ne__"
"PARAMETER_ENGINE","UNKNOWN","VeritasCeleritas.py","SOURCE","372","582","CLASSIFY_PROJECT","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\50_Protection_Acceleration\VeritasCeleritas.py","import; class._VIAStateBox; function.get; function.set; function.update; function._via_safe_global_get; function._via_safe_global_set; function._via_sleep; function.vc_log; function.vc_accelerate; function.va_guard; function.va_validate; function.VIA_EXTERNAL_GATEWAY_BLOCKED; class._LazyModule; function.__init__; function._resolve; function.__bool__; function.__eq__; function.__ne__; function.__getattr__"
"PARAMETER_ENGINE","VIA","Invoke-VIA-ALL.ps1","SOURCE","8","45","KEEP_AND_REGISTER","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\60_PowerShell_Entry_Internal\Invoke-VIA-ALL.ps1","function.def_SafeRemoveItem; function.Write-VHeader; function.Write-VStatus; function.Add-StageResult; function.Wait-VAnyKey; function.Start-VIAKeepAlive; function.Invoke-VIAScript; function.Invoke-Main"
"PARAMETER_ENGINE","VRN","Invoke-VRN-Guarded-Entry-v217.ps1","SOURCE","1","12","KEEP_AND_REGISTER","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\60_PowerShell_Entry_Internal\Invoke-VRN-Guarded-Entry-v217.ps1","function.def_OpenPath"
"PARAMETER_ENGINE","VRN","Invoke-VRN-PURE-NOHANG-v2192.ps1","SOURCE","1","11","KEEP_AND_REGISTER","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\60_PowerShell_Entry_Internal\Invoke-VRN-PURE-NOHANG-v2192.ps1","function.def_OpenPath"
"PARAMETER_ENGINE","VRN","VIS_VRN_BrokerAlias_Compatibility_v0222.py","SOURCE","3","20","KEEP_AND_REGISTER","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\VIS_VRN_BrokerAlias_Compatibility_v0222.py","class.BrokerAliasResult; function.def_vrn_v139o_optional_import_module; function.def_vrn_v139o_supportive_bridge_health"
"PARAMETER_ENGINE","VRN","VIS_VRN_BrokerAlias_Extension_v0224.py","SOURCE","3","20","KEEP_AND_REGISTER","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\VIS_VRN_BrokerAlias_Extension_v0224.py","class.BrokerAliasMatch; function.def_vrn_v139o_optional_import_module; function.def_vrn_v139o_supportive_bridge_health"
"PARAMETER_ENGINE","VRN","VIS_VRN_BrokerAnalystAdapters_v06146.py","SOURCE","3","19","KEEP_AND_REGISTER","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\VIS_VRN_BrokerAnalystAdapters_v06146.py","function.def_health_v06146; function.def_vrn_v139o_optional_import_module; function.def_vrn_v139o_supportive_bridge_health"
"PARAMETER_ENGINE","VRN","VIS_VRN_FinancialRescueRules_v06126.py","SOURCE","5","21","KEEP_AND_REGISTER","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\VIS_VRN_FinancialRescueRules_v06126.py","function.def_get_rescue_rules_v06126; function.def_build_rescue_index_v06126; function.def_match_financial_rescue_v06126; function.def_vrn_v139o_optional_import_module; function.def_vrn_v139o_supportive_bridge_health"
"PARAMETER_ENGINE","VRN","VIS_VRN_FinancialSSOT_v05910.py","SOURCE","3","6","KEEP_AND_REGISTER","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\VIS_VRN_FinancialSSOT_v05910.py","function.def_norm_text; function.def_get_financial_account_ssot_v05910; function.def_match_financial_account_v05910"
"PARAMETER_ENGINE","VRN","VIS_VRN_FinancialSSOT_v05911.py","SOURCE","3","6","KEEP_AND_REGISTER","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\VIS_VRN_FinancialSSOT_v05911.py","function.def_norm_text; function.def_get_financial_account_ssot_v05911; function.def_match_financial_account_v05911"
"PARAMETER_ENGINE","VRN","VIS_VRN_FinancialSSOT_v05912.py","SOURCE","3","6","KEEP_AND_REGISTER","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\VIS_VRN_FinancialSSOT_v05912.py","function.def_norm_text; function.def_get_financial_account_ssot_v05912; function.def_match_financial_account_v05912"
"PARAMETER_ENGINE","VRN","VIS_VRN_FinancialSSOT_v0599.py","SOURCE","5","19","KEEP_AND_REGISTER","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\VIS_VRN_FinancialSSOT_v0599.py","function.def_norm_text; function.def_get_financial_account_ssot_v0599; function.def_match_financial_account_v0599; function.def_vrn_v139o_optional_import_module; function.def_vrn_v139o_supportive_bridge_health"
"PARAMETER_ENGINE","VRN","VIS_VRN_FinancialSSOT_v0600.py","SOURCE","3","6","KEEP_AND_REGISTER","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\VIS_VRN_FinancialSSOT_v0600.py","function.def_norm_text; function.def_get_financial_account_ssot_v0600; function.def_match_financial_account_v0600"
"PARAMETER_ENGINE","VRN","VIS_VRN_FinancialSSOT_v0608.py","SOURCE","5","19","KEEP_AND_REGISTER","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\VIS_VRN_FinancialSSOT_v0608.py","function.def_get_vrn_financial_account_ssot; function.def_get_vrn_financial_account_alias_index; function.key; function.def_vrn_v139o_optional_import_module; function.def_vrn_v139o_supportive_bridge_health"
"PARAMETER_ENGINE","VRN","VIS_VRN_HistoricalValidationPolicy_v0100.py","SOURCE","1","20","KEEP_AND_REGISTER","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\VIS_VRN_HistoricalValidationPolicy_v0100.py","class.def_ValidationSource"
"PARAMETER_ENGINE","VRN","VIS_VRN_InputRoutePolicy_v0224.py","SOURCE","3","21","KEEP_AND_REGISTER","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\VIS_VRN_InputRoutePolicy_v0224.py","class.RoutePolicyResult; function.def_vrn_v139o_optional_import_module; function.def_vrn_v139o_supportive_bridge_health"
"PARAMETER_ENGINE","VRN","VIS_VRN_NewReportCompatibilityGate_v01.py","REPORT","3","24","KEEP_AND_REGISTER","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\VIS_VRN_NewReportCompatibilityGate_v01.py","class.CompatibilityDecision; function.def_vrn_v139o_optional_import_module; function.def_vrn_v139o_supportive_bridge_health"
"PARAMETER_ENGINE","VRN","VIS_VRN_Q1_AliasRoutePatch_v0100.py","SOURCE","5","10","KEEP_AND_REGISTER","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\VIS_VRN_Q1_AliasRoutePatch_v0100.py","MODULE_VERSION; function.def_get_eligible_single_stock_alias_rows_v0100; function.def_get_route_only_input_policy_rows_v0100; function.def_lookup_source_policy_v0100; function.def_self_check_v0100"
"PARAMETER_ENGINE","VRN","VIS_VRN_SupportiveGapRegistry_v0224.json","REGISTRY","6","24","KEEP_AND_REGISTER","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\VIS_VRN_SupportiveGapRegistry_v0224.json","patch_broker_extension; patch_gap_registry; patch_runner; report_html; report_json; report_csv"
"PARAMETER_ENGINE","VRN","VIS_VRN_TableHeaderPeriodOriginalRestore_v0100.py","SOURCE","1","8","KEEP_AND_REGISTER","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\VIS_VRN_TableHeaderPeriodOriginalRestore_v0100.py","function._overlaps"
"PARAMETER_ENGINE","VRN","VIS_VRN_TWOfficialYFinance_v06051.py","SOURCE","2","17","KEEP_AND_REGISTER","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\VIS_VRN_TWOfficialYFinance_v06051.py","function.def_vrn_v139o_optional_import_module; function.def_vrn_v139o_supportive_bridge_health"
"PARAMETER_ENGINE","VIA","VETF_VIA_HardGate_SealEngine.py","ENGINE_MODULE","6","23","KEEP_AND_REGISTER","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\80_VETF_Supportive_Sort\VETF_VIA_HardGate_SealEngine.py","function.load_json; function.save_json; function.check_required_outputs; function.run_seal_engine; function.def_vrn_v139o_optional_import_module; function.def_vrn_v139o_supportive_bridge_health"
"PARAMETER_ENGINE","VIA","VETF_VIA_HardGate_SealEngine.py.freeze.lock.json","ENGINE_MODULE","0","17","METHODOLOGY_OR_LOCK_REFERENCE","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\80_VETF_Supportive_Sort\VETF_VIA_HardGate_SealEngine.py.freeze.lock.json",""
"PARAMETER_ENGINE","VIA","VETF_VIA_RegistryCore_v1.py","REGISTRY","19","97","KEEP_AND_REGISTER","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\80_VETF_Supportive_Sort\VETF_VIA_RegistryCore_v1.py","import; def_PARAM_DEFAULT_MODULE_TYPE; class.def_ModuleIdentity; class.def_ModuleRecord; class.def_RegistryState; engine_obj; function.register_module; function.get_registry; function.registry_health; function.register_module; function.get_registry; function.registry_health; MODULE_METADATA; VIA_SUPPORTIVE_MODULES; function.via_supportive_health; function.via_runtime_heartbeat; function.via_runtime_smoke; function.def_main; function.def_vrn_v139q_nohang_envmanager_bridge_health"
"PARAMETER_ENGINE","VIA","VETF_VIA_Runtime_Bridge_All_in_One.py","SOURCE","23","57","KEEP_AND_REGISTER","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\80_VETF_Supportive_Sort\VETF_VIA_Runtime_Bridge_All_in_One.py","import; def_PARAM_CORE_MODULE_NAMES; class.def_VIARuntimeContext; function.via_runtime_heartbeat; function.via_runtime_smoke; function.via_runtime_heartbeat; function.via_runtime_smoke; function.bridge_health; function.run_bridge; def_PARAM_SEVEN_TOOL_MODULE_NAMES; function.def_load_seven_tool_coverage_modules; function.def_bootstrap_seven_tool_coverage; function.via_runtime_heartbeat; function.via_runtime_smoke; function.bridge_health; function.run_bridge; MODULE_METADATA; VIA_SUPPORTIVE_MODULES; function.via_supportive_health; function.via_runtime_heartbeat"
"PARAMETER_ENGINE","VIA","VETF_VIA_RuntimeImportFirewall.py","SOURCE","17","39","KEEP_AND_REGISTER","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\80_VETF_Supportive_Sort\VETF_VIA_RuntimeImportFirewall.py","function.def_now; function.def_norm; function.def_sha256; function.def_ast_fingerprint; function.def_load_json; function.def_write_json; class.VIA_RuntimeImportFirewall; function.__init__; function.def_event; function.def_verify_path_allowed; function.def_verify_hash_ast; function.def_verify_module_file; function.def_safe_import_from_path; function.def_write_provenance; function.def_verify_runtime; function.def_vrn_v139o_optional_import_module; function.def_vrn_v139o_supportive_bridge_health"
"PARAMETER_ENGINE","VIA","VETF_VIA_SSOT_Unified.py","SOURCE","140","287","KEEP_AND_REGISTER","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\80_VETF_Supportive_Sort\VETF_VIA_SSOT_Unified.py","import; class._VIAStateBox; function.get; function.set; function.update; function._via_safe_global_get; function._via_safe_global_set; function._via_exec_eval_review_marker; class.SSOT; function.get_ssot; function.set_ssot; function.ssot_health; function.normalize; function.get_ssot; function.set_ssot; function.ssot_health; function.normalize; function.get_ssot; function.normalize; function.extract"
"PARAMETER_ENGINE","VIA","VETF_VIA_Supportive_Runtime_HardGate_Bridge.py","SOURCE","4","37","KEEP_AND_REGISTER","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\80_VETF_Supportive_Sort\VETF_VIA_Supportive_Runtime_HardGate_Bridge.py","class.def_ModuleGate; class.def_RuntimeState; registry; function.def_vrn_v139q_nohang_envmanager_bridge_health"
"PARAMETER_ENGINE","VRN","VETF_VIS_InstallHealthRegistry_VRN_v02143.json","REGISTRY","10","68","KEEP_AND_REGISTER","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\80_VETF_Supportive_Sort\VETF_VIS_InstallHealthRegistry_VRN_v02143.json","policy.source_of_truth_for_repair; health.target; health.source; health.backup; health.report_html; health.report_json; health.report_csv; health.install_health_registry; repair_matrix[2].Backup; repair_matrix[3].Backup"
"PARAMETER_ENGINE","VIS","VETF_VIS_InstallHealthRegistry.py","REGISTRY","3","23","KEEP_AND_REGISTER","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\80_VETF_Supportive_Sort\VETF_VIS_InstallHealthRegistry.py","class.VISHealthRecord; function.def_vrn_v139o_optional_import_module; function.def_vrn_v139o_supportive_bridge_health"
"PARAMETER_ENGINE","VRN","VETF_VIS_VRN_FinancialRescueRules_v06126.py","SOURCE","5","21","KEEP_AND_REGISTER","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\80_VETF_Supportive_Sort\VETF_VIS_VRN_FinancialRescueRules_v06126.py","function.def_get_rescue_rules_v06126; function.def_build_rescue_index_v06126; function.def_match_financial_rescue_v06126; function.def_vrn_v139o_optional_import_module; function.def_vrn_v139o_supportive_bridge_health"
"PARAMETER_ENGINE","VRN","VETF_VIS_VRN_FinancialSSOT_v0608.py","SOURCE","5","19","KEEP_AND_REGISTER","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\80_VETF_Supportive_Sort\VETF_VIS_VRN_FinancialSSOT_v0608.py","function.def_get_vrn_financial_account_ssot; function.def_get_vrn_financial_account_alias_index; function.key; function.def_vrn_v139o_optional_import_module; function.def_vrn_v139o_supportive_bridge_health"
"PARAMETER_ENGINE","VRN","VETF_VIS_VRN_HistoricalValidationPolicy_v0100.py","SOURCE","1","20","KEEP_AND_REGISTER","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\80_VETF_Supportive_Sort\VETF_VIS_VRN_HistoricalValidationPolicy_v0100.py","class.def_ValidationSource"
"PARAMETER_ENGINE","UNKNOWN","VeritasNexusCore_FREEZE_Manifest_v03.json","MANIFEST","1","560","CLASSIFY_PROJECT","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_freeze_reports\FREEZE_REPORT_RECOVERY_20260608_201541\VeritasNexusCore_FREEZE_Manifest_v03.json","single_interface"
"PARAMETER_ENGINE","UNKNOWN","NEXUSCORE_SCANONLY_INVENTORY.json","SOURCE","15","1936","CLASSIFY_PROJECT","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_action_runner\RUN_20260610_193910\_supportive_registry\NEXUSCORE_SCANONLY_INVENTORY.json","[7].ToolName; [8].ToolName; [22].ToolName; [23].ToolName; [24].ToolName; [27].ToolName; [28].ToolName; [29].ToolName; [45].ToolName; [46].ToolName; [47].ToolName; [48].ToolName; [49].ToolName; [51].ToolName; [52].ToolName"
"PARAMETER_ENGINE","UNKNOWN","NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.csv","REGISTRY","1","21","CLASSIFY_PROJECT","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_action_runner\RUN_20260610_193912\_supportive_registry\NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.csv","column_020"
"PARAMETER_ENGINE","UNKNOWN","NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json","REGISTRY","194","3696","CLASSIFY_PROJECT","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_action_runner\RUN_20260610_193912\_supportive_registry\NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json","[0].EngineerInstruction; [1].EngineerInstruction; [2].EngineerInstruction; [3].EngineerInstruction; [4].EngineerInstruction; [5].EngineerInstruction; [6].EngineerInstruction; [7].ToolName; [7].EngineerInstruction; [8].ToolName; [8].EngineerInstruction; [9].EngineerInstruction; [10].EngineerInstruction; [11].EngineerInstruction; [12].EngineerInstruction; [13].EngineerInstruction; [14].EngineerInstruction; [15].EngineerInstruction; [16].EngineerInstruction; [17].EngineerInstruction"
"PARAMETER_ENGINE","UNKNOWN","NEXUSCORE_CELERITAS_ACCELERATION_PLAN.json","SOURCE","1","387","CLASSIFY_PROJECT","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_action_runner\RUN_20260610_193915\_supportive_install_plans\NEXUSCORE_CELERITAS_ACCELERATION_PLAN.json","PythonTools[5].ToolName"
"PARAMETER_ENGINE","UNKNOWN","NEXUSCORE_VALIDATE_REPORT.json","REPORT","4","44","CLASSIFY_PROJECT","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_action_runner\RUN_20260610_193917\_supportive_reports\NEXUSCORE_VALIDATE_REPORT.json","[1].Detail; [2].Detail; [3].Detail; [4].Detail"
"PARAMETER_ENGINE","UNKNOWN","NEXUSCORE_HARDGATE_REPORT.json","REPORT","3","24","CLASSIFY_PROJECT","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_action_runner\RUN_20260610_201040\_supportive_hardgate\NEXUSCORE_HARDGATE_REPORT.json","[1].Detail; [2].Detail; [3].Detail"
"PARAMETER_ENGINE","UNKNOWN","NEXUSCORE_ACTION_REGISTRY.json","REGISTRY","15","1584","CLASSIFY_PROJECT","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_action_runner\RUN_20260610_201040\_supportive_registry\NEXUSCORE_ACTION_REGISTRY.json","[7].ToolName; [8].ToolName; [44].ToolName; [45].ToolName; [46].ToolName; [49].ToolName; [50].ToolName; [51].ToolName; [67].ToolName; [68].ToolName; [69].ToolName; [70].ToolName; [71].ToolName; [73].ToolName; [74].ToolName"
"PARAMETER_ENGINE","UNKNOWN","NEXUSCORE_VALIDATE_REPORT.json","REPORT","4","40","CLASSIFY_PROJECT","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_action_runner\RUN_20260610_201043\_supportive_reports\NEXUSCORE_VALIDATE_REPORT.json","[1].Detail; [2].Detail; [3].Detail; [4].Detail"
