canonical_family,symbol,date,value,source,unit,frequency,description,route,vdf_mapping_gate,vdf_mapping_policy,vdf_target_table,vdf_seeded_at,vdf_original_row_hash
VDF_Global_Commodity,STEEL,2026-05-28,nan,stock_hk_hot_rank_detail_em,,,STEEL,,v027.7,PREVIEW_ONLY_NO_DATABASE_WRITE,VDF_Global_Commodity_AkShare_Candidate,2026-06-10 14:58:16,3e56ab0ce2afa61d
VDF_Global_Commodity,STEEL,2026-05-29,nan,stock_hk_hot_rank_detail_em,,,STEEL,,v027.7,PREVIEW_ONLY_NO_DATABASE_WRITE,VDF_Global_Commodity_AkShare_Candidate,2026-06-10 14:58:16,40e8296c0ed61094
VDF_Global_Commodity,STEEL,2026-05-30,nan,stock_hk_hot_rank_detail_em,,,STEEL,,v027.7,PREVIEW_ONLY_NO_DATABASE_WRITE,VDF_Global_Commodity_AkShare_Candidate,2026-06-10 14:58:16,e53d73801e8f4112
VDF_Global_Commodity,STEEL,2026-05-31,nan,stock_hk_hot_rank_detail_em,,,STEEL,,v027.7,PREVIEW_ONLY_NO_DATABASE_WRITE,VDF_Global_Commodity_AkShare_Candidate,2026-06-10 14:58:16,fef82514d2108ea1
VDF_Global_Commodity,STEEL,2026-06-01,nan,stock_hk_hot_rank_detail_em,,,STEEL,,v027.7,PREVIEW_ONLY_NO_DATABASE_WRITE,VDF_Global_Commodity_AkShare_Candidate,2026-06-10 14:58:16,518388a4bd633bdf
VDF_Global_Commodity,STEEL,2026-06-02,nan,stock_hk_hot_rank_detail_em,,,STEEL,,v027.7,PREVIEW_ONLY_NO_DATABASE_WRITE,VDF_Global_Commodity_AkShare_Candidate,2026-06-10 14:58:16,56d9bd37d5c6d037
VDF_Global_Commodity,STEEL,2026-06-03,nan,stock_hk_hot_rank_detail_em,,,STEEL,,v027.7,PREVIEW_ONLY_NO_DATABASE_WRITE,VDF_Global_Commodity_AkShare_Candidate,2026-06-10 14:58:16,348f2d77d1f984b6
VDF_Global_Commodity,STEEL,2026-06-04,nan,stock_hk_hot_rank_detail_em,,,STEEL,,v027.7,PREVIEW_ONLY_NO_DATABASE_WRITE,VDF_Global_Commodity_AkShare_Candidate,2026-06-10 14:58:16,effbe9b4a4e02568
VDF_Global_Commodity,STEEL,2026-06-05,nan,stock_hk_hot_rank_detail_em,,,STEEL,,v027.7,PREVIEW_ONLY_NO_DATABASE_WRITE,VDF_Global_Commodity_AkShare_Candidate,2026-06-10 14:58:16,e5968e77e8c85060
VDF_Global_Commodity,STEEL,2026-06-06,nan,stock_hk_hot_rank_detail_em,,,STEEL,,v027.7,PREVIEW_ONLY_NO_DATABASE_WRITE,VDF_Global_Commodity_AkShare_Candidate,2026-06-10 14:58:16,751374545aa7d59f
VDF_Global_Commodity,STEEL,2026-06-07,nan,stock_hk_hot_rank_detail_em,,,STEEL,,v027.7,PREVIEW_ONLY_NO_DATABASE_WRITE,VDF_Global_Commodity_AkShare_Candidate,2026-06-10 14:58:16,2e28489319df7bab
VDF_Global_Commodity,STEEL,2026-06-08,nan,stock_hk_hot_rank_detail_em,,,STEEL,,v027.7,PREVIEW_ONLY_NO_DATABASE_WRITE,VDF_Global_Commodity_AkShare_Candidate,2026-06-10 14:58:16,587050c546c2fc6f
VDF_Global_Commodity,STEEL,2026-06-09,nan,stock_hk_hot_rank_detail_em,,,STEEL,,v027.7,PREVIEW_ONLY_NO_DATABASE_WRITE,VDF_Global_Commodity_AkShare_Candidate,2026-06-10 14:58:16,dbe71981a6e3cd04
VDF_Global_Commodity,STEEL,2026-06-10,nan,stock_hk_hot_rank_detail_em,,,STEEL,,v027.7,PREVIEW_ONLY_NO_DATABASE_WRITE,VDF_Global_Commodity_AkShare_Candidate,2026-06-10 14:58:16,284322b2697ecb17
VDF_Global_Commodity,COMMODITY_FUTURES,nan,FEF,futures_foreign_commodity_subscribe_exchange_symbol,,,COMMODITY_FUTURES,,v027.7,PREVIEW_ONLY_NO_DATABASE_WRITE,VDF_Global_Commodity_AkShare_Candidate,2026-06-10 14:58:19,8ed97111ad0a8683
VDF_Global_Commodity,COMMODITY_FUTURES,nan,FCPO,futures_foreign_commodity_subscribe_exchange_symbol,,,COMMODITY_FUTURES,,v027.7,PREVIEW_ONLY_NO_DATABASE_WRITE,VDF_Global_Commodity_AkShare_Candidate,2026-06-10 14:58:19,b6c324f1982f4025
VDF_Global_Commodity,COMMODITY_FUTURES,nan,RSS3,futures_foreign_commodity_subscribe_exchange_symbol,,,COMMODITY_FUTURES,,v027.7,PREVIEW_ONLY_NO_DATABASE_WRITE,VDF_Global_Commodity_AkShare_Candidate,2026-06-10 14:58:19,57eb5cd28b5ac54e
VDF_Global_Commodity,COMMODITY_FUTURES,nan,RS,futures_foreign_commodity_subscribe_exchange_symbol,,,COMMODITY_FUTURES,,v027.7,PREVIEW_ONLY_NO_DATABASE_WRITE,VDF_Global_Commodity_AkShare_Candidate,2026-06-10 14:58:19,a6f7896282f27654
VDF_Global_Commodity,COMMODITY_FUTURES,nan,BTC,futures_foreign_commodity_subscribe_exchange_symbol,,,COMMODITY_FUTURES,,v027.7,PREVIEW_ONLY_NO_DATABASE_WRITE,VDF_Global_Commodity_AkShare_Candidate,2026-06-10 14:58:19,8881531c4db276fc
VDF_Global_Commodity,COMMODITY_FUTURES,nan,CT,futures_foreign_commodity_subscribe_exchange_symbol,,,COMMODITY_FUTURES,,v027.7,PREVIEW_ONLY_NO_DATABASE_WRITE,VDF_Global_Commodity_AkShare_Candidate,2026-06-10 14:58:19,87b1ad27576725bf
VDF_Global_Commodity,COMMODITY_FUTURES,nan,NID,futures_foreign_commodity_subscribe_exchange_symbol,,,COMMODITY_FUTURES,,v027.7,PREVIEW_ONLY_NO_DATABASE_WRITE,VDF_Global_Commodity_AkShare_Candidate,2026-06-10 14:58:19,b0e761cec4a31790
VDF_Global_Commodity,COMMODITY_FUTURES,nan,PBD,futures_foreign_commodity_subscribe_exchange_symbol,,,COMMODITY_FUTURES,,v027.7,PREVIEW_ONLY_NO_DATABASE_WRITE,VDF_Global_Commodity_AkShare_Candidate,2026-06-10 14:58:19,e4c42bf85705583b
VDF_Global_Commodity,COMMODITY_FUTURES,nan,SND,futures_foreign_commodity_subscribe_exchange_symbol,,,COMMODITY_FUTURES,,v027.7,PREVIEW_ONLY_NO_DATABASE_WRITE,VDF_Global_Commodity_AkShare_Candidate,2026-06-10 14:58:19,abd3206346ff4d85
VDF_Global_Commodity,COMMODITY_FUTURES,nan,ZSD,futures_foreign_commodity_subscribe_exchange_symbol,,,COMMODITY_FUTURES,,v027.7,PREVIEW_ONLY_NO_DATABASE_WRITE,VDF_Global_Commodity_AkShare_Candidate,2026-06-10 14:58:19,34e6a213b7c37244
VDF_Global_Commodity,COMMODITY_FUTURES,nan,AHD,futures_foreign_commodity_subscribe_exchange_symbol,,,COMMODITY_FUTURES,,v027.7,PREVIEW_ONLY_NO_DATABASE_WRITE,VDF_Global_Commodity_AkShare_Candidate,2026-06-10 14:58:19,ea39f86f0cc205f2
VDF_Global_Commodity,COMMODITY_FUTURES,nan,CAD,futures_foreign_commodity_subscribe_exchange_symbol,,,COMMODITY_FUTURES,,v027.7,PREVIEW_ONLY_NO_DATABASE_WRITE,VDF_Global_Commodity_AkShare_Candidate,2026-06-10 14:58:19,b599eda556917203
VDF_Global_Commodity,COMMODITY_FUTURES,nan,S,futures_foreign_commodity_subscribe_exchange_symbol,,,COMMODITY_FUTURES,,v027.7,PREVIEW_ONLY_NO_DATABASE_WRITE,VDF_Global_Commodity_AkShare_Candidate,2026-06-10 14:58:19,5ef2551ad8ff5d40
VDF_Global_Commodity,COMMODITY_FUTURES,nan,W,futures_foreign_commodity_subscribe_exchange_symbol,,,COMMODITY_FUTURES,,v027.7,PREVIEW_ONLY_NO_DATABASE_WRITE,VDF_Global_Commodity_AkShare_Candidate,2026-06-10 14:58:19,ec5bc834d2fb249d
VDF_Global_Commodity,COMMODITY_FUTURES,nan,C,futures_foreign_commodity_subscribe_exchange_symbol,,,COMMODITY_FUTURES,,v027.7,PREVIEW_ONLY_NO_DATABASE_WRITE,VDF_Global_Commodity_AkShare_Candidate,2026-06-10 14:58:19,fc3703242831a527
VDF_Global_Commodity,COMMODITY_FUTURES,nan,BO,futures_foreign_commodity_subscribe_exchange_symbol,,,COMMODITY_FUTURES,,v027.7,PREVIEW_ONLY_NO_DATABASE_WRITE,VDF_Global_Commodity_AkShare_Candidate,2026-06-10 14:58:19,1937058cf9dcbf3f
VDF_Global_Commodity,COMMODITY_FUTURES,nan,SM,futures_foreign_commodity_subscribe_exchange_symbol,,,COMMODITY_FUTURES,,v027.7,PREVIEW_ONLY_NO_DATABASE_WRITE,VDF_Global_Commodity_AkShare_Candidate,2026-06-10 14:58:19,d87aedb292159a7a
VDF_Global_Commodity,COMMODITY_FUTURES,nan,TRB,futures_foreign_commodity_subscribe_exchange_symbol,,,COMMODITY_FUTURES,,v027.7,PREVIEW_ONLY_NO_DATABASE_WRITE,VDF_Global_Commodity_AkShare_Candidate,2026-06-10 14:58:19,55530a7c487ccd7e
VDF_Global_Commodity,COMMODITY_FUTURES,nan,HG,futures_foreign_commodity_subscribe_exchange_symbol,,,COMMODITY_FUTURES,,v027.7,PREVIEW_ONLY_NO_DATABASE_WRITE,VDF_Global_Commodity_AkShare_Candidate,2026-06-10 14:58:19,5dad3acfb3118f55
VDF_Global_Commodity,COMMODITY_FUTURES,nan,NG,futures_foreign_commodity_subscribe_exchange_symbol,,,COMMODITY_FUTURES,,v027.7,PREVIEW_ONLY_NO_DATABASE_WRITE,VDF_Global_Commodity_AkShare_Candidate,2026-06-10 14:58:19,e59bb77d090bf232
VDF_Global_Commodity,COMMODITY_FUTURES,nan,CL,futures_foreign_commodity_subscribe_exchange_symbol,,,COMMODITY_FUTURES,,v027.7,PREVIEW_ONLY_NO_DATABASE_WRITE,VDF_Global_Commodity_AkShare_Candidate,2026-06-10 14:58:19,04ca49f8705f8c53
VDF_Global_Commodity,COMMODITY_FUTURES,nan,SI,futures_foreign_commodity_subscribe_exchange_symbol,,,COMMODITY_FUTURES,,v027.7,PREVIEW_ONLY_NO_DATABASE_WRITE,VDF_Global_Commodity_AkShare_Candidate,2026-06-10 14:58:19,c5c416e5c0ab2b85
VDF_Global_Commodity,COMMODITY_FUTURES,nan,GC,futures_foreign_commodity_subscribe_exchange_symbol,,,COMMODITY_FUTURES,,v027.7,PREVIEW_ONLY_NO_DATABASE_WRITE,VDF_Global_Commodity_AkShare_Candidate,2026-06-10 14:58:19,36fc04e0f35fc7f3
VDF_Global_Commodity,COMMODITY_FUTURES,nan,LHC,futures_foreign_commodity_subscribe_exchange_symbol,,,COMMODITY_FUTURES,,v027.7,PREVIEW_ONLY_NO_DATABASE_WRITE,VDF_Global_Commodity_AkShare_Candidate,2026-06-10 14:58:19,8d821f09e50a682b
VDF_Global_Commodity,COMMODITY_FUTURES,nan,OIL,futures_foreign_commodity_subscribe_exchange_symbol,,,COMMODITY_FUTURES,,v027.7,PREVIEW_ONLY_NO_DATABASE_WRITE,VDF_Global_Commodity_AkShare_Candidate,2026-06-10 14:58:19,1fe60eee3883231c
VDF_Global_Commodity,COMMODITY_FUTURES,nan,XAU,futures_foreign_commodity_subscribe_exchange_symbol,,,COMMODITY_FUTURES,,v027.7,PREVIEW_ONLY_NO_DATABASE_WRITE,VDF_Global_Commodity_AkShare_Candidate,2026-06-10 14:58:19,d4f7a2bcee11bda6
VDF_Global_Commodity,COMMODITY_FUTURES,nan,XAG,futures_foreign_commodity_subscribe_exchange_symbol,,,COMMODITY_FUTURES,,v027.7,PREVIEW_ONLY_NO_DATABASE_WRITE,VDF_Global_Commodity_AkShare_Candidate,2026-06-10 14:58:19,204b222caaaa9b53
VDF_Global_Commodity,COMMODITY_FUTURES,nan,XPT,futures_foreign_commodity_subscribe_exchange_symbol,,,COMMODITY_FUTURES,,v027.7,PREVIEW_ONLY_NO_DATABASE_WRITE,VDF_Global_Commodity_AkShare_Candidate,2026-06-10 14:58:19,3d573dfd72c901dc
VDF_Global_Commodity,COMMODITY_FUTURES,nan,XPD,futures_foreign_commodity_subscribe_exchange_symbol,,,COMMODITY_FUTURES,,v027.7,PREVIEW_ONLY_NO_DATABASE_WRITE,VDF_Global_Commodity_AkShare_Candidate,2026-06-10 14:58:19,086b94f981eb0da1
VDF_Global_Commodity,COMMODITY_FUTURES,nan,EUA,futures_foreign_commodity_subscribe_exchange_symbol,,,COMMODITY_FUTURES,,v027.7,PREVIEW_ONLY_NO_DATABASE_WRITE,VDF_Global_Commodity_AkShare_Candidate,2026-06-10 14:58:19,e6a8902b447aab14
