"def_sim_id","def_source_candidate_id","def_registry_type","def_normalized_key","def_owner_engine","def_domain_family","def_candidate_canonical_value","def_simulation_action","def_source_mutation","def_canonical_merge","def_db_write"
"SIM_ROW_0070","ROWPATCH_0070","SANDBOX_ROW_MAPPING_SIMULATION","VRN_TickerRegexSSOT","VDF","MARKET_TICKER_IDENTITY","TW_TICKER=4_DIGITS; TWSE_YF={TW_TICKER}.TW; TPEX_YF={TW_TICKER}.TWO; OVERSEAS=PROVIDER_NATIVE_TICKER","WOULD_MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_ONLY","false","false","false"
"SIM_ROW_0071","ROWPATCH_0071","SANDBOX_ROW_MAPPING_SIMULATION","VDF_Global_Commodity_AkShare_Candidate","VDF","DATA_SOURCE_CONTRACT","PROVIDER_REGISTRY_ONLY; API_KEYS_FROM_UI_RUNTIME_SECRET_OR_ENV_NAME_ONLY; RAW_SECRET_FORBIDDEN; FALLBACK_EXPLICIT","WOULD_MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_ONLY","false","false","false"
"SIM_ROW_0072","ROWPATCH_0072","SANDBOX_ROW_MAPPING_SIMULATION","schema_warn_count","VRN/VDF","SCHEMA_FIELD_CONTRACT","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","WOULD_MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_ONLY","false","false","false"
"SIM_ROW_0073","ROWPATCH_0073","SANDBOX_ROW_MAPPING_SIMULATION","has_yfinance_data","VDF","MARKET_TICKER_IDENTITY","TW_TICKER=4_DIGITS; TWSE_YF={TW_TICKER}.TW; TPEX_YF={TW_TICKER}.TWO; OVERSEAS=PROVIDER_NATIVE_TICKER","WOULD_MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_ONLY","false","false","false"
"SIM_ROW_0074","ROWPATCH_0074","SANDBOX_ROW_MAPPING_SIMULATION","schema_role","VRN/VDF","SCHEMA_FIELD_CONTRACT","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","WOULD_MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_ONLY","false","false","false"
"SIM_ROW_0075","ROWPATCH_0075","SANDBOX_ROW_MAPPING_SIMULATION","akshare_import","VDF","DATA_SOURCE_CONTRACT","PROVIDER_REGISTRY_ONLY; API_KEYS_FROM_UI_RUNTIME_SECRET_OR_ENV_NAME_ONLY; RAW_SECRET_FORBIDDEN; FALLBACK_EXPLICIT","WOULD_MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_ONLY","false","false","false"
"SIM_ROW_0076","ROWPATCH_0076","SANDBOX_ROW_MAPPING_SIMULATION","EQUITY_FLAT_SCHEMA","VDF","MARKET_TICKER_IDENTITY","TW_TICKER=4_DIGITS; TWSE_YF={TW_TICKER}.TW; TPEX_YF={TW_TICKER}.TWO; OVERSEAS=PROVIDER_NATIVE_TICKER","WOULD_MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_ONLY","false","false","false"
"SIM_ROW_0077","ROWPATCH_0077","SANDBOX_ROW_MAPPING_SIMULATION","consensus_by_ticker","VDF","MARKET_TICKER_IDENTITY","TW_TICKER=4_DIGITS; TWSE_YF={TW_TICKER}.TW; TPEX_YF={TW_TICKER}.TWO; OVERSEAS=PROVIDER_NATIVE_TICKER","WOULD_MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_ONLY","false","false","false"
"SIM_ROW_0078","ROWPATCH_0078","SANDBOX_ROW_MAPPING_SIMULATION","akshare_version","VDF","DATA_SOURCE_CONTRACT","PROVIDER_REGISTRY_ONLY; API_KEYS_FROM_UI_RUNTIME_SECRET_OR_ENV_NAME_ONLY; RAW_SECRET_FORBIDDEN; FALLBACK_EXPLICIT","WOULD_MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_ONLY","false","false","false"
"SIM_ROW_0079","ROWPATCH_0079","SANDBOX_ROW_MAPPING_SIMULATION","schema_run","VRN/VDF","SCHEMA_FIELD_CONTRACT","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","WOULD_MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_ONLY","false","false","false"
"SIM_ROW_0080","ROWPATCH_0080","SANDBOX_ROW_MAPPING_SIMULATION","duplicate_after_collision_policy","VIA","GOVERNANCE_POLICY","VIA_GOVERNANCE_POLICY_REGISTRY","WOULD_MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_ONLY","false","false","false"
"SIM_ROW_0081","ROWPATCH_0081","SANDBOX_ROW_MAPPING_SIMULATION","missing_yfinance_csv","VDF","MARKET_TICKER_IDENTITY","TW_TICKER=4_DIGITS; TWSE_YF={TW_TICKER}.TW; TPEX_YF={TW_TICKER}.TWO; OVERSEAS=PROVIDER_NATIVE_TICKER","WOULD_MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_ONLY","false","false","false"
"SIM_ROW_0082","ROWPATCH_0082","SANDBOX_ROW_MAPPING_SIMULATION","schema_audit_csv","VDF","DATA_SOURCE_CONTRACT","PROVIDER_REGISTRY_ONLY; API_KEYS_FROM_UI_RUNTIME_SECRET_OR_ENV_NAME_ONLY; RAW_SECRET_FORBIDDEN; FALLBACK_EXPLICIT","WOULD_MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_ONLY","false","false","false"
"SIM_ROW_0083","ROWPATCH_0083","SANDBOX_ROW_MAPPING_SIMULATION","dedup_policy_required","VIA","GOVERNANCE_POLICY","VIA_GOVERNANCE_POLICY_REGISTRY","WOULD_MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_ONLY","false","false","false"
"SIM_ROW_0084","ROWPATCH_0084","SANDBOX_ROW_MAPPING_SIMULATION","financialdata_fields","VRN/VDF","SCHEMA_FIELD_CONTRACT","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","WOULD_MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_ONLY","false","false","false"
"SIM_ROW_0085","ROWPATCH_0085","SANDBOX_ROW_MAPPING_SIMULATION","OUT_SCHEMA_CSV","VRN/VDF","SCHEMA_FIELD_CONTRACT","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","WOULD_MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_ONLY","false","false","false"
"SIM_ROW_0086","ROWPATCH_0086","SANDBOX_ROW_MAPPING_SIMULATION","fred_api_key_sources_checked","VDF","DATA_SOURCE_CONTRACT","PROVIDER_REGISTRY_ONLY; API_KEYS_FROM_UI_RUNTIME_SECRET_OR_ENV_NAME_ONLY; RAW_SECRET_FORBIDDEN; FALLBACK_EXPLICIT","WOULD_MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_ONLY","false","false","false"
"SIM_ROW_0087","ROWPATCH_0087","SANDBOX_ROW_MAPPING_SIMULATION","fred_id","VDF","DATA_SOURCE_CONTRACT","PROVIDER_REGISTRY_ONLY; API_KEYS_FROM_UI_RUNTIME_SECRET_OR_ENV_NAME_ONLY; RAW_SECRET_FORBIDDEN; FALLBACK_EXPLICIT","WOULD_MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_ONLY","false","false","false"
"SIM_ROW_0088","ROWPATCH_0088","SANDBOX_ROW_MAPPING_SIMULATION","operating_income_wrong_unit_rows","VRN/VDF","SCHEMA_FIELD_CONTRACT","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","WOULD_MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_ONLY","false","false","false"
"SIM_ROW_0089","ROWPATCH_0089","SANDBOX_ROW_MAPPING_SIMULATION","output_schema","VRN/VDF","SCHEMA_FIELD_CONTRACT","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","WOULD_MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_ONLY","false","false","false"
"SIM_ROW_0090","ROWPATCH_0090","SANDBOX_ROW_MAPPING_SIMULATION","output_unit","VRN/VDF","SCHEMA_FIELD_CONTRACT","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","WOULD_MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_ONLY","false","false","false"
"SIM_ROW_0091","ROWPATCH_0091","SANDBOX_ROW_MAPPING_SIMULATION","coaxis_policy_registry","VIA","GOVERNANCE_POLICY","VIA_GOVERNANCE_POLICY_REGISTRY","WOULD_MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_ONLY","false","false","false"
"SIM_ROW_0092","ROWPATCH_0092","SANDBOX_ROW_MAPPING_SIMULATION","old_unit","VRN/VDF","SCHEMA_FIELD_CONTRACT","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","WOULD_MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_ONLY","false","false","false"
"SIM_ROW_0093","ROWPATCH_0093","SANDBOX_ROW_MAPPING_SIMULATION","broker_protected_fields","VRN/VDF","SCHEMA_FIELD_CONTRACT","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","WOULD_MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_ONLY","false","false","false"
"SIM_ROW_0094","ROWPATCH_0094","SANDBOX_ROW_MAPPING_SIMULATION","YFINANCE_SEAL","VDF","MARKET_TICKER_IDENTITY","TW_TICKER=4_DIGITS; TWSE_YF={TW_TICKER}.TW; TPEX_YF={TW_TICKER}.TWO; OVERSEAS=PROVIDER_NATIVE_TICKER","WOULD_MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_ONLY","false","false","false"
"SIM_ROW_0095","ROWPATCH_0095","SANDBOX_ROW_MAPPING_SIMULATION","yfinance_matrix_csv","VDF","MARKET_TICKER_IDENTITY","TW_TICKER=4_DIGITS; TWSE_YF={TW_TICKER}.TW; TPEX_YF={TW_TICKER}.TWO; OVERSEAS=PROVIDER_NATIVE_TICKER","WOULD_MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_ONLY","false","false","false"
"SIM_ROW_0096","ROWPATCH_0096","SANDBOX_ROW_MAPPING_SIMULATION","YFINANCE_INFO_FIELDS","VDF","MARKET_TICKER_IDENTITY","TW_TICKER=4_DIGITS; TWSE_YF={TW_TICKER}.TW; TPEX_YF={TW_TICKER}.TWO; OVERSEAS=PROVIDER_NATIVE_TICKER","WOULD_MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_ONLY","false","false","false"
"SIM_ROW_0097","ROWPATCH_0097","SANDBOX_ROW_MAPPING_SIMULATION","YFINANCE_AVAILABLE","VDF","MARKET_TICKER_IDENTITY","TW_TICKER=4_DIGITS; TWSE_YF={TW_TICKER}.TW; TPEX_YF={TW_TICKER}.TWO; OVERSEAS=PROVIDER_NATIVE_TICKER","WOULD_MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_ONLY","false","false","false"
"SIM_ROW_0098","ROWPATCH_0098","SANDBOX_ROW_MAPPING_SIMULATION","fred_akshare_capability_seal","VDF","DATA_SOURCE_CONTRACT","PROVIDER_REGISTRY_ONLY; API_KEYS_FROM_UI_RUNTIME_SECRET_OR_ENV_NAME_ONLY; RAW_SECRET_FORBIDDEN; FALLBACK_EXPLICIT","WOULD_MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_ONLY","false","false","false"
"SIM_ROW_0099","ROWPATCH_0099","SANDBOX_ROW_MAPPING_SIMULATION","_vdf_v02784_policy","VDF","GOVERNANCE_POLICY","VIA_GOVERNANCE_POLICY_REGISTRY","WOULD_MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_ONLY","false","false","false"
"SIM_ROW_0100","ROWPATCH_0100","SANDBOX_ROW_MAPPING_SIMULATION","FRED_API_KEY","VDF","DATA_SOURCE_CONTRACT","PROVIDER_REGISTRY_ONLY; API_KEYS_FROM_UI_RUNTIME_SECRET_OR_ENV_NAME_ONLY; RAW_SECRET_FORBIDDEN; FALLBACK_EXPLICIT","WOULD_MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_ONLY","false","false","false"
"SIM_ROW_0101","ROWPATCH_0101","SANDBOX_ROW_MAPPING_SIMULATION","fred_api_key_env","VDF","DATA_SOURCE_CONTRACT","PROVIDER_REGISTRY_ONLY; API_KEYS_FROM_UI_RUNTIME_SECRET_OR_ENV_NAME_ONLY; RAW_SECRET_FORBIDDEN; FALLBACK_EXPLICIT","WOULD_MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_ONLY","false","false","false"
"SIM_ROW_0102","ROWPATCH_0102","SANDBOX_ROW_MAPPING_SIMULATION","_vdf_v027841_collision_policy","VDF","GOVERNANCE_POLICY","VIA_GOVERNANCE_POLICY_REGISTRY","WOULD_MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_ONLY","false","false","false"
"SIM_ROW_0103","ROWPATCH_0103","SANDBOX_ROW_MAPPING_SIMULATION","has_ticker","VDF","MARKET_TICKER_IDENTITY","TW_TICKER=4_DIGITS; TWSE_YF={TW_TICKER}.TW; TPEX_YF={TW_TICKER}.TWO; OVERSEAS=PROVIDER_NATIVE_TICKER","WOULD_MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_ONLY","false","false","false"
"SIM_ROW_0104","ROWPATCH_0104","SANDBOX_ROW_MAPPING_SIMULATION","fred_api_key_value_not_printed","VDF","DATA_SOURCE_CONTRACT","PROVIDER_REGISTRY_ONLY; API_KEYS_FROM_UI_RUNTIME_SECRET_OR_ENV_NAME_ONLY; RAW_SECRET_FORBIDDEN; FALLBACK_EXPLICIT","WOULD_MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_ONLY","false","false","false"
"SIM_ROW_0105","ROWPATCH_0105","SANDBOX_ROW_MAPPING_SIMULATION","flow_f_fred_akshare_global","VDF","DATA_SOURCE_CONTRACT","PROVIDER_REGISTRY_ONLY; API_KEYS_FROM_UI_RUNTIME_SECRET_OR_ENV_NAME_ONLY; RAW_SECRET_FORBIDDEN; FALLBACK_EXPLICIT","WOULD_MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_ONLY","false","false","false"
"SIM_ROW_0106","ROWPATCH_0106","SANDBOX_ROW_MAPPING_SIMULATION","HasTicker","VDF","MARKET_TICKER_IDENTITY","TW_TICKER=4_DIGITS; TWSE_YF={TW_TICKER}.TW; TPEX_YF={TW_TICKER}.TWO; OVERSEAS=PROVIDER_NATIVE_TICKER","WOULD_MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_ONLY","false","false","false"
"SIM_ROW_0107","ROWPATCH_0107","SANDBOX_ROW_MAPPING_SIMULATION","history_fields","VRN/VDF","SCHEMA_FIELD_CONTRACT","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","WOULD_MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_ONLY","false","false","false"
"SIM_ROW_0108","ROWPATCH_0108","SANDBOX_ROW_MAPPING_SIMULATION","HasYFinance","VDF","MARKET_TICKER_IDENTITY","TW_TICKER=4_DIGITS; TWSE_YF={TW_TICKER}.TW; TPEX_YF={TW_TICKER}.TWO; OVERSEAS=PROVIDER_NATIVE_TICKER","WOULD_MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_ONLY","false","false","false"
"SIM_ROW_0109","ROWPATCH_0109","SANDBOX_ROW_MAPPING_SIMULATION","schema_ssot_json_count","VRN/VDF","SCHEMA_FIELD_CONTRACT","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","WOULD_MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_ONLY","false","false","false"
"SIM_ROW_0110","ROWPATCH_0110","SANDBOX_ROW_MAPPING_SIMULATION","source_policy","VDF","MARKET_TICKER_IDENTITY","TW_TICKER=4_DIGITS; TWSE_YF={TW_TICKER}.TW; TPEX_YF={TW_TICKER}.TWO; OVERSEAS=PROVIDER_NATIVE_TICKER","WOULD_MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_ONLY","false","false","false"
"SIM_ROW_0111","ROWPATCH_0111","SANDBOX_ROW_MAPPING_SIMULATION","by_ticker","VDF","MARKET_TICKER_IDENTITY","TW_TICKER=4_DIGITS; TWSE_YF={TW_TICKER}.TW; TPEX_YF={TW_TICKER}.TWO; OVERSEAS=PROVIDER_NATIVE_TICKER","WOULD_MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_ONLY","false","false","false"
"SIM_ROW_0112","ROWPATCH_0112","SANDBOX_ROW_MAPPING_SIMULATION","Macro","VDF","DATA_SOURCE_CONTRACT","PROVIDER_REGISTRY_ONLY; API_KEYS_FROM_UI_RUNTIME_SECRET_OR_ENV_NAME_ONLY; RAW_SECRET_FORBIDDEN; FALLBACK_EXPLICIT","WOULD_MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_ONLY","false","false","false"
"SIM_ROW_0113","ROWPATCH_0113","SANDBOX_ROW_MAPPING_SIMULATION","ticker_regex_count","VDF","MARKET_TICKER_IDENTITY","TW_TICKER=4_DIGITS; TWSE_YF={TW_TICKER}.TW; TPEX_YF={TW_TICKER}.TWO; OVERSEAS=PROVIDER_NATIVE_TICKER","WOULD_MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_ONLY","false","false","false"
"SIM_ROW_0114","ROWPATCH_0114","SANDBOX_ROW_MAPPING_SIMULATION","ticker_ok","VDF","MARKET_TICKER_IDENTITY","TW_TICKER=4_DIGITS; TWSE_YF={TW_TICKER}.TW; TPEX_YF={TW_TICKER}.TWO; OVERSEAS=PROVIDER_NATIVE_TICKER","WOULD_MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_ONLY","false","false","false"
"SIM_ROW_0115","ROWPATCH_0115","SANDBOX_ROW_MAPPING_SIMULATION","dryrun_policy","VDF","DATA_SOURCE_CONTRACT","PROVIDER_REGISTRY_ONLY; API_KEYS_FROM_UI_RUNTIME_SECRET_OR_ENV_NAME_ONLY; RAW_SECRET_FORBIDDEN; FALLBACK_EXPLICIT","WOULD_MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_ONLY","false","false","false"
"SIM_ROW_0116","ROWPATCH_0116","SANDBOX_ROW_MAPPING_SIMULATION","ticker_main","VDF","MARKET_TICKER_IDENTITY","TW_TICKER=4_DIGITS; TWSE_YF={TW_TICKER}.TW; TPEX_YF={TW_TICKER}.TWO; OVERSEAS=PROVIDER_NATIVE_TICKER","WOULD_MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_ONLY","false","false","false"
"SIM_ROW_0117","ROWPATCH_0117","SANDBOX_ROW_MAPPING_SIMULATION","unit_ratio","VRN/VDF","SCHEMA_FIELD_CONTRACT","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","WOULD_MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_ONLY","false","false","false"
"SIM_ROW_0118","ROWPATCH_0118","SANDBOX_ROW_MAPPING_SIMULATION","detected_text_schema","VRN/VDF","SCHEMA_FIELD_CONTRACT","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","WOULD_MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_ONLY","false","false","false"
"SIM_ROW_0119","ROWPATCH_0119","SANDBOX_ROW_MAPPING_SIMULATION","unit_band_orange","VRN/VDF","SCHEMA_FIELD_CONTRACT","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","WOULD_MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_ONLY","false","false","false"
"SIM_ROW_0120","ROWPATCH_0120","SANDBOX_ROW_MAPPING_SIMULATION","default_unit","VRN/VDF","SCHEMA_FIELD_CONTRACT","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","WOULD_MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_ONLY","false","false","false"
"SIM_ROW_0121","ROWPATCH_0121","SANDBOX_ROW_MAPPING_SIMULATION","schema_compare_csv","VRN/VDF","SCHEMA_FIELD_CONTRACT","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","WOULD_MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_ONLY","false","false","false"
"SIM_ROW_0122","ROWPATCH_0122","SANDBOX_ROW_MAPPING_SIMULATION","schema_df","VRN/VDF","SCHEMA_FIELD_CONTRACT","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","WOULD_MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_ONLY","false","false","false"
"SIM_ROW_0123","ROWPATCH_0123","SANDBOX_ROW_MAPPING_SIMULATION","schema_ok","VRN/VDF","SCHEMA_FIELD_CONTRACT","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","WOULD_MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_ONLY","false","false","false"
"SIM_ROW_0124","ROWPATCH_0124","SANDBOX_ROW_MAPPING_SIMULATION","schema_gate_json","VDF","DATA_SOURCE_CONTRACT","PROVIDER_REGISTRY_ONLY; API_KEYS_FROM_UI_RUNTIME_SECRET_OR_ENV_NAME_ONLY; RAW_SECRET_FORBIDDEN; FALLBACK_EXPLICIT","WOULD_MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_ONLY","false","false","false"
"SIM_ROW_0125","ROWPATCH_0125","SANDBOX_ROW_MAPPING_SIMULATION","schema_layer","VRN/VDF","SCHEMA_FIELD_CONTRACT","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","WOULD_MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_ONLY","false","false","false"
"SIM_ROW_0126","ROWPATCH_0126","SANDBOX_ROW_MAPPING_SIMULATION","schema_strict","VRN/VDF","SCHEMA_FIELD_CONTRACT","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","WOULD_MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_ONLY","false","false","false"
"SIM_ROW_0127","ROWPATCH_0127","SANDBOX_ROW_MAPPING_SIMULATION","ConsensusPolicy","VIA","GOVERNANCE_POLICY","VIA_GOVERNANCE_POLICY_REGISTRY","WOULD_MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_ONLY","false","false","false"
"SIM_ROW_0128","ROWPATCH_0128","SANDBOX_ROW_MAPPING_SIMULATION","matched_yfinance_rows","VDF","MARKET_TICKER_IDENTITY","TW_TICKER=4_DIGITS; TWSE_YF={TW_TICKER}.TW; TPEX_YF={TW_TICKER}.TWO; OVERSEAS=PROVIDER_NATIVE_TICKER","WOULD_MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_ONLY","false","false","false"
"SIM_ROW_0129","ROWPATCH_0129","SANDBOX_ROW_MAPPING_SIMULATION","primary_source_module","VDF","DATA_SOURCE_CONTRACT","PROVIDER_REGISTRY_ONLY; API_KEYS_FROM_UI_RUNTIME_SECRET_OR_ENV_NAME_ONLY; RAW_SECRET_FORBIDDEN; FALLBACK_EXPLICIT","WOULD_MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_ONLY","false","false","false"
"SIM_ROW_0130","ROWPATCH_0130","SANDBOX_ROW_MAPPING_SIMULATION","yf_tickers_to_fetch","VDF","MARKET_TICKER_IDENTITY","TW_TICKER=4_DIGITS; TWSE_YF={TW_TICKER}.TW; TPEX_YF={TW_TICKER}.TWO; OVERSEAS=PROVIDER_NATIVE_TICKER","WOULD_MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_ONLY","false","false","false"
"SIM_ROW_0131","ROWPATCH_0131","SANDBOX_ROW_MAPPING_SIMULATION","yf_tickers","VDF","MARKET_TICKER_IDENTITY","TW_TICKER=4_DIGITS; TWSE_YF={TW_TICKER}.TW; TPEX_YF={TW_TICKER}.TWO; OVERSEAS=PROVIDER_NATIVE_TICKER","WOULD_MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_ONLY","false","false","false"
"SIM_ROW_0132","ROWPATCH_0132","SANDBOX_ROW_MAPPING_SIMULATION","yf_ticker","VDF","MARKET_TICKER_IDENTITY","TW_TICKER=4_DIGITS; TWSE_YF={TW_TICKER}.TW; TPEX_YF={TW_TICKER}.TWO; OVERSEAS=PROVIDER_NATIVE_TICKER","WOULD_MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_ONLY","false","false","false"
"SIM_ROW_0133","ROWPATCH_0133","SANDBOX_ROW_MAPPING_SIMULATION","akshare_selector_symbols","VDF","MARKET_TICKER_IDENTITY","TW_TICKER=4_DIGITS; TWSE_YF={TW_TICKER}.TW; TPEX_YF={TW_TICKER}.TWO; OVERSEAS=PROVIDER_NATIVE_TICKER","WOULD_MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_ONLY","false","false","false"
"SIM_ROW_0134","ROWPATCH_0134","SANDBOX_ROW_MAPPING_SIMULATION","AKSHARE_AVAILABLE","VDF","DATA_SOURCE_CONTRACT","PROVIDER_REGISTRY_ONLY; API_KEYS_FROM_UI_RUNTIME_SECRET_OR_ENV_NAME_ONLY; RAW_SECRET_FORBIDDEN; FALLBACK_EXPLICIT","WOULD_MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_ONLY","false","false","false"
"SIM_ROW_0135","ROWPATCH_0135","SANDBOX_ROW_MAPPING_SIMULATION","basic_info_field_count","VRN/VDF","SCHEMA_FIELD_CONTRACT","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","WOULD_MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_ONLY","false","false","false"
"SIM_ROW_0136","ROWPATCH_0136","SANDBOX_ROW_MAPPING_SIMULATION","fieldnames","VRN/VDF","SCHEMA_FIELD_CONTRACT","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","WOULD_MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_ONLY","false","false","false"
"SIM_ROW_0137","ROWPATCH_0137","SANDBOX_ROW_MAPPING_SIMULATION","field_count","VRN/VDF","SCHEMA_FIELD_CONTRACT","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","WOULD_MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_ONLY","false","false","false"
"SIM_ROW_0138","ROWPATCH_0138","SANDBOX_ROW_MAPPING_SIMULATION","fred_small_scope_symbols","VDF","MARKET_TICKER_IDENTITY","TW_TICKER=4_DIGITS; TWSE_YF={TW_TICKER}.TW; TPEX_YF={TW_TICKER}.TWO; OVERSEAS=PROVIDER_NATIVE_TICKER","WOULD_MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_ONLY","false","false","false"
"SIM_ROW_0139","ROWPATCH_0139","SANDBOX_ROW_MAPPING_SIMULATION","hist_by_ticker","VDF","MARKET_TICKER_IDENTITY","TW_TICKER=4_DIGITS; TWSE_YF={TW_TICKER}.TW; TPEX_YF={TW_TICKER}.TWO; OVERSEAS=PROVIDER_NATIVE_TICKER","WOULD_MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_ONLY","false","false","false"
