"GroupType","GroupKey","Count","Sizes","Example","RecommendedAction"
"EXACT_DUPLICATE_SHA256","3E52581230BCCD3C25A3454E7AECD2BD07095BBD39AF61FB266720B04A72E68B","4","SIZE_48x48","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\managed_icons\MISC_ICON_STYLE\05_file_format_export\favicon__3E52581230.ico","KEEP_ONE_REVIEW_OTHERS_PLAN_ONLY"
"EXACT_DUPLICATE_SHA256","3F247B33E9900E39DD5CC19E3986679BB5DC224E3256A25F7184526872612CF3","6","SIZE_1664x831","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page8_img4__DUP__3F247B33E9.png","KEEP_ONE_REVIEW_OTHERS_PLAN_ONLY"
"EXACT_DUPLICATE_SHA256","3F3F939F3CAAF92CB5C997A3D3D7D88946FEB973BB367BE07ACFC45AA4A76B00","4","SIZE_1200x900","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\managed_icons\MISC_ICON_STYLE\05_file_format_export\d2e934358e5c67b94554b4f5bed80893__3F3F939F3C.jpg","KEEP_ONE_REVIEW_OTHERS_PLAN_ONLY"
"EXACT_DUPLICATE_SHA256","3F4A267A584C43744F6C32F3E97FA9BF92B7A34B90BD2679AA9278BC4A2139F3","2","","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VAP\VeritasAutoPlot\html_template\chart_registry.json","KEEP_ONE_REVIEW_OTHERS_PLAN_ONLY"
"EXACT_DUPLICATE_SHA256","3F64021186D3D9688CFCD6D624A8955CE33D1ACD3947139AA3B52CE07E049618","12","SIZE_40x40","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\managed_icons\MATERIAL_SYMBOL_0000F5_36DP\04_vap_chart_visualization\check_box_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1)__3F64021186.svg","KEEP_ONE_REVIEW_OTHERS_PLAN_ONLY"
"EXACT_DUPLICATE_SHA256","3F819E36F22640EC4703924882DA9068D2FFBDF9868F6AA4098BCF055D77061F","4","SIZE_1024x508","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\managed_icons\PNG_MISC_STYLE_UNKNOWN_SIZE\05_file_format_export\3-5-1024x508__3F819E36F2.png","KEEP_ONE_REVIEW_OTHERS_PLAN_ONLY"
"EXACT_DUPLICATE_SHA256","3F97E935CE161BAE3EA7E34F7A9701EB1F7D8A16FF63B650A55230413DCDDE3C","4","SIZE_409x171","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page5_img9__DUP__3F97E935CE.png","KEEP_ONE_REVIEW_OTHERS_PLAN_ONLY"
"EXACT_DUPLICATE_SHA256","3FDCE51F83430A89031CDCE5BD34136F2C5305257FCE6DEC520257CCF9FF12FB","38","SIZE_682x390","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\managed_icons\PNG_MISC_STYLE_UNKNOWN_SIZE\05_file_format_export\page1_img1__3FDCE51F83.png","KEEP_ONE_REVIEW_OTHERS_PLAN_ONLY"
"EXACT_DUPLICATE_SHA256","403608C9ABFA7BFE6D136DB6A9948BC62AE8950F1217B80FB0407AAB663150BB","2","","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VAP\_warehouse\parquet\generated_data_bound_dashboard_registry_v8.parquet","KEEP_ONE_REVIEW_OTHERS_PLAN_ONLY"
"EXACT_DUPLICATE_SHA256","4061A7B93DBAA3E03A46E31A2B8E1110525DD25C7F46683EAA912B51ECB30CF2","10","SIZE_100x1585","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\01_finance_market_trading\yfinance_asset_class_matrix_(3).svg","KEEP_ONE_REVIEW_OTHERS_PLAN_ONLY"
"EXACT_DUPLICATE_SHA256","4077948E8BF9CFCEAF5D0B95F412BFF5AE354C4F6EB1860AD18D8AEAAEB6DACC","6","SIZE_1270x205","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page3_img5__DUP__4077948E8B.png","KEEP_ONE_REVIEW_OTHERS_PLAN_ONLY"
"EXACT_DUPLICATE_SHA256","408109514C7D65E187DE3FDD14B17D5428DC34C8C5FAA8082BBCF5750477227D","4","SIZE_252x238","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page8_img8__DUP__408109514C.png","KEEP_ONE_REVIEW_OTHERS_PLAN_ONLY"
"EXACT_DUPLICATE_SHA256","40865CB2DAE7570B6E2AB86659AD2379EF6B24754304F16F67A417C9AB8F3E37","6","SIZE_831x122","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page2_img3__DUP__40865CB2DA.png","KEEP_ONE_REVIEW_OTHERS_PLAN_ONLY"
"EXACT_DUPLICATE_SHA256","40D6DCF5FFF80E01B170E9E6B33CE94525BE9B5428DA46E8F0B92C354184F04D","6","SIZE_1024x596","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page8_img1__DUP__40D6DCF5FF.png","KEEP_ONE_REVIEW_OTHERS_PLAN_ONLY"
"EXACT_DUPLICATE_SHA256","40DED032156A7DC247BEC92F807F1708B2C69E893C7DFEABED13594CA9126185","4","SIZE_1749x313","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page1_img10__DUP__40DED03215.png","KEEP_ONE_REVIEW_OTHERS_PLAN_ONLY"
"EXACT_DUPLICATE_SHA256","41059271FCFB82AAD4E0FC4FD09382CE2717B4DC6AB99019511C44C4A7192253","8","SIZE_100x520","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\04_file_format_export\icon_extraction_pipeline.svg","KEEP_ONE_REVIEW_OTHERS_PLAN_ONLY"
"EXACT_DUPLICATE_SHA256","413F2FE782C4E418AB215697432F2D4034A983E6EEE8B783D4328BEEB26363DD","2","","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VAP\VeritasAutoPlot\html_template\10\index.html","KEEP_ONE_REVIEW_OTHERS_PLAN_ONLY"
"EXACT_DUPLICATE_SHA256","414C9A23B55C9F8C9050E0362B4528EB758E3F9B6072D79684ADDF37A268229C","4","","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VAP\VeritasAutoPlot\7\style.css","KEEP_ONE_REVIEW_OTHERS_PLAN_ONLY"
"EXACT_DUPLICATE_SHA256","415D7328AFCC99A84FF9BE701AF3656737443C8223EA11EBC640BFDB442E185A","8","SIZE_40x40","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\05_file_format_export\key_off_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","KEEP_ONE_REVIEW_OTHERS_PLAN_ONLY"
"EXACT_DUPLICATE_SHA256","415D90C11E44206F5BF9D675C420FC99C26858EE9FB6D0410CC40FDC704C625C","2","","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VeritasIntelligenceAnalytics\_activation\VIA_ACTIVATION_GATEWAY_V05_PARAM_FIRST_FINAL_20260609_040014\registry\VIA_ActivationGateway_v05_ParamFirst_Manifest.json","KEEP_ONE_REVIEW_OTHERS_PLAN_ONLY"
"EXACT_DUPLICATE_SHA256","42209ABEF29EBD979074F0D8D6C86B4E57CF6783295D3D87EAE635B13929BD07","2","","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VAP\_output\VAP_PANORAMA_MATURITY_OPT_20260507_230210\vap_panorama_maturity_optimizer.py","KEEP_ONE_REVIEW_OTHERS_PLAN_ONLY"
"EXACT_DUPLICATE_SHA256","4229D82AFD8475BFB0E45AC7535069473077CFDE33B73ECB41383176EED95BFC","4","SIZE_612x374","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\managed_icons\MISC_ICON_STYLE\05_file_format_export\istockphoto-2239879286-612x612__4229D82AFD.jpg","KEEP_ONE_REVIEW_OTHERS_PLAN_ONLY"
"EXACT_DUPLICATE_SHA256","422C6903F5C54460E055B36186E7AC67744192E4B15F7E23C951ED73242BC7BB","8","SIZE_130x130","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\03_chart_visualization_vap_core\gantt_chart.svg","KEEP_ONE_REVIEW_OTHERS_PLAN_ONLY"
"EXACT_DUPLICATE_SHA256","42317BDDDD46226DA5A52FC4E5CDFA99C942D0E89159FBF1155A75C7A3890DC7","2","","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VAP\VeritasAutoPlot\VIA_AutoPlot_Ultimate.html","KEEP_ONE_REVIEW_OTHERS_PLAN_ONLY"
"EXACT_DUPLICATE_SHA256","4258448319A5E4C4DF1C91DD2D874CE03F929B0F074CB5E8AEF6749ACD8309D6","14","SIZE_128x128","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\12_seo_business_marketing_png\Black-hat-Icon.png","KEEP_ONE_REVIEW_OTHERS_PLAN_ONLY"
"EXACT_DUPLICATE_SHA256","429BBA0E146782138E88488A84B6D21C797F29A2F89A3B2288EA354C9BEA50D3","4","SIZE_960x720","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page36_img1__DUP__429BBA0E14.png","KEEP_ONE_REVIEW_OTHERS_PLAN_ONLY"
"EXACT_DUPLICATE_SHA256","42CA6C1089035C4371ED866B1A1E133446DDA80A4813579735BC2C809FFFE4F5","6","SIZE_46x171","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page8_img7__DUP__42CA6C1089.png","KEEP_ONE_REVIEW_OTHERS_PLAN_ONLY"
"EXACT_DUPLICATE_SHA256","42CDB200BBA1545308EECCE5EA8E65F17B49D07ECD7E866E892BAF1965D2A46F","6","SIZE_509x293","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page2_img1__DUP__42CDB200BB.png","KEEP_ONE_REVIEW_OTHERS_PLAN_ONLY"
"EXACT_DUPLICATE_SHA256","43057D669BBBBA1D067458798DC9022DB7C50FD21EB39E7DEC98E920246AC9B6","8","SIZE_130x130","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\03_chart_visualization_vap_core\stacked_bar_graph.svg","KEEP_ONE_REVIEW_OTHERS_PLAN_ONLY"
"EXACT_DUPLICATE_SHA256","433A5FC0C2836849D39C2AD05E8393D7A79CF9B40824FD6CCB7749B9DD3C1671","4","","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VAP\VeritasAutoPlot\2\style.css","KEEP_ONE_REVIEW_OTHERS_PLAN_ONLY"
"EXACT_DUPLICATE_SHA256","434FE5BD5CC7C102AFED1A5E24C0A5E504BCCDE102264D2C4267A87F355FD4EC","2","","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VAP\_warehouse\parquet\live_data_source_registry.parquet","KEEP_ONE_REVIEW_OTHERS_PLAN_ONLY"
"EXACT_DUPLICATE_SHA256","4385A8657159ABC9FE2BEA7AFA10FCB68B0972C0B66C6B8BA625B573A3D82C14","4","","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VAP\VAP_SMH_Flow.html","KEEP_ONE_REVIEW_OTHERS_PLAN_ONLY"
"EXACT_DUPLICATE_SHA256","43A086D0548F3E6816A355B9561FAF784AE5E5605C216D78FB138BBF3641EBFD","4","SIZE_219x44","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page15_img7__DUP__43A086D054.png","KEEP_ONE_REVIEW_OTHERS_PLAN_ONLY"
"EXACT_DUPLICATE_SHA256","43E69755A85C550BCEA39EE03B960AC66BCEDE05AE623CF2B5D76DF5F8E9B34E","2","","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VAP\_output\VAP_PROJECT_COMPLETION_V2_20260506_225531\Invoke-VAP-Project-Verify-v2.ps1","KEEP_ONE_REVIEW_OTHERS_PLAN_ONLY"
"EXACT_DUPLICATE_SHA256","442116989210D7C75C1A9FF4CD8682061307A8984894F1CCAD03F3C08EA117C8","6","SIZE_438x300","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page1_img3__DUP__4421169892.png","KEEP_ONE_REVIEW_OTHERS_PLAN_ONLY"
"EXACT_DUPLICATE_SHA256","447E4C089A4347EA42A4B28EB05E519B15EE0B2C53EEF74ECE907A89938194CE","6","SIZE_101x94","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page25_img4__DUP__447E4C089A.png","KEEP_ONE_REVIEW_OTHERS_PLAN_ONLY"
"EXACT_DUPLICATE_SHA256","449B6806931EE7E827F914B57BD38D884466BD297E19C26BD6B3CE56D84FF57F","4","SIZE_358x263","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page6_img8__DUP__449B680693.png","KEEP_ONE_REVIEW_OTHERS_PLAN_ONLY"
"EXACT_DUPLICATE_SHA256","44C23769FFE8A1BCF59F59646F1BDEA93ABE5C4186A85BA3310C1414EA966389","4","SIZE_640x640","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\managed_icons\MISC_ICON_STYLE\05_file_format_export\7f1c20e0fc7ef7b4914384a50c48dd1a__44C23769FF.jpg","KEEP_ONE_REVIEW_OTHERS_PLAN_ONLY"
"EXACT_DUPLICATE_SHA256","44E6514C7D2B242208611A36E9D725E2AD27A0BC05F16D731DED8F95A2A80900","2","","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VeritasIntelligenceAnalytics\supportive modules\10_Core_Runtime\VIA_RuntimeImportFirewall.py","KEEP_ONE_REVIEW_OTHERS_PLAN_ONLY"
"EXACT_DUPLICATE_SHA256","4504206D8E9B304269D72A3F61A18E1C9149E9A9CDB0363BEF7029A197CE32C3","12","SIZE_128x128","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\12_seo_business_marketing_png\Retina-Ready-Icon.png","KEEP_ONE_REVIEW_OTHERS_PLAN_ONLY"
"EXACT_DUPLICATE_SHA256","4516B2AD806B6A36E2D1DD6E587146758208BDFC1D45A508C45D2E299E561EC8","6","SIZE_1199x799","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\managed_icons\MISC_ICON_STYLE\05_file_format_export\ac713fed8ffdf7e913e86320240a97d4_(1)__4516B2AD80.jpg","KEEP_ONE_REVIEW_OTHERS_PLAN_ONLY"
"EXACT_DUPLICATE_SHA256","4520B5738F0354E8759ED682ECC41EBAB2F7D6EDA62D61A7AC86AC439814712D","4","SIZE_736x309","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page3_img9__DUP__4520B5738F.png","KEEP_ONE_REVIEW_OTHERS_PLAN_ONLY"
"EXACT_DUPLICATE_SHA256","453D9C5D83B117711D92C350BBF9B62E5AB6722094447E31614335622525E2C8","4","SIZE_328x153","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page8_img9__DUP__453D9C5D83.png","KEEP_ONE_REVIEW_OTHERS_PLAN_ONLY"
"EXACT_DUPLICATE_SHA256","459A81B8F42E50FE1334970D08CAAA4A60163AC1F2E354A02446E39A54833BD4","2","","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VAP\_output\VAP_PANORAMA_MATURITY_OPT_20260507_110152\Invoke-VAP-Panorama-Maturity-Refresh.ps1","KEEP_ONE_REVIEW_OTHERS_PLAN_ONLY"
"EXACT_DUPLICATE_SHA256","45B867C989EB82468A69CD67F2A080EB20054D7755663D34B5332277E4077A30","8","SIZE_222x149","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\managed_icons\PNG_MISC_STYLE_UNKNOWN_SIZE\05_file_format_export\page8_img16__45B867C989.png","KEEP_ONE_REVIEW_OTHERS_PLAN_ONLY"
"EXACT_DUPLICATE_SHA256","45E569B1E2E7B7A33DC5A7A0D97B6490A57E969881F7A4654F9CBB8EA2A36152","8","SIZE_40x40","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\04_file_format_export\lan_36dp_EA3323_FILL0_wght400_GRAD0_opsz40.svg","KEEP_ONE_REVIEW_OTHERS_PLAN_ONLY"
"EXACT_DUPLICATE_SHA256","460172D57109FE9DEEFA5F4282C0A7B11D9C04BB9C56D365BEA2F2BEB5487261","4","SIZE_720x1080","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\managed_icons\MISC_ICON_STYLE\02_finance_market_trading\inforgraphic-stock-market-games-and-simulators__460172D571.jpg","KEEP_ONE_REVIEW_OTHERS_PLAN_ONLY"
"EXACT_DUPLICATE_SHA256","464D609A7E47EA1F9CC959813A4F7858C386568D4072D950E7ABF240673D968C","12","SIZE_128x128","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\12_seo_business_marketing_png\White-Hat-Icon.png","KEEP_ONE_REVIEW_OTHERS_PLAN_ONLY"
"EXACT_DUPLICATE_SHA256","466D1220CE82F8D955B0F029C859791382CF8721A3929522C857CD59643168A6","4","SIZE_2040x3960","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\managed_icons\PNG_MISC_STYLE_UNKNOWN_SIZE\05_file_format_export\dxy_mega_model@3x__466D1220CE.png","KEEP_ONE_REVIEW_OTHERS_PLAN_ONLY"
"EXACT_DUPLICATE_SHA256","4675C55FF94E4903EF6AE0183CC6E366ED5FB1096451F4B403FEE1B75D787828","2","","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VAP\VeritasAutoPlot\veritas-archivum-ux.html","KEEP_ONE_REVIEW_OTHERS_PLAN_ONLY"
"EXACT_DUPLICATE_SHA256","46AD457688E6E719DA9169606CDC6DB646F8A065E1B0BDFCC06DBB7BFC01F22C","6","SIZE_213x331","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page12_img4__DUP__46AD457688.png","KEEP_ONE_REVIEW_OTHERS_PLAN_ONLY"
"EXACT_DUPLICATE_SHA256","46E68D1D36AF6067D02888BFA3DA67027A207B605D147EDD5CECFB82779BABB4","4","","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VAP\_output\VAP_PANORAMA_MATURITY_OPT_20260507_110152\vap_panorama_maturity_matrix.csv","KEEP_ONE_REVIEW_OTHERS_PLAN_ONLY"
"EXACT_DUPLICATE_SHA256","47734DF6A7246D30E3893C5B401439A4E38020C941C600D5A39B2B43B542EF97","4","SIZE_413x275","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page16_img2__DUP__47734DF6A7.png","KEEP_ONE_REVIEW_OTHERS_PLAN_ONLY"
"EXACT_DUPLICATE_SHA256","4779B246F6C910B6E9E46C1FCC0E13F920C189DD066083CC3BC4FAC010D5D08E","4","SIZE_2065x1338","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\managed_icons\PNG_MISC_STYLE_UNKNOWN_SIZE\04_vap_chart_visualization\NotebookLM_Mind_Map__4779B246F6.png","KEEP_ONE_REVIEW_OTHERS_PLAN_ONLY"
"EXACT_DUPLICATE_SHA256","47ABA8A9A4F0A9FA5ADECA7430A2CA6A4F140C299F9AC66BC8ADB757A9741B40","4","SIZE_316x333","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page45_img3__DUP__47ABA8A9A4.png","KEEP_ONE_REVIEW_OTHERS_PLAN_ONLY"
"EXACT_DUPLICATE_SHA256","4848C7392F70BB4CA033DF0C7E8B23F2318F8C99037492B8E3A06064E826A0D6","2","","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VAP\_output\VAP_PANORAMA_MATURITY_OPT_20260507_110152\vap_panorama_maturity_optimizer.py","KEEP_ONE_REVIEW_OTHERS_PLAN_ONLY"
"EXACT_DUPLICATE_SHA256","48BCBD756C849CE30BB7DECC926B660CA4EB4D39BB81949DAF5CFE6D2C73AEB6","2","","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VAP\_output\VAP_BASE_HOME_IO_20260506_210324\vap_base_home_manifest.json","KEEP_ONE_REVIEW_OTHERS_PLAN_ONLY"
"EXACT_DUPLICATE_SHA256","49634933B63C115BB7428080C372B8FB2D6A4319919699BADB5DE50811387C43","4","SIZE_612x373","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\managed_icons\MISC_ICON_STYLE\05_file_format_export\istockphoto-2145227006-612x612__49634933B6.jpg","KEEP_ONE_REVIEW_OTHERS_PLAN_ONLY"
"EXACT_DUPLICATE_SHA256","4992C2246EF92B684C5B87B1A3346F7CD93EA0457CB0FBB665331C8829DB5C68","12","SIZE_256x256","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\10_language_network_translation\Natural-Link_icon__4992C2246E.png","KEEP_ONE_REVIEW_OTHERS_PLAN_ONLY"
"EXACT_DUPLICATE_SHA256","49AB07E87B05E9FA17846F51B4B29F04D98FE497FD1D355D1C8FB684CA9A089F","12","SIZE_72x72","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\12_seo_business_marketing_png\Email-Marketing-Icon__49AB07E87B.png","KEEP_ONE_REVIEW_OTHERS_PLAN_ONLY"
"EXACT_DUPLICATE_SHA256","49B9DEB4A719BF41F909BF7AF3A1D37F12A04423CA9451E9123D8904D08C9E19","6","SIZE_936x569","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page5_img2__DUP__49B9DEB4A7.png","KEEP_ONE_REVIEW_OTHERS_PLAN_ONLY"
"EXACT_DUPLICATE_SHA256","49C70A09864BB336A6021BCA272F832A9989936280A1A3FAF24A17C9CC450D83","12","SIZE_256x256","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\05_cloud_io_link_share\Target-Keywords-Icon__49C70A0986.png","KEEP_ONE_REVIEW_OTHERS_PLAN_ONLY"
"EXACT_DUPLICATE_SHA256","49ED2391F92A9BDDB734A0F0FFCDD0B436485AA52D26B63C06AD40B9D21CD087","4","SIZE_792x555","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page6_img1__DUP__49ED2391F9.png","KEEP_ONE_REVIEW_OTHERS_PLAN_ONLY"
"EXACT_DUPLICATE_SHA256","4A01CDFF5A1130C064B62A7FEB61D6A6CDBFF94C4D24F392B0A29A43F6540C8D","10","SIZE_130x130","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\03_chart_visualization_vap_core\word_cloud.svg","KEEP_ONE_REVIEW_OTHERS_PLAN_ONLY"
"EXACT_DUPLICATE_SHA256","4A07E8927139422C175181AF6838701F60D47977D12A12EAF26950D419BE34AA","4","","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VAP\VeritasAutoPlot\10\app.js","KEEP_ONE_REVIEW_OTHERS_PLAN_ONLY"
"EXACT_DUPLICATE_SHA256","4A0D0FADD1E98A5B19E369B5A4493649F4987570CAD6D3CB35ADAF16F324D084","4","SIZE_736x1177;","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\MISC_ICON_STYLE\Wallpapers_#wallpapers_#photo_#phone_#computer_#picture_#beautiful_#nice_#wonderful_#image_#city__DUP__4A0D0FADD1.jpg","KEEP_ONE_REVIEW_OTHERS_PLAN_ONLY"
"EXACT_DUPLICATE_SHA256","4ABB3D589737BE297153B7C4AC675F07257ECF1A51A44B470E36D2A6E6544D12","8","SIZE_40x40","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\05_file_format_export\crisis_alert_36dp_EA3323_FILL0_wght400_GRAD0_opsz40.svg","KEEP_ONE_REVIEW_OTHERS_PLAN_ONLY"
"EXACT_DUPLICATE_SHA256","4ADF1428448762601960A10CDCC035E82B97C25EEDCF41DFDCA155F5308966E6","8","SIZE_130x130","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\04_vap_chart_visualization\area_graph.svg","KEEP_ONE_REVIEW_OTHERS_PLAN_ONLY"
