"AssetID","FileName","FullPath","Extension","AssetType","VisualRole","SizeKB","Width","Height","DimensionGroup","VisualHash","VisualHashGroup","ImageMetaMethod","Sha256","Sha256Group","IsExactDuplicate","IsSameImageDifferentSize","IsSameSizeGroup","ModifiedAt","Status"
"VAP_AST_002228","page7_img10__DUP__E16AFA09BD.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page7_img10__DUP__E16AFA09BD.png",".png","RASTER_IMAGE","ICON_IMAGE_LIBRARY","4.83","243","149","SIZE_243x149","0000360014000000","VH_0000360014000000","RASTER_AVERAGE_HASH_8X8","E16AFA09BD236673507520512CEBA306749D4C837DC2F5D9A24B0C060D7AD78B","SHA_DUP_1219","True","False","True","2025-12-11 16:38:48","EXACT_DUPLICATE_REVIEW"
"VAP_AST_002229","page7_img11__DUP__1D91D80DD8.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page7_img11__DUP__1D91D80DD8.png",".png","RASTER_IMAGE","ICON_IMAGE_LIBRARY","0.43","78","134","SIZE_78x134","ffffffffffffffff","VH_ffffffffffffffff","RASTER_AVERAGE_HASH_8X8","1D91D80DD852EE02FF4E3FEC41F818CBB84A9F92F5171D89C5EAD2C47DD71F23","SHA_DUP_0168","True","True","True","2025-12-11 16:37:48","EXACT_DUPLICATE_REVIEW"
"VAP_AST_002230","page7_img12__DUP__4F4AF70EA4.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page7_img12__DUP__4F4AF70EA4.png",".png","RASTER_IMAGE","ICON_IMAGE_LIBRARY","0.64","443","134","SIZE_443x134","ffffffffffffffff","VH_ffffffffffffffff","RASTER_AVERAGE_HASH_8X8","4F4AF70EA468BC19178DA6E6DB61159F8F332306411EECCD6C2B5E997B0B056F","SHA_DUP_0449","True","True","True","2025-12-11 16:37:48","EXACT_DUPLICATE_REVIEW"
"VAP_AST_002231","page7_img12__DUP__5049093594.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page7_img12__DUP__5049093594.png",".png","RASTER_IMAGE","ICON_IMAGE_LIBRARY","4.19","289","149","SIZE_289x149","0000282828080000","VH_0000282828080000","RASTER_AVERAGE_HASH_8X8","5049093594EC4501EDBCDBAE623F7435BC35F872A35AD41D5E5F5ABF6B9707A7","SHA_DUP_0457","True","False","True","2025-12-11 16:38:48","EXACT_DUPLICATE_REVIEW"
"VAP_AST_002232","page7_img13__DUP__797A903089.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page7_img13__DUP__797A903089.png",".png","RASTER_IMAGE","ICON_IMAGE_LIBRARY","0.73","390","160","SIZE_390x160","ffffffffffffffff","VH_ffffffffffffffff","RASTER_AVERAGE_HASH_8X8","797A90308992D560B0C4EBBA64F8D4966B1C82CACED4D96F1BA4444C4A89B558","SHA_DUP_0654","True","True","True","2025-12-11 16:37:48","EXACT_DUPLICATE_REVIEW"
"VAP_AST_002233","page7_img13__DUP__F2F2B1853A.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page7_img13__DUP__F2F2B1853A.png",".png","RASTER_IMAGE","ICON_IMAGE_LIBRARY","2.26","155","149","SIZE_155x149","00001c1c1c180000","VH_00001c1c1c180000","RASTER_AVERAGE_HASH_8X8","F2F2B1853AEE68E64CCCE9ED5BA6E722C50BAAE8BB51F170D8BA82036FEFBD22","SHA_DUP_1317","True","False","True","2025-12-11 16:38:48","EXACT_DUPLICATE_REVIEW"
"VAP_AST_002234","page7_img14__DUP__1601359955.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page7_img14__DUP__1601359955.png",".png","RASTER_IMAGE","ICON_IMAGE_LIBRARY","1.44","579","305","SIZE_579x305","ffffffffffffffff","VH_ffffffffffffffff","RASTER_AVERAGE_HASH_8X8","1601359955ABC284D991BB10691739E7C20B84EDA7CB805E0E426BFB3A7456A6","SHA_DUP_0126","True","True","True","2025-12-11 16:37:48","EXACT_DUPLICATE_REVIEW"
"VAP_AST_002235","page7_img14__DUP__286EE64B52.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page7_img14__DUP__286EE64B52.png",".png","RASTER_IMAGE","ICON_IMAGE_LIBRARY","2.31","155","149","SIZE_155x149","0000181818040000","VH_0000181818040000","RASTER_AVERAGE_HASH_8X8","286EE64B5206CDB5BD6823DF47C4449B732A309D8948A2E0D5908EA864A4845C","SHA_DUP_0233","True","False","True","2025-12-11 16:38:48","EXACT_DUPLICATE_REVIEW"
"VAP_AST_002236","page7_img15__DUP__E858D9C19F.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page7_img15__DUP__E858D9C19F.png",".png","RASTER_IMAGE","ICON_IMAGE_LIBRARY","4.78","282","149","SIZE_282x149","00003e2a22000000","VH_00003e2a22000000","RASTER_AVERAGE_HASH_8X8","E858D9C19F89EB8B6F86CFF92D841271FD9381FE439564EB40C15F4D5178105F","SHA_DUP_1256","True","False","True","2025-12-11 16:38:48","EXACT_DUPLICATE_REVIEW"
"VAP_AST_002237","page7_img16__DUP__5C68255DCF.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page7_img16__DUP__5C68255DCF.png",".png","RASTER_IMAGE","ICON_IMAGE_LIBRARY","2.61","222","149","SIZE_222x149","0000060606000000","VH_0000060606000000","RASTER_AVERAGE_HASH_8X8","5C68255DCF2B80B631F942C8E26BC65B2F9F402829EE3354682B7583D5AD13FF","SHA_DUP_0517","True","False","True","2025-12-11 16:38:48","EXACT_DUPLICATE_REVIEW"
"VAP_AST_002238","page7_img17__DUP__263444D2A8.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page7_img17__DUP__263444D2A8.png",".png","RASTER_IMAGE","ICON_IMAGE_LIBRARY","2.47","155","149","SIZE_155x149","00001c1c1c140000","VH_00001c1c1c140000","RASTER_AVERAGE_HASH_8X8","263444D2A8C9CA576F53BA03E7177CFF7297D473F058EB246FA7855C83F7C52E","SHA_DUP_0222","True","True","True","2025-12-11 16:38:48","EXACT_DUPLICATE_REVIEW"
"VAP_AST_002239","page7_img18__DUP__1F5C185C0A.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page7_img18__DUP__1F5C185C0A.png",".png","RASTER_IMAGE","ICON_IMAGE_LIBRARY","5.11","243","149","SIZE_243x149","0000363c0c000000","VH_0000363c0c000000","RASTER_AVERAGE_HASH_8X8","1F5C185C0A010AA1CA8B9BFAE3A6419DF23D2B4A47FC9A6324DD0035289B3150","SHA_DUP_0176","True","False","True","2025-12-11 16:38:48","EXACT_DUPLICATE_REVIEW"
"VAP_AST_002240","page7_img19__DUP__63A82006B3.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page7_img19__DUP__63A82006B3.png",".png","RASTER_IMAGE","ICON_IMAGE_LIBRARY","2.62","222","149","SIZE_222x149","0000363626220000","VH_0000363626220000","RASTER_AVERAGE_HASH_8X8","63A82006B30D65D02CC76A8B7D144D2F78B62DC60986FFFAEB9F07F8D4BFF1DF","SHA_DUP_0554","True","False","True","2025-12-11 16:38:48","EXACT_DUPLICATE_REVIEW"
"VAP_AST_002241","page7_img2__DUP__1AEE2BF604.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page7_img2__DUP__1AEE2BF604.png",".png","RASTER_IMAGE","ICON_IMAGE_LIBRARY","2.46","215","122","SIZE_215x122","00000000002e0000","VH_00000000002e0000","RASTER_AVERAGE_HASH_8X8","1AEE2BF604AAD02CB7233085F437F64F9C845EDFC64C2E9B349B772AF972DE19","SHA_DUP_0155","True","True","True","2025-12-11 16:38:48","EXACT_DUPLICATE_REVIEW"
"VAP_AST_002242","page7_img2__DUP__4CC70F99E6.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page7_img2__DUP__4CC70F99E6.png",".png","RASTER_IMAGE","ICON_IMAGE_LIBRARY","206.35","917","526","SIZE_917x526","00caf8fffbcfffff","VH_00caf8fffbcfffff","RASTER_AVERAGE_HASH_8X8","4CC70F99E6CB8781743933C016D2A7C164E9880505CD3C0C99EDF590FB4D9EEF","SHA_DUP_0435","True","False","True","2025-12-11 16:39:10","EXACT_DUPLICATE_REVIEW"
"VAP_AST_002243","page7_img2__DUP__52352BECFB.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page7_img2__DUP__52352BECFB.png",".png","RASTER_IMAGE","ICON_IMAGE_LIBRARY","15.4","682","429","SIZE_682x429","c3fff24fff01033f","VH_c3fff24fff01033f","RASTER_AVERAGE_HASH_8X8","52352BECFB12C76A35AB4819320844072E6D6D8350DE92C4B7BDD2871CA68A91","SHA_DUP_0469","True","False","True","2025-12-11 16:38:40","EXACT_DUPLICATE_REVIEW"
"VAP_AST_002244","page7_img2__DUP__52731EFDC6.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page7_img2__DUP__52731EFDC6.png",".png","RASTER_IMAGE","ICON_IMAGE_LIBRARY","1.34","450","317","SIZE_450x317","ffffffffffffffff","VH_ffffffffffffffff","RASTER_AVERAGE_HASH_8X8","52731EFDC6E170FEF050A6307D041CBA1EB7F3672E1D75E1809E00EF5C212C18","SHA_DUP_0470","True","True","True","2025-12-11 16:37:48","EXACT_DUPLICATE_REVIEW"
"VAP_AST_002245","page7_img2__DUP__52E235D352.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page7_img2__DUP__52E235D352.png",".png","RASTER_IMAGE","ICON_IMAGE_LIBRARY","18.61","603","108","SIZE_603x108","f55dc84802ea7f81","VH_f55dc84802ea7f81","RASTER_AVERAGE_HASH_8X8","52E235D35269AC028E033AD6FF841619921551C2A36F8B39AC2EFA053962E8D5","SHA_DUP_0475","True","False","True","2025-12-11 16:39:24","EXACT_DUPLICATE_REVIEW"
"VAP_AST_002246","page7_img2__DUP__6AE15597A0.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page7_img2__DUP__6AE15597A0.png",".png","RASTER_IMAGE","ICON_IMAGE_LIBRARY","5.54","377","83","SIZE_377x83","ffffffffbfffe0ff","VH_ffffffffbfffe0ff","RASTER_AVERAGE_HASH_8X8","6AE15597A0506D9E7103636A1C90DD3B00C2EE2F932EF5E3BFF2524385A17FBF","SHA_DUP_0587","True","False","True","2025-12-11 16:38:54","EXACT_DUPLICATE_REVIEW"
"VAP_AST_002247","page7_img2__DUP__6B6D31D18C.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page7_img2__DUP__6B6D31D18C.png",".png","RASTER_IMAGE","ICON_IMAGE_LIBRARY","8.11","358","263","SIZE_358x263","fffff4fcfc9c9cff","VH_fffff4fcfc9c9cff","RASTER_AVERAGE_HASH_8X8","6B6D31D18CAAED83D312967FF34246AEF256F92A2002EE5FB07928D7BC1590D7","SHA_DUP_0593","True","False","True","2025-12-11 16:39:18","EXACT_DUPLICATE_REVIEW"
"VAP_AST_002248","page7_img2__DUP__7AE0BE383B.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page7_img2__DUP__7AE0BE383B.png",".png","RASTER_IMAGE","ICON_IMAGE_LIBRARY","1.24","54","29","SIZE_54x29","efc0808080808080","VH_efc0808080808080","RASTER_AVERAGE_HASH_8X8","7AE0BE383B1F43C3C9168BA7ABEF061E26BAC507C2F0D09505B462707CF83501","SHA_DUP_0665","True","False","True","2025-12-11 16:38:44","EXACT_DUPLICATE_REVIEW"
"VAP_AST_002249","page7_img2__DUP__88EC5310D9.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page7_img2__DUP__88EC5310D9.png",".png","RASTER_IMAGE","ICON_IMAGE_LIBRARY","106.11","482","284","SIZE_482x284","ff3f9f0f8380919f","VH_ff3f9f0f8380919f","RASTER_AVERAGE_HASH_8X8","88EC5310D98865B14D035C2A9BC87CDB102616D44CF8200F7879BC561475AA1E","SHA_DUP_0756","True","False","True","2025-12-11 16:38:36","EXACT_DUPLICATE_REVIEW"
"VAP_AST_002250","page7_img2__DUP__BDA5205D04.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page7_img2__DUP__BDA5205D04.png",".png","RASTER_IMAGE","ICON_IMAGE_LIBRARY","234.47","1825","2581","SIZE_1825x2581","3f7fd3b5a58dfffe","VH_3f7fd3b5a58dfffe","RASTER_AVERAGE_HASH_8X8","BDA5205D045FB5EB945F965DBFD9FCA46D723338654E16D2DD888F0C97730783","SHA_DUP_1031","True","False","True","2025-12-11 16:39:14","EXACT_DUPLICATE_REVIEW"
"VAP_AST_002251","page7_img2__DUP__C3C0DE948A.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page7_img2__DUP__C3C0DE948A.png",".png","RASTER_IMAGE","ICON_IMAGE_LIBRARY","0.12","75","68","SIZE_75x68","ff00000000000000","VH_ff00000000000000","RASTER_AVERAGE_HASH_8X8","C3C0DE948A83D9B4A1D7027542040843B69B2040FF6812C8FB3E6B8C3957A3C1","SHA_DUP_1076","True","False","True","2025-12-11 16:38:16","EXACT_DUPLICATE_REVIEW"
"VAP_AST_002252","page7_img2__DUP__CE442EEBED.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page7_img2__DUP__CE442EEBED.png",".png","RASTER_IMAGE","ICON_IMAGE_LIBRARY","474.29","972","371","SIZE_972x371","ffbca424fdac2ca4","VH_ffbca424fdac2ca4","RASTER_AVERAGE_HASH_8X8","CE442EEBED71E1AB96E4139FD0B15B3CC070F25FBED693F2D367B51C5D05DFDD","SHA_DUP_1123","True","False","True","2025-12-11 16:37:52","EXACT_DUPLICATE_REVIEW"
"VAP_AST_002253","page7_img2__DUP__CEAFBF6EC6.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page7_img2__DUP__CEAFBF6EC6.png",".png","RASTER_IMAGE","ICON_IMAGE_LIBRARY","10.48","358","263","SIZE_358x263","fffffeee9e9c9cff","VH_fffffeee9e9c9cff","RASTER_AVERAGE_HASH_8X8","CEAFBF6EC6B5B1398EED4CDE85C03443934E52CCBFBE5B93B3CB146D9143703F","SHA_DUP_1124","True","False","True","2025-12-11 16:39:10","EXACT_DUPLICATE_REVIEW"
"VAP_AST_002254","page7_img2__DUP__CFF09D7FD9.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page7_img2__DUP__CFF09D7FD9.png",".png","RASTER_IMAGE","ICON_IMAGE_LIBRARY","490.63","960","544","SIZE_960x544","fffdff0f0f000000","VH_fffdff0f0f000000","RASTER_AVERAGE_HASH_8X8","CFF09D7FD9B5D3B95657CA3E9903B1DFA2AB3A45313C22D72AC727C79FF7329D","SHA_DUP_1133","True","False","True","2025-12-11 16:39:00","EXACT_DUPLICATE_REVIEW"
"VAP_AST_002255","page7_img2__DUP__F8D6421B19.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page7_img2__DUP__F8D6421B19.png",".png","RASTER_IMAGE","ICON_IMAGE_LIBRARY","255.01","839","447","SIZE_839x447","ffffe163b1b5f5f3","VH_ffffe163b1b5f5f3","RASTER_AVERAGE_HASH_8X8","F8D6421B19D79226A51E23FB263E795550F65A1BF7E83186911E69B2866F53B9","SHA_DUP_1351","True","False","True","2025-12-11 16:38:18","EXACT_DUPLICATE_REVIEW"
"VAP_AST_002256","page7_img2__DUP__FA233AC90C.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page7_img2__DUP__FA233AC90C.png",".png","RASTER_IMAGE","ICON_IMAGE_LIBRARY","15.25","682","429","SIZE_682x429","c38679fffb00033f","VH_c38679fffb00033f","RASTER_AVERAGE_HASH_8X8","FA233AC90CD967ED913C7F79317CAFBEBBC39F0E780C947B789F629E4A79F042","SHA_DUP_1366","True","False","True","2025-12-11 16:38:34","EXACT_DUPLICATE_REVIEW"
"VAP_AST_002257","page7_img3__DUP__05D44099D6.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page7_img3__DUP__05D44099D6.png",".png","RASTER_IMAGE","ICON_IMAGE_LIBRARY","8.96","358","263","SIZE_358x263","ffffddffc1ffffff","VH_ffffddffc1ffffff","RASTER_AVERAGE_HASH_8X8","05D44099D659CD35869E8DDF68E36EC26A5A7B43F6D533B178971BD27AEFE8B3","SHA_DUP_0032","True","False","True","2025-12-11 16:39:10","EXACT_DUPLICATE_REVIEW"
"VAP_AST_002258","page7_img3__DUP__21F3CD1BB3.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page7_img3__DUP__21F3CD1BB3.png",".png","RASTER_IMAGE","ICON_IMAGE_LIBRARY","122.49","839","246","SIZE_839x246","ff00037b7f7fff7f","VH_ff00037b7f7fff7f","RASTER_AVERAGE_HASH_8X8","21F3CD1BB315198A74C0D1D20C33260B93DB9906D072F918E9A3FD3515CED3FC","SHA_DUP_0197","True","False","True","2025-12-11 16:38:18","EXACT_DUPLICATE_REVIEW"
"VAP_AST_002259","page7_img3__DUP__2B5B88EEFF.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page7_img3__DUP__2B5B88EEFF.png",".png","RASTER_IMAGE","ICON_IMAGE_LIBRARY","9.41","358","263","SIZE_358x263","ffffffcff3f3feff","VH_ffffffcff3f3feff","RASTER_AVERAGE_HASH_8X8","2B5B88EEFFDA55B639ADD245C2443D41D4D3938DCEFA0A94D918F4C86F5C3B3E","SHA_DUP_0248","True","False","True","2025-12-11 16:39:18","EXACT_DUPLICATE_REVIEW"
"VAP_AST_002260","page7_img3__DUP__505DA78F2C.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page7_img3__DUP__505DA78F2C.png",".png","RASTER_IMAGE","ICON_IMAGE_LIBRARY","7.08","264","57","SIZE_264x57","c0d9d9ddd1c0c0df","VH_c0d9d9ddd1c0c0df","RASTER_AVERAGE_HASH_8X8","505DA78F2CAC6CE7B0F319AFCBC5005CD464F09C3FE30F4352A67E23C4BD8650","SHA_DUP_0459","True","False","True","2025-12-11 16:38:48","EXACT_DUPLICATE_REVIEW"
"VAP_AST_002261","page7_img3__DUP__52E235D352.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page7_img3__DUP__52E235D352.png",".png","RASTER_IMAGE","ICON_IMAGE_LIBRARY","18.61","603","108","SIZE_603x108","f55dc84802ea7f81","VH_f55dc84802ea7f81","RASTER_AVERAGE_HASH_8X8","52E235D35269AC028E033AD6FF841619921551C2A36F8B39AC2EFA053962E8D5","SHA_DUP_0475","True","False","True","2025-12-11 16:39:14","EXACT_DUPLICATE_REVIEW"
"VAP_AST_002262","page7_img3__DUP__659B6C38EC.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page7_img3__DUP__659B6C38EC.png",".png","RASTER_IMAGE","ICON_IMAGE_LIBRARY","38.91","276","70","SIZE_276x70","0f0f0f5d09490707","VH_0f0f0f5d09490707","RASTER_AVERAGE_HASH_8X8","659B6C38EC724AF8698C126B156AD8736FCBECA7E7FE15E713FA6A14ACAF46F5","SHA_DUP_0559","True","False","True","2025-12-11 16:38:34","EXACT_DUPLICATE_REVIEW"
"VAP_AST_002263","page7_img3__DUP__68AED7613D.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page7_img3__DUP__68AED7613D.png",".png","RASTER_IMAGE","ICON_IMAGE_LIBRARY","319.96","637","398","SIZE_637x398","20b6bfbfb6b6f000","VH_20b6bfbfb6b6f000","RASTER_AVERAGE_HASH_8X8","68AED7613DC91A5C1C69D1817C07E2788E676F34D110939A4A882BE49BDE7559","SHA_DUP_0576","True","False","True","2025-12-11 16:37:52","EXACT_DUPLICATE_REVIEW"
"VAP_AST_002264","page7_img3__DUP__76A322529D.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page7_img3__DUP__76A322529D.png",".png","RASTER_IMAGE","ICON_IMAGE_LIBRARY","61.17","617","210","SIZE_617x210","7fdf4f0800efffd5","VH_7fdf4f0800efffd5","RASTER_AVERAGE_HASH_8X8","76A322529D0BA9345F364E33A2766D5FBD0C8D67DE96A5D5E6697F759FC23B05","SHA_DUP_0639","True","False","True","2025-12-11 16:38:36","EXACT_DUPLICATE_REVIEW"
"VAP_AST_002265","page7_img3__DUP__7A4C4E4330.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page7_img3__DUP__7A4C4E4330.png",".png","RASTER_IMAGE","ICON_IMAGE_LIBRARY","1163.89","960","640","SIZE_960x640","fffcfcb858703030","VH_fffcfcb858703030","RASTER_AVERAGE_HASH_8X8","7A4C4E43308F2C740A53953F708CCFE675072B46ACF33E76C613950E7A83AB08","SHA_DUP_0661","True","False","True","2025-12-11 16:39:00","EXACT_DUPLICATE_REVIEW"
"VAP_AST_002266","page7_img3__DUP__D965B12600.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page7_img3__DUP__D965B12600.png",".png","RASTER_IMAGE","ICON_IMAGE_LIBRARY","0.52","12","12","SIZE_12x12","ff8787878787878f","VH_ff8787878787878f","RASTER_AVERAGE_HASH_8X8","D965B126008D8ADA6E944FC9A8A9E1E3815AED8F8FA8A8C8F984B83764065953","SHA_DUP_1179","True","False","True","2025-12-11 16:38:54","EXACT_DUPLICATE_REVIEW"
"VAP_AST_002267","page7_img3__DUP__DCABF52CE8.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page7_img3__DUP__DCABF52CE8.png",".png","RASTER_IMAGE","ICON_IMAGE_LIBRARY","0.41","324","38","SIZE_324x38","007fffffffffffff","VH_007fffffffffffff","RASTER_AVERAGE_HASH_8X8","DCABF52CE81B48AB2C04226A26B4636EC222978951323719FD7CCD0DB46CA2C5","SHA_DUP_1196","True","False","True","2025-12-11 16:39:24","EXACT_DUPLICATE_REVIEW"
"VAP_AST_002268","page7_img3__DUP__E7A2CC4BCD.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page7_img3__DUP__E7A2CC4BCD.png",".png","RASTER_IMAGE","ICON_IMAGE_LIBRARY","1.44","580","305","SIZE_580x305","ffffffffffffffff","VH_ffffffffffffffff","RASTER_AVERAGE_HASH_8X8","E7A2CC4BCD5628930994B7CCD2A6AA08E7F4294CD11BECC8919037C68C43EB30","SHA_DUP_1251","True","True","True","2025-12-11 16:37:48","EXACT_DUPLICATE_REVIEW"
"VAP_AST_002269","page7_img4__DUP__527CA80988.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page7_img4__DUP__527CA80988.png",".png","RASTER_IMAGE","ICON_IMAGE_LIBRARY","55.61","1876","823","SIZE_1876x823","07fce2c69e7fff00","VH_07fce2c69e7fff00","RASTER_AVERAGE_HASH_8X8","527CA80988D26297C7D665FD82CC2CDAB93BB038E8734F037A10D56091FAAEF8","SHA_DUP_0471","True","False","True","2025-12-11 16:38:48","EXACT_DUPLICATE_REVIEW"
