"ID","Role","ProjectHint","FileName","BaseName","Extension","RelativePath","FullPath","FileUri","SizeBytes","SizeKB","Sha256","ShaShort","SameSizeGroup","SameShaGroup","SameSourceGroup","GroupType","ModifiedAt","Status"
"ICON_000171","File / Export","Shared","upload_file_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","upload_file_36dp_0000f5_fill0_wght400_grad0_opsz40",".svg","05_file_format_export\upload_file_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\05_file_format_export\upload_file_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","file:///C:/Users/tonyk/Downloads/VeritasIntelligenceAnalytics/functional%20modules/VAP/ASSETS/ICON_BASE_MANAGED/05_file_format_export/upload_file_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","457","0.45","4C656047EA42E826BB94AE5B81AFB7333AC6F947002648B0E9FA7773FDC84BBE","4C656047EA42","","","","Unique","2026-03-23 10:52:51","OK"
"ICON_000172","File / Export","VIA-Core","Custom-Coding-Icon__343480EA92.png","custom-coding-icon",".png","06_code_devops_builder\Custom-Coding-Icon__343480EA92.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\06_code_devops_builder\Custom-Coding-Icon__343480EA92.png","file:///C:/Users/tonyk/Downloads/VeritasIntelligenceAnalytics/functional%20modules/VAP/ASSETS/ICON_BASE_MANAGED/06_code_devops_builder/Custom-Coding-Icon__343480EA92.png","1726","1.69","343480EA92050163750B86CED00CCF45CD9CFC02F023D788F8D9FFAE51DD7823","343480EA9205","","","SRC_custom-coding-icon","Same Source","2026-06-08 21:09:02","OK"
"ICON_000173","File / Export","VIA-Core","Custom-Coding-Icon__86D4FE98A5.png","custom-coding-icon",".png","06_code_devops_builder\Custom-Coding-Icon__86D4FE98A5.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\06_code_devops_builder\Custom-Coding-Icon__86D4FE98A5.png","file:///C:/Users/tonyk/Downloads/VeritasIntelligenceAnalytics/functional%20modules/VAP/ASSETS/ICON_BASE_MANAGED/06_code_devops_builder/Custom-Coding-Icon__86D4FE98A5.png","6154","6.01","86D4FE98A5E6E32E9170144C6811153DF9A26056C031B218B18FBF3F50FFF304","86D4FE98A5E6","","","SRC_custom-coding-icon","Same Source","2026-06-08 21:09:01","OK"
"ICON_000174","File / Export","VIA-Core","Custom-Coding-Icon__E23CC81EDC.png","custom-coding-icon",".png","06_code_devops_builder\Custom-Coding-Icon__E23CC81EDC.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\06_code_devops_builder\Custom-Coding-Icon__E23CC81EDC.png","file:///C:/Users/tonyk/Downloads/VeritasIntelligenceAnalytics/functional%20modules/VAP/ASSETS/ICON_BASE_MANAGED/06_code_devops_builder/Custom-Coding-Icon__E23CC81EDC.png","1156","1.13","E23CC81EDC44C72D89A50FA5F9734A92A118D1157B93DB39FF24B32D68AA48DA","E23CC81EDC44","","","SRC_custom-coding-icon","Same Source","2026-06-08 21:09:01","OK"
"ICON_000175","File / Export","VIA-Core","Custom-Coding-Icon.png","custom-coding-icon",".png","06_code_devops_builder\Custom-Coding-Icon.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\06_code_devops_builder\Custom-Coding-Icon.png","file:///C:/Users/tonyk/Downloads/VeritasIntelligenceAnalytics/functional%20modules/VAP/ASSETS/ICON_BASE_MANAGED/06_code_devops_builder/Custom-Coding-Icon.png","2744","2.68","6E97F1625DADB5C3DBC005E187E68E610FE4A9C6F8EA798E3D088CC5A94EA6A7","6E97F1625DAD","","","SRC_custom-coding-icon","Same Source","2026-06-08 21:09:01","OK"
"ICON_000176","File / Export","VIA-Core","Link-Building-Icon__5CCDDBFADF.png","link-building-icon",".png","06_code_devops_builder\Link-Building-Icon__5CCDDBFADF.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\06_code_devops_builder\Link-Building-Icon__5CCDDBFADF.png","file:///C:/Users/tonyk/Downloads/VeritasIntelligenceAnalytics/functional%20modules/VAP/ASSETS/ICON_BASE_MANAGED/06_code_devops_builder/Link-Building-Icon__5CCDDBFADF.png","10501","10.25","5CCDDBFADF6D8D0AA388EEAE68E96C92EDD1982DAA7FE4AA858204B5A5E4E1C5","5CCDDBFADF6D","","","SRC_link-building-icon","Same Source","2026-06-08 21:09:01","OK"
"ICON_000177","File / Export","VIA-Core","Link-Building-Icon__9B5200FA93.png","link-building-icon",".png","06_code_devops_builder\Link-Building-Icon__9B5200FA93.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\06_code_devops_builder\Link-Building-Icon__9B5200FA93.png","file:///C:/Users/tonyk/Downloads/VeritasIntelligenceAnalytics/functional%20modules/VAP/ASSETS/ICON_BASE_MANAGED/06_code_devops_builder/Link-Building-Icon__9B5200FA93.png","1561","1.52","9B5200FA937513A47CAC3347C00633D8CB9C46BD73D1CA519103DD5153233EF3","9B5200FA9375","","","SRC_link-building-icon","Same Source","2026-06-08 21:09:01","OK"
"ICON_000178","File / Export","VIA-Core","Link-Building-Icon__A3E413514D.png","link-building-icon",".png","06_code_devops_builder\Link-Building-Icon__A3E413514D.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\06_code_devops_builder\Link-Building-Icon__A3E413514D.png","file:///C:/Users/tonyk/Downloads/VeritasIntelligenceAnalytics/functional%20modules/VAP/ASSETS/ICON_BASE_MANAGED/06_code_devops_builder/Link-Building-Icon__A3E413514D.png","2454","2.4","A3E413514D36D400C560B6B975342F0C9DECE617343A2C1FA1B03D562F160538","A3E413514D36","","","SRC_link-building-icon","Same Source","2026-06-08 21:09:02","OK"
"ICON_000179","File / Export","VIA-Core","Link-Building-Icon.png","link-building-icon",".png","06_code_devops_builder\Link-Building-Icon.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\06_code_devops_builder\Link-Building-Icon.png","file:///C:/Users/tonyk/Downloads/VeritasIntelligenceAnalytics/functional%20modules/VAP/ASSETS/ICON_BASE_MANAGED/06_code_devops_builder/Link-Building-Icon.png","4551","4.44","ABDD92FA736ABD756BD156039BEF429EDC2FCD0A1B22F2913E15B9A8513C3BD0","ABDD92FA736A","","","SRC_link-building-icon","Same Source","2026-06-08 21:09:01","OK"
"ICON_000180","File / Export","VIA-Core","Web-Development-Icon__4DB391B97A.png","web-development-icon",".png","06_code_devops_builder\Web-Development-Icon__4DB391B97A.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\06_code_devops_builder\Web-Development-Icon__4DB391B97A.png","file:///C:/Users/tonyk/Downloads/VeritasIntelligenceAnalytics/functional%20modules/VAP/ASSETS/ICON_BASE_MANAGED/06_code_devops_builder/Web-Development-Icon__4DB391B97A.png","8920","8.71","4DB391B97A2FA3A21ACA5738BAFB50BAC26ABA6488E55EB12545C3A60DB1684E","4DB391B97A2F","","","SRC_web-development-icon","Same Source","2026-06-08 21:09:01","OK"
"ICON_000181","File / Export","VIA-Core","Web-Development-Icon__B8948CBE7F.png","web-development-icon",".png","06_code_devops_builder\Web-Development-Icon__B8948CBE7F.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\06_code_devops_builder\Web-Development-Icon__B8948CBE7F.png","file:///C:/Users/tonyk/Downloads/VeritasIntelligenceAnalytics/functional%20modules/VAP/ASSETS/ICON_BASE_MANAGED/06_code_devops_builder/Web-Development-Icon__B8948CBE7F.png","2207","2.16","B8948CBE7FC5ACAD19C73CEAFB66F75FB45CE30520117FB6FC1C122E641B2C4C","B8948CBE7FC5","","","SRC_web-development-icon","Same Source","2026-06-08 21:09:02","OK"
"ICON_000182","File / Export","VIA-Core","Web-Development-Icon__E3E117191B.png","web-development-icon",".png","06_code_devops_builder\Web-Development-Icon__E3E117191B.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\06_code_devops_builder\Web-Development-Icon__E3E117191B.png","file:///C:/Users/tonyk/Downloads/VeritasIntelligenceAnalytics/functional%20modules/VAP/ASSETS/ICON_BASE_MANAGED/06_code_devops_builder/Web-Development-Icon__E3E117191B.png","1486","1.45","E3E117191B844F4B4763DB0C6534B79A9EE061AC2CB7AC96AC04C8981D52F746","E3E117191B84","","","SRC_web-development-icon","Same Source","2026-06-08 21:09:02","OK"
"ICON_000183","File / Export","VIA-Core","Web-Development-Icon.png","web-development-icon",".png","06_code_devops_builder\Web-Development-Icon.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\06_code_devops_builder\Web-Development-Icon.png","file:///C:/Users/tonyk/Downloads/VeritasIntelligenceAnalytics/functional%20modules/VAP/ASSETS/ICON_BASE_MANAGED/06_code_devops_builder/Web-Development-Icon.png","3925","3.83","92A0E57F9EB4C161DB994E7E912FF132C8C0F8D7AE681A01848A157E0D7A1F47","92A0E57F9EB4","","","SRC_web-development-icon","Same Source","2026-06-08 21:09:01","OK"
"ICON_000184","File / Export","Risk-Control","Target-Audience-Icon__264D3C7645.png","target-audience-icon",".png","07_risk_alert_guard\Target-Audience-Icon__264D3C7645.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\07_risk_alert_guard\Target-Audience-Icon__264D3C7645.png","file:///C:/Users/tonyk/Downloads/VeritasIntelligenceAnalytics/functional%20modules/VAP/ASSETS/ICON_BASE_MANAGED/07_risk_alert_guard/Target-Audience-Icon__264D3C7645.png","2223","2.17","264D3C764548E9288F332BCD17CDF54F64A5185865D2597DBABF0121AF4DA544","264D3C764548","","","SRC_target-audience-icon","Same Source","2026-06-08 21:09:02","OK"
"ICON_000185","File / Export","Risk-Control","Target-Audience-Icon__65E5BE8F20.png","target-audience-icon",".png","07_risk_alert_guard\Target-Audience-Icon__65E5BE8F20.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\07_risk_alert_guard\Target-Audience-Icon__65E5BE8F20.png","file:///C:/Users/tonyk/Downloads/VeritasIntelligenceAnalytics/functional%20modules/VAP/ASSETS/ICON_BASE_MANAGED/07_risk_alert_guard/Target-Audience-Icon__65E5BE8F20.png","3321","3.24","65E5BE8F207A277B323E911B2D1FB2ACE73DE7F5C5A5B2C6C557A6490032EAAF","65E5BE8F207A","","","SRC_target-audience-icon","Same Source","2026-06-08 21:09:02","OK"
"ICON_000186","File / Export","Risk-Control","Target-Audience-Icon__FFDC40021A.png","target-audience-icon",".png","07_risk_alert_guard\Target-Audience-Icon__FFDC40021A.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\07_risk_alert_guard\Target-Audience-Icon__FFDC40021A.png","file:///C:/Users/tonyk/Downloads/VeritasIntelligenceAnalytics/functional%20modules/VAP/ASSETS/ICON_BASE_MANAGED/07_risk_alert_guard/Target-Audience-Icon__FFDC40021A.png","13105","12.8","FFDC40021ACFFE442ED3586E99E38E68A37F53F3AE1C414A2E48C009247649AD","FFDC40021ACF","","","SRC_target-audience-icon","Same Source","2026-06-08 21:09:01","OK"
"ICON_000187","File / Export","Risk-Control","Target-Audience-Icon.png","target-audience-icon",".png","07_risk_alert_guard\Target-Audience-Icon.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\07_risk_alert_guard\Target-Audience-Icon.png","file:///C:/Users/tonyk/Downloads/VeritasIntelligenceAnalytics/functional%20modules/VAP/ASSETS/ICON_BASE_MANAGED/07_risk_alert_guard/Target-Audience-Icon.png","5680","5.55","117E47EB9AAE467D2275BE83151DA97520325E5A45C6B1FC21B1D908D3CBAF58","117E47EB9AAE","","","SRC_target-audience-icon","Same Source","2026-06-08 21:09:01","OK"
"ICON_000188","File / Export","Shared","Homepage-Optimization-Icon__149E4BB053.png","homepage-optimization-icon",".png","08_navigation_action_ui\Homepage-Optimization-Icon__149E4BB053.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\08_navigation_action_ui\Homepage-Optimization-Icon__149E4BB053.png","file:///C:/Users/tonyk/Downloads/VeritasIntelligenceAnalytics/functional%20modules/VAP/ASSETS/ICON_BASE_MANAGED/08_navigation_action_ui/Homepage-Optimization-Icon__149E4BB053.png","2382","2.33","149E4BB053E3B57D1ED2FFECF8929F1DA87BB0D1739D0CDC12B3EB939928BFA2","149E4BB053E3","","","SRC_homepage-optimization-icon","Same Source","2026-06-08 21:09:02","OK"
"ICON_000189","File / Export","Shared","Homepage-Optimization-Icon__288A5C501E.png","homepage-optimization-icon",".png","08_navigation_action_ui\Homepage-Optimization-Icon__288A5C501E.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\08_navigation_action_ui\Homepage-Optimization-Icon__288A5C501E.png","file:///C:/Users/tonyk/Downloads/VeritasIntelligenceAnalytics/functional%20modules/VAP/ASSETS/ICON_BASE_MANAGED/08_navigation_action_ui/Homepage-Optimization-Icon__288A5C501E.png","8810","8.6","288A5C501E8CE78472D010AB94E03A6D91FF61E2730AB2FA3B7F1F3DB9F7922B","288A5C501E8C","","","SRC_homepage-optimization-icon","Same Source","2026-06-08 21:09:01","OK"
"ICON_000190","File / Export","Shared","Homepage-Optimization-Icon__A0E073DB28.png","homepage-optimization-icon",".png","08_navigation_action_ui\Homepage-Optimization-Icon__A0E073DB28.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\08_navigation_action_ui\Homepage-Optimization-Icon__A0E073DB28.png","file:///C:/Users/tonyk/Downloads/VeritasIntelligenceAnalytics/functional%20modules/VAP/ASSETS/ICON_BASE_MANAGED/08_navigation_action_ui/Homepage-Optimization-Icon__A0E073DB28.png","1613","1.58","A0E073DB28D891A2ACAEC60A89524EF7AF1CEBA54FFB2D5055497474ECCEB64D","A0E073DB28D8","","","SRC_homepage-optimization-icon","Same Source","2026-06-08 21:09:01","OK"
"ICON_000191","File / Export","Shared","Homepage-Optimization-Icon.png","homepage-optimization-icon",".png","08_navigation_action_ui\Homepage-Optimization-Icon.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\08_navigation_action_ui\Homepage-Optimization-Icon.png","file:///C:/Users/tonyk/Downloads/VeritasIntelligenceAnalytics/functional%20modules/VAP/ASSETS/ICON_BASE_MANAGED/08_navigation_action_ui/Homepage-Optimization-Icon.png","4030","3.94","A36BB3672FE818F73DB867504ECA127BA72EE131D11F7597144740F8DB78F4CE","A36BB3672FE8","","","SRC_homepage-optimization-icon","Same Source","2026-06-08 21:09:01","OK"
"ICON_000192","Finance / Market","VETF","Video-marketing-Icon__313D7B9A49.png","video-marketing-icon",".png","09_media_image_video\Video-marketing-Icon__313D7B9A49.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\09_media_image_video\Video-marketing-Icon__313D7B9A49.png","file:///C:/Users/tonyk/Downloads/VeritasIntelligenceAnalytics/functional%20modules/VAP/ASSETS/ICON_BASE_MANAGED/09_media_image_video/Video-marketing-Icon__313D7B9A49.png","2263","2.21","313D7B9A49F039D9482996E4495E01B3B682E369C563F634BE2D08ABDB2678D5","313D7B9A49F0","","","SRC_video-marketing-icon","Same Source","2026-06-08 21:09:02","OK"
"ICON_000193","Finance / Market","VETF","Video-marketing-Icon__77C847E3F5.png","video-marketing-icon",".png","09_media_image_video\Video-marketing-Icon__77C847E3F5.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\09_media_image_video\Video-marketing-Icon__77C847E3F5.png","file:///C:/Users/tonyk/Downloads/VeritasIntelligenceAnalytics/functional%20modules/VAP/ASSETS/ICON_BASE_MANAGED/09_media_image_video/Video-marketing-Icon__77C847E3F5.png","1412","1.38","77C847E3F54CC2B01F5EDA3C27317E116CF90E15CFD6A64D6AAAE9F587B757EE","77C847E3F54C","","","SRC_video-marketing-icon","Same Source","2026-06-08 21:09:02","OK"
"ICON_000194","Finance / Market","VETF","Video-marketing-Icon__7A368A66D9.png","video-marketing-icon",".png","09_media_image_video\Video-marketing-Icon__7A368A66D9.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\09_media_image_video\Video-marketing-Icon__7A368A66D9.png","file:///C:/Users/tonyk/Downloads/VeritasIntelligenceAnalytics/functional%20modules/VAP/ASSETS/ICON_BASE_MANAGED/09_media_image_video/Video-marketing-Icon__7A368A66D9.png","8705","8.5","7A368A66D9A2E087E7D3287242FD14D16A9064752FAF6F562042B5256147F9FA","7A368A66D9A2","","","SRC_video-marketing-icon","Same Source","2026-06-08 21:09:01","OK"
"ICON_000195","Finance / Market","VETF","Video-marketing-Icon.png","video-marketing-icon",".png","09_media_image_video\Video-marketing-Icon.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\09_media_image_video\Video-marketing-Icon.png","file:///C:/Users/tonyk/Downloads/VeritasIntelligenceAnalytics/functional%20modules/VAP/ASSETS/ICON_BASE_MANAGED/09_media_image_video/Video-marketing-Icon.png","3838","3.75","2F0900208A79055F9145250892014B37162A7C1C294C15EA7A7534AAB80D0EDC","2F0900208A79","","","SRC_video-marketing-icon","Same Source","2026-06-08 21:09:01","OK"
"ICON_000196","File / Export","Shared","Back-Link-Icon__382DBFCFD7.png","back-link-icon",".png","10_language_network_translation\Back-Link-Icon__382DBFCFD7.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\10_language_network_translation\Back-Link-Icon__382DBFCFD7.png","file:///C:/Users/tonyk/Downloads/VeritasIntelligenceAnalytics/functional%20modules/VAP/ASSETS/ICON_BASE_MANAGED/10_language_network_translation/Back-Link-Icon__382DBFCFD7.png","1571","1.53","382DBFCFD7F906351A411AE04912B1FEAEDFF10C65C810C16184FBC2C0D04659","382DBFCFD7F9","","","SRC_back-link-icon","Same Source","2026-06-08 21:09:01","OK"
"ICON_000197","File / Export","Shared","Back-Link-Icon__4E49E43085.png","back-link-icon",".png","10_language_network_translation\Back-Link-Icon__4E49E43085.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\10_language_network_translation\Back-Link-Icon__4E49E43085.png","file:///C:/Users/tonyk/Downloads/VeritasIntelligenceAnalytics/functional%20modules/VAP/ASSETS/ICON_BASE_MANAGED/10_language_network_translation/Back-Link-Icon__4E49E43085.png","2317","2.26","4E49E43085B888BD870C04254861720CEF47DBD5461DBD5AFC6BF29DB81C06E8","4E49E43085B8","","","SRC_back-link-icon","Same Source","2026-06-08 21:09:02","OK"
"ICON_000198","File / Export","Shared","Back-Link-Icon__DD3F6DB908.png","back-link-icon",".png","10_language_network_translation\Back-Link-Icon__DD3F6DB908.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\10_language_network_translation\Back-Link-Icon__DD3F6DB908.png","file:///C:/Users/tonyk/Downloads/VeritasIntelligenceAnalytics/functional%20modules/VAP/ASSETS/ICON_BASE_MANAGED/10_language_network_translation/Back-Link-Icon__DD3F6DB908.png","9251","9.03","DD3F6DB90886A39F5AC089E295A20861BF9E8FB4BB8682535AFB40DB6862364A","DD3F6DB90886","","","SRC_back-link-icon","Same Source","2026-06-08 21:09:01","OK"
"ICON_000199","File / Export","Shared","Back-Link-Icon.png","back-link-icon",".png","10_language_network_translation\Back-Link-Icon.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\10_language_network_translation\Back-Link-Icon.png","file:///C:/Users/tonyk/Downloads/VeritasIntelligenceAnalytics/functional%20modules/VAP/ASSETS/ICON_BASE_MANAGED/10_language_network_translation/Back-Link-Icon.png","4106","4.01","C6E3D999F27826C84C5F499DAF34F144938FD2A8C2EE1D41B7C1F5068929B0BD","C6E3D999F278","","","SRC_back-link-icon","Same Source","2026-06-08 21:09:01","OK"
"ICON_000200","File / Export","Shared","Natural-Link_icon__4992C2246E.png","natural-link_icon",".png","10_language_network_translation\Natural-Link_icon__4992C2246E.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\10_language_network_translation\Natural-Link_icon__4992C2246E.png","file:///C:/Users/tonyk/Downloads/VeritasIntelligenceAnalytics/functional%20modules/VAP/ASSETS/ICON_BASE_MANAGED/10_language_network_translation/Natural-Link_icon__4992C2246E.png","11579","11.31","4992C2246EF92B684C5B87B1A3346F7CD93EA0457CB0FBB665331C8829DB5C68","4992C2246EF9","","","SRC_natural-link_icon","Same Source","2026-06-08 21:09:01","OK"
"ICON_000201","File / Export","Shared","Natural-Link_icon__78224A7993.png","natural-link_icon",".png","10_language_network_translation\Natural-Link_icon__78224A7993.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\10_language_network_translation\Natural-Link_icon__78224A7993.png","file:///C:/Users/tonyk/Downloads/VeritasIntelligenceAnalytics/functional%20modules/VAP/ASSETS/ICON_BASE_MANAGED/10_language_network_translation/Natural-Link_icon__78224A7993.png","2779","2.71","78224A7993D1FB558A8486470F0B1B77136AC8FB5D0F921770514E36670B5625","78224A7993D1","","","SRC_natural-link_icon","Same Source","2026-06-08 21:09:02","OK"
"ICON_000202","File / Export","Shared","Natural-Link_icon__8A4480355F.png","natural-link_icon",".png","10_language_network_translation\Natural-Link_icon__8A4480355F.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\10_language_network_translation\Natural-Link_icon__8A4480355F.png","file:///C:/Users/tonyk/Downloads/VeritasIntelligenceAnalytics/functional%20modules/VAP/ASSETS/ICON_BASE_MANAGED/10_language_network_translation/Natural-Link_icon__8A4480355F.png","1833","1.79","8A4480355F5F89AC49D6784CB9208428795AC3018E110DFB0961E50B10D7A9B0","8A4480355F5F","SIZE_1833","","SRC_natural-link_icon","Same Source + Same Size","2026-06-08 21:09:01","OK"
"ICON_000203","File / Export","Shared","Natural-Link_icon.png","natural-link_icon",".png","10_language_network_translation\Natural-Link_icon.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\10_language_network_translation\Natural-Link_icon.png","file:///C:/Users/tonyk/Downloads/VeritasIntelligenceAnalytics/functional%20modules/VAP/ASSETS/ICON_BASE_MANAGED/10_language_network_translation/Natural-Link_icon.png","5019","4.9","E25CB40930ECEA44DD37921D6158B62D19E364AE428DCC6E6CE4BAA92640165B","E25CB40930EC","","","SRC_natural-link_icon","Same Source","2026-06-08 21:09:01","OK"
"ICON_000204","File / Export","Shared","Events-Calendar-Icon__021D88F828.png","events-calendar-icon",".png","11_time_calendar_project\Events-Calendar-Icon__021D88F828.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\11_time_calendar_project\Events-Calendar-Icon__021D88F828.png","file:///C:/Users/tonyk/Downloads/VeritasIntelligenceAnalytics/functional%20modules/VAP/ASSETS/ICON_BASE_MANAGED/11_time_calendar_project/Events-Calendar-Icon__021D88F828.png","1546","1.51","021D88F82861BA09465972B45FCAFDD16FB068641D739C6C43477EFDDF1AB654","021D88F82861","","","SRC_events-calendar-icon","Same Source","2026-06-08 21:09:01","OK"
"ICON_000205","File / Export","Shared","Events-Calendar-Icon__F4E53A95B2.png","events-calendar-icon",".png","11_time_calendar_project\Events-Calendar-Icon__F4E53A95B2.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\11_time_calendar_project\Events-Calendar-Icon__F4E53A95B2.png","file:///C:/Users/tonyk/Downloads/VeritasIntelligenceAnalytics/functional%20modules/VAP/ASSETS/ICON_BASE_MANAGED/11_time_calendar_project/Events-Calendar-Icon__F4E53A95B2.png","5121","5","F4E53A95B2D8EA3B6644BFAB1631B5CC0A835FB4BE6E201B61430788A33E9086","F4E53A95B2D8","","","SRC_events-calendar-icon","Same Source","2026-06-08 21:09:01","OK"
"ICON_000206","File / Export","Shared","Events-Calendar-Icon__F770900996.png","events-calendar-icon",".png","11_time_calendar_project\Events-Calendar-Icon__F770900996.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\11_time_calendar_project\Events-Calendar-Icon__F770900996.png","file:///C:/Users/tonyk/Downloads/VeritasIntelligenceAnalytics/functional%20modules/VAP/ASSETS/ICON_BASE_MANAGED/11_time_calendar_project/Events-Calendar-Icon__F770900996.png","1963","1.92","F7709009967FFDB9B0B4B4A395338A9187127BF61DE1B13CF4B7FDE9B2AEAD8B","F7709009967F","","","SRC_events-calendar-icon","Same Source","2026-06-08 21:09:02","OK"
"ICON_000207","File / Export","Shared","Events-Calendar-Icon.png","events-calendar-icon",".png","11_time_calendar_project\Events-Calendar-Icon.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\11_time_calendar_project\Events-Calendar-Icon.png","file:///C:/Users/tonyk/Downloads/VeritasIntelligenceAnalytics/functional%20modules/VAP/ASSETS/ICON_BASE_MANAGED/11_time_calendar_project/Events-Calendar-Icon.png","2492","2.43","18C5960EA9F952DE4E6EA7D1727E5B6D246E87E2FE8CC1E928346FF46B357098","18C5960EA9F9","","","SRC_events-calendar-icon","Same Source","2026-06-08 21:09:01","OK"
"ICON_000208","File / Export","Shared","Time-Management-Icon__000F9070A1.png","time-management-icon",".png","11_time_calendar_project\Time-Management-Icon__000F9070A1.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\11_time_calendar_project\Time-Management-Icon__000F9070A1.png","file:///C:/Users/tonyk/Downloads/VeritasIntelligenceAnalytics/functional%20modules/VAP/ASSETS/ICON_BASE_MANAGED/11_time_calendar_project/Time-Management-Icon__000F9070A1.png","10603","10.35","000F9070A14881345107CA3DBB4ADB49830A4C6A03C91CBC26248B899C91CD80","000F9070A148","","","SRC_time-management-icon","Same Source","2026-06-08 21:09:01","OK"
