"FileID","RelativePath","FullPath","FileName","Extension","Role","SizeBytes","SizeKB","Sha256","ModifiedAt","Status"
"VAP_FILE_001688","ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page26_img1__DUP__930CD63F64.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page26_img1__DUP__930CD63F64.png","page26_img1__DUP__930CD63F64.png",".png","IMAGE_OR_ICON","19444","18.99","930CD63F64332DE4280F8D746D04F872CE794595817F3B4B5605477F18997B91","2025-12-11 16:38:12","OK"
"VAP_FILE_001689","ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page26_img1__DUP__C586724A26.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page26_img1__DUP__C586724A26.png","page26_img1__DUP__C586724A26.png",".png","IMAGE_OR_ICON","239948","234.32","C586724A26D2CB6714C8D4605401454F4BED6ED4F61AC66B29979EDC943795E8","2025-12-11 16:38:46","OK"
"VAP_FILE_001690","ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page26_img2__DUP__0564737F46.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page26_img2__DUP__0564737F46.png","page26_img2__DUP__0564737F46.png",".png","IMAGE_OR_ICON","254106","248.15","0564737F46BB8CCB9E4937D100FD0277C3AB0B63DA5971D4681ED256239264E1","2025-12-11 16:38:46","OK"
"VAP_FILE_001691","ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page26_img2__DUP__6AE15597A0.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page26_img2__DUP__6AE15597A0.png","page26_img2__DUP__6AE15597A0.png",".png","IMAGE_OR_ICON","5675","5.54","6AE15597A0506D9E7103636A1C90DD3B00C2EE2F932EF5E3BFF2524385A17FBF","2025-12-11 16:38:56","OK"
"VAP_FILE_001692","ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page26_img3__DUP__50B8FADB48.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page26_img3__DUP__50B8FADB48.png","page26_img3__DUP__50B8FADB48.png",".png","IMAGE_OR_ICON","105422","102.95","50B8FADB48CEE88CC37E075964427D5389F52B5604EEB0DCE498B8FBAF3D618B","2025-12-11 16:38:46","OK"
"VAP_FILE_001693","ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page26_img3__DUP__D965B12600.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page26_img3__DUP__D965B12600.png","page26_img3__DUP__D965B12600.png",".png","IMAGE_OR_ICON","533","0.52","D965B126008D8ADA6E944FC9A8A9E1E3815AED8F8FA8A8C8F984B83764065953","2025-12-11 16:38:56","OK"
"VAP_FILE_001694","ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page26_img4__DUP__D965B12600.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page26_img4__DUP__D965B12600.png","page26_img4__DUP__D965B12600.png",".png","IMAGE_OR_ICON","533","0.52","D965B126008D8ADA6E944FC9A8A9E1E3815AED8F8FA8A8C8F984B83764065953","2025-12-11 16:38:56","OK"
"VAP_FILE_001695","ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page26_img5__DUP__D965B12600.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page26_img5__DUP__D965B12600.png","page26_img5__DUP__D965B12600.png",".png","IMAGE_OR_ICON","533","0.52","D965B126008D8ADA6E944FC9A8A9E1E3815AED8F8FA8A8C8F984B83764065953","2025-12-11 16:38:56","OK"
"VAP_FILE_001696","ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page26_img6__DUP__D965B12600.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page26_img6__DUP__D965B12600.png","page26_img6__DUP__D965B12600.png",".png","IMAGE_OR_ICON","533","0.52","D965B126008D8ADA6E944FC9A8A9E1E3815AED8F8FA8A8C8F984B83764065953","2025-12-11 16:38:56","OK"
"VAP_FILE_001697","ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page26_img7__DUP__D965B12600.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page26_img7__DUP__D965B12600.png","page26_img7__DUP__D965B12600.png",".png","IMAGE_OR_ICON","533","0.52","D965B126008D8ADA6E944FC9A8A9E1E3815AED8F8FA8A8C8F984B83764065953","2025-12-11 16:38:56","OK"
"VAP_FILE_001698","ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page27_img1__DUP__18E1D284FB.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page27_img1__DUP__18E1D284FB.png","page27_img1__DUP__18E1D284FB.png",".png","IMAGE_OR_ICON","70447","68.8","18E1D284FB9F1477DBC02F04C5AE705D690D17112BE214E7A57C7B882EEE282D","2025-12-11 16:38:56","OK"
"VAP_FILE_001699","ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page27_img1__DUP__C01C4E960F.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page27_img1__DUP__C01C4E960F.png","page27_img1__DUP__C01C4E960F.png",".png","IMAGE_OR_ICON","51241","50.04","C01C4E960FA82CF1047BC4732DBEF47EE4882F0AC9CA4B70CB7CDBCA43EE111D","2025-12-11 16:38:46","OK"
"VAP_FILE_001700","ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page27_img2__DUP__59E10762A2.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page27_img2__DUP__59E10762A2.png","page27_img2__DUP__59E10762A2.png",".png","IMAGE_OR_ICON","56624","55.3","59E10762A2766223C12280ACD45B70B6316DA14B39618D482827163ABE404644","2025-12-11 16:38:46","OK"
"VAP_FILE_001701","ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page27_img2__DUP__6AE15597A0.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page27_img2__DUP__6AE15597A0.png","page27_img2__DUP__6AE15597A0.png",".png","IMAGE_OR_ICON","5675","5.54","6AE15597A0506D9E7103636A1C90DD3B00C2EE2F932EF5E3BFF2524385A17FBF","2025-12-11 16:38:56","OK"
"VAP_FILE_001702","ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page27_img3__DUP__121B834712.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page27_img3__DUP__121B834712.png","page27_img3__DUP__121B834712.png",".png","IMAGE_OR_ICON","141483","138.17","121B8347122873C7DE35F159F3619EE8D17A07EF618F074F3C602263E14F3F77","2025-12-11 16:38:46","OK"
"VAP_FILE_001703","ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page27_img3__DUP__D965B12600.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page27_img3__DUP__D965B12600.png","page27_img3__DUP__D965B12600.png",".png","IMAGE_OR_ICON","533","0.52","D965B126008D8ADA6E944FC9A8A9E1E3815AED8F8FA8A8C8F984B83764065953","2025-12-11 16:38:56","OK"
"VAP_FILE_001704","ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page27_img4__DUP__D944431254.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page27_img4__DUP__D944431254.png","page27_img4__DUP__D944431254.png",".png","IMAGE_OR_ICON","107762","105.24","D9444312548F4AE74FD3A720F6FA20962B27497A1FC3AB70C3B197577C375E63","2025-12-11 16:38:46","OK"
"VAP_FILE_001705","ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page27_img4__DUP__D965B12600.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page27_img4__DUP__D965B12600.png","page27_img4__DUP__D965B12600.png",".png","IMAGE_OR_ICON","533","0.52","D965B126008D8ADA6E944FC9A8A9E1E3815AED8F8FA8A8C8F984B83764065953","2025-12-11 16:38:56","OK"
"VAP_FILE_001706","ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page27_img5__DUP__D0B1CB5DFD.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page27_img5__DUP__D0B1CB5DFD.png","page27_img5__DUP__D0B1CB5DFD.png",".png","IMAGE_OR_ICON","18749","18.31","D0B1CB5DFD0159A90DB97BAA6E72744CB89145998E8B2C68812B34D303EDB43B","2025-12-11 16:38:46","OK"
"VAP_FILE_001707","ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page27_img5__DUP__D965B12600.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page27_img5__DUP__D965B12600.png","page27_img5__DUP__D965B12600.png",".png","IMAGE_OR_ICON","533","0.52","D965B126008D8ADA6E944FC9A8A9E1E3815AED8F8FA8A8C8F984B83764065953","2025-12-11 16:38:56","OK"
"VAP_FILE_001708","ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page28_img1__DUP__18E1D284FB.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page28_img1__DUP__18E1D284FB.png","page28_img1__DUP__18E1D284FB.png",".png","IMAGE_OR_ICON","70447","68.8","18E1D284FB9F1477DBC02F04C5AE705D690D17112BE214E7A57C7B882EEE282D","2025-12-11 16:38:56","OK"
"VAP_FILE_001709","ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page28_img1__DUP__31D1CBDE97.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page28_img1__DUP__31D1CBDE97.png","page28_img1__DUP__31D1CBDE97.png",".png","IMAGE_OR_ICON","222983","217.76","31D1CBDE9797190F965F04003A593C550FDA60CED1BDE4B72C4CF2EA432FA3F0","2025-12-11 16:38:46","OK"
"VAP_FILE_001710","ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page28_img2__DUP__6AE15597A0.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page28_img2__DUP__6AE15597A0.png","page28_img2__DUP__6AE15597A0.png",".png","IMAGE_OR_ICON","5675","5.54","6AE15597A0506D9E7103636A1C90DD3B00C2EE2F932EF5E3BFF2524385A17FBF","2025-12-11 16:38:56","OK"
"VAP_FILE_001711","ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page28_img3__DUP__D965B12600.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page28_img3__DUP__D965B12600.png","page28_img3__DUP__D965B12600.png",".png","IMAGE_OR_ICON","533","0.52","D965B126008D8ADA6E944FC9A8A9E1E3815AED8F8FA8A8C8F984B83764065953","2025-12-11 16:38:56","OK"
"VAP_FILE_001712","ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page28_img4__DUP__D965B12600.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page28_img4__DUP__D965B12600.png","page28_img4__DUP__D965B12600.png",".png","IMAGE_OR_ICON","533","0.52","D965B126008D8ADA6E944FC9A8A9E1E3815AED8F8FA8A8C8F984B83764065953","2025-12-11 16:38:56","OK"
"VAP_FILE_001713","ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page28_img5__DUP__EF504DCC77.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page28_img5__DUP__EF504DCC77.png","page28_img5__DUP__EF504DCC77.png",".png","IMAGE_OR_ICON","15743","15.37","EF504DCC77105D0C2D97459DBC6E3375159411CF25863DBFB806A637882CAAA0","2025-12-11 16:38:56","OK"
"VAP_FILE_001714","ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page28_img6__DUP__156B0E2191.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page28_img6__DUP__156B0E2191.png","page28_img6__DUP__156B0E2191.png",".png","IMAGE_OR_ICON","1863","1.82","156B0E2191509A61AF516F79091FDF36B0299214908D3840924A684E727A63B6","2025-12-11 16:38:56","OK"
"VAP_FILE_001715","ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page28_img7__DUP__7CE7C9F26A.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page28_img7__DUP__7CE7C9F26A.png","page28_img7__DUP__7CE7C9F26A.png",".png","IMAGE_OR_ICON","2206","2.15","7CE7C9F26A86C461D4ED433B496AEF8B5019CAC0E52FE6BBDD339AC6F99C9AB1","2025-12-11 16:38:56","OK"
"VAP_FILE_001716","ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page29_img1__DUP__18E1D284FB.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page29_img1__DUP__18E1D284FB.png","page29_img1__DUP__18E1D284FB.png",".png","IMAGE_OR_ICON","70447","68.8","18E1D284FB9F1477DBC02F04C5AE705D690D17112BE214E7A57C7B882EEE282D","2025-12-11 16:38:56","OK"
"VAP_FILE_001717","ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page29_img1__DUP__959E1B292C.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page29_img1__DUP__959E1B292C.png","page29_img1__DUP__959E1B292C.png",".png","IMAGE_OR_ICON","103185","100.77","959E1B292C263A3F00AB125AD07C83D00B06A0BCCDEBCF8E605808B72A553425","2025-12-11 16:39:00","OK"
"VAP_FILE_001718","ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page29_img1__DUP__A1CB11E94C.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page29_img1__DUP__A1CB11E94C.png","page29_img1__DUP__A1CB11E94C.png",".png","IMAGE_OR_ICON","663693","648.14","A1CB11E94C4A0AD9A75D4D011730B1A101AEC4EDD2AACD62ECAB12FE722A8A1E","2025-12-11 16:38:46","OK"
"VAP_FILE_001719","ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page29_img2__DUP__6AE15597A0.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page29_img2__DUP__6AE15597A0.png","page29_img2__DUP__6AE15597A0.png",".png","IMAGE_OR_ICON","5675","5.54","6AE15597A0506D9E7103636A1C90DD3B00C2EE2F932EF5E3BFF2524385A17FBF","2025-12-11 16:38:56","OK"
"VAP_FILE_001720","ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page29_img2__DUP__81CD43B988.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page29_img2__DUP__81CD43B988.png","page29_img2__DUP__81CD43B988.png",".png","IMAGE_OR_ICON","242837","237.15","81CD43B988EC9AAC26BDA62AA98C3F20F1B1EF5B0A66ED468A8743E5C9F30184","2025-12-11 16:38:46","OK"
"VAP_FILE_001721","ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page29_img3__DUP__D4466B613B.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page29_img3__DUP__D4466B613B.png","page29_img3__DUP__D4466B613B.png",".png","IMAGE_OR_ICON","780066","761.78","D4466B613B3E5FC8808D8FDD86A47DFAA3CE35104E5EB1680BA523004140E1F1","2025-12-11 16:38:46","OK"
"VAP_FILE_001722","ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page29_img3__DUP__D965B12600.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page29_img3__DUP__D965B12600.png","page29_img3__DUP__D965B12600.png",".png","IMAGE_OR_ICON","533","0.52","D965B126008D8ADA6E944FC9A8A9E1E3815AED8F8FA8A8C8F984B83764065953","2025-12-11 16:38:56","OK"
"VAP_FILE_001723","ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page29_img4__DUP__3394074238.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page29_img4__DUP__3394074238.png","page29_img4__DUP__3394074238.png",".png","IMAGE_OR_ICON","499580","487.87","3394074238865134FD098D52AC5B44737CEA4CD065B18999F1E9ACF258108A56","2025-12-11 16:38:46","OK"
"VAP_FILE_001724","ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page29_img4__DUP__D965B12600.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page29_img4__DUP__D965B12600.png","page29_img4__DUP__D965B12600.png",".png","IMAGE_OR_ICON","533","0.52","D965B126008D8ADA6E944FC9A8A9E1E3815AED8F8FA8A8C8F984B83764065953","2025-12-11 16:38:56","OK"
"VAP_FILE_001725","ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page3_img1__DUP__01EE109EA8.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page3_img1__DUP__01EE109EA8.png","page3_img1__DUP__01EE109EA8.png",".png","IMAGE_OR_ICON","177129","172.98","01EE109EA8B31AFDE727350CD4E5CD3664FD78BE0C89B9A3D83BE19463A22E37","2025-12-11 16:38:18","OK"
"VAP_FILE_001726","ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page3_img1__DUP__13C579E7A2.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page3_img1__DUP__13C579E7A2.png","page3_img1__DUP__13C579E7A2.png",".png","IMAGE_OR_ICON","96049","93.8","13C579E7A2263AE4434E718A9624EF230E297EA3C49F357C2B83274125B4EF0D","2025-12-11 16:39:08","OK"
"VAP_FILE_001727","ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page3_img1__DUP__16D4F787F9.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page3_img1__DUP__16D4F787F9.png","page3_img1__DUP__16D4F787F9.png",".png","IMAGE_OR_ICON","221","0.22","16D4F787F93700260DCDB9682A1114F8A5563CC8B70CB18CC63D32EF8C43C961","2025-12-11 16:39:18","OK"
"VAP_FILE_001728","ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page3_img1__DUP__18E1D284FB.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page3_img1__DUP__18E1D284FB.png","page3_img1__DUP__18E1D284FB.png",".png","IMAGE_OR_ICON","70447","68.8","18E1D284FB9F1477DBC02F04C5AE705D690D17112BE214E7A57C7B882EEE282D","2025-12-11 16:38:54","OK"
"VAP_FILE_001729","ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page3_img1__DUP__1F1A1D7346.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page3_img1__DUP__1F1A1D7346.png","page3_img1__DUP__1F1A1D7346.png",".png","IMAGE_OR_ICON","15405","15.04","1F1A1D7346BAA27C9B52D451E69C58F531111F65ABB577158AF2D6FC450FC24D","2025-12-11 16:38:34","OK"
"VAP_FILE_001730","ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page3_img1__DUP__3045F759D5.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page3_img1__DUP__3045F759D5.png","page3_img1__DUP__3045F759D5.png",".png","IMAGE_OR_ICON","21785","21.27","3045F759D530BE9DAFA487F79161C8BD5E1072A6E8BB7E70660C9BA74A95ACDD","2025-12-11 16:38:02","OK"
"VAP_FILE_001731","ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page3_img1__DUP__367BCE42C6.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page3_img1__DUP__367BCE42C6.png","page3_img1__DUP__367BCE42C6.png",".png","IMAGE_OR_ICON","22430","21.9","367BCE42C6D5D67F152BD878AF1BD7F5E0ED0858FFCE4C23F6DB95150912F342","2025-12-11 16:38:48","OK"
"VAP_FILE_001732","ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page3_img1__DUP__3FDCE51F83.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page3_img1__DUP__3FDCE51F83.png","page3_img1__DUP__3FDCE51F83.png",".png","IMAGE_OR_ICON","12052","11.77","3FDCE51F83430A89031CDCE5BD34136F2C5305257FCE6DEC520257CCF9FF12FB","2025-12-11 16:38:32","OK"
"VAP_FILE_001733","ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page3_img1__DUP__4DC98FE5A5.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page3_img1__DUP__4DC98FE5A5.png","page3_img1__DUP__4DC98FE5A5.png",".png","IMAGE_OR_ICON","9015","8.8","4DC98FE5A5DF77156559F8067CF676A53C5322A3DCA33FD143F176EA9667A8E4","2025-12-11 16:37:58","OK"
"VAP_FILE_001734","ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page3_img1__DUP__5B72332186.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page3_img1__DUP__5B72332186.png","page3_img1__DUP__5B72332186.png",".png","IMAGE_OR_ICON","17219","16.82","5B72332186577597B2A6085FB4ABAB74FC34FF51E7785DC1FA1AEECB1723316B","2025-12-11 16:38:24","OK"
"VAP_FILE_001735","ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page3_img1__DUP__67C44DFA05.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page3_img1__DUP__67C44DFA05.png","page3_img1__DUP__67C44DFA05.png",".png","IMAGE_OR_ICON","138049","134.81","67C44DFA055BFA329D1669DED302A8657A3D8FB94C5A378F6275A53E38A77D4E","2025-12-11 16:37:48","OK"
