"ToolID","ToolName","FileName","Category","Layer","Role","Path","RelativePath","ToolType","Priority","TargetEnv","HardGateRequired","AllowDirectRun","EntryMode","Status","Risk","SizeBytes","ModifiedTime","Sha256","AIInstruction","EngineerInstruction"
"VIA-SUP-0041","VIA_SSOT_Unified.cpython-313","VIA_SSOT_Unified.cpython-313.pyc","20_Registry_SSOT","L2_SSOT_Registry","Registry or canonical tool data","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\20_Registry_SSOT\__pycache__\VIA_SSOT_Unified.cpython-313.pyc","20_Registry_SSOT\__pycache__\VIA_SSOT_Unified.cpython-313.pyc","other","1","via_core_312","False","False","NexusCoreManaged","FOUND","LOW","273840","2026-06-10 12:33:57","DB04DF6C8E2FA7B3934CA7B17813844A7361AC7EC3E03454EA4EE76D7CF76211","Do not call directly. Route through NexusCore.","Register and expose in matrix/report."
"VIA-SUP-0042","VIA_RegistryCore_v1","VIA_RegistryCore_v1.py","20_Registry_SSOT","L2_SSOT_Registry","Registry or canonical tool data","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\20_Registry_SSOT\VIA_RegistryCore_v1.py","20_Registry_SSOT\VIA_RegistryCore_v1.py","python","1","via_core_312","True","False","NexusCoreManaged","FOUND","LOW","49130","2026-05-26 16:47:57","F69DAB6BD6C78F8BB012F2EDA69064D08570221149777B2A9AB5269CCB8FDFDD","Do not call directly. Route through NexusCore.","Wire to HardGate and EnvManager before execution."
"VIA-SUP-0043","VIA_RegistryCore_v1.py.freeze.lock","VIA_RegistryCore_v1.py.freeze.lock.json","20_Registry_SSOT","L2_SSOT_Registry","Registry or canonical tool data","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\20_Registry_SSOT\VIA_RegistryCore_v1.py.freeze.lock.json","20_Registry_SSOT\VIA_RegistryCore_v1.py.freeze.lock.json","json","1","document/report","False","False","NexusCoreManaged","FOUND","LOW","1042","2026-06-08 20:10:15","79B2893DFCE11199D9A774CE75EF69C59DE6FDB24F184865692F6FFE0964FEEB","Do not call directly. Route through NexusCore.","Register and expose in matrix/report."
"VIA-SUP-0044","VIA_SSOT_Unified","VIA_SSOT_Unified.py","20_Registry_SSOT","L2_SSOT_Registry","Registry or canonical tool data","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\20_Registry_SSOT\VIA_SSOT_Unified.py","20_Registry_SSOT\VIA_SSOT_Unified.py","python","1","via_core_312","True","False","NexusCoreManaged","FOUND","LOW","306724","2026-05-26 16:47:58","613700C560AA1C95958F88CFB998F40D162DABFA955D26553279B345DC00C441","Do not call directly. Route through NexusCore.","Wire to HardGate and EnvManager before execution."
"VIA-SUP-0045","VIA_SSOT_Unified.py.freeze.lock","VIA_SSOT_Unified.py.freeze.lock.json","20_Registry_SSOT","L2_SSOT_Registry","Registry or canonical tool data","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\20_Registry_SSOT\VIA_SSOT_Unified.py.freeze.lock.json","20_Registry_SSOT\VIA_SSOT_Unified.py.freeze.lock.json","json","1","document/report","False","False","NexusCoreManaged","FOUND","LOW","1031","2026-06-08 20:10:15","E081E6EB1574E5B138A07B13C7A6B8E6C0AF696D4DF8E2FAB9084770662F84D3","Do not call directly. Route through NexusCore.","Register and expose in matrix/report."
"VIA-SUP-0046","VIS_Supportive_Module_Index","VIS_Supportive_Module_Index.html","20_Registry_SSOT","L2_SSOT_Registry","Registry or canonical tool data","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\20_Registry_SSOT\VIS_Supportive_Module_Index.html","20_Registry_SSOT\VIS_Supportive_Module_Index.html","html","1","document/report","False","False","NexusCoreManaged","FOUND","LOW","1934207","2026-05-23 09:00:08","8A38C287D890FC14051215C986E4A66FAB557AD62F5434E9ECFB0E5DC899B4C2","Do not call directly. Route through NexusCore.","Register and expose in matrix/report."
"VIA-SUP-0047","VIS_Supportive_Module_Index.html.freeze.lock","VIS_Supportive_Module_Index.html.freeze.lock.json","20_Registry_SSOT","L2_SSOT_Registry","Registry or canonical tool data","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\20_Registry_SSOT\VIS_Supportive_Module_Index.html.freeze.lock.json","20_Registry_SSOT\VIS_Supportive_Module_Index.html.freeze.lock.json","json","1","document/report","False","False","NexusCoreManaged","FOUND","LOW","1128","2026-06-08 20:10:15","A58E20207023D23156C9E26317F4A0D29C87FFF718EF5427AE22AD701210BADE","Do not call directly. Route through NexusCore.","Register and expose in matrix/report."
"VIA-SUP-0048","VIS_Supportive_Module_Index","VIS_Supportive_Module_Index.json","20_Registry_SSOT","L2_SSOT_Registry","Registry or canonical tool data","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\20_Registry_SSOT\VIS_Supportive_Module_Index.json","20_Registry_SSOT\VIS_Supportive_Module_Index.json","json","1","document/report","False","False","NexusCoreManaged","FOUND","LOW","2652","2026-05-23 09:00:08","D8226503E7D46077DDEC8024A46FC691020BC183D478B191C2C475A4B243C63A","Do not call directly. Route through NexusCore.","Register and expose in matrix/report."
"VIA-SUP-0049","VIS_Supportive_Module_Index.json.freeze.lock","VIS_Supportive_Module_Index.json.freeze.lock.json","20_Registry_SSOT","L2_SSOT_Registry","Registry or canonical tool data","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\20_Registry_SSOT\VIS_Supportive_Module_Index.json.freeze.lock.json","20_Registry_SSOT\VIS_Supportive_Module_Index.json.freeze.lock.json","json","1","document/report","False","False","NexusCoreManaged","FOUND","LOW","1017","2026-06-08 20:10:15","BA360B1169FAA58C0CB68869FA59E7D769BCAE1BC05F15662104D833070EC199","Do not call directly. Route through NexusCore.","Register and expose in matrix/report."
"VIA-SUP-0050","VIA_HardGate_SealEngine.cpython-313","VIA_HardGate_SealEngine.cpython-313.pyc","30_HardGate_Governance","L3_HardGate_Protection","Protection, network guard, environment risk gate","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\30_HardGate_Governance\__pycache__\VIA_HardGate_SealEngine.cpython-313.pyc","30_HardGate_Governance\__pycache__\VIA_HardGate_SealEngine.cpython-313.pyc","other","1","via_core_312","False","False","NexusCoreManaged","FOUND","LOW","5051","2026-06-10 12:33:57","55F78E264495AB3F2EF7CF454D3C0364F090856E725F262FB5AE7407EF7F9059","Do not call directly. Route through NexusCore.","Register and expose in matrix/report."
"VIA-SUP-0051","VIA_Panorama_AST_RuntimeInjector.cpython-313","VIA_Panorama_AST_RuntimeInjector.cpython-313.pyc","30_HardGate_Governance","L3_HardGate_Protection","Protection, network guard, environment risk gate","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\30_HardGate_Governance\__pycache__\VIA_Panorama_AST_RuntimeInjector.cpython-313.pyc","30_HardGate_Governance\__pycache__\VIA_Panorama_AST_RuntimeInjector.cpython-313.pyc","other","1","via_core_312","False","False","NexusCoreManaged","FOUND","LOW","15009","2026-06-10 12:33:57","6270F038D39DE07E73F64CCC321A6F054EBFFDFE65998DA40A7473D41A9950C3","Do not call directly. Route through NexusCore.","Register and expose in matrix/report."
"VIA-SUP-0052","VIA_HardGate_SealEngine","VIA_HardGate_SealEngine.py","30_HardGate_Governance","L3_HardGate_Protection","Protection, network guard, environment risk gate","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\30_HardGate_Governance\VIA_HardGate_SealEngine.py","30_HardGate_Governance\VIA_HardGate_SealEngine.py","python","1","via_core_312","True","False","NexusCoreManaged","FOUND","LOW","4582","2026-05-26 16:35:45","8FE7C3FAC5A244B3C15417DCA983265C703503495784ABB601FDD573C43DE9FB","Do not call directly. Route through NexusCore.","Wire to HardGate and EnvManager before execution."
"VIA-SUP-0053","VIA_HardGate_SealEngine.py.freeze.lock","VIA_HardGate_SealEngine.py.freeze.lock.json","30_HardGate_Governance","L3_HardGate_Protection","Protection, network guard, environment risk gate","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\30_HardGate_Governance\VIA_HardGate_SealEngine.py.freeze.lock.json","30_HardGate_Governance\VIA_HardGate_SealEngine.py.freeze.lock.json","json","1","document/report","False","False","NexusCoreManaged","FOUND","LOW","1068","2026-06-08 20:10:15","BC1B162C729135260A82277A622465025F5F138AB9A0F8C1B314A65699C255CD","Do not call directly. Route through NexusCore.","Register and expose in matrix/report."
"VIA-SUP-0054","VIA_Panorama_AST_RuntimeInjector","VIA_Panorama_AST_RuntimeInjector.py","30_HardGate_Governance","L3_HardGate_Protection","Protection, network guard, environment risk gate","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\30_HardGate_Governance\VIA_Panorama_AST_RuntimeInjector.py","30_HardGate_Governance\VIA_Panorama_AST_RuntimeInjector.py","python","1","via_core_312","True","False","NexusCoreManaged","FOUND","LOW","13403","2026-05-26 16:47:57","63CEFE28FEEB3A5493D69D3DF95557857BF7E371CEB4693A366D6043FDCABA0B","Do not call directly. Route through NexusCore.","Wire to HardGate and EnvManager before execution."
"VIA-SUP-0055","VIA_Panorama_AST_RuntimeInjector.py.freeze.lock","VIA_Panorama_AST_RuntimeInjector.py.freeze.lock.json","30_HardGate_Governance","L3_HardGate_Protection","Protection, network guard, environment risk gate","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\30_HardGate_Governance\VIA_Panorama_AST_RuntimeInjector.py.freeze.lock.json","30_HardGate_Governance\VIA_Panorama_AST_RuntimeInjector.py.freeze.lock.json","json","1","document/report","False","False","NexusCoreManaged","FOUND","LOW","1105","2026-06-08 20:10:15","04A3172BA7EE056AF7C64147F91CA4FFC759F8A75A33C18F2F111A48ECDEBA32","Do not call directly. Route through NexusCore.","Register and expose in matrix/report."
"VIA-SUP-0056","VIA_Supportive_HardGate_Seal","VIA_Supportive_HardGate_Seal.json","30_HardGate_Governance","L3_HardGate_Protection","Protection, network guard, environment risk gate","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\30_HardGate_Governance\VIA_Supportive_HardGate_Seal.json","30_HardGate_Governance\VIA_Supportive_HardGate_Seal.json","json","1","document/report","False","False","NexusCoreManaged","FOUND","LOW","714","2026-04-30 15:51:22","61377677573CA329539355026571083E983F2274C2476D81BFFBA3571572AD8E","Do not call directly. Route through NexusCore.","Register and expose in matrix/report."
"VIA-SUP-0057","VIA_Supportive_HardGate_Seal.json.freeze.lock","VIA_Supportive_HardGate_Seal.json.freeze.lock.json","30_HardGate_Governance","L3_HardGate_Protection","Protection, network guard, environment risk gate","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\30_HardGate_Governance\VIA_Supportive_HardGate_Seal.json.freeze.lock.json","30_HardGate_Governance\VIA_Supportive_HardGate_Seal.json.freeze.lock.json","json","1","document/report","False","False","NexusCoreManaged","FOUND","LOW","1033","2026-06-08 20:10:15","9ACB3F04E1FA962E549EC0B46146201E1B02CA549AA05B69934512AA6C40DBC7","Do not call directly. Route through NexusCore.","Register and expose in matrix/report."
"VIA-SUP-0058","VIA_Supportive_HardGate_Seal","VIA_Supportive_HardGate_Seal.ps1","30_HardGate_Governance","L3_HardGate_Protection","Protection, network guard, environment risk gate","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\30_HardGate_Governance\VIA_Supportive_HardGate_Seal.ps1","30_HardGate_Governance\VIA_Supportive_HardGate_Seal.ps1","powershell","1","PowerShell 7","False","False","NexusCoreManaged","FOUND","LOW","366","2026-04-28 11:44:50","E748F25011ABEE2FE9118958CDA34FC1339130469AC06676028211F477ABD390","Do not call directly. Route through NexusCore.","Register and expose in matrix/report."
"VIA-SUP-0059","VIA_Supportive_HardGate_Seal.ps1.freeze.lock","VIA_Supportive_HardGate_Seal.ps1.freeze.lock.json","30_HardGate_Governance","L3_HardGate_Protection","Protection, network guard, environment risk gate","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\30_HardGate_Governance\VIA_Supportive_HardGate_Seal.ps1.freeze.lock.json","30_HardGate_Governance\VIA_Supportive_HardGate_Seal.ps1.freeze.lock.json","json","1","document/report","False","False","NexusCoreManaged","FOUND","LOW","1041","2026-06-08 20:10:15","9FAB4C43651CC0CBB49D6C9A0DB52F3986906AB6F831563A738AC69B3150FCD2","Do not call directly. Route through NexusCore.","Register and expose in matrix/report."
"VIA-SUP-0060","VIA_VRN_HardGate_Bridge_Seal","VIA_VRN_HardGate_Bridge_Seal.json","30_HardGate_Governance","L3_HardGate_Protection","Protection, network guard, environment risk gate","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\30_HardGate_Governance\VIA_VRN_HardGate_Bridge_Seal.json","30_HardGate_Governance\VIA_VRN_HardGate_Bridge_Seal.json","json","1","document/report","False","False","NexusCoreManaged","FOUND","LOW","898","2026-05-06 14:46:08","C294C9426C75EECB9F119D66E1FF6B9CEA0D02D590F465222604C4E30DD0AC6C","Do not call directly. Route through NexusCore.","Register and expose in matrix/report."
"VIA-SUP-0061","VIA_VRN_HardGate_Bridge_Seal.json.freeze.lock","VIA_VRN_HardGate_Bridge_Seal.json.freeze.lock.json","30_HardGate_Governance","L3_HardGate_Protection","Protection, network guard, environment risk gate","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\30_HardGate_Governance\VIA_VRN_HardGate_Bridge_Seal.json.freeze.lock.json","30_HardGate_Governance\VIA_VRN_HardGate_Bridge_Seal.json.freeze.lock.json","json","1","document/report","False","False","NexusCoreManaged","FOUND","LOW","1033","2026-06-08 20:10:15","DA748419C222C3F8CE13650492EFA705EF2295D1517CE505702FD8AC14BC1A8B","Do not call directly. Route through NexusCore.","Register and expose in matrix/report."
"VIA-SUP-0062","VIA_EnvManager.cpython-313","VIA_EnvManager.cpython-313.pyc","40_Environment_Health","L4_EnvManager","Environment planning, venv isolation, dependency governance","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\40_Environment_Health\__pycache__\VIA_EnvManager.cpython-313.pyc","40_Environment_Health\__pycache__\VIA_EnvManager.cpython-313.pyc","other","2","via_core_312","True","False","NexusCoreManaged","FOUND","LOW","69578","2026-06-10 12:33:57","F8FD0C72AC89D3A2D85881AB4207C943C7A314565E0FAA8E0BCE33D129ECA4C9","Do not call directly. Route through NexusCore.","Wire to HardGate and EnvManager before execution."
"VIA-SUP-0063","VIS_InstallHealthRegistry.cpython-313","VIS_InstallHealthRegistry.cpython-313.pyc","40_Environment_Health","L2_SSOT_Registry","Registry or canonical tool data","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\40_Environment_Health\__pycache__\VIS_InstallHealthRegistry.cpython-313.pyc","40_Environment_Health\__pycache__\VIS_InstallHealthRegistry.cpython-313.pyc","other","1","via_core_312","False","False","NexusCoreManaged","FOUND","LOW","7265","2026-06-10 12:33:57","9BA736634C9817D25E2AAB9C1ABE02884F9A8E606FADB218BD52B4587741884B","Do not call directly. Route through NexusCore.","Register and expose in matrix/report."
"VIA-SUP-0064","VIA_EnvManager","VIA_EnvManager.py","40_Environment_Health","L4_EnvManager","Environment planning, venv isolation, dependency governance","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\40_Environment_Health\VIA_EnvManager.py","40_Environment_Health\VIA_EnvManager.py","python","2","via_core_312","True","False","NexusCoreManaged","FOUND","LOW","68497","2026-04-26 02:33:51","E9AEB5985276B97F36F2FF8E74B7A3A6A63EA577AEEBCBADDB6366C115A0E5A8","Do not call directly. Route through NexusCore.","Wire to HardGate and EnvManager before execution."
"VIA-SUP-0065","VIA_EnvManager.py.freeze.lock","VIA_EnvManager.py.freeze.lock.json","40_Environment_Health","L4_EnvManager","Environment planning, venv isolation, dependency governance","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\40_Environment_Health\VIA_EnvManager.py.freeze.lock.json","40_Environment_Health\VIA_EnvManager.py.freeze.lock.json","json","2","document/report","True","False","NexusCoreManaged","FOUND","LOW","1032","2026-06-08 20:10:15","ECC8D554CC084C21A76A3F2B059F95464858C895FA805BDDE234E7D9BE5596EF","Do not call directly. Route through NexusCore.","Wire to HardGate and EnvManager before execution."
"VIA-SUP-0066","VIS_InstallHealthRegistry","VIS_InstallHealthRegistry.py","40_Environment_Health","L2_SSOT_Registry","Registry or canonical tool data","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\40_Environment_Health\VIS_InstallHealthRegistry.py","40_Environment_Health\VIS_InstallHealthRegistry.py","python","1","via_core_312","True","False","NexusCoreManaged","FOUND","LOW","5107","2026-05-26 16:35:46","6D68E22432FE7D1EBC72A6CE75036EA4D5041E97C1BF81BA43BC370180336942","Do not call directly. Route through NexusCore.","Wire to HardGate and EnvManager before execution."
"VIA-SUP-0067","VIS_InstallHealthRegistry.py.freeze.lock","VIS_InstallHealthRegistry.py.freeze.lock.json","40_Environment_Health","L2_SSOT_Registry","Registry or canonical tool data","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\40_Environment_Health\VIS_InstallHealthRegistry.py.freeze.lock.json","40_Environment_Health\VIS_InstallHealthRegistry.py.freeze.lock.json","json","1","document/report","False","False","NexusCoreManaged","FOUND","LOW","1074","2026-06-08 20:10:15","1505E3EB2B58CA5CB301EF0CDEE80273A38B8075E9A594CDA61B5A336194B2DA","Do not call directly. Route through NexusCore.","Register and expose in matrix/report."
"VIA-SUP-0068","VeritasAegisNexus.cpython-313","VeritasAegisNexus.cpython-313.pyc","50_Protection_Acceleration","L3_HardGate_Protection","Protection, network guard, environment risk gate","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\50_Protection_Acceleration\__pycache__\VeritasAegisNexus.cpython-313.pyc","50_Protection_Acceleration\__pycache__\VeritasAegisNexus.cpython-313.pyc","other","1","via_core_312","False","False","NexusCoreManaged","FOUND","LOW","233225","2026-06-10 12:33:57","A518BFF38480953AEB5C12F4176D5EB9F094E88B26EC7AF8A23519AA445D0AC2","Do not call directly. Route through NexusCore.","Register and expose in matrix/report."
"VIA-SUP-0069","VeritasCeleritas.cpython-313","VeritasCeleritas.cpython-313.pyc","50_Protection_Acceleration","L3_HardGate_Protection","Protection, network guard, environment risk gate","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\50_Protection_Acceleration\__pycache__\VeritasCeleritas.cpython-313.pyc","50_Protection_Acceleration\__pycache__\VeritasCeleritas.cpython-313.pyc","other","1","via_core_312","False","False","NexusCoreManaged","FOUND","LOW","305509","2026-06-10 12:33:57","4C4D811086DC4ECF5A3F9AF2F355AC0A5993F5A82E056C0CC28107F07CFAC9FD","Do not call directly. Route through NexusCore.","Register and expose in matrix/report."
"VIA-SUP-0070","VeritasAegisNexus","VeritasAegisNexus.py","50_Protection_Acceleration","L3_HardGate_Protection","Protection, network guard, environment risk gate","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\50_Protection_Acceleration\VeritasAegisNexus.py","50_Protection_Acceleration\VeritasAegisNexus.py","python","1","via_core_312","True","False","NexusCoreManaged","FOUND","LOW","208495","2026-05-26 02:51:15","4A9443686A8F5DE076A9F69D4CD00FAB9576180D17F9FE03F9FF59A526BE4D7D","Do not call directly. Route through NexusCore.","Wire to HardGate and EnvManager before execution."
"VIA-SUP-0071","VeritasAegisNexus.py.freeze.lock","VeritasAegisNexus.py.freeze.lock.json","50_Protection_Acceleration","L3_HardGate_Protection","Protection, network guard, environment risk gate","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\50_Protection_Acceleration\VeritasAegisNexus.py.freeze.lock.json","50_Protection_Acceleration\VeritasAegisNexus.py.freeze.lock.json","json","1","document/report","False","False","NexusCoreManaged","FOUND","LOW","1056","2026-06-08 20:10:15","ABB75DE9D63B46B014AB3C698708BD70A2CCEBBD4DBCED2E8836F9C94F2341CA","Do not call directly. Route through NexusCore.","Register and expose in matrix/report."
"VIA-SUP-0072","VeritasCeleritas","VeritasCeleritas.py","50_Protection_Acceleration","L3_HardGate_Protection","Protection, network guard, environment risk gate","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\50_Protection_Acceleration\VeritasCeleritas.py","50_Protection_Acceleration\VeritasCeleritas.py","python","1","via_core_312","True","False","NexusCoreManaged","FOUND","LOW","242127","2026-05-06 00:35:34","ECB06BE4BADB7CE648E275A4C35A1AC44759F155AB39A137F9FBBBB7A536A1D0","Do not call directly. Route through NexusCore.","Wire to HardGate and EnvManager before execution."
"VIA-SUP-0073","VeritasCeleritas.py.freeze.lock","VeritasCeleritas.py.freeze.lock.json","50_Protection_Acceleration","L3_HardGate_Protection","Protection, network guard, environment risk gate","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\50_Protection_Acceleration\VeritasCeleritas.py.freeze.lock.json","50_Protection_Acceleration\VeritasCeleritas.py.freeze.lock.json","json","1","document/report","False","False","NexusCoreManaged","FOUND","LOW","1053","2026-06-08 20:10:15","1F062BFA1F191DBB4269A0F7BE86C440BE7990D4B05BB03B90F15AD1B6C8C543","Do not call directly. Route through NexusCore.","Register and expose in matrix/report."
"VIA-SUP-0074","Invoke-VIA-ALL","Invoke-VIA-ALL.ps1","60_PowerShell_Entry_Internal","L9_Supportive_Tool","Supportive utility","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\60_PowerShell_Entry_Internal\Invoke-VIA-ALL.ps1","60_PowerShell_Entry_Internal\Invoke-VIA-ALL.ps1","powershell","9","PowerShell 7","False","False","NexusCoreManaged","FOUND","LOW","23138","2026-06-06 08:50:39","631FD2B4B10A00CE4E6AD033B9D287620904854CE342B7B421D63F022C10744F","Do not call directly. Route through NexusCore.","Register and expose in matrix/report."
"VIA-SUP-0075","Invoke-VIA-ALL.ps1.freeze.lock","Invoke-VIA-ALL.ps1.freeze.lock.json","60_PowerShell_Entry_Internal","L9_Supportive_Tool","Supportive utility","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\60_PowerShell_Entry_Internal\Invoke-VIA-ALL.ps1.freeze.lock.json","60_PowerShell_Entry_Internal\Invoke-VIA-ALL.ps1.freeze.lock.json","json","9","document/report","False","False","NexusCoreManaged","FOUND","LOW","997","2026-06-08 20:10:15","0AA97299E49BC896F3085F8074660C3519B25EDBBE0CA2C8DAB45C12183771CD","Do not call directly. Route through NexusCore.","Register and expose in matrix/report."
"VIA-SUP-0076","Invoke-VIA-FinishProject-SafeFast","Invoke-VIA-FinishProject-SafeFast.ps1","60_PowerShell_Entry_Internal","L9_Supportive_Tool","Supportive utility","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\60_PowerShell_Entry_Internal\Invoke-VIA-FinishProject-SafeFast.ps1","60_PowerShell_Entry_Internal\Invoke-VIA-FinishProject-SafeFast.ps1","powershell","9","PowerShell 7","False","False","NexusCoreManaged","FOUND","LOW","10436","2026-04-28 11:52:20","EAC08E2189071F28F6C2B47D97647FC0CE3F78A9AD9E9500CCC89D469206FBD6","Do not call directly. Route through NexusCore.","Register and expose in matrix/report."
"VIA-SUP-0077","Invoke-VIA-FinishProject-SafeFast.ps1.freeze.lock","Invoke-VIA-FinishProject-SafeFast.ps1.freeze.lock.json","60_PowerShell_Entry_Internal","L9_Supportive_Tool","Supportive utility","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\60_PowerShell_Entry_Internal\Invoke-VIA-FinishProject-SafeFast.ps1.freeze.lock.json","60_PowerShell_Entry_Internal\Invoke-VIA-FinishProject-SafeFast.ps1.freeze.lock.json","json","9","document/report","False","False","NexusCoreManaged","FOUND","LOW","1073","2026-06-08 20:10:15","D78FF17814951EA49C30BA67DBDFDD4465EB9D7198807EC8FE7F8DA0501CE408","Do not call directly. Route through NexusCore.","Register and expose in matrix/report."
"VIA-SUP-0078","Invoke-VIA-PanoramaHardGateSafeFix","Invoke-VIA-PanoramaHardGateSafeFix.ps1","60_PowerShell_Entry_Internal","L3_HardGate_Protection","Protection, network guard, environment risk gate","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\60_PowerShell_Entry_Internal\Invoke-VIA-PanoramaHardGateSafeFix.ps1","60_PowerShell_Entry_Internal\Invoke-VIA-PanoramaHardGateSafeFix.ps1","powershell","1","PowerShell 7","False","False","NexusCoreManaged","FOUND","LOW","6368","2026-04-28 11:47:36","A13450E1C53DD610CB2395A62602E3A867EAB8D2151D946163319227BFB144DB","Do not call directly. Route through NexusCore.","Register and expose in matrix/report."
"VIA-SUP-0079","Invoke-VIA-PanoramaHardGateSafeFix.ps1.freeze.lock","Invoke-VIA-PanoramaHardGateSafeFix.ps1.freeze.lock.json","60_PowerShell_Entry_Internal","L3_HardGate_Protection","Protection, network guard, environment risk gate","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\60_PowerShell_Entry_Internal\Invoke-VIA-PanoramaHardGateSafeFix.ps1.freeze.lock.json","60_PowerShell_Entry_Internal\Invoke-VIA-PanoramaHardGateSafeFix.ps1.freeze.lock.json","json","1","document/report","False","False","NexusCoreManaged","FOUND","LOW","1077","2026-06-08 20:10:15","1584A10A4A51E7F04B3775365F35E032BAACDCBD65413DDFC64E0F0EF98D0302","Do not call directly. Route through NexusCore.","Register and expose in matrix/report."
"VIA-SUP-0080","Invoke-VIA-SupportiveHardGate","Invoke-VIA-SupportiveHardGate.ps1","60_PowerShell_Entry_Internal","L3_HardGate_Protection","Protection, network guard, environment risk gate","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\60_PowerShell_Entry_Internal\Invoke-VIA-SupportiveHardGate.ps1","60_PowerShell_Entry_Internal\Invoke-VIA-SupportiveHardGate.ps1","powershell","1","PowerShell 7","False","False","NexusCoreManaged","FOUND","LOW","1770","2026-04-28 11:44:49","FBB40A799485EE5F5B45A6442E1FC4EF01965496F15AAD31C94028D3076A9BB0","Do not call directly. Route through NexusCore.","Register and expose in matrix/report."
"VIA-SUP-0081","Invoke-VIA-SupportiveHardGate.ps1.freeze.lock","Invoke-VIA-SupportiveHardGate.ps1.freeze.lock.json","60_PowerShell_Entry_Internal","L3_HardGate_Protection","Protection, network guard, environment risk gate","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\60_PowerShell_Entry_Internal\Invoke-VIA-SupportiveHardGate.ps1.freeze.lock.json","60_PowerShell_Entry_Internal\Invoke-VIA-SupportiveHardGate.ps1.freeze.lock.json","json","1","document/report","False","False","NexusCoreManaged","FOUND","LOW","1057","2026-06-08 20:10:15","D79565BB6C18E817705311BBFA5F828C2577AE19B0734609BA73B022326E4465","Do not call directly. Route through NexusCore.","Register and expose in matrix/report."
"VIA-SUP-0082","Invoke-VRN-Guarded-Entry-v217","Invoke-VRN-Guarded-Entry-v217.ps1","60_PowerShell_Entry_Internal","L3_HardGate_Protection","Protection, network guard, environment risk gate","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\60_PowerShell_Entry_Internal\Invoke-VRN-Guarded-Entry-v217.ps1","60_PowerShell_Entry_Internal\Invoke-VRN-Guarded-Entry-v217.ps1","powershell","1","PowerShell 7","False","False","NexusCoreManaged","FOUND","LOW","2316","2026-05-24 21:03:20","BA76A6D425993E8A0BA8B7285CD0DFA70075611CFEFCCCFD6F42BCD1BEE2DD12","Do not call directly. Route through NexusCore.","Register and expose in matrix/report."
