"GroupType","GroupKey","Count","Example","RecommendedAction"
"SHA256_DUPLICATE","21A184AE5D08F282642E8046FADE50A470E0390A0477200BAE8E04E9A39FCCA6","6","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page7_img5__DUP__21A184AE5D.png","REVIEW_ONLY_NO_AUTO_DELETE"
"SHA256_DUPLICATE","21B4D000CAC65C375904D5E1F8CED4E7580AE0F6B0FD994C6C75D8E6A62FFA9C","2","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL185_vrn_unit_precision_polish_v0521__MODULE__v0521.json","REVIEW_ONLY_NO_AUTO_DELETE"
"SHA256_DUPLICATE","21CDD330904111DF1B1E8B75BE323CF1D4423B67C9CA8E37451876E714CFC165","4","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\managed_icons\MISC_ICON_STYLE\05_file_format_export\0972aa30e824126203a62b23dbfc2be0__21CDD33090.jpg","REVIEW_ONLY_NO_AUTO_DELETE"
"SHA256_DUPLICATE","21CE0D7DEAE72EAE5E067ECB97F10089BE4F0E807A8A24475174CB5659CD4DBE","12","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\03_chart_visualization_vap_core\SEO-Monitoring-Icon__21CE0D7DEA.png","REVIEW_ONLY_NO_AUTO_DELETE"
"SHA256_DUPLICATE","21D1603438334D30B421BD59DDD97F9AD1AA8F981AB6F797E22BCB79D6F80794","2","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VAP\VeritasAutoPlot\html_template\VAP_THEME.css","REVIEW_ONLY_NO_AUTO_DELETE"
"SHA256_DUPLICATE","21F3CD1BB315198A74C0D1D20C33260B93DB9906D072F918E9A3FD3515CED3FC","60","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\managed_icons\PNG_MISC_STYLE_UNKNOWN_SIZE\05_file_format_export\page10_img3__21F3CD1BB3.png","REVIEW_ONLY_NO_AUTO_DELETE"
"SHA256_DUPLICATE","22038918BF718D6F5908F471B5B175BD1D8B1371C81BF1EF47F0C9F315F4502B","6","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page12_img5__DUP__22038918BF.png","REVIEW_ONLY_NO_AUTO_DELETE"
"SHA256_DUPLICATE","22307F20213DF7506BD6311BFDAAB1116C5F4DBCA7609CA6304CEC2E42EC0083","2","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_icon_manifest\icon_style_pack_registry_DISK_SAFE.json","REVIEW_ONLY_NO_AUTO_DELETE"
"SHA256_DUPLICATE","2235C83EA12AE624D47525DA42F80611941DBEABE0B692078146765EEB7E548E","8","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\04_vap_chart_visualization\point_and_figure_chart.svg","REVIEW_ONLY_NO_AUTO_DELETE"
"SHA256_DUPLICATE","22773E553929FFA5D96A953C937436447BFB2A9EDBA7796760FECEBC19EB6C2B","4","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page14_img4__DUP__22773E5539.png","REVIEW_ONLY_NO_AUTO_DELETE"
"SHA256_DUPLICATE","2287EA9B9D5C3C7781655E197B92A4A66B97972F3137C8772153CDC9E5700679","12","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\managed_icons\MISC_ICON_STYLE\05_file_format_export\taiwan_stock_data_matrix_(1)__2287EA9B9D.svg","REVIEW_ONLY_NO_AUTO_DELETE"
"SHA256_DUPLICATE","22887A33874BB83AAF7FB62E2026DBA01597888A01E85AF343199541E89A3B37","4","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\managed_icons\MISC_ICON_STYLE\05_file_format_export\istockphoto-521312358-1024x1024__22887A3387.jpg","REVIEW_ONLY_NO_AUTO_DELETE"
"SHA256_DUPLICATE","22D0BFF3053176372A384398B098AE9AB486D3C7E14C3DF4E9D0D0289D024FC7","2","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VAP\_output\VAP_WAREHOUSE_V6_ALL_20260507_100922\dashboards\AI_DASH_PRICE_FLOW_DUAL_AXIS_WORKBENCH.html","REVIEW_ONLY_NO_AUTO_DELETE"
"SHA256_DUPLICATE","237D03B3FB7B7FC6B8CB6F3AF0051BCC01599F439F12FECA2D228507B9E59C8D","2","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VAP\_output\VAP_WAREHOUSE_V4_20260506_222535\vap_warehouse_v4_builder.py","REVIEW_ONLY_NO_AUTO_DELETE"
"SHA256_DUPLICATE","237F83917B2B26FC5C630F1D8C5FACB7F3A796D9C403599F9DA77901F18BB65C","8","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\04_file_format_export\picture_as_pdf_36dp_EA3323_FILL0_wght400_GRAD0_opsz40.svg","REVIEW_ONLY_NO_AUTO_DELETE"
"SHA256_DUPLICATE","2380A76A34955F26DA11E46AC70278F0D7D607C688442AFDC74E6C8CA41EF80D","6","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page7_img1__DUP__2380A76A34.png","REVIEW_ONLY_NO_AUTO_DELETE"
"SHA256_DUPLICATE","239E04217073824C3E931C954480C74F7E2DC1E46A4D73B8ED5CD347176A725A","12","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\12_seo_business_marketing_png\Social-Media-Marketing-Icon.png","REVIEW_ONLY_NO_AUTO_DELETE"
"SHA256_DUPLICATE","23E1DBCF60D18858C51DAB9B935552FB3ADC4DB7FBEBB5E8490D364C7E1FEED7","4","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\managed_icons\MISC_ICON_STYLE\05_file_format_export\030be0c5f102e3d28b1480d4f5454d1b__23E1DBCF60.jpg","REVIEW_ONLY_NO_AUTO_DELETE"
"SHA256_DUPLICATE","2429D839D75ECEEBB205756DA9556898B31194696A2EBC30198C3FB85306FA3E","2","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\COMPONENTS\DecisionStudio_Current_DecisionStudio_Registry\SVG_BLOCK_0002_VAP_CMP_000004.svg","REVIEW_ONLY_NO_AUTO_DELETE"
"SHA256_DUPLICATE","245C4A34A4764CE831A2E54B161624BD80F398BF6A5EF2BC8CE348E362F7666F","4","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page30_img4__DUP__245C4A34A4.png","REVIEW_ONLY_NO_AUTO_DELETE"
"SHA256_DUPLICATE","24A34CE43B019AAAE02579276E5105B4310DE91AF56C7FA687A0DF8E827EFBCD","2","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VAP\core\__pycache__\vap_export.cpython-312.pyc","REVIEW_ONLY_NO_AUTO_DELETE"
"SHA256_DUPLICATE","24B40EBB70504E6F0EECCCF9CF102DC430E635FBAC278C0C920E1133A1E8C9FC","2","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VeritasIntelligenceAnalytics\functional modules\VHB\html_templates\VIA_AutoPlot_Console.html","REVIEW_ONLY_NO_AUTO_DELETE"
"SHA256_DUPLICATE","24B675BA3D80E6AF19266788E066B91C409D2D44DA370071B3727D49B54083B2","4","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page24_img14__DUP__24B675BA3D.png","REVIEW_ONLY_NO_AUTO_DELETE"
"SHA256_DUPLICATE","24CE36E305D5FF74218BE779071A4A4DED9A3A4B2C0FF81B64782691CEFEBBF9","6","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page7_img9__DUP__24CE36E305.png","REVIEW_ONLY_NO_AUTO_DELETE"
"SHA256_DUPLICATE","24FAA716C834659DDBB53E300237522C37F6FCC40AE4D93C46704336BA99DBD4","8","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\04_file_format_export\manufacturing_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","REVIEW_ONLY_NO_AUTO_DELETE"
"SHA256_DUPLICATE","2540ECF987330AB0892421E749E9F1DD45DDDBEC03732758E5C7BF3B55C249DE","2","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VAP\_output\VAP_BASE_HOME_IO_20260506_210324\vap_intelligence_optimize_payload_v3.json","REVIEW_ONLY_NO_AUTO_DELETE"
"SHA256_DUPLICATE","25676ABA610DFAD93FE4BD75C836C59CC60734D7DAB98F2CEE8C47277E46C974","8","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\05_file_format_export\forward_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","REVIEW_ONLY_NO_AUTO_DELETE"
"SHA256_DUPLICATE","2574D677365AFEF1E3A45CCB2869CFA6722B2E3F45305E89A571A5BE9FB5180F","10","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\04_file_format_export\via_mastersetup_architecture.svg","REVIEW_ONLY_NO_AUTO_DELETE"
"SHA256_DUPLICATE","25833908220B7A76F349F2CCD103DC0123B99C44E265DEAEF086674B70A9ED6E","12","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\12_seo_business_marketing_png\Content-Writing-Icon__2583390822.png","REVIEW_ONLY_NO_AUTO_DELETE"
"SHA256_DUPLICATE","25D2AD369074303FA782B59C37EF51F2309B2DF968985541B012216615A14755","2","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VAP\_output\VAP_BASE_HOME_IO_20260506_210324\vap_intelligence_optimize_matrix_v3.csv","REVIEW_ONLY_NO_AUTO_DELETE"
"SHA256_DUPLICATE","260C9AEACAEAA979768A8F7AE282F7B878F38B951A8F49E658EE815A006B444E","4","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page1_img9__DUP__260C9AEACA.png","REVIEW_ONLY_NO_AUTO_DELETE"
"SHA256_DUPLICATE","262EE67A44FE9304A216D7F8502FB7BBA3D86F18E525EECE2E9C2801E1E85FF1","4","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\VIA_ActiveETF_mx__DUP__262EE67A44.png","REVIEW_ONLY_NO_AUTO_DELETE"
"SHA256_DUPLICATE","263444D2A8C9CA576F53BA03E7177CFF7297D473F058EB246FA7855C83F7C52E","4","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page7_img17__DUP__263444D2A8.png","REVIEW_ONLY_NO_AUTO_DELETE"
"SHA256_DUPLICATE","264D3C764548E9288F332BCD17CDF54F64A5185865D2597DBABF0121AF4DA544","12","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\07_risk_alert_guard\Target-Audience-Icon__264D3C7645.png","REVIEW_ONLY_NO_AUTO_DELETE"
"SHA256_DUPLICATE","26732C8D7DCD8A68E89D64AE3AACE835B361702CB9A79FA42308F4F98A4F8A4F","4","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\managed_icons\MISC_ICON_STYLE\05_file_format_export\1dca7a5bbc7fa009e11a2b1a627b0306__26732C8D7D.jpg","REVIEW_ONLY_NO_AUTO_DELETE"
"SHA256_DUPLICATE","26747E2CB8734251ADA51EE80E97622C9560796CDCC38463CB0F808576EDAD48","14","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\12_seo_business_marketing_png\Blog-Commenting-Icon.png","REVIEW_ONLY_NO_AUTO_DELETE"
"SHA256_DUPLICATE","26AA6B62115F03DC2E8B92D24C44346C14C17E62DCDCDF39AC4A79EF3832EBB7","2","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL175_vrn_semantic_isolation_seal_v0562__GOVERNANCE__v0562.json","REVIEW_ONLY_NO_AUTO_DELETE"
"SHA256_DUPLICATE","274133F7F7A5F6B5E043523B6D8A57E31A2FEC39F01A89210AA6627AA3D690A8","2","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VAP\api\__pycache__\vap_server.cpython-313.pyc","REVIEW_ONLY_NO_AUTO_DELETE"
"SHA256_DUPLICATE","2745131D97E9B9DD2FB2A17A46BF8B6273E54336F20F44B45915548B88B02C88","4","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\managed_icons\MISC_ICON_STYLE\05_file_format_export\8f8d77f8-463e-4f39-b78b-11e5acf75d04__2745131D97.jpeg","REVIEW_ONLY_NO_AUTO_DELETE"
"SHA256_DUPLICATE","2762CC56D66B8181B51B859D1BD3F82F91C556EDCFAF198914E311385274014C","6","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page8_img4__DUP__2762CC56D6.png","REVIEW_ONLY_NO_AUTO_DELETE"
"SHA256_DUPLICATE","277684EF3B9C87C075BD8ADE82DF8CA5B638A4FB98C2B8BA59BE9D0C3881F997","4","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\managed_icons\MISC_ICON_STYLE\05_file_format_export\images_(4)__277684EF3B.jpg","REVIEW_ONLY_NO_AUTO_DELETE"
"SHA256_DUPLICATE","2803C49B802C006CC32B8B6FF7E389909604B015F60C3C690C626A83F4784A63","4","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\managed_icons\MISC_ICON_STYLE\05_file_format_export\下載_(4)__2803C49B80.jpg","REVIEW_ONLY_NO_AUTO_DELETE"
"SHA256_DUPLICATE","2816C9F6BA231CDCB9A800756259EC87FEBB0C344643BB9BDF5969F443846C7A","4","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\managed_icons\PNG_MISC_STYLE_UNKNOWN_SIZE\05_file_format_export\android-chrome-192x192__2816C9F6BA.png","REVIEW_ONLY_NO_AUTO_DELETE"
"SHA256_DUPLICATE","28643B2C5D3E96F660A28EA6E3C49FDA474E10D362AB93103A21D1AA7FEA6BE3","2","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VAP\_output\VAP_PROJECT_COMPLETION_20260506_224841\vap_duckdb_query_pack.sql","REVIEW_ONLY_NO_AUTO_DELETE"
"SHA256_DUPLICATE","286C841F70CFF6D2855C228C6EDB1D1FB462B870C53D501750E42A21DE44648F","8","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\05_file_format_export\condegram_spiral_plot.svg","REVIEW_ONLY_NO_AUTO_DELETE"
"SHA256_DUPLICATE","286EE64B5206CDB5BD6823DF47C4449B732A309D8948A2E0D5908EA864A4845C","4","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page7_img14__DUP__286EE64B52.png","REVIEW_ONLY_NO_AUTO_DELETE"
"SHA256_DUPLICATE","2871E8682DE9887630D75D73207DF3237A25796A304512F20EEEBA58F06393C3","8","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\managed_icons\PNG_MISC_STYLE_UNKNOWN_SIZE\05_file_format_export\page3_img4__2871E8682D.png","REVIEW_ONLY_NO_AUTO_DELETE"
"SHA256_DUPLICATE","2877ED584E7E58471BF2D872A134484B3A09422B865EA81394A31F286374E9CB","2","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VAP\VeritasAutoPlot\html_template\8\index.html","REVIEW_ONLY_NO_AUTO_DELETE"
"SHA256_DUPLICATE","288A5C501E8CE78472D010AB94E03A6D91FF61E2730AB2FA3B7F1F3DB9F7922B","12","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\08_navigation_action_ui\Homepage-Optimization-Icon__288A5C501E.png","REVIEW_ONLY_NO_AUTO_DELETE"
"SHA256_DUPLICATE","29537121FEB25E9543A9F67A6ABE7FB698D040A2B1285B680A228932CB787797","8","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\04_vap_chart_visualization\timeline.svg","REVIEW_ONLY_NO_AUTO_DELETE"
"SHA256_DUPLICATE","2983099FFEBCF49163B6F69DDDD33BCD82B91A97753EFDFC9869E090241CAE1B","6","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page2_img3__DUP__2983099FFE.png","REVIEW_ONLY_NO_AUTO_DELETE"
"SHA256_DUPLICATE","298770D5EFFC73AAA76011E36AC5BDF03B2F9E6F35EF08770221DE4235D135B4","6","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page2_img2__DUP__298770D5EF.png","REVIEW_ONLY_NO_AUTO_DELETE"
"SHA256_DUPLICATE","29CF34230CB94FCA5DF13F26B35BBBA740E4C1F71984D52DC8550D82207147DA","2","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VAP\_output\VAP_PANORAMA_MATURITY_OPT_20260507_110152\vap_panorama_maturity_summary.json","REVIEW_ONLY_NO_AUTO_DELETE"
"SHA256_DUPLICATE","2A253BF07F76D5BA5F450AE8B8AE744D837E4D03B3A89FA09F7D7DA6F67E5770","12","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\12_seo_business_marketing_png\SEO-Practice-Icon__2A253BF07F.png","REVIEW_ONLY_NO_AUTO_DELETE"
"SHA256_DUPLICATE","2A724F77628BC9A679ADD224D9268B63E16E7DAB845B47833CF419297CE59C18","4","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page33_img8__DUP__2A724F7762.png","REVIEW_ONLY_NO_AUTO_DELETE"
"SHA256_DUPLICATE","2A9CFEB70FFEE6634F3D7A4CE8289453B6CBEACD3970D1BFD3113D350218FE24","6","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page3_img2__DUP__2A9CFEB70F.png","REVIEW_ONLY_NO_AUTO_DELETE"
"SHA256_DUPLICATE","2AA045FB7E086E6E212CE8BA967689104B8B5FF379A876202BDB169B3D3FA295","8","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\03_chart_visualization_vap_core\grouped_bar_chart_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","REVIEW_ONLY_NO_AUTO_DELETE"
"SHA256_DUPLICATE","2AEB40ED81F98B04FA9899878EA796A94CF3BCD30B41DA6EFCE5A3AB5312B29E","12","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\managed_icons\PNG_MISC_STYLE_UNKNOWN_SIZE\05_file_format_export\page1_img3__2AEB40ED81.png","REVIEW_ONLY_NO_AUTO_DELETE"
"SHA256_DUPLICATE","2AEFF383C55709383A288D7F2C8580DB20A826CB0F924C8455582B4A4D52962F","2","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL177_vrn_panoramic_triple_pass_repair_v0561__MODULE__v0561.json","REVIEW_ONLY_NO_AUTO_DELETE"
"SHA256_DUPLICATE","2B5144D8E6432D9F2DC52B54E506AB1CAA37EA3223D86BCF7D80AD54F45C0E1D","4","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\managed_icons\PNG_MISC_STYLE_UNKNOWN_SIZE\05_file_format_export\veritas_logo_transparent__2B5144D8E6.png","REVIEW_ONLY_NO_AUTO_DELETE"
"SHA256_DUPLICATE","2B5B88EEFFDA55B639ADD245C2443D41D4D3938DCEFA0A94D918F4C86F5C3B3E","6","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page7_img3__DUP__2B5B88EEFF.png","REVIEW_ONLY_NO_AUTO_DELETE"
"SHA256_DUPLICATE","2B752E9504D54DF334F59E9BACAA285ECFB301D42270D37FA8D55A5935557F33","2","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VAP\_warehouse\parquet\component_registry.parquet","REVIEW_ONLY_NO_AUTO_DELETE"
"SHA256_DUPLICATE","2BF477FC3CF620BDA484D2AE38F70B4073986489EF2761321580915548A85B0E","12","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\managed_icons\MATERIAL_SYMBOL_0000F5_36DP\05_file_format_export\html_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1)__2BF477FC3C.svg","REVIEW_ONLY_NO_AUTO_DELETE"
"SHA256_DUPLICATE","2C340E2829BF4EF388522953B03A10EB2791ABB293F70C0F50CAADD210BD6517","4","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page1_img7__DUP__2C340E2829.png","REVIEW_ONLY_NO_AUTO_DELETE"
"SHA256_DUPLICATE","2C47D3C3C6BDF7C77258145987CA120EB99A84F0ACE80C9F68126A033C95B871","2","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VAP\_output\VAP_WAREHOUSE_V5_NEXT3_20260506_230931\__pycache__\vap_warehouse_v5_next3_builder.cpython-312.pyc","REVIEW_ONLY_NO_AUTO_DELETE"
"SHA256_DUPLICATE","2C54C9119C90113C6A856C4C9BF2F9EE1F23C71B8298D06F68EAE400A88AB6C2","4","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VAP\VeritasAutoPlot\6\assets\bigmac-data.json","REVIEW_ONLY_NO_AUTO_DELETE"
"SHA256_DUPLICATE","2C55EC70B306A129A89CA7CD9EA57E51830A0F356A051A4300E432FED7FBA295","2","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VAP\VeritasAutoPlot\VeritasAutoPlot_v4.html","REVIEW_ONLY_NO_AUTO_DELETE"
"SHA256_DUPLICATE","2C8D3D59BC48D2B93A4147CE03C9714C28E9E13A432172590B22CA60D3F10CE3","4","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page4_img5__DUP__2C8D3D59BC.png","REVIEW_ONLY_NO_AUTO_DELETE"
"SHA256_DUPLICATE","2CA4814F80778CB028F6B089A6C7AFB924640A183ED8E368E0069ECCEEBC13D9","2","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL183_vrn_final_integrated_seal_v053__GOVERNANCE__v053.json","REVIEW_ONLY_NO_AUTO_DELETE"
"SHA256_DUPLICATE","2CBBF20693564CC7E50ECC7E4B1848C77A913188BB7B4277C00E25C3D59B1099","4","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page7_img5__DUP__2CBBF20693.png","REVIEW_ONLY_NO_AUTO_DELETE"
"SHA256_DUPLICATE","2CD316D91E8F895DACCF2BF36B364FDA18F85149E2B9ED4D1B48B946F4B97086","6","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page7_img1__DUP__2CD316D91E.png","REVIEW_ONLY_NO_AUTO_DELETE"
"SHA256_DUPLICATE","2CE26EA9CB116A069D3B682EE5D4042B7417E9A0B85B8C170A58784D5EC78CE8","2","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VAP\_warehouse\parquet\lead_lag_plan.parquet","REVIEW_ONLY_NO_AUTO_DELETE"
"SHA256_DUPLICATE","2D19A661D149BA0FCBB3187F4AD073C7C025B694BFF4E1DB0F8042319ED5B3F1","12","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\managed_icons\MATERIAL_SYMBOL_0000F5_36DP\05_file_format_export\check_circle_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1)__2D19A661D1.svg","REVIEW_ONLY_NO_AUTO_DELETE"
"SHA256_DUPLICATE","2DA23752B12B6CF44247F9E0329C52575867AD21A8665B8B8CDCD94547677A30","14","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\managed_icons\PNG_MISC_STYLE_UNKNOWN_SIZE\05_file_format_export\page1_img4__2DA23752B1.png","REVIEW_ONLY_NO_AUTO_DELETE"
