"ID","Role","FileName","Extension","RelativePath","FullPath","SizeBytes","SizeKB","Sha256","ModifiedAt","Status"
"ICON_000142","File / Export","arrow_forward_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg",".svg","05_file_format_export\arrow_forward_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\05_file_format_export\arrow_forward_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","202","0.2","7CD4A71139E3E0B428D3A955AD1E560B1F18BBB05C1892BB523E646C139B529A","2026-03-23 10:39:39","OK"
"ICON_000143","File / Export","arrow_shape_up_stack_2_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg",".svg","05_file_format_export\arrow_shape_up_stack_2_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\05_file_format_export\arrow_shape_up_stack_2_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","399","0.39","5BD2405C088E285E677D18175DB352371B5138C404E63A77908111777BD3F541","2026-03-23 10:51:19","OK"
"ICON_000144","File / Export","block_36dp_EA3323_FILL0_wght400_GRAD0_opsz40.svg",".svg","05_file_format_export\block_36dp_EA3323_FILL0_wght400_GRAD0_opsz40.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\05_file_format_export\block_36dp_EA3323_FILL0_wght400_GRAD0_opsz40.svg","659","0.64","50A32CE3601E69C46451810FDE7F77378C399A12098DA7F96D030D0884D15BA7","2026-03-23 10:40:51","OK"
"ICON_000145","File / Export","bolt_36dp_FFFF55_FILL0_wght400_GRAD0_opsz40.svg",".svg","05_file_format_export\bolt_36dp_FFFF55_FILL0_wght400_GRAD0_opsz40.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\05_file_format_export\bolt_36dp_FFFF55_FILL0_wght400_GRAD0_opsz40.svg","255","0.25","36E036B09A5F03D05454C85C74C8D6AF6E589F38BF7AF9D45FE740C9A6FACC4D","2026-03-23 10:40:25","OK"
"ICON_000146","File / Export","brainstorm.svg",".svg","05_file_format_export\brainstorm.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\05_file_format_export\brainstorm.svg","1050","1.03","7BAC174488603E538612A1741EAA8EF10F43D2FD80CCEF65E7FB423618931CE7","2026-06-06 07:57:39","OK"
"ICON_000147","File / Export","build_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg",".svg","05_file_format_export\build_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\05_file_format_export\build_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","861","0.84","5A70F80377A3FCD56F5DB2F3483627579BF2146AB8CF6D574FFE0AAB3F7EA995","2026-03-23 10:52:48","OK"
"ICON_000148","File / Export","calendar_month_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg",".svg","05_file_format_export\calendar_month_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\05_file_format_export\calendar_month_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","1093","1.07","7B78A5E4C1D5338E7B320D1461FBCB3D44D071E10CFBE5AAB3A5BAD9083CC6D9","2026-03-23 10:52:39","OK"
"ICON_000149","Chart / Visualization","condegram_spiral_plot.svg",".svg","05_file_format_export\condegram_spiral_plot.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\05_file_format_export\condegram_spiral_plot.svg","28526","27.86","286C841F70CFF6D2855C228C6EDB1D1FB462B870C53D501750E42A21DE44648F","2026-06-06 08:04:34","OK"
"ICON_000150","File / Export","crisis_alert_36dp_EA3323_FILL0_wght400_GRAD0_opsz40.svg",".svg","05_file_format_export\crisis_alert_36dp_EA3323_FILL0_wght400_GRAD0_opsz40.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\05_file_format_export\crisis_alert_36dp_EA3323_FILL0_wght400_GRAD0_opsz40.svg","1197","1.17","4ABB3D589737BE297153B7C4AC675F07257ECF1A51A44B470E36D2A6E6544D12","2026-03-23 11:06:18","OK"
"ICON_000151","File / Export","density_medium_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg",".svg","05_file_format_export\density_medium_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\05_file_format_export\density_medium_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","214","0.21","AB20C7BCF0E726F84B4850DAADD5B15B24543721AADBC3F1B3FA1FEEF1CF0BB9","2026-03-23 10:41:47","OK"
"ICON_000152","File / Export","disabled_by_default_36dp_EA3323_FILL0_wght400_GRAD0_opsz40.svg",".svg","05_file_format_export\disabled_by_default_36dp_EA3323_FILL0_wght400_GRAD0_opsz40.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\05_file_format_export\disabled_by_default_36dp_EA3323_FILL0_wght400_GRAD0_opsz40.svg","507","0.5","1384DB8EB431A9D2E802D840AC23CC6ECD93B489C672D9CB9A5CF6F11D2F2EF5","2026-03-23 10:49:40","OK"
"ICON_000153","File / Export","dxy_mega_model.svg",".svg","05_file_format_export\dxy_mega_model.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\05_file_format_export\dxy_mega_model.svg","90305","88.19","8273B85A5D59CB454457DB3E943BFE6DC2ACA0B9888966F0DDE78A3ABF9184E4","2026-03-23 10:02:26","OK"
"ICON_000154","File / Export","file_png_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg",".svg","05_file_format_export\file_png_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\05_file_format_export\file_png_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","857","0.84","C921C7816F6B0412BE198C792FA930FCF27819BE43CFA7597AFE27D09C474193","2026-03-23 11:03:11","OK"
"ICON_000155","File / Export","file.svg",".svg","05_file_format_export\file.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\05_file_format_export\file.svg","5072408","4953.52","959AEE09F9CD7899ABCD958D57047CB491DE3A0DEE97F279190B63F399A4AD47","2025-09-16 13:28:32","OK"
"ICON_000156","File / Export","forward_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg",".svg","05_file_format_export\forward_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\05_file_format_export\forward_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","399","0.39","25676ABA610DFAD93FE4BD75C836C59CC60734D7DAB98F2CEE8C47277E46C974","2026-03-23 10:41:34","OK"
"ICON_000157","File / Export","g_translate_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg",".svg","05_file_format_export\g_translate_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\05_file_format_export\g_translate_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","1049","1.02","F4C3E0862DCF12266911BAF3BF232A5A190764A3A776B2D1AACE2DAD498F577B","2026-03-23 11:01:46","OK"
"ICON_000158","Chart / Visualization","global_leading_indicators_matrix.svg",".svg","05_file_format_export\global_leading_indicators_matrix.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\05_file_format_export\global_leading_indicators_matrix.svg","117486","114.73","4EADDAA9710D040E84D5CF74F4E301B043EA3F4B1D83E58DD8775ECE1DBB3119","2026-03-23 10:02:55","OK"
"ICON_000159","File / Export","hourglass_top_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg",".svg","05_file_format_export\hourglass_top_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\05_file_format_export\hourglass_top_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","422","0.41","F9A53F99CE371FD3AFF3A1EBC769B9ED7F7CE9AC0A314E3C700C962A6BE0B823","2026-03-23 11:01:25","OK"
"ICON_000160","File / Export","illustration_diagram.svg",".svg","05_file_format_export\illustration_diagram.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\05_file_format_export\illustration_diagram.svg","1025","1","20D82D3AEA387F42B4A3C55C93FA677F079DE4B91087DA95478FD6BAA8E16725","2026-06-06 08:00:29","OK"
"ICON_000161","File / Export","key_off_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg",".svg","05_file_format_export\key_off_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\05_file_format_export\key_off_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","768","0.75","415D7328AFCC99A84FF9BE701AF3656737443C8223EA11EBC640BFDB442E185A","2026-03-23 10:42:09","OK"
"ICON_000162","File / Export","lists_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg",".svg","05_file_format_export\lists_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\05_file_format_export\lists_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","328","0.32","9F82D967A69BC0B3F2814458014B74A1E7C4C6FA459F10CE9FBBF78E4DD01391","2026-03-23 10:46:38","OK"
"ICON_000163","File / Export","lock_open_right_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg",".svg","05_file_format_export\lock_open_right_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\05_file_format_export\lock_open_right_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","728","0.71","7A109E405C37664469F9B4506343D6F5A9661E91BB6127EDEC533FF4F2BCF4E9","2026-03-23 10:46:41","OK"
"ICON_000164","File / Export","Logo.svg",".svg","05_file_format_export\Logo.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\05_file_format_export\Logo.svg","54089","52.82","A0C62C00668892FEC5588701C90E392D675AEEEF19EA9ED0BEF31B4D5F28CC57","2025-09-17 12:44:04","OK"
"ICON_000165","File / Export","network_intelligence_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg",".svg","05_file_format_export\network_intelligence_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\05_file_format_export\network_intelligence_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","987","0.96","CEDEACD8CAEE28D0462F1DB90769836C1B2709C783F08137EAD2890B70358BBF","2026-03-23 11:01:35","OK"
"ICON_000166","File / Export","pip_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg",".svg","05_file_format_export\pip_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\05_file_format_export\pip_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","400","0.39","A775EDBE63F75D03B534C50276005DFB9ACBCF00D822E536DAEB4819634AACB3","2026-03-23 10:43:01","OK"
"ICON_000167","File / Export","pip_exit_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg",".svg","05_file_format_export\pip_exit_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\05_file_format_export\pip_exit_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","437","0.43","E00828B0559B0D3E407D8FC2AB7F08A921EA01EFA9568C1434253BC9ED5D518E","2026-03-23 10:51:29","OK"
"ICON_000168","File / Export","refresh_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg",".svg","05_file_format_export\refresh_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\05_file_format_export\refresh_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","486","0.47","30B8C8F681C74815E78F6D20AFDC8B7FC319026CDD56DE055CD3C8834C3EF8EB","2026-03-23 10:40:07","OK"
"ICON_000169","File / Export","tune_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg",".svg","05_file_format_export\tune_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\05_file_format_export\tune_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","382","0.37","9E51644E841863B514D7D5BD312931F755387F63C363576B42408BC4A61D1F79","2026-03-23 10:47:33","OK"
"ICON_000170","File / Export","upload_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg",".svg","05_file_format_export\upload_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\05_file_format_export\upload_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","361","0.35","4F9F525A0B69C7B0460304D006C245BFD3946F72479CF9684839637A30974EC0","2026-03-23 10:41:26","OK"
"ICON_000171","File / Export","upload_file_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg",".svg","05_file_format_export\upload_file_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\05_file_format_export\upload_file_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","457","0.45","4C656047EA42E826BB94AE5B81AFB7333AC6F947002648B0E9FA7773FDC84BBE","2026-03-23 10:52:51","OK"
"ICON_000172","File / Export","Custom-Coding-Icon__343480EA92.png",".png","06_code_devops_builder\Custom-Coding-Icon__343480EA92.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\06_code_devops_builder\Custom-Coding-Icon__343480EA92.png","1726","1.69","343480EA92050163750B86CED00CCF45CD9CFC02F023D788F8D9FFAE51DD7823","2026-06-08 21:09:02","OK"
"ICON_000173","File / Export","Custom-Coding-Icon__86D4FE98A5.png",".png","06_code_devops_builder\Custom-Coding-Icon__86D4FE98A5.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\06_code_devops_builder\Custom-Coding-Icon__86D4FE98A5.png","6154","6.01","86D4FE98A5E6E32E9170144C6811153DF9A26056C031B218B18FBF3F50FFF304","2026-06-08 21:09:01","OK"
"ICON_000174","File / Export","Custom-Coding-Icon__E23CC81EDC.png",".png","06_code_devops_builder\Custom-Coding-Icon__E23CC81EDC.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\06_code_devops_builder\Custom-Coding-Icon__E23CC81EDC.png","1156","1.13","E23CC81EDC44C72D89A50FA5F9734A92A118D1157B93DB39FF24B32D68AA48DA","2026-06-08 21:09:01","OK"
"ICON_000175","File / Export","Custom-Coding-Icon.png",".png","06_code_devops_builder\Custom-Coding-Icon.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\06_code_devops_builder\Custom-Coding-Icon.png","2744","2.68","6E97F1625DADB5C3DBC005E187E68E610FE4A9C6F8EA798E3D088CC5A94EA6A7","2026-06-08 21:09:01","OK"
"ICON_000176","File / Export","Link-Building-Icon__5CCDDBFADF.png",".png","06_code_devops_builder\Link-Building-Icon__5CCDDBFADF.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\06_code_devops_builder\Link-Building-Icon__5CCDDBFADF.png","10501","10.25","5CCDDBFADF6D8D0AA388EEAE68E96C92EDD1982DAA7FE4AA858204B5A5E4E1C5","2026-06-08 21:09:01","OK"
"ICON_000177","File / Export","Link-Building-Icon__9B5200FA93.png",".png","06_code_devops_builder\Link-Building-Icon__9B5200FA93.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\06_code_devops_builder\Link-Building-Icon__9B5200FA93.png","1561","1.52","9B5200FA937513A47CAC3347C00633D8CB9C46BD73D1CA519103DD5153233EF3","2026-06-08 21:09:01","OK"
"ICON_000178","File / Export","Link-Building-Icon__A3E413514D.png",".png","06_code_devops_builder\Link-Building-Icon__A3E413514D.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\06_code_devops_builder\Link-Building-Icon__A3E413514D.png","2454","2.4","A3E413514D36D400C560B6B975342F0C9DECE617343A2C1FA1B03D562F160538","2026-06-08 21:09:02","OK"
"ICON_000179","File / Export","Link-Building-Icon.png",".png","06_code_devops_builder\Link-Building-Icon.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\06_code_devops_builder\Link-Building-Icon.png","4551","4.44","ABDD92FA736ABD756BD156039BEF429EDC2FCD0A1B22F2913E15B9A8513C3BD0","2026-06-08 21:09:01","OK"
"ICON_000180","File / Export","Web-Development-Icon__4DB391B97A.png",".png","06_code_devops_builder\Web-Development-Icon__4DB391B97A.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\06_code_devops_builder\Web-Development-Icon__4DB391B97A.png","8920","8.71","4DB391B97A2FA3A21ACA5738BAFB50BAC26ABA6488E55EB12545C3A60DB1684E","2026-06-08 21:09:01","OK"
"ICON_000181","File / Export","Web-Development-Icon__B8948CBE7F.png",".png","06_code_devops_builder\Web-Development-Icon__B8948CBE7F.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\06_code_devops_builder\Web-Development-Icon__B8948CBE7F.png","2207","2.16","B8948CBE7FC5ACAD19C73CEAFB66F75FB45CE30520117FB6FC1C122E641B2C4C","2026-06-08 21:09:02","OK"
"ICON_000182","File / Export","Web-Development-Icon__E3E117191B.png",".png","06_code_devops_builder\Web-Development-Icon__E3E117191B.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\06_code_devops_builder\Web-Development-Icon__E3E117191B.png","1486","1.45","E3E117191B844F4B4763DB0C6534B79A9EE061AC2CB7AC96AC04C8981D52F746","2026-06-08 21:09:02","OK"
"ICON_000183","File / Export","Web-Development-Icon.png",".png","06_code_devops_builder\Web-Development-Icon.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\06_code_devops_builder\Web-Development-Icon.png","3925","3.83","92A0E57F9EB4C161DB994E7E912FF132C8C0F8D7AE681A01848A157E0D7A1F47","2026-06-08 21:09:01","OK"
"ICON_000184","File / Export","Target-Audience-Icon__264D3C7645.png",".png","07_risk_alert_guard\Target-Audience-Icon__264D3C7645.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\07_risk_alert_guard\Target-Audience-Icon__264D3C7645.png","2223","2.17","264D3C764548E9288F332BCD17CDF54F64A5185865D2597DBABF0121AF4DA544","2026-06-08 21:09:02","OK"
"ICON_000185","File / Export","Target-Audience-Icon__65E5BE8F20.png",".png","07_risk_alert_guard\Target-Audience-Icon__65E5BE8F20.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\07_risk_alert_guard\Target-Audience-Icon__65E5BE8F20.png","3321","3.24","65E5BE8F207A277B323E911B2D1FB2ACE73DE7F5C5A5B2C6C557A6490032EAAF","2026-06-08 21:09:02","OK"
"ICON_000186","File / Export","Target-Audience-Icon__FFDC40021A.png",".png","07_risk_alert_guard\Target-Audience-Icon__FFDC40021A.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\07_risk_alert_guard\Target-Audience-Icon__FFDC40021A.png","13105","12.8","FFDC40021ACFFE442ED3586E99E38E68A37F53F3AE1C414A2E48C009247649AD","2026-06-08 21:09:01","OK"
"ICON_000187","File / Export","Target-Audience-Icon.png",".png","07_risk_alert_guard\Target-Audience-Icon.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\07_risk_alert_guard\Target-Audience-Icon.png","5680","5.55","117E47EB9AAE467D2275BE83151DA97520325E5A45C6B1FC21B1D908D3CBAF58","2026-06-08 21:09:01","OK"
"ICON_000188","File / Export","Homepage-Optimization-Icon__149E4BB053.png",".png","08_navigation_action_ui\Homepage-Optimization-Icon__149E4BB053.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\08_navigation_action_ui\Homepage-Optimization-Icon__149E4BB053.png","2382","2.33","149E4BB053E3B57D1ED2FFECF8929F1DA87BB0D1739D0CDC12B3EB939928BFA2","2026-06-08 21:09:02","OK"
"ICON_000189","File / Export","Homepage-Optimization-Icon__288A5C501E.png",".png","08_navigation_action_ui\Homepage-Optimization-Icon__288A5C501E.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\08_navigation_action_ui\Homepage-Optimization-Icon__288A5C501E.png","8810","8.6","288A5C501E8CE78472D010AB94E03A6D91FF61E2730AB2FA3B7F1F3DB9F7922B","2026-06-08 21:09:01","OK"
"ICON_000190","File / Export","Homepage-Optimization-Icon__A0E073DB28.png",".png","08_navigation_action_ui\Homepage-Optimization-Icon__A0E073DB28.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\08_navigation_action_ui\Homepage-Optimization-Icon__A0E073DB28.png","1613","1.58","A0E073DB28D891A2ACAEC60A89524EF7AF1CEBA54FFB2D5055497474ECCEB64D","2026-06-08 21:09:01","OK"
"ICON_000191","File / Export","Homepage-Optimization-Icon.png",".png","08_navigation_action_ui\Homepage-Optimization-Icon.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\08_navigation_action_ui\Homepage-Optimization-Icon.png","4030","3.94","A36BB3672FE818F73DB867504ECA127BA72EE131D11F7597144740F8DB78F4CE","2026-06-08 21:09:01","OK"
"ICON_000192","Finance / Market","Video-marketing-Icon__313D7B9A49.png",".png","09_media_image_video\Video-marketing-Icon__313D7B9A49.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\09_media_image_video\Video-marketing-Icon__313D7B9A49.png","2263","2.21","313D7B9A49F039D9482996E4495E01B3B682E369C563F634BE2D08ABDB2678D5","2026-06-08 21:09:02","OK"
"ICON_000193","Finance / Market","Video-marketing-Icon__77C847E3F5.png",".png","09_media_image_video\Video-marketing-Icon__77C847E3F5.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\09_media_image_video\Video-marketing-Icon__77C847E3F5.png","1412","1.38","77C847E3F54CC2B01F5EDA3C27317E116CF90E15CFD6A64D6AAAE9F587B757EE","2026-06-08 21:09:02","OK"
"ICON_000194","Finance / Market","Video-marketing-Icon__7A368A66D9.png",".png","09_media_image_video\Video-marketing-Icon__7A368A66D9.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\09_media_image_video\Video-marketing-Icon__7A368A66D9.png","8705","8.5","7A368A66D9A2E087E7D3287242FD14D16A9064752FAF6F562042B5256147F9FA","2026-06-08 21:09:01","OK"
"ICON_000195","Finance / Market","Video-marketing-Icon.png",".png","09_media_image_video\Video-marketing-Icon.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\09_media_image_video\Video-marketing-Icon.png","3838","3.75","2F0900208A79055F9145250892014B37162A7C1C294C15EA7A7534AAB80D0EDC","2026-06-08 21:09:01","OK"
"ICON_000196","File / Export","Back-Link-Icon__382DBFCFD7.png",".png","10_language_network_translation\Back-Link-Icon__382DBFCFD7.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\10_language_network_translation\Back-Link-Icon__382DBFCFD7.png","1571","1.53","382DBFCFD7F906351A411AE04912B1FEAEDFF10C65C810C16184FBC2C0D04659","2026-06-08 21:09:01","OK"
"ICON_000197","File / Export","Back-Link-Icon__4E49E43085.png",".png","10_language_network_translation\Back-Link-Icon__4E49E43085.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\10_language_network_translation\Back-Link-Icon__4E49E43085.png","2317","2.26","4E49E43085B888BD870C04254861720CEF47DBD5461DBD5AFC6BF29DB81C06E8","2026-06-08 21:09:02","OK"
"ICON_000198","File / Export","Back-Link-Icon__DD3F6DB908.png",".png","10_language_network_translation\Back-Link-Icon__DD3F6DB908.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\10_language_network_translation\Back-Link-Icon__DD3F6DB908.png","9251","9.03","DD3F6DB90886A39F5AC089E295A20861BF9E8FB4BB8682535AFB40DB6862364A","2026-06-08 21:09:01","OK"
"ICON_000199","File / Export","Back-Link-Icon.png",".png","10_language_network_translation\Back-Link-Icon.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\10_language_network_translation\Back-Link-Icon.png","4106","4.01","C6E3D999F27826C84C5F499DAF34F144938FD2A8C2EE1D41B7C1F5068929B0BD","2026-06-08 21:09:01","OK"
