record_id,source_path,name,domain,file_type,exists_check,read_policy,cross_analysis_role
VIA-20260702-PATH-0089,C:\Users\tonyk\Downloads\VIA_Financial_Statements.html,VIA_Financial_Statements.html,FINANCIAL_MODEL,html,TO_BE_CHECKED_ON_LOCAL_WINDOWS,READ_ONLY_NO_EXECUTE_NO_MUTATION,"financial statement, valuation, cost and driver model input"
VIA-20260702-PATH-0090,C:\Users\tonyk\Downloads\VIA_Industry_BOM_Professional_HTML.html,VIA_Industry_BOM_Professional_HTML.html,SUPER_BOM,html,TO_BE_CHECKED_ON_LOCAL_WINDOWS,READ_ONLY_NO_EXECUTE_NO_MUTATION,BOM / SAP / supplier / customer / product matrix input
VIA-20260702-PATH-0091,C:\Users\tonyk\Downloads\VIA_Industry360_Intelligence_Suite_Professional.html,VIA_Industry360_Intelligence_Suite_Professional.html,UI_PLATFORM,html,TO_BE_CHECKED_ON_LOCAL_WINDOWS,READ_ONLY_NO_EXECUTE_NO_MUTATION,"UI shell, dashboard and parameter library input"
VIA-20260702-PATH-0092,C:\Users\tonyk\Downloads\VIA_Integrated_Platform.html,VIA_Integrated_Platform.html,UI_PLATFORM,html,TO_BE_CHECKED_ON_LOCAL_WINDOWS,READ_ONLY_NO_EXECUTE_NO_MUTATION,"UI shell, dashboard and parameter library input"
VIA-20260702-PATH-0093,C:\Users\tonyk\Downloads\VIS_Global_Crude_Oil_Market_v0111.html,VIS_Global_Crude_Oil_Market_v0111.html,MARKET_MACRO,html,TO_BE_CHECKED_ON_LOCAL_WINDOWS,READ_ONLY_NO_EXECUTE_NO_MUTATION,macro / market driver external context input
VIA-20260702-PATH-0094,C:\Users\tonyk\Downloads\vpns_ast_symbol_engine.py,vpns_ast_symbol_engine.py,REGISTRY_ENGINE,script,TO_BE_CHECKED_ON_LOCAL_WINDOWS,READ_ONLY_NO_EXECUTE_NO_MUTATION,"engine, function registry and code capability input"
VIA-20260702-PATH-0095,C:\Users\tonyk\Downloads\vpns_rename_map.SAMPLE.json,vpns_rename_map.SAMPLE.json,MISC,json,TO_BE_CHECKED_ON_LOCAL_WINDOWS,READ_ONLY_NO_EXECUTE_NO_MUTATION,manual review
VIA-20260702-PATH-0096,C:\Users\tonyk\Downloads\一鍵讀信箱.bat,一鍵讀信箱.bat,CODE_SCRIPT,script,TO_BE_CHECKED_ON_LOCAL_WINDOWS,READ_ONLY_NO_EXECUTE_NO_MUTATION,code to inspect by AST/static scan only
VIA-20260702-PATH-0097,C:\Users\tonyk\Downloads\台達電.docx,台達電.docx,COMPANY_INDUSTRY,docx,TO_BE_CHECKED_ON_LOCAL_WINDOWS,READ_ONLY_NO_EXECUTE_NO_MUTATION,company / industry specific evidence input
VIA-20260702-PATH-0098,C:\Users\tonyk\Downloads\_backup_nettoolkit_20260213_235824,_backup_nettoolkit_20260213_235824,MISC,folder_or_no_extension,TO_BE_CHECKED_ON_LOCAL_WINDOWS,READ_ONLY_NO_EXECUTE_NO_MUTATION,manual review
VIA-20260702-PATH-0099,C:\Users\tonyk\Downloads\_VPN_SAFE_INTEGRATION_OUT,_VPN_SAFE_INTEGRATION_OUT,MISC,folder_or_no_extension,TO_BE_CHECKED_ON_LOCAL_WINDOWS,READ_ONLY_NO_EXECUTE_NO_MUTATION,manual review
VIA-20260702-PATH-0100,C:\Users\tonyk\Downloads\backup_20251013_115831,backup_20251013_115831,MISC,folder_or_no_extension,TO_BE_CHECKED_ON_LOCAL_WINDOWS,READ_ONLY_NO_EXECUTE_NO_MUTATION,manual review
VIA-20260702-PATH-0101,C:\Users\tonyk\Downloads\circle-flags-gh-pages,circle-flags-gh-pages,MISC,folder_or_no_extension,TO_BE_CHECKED_ON_LOCAL_WINDOWS,READ_ONLY_NO_EXECUTE_NO_MUTATION,manual review
VIA-20260702-PATH-0102,C:\Users\tonyk\Downloads\DRUCK    Macro Terminal,DRUCK    Macro Terminal,MARKET_MACRO,folder_or_no_extension,TO_BE_CHECKED_ON_LOCAL_WINDOWS,READ_ONLY_NO_EXECUTE_NO_MUTATION,macro / market driver external context input
VIA-20260702-PATH-0103,C:\Users\tonyk\Downloads\files (27),files (27),MISC,folder_or_no_extension,TO_BE_CHECKED_ON_LOCAL_WINDOWS,READ_ONLY_NO_EXECUTE_NO_MUTATION,manual review
VIA-20260702-PATH-0104,C:\Users\tonyk\Downloads\files (33),files (33),MISC,folder_or_no_extension,TO_BE_CHECKED_ON_LOCAL_WINDOWS,READ_ONLY_NO_EXECUTE_NO_MUTATION,manual review
VIA-20260702-PATH-0105,C:\Users\tonyk\Downloads\VDS_Integration_20260226_233923,VDS_Integration_20260226_233923,MISC,folder_or_no_extension,TO_BE_CHECKED_ON_LOCAL_WINDOWS,READ_ONLY_NO_EXECUTE_NO_MUTATION,manual review
VIA-20260702-PATH-0106,C:\Users\tonyk\Downloads\VDS_Integration_20260226_233933,VDS_Integration_20260226_233933,MISC,folder_or_no_extension,TO_BE_CHECKED_ON_LOCAL_WINDOWS,READ_ONLY_NO_EXECUTE_NO_MUTATION,manual review
VIA-20260702-PATH-0107,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics,VeritasIntelligenceAnalytics,MISC,folder_or_no_extension,TO_BE_CHECKED_ON_LOCAL_WINDOWS,READ_ONLY_NO_EXECUTE_NO_MUTATION,manual review
VIA-20260702-PATH-0108,C:\Users\tonyk\Downloads\VIA_FlowSystem (2),VIA_FlowSystem (2),PROCESS_MINING,folder_or_no_extension,TO_BE_CHECKED_ON_LOCAL_WINDOWS,READ_ONLY_NO_EXECUTE_NO_MUTATION,process mining and workflow evidence input
VIA-20260702-PATH-0109,C:\Users\tonyk\Downloads\02-difference-between-median-target-price-and-closing-price-top-and-bottom-10 (1).webp,02-difference-between-median-target-price-and-closing-price-top-and-bottom-10 (1).webp,IMAGE_REFERENCE,image,TO_BE_CHECKED_ON_LOCAL_WINDOWS,READ_ONLY_NO_EXECUTE_NO_MUTATION,"visual reference, SAP diagram or process image input"
VIA-20260702-PATH-0110,C:\Users\tonyk\Downloads\02-difference-between-median-target-price-and-closing-price-top-and-bottom-10.webp,02-difference-between-median-target-price-and-closing-price-top-and-bottom-10.webp,IMAGE_REFERENCE,image,TO_BE_CHECKED_ON_LOCAL_WINDOWS,READ_ONLY_NO_EXECUTE_NO_MUTATION,"visual reference, SAP diagram or process image input"
VIA-20260702-PATH-0111,C:\Users\tonyk\Downloads\2026_macro_investment_engine_v10 (2).pdf,2026_macro_investment_engine_v10 (2).pdf,REGISTRY_ENGINE,pdf,TO_BE_CHECKED_ON_LOCAL_WINDOWS,READ_ONLY_NO_EXECUTE_NO_MUTATION,"engine, function registry and code capability input"
VIA-20260702-PATH-0112,C:\Users\tonyk\Downloads\circle-flags-gh-pages.zip,circle-flags-gh-pages.zip,PACKAGE_ARCHIVE,archive,TO_BE_CHECKED_ON_LOCAL_WINDOWS,READ_ONLY_NO_EXECUTE_NO_MUTATION,"archive to inspect, not execute"
VIA-20260702-PATH-0113,C:\Users\tonyk\Downloads\EarningsInsight_062626.pdf,EarningsInsight_062626.pdf,MARKET_MACRO,pdf,TO_BE_CHECKED_ON_LOCAL_WINDOWS,READ_ONLY_NO_EXECUTE_NO_MUTATION,macro / market driver external context input
VIA-20260702-PATH-0114,C:\Users\tonyk\Downloads\factor_dict_matrix.html,factor_dict_matrix.html,MARKET_MACRO,html,TO_BE_CHECKED_ON_LOCAL_WINDOWS,READ_ONLY_NO_EXECUTE_NO_MUTATION,macro / market driver external context input
VIA-20260702-PATH-0115,C:\Users\tonyk\Downloads\flow_monitor.html,flow_monitor.html,PROCESS_MINING,html,TO_BE_CHECKED_ON_LOCAL_WINDOWS,READ_ONLY_NO_EXECUTE_NO_MUTATION,process mining and workflow evidence input
VIA-20260702-PATH-0116,C:\Users\tonyk\Downloads\global_map_sim.html,global_map_sim.html,MISC,html,TO_BE_CHECKED_ON_LOCAL_WINDOWS,READ_ONLY_NO_EXECUTE_NO_MUTATION,manual review
VIA-20260702-PATH-0117,C:\Users\tonyk\Downloads\Invoke-VIA-SupportiveFunctionalRegistry-AIO-v0105.ps1,Invoke-VIA-SupportiveFunctionalRegistry-AIO-v0105.ps1,REGISTRY_ENGINE,script,TO_BE_CHECKED_ON_LOCAL_WINDOWS,READ_ONLY_NO_EXECUTE_NO_MUTATION,"engine, function registry and code capability input"
VIA-20260702-PATH-0118,C:\Users\tonyk\Downloads\perf_trend (1).html,perf_trend (1).html,MISC,html,TO_BE_CHECKED_ON_LOCAL_WINDOWS,READ_ONLY_NO_EXECUTE_NO_MUTATION,manual review
VIA-20260702-PATH-0119,C:\Users\tonyk\Downloads\perf_trend.html,perf_trend.html,MISC,html,TO_BE_CHECKED_ON_LOCAL_WINDOWS,READ_ONLY_NO_EXECUTE_NO_MUTATION,manual review
VIA-20260702-PATH-0120,C:\Users\tonyk\Downloads\spec.html,spec.html,MISC,html,TO_BE_CHECKED_ON_LOCAL_WINDOWS,READ_ONLY_NO_EXECUTE_NO_MUTATION,manual review
VIA-20260702-PATH-0121,C:\Users\tonyk\Downloads\Veritas Intelligence Analytics Brief.html,Veritas Intelligence Analytics Brief.html,MISC,html,TO_BE_CHECKED_ON_LOCAL_WINDOWS,READ_ONLY_NO_EXECUTE_NO_MUTATION,manual review
VIA-20260702-PATH-0122,C:\Users\tonyk\Downloads\Veritas Intelligence Analytics Brief.pdf,Veritas Intelligence Analytics Brief.pdf,DOC_SOURCE,pdf,TO_BE_CHECKED_ON_LOCAL_WINDOWS,READ_ONLY_NO_EXECUTE_NO_MUTATION,document text/table extraction source
VIA-20260702-PATH-0123,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics_OnePage_System_Overview_v0200.html,VeritasIntelligenceAnalytics_OnePage_System_Overview_v0200.html,MISC,html,TO_BE_CHECKED_ON_LOCAL_WINDOWS,READ_ONLY_NO_EXECUTE_NO_MUTATION,manual review
VIA-20260702-PATH-0124,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics_Workbench_Enabler_Overview_v0300 (1).html,VeritasIntelligenceAnalytics_Workbench_Enabler_Overview_v0300 (1).html,MISC,html,TO_BE_CHECKED_ON_LOCAL_WINDOWS,READ_ONLY_NO_EXECUTE_NO_MUTATION,manual review
VIA-20260702-PATH-0125,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics_Workbench_Enabler_Overview_v0300 (2).html,VeritasIntelligenceAnalytics_Workbench_Enabler_Overview_v0300 (2).html,MISC,html,TO_BE_CHECKED_ON_LOCAL_WINDOWS,READ_ONLY_NO_EXECUTE_NO_MUTATION,manual review
VIA-20260702-PATH-0126,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics_Workbench_Enabler_Overview_v0300 (3).html,VeritasIntelligenceAnalytics_Workbench_Enabler_Overview_v0300 (3).html,MISC,html,TO_BE_CHECKED_ON_LOCAL_WINDOWS,READ_ONLY_NO_EXECUTE_NO_MUTATION,manual review
VIA-20260702-PATH-0127,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics_Workbench_Enabler_Overview_v0300.html,VeritasIntelligenceAnalytics_Workbench_Enabler_Overview_v0300.html,MISC,html,TO_BE_CHECKED_ON_LOCAL_WINDOWS,READ_ONLY_NO_EXECUTE_NO_MUTATION,manual review
VIA-20260702-PATH-0128,C:\Users\tonyk\Downloads\VIA · 族群分類完善化 v1.1.pdf,VIA · 族群分類完善化 v1.1.pdf,DOC_SOURCE,pdf,TO_BE_CHECKED_ON_LOCAL_WINDOWS,READ_ONLY_NO_EXECUTE_NO_MUTATION,document text/table extraction source
VIA-20260702-PATH-0129,C:\Users\tonyk\Downloads\PMIS-Lite (3),PMIS-Lite (3),PMIS_PROJECT,folder_or_no_extension,TO_BE_CHECKED_ON_LOCAL_WINDOWS,READ_ONLY_NO_EXECUTE_NO_MUTATION,project / task / registry / process flow input
