ticker,name,market,industry,isin,security_type,listed_date,status
1702,南僑,TWSE,,,LISTED,,ACTIVE_SEED
1707,葡萄王,TWSE,,,LISTED,,ACTIVE_SEED
1708,東鹼,TWSE,,,LISTED,,ACTIVE_SEED
1709,和益,TWSE,,,LISTED,,ACTIVE_SEED
1710,東聯,TWSE,,,LISTED,,ACTIVE_SEED
1711,永光,TWSE,,,LISTED,,ACTIVE_SEED
1712,興農,TWSE,,,LISTED,,ACTIVE_SEED
1713,國化,TWSE,,,LISTED,,ACTIVE_SEED
1714,和桐,TWSE,,,LISTED,,ACTIVE_SEED
1717,長興,TWSE,,,LISTED,,ACTIVE_SEED
1718,中纖,TWSE,,,LISTED,,ACTIVE_SEED
1720,生達,TWSE,,,LISTED,,ACTIVE_SEED
1721,三晃,TWSE,,,LISTED,,ACTIVE_SEED
1722,台肥,TWSE,,,LISTED,,ACTIVE_SEED
1723,中碳,TWSE,,,LISTED,,ACTIVE_SEED
1725,元禎,TWSE,,,LISTED,,ACTIVE_SEED
1726,永記,TWSE,,,LISTED,,ACTIVE_SEED
1727,中華化,TWSE,,,LISTED,,ACTIVE_SEED
1730,花仙子,TWSE,,,LISTED,,ACTIVE_SEED
1731,美吾華,TWSE,,,LISTED,,ACTIVE_SEED
1732,毛寶,TWSE,,,LISTED,,ACTIVE_SEED
1733,五鼎,TWSE,,,LISTED,,ACTIVE_SEED
1734,杏輝,TWSE,,,LISTED,,ACTIVE_SEED
1735,日勝化,TWSE,,,LISTED,,ACTIVE_SEED
1736,喬山,TWSE,,,LISTED,,ACTIVE_SEED
1737,臺鹽,TWSE,,,LISTED,,ACTIVE_SEED
1752,南光,TWSE,,,LISTED,,ACTIVE_SEED
1760,寶齡富錦,TWSE,,,LISTED,,ACTIVE_SEED
1762,中化生,TWSE,,,LISTED,,ACTIVE_SEED
1773,勝一,TWSE,,,LISTED,,ACTIVE_SEED
1776,展宇,TWSE,,,LISTED,,ACTIVE_SEED
1783,和康生,TWSE,,,LISTED,,ACTIVE_SEED
1786,科妍,TWSE,,,LISTED,,ACTIVE_SEED
1789,神隆,TWSE,,,LISTED,,ACTIVE_SEED
1795,美時,TWSE,,,LISTED,,ACTIVE_SEED
1802,台玻,TWSE,,,LISTED,,ACTIVE_SEED
1805,寶徠,TWSE,,,LISTED,,ACTIVE_SEED
1806,冠軍,TWSE,,,LISTED,,ACTIVE_SEED
1808,潤隆,TWSE,,,LISTED,,ACTIVE_SEED
1809,中釉,TWSE,,,LISTED,,ACTIVE_SEED
1810,和成,TWSE,,,LISTED,,ACTIVE_SEED
1817,凱撒衛,TWSE,,,LISTED,,ACTIVE_SEED
1903,士紙,TWSE,,,LISTED,,ACTIVE_SEED
1904,正隆,TWSE,,,LISTED,,ACTIVE_SEED
1905,華紙,TWSE,,,LISTED,,ACTIVE_SEED
1906,寶隆,TWSE,,,LISTED,,ACTIVE_SEED
1907,永豐餘,TWSE,,,LISTED,,ACTIVE_SEED
1909,榮成,TWSE,,,LISTED,,ACTIVE_SEED
2002,中鋼,TWSE,,,LISTED,,ACTIVE_SEED
2002A,中鋼特,TWSE,,,LISTED,,ACTIVE_SEED
2006,東和鋼鐵,TWSE,,,LISTED,,ACTIVE_SEED
2007,燁興,TWSE,,,LISTED,,ACTIVE_SEED
2008,高興昌,TWSE,,,LISTED,,ACTIVE_SEED
2009,第一銅,TWSE,,,LISTED,,ACTIVE_SEED
2010,春源,TWSE,,,LISTED,,ACTIVE_SEED
2012,春雨,TWSE,,,LISTED,,ACTIVE_SEED
2013,中鋼構,TWSE,,,LISTED,,ACTIVE_SEED
2014,中鴻,TWSE,,,LISTED,,ACTIVE_SEED
2015,豐興,TWSE,,,LISTED,,ACTIVE_SEED
2017,官田鋼,TWSE,,,LISTED,,ACTIVE_SEED
2020,美亞,TWSE,,,LISTED,,ACTIVE_SEED
2022,聚亨,TWSE,,,LISTED,,ACTIVE_SEED
2023,燁輝,TWSE,,,LISTED,,ACTIVE_SEED
2024,志聯,TWSE,,,LISTED,,ACTIVE_SEED
2025,千興,TWSE,,,LISTED,,ACTIVE_SEED
2027,大成鋼,TWSE,,,LISTED,,ACTIVE_SEED
2028,威致,TWSE,,,LISTED,,ACTIVE_SEED
2029,盛餘,TWSE,,,LISTED,,ACTIVE_SEED
2030,彰源,TWSE,,,LISTED,,ACTIVE_SEED
2031,新光鋼,TWSE,,,LISTED,,ACTIVE_SEED
2032,新鋼,TWSE,,,LISTED,,ACTIVE_SEED
2033,佳大,TWSE,,,LISTED,,ACTIVE_SEED
2034,允強,TWSE,,,LISTED,,ACTIVE_SEED
2038,海光,TWSE,,,LISTED,,ACTIVE_SEED
2049,上銀,TWSE,,,LISTED,,ACTIVE_SEED
2059,川湖,TWSE,,,LISTED,,ACTIVE_SEED
2062,橋椿,TWSE,,,LISTED,,ACTIVE_SEED
2069,運錩,TWSE,,,LISTED,,ACTIVE_SEED
2072,世紀風電,TWSE,,,LISTED,,ACTIVE_SEED
2101,南港,TWSE,,,LISTED,,ACTIVE_SEED
2102,泰豐,TWSE,,,LISTED,,ACTIVE_SEED
2103,台橡,TWSE,,,LISTED,,ACTIVE_SEED
2104,國際中橡,TWSE,,,LISTED,,ACTIVE_SEED
2105,正新,TWSE,,,LISTED,,ACTIVE_SEED
2106,建大,TWSE,,,LISTED,,ACTIVE_SEED
2107,厚生,TWSE,,,LISTED,,ACTIVE_SEED
2108,南帝,TWSE,,,LISTED,,ACTIVE_SEED
2109,華豐,TWSE,,,LISTED,,ACTIVE_SEED
2114,鑫永銓,TWSE,,,LISTED,,ACTIVE_SEED
2115,六暉-KY,TWSE,,,LISTED,,ACTIVE_SEED
2201,裕隆,TWSE,,,LISTED,,ACTIVE_SEED
2204,中華,TWSE,,,LISTED,,ACTIVE_SEED
2206,三陽工業,TWSE,,,LISTED,,ACTIVE_SEED
2207,和泰車,TWSE,,,LISTED,,ACTIVE_SEED
2208,台船,TWSE,,,LISTED,,ACTIVE_SEED
2211,長榮鋼,TWSE,,,LISTED,,ACTIVE_SEED
2227,裕日車,TWSE,,,LISTED,,ACTIVE_SEED
2228,劍麟,TWSE,,,LISTED,,ACTIVE_SEED
2231,為升,TWSE,,,LISTED,,ACTIVE_SEED
2233,宇隆,TWSE,,,LISTED,,ACTIVE_SEED
2236,百達-KY,TWSE,,,LISTED,,ACTIVE_SEED
2239,英利-KY,TWSE,,,LISTED,,ACTIVE_SEED
2241,艾姆勒,TWSE,,,LISTED,,ACTIVE_SEED
2243,宏旭-KY,TWSE,,,LISTED,,ACTIVE_SEED
2247,汎德永業,TWSE,,,LISTED,,ACTIVE_SEED
2248,華勝-KY,TWSE,,,LISTED,,ACTIVE_SEED
2250,IKKA-KY,TWSE,,,LISTED,,ACTIVE_SEED
2254,巨鎧精密-創,TWSE,,,LISTED,,ACTIVE_SEED
2258,鴻華先進-創,TWSE,,,LISTED,,ACTIVE_SEED
2301,光寶科,TWSE,,,LISTED,,ACTIVE_SEED
2302,麗正,TWSE,,,LISTED,,ACTIVE_SEED
2303,聯電,TWSE,,,LISTED,,ACTIVE_SEED
2305,全友,TWSE,,,LISTED,,ACTIVE_SEED
2308,台達電,TWSE,,,LISTED,,ACTIVE_SEED
2312,金寶,TWSE,,,LISTED,,ACTIVE_SEED
2313,華通,TWSE,,,LISTED,,ACTIVE_SEED
2314,台揚,TWSE,,,LISTED,,ACTIVE_SEED
2316,楠梓電,TWSE,,,LISTED,,ACTIVE_SEED
2317,鴻海,TWSE,,,LISTED,,ACTIVE_SEED
2321,東訊,TWSE,,,LISTED,,ACTIVE_SEED
2323,中環,TWSE,,,LISTED,,ACTIVE_SEED
2324,仁寶,TWSE,,,LISTED,,ACTIVE_SEED
2327,國巨*,TWSE,,,LISTED,,ACTIVE_SEED
2328,廣宇,TWSE,,,LISTED,,ACTIVE_SEED
2329,華泰,TWSE,,,LISTED,,ACTIVE_SEED
2330,台積電,TWSE,,,LISTED,,ACTIVE_SEED
2331,精英,TWSE,,,LISTED,,ACTIVE_SEED
2332,友訊,TWSE,,,LISTED,,ACTIVE_SEED
2337,旺宏,TWSE,,,LISTED,,ACTIVE_SEED
2338,光罩,TWSE,,,LISTED,,ACTIVE_SEED
2340,台亞,TWSE,,,LISTED,,ACTIVE_SEED
2342,茂矽,TWSE,,,LISTED,,ACTIVE_SEED
2344,華邦電,TWSE,,,LISTED,,ACTIVE_SEED
2345,智邦,TWSE,,,LISTED,,ACTIVE_SEED
2347,聯強,TWSE,,,LISTED,,ACTIVE_SEED
2348,海悅,TWSE,,,LISTED,,ACTIVE_SEED
2348A,海悅甲特,TWSE,,,LISTED,,ACTIVE_SEED
2349,錸德,TWSE,,,LISTED,,ACTIVE_SEED
2351,順德,TWSE,,,LISTED,,ACTIVE_SEED
2352,佳世達,TWSE,,,LISTED,,ACTIVE_SEED
2353,宏碁,TWSE,,,LISTED,,ACTIVE_SEED
2354,鴻準,TWSE,,,LISTED,,ACTIVE_SEED
2355,敬鵬,TWSE,,,LISTED,,ACTIVE_SEED
2356,英業達,TWSE,,,LISTED,,ACTIVE_SEED
2357,華碩,TWSE,,,LISTED,,ACTIVE_SEED
2359,所羅門,TWSE,,,LISTED,,ACTIVE_SEED
2360,致茂,TWSE,,,LISTED,,ACTIVE_SEED
2362,藍天,TWSE,,,LISTED,,ACTIVE_SEED
2363,矽統,TWSE,,,LISTED,,ACTIVE_SEED
2364,倫飛,TWSE,,,LISTED,,ACTIVE_SEED
2365,昆盈,TWSE,,,LISTED,,ACTIVE_SEED
2367,燿華,TWSE,,,LISTED,,ACTIVE_SEED
2368,金像電,TWSE,,,LISTED,,ACTIVE_SEED
2369,菱生,TWSE,,,LISTED,,ACTIVE_SEED
2371,大同,TWSE,,,LISTED,,ACTIVE_SEED
2373,震旦行,TWSE,,,LISTED,,ACTIVE_SEED
2374,佳能,TWSE,,,LISTED,,ACTIVE_SEED
2375,凱美,TWSE,,,LISTED,,ACTIVE_SEED
2376,技嘉,TWSE,,,LISTED,,ACTIVE_SEED
2377,微星,TWSE,,,LISTED,,ACTIVE_SEED
2379,瑞昱,TWSE,,,LISTED,,ACTIVE_SEED
2380,虹光,TWSE,,,LISTED,,ACTIVE_SEED
2382,廣達,TWSE,,,LISTED,,ACTIVE_SEED
2383,台光電,TWSE,,,LISTED,,ACTIVE_SEED
2385,群光,TWSE,,,LISTED,,ACTIVE_SEED
2387,精元,TWSE,,,LISTED,,ACTIVE_SEED
2388,威盛,TWSE,,,LISTED,,ACTIVE_SEED
2390,云辰,TWSE,,,LISTED,,ACTIVE_SEED
2392,正崴,TWSE,,,LISTED,,ACTIVE_SEED
2393,億光,TWSE,,,LISTED,,ACTIVE_SEED
2395,研華,TWSE,,,LISTED,,ACTIVE_SEED
2397,友通,TWSE,,,LISTED,,ACTIVE_SEED
2399,映泰,TWSE,,,LISTED,,ACTIVE_SEED
2401,凌陽,TWSE,,,LISTED,,ACTIVE_SEED
2402,毅嘉,TWSE,,,LISTED,,ACTIVE_SEED
2404,漢唐,TWSE,,,LISTED,,ACTIVE_SEED
2405,輔信,TWSE,,,LISTED,,ACTIVE_SEED
2406,國碩,TWSE,,,LISTED,,ACTIVE_SEED
2408,南亞科,TWSE,,,LISTED,,ACTIVE_SEED
2409,友達,TWSE,,,LISTED,,ACTIVE_SEED
2412,中華電,TWSE,,,LISTED,,ACTIVE_SEED
2413,環科,TWSE,,,LISTED,,ACTIVE_SEED
2414,精技,TWSE,,,LISTED,,ACTIVE_SEED
2415,錩新,TWSE,,,LISTED,,ACTIVE_SEED
2417,圓剛,TWSE,,,LISTED,,ACTIVE_SEED
2419,仲琦,TWSE,,,LISTED,,ACTIVE_SEED
2420,新巨,TWSE,,,LISTED,,ACTIVE_SEED
2421,建準,TWSE,,,LISTED,,ACTIVE_SEED
2423,固緯,TWSE,,,LISTED,,ACTIVE_SEED
2424,隴華,TWSE,,,LISTED,,ACTIVE_SEED
2425,承啟,TWSE,,,LISTED,,ACTIVE_SEED
2426,鼎元,TWSE,,,LISTED,,ACTIVE_SEED
2427,三商電,TWSE,,,LISTED,,ACTIVE_SEED
2428,興勤,TWSE,,,LISTED,,ACTIVE_SEED
2429,銘旺科,TWSE,,,LISTED,,ACTIVE_SEED
2430,燦坤,TWSE,,,LISTED,,ACTIVE_SEED
2431,聯昌,TWSE,,,LISTED,,ACTIVE_SEED
2432,倚天酷碁-創,TWSE,,,LISTED,,ACTIVE_SEED
2433,互盛電,TWSE,,,LISTED,,ACTIVE_SEED
2434,統懋,TWSE,,,LISTED,,ACTIVE_SEED
2436,偉詮電,TWSE,,,LISTED,,ACTIVE_SEED
2438,翔耀,TWSE,,,LISTED,,ACTIVE_SEED
2439,美律,TWSE,,,LISTED,,ACTIVE_SEED
2440,太空梭,TWSE,,,LISTED,,ACTIVE_SEED
2441,超豐,TWSE,,,LISTED,,ACTIVE_SEED
2442,新美齊,TWSE,,,LISTED,,ACTIVE_SEED
2444,兆勁,TWSE,,,LISTED,,ACTIVE_SEED
2449,京元電子,TWSE,,,LISTED,,ACTIVE_SEED
2450,神腦,TWSE,,,LISTED,,ACTIVE_SEED
2451,創見,TWSE,,,LISTED,,ACTIVE_SEED
2453,凌群,TWSE,,,LISTED,,ACTIVE_SEED
2454,聯發科,TWSE,,,LISTED,,ACTIVE_SEED
2455,全新,TWSE,,,LISTED,,ACTIVE_SEED
2457,飛宏,TWSE,,,LISTED,,ACTIVE_SEED
2458,義隆,TWSE,,,LISTED,,ACTIVE_SEED
2459,敦吉,TWSE,,,LISTED,,ACTIVE_SEED
2460,建通,TWSE,,,LISTED,,ACTIVE_SEED
2461,光群雷,TWSE,,,LISTED,,ACTIVE_SEED
2462,良得電,TWSE,,,LISTED,,ACTIVE_SEED
2464,盟立,TWSE,,,LISTED,,ACTIVE_SEED
2465,麗臺,TWSE,,,LISTED,,ACTIVE_SEED
2466,冠西電,TWSE,,,LISTED,,ACTIVE_SEED
2467,志聖,TWSE,,,LISTED,,ACTIVE_SEED
2468,華經,TWSE,,,LISTED,,ACTIVE_SEED
2471,資通,TWSE,,,LISTED,,ACTIVE_SEED
2472,立隆電,TWSE,,,LISTED,,ACTIVE_SEED
2474,可成,TWSE,,,LISTED,,ACTIVE_SEED
2476,鉅祥,TWSE,,,LISTED,,ACTIVE_SEED
2477,美隆電,TWSE,,,LISTED,,ACTIVE_SEED
2478,大毅,TWSE,,,LISTED,,ACTIVE_SEED
2480,敦陽科,TWSE,,,LISTED,,ACTIVE_SEED
2481,強茂,TWSE,,,LISTED,,ACTIVE_SEED
2482,連宇,TWSE,,,LISTED,,ACTIVE_SEED
2483,百容,TWSE,,,LISTED,,ACTIVE_SEED
2484,希華,TWSE,,,LISTED,,ACTIVE_SEED
2485,兆赫,TWSE,,,LISTED,,ACTIVE_SEED
2486,一詮,TWSE,,,LISTED,,ACTIVE_SEED
2488,漢平,TWSE,,,LISTED,,ACTIVE_SEED
2489,瑞軒,TWSE,,,LISTED,,ACTIVE_SEED
2491,吉祥全,TWSE,,,LISTED,,ACTIVE_SEED
2492,華新科,TWSE,,,LISTED,,ACTIVE_SEED
2493,揚博,TWSE,,,LISTED,,ACTIVE_SEED
2495,普安,TWSE,,,LISTED,,ACTIVE_SEED
2496,卓越,TWSE,,,LISTED,,ACTIVE_SEED
2497,怡利電,TWSE,,,LISTED,,ACTIVE_SEED
2498,宏達電,TWSE,,,LISTED,,ACTIVE_SEED
2501,國建,TWSE,,,LISTED,,ACTIVE_SEED
2504,國產,TWSE,,,LISTED,,ACTIVE_SEED
2505,國揚,TWSE,,,LISTED,,ACTIVE_SEED
2506,太設,TWSE,,,LISTED,,ACTIVE_SEED
2509,全坤建,TWSE,,,LISTED,,ACTIVE_SEED
2511,太子,TWSE,,,LISTED,,ACTIVE_SEED
2514,龍邦,TWSE,,,LISTED,,ACTIVE_SEED
2515,中工,TWSE,,,LISTED,,ACTIVE_SEED
2516,新建,TWSE,,,LISTED,,ACTIVE_SEED
2520,冠德,TWSE,,,LISTED,,ACTIVE_SEED
2524,京城,TWSE,,,LISTED,,ACTIVE_SEED
2527,宏璟,TWSE,,,LISTED,,ACTIVE_SEED
2528,皇普,TWSE,,,LISTED,,ACTIVE_SEED
2530,華建,TWSE,,,LISTED,,ACTIVE_SEED
2534,宏盛,TWSE,,,LISTED,,ACTIVE_SEED
2535,達欣工,TWSE,,,LISTED,,ACTIVE_SEED
2536,宏普,TWSE,,,LISTED,,ACTIVE_SEED
2537,聯上發,TWSE,,,LISTED,,ACTIVE_SEED
2538,基泰,TWSE,,,LISTED,,ACTIVE_SEED
2539,櫻花建,TWSE,,,LISTED,,ACTIVE_SEED
2540,愛山林,TWSE,,,LISTED,,ACTIVE_SEED
2542,興富發,TWSE,,,LISTED,,ACTIVE_SEED
2543,皇昌,TWSE,,,LISTED,,ACTIVE_SEED
2545,皇翔,TWSE,,,LISTED,,ACTIVE_SEED
2546,根基,TWSE,,,LISTED,,ACTIVE_SEED
2547,日勝生,TWSE,,,LISTED,,ACTIVE_SEED
2548,華固,TWSE,,,LISTED,,ACTIVE_SEED
2597,潤弘,TWSE,,,LISTED,,ACTIVE_SEED
2601,益航,TWSE,,,LISTED,,ACTIVE_SEED
2603,長榮,TWSE,,,LISTED,,ACTIVE_SEED
2605,新興,TWSE,,,LISTED,,ACTIVE_SEED
2606,裕民,TWSE,,,LISTED,,ACTIVE_SEED
2607,榮運,TWSE,,,LISTED,,ACTIVE_SEED
2608,嘉里大榮,TWSE,,,LISTED,,ACTIVE_SEED
2609,陽明,TWSE,,,LISTED,,ACTIVE_SEED
2610,華航,TWSE,,,LISTED,,ACTIVE_SEED
2611,志信,TWSE,,,LISTED,,ACTIVE_SEED
2612,中航,TWSE,,,LISTED,,ACTIVE_SEED
2613,中櫃,TWSE,,,LISTED,,ACTIVE_SEED
2614,東森,TWSE,,,LISTED,,ACTIVE_SEED
2615,萬海,TWSE,,,LISTED,,ACTIVE_SEED
2616,山隆,TWSE,,,LISTED,,ACTIVE_SEED
2617,台航,TWSE,,,LISTED,,ACTIVE_SEED
2618,長榮航,TWSE,,,LISTED,,ACTIVE_SEED
2630,亞航,TWSE,,,LISTED,,ACTIVE_SEED
2633,台灣高鐵,TWSE,,,LISTED,,ACTIVE_SEED
2634,漢翔,TWSE,,,LISTED,,ACTIVE_SEED
2636,台驊控股,TWSE,,,LISTED,,ACTIVE_SEED
2637,慧洋-KY,TWSE,,,LISTED,,ACTIVE_SEED
2642,宅配通,TWSE,,,LISTED,,ACTIVE_SEED
2645,長榮航太,TWSE,,,LISTED,,ACTIVE_SEED
2646,星宇航空,TWSE,,,LISTED,,ACTIVE_SEED
2701,萬企,TWSE,,,LISTED,,ACTIVE_SEED
2702,華園,TWSE,,,LISTED,,ACTIVE_SEED
2704,國賓,TWSE,,,LISTED,,ACTIVE_SEED
2705,六福,TWSE,,,LISTED,,ACTIVE_SEED
2706,第一店,TWSE,,,LISTED,,ACTIVE_SEED
2707,晶華,TWSE,,,LISTED,,ACTIVE_SEED
2712,遠雄來,TWSE,,,LISTED,,ACTIVE_SEED
2722,夏都,TWSE,,,LISTED,,ACTIVE_SEED
2723,美食-KY,TWSE,,,LISTED,,ACTIVE_SEED
2727,王品,TWSE,,,LISTED,,ACTIVE_SEED
2731,雄獅,TWSE,,,LISTED,,ACTIVE_SEED
2739,寒舍,TWSE,,,LISTED,,ACTIVE_SEED
2748,雲品,TWSE,,,LISTED,,ACTIVE_SEED
2753,八方雲集,TWSE,,,LISTED,,ACTIVE_SEED
2762,世界健身-KY,TWSE,,,LISTED,,ACTIVE_SEED
2801,彰銀,TWSE,,,LISTED,,ACTIVE_SEED
2812,台中銀,TWSE,,,LISTED,,ACTIVE_SEED
2816,旺旺保,TWSE,,,LISTED,,ACTIVE_SEED
2820,華票,TWSE,,,LISTED,,ACTIVE_SEED
2832,台產,TWSE,,,LISTED,,ACTIVE_SEED
2834,臺企銀,TWSE,,,LISTED,,ACTIVE_SEED
2836,高雄銀,TWSE,,,LISTED,,ACTIVE_SEED
2836A,高雄銀甲特,TWSE,,,LISTED,,ACTIVE_SEED
2838,聯邦銀,TWSE,,,LISTED,,ACTIVE_SEED
2838A,聯邦銀甲特,TWSE,,,LISTED,,ACTIVE_SEED
2845,遠東銀,TWSE,,,LISTED,,ACTIVE_SEED
2849,安泰銀,TWSE,,,LISTED,,ACTIVE_SEED
2850,新產,TWSE,,,LISTED,,ACTIVE_SEED
2851,中再保,TWSE,,,LISTED,,ACTIVE_SEED
2852,第一保,TWSE,,,LISTED,,ACTIVE_SEED
2855,統一證,TWSE,,,LISTED,,ACTIVE_SEED
2867,三商壽,TWSE,,,LISTED,,ACTIVE_SEED
2880,華南金,TWSE,,,LISTED,,ACTIVE_SEED
2881,富邦金,TWSE,,,LISTED,,ACTIVE_SEED
2881A,富邦特,TWSE,,,LISTED,,ACTIVE_SEED
2881B,富邦金乙特,TWSE,,,LISTED,,ACTIVE_SEED
2881C,富邦金丙特,TWSE,,,LISTED,,ACTIVE_SEED
2882,國泰金,TWSE,,,LISTED,,ACTIVE_SEED
2882A,國泰特,TWSE,,,LISTED,,ACTIVE_SEED
2882B,國泰金乙特,TWSE,,,LISTED,,ACTIVE_SEED
2883,凱基金,TWSE,,,LISTED,,ACTIVE_SEED
2883B,凱基金乙特,TWSE,,,LISTED,,ACTIVE_SEED
2884,玉山金,TWSE,,,LISTED,,ACTIVE_SEED
2885,元大金,TWSE,,,LISTED,,ACTIVE_SEED
2886,兆豐金,TWSE,,,LISTED,,ACTIVE_SEED
2887,台新新光金,TWSE,,,LISTED,,ACTIVE_SEED
2887E,台新新光戊特一,TWSE,,,LISTED,,ACTIVE_SEED
2887F,台新新光戊特二,TWSE,,,LISTED,,ACTIVE_SEED
2887G,台新新光庚特一,TWSE,,,LISTED,,ACTIVE_SEED
2887H,台新新光庚特二,TWSE,,,LISTED,,ACTIVE_SEED
2887I,台新新光辛特,TWSE,,,LISTED,,ACTIVE_SEED
2887Z1,台新新光己特,TWSE,,,LISTED,,ACTIVE_SEED
2889,國票金,TWSE,,,LISTED,,ACTIVE_SEED
2890,永豐金,TWSE,,,LISTED,,ACTIVE_SEED
2891,中信金,TWSE,,,LISTED,,ACTIVE_SEED
2891B,中信金乙特,TWSE,,,LISTED,,ACTIVE_SEED
2891C,中信金丙特,TWSE,,,LISTED,,ACTIVE_SEED
2892,第一金,TWSE,,,LISTED,,ACTIVE_SEED
2897,王道銀行,TWSE,,,LISTED,,ACTIVE_SEED
2897B,王道銀乙特,TWSE,,,LISTED,,ACTIVE_SEED
2901,欣欣,TWSE,,,LISTED,,ACTIVE_SEED
2903,遠百,TWSE,,,LISTED,,ACTIVE_SEED
2904,匯僑,TWSE,,,LISTED,,ACTIVE_SEED
2905,三商,TWSE,,,LISTED,,ACTIVE_SEED
2906,高林,TWSE,,,LISTED,,ACTIVE_SEED
2908,特力,TWSE,,,LISTED,,ACTIVE_SEED
2910,統領,TWSE,,,LISTED,,ACTIVE_SEED
2911,麗嬰房,TWSE,,,LISTED,,ACTIVE_SEED
2912,統一超,TWSE,,,LISTED,,ACTIVE_SEED
2913,農林,TWSE,,,LISTED,,ACTIVE_SEED
2915,潤泰全,TWSE,,,LISTED,,ACTIVE_SEED
2923,鼎固-KY,TWSE,,,LISTED,,ACTIVE_SEED
2929,淘帝-KY,TWSE,,,LISTED,,ACTIVE_SEED
2939,永邑-KY,TWSE,,,LISTED,,ACTIVE_SEED
2945,三商家購,TWSE,,,LISTED,,ACTIVE_SEED
3002,歐格,TWSE,,,LISTED,,ACTIVE_SEED
3003,健和興,TWSE,,,LISTED,,ACTIVE_SEED
3004,豐達科,TWSE,,,LISTED,,ACTIVE_SEED
3005,神基,TWSE,,,LISTED,,ACTIVE_SEED
3006,晶豪科,TWSE,,,LISTED,,ACTIVE_SEED
3008,大立光,TWSE,,,LISTED,,ACTIVE_SEED
3010,華立,TWSE,,,LISTED,,ACTIVE_SEED
3011,今皓,TWSE,,,LISTED,,ACTIVE_SEED
3013,晟銘電,TWSE,,,LISTED,,ACTIVE_SEED
3014,聯陽,TWSE,,,LISTED,,ACTIVE_SEED
3015,全漢,TWSE,,,LISTED,,ACTIVE_SEED
3016,嘉晶,TWSE,,,LISTED,,ACTIVE_SEED
3017,奇鋐,TWSE,,,LISTED,,ACTIVE_SEED
3018,隆銘綠能,TWSE,,,LISTED,,ACTIVE_SEED
3019,亞光,TWSE,,,LISTED,,ACTIVE_SEED
3021,鴻名,TWSE,,,LISTED,,ACTIVE_SEED
3022,威強電,TWSE,,,LISTED,,ACTIVE_SEED
3023,信邦,TWSE,,,LISTED,,ACTIVE_SEED
3024,憶聲,TWSE,,,LISTED,,ACTIVE_SEED
3025,星通,TWSE,,,LISTED,,ACTIVE_SEED
3026,禾伸堂,TWSE,,,LISTED,,ACTIVE_SEED
3027,盛達,TWSE,,,LISTED,,ACTIVE_SEED
3028,增你強,TWSE,,,LISTED,,ACTIVE_SEED
3029,零壹,TWSE,,,LISTED,,ACTIVE_SEED
3030,德律,TWSE,,,LISTED,,ACTIVE_SEED
3031,佰鴻,TWSE,,,LISTED,,ACTIVE_SEED
3032,偉訓,TWSE,,,LISTED,,ACTIVE_SEED
3033,威健,TWSE,,,LISTED,,ACTIVE_SEED
3034,聯詠,TWSE,,,LISTED,,ACTIVE_SEED
3035,智原,TWSE,,,LISTED,,ACTIVE_SEED
3036,文曄,TWSE,,,LISTED,,ACTIVE_SEED
3037,欣興,TWSE,,,LISTED,,ACTIVE_SEED
3038,全台,TWSE,,,LISTED,,ACTIVE_SEED
3040,遠見,TWSE,,,LISTED,,ACTIVE_SEED
3041,揚智,TWSE,,,LISTED,,ACTIVE_SEED
3042,晶技,TWSE,,,LISTED,,ACTIVE_SEED
3043,科風,TWSE,,,LISTED,,ACTIVE_SEED
3044,健鼎,TWSE,,,LISTED,,ACTIVE_SEED
3045,台灣大,TWSE,,,LISTED,,ACTIVE_SEED
3046,建碁,TWSE,,,LISTED,,ACTIVE_SEED
3047,訊舟,TWSE,,,LISTED,,ACTIVE_SEED
3048,益登,TWSE,,,LISTED,,ACTIVE_SEED
3049,精金,TWSE,,,LISTED,,ACTIVE_SEED
3050,鈺德,TWSE,,,LISTED,,ACTIVE_SEED
3051,力特,TWSE,,,LISTED,,ACTIVE_SEED
3052,夆典,TWSE,,,LISTED,,ACTIVE_SEED
3054,立萬利,TWSE,,,LISTED,,ACTIVE_SEED
3055,蔚華科,TWSE,,,LISTED,,ACTIVE_SEED
3056,富華新,TWSE,,,LISTED,,ACTIVE_SEED
3057,喬鼎,TWSE,,,LISTED,,ACTIVE_SEED
3058,立德,TWSE,,,LISTED,,ACTIVE_SEED
3059,華晶科,TWSE,,,LISTED,,ACTIVE_SEED
3060,銘異,TWSE,,,LISTED,,ACTIVE_SEED
3062,建漢,TWSE,,,LISTED,,ACTIVE_SEED
3090,日電貿,TWSE,,,LISTED,,ACTIVE_SEED
3092,鴻碩,TWSE,,,LISTED,,ACTIVE_SEED
3094,聯傑,TWSE,,,LISTED,,ACTIVE_SEED
3130,一零四,TWSE,,,LISTED,,ACTIVE_SEED
3135,凌航,TWSE,,,LISTED,,ACTIVE_SEED
3138,耀登,TWSE,,,LISTED,,ACTIVE_SEED
3149,正達,TWSE,,,LISTED,,ACTIVE_SEED
3150,鈺寶-創,TWSE,,,LISTED,,ACTIVE_SEED
3164,景岳,TWSE,,,LISTED,,ACTIVE_SEED
3167,大量,TWSE,,,LISTED,,ACTIVE_SEED
3168,眾福科,TWSE,,,LISTED,,ACTIVE_SEED
3189,景碩,TWSE,,,LISTED,,ACTIVE_SEED
3209,全科,TWSE,,,LISTED,,ACTIVE_SEED
3229,晟鈦,TWSE,,,LISTED,,ACTIVE_SEED
