category_id,via_code,series_id,name,region,sub_theme,freq,unit,source,transform
macro,US.Trade.Goods.Balance,BOPGSTB,Trade Balance Goods,US,Goods,Monthly,Millions USD,FRED,
macro,US.Trade.Goods.Exports,BOPGEXP,Goods Exports,US,Goods,Monthly,Millions USD,FRED,
macro,US.Trade.Goods.Imports,BOPGIMP,Goods Imports,US,Goods,Monthly,Millions USD,FRED,
macro,US.Trade.Services.Balance,IEABCS,Trade Balance Services,US,Services,Monthly,Millions USD,FRED,
macro,US.Trade.DXY.Broad,DTWEXBGS,USD Broad Trade-Weighted Index,US,FX,Daily,Index Jan 2006=100,FRED,
macro,US.FinCond.NFCI,NFCI,Chicago Fed NFCI,US,FCI,Weekly,Index,FRED,
macro,US.FinCond.ANFCI,ANFCI,Adjusted NFCI,US,FCI,Weekly,Index,FRED,
macro,US.FinCond.SLO.C&I,DRTSCIS,Senior Loan Officer C&I Tightening,US,SLOOS,Quarterly,Net Percent,FRED,
macro,US.FinCond.SLO.CommercialRE,DRTSCILM,Senior Loan Officer CRE Tightening,US,SLOOS,Quarterly,Net Percent,FRED,
macro,US.Sentiment.AAII.Bullish,https://www.aaii.com/files/surveys/sentiment.xls,AAII Bullish %,US,AAII,Weekly,Percent,AAII,
macro,US.Sentiment.AAII.Bearish,https://www.aaii.com/files/surveys/sentiment.xls,AAII Bearish %,US,AAII,Weekly,Percent,AAII,
macro,US.Sentiment.AAII.Neutral,https://www.aaii.com/files/surveys/sentiment.xls,AAII Neutral %,US,AAII,Weekly,Percent,AAII,
macro,US.Sentiment.AAII.BullBearSpread,_derived,AAII Bull-Bear Spread,US,AAII,Weekly,Percent,AAII,"subtract:US.Sentiment.AAII.Bullish,US.Sentiment.AAII.Bearish"
macro,US.Sentiment.CNN.FearGreed,https://production.dataviz.cnn.io/index/fearandgreed/graphdata,CNN Fear & Greed Composite,US,CNN F&G,Daily,Index 0-100,CNN,
macro,US.Sentiment.CNN.FG.PutCall,https://production.dataviz.cnn.io/index/fearandgreed/graphdata,CNN F&G Put/Call Component,US,CNN F&G,Daily,Index 0-100,CNN,
macro,US.Sentiment.CNN.FG.Momentum,https://production.dataviz.cnn.io/index/fearandgreed/graphdata,CNN F&G Momentum Component,US,CNN F&G,Daily,Index 0-100,CNN,
macro,US.Sentiment.CNN.FG.SafeHaven,https://production.dataviz.cnn.io/index/fearandgreed/graphdata,CNN F&G Safe Haven Demand,US,CNN F&G,Daily,Index 0-100,CNN,
macro,US.Sentiment.CNN.FG.Breadth,https://production.dataviz.cnn.io/index/fearandgreed/graphdata,CNN F&G Breadth Component,US,CNN F&G,Daily,Index 0-100,CNN,
macro,US.Sentiment.VIX,^VIX,CBOE VIX,US,Volatility,Daily,Index,YFINANCE,
macro,US.Sentiment.VVIX,^VVIX,CBOE VVIX (Vol of Vol),US,Volatility,Daily,Index,YFINANCE,
macro,US.Sentiment.MOVE,^MOVE,ICE BofA MOVE (Bond Vol),US,Volatility,Daily,Index,YFINANCE,
macro,US.Sentiment.SKEW,^SKEW,CBOE SKEW Tail-Risk,US,Volatility,Daily,Index,YFINANCE,
macro,EU.Prices.HICP.Headline,CP0000EZ19M086NEST,EU HICP All Items,EU,HICP,Monthly,Index 2015=100,FRED,
macro,EU.Prices.HICP.Core,CPHPLA01EZM659N,EU HICP Core YoY,EU,HICP,Monthly,Percent,FRED,
macro,EU.ECB.DepositFacilityRate,ECBDFR,ECB Deposit Facility Rate,EU,Rates,Daily,Percent,FRED,
macro,EU.ECB.MainRefiRate,ECBMRRFR,ECB Main Refinancing Rate,EU,Rates,Daily,Percent,FRED,
macro,EU.Business.PMI.Mfg,EUGLORPMI,EU Mfg PMI,EU,EU PMI,Monthly,Index,FRED,
macro,EU.Business.PMI.Svc,EUSVPMI,EU Svc PMI,EU,EU PMI,Monthly,Index,FRED,
macro,CN.Business.PMI.Mfg.NBS,CHNMFGPMI,China NBS Mfg PMI,CN,CN PMI,Monthly,Index,FRED,
macro,CN.Business.PMI.NonMfg.NBS,CHNNMFPMI,China NBS NonMfg PMI,CN,CN PMI,Monthly,Index,FRED,
macro,JP.Business.PMI.Mfg,JPNMFGPMI,Japan Mfg PMI,JP,JP PMI,Monthly,Index,FRED,
macro,JP.BOJ.PolicyRate,IRSTCB01JPM156N,BOJ Policy Rate,JP,Rates,Monthly,Percent,FRED,
macro,UK.BOE.BankRate,IUDSOIA,BOE Bank Rate (SONIA proxy),UK,Rates,Daily,Percent,FRED,
macro,Global.OECD.CLI.G7,G7LOLITONOSTSAM,OECD CLI G7,Global,Leading,Monthly,Index,FRED,
macro,Global.OECD.CLI.G20,G20LOLITONOSTSAM,OECD CLI G20,Global,Leading,Monthly,Index,FRED,
sentiment,,,,,,,,yfinance,
sentiment,,,,,,,,yfinance,
sentiment,,,,,,,,yfinance,
sentiment,,,,,,,,yfinance,
sentiment,,,,,,,,yfinance,
sentiment,,,,,,,,yfinance,
sentiment,,STLFSI4,,,,,,fred,
sentiment,,NFCI,,,,,,fred,
shipping,,,,,,,,,
shipping,,,,,,,,,
shipping,,,,,,,,,
