index,Date,ticker,Open,High,Low,Close,adj_close,Volume,Main_Price
331,2022-11-21,NVDA,174.55,174.95,173.68,173.83,173.78,3126504,173.78
332,2022-11-22,NVDA,172.81,173.0,168.6,170.93,171.24,4955563,171.24
333,2022-11-23,NVDA,171.35,170.68,169.67,169.84,169.57,3899926,169.57
334,2022-11-24,NVDA,180.99,180.29,178.24,179.96,179.95,2198956,179.95
335,2022-11-25,NVDA,183.3,183.46,181.31,182.28,182.19,5593797,182.19
336,2022-11-28,NVDA,180.9,180.21,177.79,180.15,180.33,2114660,180.33
337,2022-11-29,NVDA,183.91,184.94,182.34,183.95,184.01,4468945,184.01
338,2022-11-30,NVDA,180.85,183.08,181.51,181.52,181.21,6204625,181.21
339,2022-12-01,NVDA,174.58,176.49,171.92,174.6,174.82,2697140,174.82
340,2022-12-02,NVDA,181.15,182.18,179.53,180.77,180.85,5826908,180.85
341,2022-12-05,NVDA,174.68,176.07,174.11,175.96,175.78,3988031,175.78
342,2022-12-06,NVDA,186.78,187.51,183.23,186.92,186.86,5005119,186.86
343,2022-12-07,NVDA,184.06,185.1,184.51,184.82,184.58,2151384,184.58
344,2022-12-08,NVDA,195.85,195.72,193.84,194.87,194.83,3638747,194.83
345,2022-12-09,NVDA,187.87,188.87,186.94,188.39,188.42,1616799,188.42
346,2022-12-12,NVDA,193.73,194.34,190.89,193.41,193.35,7691683,193.35
347,2022-12-13,NVDA,195.33,197.62,193.52,196.02,195.93,1194216,195.93
348,2022-12-14,NVDA,201.92,203.15,197.42,200.32,200.0,2737687,200.0
349,2022-12-15,NVDA,203.62,207.67,205.3,205.37,205.44,2051631,205.44
350,2022-12-16,NVDA,203.5,203.76,200.91,203.02,202.63,4580644,202.63
351,2022-12-19,NVDA,195.32,199.73,196.48,196.58,196.59,8554542,196.59
352,2022-12-20,NVDA,196.03,199.24,194.79,196.53,196.17,4535552,196.17
353,2022-12-21,NVDA,198.02,199.88,195.59,197.82,197.83,14369836,197.83
354,2022-12-22,NVDA,195.93,196.12,192.49,195.68,195.68,1641350,195.68
355,2022-12-23,NVDA,197.46,198.13,195.22,197.24,197.32,1705566,197.32
356,2022-12-26,NVDA,199.21,203.58,196.99,199.06,199.23,2091606,199.23
357,2022-12-27,NVDA,194.1,197.94,194.65,194.73,194.93,3473323,194.93
358,2022-12-28,NVDA,196.69,198.77,194.96,196.85,196.53,1956247,196.53
359,2022-12-29,NVDA,195.76,195.95,193.51,195.73,195.72,2244893,195.72
360,2022-12-30,NVDA,192.69,194.01,192.06,192.5,192.89,4458138,192.89
361,2023-01-02,NVDA,196.42,196.7,195.32,196.48,196.5,1759278,196.5
362,2023-01-03,NVDA,193.56,196.47,191.51,192.86,192.7,1855012,192.7
363,2023-01-04,NVDA,190.94,191.03,189.33,190.85,190.84,2678401,190.84
364,2023-01-05,NVDA,191.58,192.03,189.91,191.39,191.31,2807425,191.31
365,2023-01-06,NVDA,197.77,202.5,197.84,198.15,197.92,5416757,197.92
366,2023-01-09,NVDA,198.26,203.18,197.44,199.31,199.48,2083750,199.48
367,2023-01-10,NVDA,202.29,202.77,202.01,202.14,202.26,2280396,202.26
368,2023-01-11,NVDA,202.05,202.19,196.94,200.84,200.57,4372454,200.57
369,2023-01-12,NVDA,201.09,202.98,199.52,200.64,200.62,4880201,200.62
370,2023-01-13,NVDA,199.78,201.98,199.92,200.6,200.48,6678221,200.48
371,2023-01-16,NVDA,203.09,204.47,198.69,202.27,201.95,4133190,201.95
372,2023-01-17,NVDA,200.64,201.49,195.81,200.98,200.69,3489196,200.69
373,2023-01-18,NVDA,208.65,207.93,203.05,207.91,207.65,4357979,207.65
374,2023-01-19,NVDA,205.8,208.02,203.44,206.18,206.17,2859889,206.17
375,2023-01-20,NVDA,197.93,198.01,197.43,197.58,197.49,2849392,197.49
376,2023-01-23,NVDA,210.78,212.41,210.2,211.33,211.13,1346399,211.13
377,2023-01-24,NVDA,209.29,211.01,207.83,209.81,209.73,5109989,209.73
378,2023-01-25,NVDA,215.21,218.75,216.03,216.91,217.07,3633581,217.07
379,2023-01-26,NVDA,225.32,226.01,224.14,224.74,224.82,4821133,224.82
380,2023-01-27,NVDA,230.71,232.21,230.22,230.28,230.51,799782,230.51
381,2023-01-30,NVDA,229.86,229.97,228.29,229.37,229.32,3192928,229.32
382,2023-01-31,NVDA,231.56,232.67,230.56,231.24,231.61,2130909,231.61
383,2023-02-01,NVDA,223.25,225.68,222.37,224.11,224.18,6925226,224.18
384,2023-02-02,NVDA,236.62,237.01,235.05,235.48,235.37,4444191,235.37
385,2023-02-03,NVDA,231.85,231.98,229.64,230.7,230.72,3675198,230.72
386,2023-02-06,NVDA,228.56,230.09,228.68,229.47,229.18,2634050,229.18
387,2023-02-07,NVDA,230.88,232.94,224.97,230.27,230.19,3987217,230.19
388,2023-02-08,NVDA,230.88,230.06,229.23,229.88,229.98,2055248,229.98
389,2023-02-09,NVDA,225.8,228.83,223.6,226.33,226.47,3110012,226.47
390,2023-02-10,NVDA,234.1,238.65,232.97,234.45,234.35,2448089,234.35
391,2023-02-13,NVDA,240.89,240.83,240.03,240.25,240.91,10152645,240.91
392,2023-02-14,NVDA,240.6,243.99,242.17,242.43,242.38,6817298,242.38
393,2023-02-15,NVDA,238.94,241.78,238.56,240.25,239.84,5562308,239.84
394,2023-02-16,NVDA,245.66,249.43,244.59,246.88,247.18,1551673,247.18
395,2023-02-17,NVDA,242.07,244.74,243.36,244.26,244.41,5035777,244.41
396,2023-02-20,NVDA,255.47,257.56,253.41,254.09,254.15,3590612,254.15
397,2023-02-21,NVDA,252.52,257.45,254.58,255.05,254.94,6026820,254.94
398,2023-02-22,NVDA,263.6,264.71,260.71,263.15,263.25,3840824,263.25
399,2023-02-23,NVDA,263.73,264.01,261.1,262.67,263.09,3258055,263.09
400,2023-02-24,NVDA,263.01,265.27,261.54,263.4,263.45,3674369,263.45
401,2023-02-27,NVDA,270.82,272.54,271.42,271.73,271.33,1325344,271.33
402,2023-02-28,NVDA,287.24,292.22,283.84,286.91,285.92,2227294,285.92
403,2023-03-01,NVDA,298.39,299.95,296.81,298.39,298.5,3939907,298.5
404,2023-03-02,NVDA,306.76,308.63,305.04,305.23,304.93,5778728,304.93
405,2023-03-03,NVDA,305.95,311.27,307.89,310.03,310.0,2482442,310.0
406,2023-03-06,NVDA,305.0,307.36,301.56,306.41,306.16,3202994,306.16
407,2023-03-07,NVDA,309.84,312.58,307.24,308.98,308.7,1468135,308.7
408,2023-03-08,NVDA,302.31,304.25,301.02,302.23,302.0,6781137,302.0
409,2023-03-09,NVDA,306.52,306.02,305.12,305.37,305.17,5705098,305.17
410,2023-03-10,NVDA,309.44,309.68,305.02,309.04,309.28,4529179,309.28
411,2023-03-13,NVDA,294.0,295.78,293.56,294.2,294.37,4006397,294.37
412,2023-03-14,NVDA,294.33,296.76,293.86,294.78,294.42,7104752,294.42
413,2023-03-15,NVDA,301.6,300.26,295.04,298.13,297.81,2185804,297.81
414,2023-03-16,NVDA,300.09,302.05,297.45,297.8,297.92,2070745,297.92
415,2023-03-17,NVDA,301.51,306.38,299.14,300.77,301.08,5558061,301.08
416,2023-03-20,NVDA,291.09,293.68,289.54,290.98,291.28,5374395,291.28
417,2023-03-21,NVDA,286.4,287.54,283.1,285.63,285.34,1799918,285.34
418,2023-03-22,NVDA,294.52,296.65,293.04,293.3,293.59,2506304,293.59
419,2023-03-23,NVDA,294.22,295.17,291.23,293.6,293.08,7606749,293.08
420,2023-03-24,NVDA,295.28,298.39,294.61,296.39,296.33,4016147,296.33
421,2023-03-27,NVDA,295.25,295.26,291.77,292.64,292.78,4845595,292.78
422,2023-03-28,NVDA,293.43,293.78,292.38,293.07,292.46,1831190,292.46
423,2023-03-29,NVDA,279.28,277.41,275.34,276.5,277.08,4539476,277.08
424,2023-03-30,NVDA,282.89,283.34,281.86,282.62,283.0,1607561,283.0
425,2023-03-31,NVDA,295.32,298.22,291.38,295.68,295.87,1214799,295.87
426,2023-04-03,NVDA,290.1,289.01,284.06,288.1,287.82,4701593,287.82
427,2023-04-04,NVDA,282.04,285.1,279.68,281.62,281.6,6697350,281.6
428,2023-04-05,NVDA,285.19,285.96,283.15,285.0,285.23,2879441,285.23
429,2023-04-06,NVDA,294.01,296.24,291.07,295.79,295.46,2487340,295.46
430,2023-04-07,NVDA,297.05,296.68,294.31,296.07,296.02,7689946,296.02
431,2023-04-10,NVDA,286.56,288.08,286.31,287.27,287.53,2965654,287.53
432,2023-04-11,NVDA,285.42,287.99,280.53,286.06,285.63,3163266,285.63
433,2023-04-12,NVDA,278.29,280.87,276.49,278.98,279.07,7625272,279.07
434,2023-04-13,NVDA,275.19,278.25,270.6,274.59,274.11,2739285,274.11
435,2023-04-14,NVDA,270.68,274.49,267.15,272.78,272.52,2357202,272.52
436,2023-04-17,NVDA,266.43,269.21,263.92,266.71,266.58,4914763,266.58
437,2023-04-18,NVDA,263.08,266.24,261.49,261.79,261.93,2290021,261.93
438,2023-04-19,NVDA,260.91,262.98,259.07,262.54,262.36,3041006,262.36
439,2023-04-20,NVDA,264.45,266.13,263.55,264.22,264.25,1690306,264.25
440,2023-04-21,NVDA,254.27,257.89,253.63,255.07,254.9,3586540,254.9
441,2023-04-24,NVDA,257.34,259.13,253.05,257.86,257.72,3382239,257.72
442,2023-04-25,NVDA,257.77,260.18,252.76,255.65,255.97,5304203,255.97
443,2023-04-26,NVDA,258.36,261.88,260.46,260.51,260.21,5018432,260.21
444,2023-04-27,NVDA,266.87,266.6,263.92,265.86,266.06,4307029,266.06
445,2023-04-28,NVDA,261.88,268.17,261.76,262.5,262.5,3981335,262.5
446,2023-05-01,NVDA,266.09,267.02,266.39,266.8,266.64,3151449,266.64
447,2023-05-02,NVDA,260.03,261.89,261.04,261.48,261.16,4433846,261.16
448,2023-05-03,NVDA,271.41,273.6,269.81,270.4,270.09,1874465,270.09
449,2023-05-04,NVDA,265.01,265.98,260.96,265.26,265.07,1010056,265.07
450,2023-05-05,NVDA,267.44,267.89,267.51,267.87,267.83,5844191,267.83
451,2023-05-08,NVDA,267.03,270.06,262.56,266.88,267.04,4579407,267.04
452,2023-05-09,NVDA,260.14,262.76,258.89,260.36,260.28,3067909,260.28
453,2023-05-10,NVDA,263.82,268.72,265.55,266.49,266.42,5594414,266.42
454,2023-05-11,NVDA,262.02,263.42,262.36,262.66,262.64,2267642,262.64
455,2023-05-12,NVDA,252.89,252.26,249.31,251.76,251.88,2297319,251.88
456,2023-05-15,NVDA,232.11,235.57,233.61,233.87,234.02,2143458,234.02
457,2023-05-16,NVDA,227.74,229.45,226.86,228.99,228.67,4341849,228.67
458,2023-05-17,NVDA,236.59,241.67,234.81,237.1,237.03,1481433,237.03
459,2023-05-18,NVDA,243.9,245.98,243.75,244.79,245.09,2227786,245.09
460,2023-05-19,NVDA,240.6,242.59,238.45,240.64,240.32,3778574,240.32
461,2023-05-22,NVDA,237.32,239.55,238.47,238.62,238.64,1790354,238.64
462,2023-05-23,NVDA,235.63,239.53,233.59,236.09,236.05,2349809,236.05
463,2023-05-24,NVDA,228.4,228.76,227.76,228.45,228.32,1081885,228.32
464,2023-05-25,NVDA,223.99,223.27,221.65,223.26,223.62,4425542,223.62
465,2023-05-26,NVDA,230.39,230.13,225.73,228.96,228.97,2317691,228.97
466,2023-05-29,NVDA,231.77,233.25,230.81,232.08,232.43,1886736,232.43
467,2023-05-30,NVDA,236.1,236.04,231.51,233.89,233.89,1710829,233.89
468,2023-05-31,NVDA,226.11,226.46,221.19,226.32,226.42,2652181,226.42
469,2023-06-01,NVDA,228.06,227.2,226.36,227.12,226.98,1483511,226.98
470,2023-06-02,NVDA,216.33,214.84,212.46,214.26,214.14,8633752,214.14
471,2023-06-05,NVDA,219.14,219.62,215.27,218.99,219.08,992148,219.08
472,2023-06-06,NVDA,219.11,226.33,217.4,220.63,220.72,2609555,220.72
473,2023-06-07,NVDA,213.52,215.94,210.85,213.43,213.55,3448512,213.55
474,2023-06-08,NVDA,221.58,224.44,218.61,222.26,222.35,2218430,222.35
475,2023-06-09,NVDA,212.21,215.02,208.22,212.51,212.22,3634804,212.22
476,2023-06-12,NVDA,217.68,216.6,214.5,215.54,215.36,2191724,215.36
477,2023-06-13,NVDA,217.41,220.17,217.39,218.74,218.93,7025431,218.93
478,2023-06-14,NVDA,212.5,215.71,211.49,212.18,211.77,1868341,211.77
479,2023-06-15,NVDA,211.26,216.85,211.15,212.19,212.26,1008916,212.26
480,2023-06-16,NVDA,203.41,205.11,202.36,203.72,203.7,1707857,203.7
481,2023-06-19,NVDA,190.14,191.65,188.26,189.43,189.59,3965915,189.59
482,2023-06-20,NVDA,184.86,185.25,184.16,184.56,184.64,3081841,184.64
483,2023-06-21,NVDA,181.7,184.81,180.42,181.9,181.78,4761467,181.78
484,2023-06-22,NVDA,184.41,187.81,181.77,185.01,184.88,4201164,184.88
485,2023-06-23,NVDA,185.8,187.57,184.51,185.51,185.41,2378212,185.41
486,2023-06-26,NVDA,187.72,187.12,185.88,186.13,186.24,2559847,186.24
487,2023-06-27,NVDA,180.78,182.35,180.66,181.6,181.18,2696150,181.18
488,2023-06-28,NVDA,181.09,179.77,177.56,179.37,179.4,8386828,179.4
489,2023-06-29,NVDA,176.43,176.24,173.43,175.38,175.23,4617717,175.23
490,2023-06-30,NVDA,171.35,172.6,169.92,170.18,170.22,8417668,170.22
491,2023-07-03,NVDA,168.09,170.37,165.9,167.83,167.89,4977257,167.89
492,2023-07-04,NVDA,169.29,169.01,167.75,168.31,168.03,3166724,168.03
493,2023-07-05,NVDA,165.23,168.91,164.99,166.07,166.03,1963657,166.03
494,2023-07-06,NVDA,164.34,168.45,164.2,164.89,164.92,3615569,164.92
495,2023-07-07,NVDA,168.56,168.32,167.79,167.92,167.94,3171024,167.94
496,2023-07-10,NVDA,166.23,167.07,163.99,165.99,165.97,3119478,165.97
497,2023-07-11,NVDA,160.5,160.72,157.7,160.62,160.42,2944502,160.42
498,2023-07-12,NVDA,161.0,163.16,162.02,163.04,162.87,1171468,162.87
499,2023-07-13,NVDA,163.93,165.61,162.76,164.29,164.06,6140519,164.06
500,2023-07-14,NVDA,164.83,166.89,164.4,165.8,165.89,3187582,165.89
501,2023-07-17,NVDA,168.98,171.39,166.44,168.56,168.54,1611818,168.54
502,2023-07-18,NVDA,170.49,174.44,168.94,170.65,170.64,4159399,170.64
503,2023-07-19,NVDA,170.41,171.08,170.43,170.95,170.65,2130957,170.65
504,2023-07-20,NVDA,183.73,183.1,179.77,181.34,181.33,4329966,181.33
505,2023-07-21,NVDA,176.61,178.31,172.66,175.69,175.81,5080032,175.81
506,2023-07-24,NVDA,174.21,175.25,172.95,173.29,172.97,5442876,172.97
507,2023-07-25,NVDA,179.61,178.33,176.08,177.66,177.56,3016300,177.56
508,2023-07-26,NVDA,179.18,179.19,177.55,178.47,178.19,2658070,178.19
509,2023-07-27,NVDA,181.33,184.69,181.55,182.03,181.95,2391020,181.95
510,2023-07-28,NVDA,182.17,183.0,182.91,182.98,182.82,2277803,182.82
511,2023-07-31,NVDA,190.37,192.78,187.11,189.45,189.52,3240975,189.52
512,2023-08-01,NVDA,182.97,185.31,183.34,184.87,184.9,2944143,184.9
513,2023-08-02,NVDA,191.18,193.91,187.96,191.26,191.51,2163738,191.51
514,2023-08-03,NVDA,194.91,199.43,194.51,197.05,197.04,1845217,197.04
515,2023-08-04,NVDA,191.38,192.39,189.79,191.28,191.35,3096001,191.35
516,2023-08-07,NVDA,195.32,194.87,191.76,194.49,194.38,2631070,194.38
517,2023-08-08,NVDA,194.75,195.62,193.86,194.48,194.26,1847449,194.26
518,2023-08-09,NVDA,192.62,192.41,191.54,191.72,191.88,4951917,191.88
519,2023-08-10,NVDA,184.66,184.31,181.97,182.86,183.09,7929070,183.09
520,2023-08-11,NVDA,178.3,179.16,178.1,178.42,178.55,5289816,178.55
521,2023-08-14,NVDA,184.31,183.79,179.24,181.76,181.78,2280501,181.78
522,2023-08-15,NVDA,185.84,186.28,183.81,185.64,185.46,3187938,185.46
523,2023-08-16,NVDA,185.73,185.23,183.93,184.85,185.06,7061827,185.06
524,2023-08-17,NVDA,188.23,189.21,188.75,188.81,188.92,1817822,188.92
525,2023-08-18,NVDA,195.03,193.49,192.12,193.46,193.85,4834544,193.85
526,2023-08-21,NVDA,195.41,197.5,191.83,194.4,194.18,1584783,194.18
527,2023-08-22,NVDA,192.49,191.55,188.75,191.08,191.25,7587546,191.25
528,2023-08-23,NVDA,193.43,193.39,192.68,193.38,193.49,2636183,193.49
529,2023-08-24,NVDA,194.7,196.4,194.94,195.93,195.86,9964325,195.86
530,2023-08-25,NVDA,199.89,201.11,198.2,199.43,199.7,7756423,199.7
531,2023-08-28,NVDA,202.21,205.38,203.84,203.94,204.02,3099603,204.02
532,2023-08-29,NVDA,196.87,197.74,196.99,197.2,197.02,2281394,197.02
533,2023-08-30,NVDA,195.07,197.14,191.29,194.88,194.86,3603397,194.86
534,2023-08-31,NVDA,188.04,187.5,184.22,185.83,185.65,2987419,185.65
535,2023-09-01,NVDA,189.79,189.83,189.07,189.48,189.4,2674348,189.4
536,2023-09-04,NVDA,188.8,191.21,188.45,188.67,188.8,1426798,188.8
537,2023-09-05,NVDA,190.83,191.37,189.46,190.89,191.08,2527454,191.08
538,2023-09-06,NVDA,182.8,185.13,182.37,184.04,184.08,1876202,184.08
539,2023-09-07,NVDA,190.75,194.02,187.81,190.67,190.52,4307308,190.52
540,2023-09-08,NVDA,185.26,187.97,181.88,185.16,185.24,5365690,185.24
541,2023-09-11,NVDA,188.02,190.01,186.94,188.94,189.07,4734288,189.07
542,2023-09-12,NVDA,188.56,191.19,186.87,189.68,189.31,3879386,189.31
543,2023-09-13,NVDA,188.52,190.79,187.76,188.97,188.99,2134080,188.99
544,2023-09-14,NVDA,187.95,188.19,187.27,187.89,187.85,3622592,187.85
545,2023-09-15,NVDA,184.65,185.23,182.77,185.08,185.25,4859191,185.25
546,2023-09-18,NVDA,190.25,194.1,190.4,191.25,191.33,2438472,191.33
547,2023-09-19,NVDA,191.78,191.85,191.06,191.51,191.6,3469403,191.6
548,2023-09-20,NVDA,186.12,186.71,185.2,185.62,185.53,3039699,185.53
549,2023-09-21,NVDA,184.14,185.63,183.17,184.02,184.02,7505775,184.02
550,2023-09-22,NVDA,184.28,185.99,183.86,184.8,184.97,5004129,184.97
551,2023-09-25,NVDA,189.69,189.37,184.98,189.13,189.12,4432967,189.12
552,2023-09-26,NVDA,186.28,186.52,186.1,186.46,186.49,1385612,186.49
553,2023-09-27,NVDA,183.05,185.57,183.84,184.14,183.86,3564087,183.86
554,2023-09-28,NVDA,185.39,185.86,182.15,184.43,184.42,3025216,184.42
555,2023-09-29,NVDA,188.98,190.85,188.55,188.64,188.27,3012170,188.27
556,2023-10-02,NVDA,182.27,183.38,178.98,182.38,182.28,1495981,182.28
557,2023-10-03,NVDA,183.41,185.97,183.04,184.86,184.88,1897628,184.88
558,2023-10-04,NVDA,182.22,183.72,181.91,182.91,183.05,3159711,183.05
559,2023-10-05,NVDA,183.44,182.66,181.55,181.6,181.42,5706850,181.42
560,2023-10-06,NVDA,189.43,192.36,188.4,190.87,190.94,2433248,190.94
561,2023-10-09,NVDA,189.89,191.22,188.28,190.13,190.41,2676527,190.41
562,2023-10-10,NVDA,193.89,193.94,193.61,193.9,193.78,7964828,193.78
563,2023-10-11,NVDA,197.9,200.31,196.61,197.58,197.28,2818143,197.28
564,2023-10-12,NVDA,190.51,194.29,189.95,191.95,192.01,3065144,192.01
565,2023-10-13,NVDA,183.45,183.84,182.39,183.29,183.07,3085973,183.07
566,2023-10-16,NVDA,185.65,187.79,187.08,187.23,187.08,1668186,187.08
567,2023-10-17,NVDA,182.44,182.57,179.49,182.35,182.52,4350925,182.52
568,2023-10-18,NVDA,174.37,176.46,171.31,174.94,175.27,2358560,175.27
569,2023-10-19,NVDA,178.83,179.67,178.58,179.61,179.43,3220234,179.43
570,2023-10-20,NVDA,175.94,176.19,172.43,175.21,175.08,4082362,175.08
571,2023-10-23,NVDA,171.8,174.09,168.79,172.0,171.93,8634520,171.93
572,2023-10-24,NVDA,181.09,180.99,178.62,180.66,180.56,1691480,180.56
573,2023-10-25,NVDA,173.79,174.35,173.18,173.35,173.68,5037855,173.68
574,2023-10-26,NVDA,169.14,168.88,167.63,168.08,167.99,5047288,167.99
575,2023-10-27,NVDA,165.31,167.93,166.0,166.31,166.25,2375913,166.25
576,2023-10-30,NVDA,166.24,167.15,163.6,165.48,165.75,4411617,165.75
577,2023-10-31,NVDA,161.96,162.27,161.28,161.95,162.04,7435066,162.04
578,2023-11-01,NVDA,157.12,157.81,157.21,157.42,157.57,2230005,157.57
579,2023-11-02,NVDA,162.58,164.26,162.28,163.52,163.37,3688516,163.37
580,2023-11-03,NVDA,165.26,165.8,163.76,164.76,164.67,4002383,164.67
581,2023-11-06,NVDA,166.56,168.26,165.28,167.33,167.16,4269850,167.16
582,2023-11-07,NVDA,167.36,169.42,166.25,166.93,167.06,4802493,167.06
583,2023-11-08,NVDA,169.92,170.04,167.9,168.3,168.51,3552465,168.51
584,2023-11-09,NVDA,173.24,174.32,171.65,172.39,172.29,4225795,172.29
585,2023-11-10,NVDA,169.44,168.73,168.18,168.27,168.21,2072493,168.21
586,2023-11-13,NVDA,168.95,169.78,169.42,169.56,169.5,3548380,169.5
587,2023-11-14,NVDA,173.33,172.96,172.28,172.68,172.41,2576208,172.41
588,2023-11-15,NVDA,178.49,182.48,177.82,179.52,179.4,1767515,179.4
589,2023-11-16,NVDA,188.22,194.16,187.32,188.44,188.58,2534299,188.58
590,2023-11-17,NVDA,190.6,192.04,187.15,188.96,188.79,3740493,188.79
591,2023-11-20,NVDA,193.93,196.44,192.87,194.52,194.54,4064895,194.54
592,2023-11-21,NVDA,182.74,182.02,180.81,181.73,181.49,1733703,181.49
593,2023-11-22,NVDA,189.93,190.95,187.73,188.97,188.94,2045518,188.94
594,2023-11-23,NVDA,186.72,187.5,184.48,185.73,185.62,4696500,185.62
595,2023-11-24,NVDA,183.62,187.4,183.54,184.79,184.57,4214637,184.57
596,2023-11-27,NVDA,187.51,187.55,185.87,187.02,187.16,5093884,187.16
597,2023-11-28,NVDA,186.34,188.14,184.73,186.49,186.64,6477953,186.64
598,2023-11-29,NVDA,188.61,189.33,186.69,187.59,187.41,4277774,187.41
599,2023-11-30,NVDA,193.61,195.45,195.17,195.22,195.18,2656702,195.18
600,2023-12-01,NVDA,193.9,193.99,190.86,193.54,193.55,3462234,193.55
601,2023-12-04,NVDA,188.69,189.37,187.66,188.48,188.13,7496513,188.13
602,2023-12-05,NVDA,195.25,199.19,192.9,197.21,196.93,13022959,196.93
603,2023-12-06,NVDA,199.12,203.21,199.6,200.0,200.26,4120760,200.26
604,2023-12-07,NVDA,207.89,212.32,204.99,209.81,209.59,4272787,209.59
605,2023-12-08,NVDA,213.77,215.89,211.46,214.55,214.82,4698971,214.82
606,2023-12-11,NVDA,208.24,208.44,206.11,207.67,207.39,3308139,207.39
607,2023-12-12,NVDA,211.43,214.33,205.87,211.23,211.37,5849852,211.37
608,2023-12-13,NVDA,206.42,206.55,206.24,206.24,206.18,5411422,206.18
609,2023-12-14,NVDA,205.41,208.21,205.18,206.49,206.45,3902735,206.45
610,2023-12-15,NVDA,207.46,209.56,204.57,206.3,206.69,2788432,206.69
611,2023-12-18,NVDA,198.15,199.72,196.58,198.17,197.92,1528277,197.92
612,2023-12-19,NVDA,194.37,196.33,192.32,194.34,194.45,4714751,194.45
613,2023-12-20,NVDA,206.21,206.57,204.15,205.25,205.36,3636125,205.36
614,2023-12-21,NVDA,205.65,209.41,206.33,206.67,207.37,2260544,207.37
615,2023-12-22,NVDA,206.21,206.79,205.08,205.97,205.75,1858053,205.75
616,2023-12-25,NVDA,215.97,217.05,213.07,215.51,215.38,4550357,215.38
617,2023-12-26,NVDA,213.01,214.4,210.24,213.59,213.77,1467956,213.77
618,2023-12-27,NVDA,214.02,214.59,213.22,213.32,213.28,3797374,213.28
619,2023-12-28,NVDA,219.34,219.39,216.44,218.82,218.72,4984158,218.72
620,2023-12-29,NVDA,216.73,217.35,214.58,216.84,217.05,4303531,217.05
621,2024-01-01,NVDA,212.87,213.57,210.95,213.01,212.96,2688866,212.96
622,2024-01-02,NVDA,201.75,202.91,198.78,201.23,201.05,1750326,201.05
623,2024-01-03,NVDA,197.49,198.31,195.72,196.72,196.86,4384164,196.86
624,2024-01-04,NVDA,192.32,193.61,190.26,192.26,192.33,5958096,192.33
625,2024-01-05,NVDA,194.3,196.61,192.35,193.21,193.15,2454990,193.15
626,2024-01-08,NVDA,191.09,190.61,188.51,190.46,190.39,4212025,190.39
627,2024-01-09,NVDA,199.13,201.57,197.7,200.92,200.74,7208399,200.74
628,2024-01-10,NVDA,194.44,196.99,194.22,195.81,195.95,3872549,195.95
629,2024-01-11,NVDA,204.06,205.76,202.72,202.86,202.79,2680623,202.79
630,2024-01-12,NVDA,203.93,204.21,201.6,204.18,204.03,5500924,204.03
631,2024-01-15,NVDA,208.68,209.22,205.21,208.5,208.24,2260777,208.24
632,2024-01-16,NVDA,213.81,216.65,211.01,212.6,212.69,1708120,212.69
633,2024-01-17,NVDA,201.02,203.18,200.52,201.02,200.92,4906937,200.92
634,2024-01-18,NVDA,201.2,201.35,196.67,201.17,200.76,2668211,200.76
635,2024-01-19,NVDA,199.18,201.08,197.91,200.05,199.81,2790522,199.81
636,2024-01-22,NVDA,194.94,194.94,191.26,194.58,194.54,2389344,194.54
637,2024-01-23,NVDA,197.59,198.12,194.17,197.01,196.97,2580751,196.97
638,2024-01-24,NVDA,205.07,207.89,203.8,205.67,205.62,6592984,205.62
639,2024-01-25,NVDA,191.24,195.18,190.99,192.13,192.05,7506271,192.05
640,2024-01-26,NVDA,192.24,189.91,189.45,189.75,189.47,8020323,189.47
641,2024-01-29,NVDA,183.95,186.3,182.63,184.03,183.87,5638114,183.87
642,2024-01-30,NVDA,183.92,186.14,184.26,184.55,184.77,4127306,184.77
643,2024-01-31,NVDA,183.88,184.94,182.86,183.23,183.42,1597351,183.42
644,2024-02-01,NVDA,180.59,180.98,179.67,180.64,180.74,2976437,180.74
645,2024-02-02,NVDA,182.93,184.98,183.14,183.93,184.02,9610600,184.02
646,2024-02-05,NVDA,192.1,192.98,191.32,191.64,191.81,2629197,191.81
647,2024-02-06,NVDA,203.71,205.85,204.09,204.58,204.35,6969626,204.35
648,2024-02-07,NVDA,202.59,201.43,199.26,201.0,201.01,3360223,201.01
649,2024-02-08,NVDA,192.53,194.39,190.53,192.05,191.84,856773,191.84
650,2024-02-09,NVDA,194.66,198.73,189.04,194.93,194.72,4502947,194.72
651,2024-02-12,NVDA,203.09,206.79,201.6,202.97,203.05,6157167,203.05
652,2024-02-13,NVDA,208.24,209.84,205.38,207.31,207.5,3189906,207.5
653,2024-02-14,NVDA,216.04,216.98,215.41,215.84,215.8,6055790,215.8
654,2024-02-15,NVDA,217.12,218.08,214.26,214.84,215.19,1419884,215.19
655,2024-02-16,NVDA,212.98,212.09,210.58,211.78,211.82,1635105,211.82
656,2024-02-19,NVDA,213.12,213.88,211.54,212.6,212.44,3621620,212.44
657,2024-02-20,NVDA,210.07,214.07,209.26,211.06,210.83,4149744,210.83
658,2024-02-21,NVDA,214.61,217.86,214.65,214.77,214.99,6441612,214.99
659,2024-02-22,NVDA,220.72,221.02,214.7,220.19,220.22,4499434,220.22
660,2024-02-23,NVDA,225.25,229.46,222.64,226.18,226.33,1799798,226.33
661,2024-02-26,NVDA,230.78,230.2,228.92,229.29,228.68,3636465,228.68
662,2024-02-27,NVDA,229.81,232.21,228.22,230.93,230.99,4414317,230.99
