"ToolID","ToolName","FileName","Category","Layer","ToolType","Path","Status","Risk","SizeBytes","ModifiedTime"
"VIA-SUP-0076","Invoke-VIA-FinishProject-SafeFast","Invoke-VIA-FinishProject-SafeFast.ps1","60_PowerShell_Entry_Internal","L9_Supportive_Tool","powershell","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\60_PowerShell_Entry_Internal\Invoke-VIA-FinishProject-SafeFast.ps1","FOUND","LOW","10436","2026-04-28 11:52:20"
"VIA-SUP-0077","Invoke-VIA-FinishProject-SafeFast.ps1.freeze.lock","Invoke-VIA-FinishProject-SafeFast.ps1.freeze.lock.json","60_PowerShell_Entry_Internal","L9_Supportive_Tool","json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\60_PowerShell_Entry_Internal\Invoke-VIA-FinishProject-SafeFast.ps1.freeze.lock.json","FOUND","LOW","1073","2026-06-08 20:10:15"
"VIA-SUP-0078","Invoke-VIA-PanoramaHardGateSafeFix","Invoke-VIA-PanoramaHardGateSafeFix.ps1","60_PowerShell_Entry_Internal","L3_HardGate_Protection","powershell","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\60_PowerShell_Entry_Internal\Invoke-VIA-PanoramaHardGateSafeFix.ps1","FOUND","LOW","6368","2026-04-28 11:47:36"
"VIA-SUP-0079","Invoke-VIA-PanoramaHardGateSafeFix.ps1.freeze.lock","Invoke-VIA-PanoramaHardGateSafeFix.ps1.freeze.lock.json","60_PowerShell_Entry_Internal","L3_HardGate_Protection","json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\60_PowerShell_Entry_Internal\Invoke-VIA-PanoramaHardGateSafeFix.ps1.freeze.lock.json","FOUND","LOW","1077","2026-06-08 20:10:15"
"VIA-SUP-0080","Invoke-VIA-SupportiveHardGate","Invoke-VIA-SupportiveHardGate.ps1","60_PowerShell_Entry_Internal","L3_HardGate_Protection","powershell","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\60_PowerShell_Entry_Internal\Invoke-VIA-SupportiveHardGate.ps1","FOUND","LOW","1770","2026-04-28 11:44:49"
"VIA-SUP-0081","Invoke-VIA-SupportiveHardGate.ps1.freeze.lock","Invoke-VIA-SupportiveHardGate.ps1.freeze.lock.json","60_PowerShell_Entry_Internal","L3_HardGate_Protection","json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\60_PowerShell_Entry_Internal\Invoke-VIA-SupportiveHardGate.ps1.freeze.lock.json","FOUND","LOW","1057","2026-06-08 20:10:15"
"VIA-SUP-0082","Invoke-VRN-Guarded-Entry-v217","Invoke-VRN-Guarded-Entry-v217.ps1","60_PowerShell_Entry_Internal","L3_HardGate_Protection","powershell","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\60_PowerShell_Entry_Internal\Invoke-VRN-Guarded-Entry-v217.ps1","FOUND","LOW","2316","2026-05-24 21:03:20"
"VIA-SUP-0083","Invoke-VRN-Guarded-Entry-v217.ps1.freeze.lock","Invoke-VRN-Guarded-Entry-v217.ps1.freeze.lock.json","60_PowerShell_Entry_Internal","L3_HardGate_Protection","json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\60_PowerShell_Entry_Internal\Invoke-VRN-Guarded-Entry-v217.ps1.freeze.lock.json","FOUND","LOW","1057","2026-06-08 20:10:15"
"VIA-SUP-0084","Invoke-VRN-MQ-NoOCR-Staging-v222","Invoke-VRN-MQ-NoOCR-Staging-v222.ps1","60_PowerShell_Entry_Internal","L9_Supportive_Tool","powershell","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\60_PowerShell_Entry_Internal\Invoke-VRN-MQ-NoOCR-Staging-v222.ps1","FOUND","LOW","2233","2026-05-25 01:52:32"
"VIA-SUP-0085","Invoke-VRN-MQ-NoOCR-Staging-v222.ps1.freeze.lock","Invoke-VRN-MQ-NoOCR-Staging-v222.ps1.freeze.lock.json","60_PowerShell_Entry_Internal","L9_Supportive_Tool","json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\60_PowerShell_Entry_Internal\Invoke-VRN-MQ-NoOCR-Staging-v222.ps1.freeze.lock.json","FOUND","LOW","1069","2026-06-08 20:10:15"
"VIA-SUP-0086","Invoke-VRN-PURE-NOHANG-v2192","Invoke-VRN-PURE-NOHANG-v2192.ps1","60_PowerShell_Entry_Internal","L9_Supportive_Tool","powershell","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\60_PowerShell_Entry_Internal\Invoke-VRN-PURE-NOHANG-v2192.ps1","FOUND","LOW","1877","2026-05-24 22:15:22"
"VIA-SUP-0087","Invoke-VRN-PURE-NOHANG-v2192.ps1.freeze.lock","Invoke-VRN-PURE-NOHANG-v2192.ps1.freeze.lock.json","60_PowerShell_Entry_Internal","L9_Supportive_Tool","json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\60_PowerShell_Entry_Internal\Invoke-VRN-PURE-NOHANG-v2192.ps1.freeze.lock.json","FOUND","LOW","1053","2026-06-08 20:10:15"
"VIA-SUP-0088","VIS_VRN_BrokerAlias_Compatibility_v0222.cpython-313","VIS_VRN_BrokerAlias_Compatibility_v0222.cpython-313.pyc","70_VRN_Rules","L5_Acceleration_InstallPlanner","other","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\__pycache__\VIS_VRN_BrokerAlias_Compatibility_v0222.cpython-313.pyc","FOUND","LOW","5370","2026-06-10 12:33:57"
"VIA-SUP-0089","VIS_VRN_BrokerAlias_Extension_v0224.cpython-313","VIS_VRN_BrokerAlias_Extension_v0224.cpython-313.pyc","70_VRN_Rules","L5_Acceleration_InstallPlanner","other","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\__pycache__\VIS_VRN_BrokerAlias_Extension_v0224.cpython-313.pyc","FOUND","LOW","5697","2026-06-10 12:33:57"
"VIA-SUP-0090","VIS_VRN_BrokerAnalystAdapters_v06146.cpython-313","VIS_VRN_BrokerAnalystAdapters_v06146.cpython-313.pyc","70_VRN_Rules","L5_Acceleration_InstallPlanner","other","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\__pycache__\VIS_VRN_BrokerAnalystAdapters_v06146.cpython-313.pyc","FOUND","LOW","14806","2026-06-10 12:33:57"
"VIA-SUP-0091","VIS_VRN_FinancialRescueRules_v06126.cpython-313","VIS_VRN_FinancialRescueRules_v06126.cpython-313.pyc","70_VRN_Rules","L5_Acceleration_InstallPlanner","other","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\__pycache__\VIS_VRN_FinancialRescueRules_v06126.cpython-313.pyc","FOUND","LOW","9681","2026-06-10 12:33:57"
"VIA-SUP-0092","VIS_VRN_FinancialSSOT_v05910.cpython-313","VIS_VRN_FinancialSSOT_v05910.cpython-313.pyc","70_VRN_Rules","L2_SSOT_Registry","other","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\__pycache__\VIS_VRN_FinancialSSOT_v05910.cpython-313.pyc","FOUND","LOW","18937","2026-06-10 12:33:57"
"VIA-SUP-0093","VIS_VRN_FinancialSSOT_v05911.cpython-313","VIS_VRN_FinancialSSOT_v05911.cpython-313.pyc","70_VRN_Rules","L2_SSOT_Registry","other","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\__pycache__\VIS_VRN_FinancialSSOT_v05911.cpython-313.pyc","FOUND","LOW","27096","2026-06-10 12:33:57"
"VIA-SUP-0094","VIS_VRN_FinancialSSOT_v05912.cpython-313","VIS_VRN_FinancialSSOT_v05912.cpython-313.pyc","70_VRN_Rules","L2_SSOT_Registry","other","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\__pycache__\VIS_VRN_FinancialSSOT_v05912.cpython-313.pyc","FOUND","LOW","27228","2026-06-10 12:33:57"
"VIA-SUP-0095","VIS_VRN_FinancialSSOT_v0599.cpython-313","VIS_VRN_FinancialSSOT_v0599.cpython-313.pyc","70_VRN_Rules","L2_SSOT_Registry","other","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\__pycache__\VIS_VRN_FinancialSSOT_v0599.cpython-313.pyc","FOUND","LOW","15949","2026-06-10 12:33:57"
"VIA-SUP-0096","VIS_VRN_FinancialSSOT_v0600.cpython-313","VIS_VRN_FinancialSSOT_v0600.cpython-313.pyc","70_VRN_Rules","L2_SSOT_Registry","other","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\__pycache__\VIS_VRN_FinancialSSOT_v0600.cpython-313.pyc","FOUND","LOW","27532","2026-06-10 12:33:57"
"VIA-SUP-0097","VIS_VRN_FinancialSSOT_v0608.cpython-313","VIS_VRN_FinancialSSOT_v0608.cpython-313.pyc","70_VRN_Rules","L2_SSOT_Registry","other","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\__pycache__\VIS_VRN_FinancialSSOT_v0608.cpython-313.pyc","FOUND","LOW","14723","2026-06-10 12:33:57"
"VIA-SUP-0098","VIS_VRN_HistoricalValidationPolicy_v0100.cpython-313","VIS_VRN_HistoricalValidationPolicy_v0100.cpython-313.pyc","70_VRN_Rules","L5_Acceleration_InstallPlanner","other","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\__pycache__\VIS_VRN_HistoricalValidationPolicy_v0100.cpython-313.pyc","FOUND","LOW","9324","2026-06-10 12:33:57"
"VIA-SUP-0099","VIS_VRN_InputRoutePolicy_v0224.cpython-313","VIS_VRN_InputRoutePolicy_v0224.cpython-313.pyc","70_VRN_Rules","L5_Acceleration_InstallPlanner","other","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\__pycache__\VIS_VRN_InputRoutePolicy_v0224.cpython-313.pyc","FOUND","LOW","7106","2026-06-10 12:33:57"
"VIA-SUP-0100","VIS_VRN_NewReportCompatibilityGate_v01.cpython-313","VIS_VRN_NewReportCompatibilityGate_v01.cpython-313.pyc","70_VRN_Rules","L5_Acceleration_InstallPlanner","other","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\__pycache__\VIS_VRN_NewReportCompatibilityGate_v01.cpython-313.pyc","FOUND","LOW","15100","2026-06-10 12:33:57"
"VIA-SUP-0101","VIS_VRN_Q1_AliasRoutePatch_v0100.cpython-313","VIS_VRN_Q1_AliasRoutePatch_v0100.cpython-313.pyc","70_VRN_Rules","L5_Acceleration_InstallPlanner","other","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\__pycache__\VIS_VRN_Q1_AliasRoutePatch_v0100.cpython-313.pyc","FOUND","LOW","8262","2026-06-10 12:33:57"
"VIA-SUP-0102","VIS_VRN_TableGeometryReconstructor_v0101.cpython-313","VIS_VRN_TableGeometryReconstructor_v0101.cpython-313.pyc","70_VRN_Rules","L5_Acceleration_InstallPlanner","other","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\__pycache__\VIS_VRN_TableGeometryReconstructor_v0101.cpython-313.pyc","FOUND","LOW","18588","2026-06-10 12:33:57"
"VIA-SUP-0103","VIS_VRN_TableHeaderPeriodOriginalRestore_v0100.cpython-313","VIS_VRN_TableHeaderPeriodOriginalRestore_v0100.cpython-313.pyc","70_VRN_Rules","L5_Acceleration_InstallPlanner","other","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\__pycache__\VIS_VRN_TableHeaderPeriodOriginalRestore_v0100.cpython-313.pyc","FOUND","LOW","17385","2026-06-10 12:33:57"
"VIA-SUP-0104","VIS_VRN_TWOfficialYFinance_v06051.cpython-313","VIS_VRN_TWOfficialYFinance_v06051.cpython-313.pyc","70_VRN_Rules","L5_Acceleration_InstallPlanner","other","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\__pycache__\VIS_VRN_TWOfficialYFinance_v06051.cpython-313.pyc","FOUND","LOW","4954","2026-06-10 12:33:57"
"VIA-SUP-0105","VIS_VRN_BrokerAlias_Compatibility_v0222","VIS_VRN_BrokerAlias_Compatibility_v0222.py","70_VRN_Rules","L9_Supportive_Tool","python","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\VIS_VRN_BrokerAlias_Compatibility_v0222.py","FOUND","LOW","4922","2026-05-26 16:35:46"
"VIA-SUP-0106","VIS_VRN_BrokerAlias_Compatibility_v0222.py.freeze.lock","VIS_VRN_BrokerAlias_Compatibility_v0222.py.freeze.lock.json","70_VRN_Rules","L9_Supportive_Tool","json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\VIS_VRN_BrokerAlias_Compatibility_v0222.py.freeze.lock.json","FOUND","LOW","1112","2026-06-08 20:10:15"
"VIA-SUP-0107","VIS_VRN_BrokerAlias_Extension_v0224","VIS_VRN_BrokerAlias_Extension_v0224.py","70_VRN_Rules","L9_Supportive_Tool","python","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\VIS_VRN_BrokerAlias_Extension_v0224.py","FOUND","LOW","4801","2026-05-26 16:35:46"
"VIA-SUP-0108","VIS_VRN_BrokerAlias_Extension_v0224.py.freeze.lock","VIS_VRN_BrokerAlias_Extension_v0224.py.freeze.lock.json","70_VRN_Rules","L9_Supportive_Tool","json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\VIS_VRN_BrokerAlias_Extension_v0224.py.freeze.lock.json","FOUND","LOW","1096","2026-06-08 20:10:15"
"VIA-SUP-0109","VIS_VRN_BrokerAnalystAdapters_v06146","VIS_VRN_BrokerAnalystAdapters_v06146.py","70_VRN_Rules","L9_Supportive_Tool","python","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\VIS_VRN_BrokerAnalystAdapters_v06146.py","FOUND","LOW","14701","2026-05-26 16:35:46"
"VIA-SUP-0110","VIS_VRN_BrokerAnalystAdapters_v06146.py.freeze.lock","VIS_VRN_BrokerAnalystAdapters_v06146.py.freeze.lock.json","70_VRN_Rules","L9_Supportive_Tool","json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\VIS_VRN_BrokerAnalystAdapters_v06146.py.freeze.lock.json","FOUND","LOW","1101","2026-06-08 20:10:15"
"VIA-SUP-0111","VIS_VRN_FinancialRescueRules_v06126","VIS_VRN_FinancialRescueRules_v06126.py","70_VRN_Rules","L9_Supportive_Tool","python","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\VIS_VRN_FinancialRescueRules_v06126.py","FOUND","LOW","9644","2026-05-26 16:35:46"
"VIA-SUP-0112","VIS_VRN_FinancialRescueRules_v06126.py.freeze.lock","VIS_VRN_FinancialRescueRules_v06126.py.freeze.lock.json","70_VRN_Rules","L9_Supportive_Tool","json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\VIS_VRN_FinancialRescueRules_v06126.py.freeze.lock.json","FOUND","LOW","1096","2026-06-08 20:10:15"
"VIA-SUP-0113","VIS_VRN_FinancialSSOT_v05910","VIS_VRN_FinancialSSOT_v05910.py","70_VRN_Rules","L2_SSOT_Registry","python","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\VIS_VRN_FinancialSSOT_v05910.py","FOUND","LOW","18265","2026-05-21 15:05:07"
"VIA-SUP-0114","VIS_VRN_FinancialSSOT_v05910.py.freeze.lock","VIS_VRN_FinancialSSOT_v05910.py.freeze.lock.json","70_VRN_Rules","L2_SSOT_Registry","json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\VIS_VRN_FinancialSSOT_v05910.py.freeze.lock.json","FOUND","LOW","1092","2026-06-08 20:10:15"
"VIA-SUP-0115","VIS_VRN_FinancialSSOT_v05911","VIS_VRN_FinancialSSOT_v05911.py","70_VRN_Rules","L2_SSOT_Registry","python","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\VIS_VRN_FinancialSSOT_v05911.py","FOUND","LOW","26447","2026-05-21 15:23:25"
"VIA-SUP-0116","VIS_VRN_FinancialSSOT_v05911.py.freeze.lock","VIS_VRN_FinancialSSOT_v05911.py.freeze.lock.json","70_VRN_Rules","L2_SSOT_Registry","json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\VIS_VRN_FinancialSSOT_v05911.py.freeze.lock.json","FOUND","LOW","1092","2026-06-08 20:10:15"
"VIA-SUP-0117","VIS_VRN_FinancialSSOT_v05912","VIS_VRN_FinancialSSOT_v05912.py","70_VRN_Rules","L2_SSOT_Registry","python","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\VIS_VRN_FinancialSSOT_v05912.py","FOUND","LOW","26597","2026-05-21 15:32:32"
"VIA-SUP-0118","VIS_VRN_FinancialSSOT_v05912.py.freeze.lock","VIS_VRN_FinancialSSOT_v05912.py.freeze.lock.json","70_VRN_Rules","L2_SSOT_Registry","json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\VIS_VRN_FinancialSSOT_v05912.py.freeze.lock.json","FOUND","LOW","1092","2026-06-08 20:10:15"
"VIA-SUP-0119","VIS_VRN_FinancialSSOT_v0599","VIS_VRN_FinancialSSOT_v0599.py","70_VRN_Rules","L2_SSOT_Registry","python","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\VIS_VRN_FinancialSSOT_v0599.py","FOUND","LOW","15529","2026-05-26 16:35:46"
"VIA-SUP-0120","VIS_VRN_FinancialSSOT_v0599.py.freeze.lock","VIS_VRN_FinancialSSOT_v0599.py.freeze.lock.json","70_VRN_Rules","L2_SSOT_Registry","json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\VIS_VRN_FinancialSSOT_v0599.py.freeze.lock.json","FOUND","LOW","1072","2026-06-08 20:10:15"
"VIA-SUP-0121","VIS_VRN_FinancialSSOT_v0600","VIS_VRN_FinancialSSOT_v0600.py","70_VRN_Rules","L2_SSOT_Registry","python","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\VIS_VRN_FinancialSSOT_v0600.py","FOUND","LOW","26861","2026-05-21 15:40:23"
"VIA-SUP-0122","VIS_VRN_FinancialSSOT_v0600.py.freeze.lock","VIS_VRN_FinancialSSOT_v0600.py.freeze.lock.json","70_VRN_Rules","L2_SSOT_Registry","json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\VIS_VRN_FinancialSSOT_v0600.py.freeze.lock.json","FOUND","LOW","1088","2026-06-08 20:10:15"
"VIA-SUP-0123","VIS_VRN_FinancialSSOT_v0608","VIS_VRN_FinancialSSOT_v0608.py","70_VRN_Rules","L2_SSOT_Registry","python","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\VIS_VRN_FinancialSSOT_v0608.py","FOUND","LOW","17050","2026-05-26 16:35:47"
"VIA-SUP-0124","VIS_VRN_FinancialSSOT_v0608.py.freeze.lock","VIS_VRN_FinancialSSOT_v0608.py.freeze.lock.json","70_VRN_Rules","L2_SSOT_Registry","json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\VIS_VRN_FinancialSSOT_v0608.py.freeze.lock.json","FOUND","LOW","1063","2026-06-08 20:10:15"
"VIA-SUP-0125","VIS_VRN_HistoricalValidationPolicy_v0100","VIS_VRN_HistoricalValidationPolicy_v0100.py","70_VRN_Rules","L9_Supportive_Tool","python","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\VIS_VRN_HistoricalValidationPolicy_v0100.py","FOUND","LOW","8849","2026-05-31 06:47:07"
"VIA-SUP-0126","VIS_VRN_HistoricalValidationPolicy_v0100.py.freeze.lock","VIS_VRN_HistoricalValidationPolicy_v0100.py.freeze.lock.json","70_VRN_Rules","L9_Supportive_Tool","json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\VIS_VRN_HistoricalValidationPolicy_v0100.py.freeze.lock.json","FOUND","LOW","1117","2026-06-08 20:10:15"
"VIA-SUP-0127","VIS_VRN_InputRoutePolicy_v0224","VIS_VRN_InputRoutePolicy_v0224.py","70_VRN_Rules","L9_Supportive_Tool","python","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\VIS_VRN_InputRoutePolicy_v0224.py","FOUND","LOW","5859","2026-05-26 16:35:47"
"VIA-SUP-0128","VIS_VRN_InputRoutePolicy_v0224.py.freeze.lock","VIS_VRN_InputRoutePolicy_v0224.py.freeze.lock.json","70_VRN_Rules","L9_Supportive_Tool","json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\VIS_VRN_InputRoutePolicy_v0224.py.freeze.lock.json","FOUND","LOW","1076","2026-06-08 20:10:15"
"VIA-SUP-0129","VIS_VRN_NewReportCompatibilityGate_v01","VIS_VRN_NewReportCompatibilityGate_v01.py","70_VRN_Rules","L6_Report_Matrix","python","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\VIS_VRN_NewReportCompatibilityGate_v01.py","FOUND","LOW","12017","2026-05-26 16:35:47"
"VIA-SUP-0130","VIS_VRN_NewReportCompatibilityGate_v01.py.freeze.lock","VIS_VRN_NewReportCompatibilityGate_v01.py.freeze.lock.json","70_VRN_Rules","L6_Report_Matrix","json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\VIS_VRN_NewReportCompatibilityGate_v01.py.freeze.lock.json","FOUND","LOW","1109","2026-06-08 20:10:15"
"VIA-SUP-0131","VIS_VRN_Q1_AliasRoutePatch_v0100","VIS_VRN_Q1_AliasRoutePatch_v0100.py","70_VRN_Rules","L9_Supportive_Tool","python","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\VIS_VRN_Q1_AliasRoutePatch_v0100.py","FOUND","LOW","17160","2026-06-01 21:46:52"
"VIA-SUP-0132","VIS_VRN_Q1_AliasRoutePatch_v0100.py.freeze.lock","VIS_VRN_Q1_AliasRoutePatch_v0100.py.freeze.lock.json","70_VRN_Rules","L9_Supportive_Tool","json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\VIS_VRN_Q1_AliasRoutePatch_v0100.py.freeze.lock.json","FOUND","LOW","1084","2026-06-08 20:10:15"
"VIA-SUP-0133","VIS_VRN_SupportiveGapRegistry_v0224","VIS_VRN_SupportiveGapRegistry_v0224.json","70_VRN_Rules","L2_SSOT_Registry","json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\VIS_VRN_SupportiveGapRegistry_v0224.json","FOUND","LOW","1891","2026-05-25 12:27:25"
"VIA-SUP-0134","VIS_VRN_SupportiveGapRegistry_v0224.json.freeze.lock","VIS_VRN_SupportiveGapRegistry_v0224.json.freeze.lock.json","70_VRN_Rules","L2_SSOT_Registry","json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\VIS_VRN_SupportiveGapRegistry_v0224.json.freeze.lock.json","FOUND","LOW","1041","2026-06-08 20:10:15"
"VIA-SUP-0135","VIS_VRN_TableGeometryReconstructor_v0101","VIS_VRN_TableGeometryReconstructor_v0101.py","70_VRN_Rules","L9_Supportive_Tool","python","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\VIS_VRN_TableGeometryReconstructor_v0101.py","FOUND","LOW","15350","2026-05-31 18:18:27"
"VIA-SUP-0136","VIS_VRN_TableGeometryReconstructor_v0101.py.freeze.lock","VIS_VRN_TableGeometryReconstructor_v0101.py.freeze.lock.json","70_VRN_Rules","L9_Supportive_Tool","json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\VIS_VRN_TableGeometryReconstructor_v0101.py.freeze.lock.json","FOUND","LOW","1117","2026-06-08 20:10:15"
"VIA-SUP-0137","VIS_VRN_TableGeometryReconstructorPolicy_v0101","VIS_VRN_TableGeometryReconstructorPolicy_v0101.json","70_VRN_Rules","L9_Supportive_Tool","json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\VIS_VRN_TableGeometryReconstructorPolicy_v0101.json","FOUND","LOW","711","2026-05-31 18:18:27"
"VIA-SUP-0138","VIS_VRN_TableGeometryReconstructorPolicy_v0101.json.freeze.lock","VIS_VRN_TableGeometryReconstructorPolicy_v0101.json.freeze.lock.json","70_VRN_Rules","L9_Supportive_Tool","json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\VIS_VRN_TableGeometryReconstructorPolicy_v0101.json.freeze.lock.json","FOUND","LOW","1085","2026-06-08 20:10:15"
"VIA-SUP-0139","VIS_VRN_TableHeaderPeriodOriginalRestore_v0100","VIS_VRN_TableHeaderPeriodOriginalRestore_v0100.py","70_VRN_Rules","L9_Supportive_Tool","python","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\VIS_VRN_TableHeaderPeriodOriginalRestore_v0100.py","FOUND","LOW","13791","2026-05-31 20:58:00"
"VIA-SUP-0140","VIS_VRN_TableHeaderPeriodOriginalRestore_v0100.py.freeze.lock","VIS_VRN_TableHeaderPeriodOriginalRestore_v0100.py.freeze.lock.json","70_VRN_Rules","L9_Supportive_Tool","json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\VIS_VRN_TableHeaderPeriodOriginalRestore_v0100.py.freeze.lock.json","FOUND","LOW","1141","2026-06-08 20:10:15"
"VIA-SUP-0141","VIS_VRN_TWOfficialYFinance_v06051","VIS_VRN_TWOfficialYFinance_v06051.py","70_VRN_Rules","L9_Supportive_Tool","python","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\VIS_VRN_TWOfficialYFinance_v06051.py","FOUND","LOW","4451","2026-05-26 16:35:47"
"VIA-SUP-0142","VIS_VRN_TWOfficialYFinance_v06051.py.freeze.lock","VIS_VRN_TWOfficialYFinance_v06051.py.freeze.lock.json","70_VRN_Rules","L9_Supportive_Tool","json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\VIS_VRN_TWOfficialYFinance_v06051.py.freeze.lock.json","FOUND","LOW","1088","2026-06-08 20:10:15"
