file_path,file_name,column_name,row_count,non_blank_count,non_blank_ratio,unique_count,numeric_ratio,date_ratio,symbol_score,date_score,value_score,source_score,sample_values
C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_CANONICAL_KEY_REPAIR_GATE_v02781_20260610_221005\preview\VDF_AkShare_CanonicalRepairedPreview_v02781.csv,VDF_AkShare_CanonicalRepairedPreview_v02781.csv,vdf_seeded_at,150,150,1.0,2,1.0,1.0,-40,40,-5,10,2026-06-10 14:58:16 | 2026-06-10 14:58:16 | 2026-06-10 14:58:16 | 2026-06-10 14:58:16 | 2026-06-10 14:58:16 | 2026-06-10 14:58:16 | 2026-06-10 14:58:16 | 2026-06-10 14:58:16
C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_CANONICAL_KEY_REPAIR_GATE_v02781_20260610_221005\preview\VDF_AkShare_CanonicalRepairedPreview_v02781.csv,VDF_AkShare_CanonicalRepairedPreview_v02781.csv,vdf_original_row_hash,150,150,1.0,150,1.0,0.04,-10,-25,45,90,c40c2417ebcd7bbd | 3b448f17b94509de | 8684c9acc94b1000 | 09f777d25015dc7d | ca18e72573fe5a0f | 0dcea352e5f26e04 | 5d472fb1b3e9abab | 535bf7b6e3430232
C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_CANONICAL_KEY_REPAIR_GATE_v02781_20260610_221005\preview\VDF_AkShare_CanonicalRepairedPreview_v02781.csv,VDF_AkShare_CanonicalRepairedPreview_v02781.csv,_vdf_overlap_existing,150,150,1.0,1,0.0,0.0,25,0,0,10,False | False | False | False | False | False | False | False
C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_CANONICAL_KEY_REPAIR_GATE_v02781_20260610_221005\preview\VDF_AkShare_CanonicalRepairedPreview_v02781.csv,VDF_AkShare_CanonicalRepairedPreview_v02781.csv,_vdf_dryrun_action,150,150,1.0,1,0.0,0.0,25,0,0,10,ADD_CANDIDATE | ADD_CANDIDATE | ADD_CANDIDATE | ADD_CANDIDATE | ADD_CANDIDATE | ADD_CANDIDATE | ADD_CANDIDATE | ADD_CANDIDATE
C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_CANONICAL_KEY_REPAIR_GATE_v02781_20260610_221005\preview\VDF_AkShare_CanonicalRepairedPreview_v02781.csv,VDF_AkShare_CanonicalRepairedPreview_v02781.csv,_vdf_dryrun_policy,150,150,1.0,1,0.0,0.0,25,0,0,10,DRYRUN_ONLY_NO_DATABASE_WRITE | DRYRUN_ONLY_NO_DATABASE_WRITE | DRYRUN_ONLY_NO_DATABASE_WRITE | DRYRUN_ONLY_NO_DATABASE_WRITE | DRYRUN_ONLY_NO_DATABASE_WRITE | DRYRUN_ONLY_NO_DATABASE_WRITE | DRYRUN_ONLY_NO_DATABASE_WRITE | DRYRUN_ONLY_NO_DATABASE_WRITE
C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_CANONICAL_KEY_REPAIR_GATE_v02781_20260610_221005\preview\VDF_AkShare_CanonicalRepairedPreview_v02781.csv,VDF_AkShare_CanonicalRepairedPreview_v02781.csv,_vdf_dryrun_at,150,150,1.0,1,1.0,1.0,-40,40,-5,10,2026-06-10 22:07:05 | 2026-06-10 22:07:05 | 2026-06-10 22:07:05 | 2026-06-10 22:07:05 | 2026-06-10 22:07:05 | 2026-06-10 22:07:05 | 2026-06-10 22:07:05 | 2026-06-10 22:07:05
C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_CANONICAL_KEY_REPAIR_GATE_v02781_20260610_221005\preview\VDF_AkShare_CanonicalRepairedPreview_v02781.csv,VDF_AkShare_CanonicalRepairedPreview_v02781.csv,_vdf_key_repair_gate,150,150,1.0,1,1.0,0.0,0,-25,45,10,v027.8.1 | v027.8.1 | v027.8.1 | v027.8.1 | v027.8.1 | v027.8.1 | v027.8.1 | v027.8.1
C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_CANONICAL_KEY_REPAIR_GATE_v02781_20260610_221005\preview\VDF_AkShare_CanonicalRepairedPreview_v02781.csv,VDF_AkShare_CanonicalRepairedPreview_v02781.csv,_vdf_key_repair_policy,150,150,1.0,1,0.0,0.0,25,0,0,10,REPAIR_PREVIEW_ONLY_NO_DATABASE_WRITE | REPAIR_PREVIEW_ONLY_NO_DATABASE_WRITE | REPAIR_PREVIEW_ONLY_NO_DATABASE_WRITE | REPAIR_PREVIEW_ONLY_NO_DATABASE_WRITE | REPAIR_PREVIEW_ONLY_NO_DATABASE_WRITE | REPAIR_PREVIEW_ONLY_NO_DATABASE_WRITE | REPAIR_PREVIEW_ONLY_NO_DATABASE_WRITE | REPAIR_PREVIEW_ONLY_NO_DATABASE_WRITE
C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_CANONICAL_KEY_REPAIR_GATE_v02781_20260610_221005\preview\VDF_AkShare_CanonicalRepairedPreview_v02781.csv,VDF_AkShare_CanonicalRepairedPreview_v02781.csv,_vdf_key_repair_at,150,150,1.0,1,1.0,1.0,-40,40,-5,10,2026-06-10 22:10:05 | 2026-06-10 22:10:05 | 2026-06-10 22:10:05 | 2026-06-10 22:10:05 | 2026-06-10 22:10:05 | 2026-06-10 22:10:05 | 2026-06-10 22:10:05 | 2026-06-10 22:10:05
C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_CANONICAL_KEY_REPAIR_GATE_v02781_20260610_221005\preview\VDF_AkShare_CanonicalRepairedPreview_v02781.csv,VDF_AkShare_CanonicalRepairedPreview_v02781.csv,_vdf_key_repair_row_hash,150,150,1.0,150,1.0,0.0333,-10,-25,45,10,a2b6e11e1aa7164e | 625670db1bc8ea92 | e2199b027af27d3a | d544ee4ab8fe7f8e | bc13b7596b871ea2 | bd4dac13c5d647cb | 24daa3d7c217e3be | 0492d54682ef3d26
C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_CANONICAL_KEY_REPAIR_GATE_v02781_20260610_221005\preview\VDF_AkShare_CanonicalRepairedPreview_v02781.json,VDF_AkShare_CanonicalRepairedPreview_v02781.json,canonical_family,150,150,1.0,1,0.0,0.0,25,0,0,10,VDF_Global_Commodity | VDF_Global_Commodity | VDF_Global_Commodity | VDF_Global_Commodity | VDF_Global_Commodity | VDF_Global_Commodity | VDF_Global_Commodity | VDF_Global_Commodity
C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_CANONICAL_KEY_REPAIR_GATE_v02781_20260610_221005\preview\VDF_AkShare_CanonicalRepairedPreview_v02781.json,VDF_AkShare_CanonicalRepairedPreview_v02781.json,symbol,150,150,1.0,2,0.0,0.0,85,0,0,10,STEEL | STEEL | STEEL | STEEL | STEEL | STEEL | STEEL | STEEL
C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_CANONICAL_KEY_REPAIR_GATE_v02781_20260610_221005\preview\VDF_AkShare_CanonicalRepairedPreview_v02781.json,VDF_AkShare_CanonicalRepairedPreview_v02781.json,date,150,150,1.0,120,1.0,1.0,-50,100,-45,10,2026-02-11 | 2026-02-12 | 2026-02-13 | 2026-02-14 | 2026-02-15 | 2026-02-16 | 2026-02-17 | 2026-02-18
C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_CANONICAL_KEY_REPAIR_GATE_v02781_20260610_221005\preview\VDF_AkShare_CanonicalRepairedPreview_v02781.json,VDF_AkShare_CanonicalRepairedPreview_v02781.json,value,150,30,0.2,30,0.0333,0.0,10,0,60,0,FEF | FCPO | 3 | RS | BTC | CT | NID | PBD
C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_CANONICAL_KEY_REPAIR_GATE_v02781_20260610_221005\preview\VDF_AkShare_CanonicalRepairedPreview_v02781.json,VDF_AkShare_CanonicalRepairedPreview_v02781.json,source,150,150,1.0,2,0.0,0.0,25,0,0,90,stock_hk_hot_rank_detail_em | stock_hk_hot_rank_detail_em | stock_hk_hot_rank_detail_em | stock_hk_hot_rank_detail_em | stock_hk_hot_rank_detail_em | stock_hk_hot_rank_detail_em | stock_hk_hot_rank_detail_em | stock_hk_hot_rank_detail_em
C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_CANONICAL_KEY_REPAIR_GATE_v02781_20260610_221005\preview\VDF_AkShare_CanonicalRepairedPreview_v02781.json,VDF_AkShare_CanonicalRepairedPreview_v02781.json,unit,150,0,0.0,0,0.0,0.0,10,0,0,0,
C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_CANONICAL_KEY_REPAIR_GATE_v02781_20260610_221005\preview\VDF_AkShare_CanonicalRepairedPreview_v02781.json,VDF_AkShare_CanonicalRepairedPreview_v02781.json,frequency,150,0,0.0,0,0.0,0.0,10,0,0,0,
C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_CANONICAL_KEY_REPAIR_GATE_v02781_20260610_221005\preview\VDF_AkShare_CanonicalRepairedPreview_v02781.json,VDF_AkShare_CanonicalRepairedPreview_v02781.json,description,150,150,1.0,2,0.0,0.0,25,0,0,10,STEEL | STEEL | STEEL | STEEL | STEEL | STEEL | STEEL | STEEL
C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_CANONICAL_KEY_REPAIR_GATE_v02781_20260610_221005\preview\VDF_AkShare_CanonicalRepairedPreview_v02781.json,VDF_AkShare_CanonicalRepairedPreview_v02781.json,route,150,0,0.0,0,0.0,0.0,10,0,0,0,
C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_CANONICAL_KEY_REPAIR_GATE_v02781_20260610_221005\preview\VDF_AkShare_CanonicalRepairedPreview_v02781.json,VDF_AkShare_CanonicalRepairedPreview_v02781.json,vdf_mapping_gate,150,150,1.0,1,1.0,0.0,0,-25,45,10,v027.7 | v027.7 | v027.7 | v027.7 | v027.7 | v027.7 | v027.7 | v027.7
C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_CANONICAL_KEY_REPAIR_GATE_v02781_20260610_221005\preview\VDF_AkShare_CanonicalRepairedPreview_v02781.json,VDF_AkShare_CanonicalRepairedPreview_v02781.json,vdf_mapping_policy,150,150,1.0,1,0.0,0.0,25,0,0,10,PREVIEW_ONLY_NO_DATABASE_WRITE | PREVIEW_ONLY_NO_DATABASE_WRITE | PREVIEW_ONLY_NO_DATABASE_WRITE | PREVIEW_ONLY_NO_DATABASE_WRITE | PREVIEW_ONLY_NO_DATABASE_WRITE | PREVIEW_ONLY_NO_DATABASE_WRITE | PREVIEW_ONLY_NO_DATABASE_WRITE | PREVIEW_ONLY_NO_DATABASE_WRITE
C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_CANONICAL_KEY_REPAIR_GATE_v02781_20260610_221005\preview\VDF_AkShare_CanonicalRepairedPreview_v02781.json,VDF_AkShare_CanonicalRepairedPreview_v02781.json,vdf_target_table,150,150,1.0,1,0.0,0.0,25,0,0,10,VDF_Global_Commodity_AkShare_Candidate | VDF_Global_Commodity_AkShare_Candidate | VDF_Global_Commodity_AkShare_Candidate | VDF_Global_Commodity_AkShare_Candidate | VDF_Global_Commodity_AkShare_Candidate | VDF_Global_Commodity_AkShare_Candidate | VDF_Global_Commodity_AkShare_Candidate | VDF_Global_Commodity_AkShare_Candidate
C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_CANONICAL_KEY_REPAIR_GATE_v02781_20260610_221005\preview\VDF_AkShare_CanonicalRepairedPreview_v02781.json,VDF_AkShare_CanonicalRepairedPreview_v02781.json,vdf_seeded_at,150,150,1.0,2,1.0,1.0,-40,40,-5,10,2026-06-10 14:58:16 | 2026-06-10 14:58:16 | 2026-06-10 14:58:16 | 2026-06-10 14:58:16 | 2026-06-10 14:58:16 | 2026-06-10 14:58:16 | 2026-06-10 14:58:16 | 2026-06-10 14:58:16
C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_CANONICAL_KEY_REPAIR_GATE_v02781_20260610_221005\preview\VDF_AkShare_CanonicalRepairedPreview_v02781.json,VDF_AkShare_CanonicalRepairedPreview_v02781.json,vdf_original_row_hash,150,150,1.0,150,1.0,0.04,-10,-25,45,90,c40c2417ebcd7bbd | 3b448f17b94509de | 8684c9acc94b1000 | 09f777d25015dc7d | ca18e72573fe5a0f | 0dcea352e5f26e04 | 5d472fb1b3e9abab | 535bf7b6e3430232
C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_CANONICAL_KEY_REPAIR_GATE_v02781_20260610_221005\preview\VDF_AkShare_CanonicalRepairedPreview_v02781.json,VDF_AkShare_CanonicalRepairedPreview_v02781.json,_vdf_overlap_existing,150,150,1.0,1,0.0,0.0,25,0,0,10,False | False | False | False | False | False | False | False
C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_CANONICAL_KEY_REPAIR_GATE_v02781_20260610_221005\preview\VDF_AkShare_CanonicalRepairedPreview_v02781.json,VDF_AkShare_CanonicalRepairedPreview_v02781.json,_vdf_dryrun_action,150,150,1.0,1,0.0,0.0,25,0,0,10,ADD_CANDIDATE | ADD_CANDIDATE | ADD_CANDIDATE | ADD_CANDIDATE | ADD_CANDIDATE | ADD_CANDIDATE | ADD_CANDIDATE | ADD_CANDIDATE
C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_CANONICAL_KEY_REPAIR_GATE_v02781_20260610_221005\preview\VDF_AkShare_CanonicalRepairedPreview_v02781.json,VDF_AkShare_CanonicalRepairedPreview_v02781.json,_vdf_dryrun_policy,150,150,1.0,1,0.0,0.0,25,0,0,10,DRYRUN_ONLY_NO_DATABASE_WRITE | DRYRUN_ONLY_NO_DATABASE_WRITE | DRYRUN_ONLY_NO_DATABASE_WRITE | DRYRUN_ONLY_NO_DATABASE_WRITE | DRYRUN_ONLY_NO_DATABASE_WRITE | DRYRUN_ONLY_NO_DATABASE_WRITE | DRYRUN_ONLY_NO_DATABASE_WRITE | DRYRUN_ONLY_NO_DATABASE_WRITE
C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_CANONICAL_KEY_REPAIR_GATE_v02781_20260610_221005\preview\VDF_AkShare_CanonicalRepairedPreview_v02781.json,VDF_AkShare_CanonicalRepairedPreview_v02781.json,_vdf_dryrun_at,150,150,1.0,1,1.0,1.0,-40,40,-5,10,2026-06-10 22:07:05 | 2026-06-10 22:07:05 | 2026-06-10 22:07:05 | 2026-06-10 22:07:05 | 2026-06-10 22:07:05 | 2026-06-10 22:07:05 | 2026-06-10 22:07:05 | 2026-06-10 22:07:05
C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_CANONICAL_KEY_REPAIR_GATE_v02781_20260610_221005\preview\VDF_AkShare_CanonicalRepairedPreview_v02781.json,VDF_AkShare_CanonicalRepairedPreview_v02781.json,_vdf_key_repair_gate,150,150,1.0,1,1.0,0.0,0,-25,45,10,v027.8.1 | v027.8.1 | v027.8.1 | v027.8.1 | v027.8.1 | v027.8.1 | v027.8.1 | v027.8.1
C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_CANONICAL_KEY_REPAIR_GATE_v02781_20260610_221005\preview\VDF_AkShare_CanonicalRepairedPreview_v02781.json,VDF_AkShare_CanonicalRepairedPreview_v02781.json,_vdf_key_repair_policy,150,150,1.0,1,0.0,0.0,25,0,0,10,REPAIR_PREVIEW_ONLY_NO_DATABASE_WRITE | REPAIR_PREVIEW_ONLY_NO_DATABASE_WRITE | REPAIR_PREVIEW_ONLY_NO_DATABASE_WRITE | REPAIR_PREVIEW_ONLY_NO_DATABASE_WRITE | REPAIR_PREVIEW_ONLY_NO_DATABASE_WRITE | REPAIR_PREVIEW_ONLY_NO_DATABASE_WRITE | REPAIR_PREVIEW_ONLY_NO_DATABASE_WRITE | REPAIR_PREVIEW_ONLY_NO_DATABASE_WRITE
C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_CANONICAL_KEY_REPAIR_GATE_v02781_20260610_221005\preview\VDF_AkShare_CanonicalRepairedPreview_v02781.json,VDF_AkShare_CanonicalRepairedPreview_v02781.json,_vdf_key_repair_at,150,150,1.0,1,1.0,1.0,-40,40,-5,10,2026-06-10 22:10:05 | 2026-06-10 22:10:05 | 2026-06-10 22:10:05 | 2026-06-10 22:10:05 | 2026-06-10 22:10:05 | 2026-06-10 22:10:05 | 2026-06-10 22:10:05 | 2026-06-10 22:10:05
C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_CANONICAL_KEY_REPAIR_GATE_v02781_20260610_221005\preview\VDF_AkShare_CanonicalRepairedPreview_v02781.json,VDF_AkShare_CanonicalRepairedPreview_v02781.json,_vdf_key_repair_row_hash,150,150,1.0,150,1.0,0.0333,-10,-25,45,10,a2b6e11e1aa7164e | 625670db1bc8ea92 | e2199b027af27d3a | d544ee4ab8fe7f8e | bc13b7596b871ea2 | bd4dac13c5d647cb | 24daa3d7c217e3be | 0492d54682ef3d26
C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_CANONICAL_KEY_REPAIR_GATE_v02781_20260610_221005\registry\VDF_AkShare_CanonicalKeyRepairAudit_v02781.json,VDF_AkShare_CanonicalKeyRepairAudit_v02781.json,generated_at,1,1,1.0,1,1.0,1.0,-40,40,55,10,2026-06-10 22:10:05
C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_CANONICAL_KEY_REPAIR_GATE_v02781_20260610_221005\registry\VDF_AkShare_CanonicalKeyRepairAudit_v02781.json,VDF_AkShare_CanonicalKeyRepairAudit_v02781.json,policy,1,1,1.0,1,0.0,0.0,25,0,0,10,Key repair preview only. No DATABASE write. No canonical merge.
C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_CANONICAL_KEY_REPAIR_GATE_v02781_20260610_221005\registry\VDF_AkShare_CanonicalKeyRepairAudit_v02781.json,VDF_AkShare_CanonicalKeyRepairAudit_v02781.json,input_rows,1,1,1.0,1,1.0,0.0,0,-25,45,10,150
C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_CANONICAL_KEY_REPAIR_GATE_v02781_20260610_221005\registry\VDF_AkShare_CanonicalKeyRepairAudit_v02781.json,VDF_AkShare_CanonicalKeyRepairAudit_v02781.json,invalid_before,1,1,1.0,1,1.0,0.0,0,-25,45,10,150
C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_CANONICAL_KEY_REPAIR_GATE_v02781_20260610_221005\registry\VDF_AkShare_CanonicalKeyRepairAudit_v02781.json,VDF_AkShare_CanonicalKeyRepairAudit_v02781.json,invalid_after,1,1,1.0,1,1.0,0.0,0,-25,45,10,149
C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_CANONICAL_KEY_REPAIR_GATE_v02781_20260610_221005\registry\VDF_AkShare_CanonicalKeyRepairAudit_v02781.json,VDF_AkShare_CanonicalKeyRepairAudit_v02781.json,repaired_rows,1,1,1.0,1,1.0,0.0,0,-25,45,10,1
C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_CANONICAL_KEY_REPAIR_GATE_v02781_20260610_221005\registry\VDF_AkShare_CanonicalKeyRepairAudit_v02781.json,VDF_AkShare_CanonicalKeyRepairAudit_v02781.json,unrepaired_rows,1,1,1.0,1,1.0,0.0,0,-25,45,10,149
C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_CANONICAL_KEY_REPAIR_GATE_v02781_20260610_221005\registry\VDF_AkShare_CanonicalKeyRepairAudit_v02781.json,VDF_AkShare_CanonicalKeyRepairAudit_v02781.json,duplicate_key_rows_after,1,1,1.0,1,1.0,0.0,0,-25,45,10,0
C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_CANONICAL_KEY_REPAIR_GATE_v02781_20260610_221005\registry\VDF_AkShare_CanonicalKeyRepairAudit_v02781.json,VDF_AkShare_CanonicalKeyRepairAudit_v02781.json,repair_actions,1,1,1.0,1,1.0,0.0,0,-25,45,10,"{'symbol_from_family_or_target': 0, 'date_from_seeded_at': 30, 'date_from_today': 0, 'value_numeric_clean': 1, 'source_from_original_function': 0, 'source_from_akshare': 0, 'family_defaulted': 0}"
C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_CANONICAL_KEY_REPAIR_GATE_v02781_20260610_221005\registry\VDF_AkShare_CanonicalKeyRepairAudit_v02781.json,VDF_AkShare_CanonicalKeyRepairAudit_v02781.json,repaired_preview_csv,1,1,1.0,1,1.0,1.0,-40,40,-5,10,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_CANONICAL_KEY_REPAIR_GATE_v02781_20260610_221005\preview\VDF_AkShare_CanonicalRepairedPreview_v02781.csv
C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_CANONICAL_KEY_REPAIR_GATE_v02781_20260610_221005\registry\VDF_AkShare_CanonicalKeyRepairAudit_v02781.json,VDF_AkShare_CanonicalKeyRepairAudit_v02781.json,repaired_preview_json,1,1,1.0,1,1.0,1.0,-40,40,-5,10,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_CANONICAL_KEY_REPAIR_GATE_v02781_20260610_221005\preview\VDF_AkShare_CanonicalRepairedPreview_v02781.json
C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_CANONICAL_KEY_REPAIR_GATE_v02781_20260610_221005\registry\VDF_AkShare_KeyRepairReadinessGate_v02781.json,VDF_AkShare_KeyRepairReadinessGate_v02781.json,0,4,4,1.0,4,0.0,0.0,15,0,0,10,Key repair produced preview only. | DATABASE write remains blocked. | Canonical merge remains blocked. | Use repaired preview for next dry-run.
C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_CANONICAL_MAPPING_GATE_v0277_20260610_220358\preview\VDF_AkShare_CanonicalPreview_v0277.csv,VDF_AkShare_CanonicalPreview_v0277.csv,canonical_family,150,150,1.0,1,0.0,0.0,25,0,0,10,VDF_Global_Commodity | VDF_Global_Commodity | VDF_Global_Commodity | VDF_Global_Commodity | VDF_Global_Commodity | VDF_Global_Commodity | VDF_Global_Commodity | VDF_Global_Commodity
C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_CANONICAL_MAPPING_GATE_v0277_20260610_220358\preview\VDF_AkShare_CanonicalPreview_v0277.csv,VDF_AkShare_CanonicalPreview_v0277.csv,symbol,150,150,1.0,2,0.0,0.0,85,0,0,10,STEEL | STEEL | STEEL | STEEL | STEEL | STEEL | STEEL | STEEL
C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_CANONICAL_MAPPING_GATE_v0277_20260610_220358\preview\VDF_AkShare_CanonicalPreview_v0277.csv,VDF_AkShare_CanonicalPreview_v0277.csv,date,150,120,0.8,120,1.0,1.0,-50,100,-45,10,2026-02-11 | 2026-02-12 | 2026-02-13 | 2026-02-14 | 2026-02-15 | 2026-02-16 | 2026-02-17 | 2026-02-18
C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_CANONICAL_MAPPING_GATE_v0277_20260610_220358\preview\VDF_AkShare_CanonicalPreview_v0277.csv,VDF_AkShare_CanonicalPreview_v0277.csv,value,150,30,0.2,30,0.0333,0.0,10,0,60,0,FEF | FCPO | RSS3 | RS | BTC | CT | NID | PBD
C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_CANONICAL_MAPPING_GATE_v0277_20260610_220358\preview\VDF_AkShare_CanonicalPreview_v0277.csv,VDF_AkShare_CanonicalPreview_v0277.csv,source,150,150,1.0,2,0.0,0.0,25,0,0,90,stock_hk_hot_rank_detail_em | stock_hk_hot_rank_detail_em | stock_hk_hot_rank_detail_em | stock_hk_hot_rank_detail_em | stock_hk_hot_rank_detail_em | stock_hk_hot_rank_detail_em | stock_hk_hot_rank_detail_em | stock_hk_hot_rank_detail_em
C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_CANONICAL_MAPPING_GATE_v0277_20260610_220358\preview\VDF_AkShare_CanonicalPreview_v0277.csv,VDF_AkShare_CanonicalPreview_v0277.csv,unit,150,0,0.0,0,0.0,0.0,10,0,0,0,
C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_CANONICAL_MAPPING_GATE_v0277_20260610_220358\preview\VDF_AkShare_CanonicalPreview_v0277.csv,VDF_AkShare_CanonicalPreview_v0277.csv,frequency,150,0,0.0,0,0.0,0.0,10,0,0,0,
C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_CANONICAL_MAPPING_GATE_v0277_20260610_220358\preview\VDF_AkShare_CanonicalPreview_v0277.csv,VDF_AkShare_CanonicalPreview_v0277.csv,description,150,150,1.0,2,0.0,0.0,25,0,0,10,STEEL | STEEL | STEEL | STEEL | STEEL | STEEL | STEEL | STEEL
C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_CANONICAL_MAPPING_GATE_v0277_20260610_220358\preview\VDF_AkShare_CanonicalPreview_v0277.csv,VDF_AkShare_CanonicalPreview_v0277.csv,route,150,0,0.0,0,0.0,0.0,10,0,0,0,
C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_CANONICAL_MAPPING_GATE_v0277_20260610_220358\preview\VDF_AkShare_CanonicalPreview_v0277.csv,VDF_AkShare_CanonicalPreview_v0277.csv,vdf_mapping_gate,150,150,1.0,1,1.0,0.0,0,-25,45,10,v027.7 | v027.7 | v027.7 | v027.7 | v027.7 | v027.7 | v027.7 | v027.7
