file_id,qualified,status,risk,score,elapsed_sec,pages,text_chars,ticker,report_date,broker,keyword_hits,reason,file_name,path
482e52f26cf4,True,QUALIFIED_FAST,LOW,60,0.39,9,2977,6933,,,eps;評等;營收,date_missing; broker_missing,6933_AMAX-KY_個股介紹報告.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194703_VRN_GO_M01_30PDF_SMOKE_V119\smoke_input_30pdf\6933_AMAX-KY_個股介紹報告.pdf
8578b17590da,True,QUALIFIED_FAST,LOW,100,0.2747,10,6165,3665,2026-05-19,凱基,eps;持有;目標價;評等;營收;獲利;每股盈餘,,凱基投顧_3665 貿聯-KY_李承泰_20260519.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194703_VRN_GO_M01_30PDF_SMOKE_V119\smoke_input_30pdf\凱基投顧_3665 貿聯-KY_李承泰_20260519.pdf
513089807e2e,True,QUALIFIED_FAST,LOW,100,0.2754,13,3700,2891,2026-05-19,凱基,持有;目標價;評等;調升;獲利;每股盈餘,,凱基投顧_2891 中信金_施志鴻_20260519.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194703_VRN_GO_M01_30PDF_SMOKE_V119\smoke_input_30pdf\凱基投顧_2891 中信金_施志鴻_20260519.pdf
52973e6ac5e0,False,REVIEW_REQUIRED_FAST,MEDIUM,50,0.4049,25,112,2026,,華南,,date_missing; keyword_missing,第二場 2026海外投資展望 - 華南永昌海外商品部.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194703_VRN_GO_M01_30PDF_SMOKE_V119\smoke_input_30pdf\第二場 2026海外投資展望 - 華南永昌海外商品部.pdf
bec2e8821841,True,QUALIFIED_FAST,LOW,100,0.1682,8,2509,2606,2025-09-12,華南,eps;買進;目標價;評等;營收;投資評等,,華南投顧-2606-裕民-1141202.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194703_VRN_GO_M01_30PDF_SMOKE_V119\smoke_input_30pdf\華南投顧-2606-裕民-1141202.pdf
e6270450a0cb,True,QUALIFIED_FAST,LOW,85,0.3015,15,2225,6533,2025-12-06,,neutral;eps;中立;目標價;評等;營收;獲利;個股報告,broker_missing,"晶心科(6533,N,中立)-CTBC251208.pdf","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194703_VRN_GO_M01_30PDF_SMOKE_V119\smoke_input_30pdf\晶心科(6533,N,中立)-CTBC251208.pdf"
aaf37d8b44ad,True,QUALIFIED_FAST,LOW,100,0.4611,8,6331,1476,2026-05-19,凱基,持有;目標價;評等;調升;營收;獲利;每股盈餘,,凱基投顧_1476 儒鴻_劉昃恩_20260519.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194703_VRN_GO_M01_30PDF_SMOKE_V119\smoke_input_30pdf\凱基投顧_1476 儒鴻_劉昃恩_20260519.pdf
0b267eb81814,False,REVIEW_REQUIRED_FAST,MEDIUM,50,0.6313,41,225,2026,,華南,,date_missing; keyword_missing,第三場 AI潮流下展望2026半導體產業趨勢 - 陳子昂.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194703_VRN_GO_M01_30PDF_SMOKE_V119\smoke_input_30pdf\第三場 AI潮流下展望2026半導體產業趨勢 - 陳子昂.pdf
a9762ff02efe,True,QUALIFIED_FAST,LOW,100,0.4061,8,1418,4171,2025-12-08,GS,評等;營收;個股報告,,"瑞基(4171,NR_未評等)-CTBC251208.pdf","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194703_VRN_GO_M01_30PDF_SMOKE_V119\smoke_input_30pdf\瑞基(4171,NR_未評等)-CTBC251208.pdf"
1c6725421e5f,True,QUALIFIED_FAST,LOW,75,0.2207,5,0,3706,2025-11-28,兆豐,,keyword_missing,20251128兆豐訪談速報-神達(3706)__COVER_FIN.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194703_VRN_GO_M01_30PDF_SMOKE_V119\smoke_output_30pdf\m01_pdf_temp\20251128兆豐訪談速報-神達(3706)__COVER_FIN.pdf
f411c84d8859,True,QUALIFIED_FAST,LOW,85,0.334,6,0,6873,2025-08-19,兆豐,個股報告,,20250819兆豐個股報告-泓德能源(6873)__COVER_FIN.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194703_VRN_GO_M01_30PDF_SMOKE_V119\smoke_output_30pdf\m01_pdf_temp\20250819兆豐個股報告-泓德能源(6873)__COVER_FIN.pdf
1ce8f7a19d5b,True,QUALIFIED_FAST,LOW,100,0.482,8,2992,6143,2025-09-09,華南,eps;買進;目標價;評等;營收;投資評等,,華南投顧-6143-振曜-1141128.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194703_VRN_GO_M01_30PDF_SMOKE_V119\smoke_input_30pdf\華南投顧-6143-振曜-1141128.pdf
7f6338fb959d,True,QUALIFIED_FAST,LOW,100,0.4907,8,3410,3017,2025-11-13,華南,eps;買進;持有;目標價;評等;營收;投資評等,,華南投顧-3017-奇鋐-1141202.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194703_VRN_GO_M01_30PDF_SMOKE_V119\smoke_input_30pdf\華南投顧-3017-奇鋐-1141202.pdf
12548b012a8b,True,QUALIFIED_FAST,LOW,85,0.0915,6,0,6768,2025-12-04,兆豐,個股報告,,20251204兆豐個股報告-志強-KY(6768)__COVER_FIN.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194703_VRN_GO_M01_30PDF_SMOKE_V119\smoke_output_30pdf\m01_pdf_temp\20251204兆豐個股報告-志強-KY(6768)__COVER_FIN.pdf
8837f1ff87a8,True,QUALIFIED_FAST,LOW,95,0.4682,7,0,3706,2025-08-22,國泰,買進;評等,,【國泰證期研究部】神達(3706 TT)-初次評等買進(+30.4_)-大顯神威，營運騰達-20250822__COVER_FIN.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194703_VRN_GO_M01_30PDF_SMOKE_V119\smoke_output_30pdf\m01_pdf_temp\【國泰證期研究部】神達(3706 TT)-初次評等買進(+30.4_)-大顯神威，營運騰達-20250822__COVER_FIN.pdf
cd1804f88763,True,QUALIFIED_FAST,LOW,100,0.5806,7,2768,2637,2025-08-14,華南,eps;買進;持有;目標價;評等;營收;獲利;投資評等,,華南投顧-2637-慧洋-KY-1141202.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194703_VRN_GO_M01_30PDF_SMOKE_V119\smoke_input_30pdf\華南投顧-2637-慧洋-KY-1141202.pdf
2ffbf03c7485,True,QUALIFIED_FAST,LOW,100,0.8501,6,5194,6147,2026-05-19,凱基,rating;eps;持有;目標價;評等;調升;調降;營收;獲利;每股盈餘;財測,,凱基投顧_6147 頎邦_劉宇程_20260519.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194703_VRN_GO_M01_30PDF_SMOKE_V119\smoke_input_30pdf\凱基投顧_6147 頎邦_劉宇程_20260519.pdf
f076f1152b4b,True,QUALIFIED_FAST,LOW,85,0.1287,7,0,4771,2026-05-19,兆豐,個股報告,,20260519兆豐個股報告-望隼(4771)__COVER_FIN.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194703_VRN_GO_M01_30PDF_SMOKE_V119\smoke_output_30pdf\m01_pdf_temp\20260519兆豐個股報告-望隼(4771)__COVER_FIN.pdf
13ebbb01df60,True,QUALIFIED_FAST,LOW,75,0.116,8,0,2891,2026-05-19,凱基,,keyword_missing,凱基投顧_2891 中信金_施志鴻_20260519__COVER_FIN.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194703_VRN_GO_M01_30PDF_SMOKE_V119\smoke_output_30pdf\m01_pdf_temp\凱基投顧_2891 中信金_施志鴻_20260519__COVER_FIN.pdf
c2e26fd52da5,False,REVIEW_REQUIRED_FAST,MEDIUM,35,0.1485,2,0,6933,,,,date_missing; broker_missing; keyword_missing,6933_AMAX-KY_個股介紹報告__COVER_FIN.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194703_VRN_GO_M01_30PDF_SMOKE_V119\smoke_output_30pdf\m01_pdf_temp\6933_AMAX-KY_個股介紹報告__COVER_FIN.pdf
f79edee33434,True,QUALIFIED_FAST,LOW,75,0.1474,8,0,3665,2026-05-19,凱基,,keyword_missing,凱基投顧_3665 貿聯-KY_李承泰_20260519__COVER_FIN.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194703_VRN_GO_M01_30PDF_SMOKE_V119\smoke_output_30pdf\m01_pdf_temp\凱基投顧_3665 貿聯-KY_李承泰_20260519__COVER_FIN.pdf
4f916ed039a2,True,QUALIFIED_FAST,LOW,75,0.0895,6,0,6147,2026-05-19,凱基,,keyword_missing,凱基投顧_6147 頎邦_劉宇程_20260519__COVER_FIN.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194703_VRN_GO_M01_30PDF_SMOKE_V119\smoke_output_30pdf\m01_pdf_temp\凱基投顧_6147 頎邦_劉宇程_20260519__COVER_FIN.pdf
a4cfa1c72212,True,QUALIFIED_FAST,LOW,75,0.0475,5,0,2637,2025-12-02,華南,,keyword_missing,華南投顧-2637-慧洋-KY-1141202__COVER_FIN.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194703_VRN_GO_M01_30PDF_SMOKE_V119\smoke_output_30pdf\m01_pdf_temp\華南投顧-2637-慧洋-KY-1141202__COVER_FIN.pdf
8a93ba4e9f95,True,QUALIFIED_FAST,LOW,75,0.1797,8,0,1476,2026-05-19,凱基,,keyword_missing,凱基投顧_1476 儒鴻_劉昃恩_20260519__COVER_FIN.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194703_VRN_GO_M01_30PDF_SMOKE_V119\smoke_output_30pdf\m01_pdf_temp\凱基投顧_1476 儒鴻_劉昃恩_20260519__COVER_FIN.pdf
ce36e08fe808,True,QUALIFIED_FAST,LOW,75,0.0324,6,0,3017,2025-12-02,華南,,keyword_missing,華南投顧-3017-奇鋐-1141202__COVER_FIN.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194703_VRN_GO_M01_30PDF_SMOKE_V119\smoke_output_30pdf\m01_pdf_temp\華南投顧-3017-奇鋐-1141202__COVER_FIN.pdf
4c4bcf631547,True,QUALIFIED_FAST,LOW,60,0.1823,6,0,3014,2023-10-05,,,broker_missing; keyword_missing,3014TT-20231005__COVER_FIN.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194703_VRN_GO_M01_30PDF_SMOKE_V119\smoke_output_30pdf\m01_pdf_temp\3014TT-20231005__COVER_FIN.pdf
77e934d7e175,True,QUALIFIED_FAST,LOW,75,0.2002,4,0,2606,2025-12-02,華南,,keyword_missing,華南投顧-2606-裕民-1141202__COVER_FIN.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194703_VRN_GO_M01_30PDF_SMOKE_V119\smoke_output_30pdf\m01_pdf_temp\華南投顧-2606-裕民-1141202__COVER_FIN.pdf
e6d8af42762f,True,QUALIFIED_FAST,LOW,75,0.1562,5,0,6143,2025-11-28,華南,,keyword_missing,華南投顧-6143-振曜-1141128__COVER_FIN.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194703_VRN_GO_M01_30PDF_SMOKE_V119\smoke_output_30pdf\m01_pdf_temp\華南投顧-6143-振曜-1141128__COVER_FIN.pdf
9bbbfea2b89b,False,REVIEW_REQUIRED_FAST,MEDIUM,45,0.3049,4,0,6533,,,中立,date_missing; broker_missing,"晶心科(6533,N,中立)-CTBC251208__COVER_FIN.pdf","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194703_VRN_GO_M01_30PDF_SMOKE_V119\smoke_output_30pdf\m01_pdf_temp\晶心科(6533,N,中立)-CTBC251208__COVER_FIN.pdf"
afdbab52ffa1,False,REVIEW_REQUIRED_FAST,MEDIUM,45,0.2159,1,0,4171,,,評等,date_missing; broker_missing,"瑞基(4171,NR_未評等)-CTBC251208__COVER_FIN.pdf","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194703_VRN_GO_M01_30PDF_SMOKE_V119\smoke_output_30pdf\m01_pdf_temp\瑞基(4171,NR_未評等)-CTBC251208__COVER_FIN.pdf"
e337b0a2e05d,True,QUALIFIED_FAST,LOW,100,0.2158,13,3582,3706,2025-08-22,國泰,eps;買進;目標價;評等;營收;獲利;每股盈餘;個股報告,,【國泰證期研究部】神達(3706 TT)-初次評等買進(+30.4_)-大顯神威，營運騰達-20250822.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_195119_VRN_GO_M01_60PDF_FULL_V120\full_input_60pdf\【國泰證期研究部】神達(3706 TT)-初次評等買進(+30.4_)-大顯神威，營運騰達-20250822.pdf
fc9e9d1ffdf9,True,QUALIFIED_FAST,LOW,100,0.3124,5,2878,3706,2025-11-28,兆豐,eps;買進;賣出;目標價;評等;營收;投資評等,,20251128兆豐訪談速報-神達(3706).pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_195119_VRN_GO_M01_60PDF_FULL_V120\full_input_60pdf\20251128兆豐訪談速報-神達(3706).pdf
a647dd1af7a3,True,QUALIFIED_FAST,LOW,100,0.3538,7,3395,6768,2025-12-04,兆豐,eps;買進;賣出;目標價;評等;營收;投資評等;個股報告,,20251204兆豐個股報告-志強-KY(6768).pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_195119_VRN_GO_M01_60PDF_FULL_V120\full_input_60pdf\20251204兆豐個股報告-志強-KY(6768).pdf
144913c917d9,True,QUALIFIED_FAST,LOW,100,0.3957,8,2738,6873,2025-08-19,兆豐,eps;買進;賣出;目標價;評等;調降;營收;獲利;投資評等;個股報告,,20250819兆豐個股報告-泓德能源(6873).pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_195119_VRN_GO_M01_60PDF_FULL_V120\full_input_60pdf\20250819兆豐個股報告-泓德能源(6873).pdf
dc367a89b6fb,True,QUALIFIED_FAST,LOW,100,0.4427,9,2774,4771,2026-05-19,兆豐,eps;買進;賣出;目標價;評等;營收;獲利;投資評等;個股報告,,20260519兆豐個股報告-望隼(4771).pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_195119_VRN_GO_M01_60PDF_FULL_V120\full_input_60pdf\20260519兆豐個股報告-望隼(4771).pdf
52973e6ac5e0,False,REVIEW_REQUIRED_FAST,MEDIUM,50,0.3765,25,112,2026,,華南,,date_missing; keyword_missing,第二場 2026海外投資展望 - 華南永昌海外商品部.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_195119_VRN_GO_M01_60PDF_FULL_V120\full_input_60pdf\第二場 2026海外投資展望 - 華南永昌海外商品部.pdf
9db99ee86da3,True,QUALIFIED_FAST,LOW,75,0.4064,57,384,2026,2025-12-01,華南,,keyword_missing,第一場 2026年投資大趨勢 - 華南投顧 -1141201.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_195119_VRN_GO_M01_60PDF_FULL_V120\full_input_60pdf\第一場 2026年投資大趨勢 - 華南投顧 -1141201.pdf
b94683a9c9e6,True,QUALIFIED_FAST,LOW,100,0.5638,9,4096,3014,2023-10-05,國泰,eps;買進;目標價;評等;營收;每股盈餘;個股報告,,3014TT-20231005.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_195119_VRN_GO_M01_60PDF_FULL_V120\full_input_60pdf\3014TT-20231005.pdf
aaf37d8b44ad,True,QUALIFIED_FAST,LOW,100,0.349,8,6331,1476,2026-05-19,凱基,持有;目標價;評等;調升;營收;獲利;每股盈餘,,凱基投顧_1476 儒鴻_劉昃恩_20260519.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_195119_VRN_GO_M01_60PDF_FULL_V120\full_input_60pdf\凱基投顧_1476 儒鴻_劉昃恩_20260519.pdf
0b267eb81814,False,REVIEW_REQUIRED_FAST,MEDIUM,50,0.6112,41,225,2026,,華南,,date_missing; keyword_missing,第三場 AI潮流下展望2026半導體產業趨勢 - 陳子昂.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_195119_VRN_GO_M01_60PDF_FULL_V120\full_input_60pdf\第三場 AI潮流下展望2026半導體產業趨勢 - 陳子昂.pdf
bec2e8821841,True,QUALIFIED_FAST,LOW,100,0.2214,8,2509,2606,2025-09-12,華南,eps;買進;目標價;評等;營收;投資評等,,華南投顧-2606-裕民-1141202.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_195119_VRN_GO_M01_60PDF_FULL_V120\full_input_60pdf\華南投顧-2606-裕民-1141202.pdf
e6270450a0cb,True,QUALIFIED_FAST,LOW,85,0.304,15,2225,6533,2025-12-06,,neutral;eps;中立;目標價;評等;營收;獲利;個股報告,broker_missing,"晶心科(6533,N,中立)-CTBC251208.pdf","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_195119_VRN_GO_M01_60PDF_FULL_V120\full_input_60pdf\晶心科(6533,N,中立)-CTBC251208.pdf"
cd1804f88763,True,QUALIFIED_FAST,LOW,100,0.2214,7,2768,2637,2025-08-14,華南,eps;買進;持有;目標價;評等;營收;獲利;投資評等,,華南投顧-2637-慧洋-KY-1141202.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_195119_VRN_GO_M01_60PDF_FULL_V120\full_input_60pdf\華南投顧-2637-慧洋-KY-1141202.pdf
513089807e2e,True,QUALIFIED_FAST,LOW,100,0.5508,13,3700,2891,2026-05-19,凱基,持有;目標價;評等;調升;獲利;每股盈餘,,凱基投顧_2891 中信金_施志鴻_20260519.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_195119_VRN_GO_M01_60PDF_FULL_V120\full_input_60pdf\凱基投顧_2891 中信金_施志鴻_20260519.pdf
7f6338fb959d,True,QUALIFIED_FAST,LOW,100,0.3013,8,3410,3017,2025-11-13,華南,eps;買進;持有;目標價;評等;營收;投資評等,,華南投顧-3017-奇鋐-1141202.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_195119_VRN_GO_M01_60PDF_FULL_V120\full_input_60pdf\華南投顧-3017-奇鋐-1141202.pdf
2ffbf03c7485,True,QUALIFIED_FAST,LOW,100,0.7201,6,5194,6147,2026-05-19,凱基,rating;eps;持有;目標價;評等;調升;調降;營收;獲利;每股盈餘;財測,,凱基投顧_6147 頎邦_劉宇程_20260519.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_195119_VRN_GO_M01_60PDF_FULL_V120\full_input_60pdf\凱基投顧_6147 頎邦_劉宇程_20260519.pdf
482e52f26cf4,True,QUALIFIED_FAST,LOW,60,1.0977,9,2977,6933,,,eps;評等;營收,date_missing; broker_missing,6933_AMAX-KY_個股介紹報告.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_195119_VRN_GO_M01_60PDF_FULL_V120\full_input_60pdf\6933_AMAX-KY_個股介紹報告.pdf
0e3a7ffea317,True,QUALIFIED_FAST,LOW,100,0.3973,13,3229,3231,2025-06-04,Citi,buy;target price;eps;earnings,,Citi-3231 20250604.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_195119_VRN_GO_M01_60PDF_FULL_V120\full_input_60pdf\Citi-3231 20250604.pdf
8578b17590da,True,QUALIFIED_FAST,LOW,100,0.7412,10,6165,3665,2026-05-19,凱基,eps;持有;目標價;評等;營收;獲利;每股盈餘,,凱基投顧_3665 貿聯-KY_李承泰_20260519.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_195119_VRN_GO_M01_60PDF_FULL_V120\full_input_60pdf\凱基投顧_3665 貿聯-KY_李承泰_20260519.pdf
a9762ff02efe,True,QUALIFIED_FAST,LOW,100,0.5084,8,1418,4171,2025-12-08,GS,評等;營收;個股報告,,"瑞基(4171,NR_未評等)-CTBC251208.pdf","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_195119_VRN_GO_M01_60PDF_FULL_V120\full_input_60pdf\瑞基(4171,NR_未評等)-CTBC251208.pdf"
8bc5fab0f44d,True,QUALIFIED_FAST,LOW,90,0.1288,8,4667,1590,2025-12-03,Goldman,revenue,,GS-1590 20251203.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_195119_VRN_GO_M01_60PDF_FULL_V120\full_input_60pdf\GS-1590 20251203.pdf
857093b8833a,True,QUALIFIED_FAST,LOW,100,0.5069,11,7709,6669,2025-10-01,GS,hold;outperform;eps;revenue;earnings;valuation,,CLST-6669 20251001.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_195119_VRN_GO_M01_60PDF_FULL_V120\full_input_60pdf\CLST-6669 20251001.pdf
c0e1841bbcfd,True,QUALIFIED_FAST,LOW,100,0.1695,4,7024,6278,2026-05-21,Daiwa,hold;target price;eps;revenue;valuation,,Daiwa-6278 20260521.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_195119_VRN_GO_M01_60PDF_FULL_V120\full_input_60pdf\Daiwa-6278 20260521.pdf
1ce8f7a19d5b,True,QUALIFIED_FAST,LOW,100,0.6339,8,2992,6143,2025-09-09,華南,eps;買進;目標價;評等;營收;投資評等,,華南投顧-6143-振曜-1141128.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_195119_VRN_GO_M01_60PDF_FULL_V120\full_input_60pdf\華南投顧-6143-振曜-1141128.pdf
d04a4946c88f,True,QUALIFIED_FAST,LOW,100,0.4411,5,8419,1319,2023-10-11,GS,buy;hold;target price;rating;eps;revenue;earnings,,Daiwa-1319 20231011.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_195119_VRN_GO_M01_60PDF_FULL_V120\full_input_60pdf\Daiwa-1319 20231011.pdf
c8bcf1de430d,True,QUALIFIED_FAST,LOW,100,0.4148,8,6694,1590,2023-10-12,Goldman,buy;outperform;revenue,,GS-1590 20231012.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_195119_VRN_GO_M01_60PDF_FULL_V120\full_input_60pdf\GS-1590 20231012.pdf
73c0ed880dcd,True,QUALIFIED_FAST,LOW,100,0.5015,4,5884,3653,2025-10-02,GS,hold;target price;revenue;valuation,,Daiwa-3653 20251002.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_195119_VRN_GO_M01_60PDF_FULL_V120\full_input_60pdf\Daiwa-3653 20251002.pdf
9015d064e179,True,QUALIFIED_FAST,LOW,100,0.3414,8,6995,3706,2025-11-30,Goldman,buy;rating;revenue;valuation,,GS-3706 20251130.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_195119_VRN_GO_M01_60PDF_FULL_V120\full_input_60pdf\GS-3706 20251130.pdf
60182f2345d3,True,QUALIFIED_FAST,LOW,100,0.1576,26,7646,2330,2025-07-18,GS,rating;eps;revenue;earnings,,JP-2330 20250718.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_195119_VRN_GO_M01_60PDF_FULL_V120\full_input_60pdf\JP-2330 20250718.pdf
3635a2681a48,True,QUALIFIED_FAST,LOW,100,0.4278,8,5446,2382,2023-10-12,Goldman,buy;revenue,,GS-2382 20231012.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_195119_VRN_GO_M01_60PDF_FULL_V120\full_input_60pdf\GS-2382 20231012.pdf
2bdd74d5ad28,True,QUALIFIED_FAST,LOW,100,0.0851,9,4101,1590,2025-12-02,GS,rating;eps;revenue;valuation,,MS-1590 20251202.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_195119_VRN_GO_M01_60PDF_FULL_V120\full_input_60pdf\MS-1590 20251202.pdf
6ad043d05d31,True,QUALIFIED_FAST,LOW,100,0.4561,8,9180,2383,2026-05-19,Goldman,buy;eps;revenue;earnings,,GS-2383 20260519.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_195119_VRN_GO_M01_60PDF_FULL_V120\full_input_60pdf\GS-2383 20260519.pdf
002075ad1390,True,QUALIFIED_FAST,LOW,100,0.4754,8,5261,2317,2025-12-05,Goldman,buy;revenue,,GS-2317 20251205.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_195119_VRN_GO_M01_60PDF_FULL_V120\full_input_60pdf\GS-2317 20251205.pdf
