"Time","Category","FixClass","Priority","Risk","Action","Reason","Path"
"2026-06-11T20:29:18.308+08:00","PowerShell Parse","SEQUENTIAL_REQUIRED","P0","HIGH","Repair one PS file at a time after backup.","L906:148 Missing ')' in method call. | L906:148 Unexpected token 'if' in expression or statement. | L911:88 Missing ')' in method call. | L911:88 Unexpected token 'if' in expression or statement. | L911:129 The string is missing the terminator: "". | L911:128 Missing closing '}' in statement block or type definition. | L911:134 Missing closing ')' in subexpression. | L911:225 Missing ')' in method call. | L911:225 Unexpected token 'if' in expression or statement. | L911:268 The string is missing the terminator: "". | L911:267 Missing closing '}' in statement block or type definition. | L911:273 Missing closing ')' in subexpression. | L911:324 Missing ')' in method call. | L911:324 Unexpected token 'if' in expression or statement. | L911:359 The string is missing the terminator: "". | L911:358 Missing closing '}' in statement block or type definition. | L911:364 Missing closing ')' in subexpression. | L911:637 Missing ')' in method call. | L911:637 Unexpected token 'if' in expression or statement. | L911:668 The string is missing the terminator: "". | L911:667 Missing closing '}' in statement block or type definition. | L911:673 Missing closing ')' in subexpression. | L911:713 Missing ')' in method call. | L911:713 Unexpected token 'if' in expression or statement. | L911:744 The string is missing the terminator: "". | L911:743 Missing closing '}' in statement block or type definition. | L911:749 Missing closing ')' in subexpression. | L911:866 The string is missing the terminator: "". | L911:865 Missing closing '}' in statement block or type definition. | L911:890 Missing closing ')' in expression. | L911:890 Missing ')' in method call. | L911:890 Missing closing ')' in subexpression. | L911:965 Missing ')' in method call. | L911:965 Unexpected token 'if' in expression or statement. | L911:1012 The string is missing the terminator: "". | L911:1011 Missing closing '}' in statement block or type definition. | L911:1017 Missing closing ')' in subexpression. | L911:1086 Missing ')' in method call. | L911:1086 Unexpected token 'if' in expression or statement. | L911:1258 The string is missing the terminator: "". | L911:1257 Missing closing '}' in statement block or type definition. | L911:1279 Missing closing ')' in expression. | L911:1279 Missing ')' in method call. | L911:1279 Missing closing ')' in subexpression. | L915:60 Missing ')' in method call. | L915:60 Unexpected token 'if' in expression or statement. | L915:95 The string is missing the terminator: "". | L915:94 Missing closing '}' in statement block or type definition. | L915:100 Missing closing ')' in subexpression. | L915:179 Missing ')' in method call. | L915:179 Unexpected token 'if' in expression or statement. | L915:214 The string is missing the terminator: "". | L915:213 Missing closing '}' in statement block or type definition. | L915:219 Missing closing ')' in subexpression. | L915:267 Missing ')' in method call. | L915:267 Unexpected token 'if' in expression or statement. | L915:314 The string is missing the terminator: "". | L915:313 Missing closing '}' in statement block or type definition. | L915:319 Missing closing ')' in subexpression. | L926:60 Missing ')' in method call. | L926:60 Unexpected token 'if' in expression or statement. | L931:60 Missing ')' in method call. | L931:60 Unexpected token 'if' in expression or statement. | L931:95 The string is missing the terminator: "". | L931:94 Missing closing '}' in statement block or type definition. | L931:100 Missing closing ')' in subexpression. | L931:179 Missing ')' in method call. | L931:179 Unexpected token 'if' in expression or statement. | L931:214 The string is missing the terminator: "". | L931:213 Missing closing '}' in statement block or type definition. | L931:219 Missing closing ')' in subexpression. | L931:429 Missing ')' in method call. | L931:429 Unexpected token 'if' in expression or statement. | L931:476 The string is missing the terminator: "". | L931:475 Missing closing '}' in statement block or type definition. | L931:481 Missing closing ')' in subexpression. | L931:550 Missing ')' in method call. | L931:550 Unexpected token 'if' in expression or statement. | L931:589 The string is missing the terminator: "". | L931:588 Missing closing '}' in statement block or type definition. | L931:594 Missing closing ')' in subexpression. | L931:686 Missing ')' in method call. | L931:686 Unexpected token 'if' in expression or statement. | L931:725 The string is missing the terminator: "". | L931:724 Missing closing '}' in statement block or type definition. | L931:730 Missing closing ')' in subexpression. | L935:60 Missing ')' in method call. | L935:60 Unexpected token 'if' in expression or statement. | L935:103 The string is missing the terminator: "". | L935:102 Missing closing '}' in statement block or type definition. | L935:108 Missing closing ')' in subexpression. | L935:180 Missing ')' in method call. | L935:180 Unexpected token 'if' in expression or statement. | L935:219 The string is missing the terminator: "". | L935:218 Missing closing '}' in statement block or type definition. | L935:224 Missing closing ')' in subexpression. | L935:316 Missing ')' in method call. | L935:316 Unexpected token 'if' in expression or statement. | L935:355 The string is missing the terminator: "". | L935:354 Missing closing '}' in statement block or type definition. | L935:360 Missing closing ')' in subexpression. | L935:461 Missing ')' in method call. | L935:461 Unexpected token 'if' in expression or statement. | L935:500 The string is missing the terminator: "". | L935:499 Missing closing '}' in statement block or type definition. | L935:505 Missing closing ')' in subexpression. | L942:60 Missing ')' in method call. | L942:60 Unexpected token 'if' in expression or statement. | L942:216 Missing ')' in method call. | L942:216 Unexpected token 'if' in expression or statement. | L947:60 Missing ')' in method call. | L947:60 Unexpected token 'if' in expression or statement. | L947:150 Missing ')' in method call. | L947:150 Unexpected token 'if' in expression or statement. | L952:56 Missing ')' in method call. | L952:56 Unexpected token 'if' in expression or statement. | L869:24 Missing closing '}' in statement block or type definition. | L952:93 Unexpected token ')' in expression or statement. | L1259:1 Unexpected token '}' in expression or statement.","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VCNC\VIA_VEGN_Step1_v32.ps1"
"2026-06-11T20:29:18.308+08:00","PowerShell Parse","SEQUENTIAL_REQUIRED","P0","HIGH","Repair one PS file at a time after backup.","L910:78 Unexpected token '''' in expression or statement. | L910:78 Missing closing ')' in expression. | L910:78 Missing ')' in method call. | L910:17 Missing closing '}' in statement block or type definition. | L888:23 Missing closing '}' in statement block or type definition. | L910:80 Unexpected token ')' in expression or statement. | L910:81 Unexpected token ')' in expression or statement. | L910:82 Unexpected token '}' in expression or statement. | L912:25 Unexpected token '''' in expression or statement. | L912:25 Missing closing ')' in expression. | L911:16 Missing closing '}' in statement block or type definition. | L912:27 Unexpected token ')' in expression or statement. | L915:5 Unexpected token '}' in expression or statement. | L963:62 Missing ')' in method call. | L963:62 Unexpected token 'if' in expression or statement. | L963:99 Unexpected token ')' in expression or statement. | L1083:1 Unexpected token '}' in expression or statement.","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VCNC\VIA_VEGN_Step1_v33.ps1"
"2026-06-11T20:29:18.308+08:00","PowerShell Parse","SEQUENTIAL_REQUIRED","P0","HIGH","Repair one PS file at a time after backup.","L910:78 Unexpected token '''' in expression or statement. | L910:78 Missing closing ')' in expression. | L910:78 Missing ')' in method call. | L910:17 Missing closing '}' in statement block or type definition. | L888:23 Missing closing '}' in statement block or type definition. | L910:80 Unexpected token ')' in expression or statement. | L910:81 Unexpected token ')' in expression or statement. | L910:82 Unexpected token '}' in expression or statement. | L912:25 Unexpected token '''' in expression or statement. | L912:25 Missing closing ')' in expression. | L911:16 Missing closing '}' in statement block or type definition. | L912:27 Unexpected token ')' in expression or statement. | L915:5 Unexpected token '}' in expression or statement. | L963:62 Missing ')' in method call. | L963:62 Unexpected token 'if' in expression or statement. | L963:99 Unexpected token ')' in expression or statement. | L1083:1 Unexpected token '}' in expression or statement.","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VCNC\VIA_VEGN_Step1_v33_fixed.ps1"
"2026-06-11T20:29:18.309+08:00","PowerShell Parse","SEQUENTIAL_REQUIRED","P0","HIGH","Repair one PS file at a time after backup.","L88:43 Missing closing '}' in statement block or type definition. | L86:32 Missing closing '}' in statement block or type definition. | L94:10 Unexpected token ')' in expression or statement. | L95:5 Unexpected token '}' in expression or statement. | L98:1 Unexpected token '}' in expression or statement. | L1138:2 Unexpected token ')' in expression or statement.","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VGF\vgf_mdl_001_supreme_v_2_one_paste.ps1"
"2026-06-11T20:29:18.309+08:00","PowerShell Parse","SEQUENTIAL_REQUIRED","P0","HIGH","Repair one PS file at a time after backup.","L68:25 Missing closing '}' in statement block or type definition. | L52:27 Missing closing '}' in statement block or type definition. | L71:19 Unexpected token ')' in expression or statement. | L72:5 Unexpected token '}' in expression or statement. | L73:1 Unexpected token '}' in expression or statement. | L102:27 Missing closing '}' in statement block or type definition. | L109:6 Unexpected token ')' in expression or statement. | L110:1 Unexpected token '}' in expression or statement. | L114:43 Missing closing '}' in statement block or type definition. | L112:32 Missing closing '}' in statement block or type definition. | L120:10 Unexpected token ')' in expression or statement. | L121:5 Unexpected token '}' in expression or statement. | L124:1 Unexpected token '}' in expression or statement. | L270:2 Unexpected token ')' in expression or statement.","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VGF\vgf_mdl_005_one_paste_power_shell_launcher_ultra.ps1"
"2026-06-11T20:29:18.309+08:00","PowerShell Parse","SEQUENTIAL_REQUIRED","P0","HIGH","Repair one PS file at a time after backup.","L146:26 Missing closing '}' in statement block or type definition. | L290:6 Unexpected token ')' in expression or statement. | L291:1 Unexpected token '}' in expression or statement. | L297:26 Missing closing '}' in statement block or type definition. | L353:6 Unexpected token ')' in expression or statement. | L354:1 Unexpected token '}' in expression or statement. | L1610:26 Missing closing '}' in statement block or type definition. | L1628:6 Unexpected token ')' in expression or statement. | L1646:35 Missing closing '}' in statement block or type definition. | L1651:10 Unexpected token ')' in expression or statement. | L1768:75 Missing closing '}' in statement block or type definition. | L1661:13 Missing closing '}' in statement block or type definition. | L1773:27 The Try statement is missing its Catch or Finally block. | L1773:27 Unexpected token ')' in expression or statement. | L1790:13 Unexpected token '}' in expression or statement. | L1793:76 Unexpected token '{' in expression or statement. | L1827:55 Missing closing '}' in statement block or type definition. | L1826:25 Missing closing '}' in statement block or type definition. | L1793:76 Missing closing '}' in statement block or type definition. | L1827:64 Unexpected token ')' in expression or statement. | L1827:65 Unexpected token '}' in expression or statement. | L1828:17 Unexpected token '}' in expression or statement. | L1829:13 Unexpected token '}' in expression or statement. | L1832:70 Unexpected token '{' in expression or statement. | L1843:78 Unexpected token '{' in expression or statement. | L1878:9 Unexpected token '}' in expression or statement. | L1880:17 Missing closing '}' in statement block or type definition. | L1880:73 The Try statement is missing its Catch or Finally block. | L1878:17 Missing closing '}' in statement block or type definition. | L1880:73 Unexpected token ')' in expression or statement. | L1880:91 Unexpected token '}' in expression or statement. | L1880:101 Unexpected token ')' in expression or statement. | L1881:9 Unexpected token '}' in expression or statement. | L1882:5 Unexpected token '}' in expression or statement. | L1886:1 Unexpected token '}' in expression or statement. | L13:26 The assignment expression is not valid. The input to an assignment operator must be an object that is able to accept assignments, such as a variable or a property. | L14:26 The assignment expression is not valid. The input to an assignment operator must be an object that is able to accept assignments, such as a variable or a property.","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VGF\VGF_Supreme_Launcher.ps1"
"2026-06-11T20:29:18.309+08:00","PowerShell Parse","SEQUENTIAL_REQUIRED","P0","HIGH","Repair one PS file at a time after backup.","L46:19 Missing closing '}' in statement block or type definition. | L51:15 Unexpected token ')' in expression or statement. | L52:1 Unexpected token '}' in expression or statement. | L73:24 Missing closing '}' in statement block or type definition. | L158:6 Unexpected token ')' in expression or statement. | L159:1 Unexpected token '}' in expression or statement. | L1565:23 Missing closing '}' in statement block or type definition. | L1579:6 Unexpected token ')' in expression or statement. | L1597:35 Missing closing '}' in statement block or type definition. | L1599:62 Unexpected token ')' in expression or statement. | L1690:75 Missing closing '}' in statement block or type definition. | L1610:13 Missing closing '}' in statement block or type definition. | L1695:27 The Try statement is missing its Catch or Finally block. | L1695:27 Unexpected token ')' in expression or statement. | L1706:13 Unexpected token '}' in expression or statement. | L1709:76 Unexpected token '{' in expression or statement. | L1719:70 Unexpected token '{' in expression or statement. | L1726:78 Unexpected token '{' in expression or statement. | L1737:9 Unexpected token '}' in expression or statement. | L1739:17 Missing closing '}' in statement block or type definition. | L1739:57 The Try statement is missing its Catch or Finally block. | L1737:17 Missing closing '}' in statement block or type definition. | L1739:57 Unexpected token ')' in expression or statement. | L1739:63 Unexpected token '}' in expression or statement. | L1739:73 Unexpected token ')' in expression or statement. | L1740:9 Unexpected token '}' in expression or statement. | L1741:5 Unexpected token '}' in expression or statement. | L1745:1 Unexpected token '}' in expression or statement.","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VGF\VGF_Supreme_v3.ps1"
"2026-06-11T20:29:18.309+08:00","PowerShell Parse","SEQUENTIAL_REQUIRED","P0","HIGH","Repair one PS file at a time after backup.","L42:10 Unexpected token ':ViaBase' in expression or statement. | L43:10 Unexpected token ':Stamp' in expression or statement. | L44:10 Unexpected token ':RunId' in expression or statement. | L44:42 Unexpected token ':Stamp' in expression or statement. | L45:10 Unexpected token ':ModuleDirs' in expression or statement. | L51:10 Unexpected token ':VegnDir' in expression or statement. | L52:10 Unexpected token ':OutputRoot' in expression or statement. | L53:10 Unexpected token ':LogDir' in expression or statement. | L54:10 Unexpected token ':RegDir' in expression or statement. | L55:10 Unexpected token ':HtmlOut' in expression or statement. | L56:10 Unexpected token ':JsonOut' in expression or statement. | L57:10 Unexpected token ':ParquetReg' in expression or statement. | L58:10 Unexpected token ':LogFile' in expression or statement. | L61:10 Unexpected token ':ViaEnvs' in expression or statement. | L70:10 Unexpected token ':EcosystemMap' in expression or statement. | L98:10 Unexpected token ':ConflictMatrix' in expression or statement. | L157:31 Unexpected token ':OutputRoot' in expression or statement. | L157:42 Missing argument in parameter list. | L185:33 Missing closing '}' in statement block or type definition. | L177:21 Missing closing '}' in statement block or type definition. | L22:3 Missing closing '}' in statement block or type definition. | L192:19 Unexpected token ')' in expression or statement. | L193:5 Unexpected token '}' in expression or statement. | L195:1 Unexpected token '}' in expression or statement. | L419:32 Unexpected token ':ModuleDirs' in expression or statement. | L422:36 Unexpected token ':VegnDir' in expression or statement. | L425:18 Unexpected token ':VegnDir' in expression or statement. | L425:18 Missing closing ')' after expression in 'if' statement. | L198:30 Missing closing '}' in statement block or type definition. | L425:82 Unexpected token ')' in expression or statement. | L426:35 Unexpected token ':VegnDir' in expression or statement. | L429:58 Unexpected token ':ViaBase' in expression or statement. | L439:1 Unexpected token '}' in expression or statement. | L514:26 Unexpected token ':ViaEnvs' in expression or statement. | L667:30 Unexpected token ':ConflictMatrix' in expression or statement. | L667:30 Missing closing ')' after expression part of foreach loop.
The correct form is: foreach ($a in $b) {...} | L629:30 Missing closing '}' in statement block or type definition. | L667:45 Unexpected token ')' in expression or statement. | L707:1 Unexpected token '}' in expression or statement. | L767:56 Unexpected token ':ParquetReg' in expression or statement. | L767:67 Missing argument in parameter list. | L878:40 Unexpected token ':RunId' in expression or statement. | L992:68 Unexpected token ':RunId' in expression or statement. | L993:63 Unexpected token ':ViaBase' in expression or statement. | L1276:22 Unexpected token ':RunId' in expression or statement. | L1276:65 Unexpected token ':ViaBase' in expression or statement. | L1311:36 Unexpected token ':ViaBase' in expression or statement. | L1312:46 Unexpected token ':RunId' in expression or statement. | L1352:21 Unexpected token ':RunId' in expression or statement. | L1351:30 Missing closing '}' in statement block or type definition. | L1356:1 Unexpected token '}' in expression or statement. | L1372:47 Unexpected token ':RunId' in expression or statement. | L1374:53 Unexpected token ':ViaEnvs.Count' in expression or statement. | L1374:53 Missing closing ')' in expression. | L1374:67 Unexpected token ')' in expression or statement. | L1376:31 Unexpected token ':ParquetReg' in expression or statement. | L1377:32 Unexpected token ':HtmlOut' in expression or statement. | L1386:1 Unexpected token '}' in expression or statement. | L1387:1 Unexpected token '}' in expression or statement. | L1387:2 Unexpected token '}' in expression or statement. | L71:5 The assignment expression is not valid. The input to an assignment operator must be an object that is able to accept assignments, such as a variable or a property. | L80:5 The assignment expression is not valid. The input to an assignment operator must be an object that is able to accept assignments, such as a variable or a property. | L81:5 The assignment expression is not valid. The input to an assignment operator must be an object that is able to accept assignments, such as a variable or a property. | L82:5 The assignment expression is not valid. The input to an assignment operator must be an object that is able to accept assignments, such as a variable or a property. | L86:5 The assignment expression is not valid. The input to an assignment operator must be an object that is able to accept assignments, such as a variable or a property. | L90:5 The assignment expression is not valid. The input to an assignment operator must be an object that is able to accept assignments, such as a variable or a property. | L91:5 The assignment expression is not valid. The input to an assignment operator must be an object that is able to accept assignments, such as a variable or a property. | L92:5 The assignment expression is not valid. The input to an assignment operator must be an object that is able to accept assignments, such as a variable or a property. | L93:5 The assignment expression is not valid. The input to an assignment operator must be an object that is able to accept assignments, such as a variable or a property. | L94:5 The assignment expression is not valid. The input to an assignment operator must be an object that is able to accept assignments, such as a variable or a property.","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VGF\VIA_VEGN_Deploy_v1.ps1"
"2026-06-11T20:29:18.310+08:00","PowerShell Parse","SEQUENTIAL_REQUIRED","P0","HIGH","Repair one PS file at a time after backup.","L11:23 The assignment expression is not valid. The input to an assignment operator must be an object that is able to accept assignments, such as a variable or a property. | L12:23 The assignment expression is not valid. The input to an assignment operator must be an object that is able to accept assignments, such as a variable or a property. | L13:24 The assignment expression is not valid. The input to an assignment operator must be an object that is able to accept assignments, such as a variable or a property.","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VIA Toolkit\VDF_Launch_Master.ps1"
"2026-06-11T20:29:18.310+08:00","PowerShell Parse","SEQUENTIAL_REQUIRED","P0","HIGH","Repair one PS file at a time after backup.","L246:53 Missing closing ')' in expression. | L247:13 Unexpected token '-Suggestion' in expression or statement. | L247:24 Missing ')' in method call. | L247:25 Unexpected token '""補上 # [VIA:ANCHOR:$aid`:END]""' in expression or statement. | L239:36 Missing closing '}' in statement block or type definition. | L203:37 Missing closing '}' in statement block or type definition. | L249:71 Unexpected token ')' in expression or statement. | L249:72 Unexpected token ')' in expression or statement. | L250:5 Unexpected token '}' in expression or statement. | L256:64 Missing closing ')' in expression. | L257:13 Unexpected token '-Suggestion' in expression or statement. | L257:24 Missing ')' in method call. | L257:25 Unexpected token '""在 AI 撰寫區頂部加入完整的 MODULE_SPEC。""' in expression or statement. | L253:53 Missing closing '}' in statement block or type definition. | L258:70 Unexpected token ')' in expression or statement. | L258:71 Unexpected token ')' in expression or statement. | L259:5 Unexpected token '}' in expression or statement. | L270:79 Missing closing ')' in expression. | L271:29 Unexpected token '-Suggestion' in expression or statement. | L271:40 Missing ')' in method call. | L271:41 Unexpected token '""在 MODULE_SPEC 內加入 '# $($sf.F): <值>'""' in expression or statement. | L266:57 Missing closing '}' in statement block or type definition. | L265:54 Missing closing '}' in statement block or type definition. | L264:85 Missing closing '}' in statement block or type definition. | L261:45 Missing closing '}' in statement block or type definition. | L259:12 Missing closing '}' in statement block or type definition. | L272:92 Unexpected token ')' in expression or statement. | L272:93 Unexpected token ')' in expression or statement. | L273:21 Unexpected token '}' in expression or statement. | L274:17 Unexpected token '}' in expression or statement. | L276:13 Unexpected token '}' in expression or statement. | L280:9 Unexpected token '}' in expression or statement. | L281:5 Unexpected token '}' in expression or statement. | L303:104 Missing closing ')' in expression. | L304:25 Unexpected token '-Suggestion' in expression or statement. | L304:36 Missing ')' in method call. | L304:37 Unexpected token '(' in expression or statement. | L294:40 Missing closing '}' in statement block or type definition. | L293:50 Missing closing '}' in statement block or type definition. | L291:45 Missing closing '}' in statement block or type definition. | L284:25 Missing closing '}' in statement block or type definition. | L306:122 Unexpected token ')' in expression or statement. | L306:123 Unexpected token ')' in expression or statement. | L308:17 Unexpected token '}' in expression or statement. | L309:13 Unexpected token '}' in expression or statement. | L310:9 Unexpected token '}' in expression or statement. | L314:84 Missing closing ')' in expression. | L315:17 Unexpected token '-AutoFixable' in expression or statement. | L315:29 Missing ')' in method call. | L315:30 Unexpected token '$false' in expression or statement. | L315:37 Unexpected token '-AINextInfo' in expression or statement. | L315:49 Unexpected token '""沒有 def。A04 要求 ≥1 個函式。""' in expression or statement. | L311:32 Missing closing '}' in statement block or type definition. | L315:72 Unexpected token ')' in expression or statement. | L315:73 Unexpected token ')' in expression or statement. | L316:9 Unexpected token '}' in expression or statement. | L317:5 Unexpected token '}' in expression or statement. | L329:51 Missing closing ')' in expression. | L330:25 Unexpected token '-Suggestion' in expression or statement. | L330:36 Missing ')' in method call. | L330:37 Unexpected token '""人工審查 '$cmd'，合併前確認必要性。""' in expression or statement. | L324:54 Missing closing '}' in statement block or type definition. | L323:54 Missing closing '}' in statement block or type definition. | L321:45 Missing closing '}' in statement block or type definition. | L320:25 Missing closing '}' in statement block or type definition. | L331:87 Unexpected token ')' in expression or statement. | L331:88 Unexpected token ')' in expression or statement. | L333:17 Unexpected token '}' in expression or statement. | L334:13 Unexpected token '}' in expression or statement. | L335:9 Unexpected token '}' in expression or statement. | L336:5 Unexpected token '}' in expression or statement. | L337:1 Unexpected token '}' in expression or statement. | L381:97 Missing closing ')' in expression. | L382:17 Unexpected token '-Suggestion' in expression or statement. | L382:28 Missing ')' in method call. | L382:29 Unexpected token '""修正 L$ln 的 PS 語法錯誤。常見：括號未閉合、param block 錯誤。""' in expression or statement. | L375:30 Missing closing '}' in statement block or type definition. | L371:9 Missing closing '}' in statement block or type definition. | L383:119 The Try statement is missing its Catch or Finally block. | L348:30 Missing closing '}' in statement block or type definition. | L383:119 Unexpected token ')' in expression or statement. | L383:120 Unexpected token ')' in expression or statement. | L384:9 Unexpected token '}' in expression or statement. | L387:5 Unexpected token '}' in expression or statement. | L402:1 Unexpected token '}' in expression or statement.","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VIA Toolkit\VIA_FusionEngine.ps1"
"2026-06-11T20:29:18.310+08:00","PowerShell Parse","SEQUENTIAL_REQUIRED","P0","HIGH","Repair one PS file at a time after backup.","L195:9 Variable reference is not valid. ':' was not followed by a valid variable name character. Consider using ${} to delimit the name. | L25:31 The assignment expression is not valid. The input to an assignment operator must be an object that is able to accept assignments, such as a variable or a property. | L26:31 The assignment expression is not valid. The input to an assignment operator must be an object that is able to accept assignments, such as a variable or a property. | L27:31 The assignment expression is not valid. The input to an assignment operator must be an object that is able to accept assignments, such as a variable or a property. | L28:31 The assignment expression is not valid. The input to an assignment operator must be an object that is able to accept assignments, such as a variable or a property. | L29:31 The assignment expression is not valid. The input to an assignment operator must be an object that is able to accept assignments, such as a variable or a property. | L33:31 The assignment expression is not valid. The input to an assignment operator must be an object that is able to accept assignments, such as a variable or a property. | L36:31 The assignment expression is not valid. The input to an assignment operator must be an object that is able to accept assignments, such as a variable or a property. | L37:31 The assignment expression is not valid. The input to an assignment operator must be an object that is able to accept assignments, such as a variable or a property. | L38:31 The assignment expression is not valid. The input to an assignment operator must be an object that is able to accept assignments, such as a variable or a property. | L313:9 Expression is not allowed in a Using expression.","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VIA Toolkit\VIA_Integrated_Supreme_v1_r2.ps1"
"2026-06-11T20:29:18.311+08:00","PowerShell Parse","SEQUENTIAL_REQUIRED","P0","HIGH","Repair one PS file at a time after backup.","L13:27 The assignment expression is not valid. The input to an assignment operator must be an object that is able to accept assignments, such as a variable or a property. | L14:27 The assignment expression is not valid. The input to an assignment operator must be an object that is able to accept assignments, such as a variable or a property. | L15:27 The assignment expression is not valid. The input to an assignment operator must be an object that is able to accept assignments, such as a variable or a property.","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VIA Toolkit\VIA_LibRegistry_Install_v2.ps1"
"2026-06-11T20:29:18.311+08:00","PowerShell Parse","SEQUENTIAL_REQUIRED","P0","HIGH","Repair one PS file at a time after backup.","L354:44 Variable reference is not valid. ':' was not followed by a valid variable name character. Consider using ${} to delimit the name. | L1136:126 Variable reference is not valid. ':' was not followed by a valid variable name character. Consider using ${} to delimit the name. | L1218:29 Variable reference is not valid. ':' was not followed by a valid variable name character. Consider using ${} to delimit the name.","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VIA Toolkit\VIA_QuadEngine_Supreme.ps1"
"2026-06-11T20:29:18.311+08:00","PowerShell Parse","SEQUENTIAL_REQUIRED","P0","HIGH","Repair one PS file at a time after backup.","L631:28 Missing ')' in method call. | L628:9 Expressions are only allowed as the first element of a pipeline. | L618:22 Missing closing '}' in statement block or type definition. | L632:9 Unexpected token ')' in expression or statement. | L709:1 Unexpected token '}' in expression or statement.","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\VeritasGlyphForge\新增資料夾\VIA_PipGov_v1.ps1"
"2026-06-11T20:29:18.312+08:00","PowerShell Parse","SEQUENTIAL_REQUIRED","P0","HIGH","Repair one PS file at a time after backup.","L265:17 Unexpected token '{' in expression or statement. | L265:28 Unexpected token '"".psm1""' in expression or statement. | L265:36 Unexpected token '{' in expression or statement. | L265:47 Unexpected token '"".psd1""' in expression or statement. | L265:55 Unexpected token '{' in expression or statement. | L266:17 Unexpected token '{' in expression or statement. | L266:28 Unexpected token '"".js""' in expression or statement. | L266:36 Unexpected token '{' in expression or statement. | L266:47 Unexpected token '"".ts""' in expression or statement. | L266:55 Unexpected token '{' in expression or statement. | L267:17 Unexpected token '{' in expression or statement. | L267:28 Unexpected token '"".htm""' in expression or statement. | L267:36 Unexpected token '{' in expression or statement. | L267:47 Unexpected token '"".json""' in expression or statement. | L267:55 Unexpected token '{' in expression or statement. | L604:19 Unexpected token '{' in expression or statement. | L604:27 Unexpected token '"".psm1""' in expression or statement. | L604:34 Unexpected token '{' in expression or statement. | L604:41 Unexpected token '"".psd1""' in expression or statement. | L604:48 Unexpected token '{' in expression or statement. | L604:55 Unexpected token '"".py""' in expression or statement. | L604:60 Unexpected token '{' in expression or statement. | L604:67 Unexpected token '"".js""' in expression or statement. | L604:72 Unexpected token '{' in expression or statement. | L604:79 Unexpected token '"".ts""' in expression or statement. | L604:84 Unexpected token '{' in expression or statement. | L605:20 Unexpected token '{' in expression or statement. | L605:29 Unexpected token '"".htm""' in expression or statement. | L605:35 Unexpected token '{' in expression or statement. | L605:44 Unexpected token '"".json""' in expression or statement. | L605:51 Unexpected token '{' in expression or statement. | L605:60 Unexpected token 'default' in expression or statement. | L592:20 Missing closing '}' in statement block or type definition. | L2830:28 The assignment expression is not valid. The input to an assignment operator must be an object that is able to accept assignments, such as a variable or a property. | L2831:28 The assignment expression is not valid. The input to an assignment operator must be an object that is able to accept assignments, such as a variable or a property. | L2832:28 The assignment expression is not valid. The input to an assignment operator must be an object that is able to accept assignments, such as a variable or a property.","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\VeritasGlyphForge\新增資料夾\VIA_Supreme_v12_Unified (1).ps1"
"2026-06-11T20:29:18.312+08:00","PowerShell Parse","SEQUENTIAL_REQUIRED","P0","HIGH","Repair one PS file at a time after backup.","L622:2 The Try statement is missing its Catch or Finally block. | L542:25 Missing closing '}' in statement block or type definition. | L1018:11 The ordered attribute can be specified only on a hash literal node. | L1054:11 The ordered attribute can be specified only on a hash literal node. | L1148:9 The ordered attribute can be specified only on a hash literal node. | L1151:9 The ordered attribute can be specified only on a hash literal node.","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\VeritasGlyphForge_Supreme_v2\vgf_supreme\VIA_UltimateGovernance_v5_Supreme.ps1"
"2026-06-11T20:29:18.312+08:00","PowerShell Parse","SEQUENTIAL_REQUIRED","P0","HIGH","Repair one PS file at a time after backup.","L622:2 The Try statement is missing its Catch or Finally block. | L542:25 Missing closing '}' in statement block or type definition. | L1018:11 The ordered attribute can be specified only on a hash literal node. | L1054:11 The ordered attribute can be specified only on a hash literal node. | L1148:9 The ordered attribute can be specified only on a hash literal node. | L1151:9 The ordered attribute can be specified only on a hash literal node.","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\supportive_module\others\VIA_UltimateGovernance_v5_Supreme.ps1"
"2026-06-11T20:29:18.313+08:00","PowerShell Parse","SEQUENTIAL_REQUIRED","P0","HIGH","Repair one PS file at a time after backup.","L826:26 Variable reference is not valid. ':' was not followed by a valid variable name character. Consider using ${} to delimit the name.","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\supportive_module\others\VIA_VEGN_Deploy_v1.ps1"
