"def_preview_scope","def_row_preview_state","def_group_id","def_group_final_decision","def_normalized_key","def_owner_engine","def_domain_family","def_final_canonical_value","def_source_mutation","def_canonical_merge"
"ROW_LEVEL_FORMAL_PREVIEW_ONLY","INCLUDED_IN_ROW_LEVEL_PREVIEW","P0::MARKET_TICKER_IDENTITY::VDF::ACCEPT_GROUP_POLICY_AFTER_REVIEW","YES","tw_bloomberg_ticker","VDF","MARKET_TICKER_IDENTITY","TW_TICKER=4_DIGITS; TWSE_YF={TW_TICKER}.TW; TPEX_YF={TW_TICKER}.TWO; OVERSEAS=PROVIDER_NATIVE_TICKER","false","false"
"ROW_LEVEL_FORMAL_PREVIEW_ONLY","INCLUDED_IN_ROW_LEVEL_PREVIEW","P0::MARKET_TICKER_IDENTITY::VDF::ACCEPT_GROUP_POLICY_AFTER_REVIEW","YES","write_policy","VDF","MARKET_TICKER_IDENTITY","TW_TICKER=4_DIGITS; TWSE_YF={TW_TICKER}.TW; TPEX_YF={TW_TICKER}.TWO; OVERSEAS=PROVIDER_NATIVE_TICKER","false","false"
"ROW_LEVEL_FORMAL_PREVIEW_ONLY","EXCLUDED_BY_EXPLICIT_DEFER","P0::DOMAIN_GENERAL::VIA_REVIEW_BOARD::REVIEW","DEFER","MACRO_CHINA","VIA_REVIEW_BOARD","DOMAIN_GENERAL","","false","false"
"ROW_LEVEL_FORMAL_PREVIEW_ONLY","INCLUDED_IN_ROW_LEVEL_PREVIEW","P0::MARKET_TICKER_IDENTITY::VDF::ACCEPT_GROUP_POLICY_AFTER_REVIEW","YES","VDF_Global_Macro","VDF","MARKET_TICKER_IDENTITY","TW_TICKER=4_DIGITS; TWSE_YF={TW_TICKER}.TW; TPEX_YF={TW_TICKER}.TWO; OVERSEAS=PROVIDER_NATIVE_TICKER","false","false"
"ROW_LEVEL_FORMAL_PREVIEW_ONLY","INCLUDED_IN_ROW_LEVEL_PREVIEW","P0::SCHEMA_FIELD_CONTRACT::VRN_VDF::ACCEPT_SCHEMA_OWNER_AFTER_REVIEW","YES","text_fields","VRN/VDF","SCHEMA_FIELD_CONTRACT","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","false","false"
"ROW_LEVEL_FORMAL_PREVIEW_ONLY","INCLUDED_IN_ROW_LEVEL_PREVIEW","P0::DATA_SOURCE_CONTRACT::VDF::ACCEPT_PROVIDER_CONTRACT_AFTER_REVIEW","YES","recommended_fields","VDF","DATA_SOURCE_CONTRACT","PROVIDER_REGISTRY_ONLY; API_KEYS_FROM_UI_RUNTIME_SECRET_OR_ENV_NAME_ONLY; RAW_SECRET_FORBIDDEN; FALLBACK_EXPLICIT","false","false"
"ROW_LEVEL_FORMAL_PREVIEW_ONLY","INCLUDED_IN_ROW_LEVEL_PREVIEW","P0::DATA_SOURCE_CONTRACT::VDF::MASK_SECRET_AND_DEFER","YES","fred_keys","VDF","DATA_SOURCE_CONTRACT","PROVIDER_REGISTRY_ONLY; API_KEYS_FROM_UI_RUNTIME_SECRET_OR_ENV_NAME_ONLY; RAW_SECRET_FORBIDDEN; FALLBACK_EXPLICIT","false","false"
"ROW_LEVEL_FORMAL_PREVIEW_ONLY","INCLUDED_IN_ROW_LEVEL_PREVIEW","P0::MARKET_TICKER_IDENTITY::VDF::MASK_SECRET_AND_DEFER","YES","VRN_TickerRegexSSOT","VDF","MARKET_TICKER_IDENTITY","TW_TICKER=4_DIGITS; TWSE_YF={TW_TICKER}.TW; TPEX_YF={TW_TICKER}.TWO; OVERSEAS=PROVIDER_NATIVE_TICKER","false","false"
"ROW_LEVEL_FORMAL_PREVIEW_ONLY","INCLUDED_IN_ROW_LEVEL_PREVIEW","P0::DATA_SOURCE_CONTRACT::VDF::ACCEPT_PROVIDER_CONTRACT_AFTER_REVIEW","YES","VDF_Global_Commodity_AkShare_Candidate","VDF","DATA_SOURCE_CONTRACT","PROVIDER_REGISTRY_ONLY; API_KEYS_FROM_UI_RUNTIME_SECRET_OR_ENV_NAME_ONLY; RAW_SECRET_FORBIDDEN; FALLBACK_EXPLICIT","false","false"
"ROW_LEVEL_FORMAL_PREVIEW_ONLY","INCLUDED_IN_ROW_LEVEL_PREVIEW","P0::SCHEMA_FIELD_CONTRACT::VRN_VDF::ACCEPT_SCHEMA_OWNER_AFTER_REVIEW","YES","schema_warn_count","VRN/VDF","SCHEMA_FIELD_CONTRACT","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","false","false"
"ROW_LEVEL_FORMAL_PREVIEW_ONLY","INCLUDED_IN_ROW_LEVEL_PREVIEW","P0::MARKET_TICKER_IDENTITY::VDF::ACCEPT_GROUP_POLICY_AFTER_REVIEW","YES","has_yfinance_data","VDF","MARKET_TICKER_IDENTITY","TW_TICKER=4_DIGITS; TWSE_YF={TW_TICKER}.TW; TPEX_YF={TW_TICKER}.TWO; OVERSEAS=PROVIDER_NATIVE_TICKER","false","false"
"ROW_LEVEL_FORMAL_PREVIEW_ONLY","INCLUDED_IN_ROW_LEVEL_PREVIEW","P0::SCHEMA_FIELD_CONTRACT::VRN_VDF::ACCEPT_SCHEMA_OWNER_AFTER_REVIEW","YES","schema_role","VRN/VDF","SCHEMA_FIELD_CONTRACT","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","false","false"
"ROW_LEVEL_FORMAL_PREVIEW_ONLY","INCLUDED_IN_ROW_LEVEL_PREVIEW","P0::DATA_SOURCE_CONTRACT::VDF::ACCEPT_PROVIDER_CONTRACT_AFTER_REVIEW","YES","akshare_import","VDF","DATA_SOURCE_CONTRACT","PROVIDER_REGISTRY_ONLY; API_KEYS_FROM_UI_RUNTIME_SECRET_OR_ENV_NAME_ONLY; RAW_SECRET_FORBIDDEN; FALLBACK_EXPLICIT","false","false"
"ROW_LEVEL_FORMAL_PREVIEW_ONLY","INCLUDED_IN_ROW_LEVEL_PREVIEW","P0::MARKET_TICKER_IDENTITY::VDF::ACCEPT_GROUP_POLICY_AFTER_REVIEW","YES","EQUITY_FLAT_SCHEMA","VDF","MARKET_TICKER_IDENTITY","TW_TICKER=4_DIGITS; TWSE_YF={TW_TICKER}.TW; TPEX_YF={TW_TICKER}.TWO; OVERSEAS=PROVIDER_NATIVE_TICKER","false","false"
"ROW_LEVEL_FORMAL_PREVIEW_ONLY","INCLUDED_IN_ROW_LEVEL_PREVIEW","P0::MARKET_TICKER_IDENTITY::VDF::ACCEPT_GROUP_POLICY_AFTER_REVIEW","YES","consensus_by_ticker","VDF","MARKET_TICKER_IDENTITY","TW_TICKER=4_DIGITS; TWSE_YF={TW_TICKER}.TW; TPEX_YF={TW_TICKER}.TWO; OVERSEAS=PROVIDER_NATIVE_TICKER","false","false"
"ROW_LEVEL_FORMAL_PREVIEW_ONLY","INCLUDED_IN_ROW_LEVEL_PREVIEW","P0::DATA_SOURCE_CONTRACT::VDF::ACCEPT_PROVIDER_CONTRACT_AFTER_REVIEW","YES","akshare_version","VDF","DATA_SOURCE_CONTRACT","PROVIDER_REGISTRY_ONLY; API_KEYS_FROM_UI_RUNTIME_SECRET_OR_ENV_NAME_ONLY; RAW_SECRET_FORBIDDEN; FALLBACK_EXPLICIT","false","false"
"ROW_LEVEL_FORMAL_PREVIEW_ONLY","INCLUDED_IN_ROW_LEVEL_PREVIEW","P0::SCHEMA_FIELD_CONTRACT::VRN_VDF::MASK_SECRET_AND_DEFER","YES","schema_run","VRN/VDF","SCHEMA_FIELD_CONTRACT","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","false","false"
"ROW_LEVEL_FORMAL_PREVIEW_ONLY","INCLUDED_IN_ROW_LEVEL_PREVIEW","P0::GOVERNANCE_POLICY::VIA::ACCEPT_POLICY_OWNER_AFTER_REVIEW","YES","duplicate_after_collision_policy","VIA","GOVERNANCE_POLICY","VIA_GOVERNANCE_POLICY_REGISTRY","false","false"
"ROW_LEVEL_FORMAL_PREVIEW_ONLY","INCLUDED_IN_ROW_LEVEL_PREVIEW","P0::MARKET_TICKER_IDENTITY::VDF::MASK_SECRET_AND_DEFER","YES","missing_yfinance_csv","VDF","MARKET_TICKER_IDENTITY","TW_TICKER=4_DIGITS; TWSE_YF={TW_TICKER}.TW; TPEX_YF={TW_TICKER}.TWO; OVERSEAS=PROVIDER_NATIVE_TICKER","false","false"
"ROW_LEVEL_FORMAL_PREVIEW_ONLY","INCLUDED_IN_ROW_LEVEL_PREVIEW","P0::DATA_SOURCE_CONTRACT::VDF::MASK_SECRET_AND_DEFER","YES","schema_audit_csv","VDF","DATA_SOURCE_CONTRACT","PROVIDER_REGISTRY_ONLY; API_KEYS_FROM_UI_RUNTIME_SECRET_OR_ENV_NAME_ONLY; RAW_SECRET_FORBIDDEN; FALLBACK_EXPLICIT","false","false"
"ROW_LEVEL_FORMAL_PREVIEW_ONLY","INCLUDED_IN_ROW_LEVEL_PREVIEW","P0::GOVERNANCE_POLICY::VIA::ACCEPT_POLICY_OWNER_AFTER_REVIEW","YES","dedup_policy_required","VIA","GOVERNANCE_POLICY","VIA_GOVERNANCE_POLICY_REGISTRY","false","false"
"ROW_LEVEL_FORMAL_PREVIEW_ONLY","INCLUDED_IN_ROW_LEVEL_PREVIEW","P0::SCHEMA_FIELD_CONTRACT::VRN_VDF::ACCEPT_SCHEMA_OWNER_AFTER_REVIEW","YES","financialdata_fields","VRN/VDF","SCHEMA_FIELD_CONTRACT","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","false","false"
"ROW_LEVEL_FORMAL_PREVIEW_ONLY","INCLUDED_IN_ROW_LEVEL_PREVIEW","P0::SCHEMA_FIELD_CONTRACT::VRN_VDF::MASK_SECRET_AND_DEFER","YES","OUT_SCHEMA_CSV","VRN/VDF","SCHEMA_FIELD_CONTRACT","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","false","false"
"ROW_LEVEL_FORMAL_PREVIEW_ONLY","INCLUDED_IN_ROW_LEVEL_PREVIEW","P0::DATA_SOURCE_CONTRACT::VDF::ACCEPT_PROVIDER_CONTRACT_AFTER_REVIEW","YES","fred_api_key_sources_checked","VDF","DATA_SOURCE_CONTRACT","PROVIDER_REGISTRY_ONLY; API_KEYS_FROM_UI_RUNTIME_SECRET_OR_ENV_NAME_ONLY; RAW_SECRET_FORBIDDEN; FALLBACK_EXPLICIT","false","false"
"ROW_LEVEL_FORMAL_PREVIEW_ONLY","INCLUDED_IN_ROW_LEVEL_PREVIEW","P0::DATA_SOURCE_CONTRACT::VDF::ACCEPT_PROVIDER_CONTRACT_AFTER_REVIEW","YES","fred_id","VDF","DATA_SOURCE_CONTRACT","PROVIDER_REGISTRY_ONLY; API_KEYS_FROM_UI_RUNTIME_SECRET_OR_ENV_NAME_ONLY; RAW_SECRET_FORBIDDEN; FALLBACK_EXPLICIT","false","false"
"ROW_LEVEL_FORMAL_PREVIEW_ONLY","INCLUDED_IN_ROW_LEVEL_PREVIEW","P0::SCHEMA_FIELD_CONTRACT::VRN_VDF::ACCEPT_SCHEMA_OWNER_AFTER_REVIEW","YES","operating_income_wrong_unit_rows","VRN/VDF","SCHEMA_FIELD_CONTRACT","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","false","false"
"ROW_LEVEL_FORMAL_PREVIEW_ONLY","INCLUDED_IN_ROW_LEVEL_PREVIEW","P0::SCHEMA_FIELD_CONTRACT::VRN_VDF::ACCEPT_SCHEMA_OWNER_AFTER_REVIEW","YES","output_schema","VRN/VDF","SCHEMA_FIELD_CONTRACT","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","false","false"
"ROW_LEVEL_FORMAL_PREVIEW_ONLY","INCLUDED_IN_ROW_LEVEL_PREVIEW","P0::SCHEMA_FIELD_CONTRACT::VRN_VDF::ACCEPT_SCHEMA_OWNER_AFTER_REVIEW","YES","output_unit","VRN/VDF","SCHEMA_FIELD_CONTRACT","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","false","false"
"ROW_LEVEL_FORMAL_PREVIEW_ONLY","INCLUDED_IN_ROW_LEVEL_PREVIEW","P0::GOVERNANCE_POLICY::VIA::ACCEPT_POLICY_OWNER_AFTER_REVIEW","YES","coaxis_policy_registry","VIA","GOVERNANCE_POLICY","VIA_GOVERNANCE_POLICY_REGISTRY","false","false"
"ROW_LEVEL_FORMAL_PREVIEW_ONLY","INCLUDED_IN_ROW_LEVEL_PREVIEW","P0::SCHEMA_FIELD_CONTRACT::VRN_VDF::ACCEPT_SCHEMA_OWNER_AFTER_REVIEW","YES","old_unit","VRN/VDF","SCHEMA_FIELD_CONTRACT","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","false","false"
"ROW_LEVEL_FORMAL_PREVIEW_ONLY","INCLUDED_IN_ROW_LEVEL_PREVIEW","P0::SCHEMA_FIELD_CONTRACT::VRN_VDF::ACCEPT_SCHEMA_OWNER_AFTER_REVIEW","YES","broker_protected_fields","VRN/VDF","SCHEMA_FIELD_CONTRACT","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","false","false"
"ROW_LEVEL_FORMAL_PREVIEW_ONLY","INCLUDED_IN_ROW_LEVEL_PREVIEW","P0::MARKET_TICKER_IDENTITY::VDF::ACCEPT_GROUP_POLICY_AFTER_REVIEW","YES","YFINANCE_SEAL","VDF","MARKET_TICKER_IDENTITY","TW_TICKER=4_DIGITS; TWSE_YF={TW_TICKER}.TW; TPEX_YF={TW_TICKER}.TWO; OVERSEAS=PROVIDER_NATIVE_TICKER","false","false"
"ROW_LEVEL_FORMAL_PREVIEW_ONLY","INCLUDED_IN_ROW_LEVEL_PREVIEW","P0::MARKET_TICKER_IDENTITY::VDF::MASK_SECRET_AND_DEFER","YES","yfinance_matrix_csv","VDF","MARKET_TICKER_IDENTITY","TW_TICKER=4_DIGITS; TWSE_YF={TW_TICKER}.TW; TPEX_YF={TW_TICKER}.TWO; OVERSEAS=PROVIDER_NATIVE_TICKER","false","false"
"ROW_LEVEL_FORMAL_PREVIEW_ONLY","INCLUDED_IN_ROW_LEVEL_PREVIEW","P0::MARKET_TICKER_IDENTITY::VDF::ACCEPT_GROUP_POLICY_AFTER_REVIEW","YES","YFINANCE_INFO_FIELDS","VDF","MARKET_TICKER_IDENTITY","TW_TICKER=4_DIGITS; TWSE_YF={TW_TICKER}.TW; TPEX_YF={TW_TICKER}.TWO; OVERSEAS=PROVIDER_NATIVE_TICKER","false","false"
"ROW_LEVEL_FORMAL_PREVIEW_ONLY","INCLUDED_IN_ROW_LEVEL_PREVIEW","P0::MARKET_TICKER_IDENTITY::VDF::ACCEPT_GROUP_POLICY_AFTER_REVIEW","YES","YFINANCE_AVAILABLE","VDF","MARKET_TICKER_IDENTITY","TW_TICKER=4_DIGITS; TWSE_YF={TW_TICKER}.TW; TPEX_YF={TW_TICKER}.TWO; OVERSEAS=PROVIDER_NATIVE_TICKER","false","false"
"ROW_LEVEL_FORMAL_PREVIEW_ONLY","INCLUDED_IN_ROW_LEVEL_PREVIEW","P0::DATA_SOURCE_CONTRACT::VDF::MASK_SECRET_AND_DEFER","YES","fred_akshare_capability_seal","VDF","DATA_SOURCE_CONTRACT","PROVIDER_REGISTRY_ONLY; API_KEYS_FROM_UI_RUNTIME_SECRET_OR_ENV_NAME_ONLY; RAW_SECRET_FORBIDDEN; FALLBACK_EXPLICIT","false","false"
"ROW_LEVEL_FORMAL_PREVIEW_ONLY","INCLUDED_IN_ROW_LEVEL_PREVIEW","P0::GOVERNANCE_POLICY::VDF::MASK_SECRET_AND_DEFER","YES","_vdf_v02784_policy","VDF","GOVERNANCE_POLICY","VIA_GOVERNANCE_POLICY_REGISTRY","false","false"
"ROW_LEVEL_FORMAL_PREVIEW_ONLY","INCLUDED_IN_ROW_LEVEL_PREVIEW","P0::DATA_SOURCE_CONTRACT::VDF::SECRET_REVIEW_BEFORE_ACCEPT","YES","FRED_API_KEY","VDF","DATA_SOURCE_CONTRACT","PROVIDER_REGISTRY_ONLY; API_KEYS_FROM_UI_RUNTIME_SECRET_OR_ENV_NAME_ONLY; RAW_SECRET_FORBIDDEN; FALLBACK_EXPLICIT","false","false"
"ROW_LEVEL_FORMAL_PREVIEW_ONLY","INCLUDED_IN_ROW_LEVEL_PREVIEW","P0::DATA_SOURCE_CONTRACT::VDF::SECRET_REVIEW_BEFORE_ACCEPT","YES","fred_api_key_env","VDF","DATA_SOURCE_CONTRACT","PROVIDER_REGISTRY_ONLY; API_KEYS_FROM_UI_RUNTIME_SECRET_OR_ENV_NAME_ONLY; RAW_SECRET_FORBIDDEN; FALLBACK_EXPLICIT","false","false"
"ROW_LEVEL_FORMAL_PREVIEW_ONLY","INCLUDED_IN_ROW_LEVEL_PREVIEW","P0::GOVERNANCE_POLICY::VDF::ACCEPT_POLICY_OWNER_AFTER_REVIEW","YES","_vdf_v027841_collision_policy","VDF","GOVERNANCE_POLICY","VIA_GOVERNANCE_POLICY_REGISTRY","false","false"
"ROW_LEVEL_FORMAL_PREVIEW_ONLY","INCLUDED_IN_ROW_LEVEL_PREVIEW","P0::MARKET_TICKER_IDENTITY::VDF::ACCEPT_GROUP_POLICY_AFTER_REVIEW","YES","has_ticker","VDF","MARKET_TICKER_IDENTITY","TW_TICKER=4_DIGITS; TWSE_YF={TW_TICKER}.TW; TPEX_YF={TW_TICKER}.TWO; OVERSEAS=PROVIDER_NATIVE_TICKER","false","false"
"ROW_LEVEL_FORMAL_PREVIEW_ONLY","INCLUDED_IN_ROW_LEVEL_PREVIEW","P0::DATA_SOURCE_CONTRACT::VDF::ACCEPT_PROVIDER_CONTRACT_AFTER_REVIEW","YES","fred_api_key_value_not_printed","VDF","DATA_SOURCE_CONTRACT","PROVIDER_REGISTRY_ONLY; API_KEYS_FROM_UI_RUNTIME_SECRET_OR_ENV_NAME_ONLY; RAW_SECRET_FORBIDDEN; FALLBACK_EXPLICIT","false","false"
"ROW_LEVEL_FORMAL_PREVIEW_ONLY","INCLUDED_IN_ROW_LEVEL_PREVIEW","P0::DATA_SOURCE_CONTRACT::VDF::ACCEPT_PROVIDER_CONTRACT_AFTER_REVIEW","YES","flow_f_fred_akshare_global","VDF","DATA_SOURCE_CONTRACT","PROVIDER_REGISTRY_ONLY; API_KEYS_FROM_UI_RUNTIME_SECRET_OR_ENV_NAME_ONLY; RAW_SECRET_FORBIDDEN; FALLBACK_EXPLICIT","false","false"
"ROW_LEVEL_FORMAL_PREVIEW_ONLY","INCLUDED_IN_ROW_LEVEL_PREVIEW","P0::MARKET_TICKER_IDENTITY::VDF::ACCEPT_GROUP_POLICY_AFTER_REVIEW","YES","HasTicker","VDF","MARKET_TICKER_IDENTITY","TW_TICKER=4_DIGITS; TWSE_YF={TW_TICKER}.TW; TPEX_YF={TW_TICKER}.TWO; OVERSEAS=PROVIDER_NATIVE_TICKER","false","false"
"ROW_LEVEL_FORMAL_PREVIEW_ONLY","INCLUDED_IN_ROW_LEVEL_PREVIEW","P0::SCHEMA_FIELD_CONTRACT::VRN_VDF::ACCEPT_SCHEMA_OWNER_AFTER_REVIEW","YES","history_fields","VRN/VDF","SCHEMA_FIELD_CONTRACT","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","false","false"
"ROW_LEVEL_FORMAL_PREVIEW_ONLY","INCLUDED_IN_ROW_LEVEL_PREVIEW","P0::MARKET_TICKER_IDENTITY::VDF::ACCEPT_GROUP_POLICY_AFTER_REVIEW","YES","HasYFinance","VDF","MARKET_TICKER_IDENTITY","TW_TICKER=4_DIGITS; TWSE_YF={TW_TICKER}.TW; TPEX_YF={TW_TICKER}.TWO; OVERSEAS=PROVIDER_NATIVE_TICKER","false","false"
"ROW_LEVEL_FORMAL_PREVIEW_ONLY","INCLUDED_IN_ROW_LEVEL_PREVIEW","P0::SCHEMA_FIELD_CONTRACT::VRN_VDF::ACCEPT_SCHEMA_OWNER_AFTER_REVIEW","YES","schema_ssot_json_count","VRN/VDF","SCHEMA_FIELD_CONTRACT","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","false","false"
"ROW_LEVEL_FORMAL_PREVIEW_ONLY","INCLUDED_IN_ROW_LEVEL_PREVIEW","P0::MARKET_TICKER_IDENTITY::VDF::MASK_SECRET_AND_DEFER","YES","source_policy","VDF","MARKET_TICKER_IDENTITY","TW_TICKER=4_DIGITS; TWSE_YF={TW_TICKER}.TW; TPEX_YF={TW_TICKER}.TWO; OVERSEAS=PROVIDER_NATIVE_TICKER","false","false"
"ROW_LEVEL_FORMAL_PREVIEW_ONLY","INCLUDED_IN_ROW_LEVEL_PREVIEW","P0::MARKET_TICKER_IDENTITY::VDF::ACCEPT_GROUP_POLICY_AFTER_REVIEW","YES","by_ticker","VDF","MARKET_TICKER_IDENTITY","TW_TICKER=4_DIGITS; TWSE_YF={TW_TICKER}.TW; TPEX_YF={TW_TICKER}.TWO; OVERSEAS=PROVIDER_NATIVE_TICKER","false","false"
"ROW_LEVEL_FORMAL_PREVIEW_ONLY","INCLUDED_IN_ROW_LEVEL_PREVIEW","P0::DATA_SOURCE_CONTRACT::VDF::ACCEPT_PROVIDER_CONTRACT_AFTER_REVIEW","YES","Macro","VDF","DATA_SOURCE_CONTRACT","PROVIDER_REGISTRY_ONLY; API_KEYS_FROM_UI_RUNTIME_SECRET_OR_ENV_NAME_ONLY; RAW_SECRET_FORBIDDEN; FALLBACK_EXPLICIT","false","false"
"ROW_LEVEL_FORMAL_PREVIEW_ONLY","INCLUDED_IN_ROW_LEVEL_PREVIEW","P0::MARKET_TICKER_IDENTITY::VDF::ACCEPT_GROUP_POLICY_AFTER_REVIEW","YES","ticker_regex_count","VDF","MARKET_TICKER_IDENTITY","TW_TICKER=4_DIGITS; TWSE_YF={TW_TICKER}.TW; TPEX_YF={TW_TICKER}.TWO; OVERSEAS=PROVIDER_NATIVE_TICKER","false","false"
"ROW_LEVEL_FORMAL_PREVIEW_ONLY","INCLUDED_IN_ROW_LEVEL_PREVIEW","P0::MARKET_TICKER_IDENTITY::VDF::ACCEPT_GROUP_POLICY_AFTER_REVIEW","YES","ticker_ok","VDF","MARKET_TICKER_IDENTITY","TW_TICKER=4_DIGITS; TWSE_YF={TW_TICKER}.TW; TPEX_YF={TW_TICKER}.TWO; OVERSEAS=PROVIDER_NATIVE_TICKER","false","false"
"ROW_LEVEL_FORMAL_PREVIEW_ONLY","INCLUDED_IN_ROW_LEVEL_PREVIEW","P0::DATA_SOURCE_CONTRACT::VDF::ACCEPT_PROVIDER_CONTRACT_AFTER_REVIEW","YES","dryrun_policy","VDF","DATA_SOURCE_CONTRACT","PROVIDER_REGISTRY_ONLY; API_KEYS_FROM_UI_RUNTIME_SECRET_OR_ENV_NAME_ONLY; RAW_SECRET_FORBIDDEN; FALLBACK_EXPLICIT","false","false"
"ROW_LEVEL_FORMAL_PREVIEW_ONLY","INCLUDED_IN_ROW_LEVEL_PREVIEW","P0::MARKET_TICKER_IDENTITY::VDF::ACCEPT_GROUP_POLICY_AFTER_REVIEW","YES","ticker_main","VDF","MARKET_TICKER_IDENTITY","TW_TICKER=4_DIGITS; TWSE_YF={TW_TICKER}.TW; TPEX_YF={TW_TICKER}.TWO; OVERSEAS=PROVIDER_NATIVE_TICKER","false","false"
"ROW_LEVEL_FORMAL_PREVIEW_ONLY","INCLUDED_IN_ROW_LEVEL_PREVIEW","P0::SCHEMA_FIELD_CONTRACT::VRN_VDF::ACCEPT_SCHEMA_OWNER_AFTER_REVIEW","YES","unit_ratio","VRN/VDF","SCHEMA_FIELD_CONTRACT","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","false","false"
"ROW_LEVEL_FORMAL_PREVIEW_ONLY","INCLUDED_IN_ROW_LEVEL_PREVIEW","P0::SCHEMA_FIELD_CONTRACT::VRN_VDF::ACCEPT_SCHEMA_OWNER_AFTER_REVIEW","YES","detected_text_schema","VRN/VDF","SCHEMA_FIELD_CONTRACT","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","false","false"
"ROW_LEVEL_FORMAL_PREVIEW_ONLY","INCLUDED_IN_ROW_LEVEL_PREVIEW","P0::SCHEMA_FIELD_CONTRACT::VRN_VDF::ACCEPT_SCHEMA_OWNER_AFTER_REVIEW","YES","unit_band_orange","VRN/VDF","SCHEMA_FIELD_CONTRACT","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","false","false"
"ROW_LEVEL_FORMAL_PREVIEW_ONLY","INCLUDED_IN_ROW_LEVEL_PREVIEW","P0::SCHEMA_FIELD_CONTRACT::VRN_VDF::ACCEPT_SCHEMA_OWNER_AFTER_REVIEW","YES","default_unit","VRN/VDF","SCHEMA_FIELD_CONTRACT","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","false","false"
"ROW_LEVEL_FORMAL_PREVIEW_ONLY","INCLUDED_IN_ROW_LEVEL_PREVIEW","P0::SCHEMA_FIELD_CONTRACT::VRN_VDF::MASK_SECRET_AND_DEFER","YES","schema_compare_csv","VRN/VDF","SCHEMA_FIELD_CONTRACT","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","false","false"
"ROW_LEVEL_FORMAL_PREVIEW_ONLY","INCLUDED_IN_ROW_LEVEL_PREVIEW","P0::SCHEMA_FIELD_CONTRACT::VRN_VDF::ACCEPT_SCHEMA_OWNER_AFTER_REVIEW","YES","schema_df","VRN/VDF","SCHEMA_FIELD_CONTRACT","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","false","false"
"ROW_LEVEL_FORMAL_PREVIEW_ONLY","INCLUDED_IN_ROW_LEVEL_PREVIEW","P0::SCHEMA_FIELD_CONTRACT::VRN_VDF::ACCEPT_SCHEMA_OWNER_AFTER_REVIEW","YES","schema_ok","VRN/VDF","SCHEMA_FIELD_CONTRACT","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","false","false"
"ROW_LEVEL_FORMAL_PREVIEW_ONLY","INCLUDED_IN_ROW_LEVEL_PREVIEW","P0::DATA_SOURCE_CONTRACT::VDF::MASK_SECRET_AND_DEFER","YES","schema_gate_json","VDF","DATA_SOURCE_CONTRACT","PROVIDER_REGISTRY_ONLY; API_KEYS_FROM_UI_RUNTIME_SECRET_OR_ENV_NAME_ONLY; RAW_SECRET_FORBIDDEN; FALLBACK_EXPLICIT","false","false"
"ROW_LEVEL_FORMAL_PREVIEW_ONLY","INCLUDED_IN_ROW_LEVEL_PREVIEW","P0::SCHEMA_FIELD_CONTRACT::VRN_VDF::ACCEPT_SCHEMA_OWNER_AFTER_REVIEW","YES","schema_layer","VRN/VDF","SCHEMA_FIELD_CONTRACT","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","false","false"
