Group,Ticker,BestLag,BestLagCorr,ZeroLagCorr,PermutationEvidence,ExcessAlpha,LeadershipEvidence,REVIEW_SYNCHRONYState,REVIEW_LEADERSHIPState,Role,SizeTier,SizeScore,ReviewDate,PeriodID
E IC 設計與 IP,2454,2.0,-0.3418093833180576,0.31287836953011705,0.5714285714285714,-0.10561931164208592,0.19531964761031861,MIXED,LOW,MEMBER,SMALL,0.14496644295302014,2024-12-31,2025_H1
E IC 設計與 IP,2569,-2.0,0.3082587118793486,0.17675893065320555,0.8571428571428571,0.0,0.2642217530394417,MIXED,HIGH,LAGGARD,LARGE,0.7157718120805369,2024-12-31,2025_H1
E IC 設計與 IP,3034,0.0,0.23370971944258886,0.23370971944258886,0.42857142857142855,-0.03760217826161742,0.10016130833253808,MIXED,LOW,PEER,SMALL,0.3946308724832215,2024-12-31,2025_H1
E IC 設計與 IP,3035,0.0,0.4695958276764967,0.4695958276764967,1.0,-0.03507794530809839,0.4695958276764967,MIXED,HIGH,PEER,LARGE,0.8134228187919463,2024-12-31,2025_H1
E IC 設計與 IP,3443,-2.0,-0.39208215090436466,0.372352515193448,1.0,0.019035196371873536,0.39208215090436466,MIXED,HIGH,LAGGARD,SMALL,0.21610738255033557,2024-12-31,2025_H1
E IC 設計與 IP,3529,0.0,0.4016047676790053,0.4016047676790053,1.0,-0.13688073796098243,0.4016047676790053,MIXED,HIGH,PEER,SMALL,0.3271812080536912,2024-12-31,2025_H1
E IC 設計與 IP,3545,1.0,0.193000301526481,0.09240317750766457,0.14285714285714285,-0.018394639488314976,0.027571471646640144,MIXED,LOW,MEMBER,SMALL,0.32953020134228184,2024-12-31,2025_H1
E IC 設計與 IP,3588,0.0,0.49543070041203036,0.49543070041203036,1.0,0.1531470563773603,0.49543070041203036,MIXED,HIGH,PEER,LARGE,0.784228187919463,2024-12-31,2025_H1
E IC 設計與 IP,3661,0.0,0.5137870135351088,0.5137870135351088,1.0,-0.005575355471963653,0.5137870135351088,MIXED,HIGH,PEER,LARGE,0.5842281879194631,2024-12-31,2025_H1
E IC 設計與 IP,4966,0.0,0.6510494784613781,0.6510494784613781,1.0,0.00537401630236721,0.6510494784613781,MIXED,HIGH,PEER,SMALL,0.3167785234899329,2024-12-31,2025_H1
E IC 設計與 IP,4968,-1.0,0.24589120428163724,0.2412582862528281,0.2857142857142857,0.11032644790598535,0.0702546297947535,MIXED,LOW,LAGGARD,SMALL,0.42114093959731547,2024-12-31,2025_H1
E IC 設計與 IP,5269,-1.0,0.3828238851659465,0.3027332557906601,1.0,-0.17545456460610087,0.3828238851659465,MIXED,HIGH,LAGGARD,SMALL,0.348993288590604,2024-12-31,2025_H1
E IC 設計與 IP,5274,0.0,0.3541975850967538,0.3541975850967538,1.0,-0.06278540693766789,0.3541975850967538,MIXED,HIGH,PEER,LARGE,0.5902684563758389,2024-12-31,2025_H1
E IC 設計與 IP,6138,0.0,0.31020199457483516,0.31020199457483516,1.0,0.021594832947593734,0.31020199457483516,MIXED,HIGH,PEER,SMALL,0.28624161073825505,2024-12-31,2025_H1
E IC 設計與 IP,6415,0.0,0.3402113730207081,0.3402113730207081,0.8571428571428571,0.13664500889413414,0.29160974830346403,MIXED,HIGH,PEER,SMALL,0.4419463087248322,2024-12-31,2025_H1
E IC 設計與 IP,6526,-2.0,-0.21649908833644024,0.09757242250211086,0.0,-0.07597140070287346,0.0,MIXED,LOW,LAGGARD,LARGE,0.889261744966443,2024-12-31,2025_H1
E IC 設計與 IP,6531,0.0,0.3258654875750276,0.3258654875750276,1.0,0.08183277446663256,0.3258654875750276,MIXED,HIGH,PEER,LARGE,0.7406040268456375,2024-12-31,2025_H1
E IC 設計與 IP,6533,0.0,0.3469304337595687,0.3469304337595687,1.0,-0.14002255162516009,0.3469304337595687,MIXED,HIGH,PEER,SMALL,0.3140939597315436,2024-12-31,2025_H1
E IC 設計與 IP,6643,0.0,0.39773433982214984,0.39773433982214984,1.0,0.10812421495710835,0.39773433982214984,MIXED,HIGH,PEER,SMALL,0.3677852348993288,2024-12-31,2025_H1
E IC 設計與 IP,8081,0.0,0.3244333924296125,0.3244333924296125,0.7142857142857143,0.05554682974983552,0.2317381374497232,MIXED,LOW,PEER,SMALL,0.38221476510067115,2024-12-31,2025_H1
G AI 散熱,2421,1.0,0.3739072123435215,0.33145434145525743,0.8571428571428571,-0.019628898504510106,0.32049189629444697,MIXED,HIGH,MEMBER,SMALL,0.5043624161073825,2024-12-31,2025_H1
G AI 散熱,2486,0.0,0.3222304748480771,0.3222304748480771,0.5714285714285714,0.11455886674318683,0.1841316999131869,MIXED,LOW,PEER,SMALL,0.38120805369127514,2024-12-31,2025_H1
G AI 散熱,3017,0.0,0.34564456108934843,0.34564456108934843,0.8571428571428571,-0.08474879703582525,0.29626676664801294,MIXED,HIGH,PEER,LARGE,0.7691275167785234,2024-12-31,2025_H1
G AI 散熱,3018,0.0,0.539568497423889,0.539568497423889,1.0,0.0320962318599738,0.539568497423889,MIXED,HIGH,PEER,SMALL,0.35771812080536913,2024-12-31,2025_H1
G AI 散熱,3324,0.0,0.38564653414453476,0.38564653414453476,0.5714285714285714,0.07781421689689026,0.2203694480825913,MIXED,LOW,PEER,SMALL,0.48557046979865764,2024-12-31,2025_H1
G AI 散熱,3338,2.0,-0.3368036161991054,0.324884662280161,0.5714285714285714,0.1262380343419553,0.19245920925663165,MIXED,LOW,MEMBER,LARGE,0.8392617449664429,2024-12-31,2025_H1
G AI 散熱,3483,0.0,0.7157029850457225,0.7157029850457225,1.0,-0.016462216568175717,0.7157029850457225,MIXED,HIGH,PEER,SMALL,0.3006711409395973,2024-12-31,2025_H1
G AI 散熱,3653,0.0,0.5103267024429599,0.5103267024429599,1.0,-0.08099490319987368,0.5103267024429599,MIXED,HIGH,PEER,LARGE,0.5721476510067114,2024-12-31,2025_H1
G AI 散熱,6230,0.0,0.5341408891351319,0.5341408891351319,1.0,0.13296905095574654,0.5341408891351319,MIXED,HIGH,PEER,LARGE,0.5845637583892617,2024-12-31,2025_H1
G AI 散熱,6275,0.0,0.26236213784539,0.26236213784539,0.5714285714285714,-0.1661873540569124,0.14992122162593713,MIXED,LOW,PEER,SMALL,0.44093959731543625,2024-12-31,2025_H1
G AI 散熱,6421,0.0,0.464516917291787,0.464516917291787,1.0,0.003941648021614334,0.464516917291787,MIXED,HIGH,PEER,SMALL,0.23758389261744967,2024-12-31,2025_H1
G AI 散熱,6591,-2.0,-0.492382925733165,0.02717493666860748,1.0,-0.06800419478398728,0.492382925733165,MIXED,HIGH,LAGGARD,SMALL,0.1261744966442953,2024-12-31,2025_H1
G AI 散熱,6805,0.0,0.3106535329390585,0.3106535329390585,0.8571428571428571,0.059436179682912565,0.2662744568049073,MIXED,HIGH,PEER,SMALL,0.4439597315436241,2024-12-31,2025_H1
G AI 散熱,6831,0.0,0.447658188115657,0.447658188115657,1.0,-0.003941648021614327,0.447658188115657,MIXED,HIGH,PEER,SMALL,0.4546979865771812,2024-12-31,2025_H1
G AI 散熱,8028,0.0,0.3450862844272758,0.3450862844272758,0.42857142857142855,0.11722571240237764,0.1478941218974039,MIXED,LOW,PEER,SMALL,0.24463087248322146,2024-12-31,2025_H1
G AI 散熱,8996,4.0,-0.36125692319100566,0.3370363903387892,1.0,-0.03423248919514822,0.36125692319100566,MIXED,HIGH,MEMBER,SMALL,0.5030201342281879,2024-12-31,2025_H1
A 上游材料,1303,0.0,0.44383373987039915,0.44383373987039915,1.0,0.1394783553783629,0.44383373987039915,MIXED,HIGH,PEER,SMALL,0.5140939597315436,2025-06-30,2025_H2
A 上游材料,1446,0.0,0.44201016184621367,0.44201016184621367,1.0,-0.018116003214757703,0.44201016184621367,MIXED,HIGH,PEER,SMALL,0.5543624161073826,2025-06-30,2025_H2
A 上游材料,1560,0.0,0.42728800854542204,0.42728800854542204,1.0,0.0009787103129572927,0.42728800854542204,MIXED,HIGH,PEER,SMALL,0.19798657718120805,2025-06-30,2025_H2
A 上游材料,1711,4.0,-0.2688909395279447,0.17539116622182285,0.42857142857142855,-0.015402186531564003,0.11523897408340486,MIXED,LOW,MEMBER,SMALL,0.2426174496644295,2025-06-30,2025_H2
A 上游材料,1717,4.0,0.35780442177106264,0.3546972028642635,0.7142857142857143,-0.10163937421878043,0.25557458697933044,MIXED,LOW,MEMBER,SMALL,0.4583892617449664,2025-06-30,2025_H2
A 上游材料,1773,1.0,0.29978860042489924,0.2884194999392409,0.42857142857142855,-0.046144648102183154,0.12848082875352823,MIXED,LOW,MEMBER,LARGE,0.873489932885906,2025-06-30,2025_H2
A 上游材料,1785,3.0,0.2952748918789046,0.2850827402497617,0.7142857142857143,0.008832900237832259,0.21091063705636043,MIXED,LOW,MEMBER,SMALL,0.2587248322147651,2025-06-30,2025_H2
A 上游材料,1802,0.0,0.5108860188253442,0.5108860188253442,1.0,0.0030172860572373755,0.5108860188253442,MIXED,HIGH,PEER,LARGE,0.6684563758389261,2025-06-30,2025_H2
A 上游材料,1815,0.0,0.4560312345183466,0.4560312345183466,1.0,-0.04107577752823242,0.4560312345183466,MIXED,HIGH,PEER,LARGE,0.9291946308724832,2025-06-30,2025_H2
A 上游材料,2383,0.0,0.4323193128312206,0.4323193128312206,0.8571428571428571,0.07898056153527178,0.37055941099818906,MIXED,HIGH,PEER,SMALL,0.29899328859060403,2025-06-30,2025_H2
A 上游材料,3010,0.0,0.3966870066239855,0.3966870066239855,0.8571428571428571,0.016280967825753487,0.3400174342491304,MIXED,HIGH,PEER,LARGE,0.6174496644295302,2025-06-30,2025_H2
A 上游材料,3585,0.0,0.33022238154569905,0.33022238154569905,1.0,0.027569693544247632,0.33022238154569905,MIXED,HIGH,PEER,SMALL,0.32885906040268453,2025-06-30,2025_H2
A 上游材料,4721,0.0,0.31604027183986066,0.31604027183986066,0.42857142857142855,0.07780398621019693,0.13544583078851172,MIXED,LOW,PEER,SMALL,0.5124161073825503,2025-06-30,2025_H2
A 上游材料,4739,1.0,0.30901846525771864,0.10571262265749172,0.8571428571428571,0.0,0.26487297022090167,MIXED,LOW,MEMBER,LARGE,0.8395973154362416,2025-06-30,2025_H2
A 上游材料,4755,0.0,0.36693852144213485,0.36693852144213485,1.0,-0.07394603758107471,0.36693852144213485,MIXED,HIGH,PEER,SMALL,0.22483221476510065,2025-06-30,2025_H2
A 上游材料,5340,0.0,0.35914316481002645,0.35914316481002645,1.0,0.032135094427962585,0.35914316481002645,MIXED,HIGH,PEER,SMALL,0.16912751677852347,2025-06-30,2025_H2
A 上游材料,5434,0.0,0.2939369626726214,0.2939369626726214,0.7142857142857143,-0.04616390291731659,0.20995497333758673,MIXED,LOW,PEER,LARGE,0.5208053691275167,2025-06-30,2025_H2
A 上游材料,5475,0.0,0.46831722527723096,0.46831722527723096,1.0,-0.08624639934392947,0.46831722527723096,MIXED,HIGH,PEER,LARGE,0.7889261744966443,2025-06-30,2025_H2
A 上游材料,6182,0.0,0.34661581395239704,0.34661581395239704,1.0,-0.02443493309900806,0.34661581395239704,MIXED,HIGH,PEER,LARGE,0.7795302013422818,2025-06-30,2025_H2
A 上游材料,6274,0.0,0.32434496503033666,0.32434496503033666,1.0,-0.02960365759201221,0.32434496503033666,MIXED,HIGH,PEER,LARGE,0.8543624161073825,2025-06-30,2025_H2
A 上游材料,6288,-4.0,0.4080197546990208,0.3528988593917714,1.0,-0.03393310748090203,0.4080197546990208,MIXED,HIGH,LAGGARD,LARGE,0.8543624161073824,2025-06-30,2025_H2
A 上游材料,6488,0.0,0.3299432674600197,0.3299432674600197,0.8571428571428571,0.003924282179511525,0.2828085149657311,MIXED,HIGH,PEER,SMALL,0.5080536912751678,2025-06-30,2025_H2
A 上游材料,6672,0.0,0.456781270060241,0.456781270060241,1.0,-0.08011270180378052,0.456781270060241,MIXED,HIGH,PEER,SMALL,0.26677852348993286,2025-06-30,2025_H2
A 上游材料,8039,1.0,0.3304104541509711,0.23652935802139266,0.8571428571428571,0.16067606403272203,0.28320896070083235,MIXED,HIGH,LEADER,SMALL,0.42147651006711406,2025-06-30,2025_H2
A 上游材料,8358,0.0,0.6634691217234745,0.6634691217234745,1.0,0.025471566303030498,0.6634691217234745,MIXED,HIGH,PEER,LARGE,0.6590604026845638,2025-06-30,2025_H2
H AI 電力與機房,1503,0.0,0.4168201484155028,0.4168201484155028,1.0,0.0033385907999188696,0.4168201484155028,MIXED,HIGH,PEER,LARGE,0.6677852348993288,2025-06-30,2025_H2
H AI 電力與機房,1504,1.0,0.2854043664990305,0.056470894106876196,0.42857142857142855,-0.0033385907999188558,0.12231615707101307,MIXED,LOW,MEMBER,SMALL,0.5238255033557047,2025-06-30,2025_H2
H AI 電力與機房,1513,2.0,0.24314401280568532,0.018142643549046492,0.0,-0.0796964041382141,0.0,MIXED,LOW,MEMBER,SMALL,0.5016778523489932,2025-06-30,2025_H2
H AI 電力與機房,1514,-2.0,0.3932224142585761,0.21830521953937312,0.8571428571428571,-0.050076065963422345,0.3370477836502081,MIXED,HIGH,LAGGARD,SMALL,0.2758389261744966,2025-06-30,2025_H2
H AI 電力與機房,1519,3.0,0.3184165093894441,0.24156971077109834,0.7142857142857143,0.035208814394957724,0.22744036384960292,MIXED,LOW,MEMBER,SMALL,0.4174496644295302,2025-06-30,2025_H2
H AI 電力與機房,1604,0.0,0.48849511761491304,0.48849511761491304,0.8571428571428571,0.007512342607821104,0.4187101008127826,MIXED,HIGH,PEER,SMALL,0.23322147651006708,2025-06-30,2025_H2
H AI 電力與機房,1605,4.0,0.3344421571930884,0.1847670271944045,0.5714285714285714,0.008649265919917493,0.1911098041103362,MIXED,LOW,MEMBER,SMALL,0.43489932885906035,2025-06-30,2025_H2
H AI 電力與機房,1609,-2.0,-0.3409528611950062,0.21155311853299963,0.7142857142857143,0.10623019442074941,0.24353775799643299,MIXED,LOW,LAGGARD,SMALL,0.6083892617449664,2025-06-30,2025_H2
H AI 電力與機房,1612,0.0,0.36113403417557294,0.36113403417557294,1.0,-0.058929765422868874,0.36113403417557294,MIXED,HIGH,PEER,LARGE,0.6271812080536913,2025-06-30,2025_H2
H AI 電力與機房,2301,0.0,0.38468056247243726,0.38468056247243726,1.0,0.0295995335653213,0.38468056247243726,MIXED,HIGH,PEER,SMALL,0.412751677852349,2025-06-30,2025_H2
H AI 電力與機房,2308,2.0,0.4406300753626169,0.23878339320685268,1.0,-0.02187442922797217,0.4406300753626169,MIXED,HIGH,MEMBER,LARGE,0.6476510067114094,2025-06-30,2025_H2
H AI 電力與機房,2371,0.0,0.5071787770533717,0.5071787770533717,1.0,0.02466700787342964,0.5071787770533717,MIXED,HIGH,PEER,LARGE,0.6956375838926174,2025-06-30,2025_H2
H AI 電力與機房,2457,0.0,0.5508194270292366,0.5508194270292366,1.0,-0.08453472633339881,0.5508194270292366,MIXED,HIGH,PEER,SMALL,0.26476510067114095,2025-06-30,2025_H2
H AI 電力與機房,3015,-1.0,-0.3135075815857956,0.18377293108137685,0.42857142857142855,-0.01146143974951988,0.1343603921081981,MIXED,LOW,LAGGARD,LARGE,0.8214765100671141,2025-06-30,2025_H2
H AI 電力與機房,3211,-2.0,0.40754051689735865,0.30327111186854633,0.5714285714285714,-0.06352661129780077,0.23288029536991922,MIXED,LOW,LAGGARD,LARGE,0.823489932885906,2025-06-30,2025_H2
H AI 電力與機房,3323,-2.0,-0.2522153631347962,0.1458371804553537,0.5714285714285714,0.141615927250198,0.14412306464845495,MIXED,LOW,LAGGARD,LARGE,0.7043624161073825,2025-06-30,2025_H2
H AI 電力與機房,4931,4.0,-0.3639219302978154,0.040622745101745183,1.0,0.017531930669710316,0.3639219302978154,MIXED,HIGH,LEADER,SMALL,0.20100671140939594,2025-06-30,2025_H2
H AI 電力與機房,5227,0.0,0.5152510794590964,0.5152510794590964,1.0,0.09526597771663596,0.5152510794590964,MIXED,HIGH,PEER,SMALL,0.1657718120805369,2025-06-30,2025_H2
H AI 電力與機房,5263,-2.0,0.35589456916267653,0.29204129999099787,0.7142857142857143,-0.07565693903438922,0.25421040654476895,MIXED,LOW,LAGGARD,SMALL,0.2543624161073825,2025-06-30,2025_H2
H AI 電力與機房,6282,-3.0,0.4884396724882273,0.20007597778569872,1.0,-0.0415260739028864,0.4884396724882273,MIXED,HIGH,LAGGARD,SMALL,0.2687919463087248,2025-06-30,2025_H2
H AI 電力與機房,6409,0.0,0.38474697370099237,0.38474697370099237,1.0,-0.015881086345604506,0.38474697370099237,MIXED,HIGH,PEER,SMALL,0.5130872483221476,2025-06-30,2025_H2
H AI 電力與機房,6781,-2.0,0.43086333463665344,0.34096041652330283,1.0,0.04293521763300609,0.43086333463665344,MIXED,HIGH,LAGGARD,LARGE,0.6701342281879193,2025-06-30,2025_H2
L 其他科技族群,1536,-1.0,0.26157992573614636,0.10120784548142808,0.2857142857142857,-0.06236244237558499,0.07473712163889895,MIXED,LOW,LAGGARD,LARGE,0.6271812080536913,2025-06-30,2025_H2
L 其他科技族群,1590,3.0,0.16913188744581129,0.16331331926974618,0.0,-0.013709258545382637,0.0,MIXED,LOW,MEMBER,SMALL,0.360738255033557,2025-06-30,2025_H2
L 其他科技族群,1597,0.0,0.29301546131682815,0.29301546131682815,0.2857142857142857,-0.07662577576107771,0.08371870323337947,MIXED,LOW,PEER,LARGE,0.9114093959731544,2025-06-30,2025_H2
L 其他科技族群,1795,0.0,0.3398192158622935,0.3398192158622935,0.2857142857142857,0.11698006378136519,0.09709120453208386,MIXED,LOW,PEER,SMALL,0.335234899328859,2025-06-30,2025_H2
L 其他科技族群,2049,0.0,0.4948697399661444,0.4948697399661444,1.0,-0.05604347062713486,0.4948697399661444,MIXED,HIGH,PEER,LARGE,0.8114093959731543,2025-06-30,2025_H2
L 其他科技族群,2231,2.0,-0.33848329836483415,0.3259652267634851,0.7142857142857143,-0.031023427560732265,0.2417737845463101,MIXED,LOW,MEMBER,LARGE,0.5942953020134227,2025-06-30,2025_H2
L 其他科技族群,2312,-4.0,-0.3713257398368937,0.2887063565299287,0.5714285714285714,0.15758556054062922,0.21218613704965353,MIXED,LOW,LAGGARD,LARGE,0.7322147651006712,2025-06-30,2025_H2
L 其他科技族群,2314,0.0,0.3705105028149456,0.3705105028149456,0.8571428571428571,0.0029754383200247293,0.31758043098423905,MIXED,HIGH,PEER,SMALL,0.3093959731543624,2025-06-30,2025_H2
L 其他科技族群,2359,0.0,0.49519569133231184,0.49519569133231184,1.0,-0.04843599484316604,0.49519569133231184,MIXED,HIGH,PEER,SMALL,0.31208053691275167,2025-06-30,2025_H2
L 其他科技族群,2395,0.0,0.6550663136261601,0.6550663136261601,1.0,-0.12131443671834893,0.6550663136261601,MIXED,HIGH,PEER,SMALL,0.3208053691275168,2025-06-30,2025_H2
L 其他科技族群,2480,0.0,-0.22388527731805113,-0.22388527731805113,0.2857142857142857,-0.15031958380730642,0.06396722209087174,MIXED,LOW,PEER,SMALL,0.13020134228187918,2025-06-30,2025_H2
L 其他科技族群,2634,0.0,0.45940168864493647,0.45940168864493647,1.0,0.02311735397182227,0.45940168864493647,MIXED,HIGH,PEER,SMALL,0.19161073825503355,2025-06-30,2025_H2
L 其他科技族群,2636,0.0,0.479463284131893,0.479463284131893,1.0,-0.09219112888310191,0.479463284131893,MIXED,HIGH,PEER,LARGE,0.6174496644295302,2025-06-30,2025_H2
L 其他科技族群,2645,-1.0,0.3802184354784282,0.30578627436507827,1.0,0.031089379201646596,0.3802184354784282,MIXED,HIGH,LAGGARD,SMALL,0.4338926174496644,2025-06-30,2025_H2
L 其他科技族群,3008,0.0,0.4449674171965632,0.4449674171965632,1.0,0.04453414077764545,0.4449674171965632,MIXED,HIGH,PEER,SMALL,0.2570469798657718,2025-06-30,2025_H2
L 其他科技族群,3019,0.0,0.36372004406117336,0.36372004406117336,1.0,0.050725687022063745,0.36372004406117336,MIXED,HIGH,PEER,LARGE,0.6845637583892618,2025-06-30,2025_H2
L 其他科技族群,3029,-2.0,0.385600917341003,0.1093527181462764,1.0,-0.013335896609361061,0.385600917341003,MIXED,HIGH,LAGGARD,SMALL,0.3902684563758389,2025-06-30,2025_H2
L 其他科技族群,3178,3.0,-0.29955840867230316,0.08099405499361555,0.2857142857142857,-0.07523966215059466,0.08558811676351519,MIXED,LOW,MEMBER,SMALL,0.27315436241610735,2025-06-30,2025_H2
L 其他科技族群,3362,-1.0,-0.2987863920022677,0.13661277341462566,0.14285714285714285,0.012889182282677946,0.04268377028603824,MIXED,LOW,LAGGARD,LARGE,0.6909395973154362,2025-06-30,2025_H2
L 其他科技族群,3406,0.0,0.4732849785123415,0.4732849785123415,1.0,0.033586753006126985,0.4732849785123415,MIXED,HIGH,PEER,SMALL,0.28825503355704696,2025-06-30,2025_H2
L 其他科技族群,3491,4.0,0.23158921633904497,0.22810171235508775,0.14285714285714285,-0.0701441147183666,0.03308417376272071,MIXED,LOW,MEMBER,SMALL,0.5208053691275167,2025-06-30,2025_H2
L 其他科技族群,4162,2.0,-0.23283628088383587,0.21013679118095888,0.42857142857142855,0.09453012926296192,0.09978697752164394,MIXED,LOW,MEMBER,SMALL,0.43288590604026844,2025-06-30,2025_H2
L 其他科技族群,4976,0.0,0.27569335200632716,0.27569335200632716,0.5714285714285714,-0.081345846253734,0.1575390582893298,MIXED,LOW,PEER,LARGE,0.5798657718120805,2025-06-30,2025_H2
L 其他科技族群,5609,-2.0,-0.1650597352167015,0.11763627127387488,0.0,-0.0009371133417477931,0.0,MIXED,LOW,LAGGARD,SMALL,0.4174496644295302,2025-06-30,2025_H2
L 其他科技族群,6160,0.0,0.2824260623490685,0.2824260623490685,0.42857142857142855,-0.00936010261048461,0.12103974100674363,MIXED,LOW,PEER,SMALL,0.24765100671140935,2025-06-30,2025_H2
L 其他科技族群,6166,0.0,0.3006252554675909,0.3006252554675909,0.7142857142857143,-0.009061605554946173,0.2147323253339935,MIXED,LOW,PEER,SMALL,0.4553691275167785,2025-06-30,2025_H2
L 其他科技族群,6183,0.0,0.3026517807510967,0.3026517807510967,0.2857142857142857,0.09550276422357074,0.0864719373574562,MIXED,LOW,PEER,SMALL,0.3268456375838926,2025-06-30,2025_H2
L 其他科技族群,6188,-3.0,0.4184885425745483,0.03236666533485133,0.8571428571428571,0.10832698770921106,0.3587044650638985,MIXED,HIGH,LAGGARD,LARGE,0.6194630872483221,2025-06-30,2025_H2
L 其他科技族群,6199,0.0,0.49833920566194867,0.49833920566194867,1.0,-0.05341709963975009,0.49833920566194867,MIXED,HIGH,PEER,LARGE,0.8503355704697986,2025-06-30,2025_H2
L 其他科技族群,6214,0.0,0.5134459711797259,0.5134459711797259,1.0,-0.04860281695794436,0.5134459711797259,MIXED,HIGH,PEER,LARGE,0.5406040268456376,2025-06-30,2025_H2
L 其他科技族群,6285,-3.0,0.23186579311977332,-0.02284197098554048,0.14285714285714285,0.09943518275036636,0.03312368473139619,MIXED,LOW,LAGGARD,LARGE,0.912751677852349,2025-06-30,2025_H2
L 其他科技族群,6446,0.0,0.48472092709317827,0.48472092709317827,1.0,0.020144822461013012,0.48472092709317827,MIXED,HIGH,PEER,SMALL,0.31677852348993285,2025-06-30,2025_H2
L 其他科技族群,6472,0.0,0.36782870856086197,0.36782870856086197,0.8571428571428571,0.0050607810279182895,0.3152817501950245,MIXED,HIGH,PEER,LARGE,0.6265100671140938,2025-06-30,2025_H2
L 其他科技族群,6562,0.0,0.327202629278659,0.327202629278659,1.0,-0.06719848597213374,0.327202629278659,MIXED,HIGH,PEER,SMALL,0.17348993288590603,2025-06-30,2025_H2
L 其他科技族群,6690,1.0,0.23466120550216574,0.2167784600604046,0.42857142857142855,0.24562521841220322,0.10056908807235673,MIXED,LOW,MEMBER,LARGE,0.845973154362416,2025-06-30,2025_H2
L 其他科技族群,8033,0.0,0.31310340605497317,0.31310340605497317,0.7142857142857143,0.0009371133417477931,0.22364529003926656,MIXED,LOW,PEER,SMALL,0.20436241610738254,2025-06-30,2025_H2
L 其他科技族群,8222,0.0,0.3361932911815766,0.3361932911815766,1.0,0.2131162564506319,0.3361932911815766,MIXED,HIGH,PEER,SMALL,0.38791946308724834,2025-06-30,2025_H2
L 其他科技族群,8255,-3.0,0.4995404377613379,0.3505364176663172,1.0,0.007842878465274306,0.4995404377613379,MIXED,HIGH,LAGGARD,SMALL,0.3788590604026846,2025-06-30,2025_H2
M 傳產輪動,2002,0.0,0.47921859048352194,0.47921859048352194,1.0,-0.057976241143457966,0.47921859048352194,MIXED,HIGH,PEER,SMALL,0.5006711409395973,2025-06-30,2025_H2
M 傳產輪動,2006,-3.0,0.2654980307133311,0.2171602608176984,0.2857142857142857,-0.14237572606440768,0.07585658020380888,MIXED,LOW,LAGGARD,SMALL,0.1593959731543624,2025-06-30,2025_H2
M 傳產輪動,2012,-2.0,0.33293458985732505,0.15941389468254566,0.7142857142857143,-0.011192243145811569,0.23781042132666075,MIXED,LOW,LAGGARD,SMALL,0.5090604026845638,2025-06-30,2025_H2
M 傳產輪動,2014,0.0,0.4297276791212763,0.4297276791212763,1.0,0.14747180028435658,0.4297276791212763,MIXED,HIGH,PEER,SMALL,0.486241610738255,2025-06-30,2025_H2
M 傳產輪動,2015,4.0,-0.21407642175209707,0.1639678787622632,0.2857142857142857,0.02633971740868661,0.06116469192917059,MIXED,LOW,MEMBER,LARGE,0.607718120805369,2025-06-30,2025_H2
M 傳產輪動,2017,0.0,0.4895447558374063,0.4895447558374063,1.0,0.19101265304745235,0.4895447558374063,MIXED,HIGH,PEER,SMALL,0.4375838926174496,2025-06-30,2025_H2
M 傳產輪動,2023,0.0,0.4723196827291195,0.4723196827291195,1.0,-0.005822732825395329,0.4723196827291195,MIXED,HIGH,PEER,LARGE,0.6986577181208053,2025-06-30,2025_H2
M 傳產輪動,2028,0.0,0.5359752987985007,0.5359752987985007,1.0,-0.02214857393422138,0.5359752987985007,MIXED,HIGH,PEER,SMALL,0.4748322147651006,2025-06-30,2025_H2
M 傳產輪動,2029,-4.0,0.1957354575227082,0.030676945980794876,0.0,0.026820333889028644,0.0,MIXED,LOW,LAGGARD,LARGE,0.6711409395973154,2025-06-30,2025_H2
M 傳產輪動,2038,0.0,0.460961613648982,0.460961613648982,0.8571428571428571,0.11507384566943697,0.3951099545562703,MIXED,HIGH,PEER,SMALL,0.37483221476510065,2025-06-30,2025_H2
M 傳產輪動,2107,3.0,-0.4578872091777158,0.31788883796944223,1.0,0.0,0.4578872091777158,MIXED,HIGH,MEMBER,SMALL,0.4610738255033557,2025-06-30,2025_H2
M 傳產輪動,2302,0.0,0.39229596758410346,0.39229596758410346,1.0,0.07699628627150547,0.39229596758410346,MIXED,HIGH,PEER,SMALL,0.18489932885906038,2025-06-30,2025_H2
M 傳產輪動,2603,3.0,0.4307197228895105,0.22291576098801164,1.0,0.031061733091916358,0.4307197228895105,MIXED,HIGH,LEADER,LARGE,0.6453020134228188,2025-06-30,2025_H2
M 傳產輪動,2605,0.0,0.30118766481862125,0.30118766481862125,1.0,-0.05947994546396079,0.30118766481862125,MIXED,HIGH,PEER,LARGE,0.7053691275167784,2025-06-30,2025_H2
M 傳產輪動,2606,0.0,0.5571829067030951,0.5571829067030951,1.0,0.18046173684466776,0.5571829067030951,MIXED,HIGH,PEER,SMALL,0.37852348993288587,2025-06-30,2025_H2
M 傳產輪動,2609,0.0,0.23192615076560924,0.23192615076560924,0.5714285714285714,-0.0736150220117131,0.13252922900891956,MIXED,LOW,PEER,LARGE,0.48791946308724826,2025-06-30,2025_H2
M 傳產輪動,2610,-3.0,-0.39157813024190824,0.28980477292329904,1.0,-0.05739085289246006,0.39157813024190824,MIXED,HIGH,LAGGARD,LARGE,0.5174496644295301,2025-06-30,2025_H2
