Group,Subgroup,Rank,Ticker,YFTicker,Name,Market,CountingFlag,SourceID,EvidenceStatus,MembershipKey
E IC 設計與 IP,E5 消費 / 網通 IC 設計,,6526,6526.TWO,達發,TPEX,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|E IC 設計與 IP|6526
E IC 設計與 IP,E5 消費 / 網通 IC 設計,,4968,4968.TWO,立積,TPEX,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|E IC 設計與 IP|4968
F AI 伺服器系統,F1 AI OEM / ODM 整機櫃 (L10/L11),L,2317,2317.TW,鴻海,TWSE,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|F AI 伺服器系統|2317
F AI 伺服器系統,F1 AI OEM / ODM 整機櫃 (L10/L11),P,2382,2382.TW,廣達,TWSE,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|F AI 伺服器系統|2382
F AI 伺服器系統,F1 AI OEM / ODM 整機櫃 (L10/L11),L,6669,6669.TW,緯穎,TWSE,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|F AI 伺服器系統|6669
F AI 伺服器系統,F1 AI OEM / ODM 整機櫃 (L10/L11),P,3231,3231.TW,緯創,TWSE,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|F AI 伺服器系統|3231
F AI 伺服器系統,F1 AI OEM / ODM 整機櫃 (L10/L11),G,2376,2376.TW,技嘉,TWSE,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|F AI 伺服器系統|2376
F AI 伺服器系統,F1 AI OEM / ODM 整機櫃 (L10/L11),P,2356,2356.TW,英業達,TWSE,DISPLAY_ONLY,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|F AI 伺服器系統|2356
F AI 伺服器系統,F1 AI OEM / ODM 整機櫃 (L10/L11),,2357,2357.TW,華碩,TWSE,DISPLAY_ONLY,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|F AI 伺服器系統|2357
F AI 伺服器系統,F2 主機板 / GPU 基板 (L6),P,3231,3231.TW,緯創,TWSE,DISPLAY_ONLY,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|F AI 伺服器系統|3231
F AI 伺服器系統,F2 主機板 / GPU 基板 (L6),P,2356,2356.TW,英業達,TWSE,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|F AI 伺服器系統|2356
F AI 伺服器系統,F2 主機板 / GPU 基板 (L6),G,2376,2376.TW,技嘉,TWSE,DISPLAY_ONLY,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|F AI 伺服器系統|2376
F AI 伺服器系統,F2 主機板 / GPU 基板 (L6),,2377,2377.TW,微星,TWSE,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|F AI 伺服器系統|2377
F AI 伺服器系統,F2 主機板 / GPU 基板 (L6),L,2317,2317.TW,鴻海,TWSE,DISPLAY_ONLY,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|F AI 伺服器系統|2317
F AI 伺服器系統,F3 機殼 / 機櫃 / 結構件,P,8210,8210.TW,勤誠,TWSE,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|F AI 伺服器系統|8210
F AI 伺服器系統,F3 機殼 / 機櫃 / 結構件,,3013,3013.TW,晟銘電,TWSE,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|F AI 伺服器系統|3013
F AI 伺服器系統,F3 機殼 / 機櫃 / 結構件,L,6117,6117.TWO,迎廣,TPEX,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|F AI 伺服器系統|6117
F AI 伺服器系統,F3 機殼 / 機櫃 / 結構件,,3693,3693.TWO,營邦,TPEX,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|F AI 伺服器系統|3693
F AI 伺服器系統,F3 機殼 / 機櫃 / 結構件,L,3052,3052.TWO,喬鼎,TPEX,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|F AI 伺服器系統|3052
F AI 伺服器系統,F3 機殼 / 機櫃 / 結構件,L,6235,6235.TWO,華孚,TPEX,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|F AI 伺服器系統|6235
F AI 伺服器系統,F4 滑軌 / 導軌 / 精密機構,,2059,2059.TW,川湖,TWSE,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|F AI 伺服器系統|2059
F AI 伺服器系統,F4 滑軌 / 導軌 / 精密機構,,5325,5325.TWO,尚新,TPEX,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|F AI 伺服器系統|5325
F AI 伺服器系統,F5 連接器 / 高速線材 / 端子,,3533,3533.TW,嘉澤,TWSE,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|F AI 伺服器系統|3533
F AI 伺服器系統,F5 連接器 / 高速線材 / 端子,L,3665,3665.TW,貿聯-KY,TWSE,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|F AI 伺服器系統|3665
F AI 伺服器系統,F5 連接器 / 高速線材 / 端子,,3023,3023.TW,信邦,TWSE,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|F AI 伺服器系統|3023
F AI 伺服器系統,F5 連接器 / 高速線材 / 端子,P,3526,3526.TW,凡甲,TWSE,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|F AI 伺服器系統|3526
F AI 伺服器系統,F5 連接器 / 高速線材 / 端子,L,3322,3322.TWO,建舜電,TPEX,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|F AI 伺服器系統|3322
G AI 散熱,G1 水冷板 / CDU / 液冷系統,L,3017,3017.TW,奇鋐,TWSE,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|G AI 散熱|3017
G AI 散熱,G1 水冷板 / CDU / 液冷系統,L,3324,3324.TW,雙鴻,TWSE,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|G AI 散熱|3324
G AI 散熱,G1 水冷板 / CDU / 液冷系統,L,2308,2308.TW,台達電,TWSE,DISPLAY_ONLY,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|G AI 散熱|2308
G AI 散熱,G1 水冷板 / CDU / 液冷系統,P,3483,3483.TW,力致,TWSE,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|G AI 散熱|3483
G AI 散熱,G1 水冷板 / CDU / 液冷系統,,6230,6230.TW,尼得科超眾(已併),TWSE,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|G AI 散熱|6230
G AI 散熱,G2 均熱片 / VC / 熱管,,3653,3653.TW,健策,TWSE,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|G AI 散熱|3653
G AI 散熱,G2 均熱片 / VC / 熱管,,2486,2486.TWO,一詮,TPEX,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|G AI 散熱|2486
G AI 散熱,G2 均熱片 / VC / 熱管,G,3338,3338.TWO,泰碩,TPEX,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|G AI 散熱|3338
G AI 散熱,G2 均熱片 / VC / 熱管,,6831,6831.TWO,邁科,TPEX,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|G AI 散熱|6831
G AI 散熱,G2 均熱片 / VC / 熱管,P,6591,6591.TW,動力-KY,TWSE,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|G AI 散熱|6591
G AI 散熱,G3 快接頭 QD / 閥件 / 泵浦,,6805,6805.TW,富世達,TWSE,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|G AI 散熱|6805
G AI 散熱,G3 快接頭 QD / 閥件 / 泵浦,,6421,6421.TWO,君帆,TPEX,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|G AI 散熱|6421
G AI 散熱,G3 快接頭 QD / 閥件 / 泵浦,P,6275,6275.TWO,元山,TPEX,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|G AI 散熱|6275
G AI 散熱,G4 風扇 / 馬達,P,2421,2421.TW,建準,TWSE,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|G AI 散熱|2421
G AI 散熱,G4 風扇 / 馬達,L,3018,3018.TW,東林,TWSE,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|G AI 散熱|3018
G AI 散熱,G4 風扇 / 馬達,L,8028,8028.TW,升陽,TWSE,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|G AI 散熱|8028
G AI 散熱,G4 風扇 / 馬達,P,6275,6275.TWO,元山,TPEX,DISPLAY_ONLY,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|G AI 散熱|6275
G AI 散熱,G5 熱交換器 / 漏液感測,,8996,8996.TWO,高力,TPEX,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|G AI 散熱|8996
G AI 散熱,G5 熱交換器 / 漏液感測,G,3338,3338.TWO,泰碩,TPEX,DISPLAY_ONLY,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|G AI 散熱|3338
G AI 散熱,G5 熱交換器 / 漏液感測,L,2308,2308.TW,台達電,TWSE,DISPLAY_ONLY,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|G AI 散熱|2308
G AI 散熱,G6 浸沒式 / 兩相散熱,P,3483,3483.TW,力致,TWSE,DISPLAY_ONLY,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|G AI 散熱|3483
G AI 散熱,G6 浸沒式 / 兩相散熱,G,2376,2376.TW,技嘉,TWSE,DISPLAY_ONLY,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|G AI 散熱|2376
G AI 散熱,G6 浸沒式 / 兩相散熱,,2377,2377.TW,微星,TWSE,DISPLAY_ONLY,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|G AI 散熱|2377
G AI 散熱,G6 浸沒式 / 兩相散熱,,2486,2486.TWO,一詮,TPEX,DISPLAY_ONLY,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|G AI 散熱|2486
H AI 電力與機房,H1 伺服器電源 PSU / 電源模組,L,2308,2308.TW,台達電,TWSE,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|H AI 電力與機房|2308
H AI 電力與機房,H1 伺服器電源 PSU / 電源模組,P,2301,2301.TW,光寶科,TWSE,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|H AI 電力與機房|2301
H AI 電力與機房,H1 伺服器電源 PSU / 電源模組,P,3015,3015.TW,全漢,TWSE,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|H AI 電力與機房|3015
H AI 電力與機房,H1 伺服器電源 PSU / 電源模組,,6282,6282.TW,康舒,TWSE,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|H AI 電力與機房|6282
H AI 電力與機房,H1 伺服器電源 PSU / 電源模組,G,5263,5263.TWO,僑威,TPEX,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|H AI 電力與機房|5263
H AI 電力與機房,H1 伺服器電源 PSU / 電源模組,L,6409,6409.TWO,旭隼,TPEX,DISPLAY_ONLY,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|H AI 電力與機房|6409
H AI 電力與機房,H2 BBU 備援電池模組,L,4931,4931.TW,新盛力,TWSE,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|H AI 電力與機房|4931
H AI 電力與機房,H2 BBU 備援電池模組,P,6781,6781.TW,AES-KY,TWSE,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|H AI 電力與機房|6781
H AI 電力與機房,H2 BBU 備援電池模組,P,3323,3323.TW,加百裕,TWSE,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|H AI 電力與機房|3323
H AI 電力與機房,H2 BBU 備援電池模組,G,3211,3211.TW,順達,TWSE,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|H AI 電力與機房|3211
H AI 電力與機房,H2 BBU 備援電池模組,,6121,6121.TW,新普,TWSE,DISPLAY_ONLY,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|H AI 電力與機房|6121
H AI 電力與機房,H2 BBU 備援電池模組,L,5227,5227.TWO,立凱電,TPEX,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|H AI 電力與機房|5227
H AI 電力與機房,H3 重電 / 變壓器 / 開關設備,L,1519,1519.TW,華城,TWSE,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|H AI 電力與機房|1519
H AI 電力與機房,H3 重電 / 變壓器 / 開關設備,P,1503,1503.TW,士電,TWSE,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|H AI 電力與機房|1503
H AI 電力與機房,H3 重電 / 變壓器 / 開關設備,P,1513,1513.TW,中興電,TWSE,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|H AI 電力與機房|1513
H AI 電力與機房,H3 重電 / 變壓器 / 開關設備,G,1514,1514.TW,亞力,TWSE,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|H AI 電力與機房|1514
H AI 電力與機房,H3 重電 / 變壓器 / 開關設備,P,1504,1504.TW,東元,TWSE,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|H AI 電力與機房|1504
H AI 電力與機房,H3 重電 / 變壓器 / 開關設備,P,2371,2371.TW,大同,TWSE,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|H AI 電力與機房|2371
H AI 電力與機房,H3 重電 / 變壓器 / 開關設備,L,1604,1604.TW,聲寶,TWSE,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|H AI 電力與機房|1604
H AI 電力與機房,H4 UPS / 機房基礎設施,L,2308,2308.TW,台達電,TWSE,DISPLAY_ONLY,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|H AI 電力與機房|2308
H AI 電力與機房,H4 UPS / 機房基礎設施,,2457,2457.TW,飛宏,TWSE,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|H AI 電力與機房|2457
H AI 電力與機房,H4 UPS / 機房基礎設施,L,6409,6409.TWO,旭隼,TPEX,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|H AI 電力與機房|6409
H AI 電力與機房,H4 UPS / 機房基礎設施,P,2301,2301.TW,光寶科,TWSE,DISPLAY_ONLY,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|H AI 電力與機房|2301
H AI 電力與機房,H5 電線電纜 / 匯流排,,1609,1609.TW,大亞,TWSE,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|H AI 電力與機房|1609
H AI 電力與機房,H5 電線電纜 / 匯流排,,1605,1605.TW,華新,TWSE,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|H AI 電力與機房|1605
H AI 電力與機房,H5 電線電纜 / 匯流排,,1612,1612.TW,宏泰,TWSE,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|H AI 電力與機房|1612
I 光通訊與矽光子,I1 CPO 共封裝光學 / 光引擎,L,2330,2330.TW,台積電,TWSE,DISPLAY_ONLY,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|I 光通訊與矽光子|2330
I 光通訊與矽光子,I1 CPO 共封裝光學 / 光引擎,,6451,6451.TW,訊芯-KY,TWSE,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|I 光通訊與矽光子|6451
I 光通訊與矽光子,I1 CPO 共封裝光學 / 光引擎,L,3711,3711.TW,日月光投控,TWSE,DISPLAY_ONLY,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|I 光通訊與矽光子|3711
I 光通訊與矽光子,I2 FAU 光纖陣列 / 精密光學耦合,L,3363,3363.TW,上詮,TWSE,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|I 光通訊與矽光子|3363
I 光通訊與矽光子,I2 FAU 光纖陣列 / 精密光學耦合,L,3008,3008.TW,大立光,TWSE,DISPLAY_ONLY,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|I 光通訊與矽光子|3008
I 光通訊與矽光子,I2 FAU 光纖陣列 / 精密光學耦合,,3450,3450.TWO,聯鈞,TPEX,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|I 光通訊與矽光子|3450
I 光通訊與矽光子,I3 雷射源 / 三五族磊晶,L,3081,3081.TW,聯亞,TWSE,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|I 光通訊與矽光子|3081
I 光通訊與矽光子,I3 雷射源 / 三五族磊晶,,2455,2455.TW,全新,TWSE,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|I 光通訊與矽光子|2455
I 光通訊與矽光子,I3 雷射源 / 三五族磊晶,,3450,3450.TWO,聯鈞,TPEX,DISPLAY_ONLY,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|I 光通訊與矽光子|3450
I 光通訊與矽光子,I4 光收發模組 / 光被動元件,L,6442,6442.TWO,光聖,TPEX,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|I 光通訊與矽光子|6442
I 光通訊與矽光子,I4 光收發模組 / 光被動元件,P,4979,4979.TWO,華星光,TPEX,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|I 光通訊與矽光子|4979
I 光通訊與矽光子,I4 光收發模組 / 光被動元件,L,3163,3163.TWO,波若威,TPEX,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|I 光通訊與矽光子|3163
I 光通訊與矽光子,I4 光收發模組 / 光被動元件,,4908,4908.TWO,前鼎,TPEX,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|I 光通訊與矽光子|4908
I 光通訊與矽光子,I4 光收發模組 / 光被動元件,P,4977,4977.TWO,眾達-KY,TPEX,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|I 光通訊與矽光子|4977
I 光通訊與矽光子,I4 光收發模組 / 光被動元件,L,3081,3081.TW,聯亞,TWSE,DISPLAY_ONLY,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|I 光通訊與矽光子|3081
I 光通訊與矽光子,I5 交換器 / 白牌網通設備,L,2345,2345.TW,智邦,TWSE,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|I 光通訊與矽光子|2345
I 光通訊與矽光子,I5 交換器 / 白牌網通設備,G,3380,3380.TW,明泰,TWSE,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|I 光通訊與矽光子|3380
I 光通訊與矽光子,I5 交換器 / 白牌網通設備,P,3596,3596.TW,智易,TWSE,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|I 光通訊與矽光子|3596
I 光通訊與矽光子,I5 交換器 / 白牌網通設備,P,5388,5388.TW,中磊,TWSE,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|I 光通訊與矽光子|5388
I 光通訊與矽光子,I5 交換器 / 白牌網通設備,P,6285,6285.TW,啟碁,TWSE,DISPLAY_ONLY,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|I 光通訊與矽光子|6285
I 光通訊與矽光子,I5 交換器 / 白牌網通設備,,3025,3025.TWO,星通,TPEX,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|I 光通訊與矽光子|3025
J 被動元件,J1 MLCC 積層陶瓷電容,L,2327,2327.TW,國巨,TWSE,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|J 被動元件|2327
J 被動元件,J1 MLCC 積層陶瓷電容,P,2492,2492.TW,華新科,TWSE,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|J 被動元件|2492
J 被動元件,J1 MLCC 積層陶瓷電容,G,3026,3026.TWO,禾伸堂,TPEX,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|J 被動元件|3026
J 被動元件,J1 MLCC 積層陶瓷電容,P,6173,6173.TWO,信昌電,TPEX,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|J 被動元件|6173
J 被動元件,J1 MLCC 積層陶瓷電容,,8043,8043.TW,蜜望實,TWSE,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|J 被動元件|8043
J 被動元件,J2 晶片電阻 Chip Resistor,L,2327,2327.TW,國巨,TWSE,DISPLAY_ONLY,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|J 被動元件|2327
J 被動元件,J2 晶片電阻 Chip Resistor,P,2492,2492.TW,華新科,TWSE,DISPLAY_ONLY,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|J 被動元件|2492
J 被動元件,J2 晶片電阻 Chip Resistor,P,3624,3624.TWO,光頡,TPEX,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|J 被動元件|3624
J 被動元件,J2 晶片電阻 Chip Resistor,L,2478,2478.TW,大毅,TWSE,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|J 被動元件|2478
J 被動元件,J3 電感 / TLVR / 磁性元件,L,3357,3357.TW,臺慶科,TWSE,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|J 被動元件|3357
J 被動元件,J3 電感 / TLVR / 磁性元件,,6771,6771.TW,三集瑞-KY,TWSE,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|J 被動元件|6771
J 被動元件,J3 電感 / TLVR / 磁性元件,P,4767,4767.TW,乾坤,TWSE,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|J 被動元件|4767
J 被動元件,J3 電感 / TLVR / 磁性元件,,6155,6155.TWO,鈞寶,TPEX,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|J 被動元件|6155
J 被動元件,J3 電感 / TLVR / 磁性元件,G,2456,2456.TW,奇力新(已併國巨),TWSE,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|J 被動元件|2456
J 被動元件,J3 電感 / TLVR / 磁性元件,,3236,3236.TWO,千如,TPEX,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|J 被動元件|3236
J 被動元件,J3 電感 / TLVR / 磁性元件,G,5328,5328.TWO,華容,TPEX,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|J 被動元件|5328
J 被動元件,J4 鋁電解 / 固態電容,,6449,6449.TWO,鈺邦,TPEX,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|J 被動元件|6449
J 被動元件,J4 鋁電解 / 固態電容,L,2472,2472.TW,立隆電,TWSE,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|J 被動元件|2472
J 被動元件,J4 鋁電解 / 固態電容,L,2375,2375.TW,凱美,TWSE,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|J 被動元件|2375
J 被動元件,J4 鋁電解 / 固態電容,,8042,8042.TWO,金山電,TPEX,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|J 被動元件|8042
J 被動元件,J5 保護元件,,2428,2428.TW,興勤,TWSE,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|J 被動元件|2428
J 被動元件,J5 保護元件,,6224,6224.TW,聚鼎,TWSE,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|J 被動元件|6224
J 被動元件,J5 保護元件,P,6284,6284.TW,佳邦,TWSE,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|J 被動元件|6284
J 被動元件,J6 石英 / 頻率元件,,3042,3042.TW,晶技,TWSE,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|J 被動元件|3042
J 被動元件,J6 石英 / 頻率元件,,2484,2484.TW,希華,TWSE,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|J 被動元件|2484
J 被動元件,J6 石英 / 頻率元件,,8182,8182.TWO,加高,TPEX,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|J 被動元件|8182
J 被動元件,J7 LTCC / 高頻被動模組,,3152,3152.TWO,璟德,TPEX,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|J 被動元件|3152
J 被動元件,J7 LTCC / 高頻被動模組,P,2492,2492.TW,華新科,TWSE,DISPLAY_ONLY,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|J 被動元件|2492
J 被動元件,J7 LTCC / 高頻被動模組,P,6284,6284.TW,佳邦,TWSE,DISPLAY_ONLY,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|J 被動元件|6284
J 被動元件,J8 變壓器 / PoE 磁性元件,,6821,6821.TWO,聯寶,TPEX,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|J 被動元件|6821
J 被動元件,J8 變壓器 / PoE 磁性元件,,3207,3207.TWO,耀勝,TPEX,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|J 被動元件|3207
J 被動元件,J8 變壓器 / PoE 磁性元件,L,2308,2308.TW,台達電,TWSE,DISPLAY_ONLY,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|J 被動元件|2308
J 被動元件,J9 被動元件材料 / 設備,P,6173,6173.TWO,信昌電,TPEX,DISPLAY_ONLY,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|J 被動元件|6173
J 被動元件,J9 被動元件材料 / 設備,,6127,6127.TWO,九豪,TPEX,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|J 被動元件|6127
