"Time","Round","Scope","Layer","Name","Status","Risk","FixClass","Priority","Mode","Metric","Value","Message","Path"
"2026-06-10 12:33:58","Round2","TEST_DEBUG","PYTHON_FILE","VIS_VRN_Q1_AliasRoutePatch_v0100.py","OK_PY_COMPILE","LOW","PARALLEL_SAFE","P0","NO_FETCH","py_compile","ok","Python compile OK.","C:\\Users\\tonyk\\Downloads\\VeritasIntelligenceAnalytics\\supportive modules\\70_VRN_Rules\\VIS_VRN_Q1_AliasRoutePatch_v0100.py"
"2026-06-10 12:33:58","Round2","TEST_DEBUG","PYTHON_FILE","VIS_VRN_TableGeometryReconstructor_v0101.py","OK_PY_COMPILE","LOW","PARALLEL_SAFE","P0","NO_FETCH","py_compile","ok","Python compile OK.","C:\\Users\\tonyk\\Downloads\\VeritasIntelligenceAnalytics\\supportive modules\\70_VRN_Rules\\VIS_VRN_TableGeometryReconstructor_v0101.py"
"2026-06-10 12:33:58","Round2","TEST_DEBUG","PYTHON_FILE","VIS_VRN_TableHeaderPeriodOriginalRestore_v0100.py","OK_PY_COMPILE","LOW","PARALLEL_SAFE","P0","NO_FETCH","py_compile","ok","Python compile OK.","C:\\Users\\tonyk\\Downloads\\VeritasIntelligenceAnalytics\\supportive modules\\70_VRN_Rules\\VIS_VRN_TableHeaderPeriodOriginalRestore_v0100.py"
"2026-06-10 12:33:58","Round2","TEST_DEBUG","PYTHON_FILE","VIS_VRN_TWOfficialYFinance_v06051.py","OK_PY_COMPILE","LOW","PARALLEL_SAFE","P0","NO_FETCH","py_compile","ok","Python compile OK.","C:\\Users\\tonyk\\Downloads\\VeritasIntelligenceAnalytics\\supportive modules\\70_VRN_Rules\\VIS_VRN_TWOfficialYFinance_v06051.py"
"2026-06-10 12:33:58","Round2","TEST_DEBUG","PYTHON_FILE","VETF_VIA_HardGate_SealEngine.py","OK_PY_COMPILE","LOW","PARALLEL_SAFE","P0","NO_FETCH","py_compile","ok","Python compile OK.","C:\\Users\\tonyk\\Downloads\\VeritasIntelligenceAnalytics\\supportive modules\\80_VETF_Supportive_Sort\\VETF_VIA_HardGate_SealEngine.py"
"2026-06-10 12:33:58","Round2","TEST_DEBUG","PYTHON_FILE","VETF_VIA_RegistryCore_v1.py","OK_PY_COMPILE","LOW","PARALLEL_SAFE","P0","NO_FETCH","py_compile","ok","Python compile OK.","C:\\Users\\tonyk\\Downloads\\VeritasIntelligenceAnalytics\\supportive modules\\80_VETF_Supportive_Sort\\VETF_VIA_RegistryCore_v1.py"
"2026-06-10 12:33:58","Round2","TEST_DEBUG","PYTHON_FILE","VETF_VIA_Runtime_Bridge_All_in_One.py","OK_PY_COMPILE","LOW","PARALLEL_SAFE","P0","NO_FETCH","py_compile","ok","Python compile OK.","C:\\Users\\tonyk\\Downloads\\VeritasIntelligenceAnalytics\\supportive modules\\80_VETF_Supportive_Sort\\VETF_VIA_Runtime_Bridge_All_in_One.py"
"2026-06-10 12:33:58","Round2","TEST_DEBUG","PYTHON_FILE","VETF_VIA_RuntimeImportFirewall.py","OK_PY_COMPILE","LOW","PARALLEL_SAFE","P0","NO_FETCH","py_compile","ok","Python compile OK.","C:\\Users\\tonyk\\Downloads\\VeritasIntelligenceAnalytics\\supportive modules\\80_VETF_Supportive_Sort\\VETF_VIA_RuntimeImportFirewall.py"
"2026-06-10 12:33:58","Round2","TEST_DEBUG","PYTHON_FILE","VETF_VIA_SSOT_Unified.py","OK_PY_COMPILE","LOW","PARALLEL_SAFE","P0","NO_FETCH","py_compile","ok","Python compile OK.","C:\\Users\\tonyk\\Downloads\\VeritasIntelligenceAnalytics\\supportive modules\\80_VETF_Supportive_Sort\\VETF_VIA_SSOT_Unified.py"
"2026-06-10 12:33:58","Round2","TEST_DEBUG","PYTHON_FILE","VETF_VIA_Supportive_Runtime_HardGate_Bridge.py","OK_PY_COMPILE","LOW","PARALLEL_SAFE","P0","NO_FETCH","py_compile","ok","Python compile OK.","C:\\Users\\tonyk\\Downloads\\VeritasIntelligenceAnalytics\\supportive modules\\80_VETF_Supportive_Sort\\VETF_VIA_Supportive_Runtime_HardGate_Bridge.py"
"2026-06-10 12:33:58","Round2","TEST_DEBUG","PYTHON_FILE","VETF_VIS_InstallHealthRegistry.py","OK_PY_COMPILE","LOW","PARALLEL_SAFE","P0","NO_FETCH","py_compile","ok","Python compile OK.","C:\\Users\\tonyk\\Downloads\\VeritasIntelligenceAnalytics\\supportive modules\\80_VETF_Supportive_Sort\\VETF_VIS_InstallHealthRegistry.py"
"2026-06-10 12:33:58","Round2","TEST_DEBUG","PYTHON_FILE","VETF_VIS_VRN_FinancialRescueRules_v06126.py","OK_PY_COMPILE","LOW","PARALLEL_SAFE","P0","NO_FETCH","py_compile","ok","Python compile OK.","C:\\Users\\tonyk\\Downloads\\VeritasIntelligenceAnalytics\\supportive modules\\80_VETF_Supportive_Sort\\VETF_VIS_VRN_FinancialRescueRules_v06126.py"
"2026-06-10 12:33:58","Round2","TEST_DEBUG","PYTHON_FILE","VETF_VIS_VRN_FinancialSSOT_v0608.py","OK_PY_COMPILE","LOW","PARALLEL_SAFE","P0","NO_FETCH","py_compile","ok","Python compile OK.","C:\\Users\\tonyk\\Downloads\\VeritasIntelligenceAnalytics\\supportive modules\\80_VETF_Supportive_Sort\\VETF_VIS_VRN_FinancialSSOT_v0608.py"
"2026-06-10 12:33:58","Round2","TEST_DEBUG","PYTHON_FILE","VETF_VIS_VRN_HistoricalValidationPolicy_v0100.py","OK_PY_COMPILE","LOW","PARALLEL_SAFE","P0","NO_FETCH","py_compile","ok","Python compile OK.","C:\\Users\\tonyk\\Downloads\\VeritasIntelligenceAnalytics\\supportive modules\\80_VETF_Supportive_Sort\\VETF_VIS_VRN_HistoricalValidationPolicy_v0100.py"
"2026-06-10 12:33:58","Round3","DATASTORE","CORE_TABLE","VDF_TW_EquityUniverse","OK_DATA_READY","LOW","PARALLEL_SAFE","P0","NO_FETCH","rows","1362","Core data table files exist and rows > 0.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\DATABASE\VDF_TW_EquityUniverse.csv"
"2026-06-10 12:33:58","Round3","DATASTORE","CORE_TABLE","VDF_TW_TradingStats","OK_DATA_READY","LOW","PARALLEL_SAFE","P0","NO_FETCH","rows","1078","Core data table files exist and rows > 0.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\DATABASE\VDF_TW_TradingStats.csv"
"2026-06-10 12:33:58","Round3","DATASTORE","CORE_TABLE","VDF_TW_IndexDaily","OK_DATA_READY","LOW","PARALLEL_SAFE","P0","NO_FETCH","rows","20","Core data table files exist and rows > 0.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\DATABASE\VDF_TW_IndexDaily.csv"
"2026-06-10 12:33:58","Round3","DATASTORE","CORE_TABLE","VDF_TPEX_Raw_Securities","OK_DATA_READY","LOW","PARALLEL_SAFE","P0","NO_FETCH","rows","809","Core data table files exist and rows > 0.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\DATABASE\VDF_TPEX_Raw_Securities.csv"
"2026-06-10 12:33:58","Round3","DATASTORE","CORE_TABLE","VDF_TPEX_Raw_MainboardDailyCloseQuotes","OK_DATA_READY","LOW","PARALLEL_SAFE","P0","NO_FETCH","rows","10211","Core data table files exist and rows > 0.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\DATABASE\VDF_TPEX_Raw_MainboardDailyCloseQuotes.csv"
"2026-06-10 12:33:58","Round3","DATASTORE","CORE_TABLE","VDF_TW_MonthlyRevenue","OK_DATA_READY","LOW","PARALLEL_SAFE","P0","NO_FETCH","rows","1078","Core data table files exist and rows > 0.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\DATABASE\VDF_TW_MonthlyRevenue.csv"
"2026-06-10 12:33:58","Round3","DATASTORE","CORE_TABLE","VDF_MOPS_Raw_MonthlyRevenue_Listed","OK_DATA_READY","LOW","PARALLEL_SAFE","P0","NO_FETCH","rows","1078","Core data table files exist and rows > 0.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\DATABASE\VDF_MOPS_Raw_MonthlyRevenue_Listed.csv"
"2026-06-10 12:33:58","Round3","NINE_HEAD_RISK_CONTROL","DEFERRED_FLOW","MOPS OTC MonthlyRevenue endpoint","OK_DEFERRED","MEDIUM","SEQUENTIAL_DEFERRED","P2","NO_FETCH","gate","deferred","Endpoint/raw output deferred. Do not block canonical MonthlyRevenue.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\DATABASE\VDF_MOPS_Raw_MonthlyRevenue_OTC.csv"
"2026-06-10 12:33:58","Round3","NINE_HEAD_RISK_CONTROL","DEFERRED_FLOW","MOPS CompanyProfile","OK_DEFERRED","MEDIUM","SEQUENTIAL_DEFERRED","P2","NO_FETCH","gate","deferred","Must be separate v023 gate, not mixed into MonthlyRevenue.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\DATABASE\VDF_TW_CompanyProfile.csv"
"2026-06-10 12:33:58","Round3","NINE_HEAD_RISK_CONTROL","DEFERRED_FLOW","MOPS FinancialStatement","OK_DEFERRED","MEDIUM","SEQUENTIAL_DEFERRED","P2","NO_FETCH","gate","deferred","High risk; defer until CompanyProfile gate succeeds.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\DATABASE\VDF_TW_FinancialStatement.csv"
"2026-06-10 12:33:58","Round3","NINE_HEAD_RISK_CONTROL","DEFERRED_FLOW","MOPS FinancialRatio","OK_DEFERRED","MEDIUM","SEQUENTIAL_DEFERRED","P2","NO_FETCH","gate","deferred","High risk; defer until FinancialStatement seal exists.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\DATABASE\VDF_TW_FinancialRatio.csv"
"2026-06-10 12:33:58","Round3","NINE_HEAD_RISK_CONTROL","DEFERRED_FLOW","FRED/AkShare capability probe","OK_DEFERRED","MEDIUM","SEQUENTIAL_DEFERRED","P2","NO_FETCH","gate","deferred","Next low-related flow should be probe-only, not broad fetch.",""
"2026-06-10 12:33:58","Round3","CONSOLIDATE","LOCAL_FREE_LIBS","VDF_Top10_LocalFreeLibs_ModuleIntegration_v023.json","OK","LOW","PARALLEL_SAFE","P0","NO_FETCH","json_parse","ok","JSON parse OK.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_FULL_SYSTEM_MODULE_INTEGRATION_AUDIT_v023_20260610_123356\registry\VDF_Top10_LocalFreeLibs_ModuleIntegration_v023.json"
"2026-06-10 12:33:58","Round3","CONSOLIDATE","IMPORT_AUDIT_JSON","VDF_ModuleIntegration_Audit_v023.json","OK","LOW","PARALLEL_SAFE","P0","NO_FETCH","json_parse","ok","JSON parse OK.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_FULL_SYSTEM_MODULE_INTEGRATION_AUDIT_v023_20260610_123356\registry\VDF_ModuleIntegration_Audit_v023.json"
"2026-06-10 12:33:58","Round3","CONSOLIDATE","REPAIR_PLAN_JSON","VDF_ThreeRound_RepairGate_Plan_v023.json","OK","LOW","PARALLEL_SAFE","P0","NO_FETCH","json_parse","ok","JSON parse OK.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_FULL_SYSTEM_MODULE_INTEGRATION_AUDIT_v023_20260610_123356\plan\VDF_ThreeRound_RepairGate_Plan_v023.json"
"2026-06-10 12:33:58","Round3","CONSOLIDATE","ACTIVE_POINTER","VDF_ACTIVE_POINTER.json","OK","LOW","PARALLEL_SAFE","P0","NO_FETCH","update","complete","Active pointer updated with v023 module integration audit.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_ACTIVE_POINTER.json"
