"def_severity","def_normalized_key","def_occurrences","def_distinct_values","def_groups","def_sample_values","def_sample_files"
"P3_UI_OR_NOISE","valuation_22x","3","3","GENERAL","""22x"" in str(row.get(""valuation_method"")) || true || ""22x"" in str(summary.get(""valuation_method""))","VRN_MDL018_VRN_MDL_SummaryPipelineBridge_AIO_v01__CORE__v01.py; VRN_MDL196_summary_bridge_selftest__MODULE__v0_0.json; VRN_MDL207_VRN_MDL_HomepageSummarizer_Router_v01__MODULE__v01.py"
"P3_UI_OR_NOISE","yf_yf_target_median","18","3","DATA_SOURCE","""29.0"" || ""39.0"" || NaN","VRN_MDL273_VRN_v140H_ReadOnly_Production_Verify__MODULE__v140H.json; VRN_MDL274_SOURCE_VRN_v140G_Production_DuckDB_Commit_Final_Seal__BASICINFO__v140G.json; VRN_MDL275_VRN_v140G_Production_DuckDB_Commit_Final_Seal__GOVERNANCE__v140G.json; VRN_MDL276_VRN_v140D_Sandbox_DuckDB_Writer_Gate__MODULE__v140D.json"
"P3_UI_OR_NOISE","RestoreMethodCount","6","3","GENERAL","120 || 117 || 114","VRN_MDL010_VRN_BasicFinancial_Confidence_Method_Review__FINANCIALDATA__v0_0.json; VRN_MDL011_VRN_BasicFinancial_Confidence_Method_Review__FINANCIALDATA__v0_0.json; VRN_MDL012_VRN_BasicFinancial_Confidence_Method_Review__FINANCIALDATA__v0_0.json; VRN_MDL107_VRN_CONFIDENCE_METHOD_POLICY__SUPPORT_RULE__v0_0.json; VRN_MDL108_VRN_CONFIDENCE_METHOD_POLICY__SUPPORT_RULE__v0_0.json; VRN_MDL109_VRN_CONFIDENCE_METHOD_POLICY__SUPPORT_RULE__v0_0.json"
"P3_UI_OR_NOISE","yyyymm","109","3","GENERAL","""11504"" || yyyymm = str(pick(row, [""資料年月"",""年月"",""營收年月"",""出表日期""])).strip() || yyyymm","VDF_TW_MonthlyRevenue.json; vdf_mops_monthly_revenue_seed_v022.py"
"P3_UI_OR_NOISE","preview_rows_total","7","3","GENERAL","150 || 0 || result[""preview_rows_total""]","VDF_AkShare_CanonicalMappingGatePlan_v0277.json; VDF_AkShare_CanonicalMappingGate_Matrix_v0277.json; VDF_AkShare_MergeReadinessGate_v0277.json; vdf_akshare_canonical_mapping_gate_result_v0277.json; vdf_akshare_canonical_mapping_gate_v0277.py"
"P3_UI_OR_NOISE","restore_rows","3","3","PATH_IO;SCHEMA_FIELD","restore_rows = def_flow_b_targeted_restore(input_dir, target_files, evidence_rows) || restore_rows = [r for r in router_rows if def_clean_text(r.get(""Repair Route"")) == ""TARGETED_TABLE_RESTORE_REQUIRED""] || restore_rows = [r for r in route_rows if r[""Repair Route""] == ""TARGETED_TABLE_RESTORE_REQUIRED""]","VRN_MDL215_vrn_financialdata_triflow_staging_v06153__FINANCIALDATA__v06153.py; VRN_MDL242_vrn_financialdata_row_level_join_repair_v06153__FINANCIALDATA__v06153.py; VRN_MDL244_vrn_financialdata_repair_router_v06151__FINANCIALDATA__v06151.py"
"P3_UI_OR_NOISE","ENABLE_THREADPOOL","5","3","GENERAL","ENABLE_THREADPOOL     = True   # 並發批次抓取 || ENABLE_THREADPOOL = True || ENABLE_THREADPOOL  = True","VDF_MDL002_YFinanceFetchingEngine.py; VDF_MDL003_SentimentMacroEngine.py; VDF_MDL004_TWFullMarketEngine.py; VDF_MDL005_TWStockFilter.py; VDF_MDL006_FinancialModel.py"
"P3_UI_OR_NOISE","target_with_text","6","3","GENERAL","3 || target_with_text=len(target_keys & text_keys) || target_with_text,""target_without_text"":target_without_text","VRN_BrokerBackfill_PythonRuntime_v029VRN1C41.json; vrn_broker_backfill_v1c4.py"
"P3_UI_OR_NOISE","ValidationRisk","190","3","GOVERNANCE_POLICY;SCHEMA_FIELD","""GREEN"" || ""YELLOW"" || ""GREEN"" if ticker or broker or rdate else ""YELLOW""","StockReportBasicInfo.json; StockReportFinancialData.json; VRN_MDL291_BasicInfo__BASICINFO__v0_0.json; VRN_MDL292_GoogleSheet_BasicInfo_payload__BASICINFO__v0_0.json; vrn_incremental_database_builder.py"
"P3_UI_OR_NOISE","python_risk","5","3","GOVERNANCE_POLICY","""HIGH"" || ""LOW"" || ""MEDIUM""","VDF_MOPSMonthlyRevenueSeed_Manifest_v022.json; VDF_TPEXSmallScopeSeed_Manifest_v021.json; VDF_MOPS_MONTHLY_REVENUE_FINAL_SEAL_v0221.json; VDF_TPEX_SMALL_SCOPE_FINAL_SEAL_v0211.json; VDF_TWSE_OFFICIAL_SEED_FINAL_SEAL_v0181.json"
"P3_UI_OR_NOISE","preview_unique_keys","3","3","GENERAL","1453 || 0 || result[""preview_unique_keys""]","vdf_fred_canonical_key_hygiene_gate_result_v02611.json; vdf_fred_canonical_key_hygiene_gate_v02611.py"
"P3_UI_OR_NOISE","duplicate_keys","12","3","GENERAL","0 || result[""duplicate_keys""] || result[""canonical_duplicate_keys""]","VDF_LATEST_FRED_CANONICAL_POST_MERGE_AUDIT_SEAL_POINTER.json; VDF_LATEST_FRED_GLOBAL_MACRO_MERGE_SEAL_POINTER.json; VDF_FredCandidateToCanonical_MergeExecute_Matrix_v0262.json; vdf_fred_candidate_to_canonical_merge_execute_result_v0262.json; vdf_fred_candidate_to_canonical_merge_execute_v0262.py; VDF_FRED_CANDIDATE_TO_CANONICAL_MERGE_EXECUTE_SEAL_v0262.json; VDF_FredCanonical_PostMergeFinalAuditSeal_Matrix_v0263.json; vdf_fred_canonical_post_merge_final_audit_v0263.py"
"P3_UI_OR_NOISE","ChartType","7","3","VISUAL_LOCK","{ || 'line' || 'candlestick'","VisualRegistry.json; 05567652-0bbf-41fe-afbb-268e193f8b05.html; 350d677a-c89e-46e2-a1ae-665273d93d18.html; VeritasAutoPlot.html; VIA_AutoPilot_MacroMicro_v2.html; VIA_AutoPlot_Ultimate.html"
"P3_UI_OR_NOISE","PreviewCsv","3","3","PATH_IO","$PreviewCsv = Join-Path $PreviewDir ""VDF_AkShare_CanonicalContractPreview_Hotfix_v0278121.csv"" || $PreviewCsv = Join-Path $PreviewDir ""VDF_AkShare_NarrowSource_ContractDryRunPreview_v02782.csv"" || $PreviewCsv  = Join-Path $PreviewDir ""VDF_AkShare_CanonicalContractPreview_v027812.csv""","VDF_AkShare_RawColumnProfile_CanonicalContract_Transcript_v027812_20260611_001630.txt; VDF_VRN_Sync5_Transcript_v0280_20260611_000806.txt"
"P3_UI_OR_NOISE","charts","4","3","VISUAL_LOCK;PATH_IO","[] || n_charts || charts = list(chart_dir.glob(""*.html""))","app.js; VDF_MDL302_FinalActivation.py"
"P3_UI_OR_NOISE","help","3","3","GENERAL;VISUAL_LOCK","help=""Indicators: 'standard', 'all', 'patterns', or comma-separated"") || help=""Chart type to render"") || help=""Export format"")","main.py"
"P3_UI_OR_NOISE","evidence_gate","7","3","SCHEMA_FIELD;GENERAL","[""1. AI 產 candidate"", ""2. Regex/Schema 自動測試"" || [ || ""AI candidate → Regex/Schema Test → 人讀矩陣 → SSOT""","engine (1).py; engine (2).py; engine.py; SSOT_VPNS (1).json; SSOT_VPNS.json"
"P3_UI_OR_NOISE","TableName","15","3","SCHEMA_FIELD","""vrn_basicinfo_consensus"" || ""vrn_financial_actual_canonical"" || ""vrn_basicinfo_consensus JOIN vrn_financial_actual_canonical""","VRN_MDL112_VRN_v140M_Dashboard_ReadOnly_Launch_Pack__BASICINFO__v140M.json; VRN_MDL113_VRN_v140M_Dashboard_ReadOnly_Launch_Pack__REPORT__v140M.json; VRN_MDL114_VRN_v140L_Route_Verify_Dashboard_Readiness__REPORT__v140L.json; VRN_MDL115_source_v140L_route_verify__BASICINFO__v140L.json; VRN_MDL116_VRN_v140L_Route_Verify_Dashboard_Readiness__REPORT__v140L.json"
"P3_UI_OR_NOISE","canonical_unique_keys_before","7","3","GENERAL","1 || 0 || result[""canonical_unique_keys_before""]","VDF_FredCanonical_KeyRepairDryRun_Plan_v02612.json; VDF_FredCanonical_KeyRepairDryRun_Matrix_v02612.json; VDF_FredCanonical_KeyRepairReport_v02612.json; vdf_fred_canonical_key_repair_dryrun_result_v02612.json; vdf_fred_canonical_key_repair_dryrun_v02612.py"
"P3_UI_OR_NOISE","freeze_index_json","13","3","PATH_IO;GENERAL","""C:\\Users\\tonyk\\Downloads\\VeritasIntelligenceAnalytics\\dict\\VDF\\_freeze\\VDF_AKSHARE_FREEZE_SEAL_v0280_20260611_020645\\VDF_AkShare_v0280_FreezeIndex.json"" || freeze_index_json = Path(r""C:\\Users\\tonyk\\Downloads\\VeritasIntelligenceAnalytics\\dict\\VDF\\_freeze\\VDF_AKSHARE_FREEZE_SEAL_v0280_20260611_020645\\VDF_AkShare_v0280_FreezeInd... || str(freeze_index_json)","VDF_ACTIVE_POINTER_before_v02831_20260611_031152.json; VDF_ACTIVE_POINTER_before_v02832_20260611_031541.json; VDF_ACTIVE_POINTER_before_v0283_20260611_024903.json; vdf_akshare_freeze_seal_review_result_v0280.json; vdf_akshare_freeze_seal_review_v0280.py; VDF_ACTIVE_POINTER_before_v0285_20260611_100744.json; VDF_ACTIVE_POINTER_before_v0285_20260611_101304.json; VDF_ACTIVE_POINTER_before_v0284_20260611_033432.json"
"P3_UI_OR_NOISE","US.Prices.CPI.Headline","3","3","DATA_SOURCE;MACRO_SENTIMENT","{""fred_id"": ""CPIAUCSL"",  ""indicator"": ""Headline CPI"" || { || {""FRED:CPIAUCSL"": mk([308,308.5,309,309.5,309.8])}","VDF_MDL003_SentimentMacroEngine.py; VDF_MDL105_CrossValidator.py; VDF_MDL303_RegistryActivation.py"
"P3_UI_OR_NOISE","non_collision_repaired_rows","5","3","GENERAL","30 || non_collision_repaired_rows = 30 || int(len(non_collision))","VDF_AkShare_CollisionResolver_ExecutionGateReview_v027841.json; VDF_AkShare_CollisionResolver_Audit_v027841.json; VDF_AkShare_CollisionResolverGate_Report_v027841.html; vdf_akshare_collision_resolver_gate_result_v027841.json; vdf_akshare_collision_resolver_gate_v027841.py"
"P3_UI_OR_NOISE","US.Credit.HY.OAS","3","3","DATA_SOURCE;GENERAL","{""fred_id"": ""BAMLH0A0HYM2"",  ""indicator"": ""HY OAS Spread"" || { || {""FRED:BAMLH0A0HYM2"": mk([3.5,3.45,3.42,3.38,3.35])","VDF_MDL003_SentimentMacroEngine.py; VDF_MDL105_CrossValidator.py; VDF_MDL303_RegistryActivation.py"
"P3_UI_OR_NOISE","system_hard_errors","9","3","GENERAL","0 || len(system_errors) || len(system_error_rows)","VRN_MDL031_vrn_canonical_english_system_seal_fix_v0569__GOVERNANCE__v0569.json; VRN_MDL032_vrn_canonical_english_system_seal_fix_v0569__GOVERNANCE__v0569.json; VRN_MDL049_v0569_canonical_english_system_seal_fix__GOVERNANCE__v0569.py; VRN_MDL164_vrn_data_trust_granular_calibration_v05692__MODULE__v05692.json; VRN_MDL165_vrn_data_trust_granular_calibration_v05692__MODULE__v05692.json; VRN_MDL166_vrn_duckdb_empty_safe_data_trust_calibration_v05691__MODULE__v05691.json; VRN_MDL167_vrn_duckdb_empty_safe_data_trust_calibration_v05691__MODULE__v05691.json; VRN_MDL266_v05692_data_trust_granular_calibration__MODULE__v05692.py"
"P3_UI_OR_NOISE","orange_rows","4","3","GENERAL","7 || 255 || 0","VRN_MDL062_vrn_financial_ssot_alias_completion_raw_first_v05911__FINANCIALDATA__v05911.json; VRN_MDL063_vrn_financial_ssot_alias_completion_raw_first_v05910__FINANCIALDATA__v05910.json; VRN_MDL161_vrn_financial_ssot_lock_v0600__FINANCIALDATA__v0600.json; VRN_MDL162_vrn_financial_ssot_alias_completion_raw_first_v05912__FINANCIALDATA__v05912.json"
"P3_UI_OR_NOISE","candidate_write_rows","14","3","GENERAL","121 || candidate_write_rows = 121 || int(len(ready))","VDF_ACTIVE_POINTER_before_v02831_20260611_031152.json; VDF_ACTIVE_POINTER_before_v02832_20260611_031541.json; VDF_ACTIVE_POINTER_before_v0283_20260611_024903.json; VDF_ACTIVE_POINTER_before_v0285_20260611_100744.json; VDF_ACTIVE_POINTER_before_v0285_20260611_101304.json; VDF_ACTIVE_POINTER_before_v0284_20260611_033432.json; VDF_AkShare_v0281_UserApprovalGate.json; VDF_AkShare_v0281_WriteStageDesign.json"
"P3_UI_OR_NOISE","candidate_unique_keys","11","3","GENERAL","1452 || 0 || result[""candidate_unique_keys""]","VDF_FredCanonical_KeyHygieneGate_Plan_v02611.json; VDF_FredCanonical_KeyHygieneGate_Matrix_v02611.json; vdf_fred_canonical_key_hygiene_gate_result_v02611.json; vdf_fred_canonical_key_hygiene_gate_v02611.py; VDF_FredCanonical_KeyRepairDryRun_Plan_v02612.json; VDF_FredCanonical_KeyRepairDryRun_Matrix_v02612.json; VDF_FredCanonical_KeyRepairReport_v02612.json; vdf_fred_canonical_key_repair_dryrun_result_v02612.json"
"P3_UI_OR_NOISE","US.Commodity.WTI","4","3","DATA_SOURCE;GENERAL","{""fred_id"": ""DCOILWTICO"", ""indicator"": ""WTI Crude Oil Spot"" || { || {""FRED:DCOILWTICO"": mk([74,74.5,75,75.1,75.2])","VDF_MDL003_SentimentMacroEngine.py; VDF_MDL105_CrossValidator.py; VDF_MDL303_RegistryActivation.py"
"P3_UI_OR_NOISE","candidate_symbol_count","4","3","GENERAL","5 || 0 || result[""candidate_symbol_count""]","VDF_FredCandidateToCanonical_MergeGatePlan_v026.json; vdf_fred_candidate_to_canonical_merge_gate_result_v026.json; vdf_fred_candidate_to_canonical_merge_gate_v026.py"
"P3_UI_OR_NOISE","candidate_run_json","4","3","PATH_IO;GENERAL","""C:\\Users\\tonyk\\Downloads\\VeritasIntelligenceAnalytics\\dict\\VDF\\_active\\VDF_AKSHARE_SMALL_SCOPE_CANDIDATE_SEED_STAGING_v0274_20260610_145249\\registry\\VDF_AkShare_Candidat... || str(result_json) || ""C:\\Users\\tonyk\\Downloads\\VeritasIntelligenceAnalytics\\dict\\VDF\\_active\\VDF_AKSHARE_SMALL_SCOPE_CANDIDATE_SEED_STAGING_v0274_20260610_145643\\registry\\VDF_AkShare_Candidat...","vdf_akshare_candidate_seed_staging_result_v0274.json; vdf_akshare_candidate_seed_staging_v0274.py"
"P3_UI_OR_NOISE","candidate_run_csv","4","3","PATH_IO;GENERAL","""C:\\Users\\tonyk\\Downloads\\VeritasIntelligenceAnalytics\\dict\\VDF\\_active\\VDF_AKSHARE_SMALL_SCOPE_CANDIDATE_SEED_STAGING_v0274_20260610_145249\\registry\\VDF_AkShare_Candidat... || str(result_csv) || ""C:\\Users\\tonyk\\Downloads\\VeritasIntelligenceAnalytics\\dict\\VDF\\_active\\VDF_AKSHARE_SMALL_SCOPE_CANDIDATE_SEED_STAGING_v0274_20260610_145643\\registry\\VDF_AkShare_Candidat...","vdf_akshare_candidate_seed_staging_result_v0274.json; vdf_akshare_candidate_seed_staging_v0274.py"
"P3_UI_OR_NOISE","header_context","3","3","SCHEMA_FIELD;GENERAL","str = """"        # text above table (F01) || str = """" || header_context = ctx_text,","VRN_MDL004_OCR_FetchingPDFTable_v1.py"
"P3_UI_OR_NOISE","candidate_rows_total","24","3","GENERAL","150 || 0 || result[""candidate_rows_total""]","VDF_AkShare_CandidateToCanonicalMergeGateReviewPlan_v0276.json; VDF_AkShare_CandidateMergePreview_v0276.json; VDF_AkShare_CandidateToCanonicalMergeGateReview_Matrix_v0276.json; vdf_akshare_candidate_to_canonical_merge_gate_review_result_v0276.json; vdf_akshare_candidate_to_canonical_merge_gate_review_v0276.py; VDF_AkShare_CanonicalMappingGatePlan_v0277.json; VDF_AkShare_CanonicalMappingGate_Matrix_v0277.json; VDF_AkShare_MergeReadinessGate_v0277.json"
"P3_UI_OR_NOISE","AnchorHint","33","3","ENGINE;GENERAL","""append guarded import bridge under AI_APPEND_ONLY anchor"" || ""add launcher bridge variables for Aegis/Celeritas/EnvManager"" || ""covered""","VRN_MDL034_VRN_v139N2_Header_Normalized_Rescore_Matrix__MODULE__v139N2.json"
"P3_UI_OR_NOISE","candidate_parquet","3","3","PATH_IO;GENERAL;DATA_SOURCE","""C:\\Users\\tonyk\\Downloads\\VeritasIntelligenceAnalytics\\dict\\VDF\\DATABASE\\VDF_Global_Macro_FRED_SmallScope_Candidate.parquet"" || str(can_parquet) || candidate_parquet = db / ""VDF_Global_Macro_FRED_SmallScope_Candidate.parquet""","vdf_fred_small_scope_seed_result_v0251.json; vdf_fred_small_scope_seed_v0251.py; vdf_fred_canonical_post_merge_final_audit_v0263.py"
"P3_UI_OR_NOISE","candidate_manifest","12","3","PATH_IO","""C:\\Users\\tonyk\\Downloads\\VeritasIntelligenceAnalytics\\dict\\VDF\\_active\\VDF_AKSHARE_SMALL_SCOPE_CANDIDATE_SEED_STAGING_v0274_20260610_145249\\registry\\VDF_AkShare_Candidat... || str(manifest_path) || ""C:\\Users\\tonyk\\Downloads\\VeritasIntelligenceAnalytics\\dict\\VDF\\_active\\VDF_AKSHARE_SMALL_SCOPE_CANDIDATE_SEED_STAGING_v0274_20260610_145643\\registry\\VDF_AkShare_Candidat...","VDF_AkShare_CandidateSeedStagingPlan_v0274.json; VDF_AkShare_SmallScopeCandidateSeedStaging_Matrix_v0274.json; vdf_akshare_candidate_seed_staging_result_v0274.json; vdf_akshare_candidate_seed_staging_v0274.py; VDF_LATEST_AKSHARE_CANDIDATE_STAGING_SEAL_POINTER.json; VDF_AKSHARE_CANDIDATE_STAGING_FINAL_SEAL_v0275.json"
"P3_UI_OR_NOISE","primary_db","13","3","PATH_IO;GENERAL","Path || primary_db=primary_duckdb, || primary_db = Path(sys.argv[3])","VRN_MDL035_vrn_real_commit_argfix_backup_postcheck_v0615711__MODULE__v0615711.py; VRN_MDL036_vrn_real_commit_backup_postcheck_rollback_v061571__MODULE__v061571.py; VRN_MDL037_vrn_real_commit_backup_postcheck_rollback_v061571__MODULE__v061571.py; VRN_MDL092_vrn_post_commit_production_seal_v0615721__GOVERNANCE__v0615721.py; VRN_MDL227_vrn_business_validation_report_v061574__REPORT__v061574.py; VRN_MDL228_vrn_business_validation_report_v061574__REPORT__v061574.py; VRN_MDL229_vrn_business_validation_report_v061574__REPORT__v061574.py"
"P3_UI_OR_NOISE","table_exists","8","3","SCHEMA_FIELD","False || table_exists = int(con.execute( || true","VRN_MDL092_vrn_post_commit_production_seal_v0615721__GOVERNANCE__v0615721.py; VRN_MDL227_vrn_business_validation_report_v061574__REPORT__v061574.py; VRN_MDL228_vrn_business_validation_report_v061574__REPORT__v061574.py; VRN_MDL229_vrn_business_validation_report_v061574__REPORT__v061574.py; VRN_MDL273_VRN_v140H_ReadOnly_Production_Verify__MODULE__v140H.json"
"P3_UI_OR_NOISE","BAMLH0A0HYM2","6","3","GENERAL;SCHEMA_FIELD;DATA_SOURCE","""ICE BofA US HY OAS"" || { name: ""HY Credit Spread"", unit: ""%"", freq: ""d"", transform: ""val"" } || {""yf"": ""HYG"",  ""tol_pct"": None, ""trust_low"": True, ""note"": ""HYG inverse proxy""}","engine_data (1).json; engine_data (2).json; engine_data.json; app.js; VDF_MDL201_GenerateFullRegistry.py"
"P3_UI_OR_NOISE","envName","4","3","GENERAL","$envName = $grp.Name; if (-not $envName) { continue } || 'vis_venv' || document.getElementById('envName').value","VIA_VEGN_Step1_v32.ps1; VIA_ModuleMarketplace_v1.html"
"P3_UI_OR_NOISE","candidate_copy_csv","4","3","PATH_IO;GENERAL","""C:\\Users\\tonyk\\Downloads\\VeritasIntelligenceAnalytics\\dict\\VDF\\_active\\VDF_AKSHARE_WRITE_DRYRUN_COMPARE_v0282_20260611_024351\\preview\\VDF_AkShare_v0282_CandidateRows_Cop... || candidate_copy_csv = Path(r""C:\\Users\\tonyk\\Downloads\\VeritasIntelligenceAnalytics\\dict\\VDF\\_active\\VDF_AKSHARE_WRITE_DRYRUN_COMPARE_v0282_20260611_024351\\preview\\VDF_AkSh... || str(candidate_copy_csv)","VDF_AkShare_v0282_DryRunCompareSummary.json; vdf_akshare_write_dryrun_compare_result_v0282.json; vdf_akshare_write_dryrun_compare_v0282.py"
"P3_UI_OR_NOISE","primary_blks","3","3","PATH_IO","primary_blks = engine_paddleocr(pdf_path, page_no) || primary_blks = (engine_pymupdf(pdf_path, page_no)     if eng_a == ""pymupdf"" || primary_blks = engine_pdfminer(pdf_path, page_no)","VRN_MDL005_OCRFetchingPDFText_v1.py"
"P3_UI_OR_NOISE","hasTitle","258","3","GENERAL","true || $hasTitle = $text -match ""<title"" || hasTitle    = $hasTitle","VDF_VRN_HtmlUiAudit_Hotfix_v02801.json; VDF_VRN_HtmlUiAudit_v0280.json; VDF_VRN_Sync5_Transcript_v0280_20260611_000806.txt"
"P3_UI_OR_NOISE","HasTimeoutText","39","3","GENERAL","true || ""False"" || ""True""","VRN_MDL004_VRN_v139Q_Final_Yellow_Fix_Matrix__MODULE__v139Q.json; VRN_MDL034_VRN_v139N2_Header_Normalized_Rescore_Matrix__MODULE__v139N2.json"
"P3_UI_OR_NOISE","grid-area","3","3","GENERAL","logo; || titles; || status;","VRN_Report_Grid.html"
"P3_UI_OR_NOISE","no_db_write","5","3","GENERAL","no_db_write = $true || true || True","VDF_AkShare_GeneratedScriptReview_Transcript_v0285_20260611_100744.txt; VIA_VDF_VRN_5Lane_Plan_v02851.json; VIA_UserTestGate_v02864.json; VIA_UserTestGate_v02863.json; VRN_MDL239_vrn_new_report_format_system_default_installer_v06155__REPORT__v06155.py"
"P3_UI_OR_NOISE","system_errors","3","3","GENERAL","system_errors = [] || system_errors || system_error_rows","VRN_MDL049_v0569_canonical_english_system_seal_fix__GOVERNANCE__v0569.py; VRN_MDL267_v05691_duckdb_empty_safe_data_trust_calibration__MODULE__v05691.py"
"P3_UI_OR_NOISE","US.Rates.Treasury.10Y","4","3","DATA_SOURCE;GENERAL","{""fred_id"": ""DGS10"",     ""indicator"": ""10Y Treasury"" || { || {""FRED:DGS10"": mk([4.45,4.48,4.49,4.50,4.50])","VDF_MDL003_SentimentMacroEngine.py; VDF_MDL105_CrossValidator.py; VDF_MDL303_RegistryActivation.py"
"P3_UI_OR_NOISE","cache_json","4","3","PATH_IO;GENERAL","""C:\\Users\\tonyk\\OneDrive\\VeritasIntelligenceAnalytics\\module\\VRN\\output\\_route_lock_runs\\RUN_20260526_154445_VRN_V139L_TOP10_ACCELERATOR\\VRN_v139L_FileHash_Cache.json"" || ""C:\\Users\\tonyk\\OneDrive\\VeritasIntelligenceAnalytics\\module\\VRN\\output\\_route_lock_runs\\RUN_20260526_154258_VRN_V139L_TOP10_ACCELERATOR\\VRN_v139L_FileHash_Cache.json"" || OUT_CACHE","VRN_MDL002_VRN_v139L_Top10_Accelerator_Matrix__MODULE__v139L.json; VRN_MDL003_VRN_v139L_Top10_Accelerator_Matrix__MODULE__v139L.json; VRN_MDL208_VRN_v139L_Top10_Accelerator_Analyzer__MODULE__v139L.py; VRN_MDL209_VRN_v139L_Top10_Accelerator_Analyzer__MODULE__v139L.py"
"P3_UI_OR_NOISE","InvalidCsv","3","3","PATH_IO","$InvalidCsv = Join-Path $PreviewDir ""VDF_AkShare_CanonicalContractInvalidRows_Hotfix_v0278121.csv"" || $InvalidCsv = Join-Path $PreviewDir ""VDF_AkShare_NarrowSource_InvalidRows_v02782.csv"" || $InvalidCsv  = Join-Path $PreviewDir ""VDF_AkShare_CanonicalContractInvalidRows_v027812.csv""","VDF_AkShare_RawColumnProfile_CanonicalContract_Transcript_v027812_20260611_001630.txt; VDF_VRN_Sync5_Transcript_v0280_20260611_000806.txt"
"P3_UI_OR_NOISE","report_rows","3","3","GENERAL","report_rows = pd.read_parquet(""VRN_FinancialDataPhase1.parquet"").to_dict(""records"") || List[Dict] || report_rows = pd.read_parquet(args.report_parquet).to_dict(""records"")","VRN_MDL008_CrossValidator.py"
"P3_UI_OR_NOISE","canonical_rows_before","7","3","GENERAL","10 || 0 || result[""canonical_rows_before""]","VDF_FredCanonical_KeyRepairDryRun_Plan_v02612.json; VDF_FredCanonical_KeyRepairDryRun_Matrix_v02612.json; VDF_FredCanonical_KeyRepairReport_v02612.json; vdf_fred_canonical_key_repair_dryrun_result_v02612.json; vdf_fred_canonical_key_repair_dryrun_v02612.py"
"P3_UI_OR_NOISE","canonical_rows_after_repair_preview","7","3","GENERAL","1 || 0 || result[""canonical_rows_after_repair_preview""]","VDF_FredCanonical_KeyRepairDryRun_Plan_v02612.json; VDF_FredCanonical_KeyRepairDryRun_Matrix_v02612.json; VDF_FredCanonical_KeyRepairReport_v02612.json; vdf_fred_canonical_key_repair_dryrun_result_v02612.json; vdf_fred_canonical_key_repair_dryrun_v02612.py"
"P3_UI_OR_NOISE","engine_primary","3","3","ENGINE","""pdfplumber"" || str = """" || ""pymupdf""","VRN_MDL004_OCR_FetchingPDFTable_v1.py; VRN_MDL005_OCRFetchingPDFText_v1.py"
"P3_UI_OR_NOISE","freeze_seal_copy_json","3","3","PATH_IO;GENERAL","""C:\\Users\\tonyk\\Downloads\\VeritasIntelligenceAnalytics\\dict\\VDF\\_freeze\\VDF_AKSHARE_FREEZE_SEAL_v0280_20260611_020645\\VDF_AkShare_v0280_FreezeSeal.json"" || freeze_seal_copy_json = Path(r""C:\\Users\\tonyk\\Downloads\\VeritasIntelligenceAnalytics\\dict\\VDF\\_freeze\\VDF_AKSHARE_FREEZE_SEAL_v0280_20260611_020645\\VDF_AkShare_v0280_Freez... || str(freeze_seal_copy_json)","vdf_akshare_freeze_seal_review_result_v0280.json; vdf_akshare_freeze_seal_review_v0280.py"
"P3_UI_OR_NOISE","max_threads","12","3","GENERAL","8 || MAX_THREADS = int(8) || MAX_THREADS","VRN_MDL002_VRN_v139L_Top10_Accelerator_Matrix__MODULE__v139L.json; VRN_MDL003_VRN_v139L_Top10_Accelerator_Matrix__MODULE__v139L.json; VRN_MDL053_VRN_v140P2_Test_Debug_Accelerator_NoHang__BRIDGE__v140P2.json; VRN_MDL054_VRN_v140P2_Test_Debug_Accelerator_NoHang__BRIDGE__v140P2.json; VRN_MDL086_VRN_v139M_RedFalsePositiveCrusher__MODULE__v139M.py; VRN_MDL091_VRN_v139M_RedFalsePositiveCrusher_Matrix__MODULE__v139M.json; VRN_MDL208_VRN_v139L_Top10_Accelerator_Analyzer__MODULE__v139L.py; VRN_MDL209_VRN_v139L_Top10_Accelerator_Analyzer__MODULE__v139L.py"
"P3_UI_OR_NOISE","engineId","12","3","ENGINE","$engineId = def_NormalizeEngineId -Name $d.FunctionName -Index $index || EngineID = $engineId || EngineID = $er.EngineID","Invoke-VIA-UltimateEngineForge-AIO-v060.ps1; Invoke-VIA-UltimateEngineForge-AIO-v061-BoolParamHotfix.ps1; Invoke-VIA-UltimateEngineForge-AIO-v062-NullSafeStepSafe.ps1; Invoke-VIA-UltimateEngineForge-AIO-v063-10xCrossNoHangProgress.ps1"
"P3_UI_OR_NOISE","table_style","13","3","SCHEMA_FIELD","""wide_year_columns"" || ""global_broker_pdf_standard"" || ""tw_broker_pdf_standard""","VRN_MDL239_vrn_new_report_format_system_default_installer_v06155__REPORT__v06155.py"
"P3_UI_OR_NOISE","maxTicksLimit","6","3","GENERAL","6 || 5 || 10","app.js"
"P3_UI_OR_NOISE","US.Rates.Spread.10Y3M","3","3","DATA_SOURCE;GENERAL","{""fred_id"": ""T10Y3M"",    ""indicator"": ""10Y-3M Spread (NY Fed recession)"" || { || {},   # 0 sources → RED","VDF_MDL003_SentimentMacroEngine.py; VDF_MDL105_CrossValidator.py; VDF_MDL303_RegistryActivation.py"
