"asset_id","file_name","path","ext","original_kind","taxonomy","header_count","headers","row_count_estimate","original_template","best_template","template_score","status","detail","optimized_status","warning_reason","axes","supports_stack","supports_event_matrix","supports_heatmap","supports_candle","supports_watchlist","visual_lock","plotly_present"
"VAP_DATA_00062_index","index.html","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VAP\VeritasAutoPlot\3\index.html",".html","html_template_or_report","HTML_PLOT_STACK_TIMELINE","5","title | ids | classes | plotly_present | script_count","1","VAP_TPL_IMPORTED_HTML","VAP_TPL_STACK_TIMELINE_004","83","OK","html_meta","OK","","1","True","False","False","False","True","False","False"
"VAP_DATA_00063_data","data.json","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VAP\VeritasAutoPlot\4\data.json",".json","json_data","DATA_ASSET","9","company_name | industry | market_cap | net_margin | pct_change_12m | sector | symbol | ttm_net_income | ttm_revenue","491","VAP_TPL_SINGLE_LINE_001","VAP_TPL_SINGLE_LINE_001","70","OK","json_list","OK","","1","False","False","False","False","False","False","False"
"VAP_DATA_00064_index","index.html","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VAP\VeritasAutoPlot\4\index.html",".html","html_template_or_report","HTML_PLOT_STACK_TIMELINE","5","title | ids | classes | plotly_present | script_count","1","VAP_TPL_IMPORTED_HTML","VAP_TPL_STACK_TIMELINE_004","83","OK","html_meta","OK","","1","True","False","False","False","True","False","False"
"VAP_DATA_00065_index","index.html","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VAP\VeritasAutoPlot\5\index.html",".html","html_template_or_report","HTML_PLOT_STACK_TIMELINE","5","title | ids | classes | plotly_present | script_count","1","VAP_TPL_IMPORTED_HTML","VAP_TPL_STACK_TIMELINE_004","83","OK","html_meta","OK","","1","True","True","False","False","True","False","False"
"VAP_DATA_00066_index","index.html","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VAP\VeritasAutoPlot\6\index.html",".html","html_template_or_report","HTML_DASHBOARD_UI","5","title | ids | classes | plotly_present | script_count","1","VAP_TPL_IMPORTED_HTML","VAP_TPL_DASHBOARD_UI_009","78","OK","html_meta","OK","","1","False","False","False","False","True","False","False"
"VAP_DATA_00067_data","data.json","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VAP\VeritasAutoPlot\7\data.json",".json","json_data","DATA_ASSET","14","capacity | company | details | gpu_count | investment | investment_num | lat | lng | location | name | region | source_url | status | timeline","174","VAP_TPL_SINGLE_LINE_001","VAP_TPL_SINGLE_LINE_001","78","OK","json_list","OK","","1","False","False","False","False","False","False","False"
"VAP_DATA_00068_index","index.html","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VAP\VeritasAutoPlot\7\index.html",".html","html_template_or_report","HTML_DASHBOARD_UI","5","title | ids | classes | plotly_present | script_count","1","VAP_TPL_IMPORTED_HTML","VAP_TPL_DASHBOARD_UI_009","78","OK","html_meta","OK","","2","False","False","False","False","True","False","False"
"VAP_DATA_00069_index_html","index_html.txt","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VAP\VeritasAutoPlot\7\index_html.txt",".txt","text_data","DATA_ASSET","1","line","133","VAP_TPL_SINGLE_LINE_001","VAP_TPL_SINGLE_LINE_001","70","OK","text","OK","","1","False","False","False","False","False","False","False"
"VAP_DATA_00070_index","index.html","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VAP\VeritasAutoPlot\8\index.html",".html","html_template_or_report","HTML_PLOT_STACK_TIMELINE","5","title | ids | classes | plotly_present | script_count","1","VAP_TPL_IMPORTED_HTML","VAP_TPL_STACK_TIMELINE_004","83","OK","html_meta","OK","","1","True","False","False","False","True","False","False"
"VAP_DATA_00071_alignment","alignment.json","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VAP\VeritasAutoPlot\9\alignment.json",".json","json_data","DATA_ASSET","9","1940 | 1950 | 1960 | 1970 | 1980 | 1990 | 2000 | 2010 | 2020","1","VAP_TPL_SINGLE_LINE_001","VAP_TPL_SINGLE_LINE_001","70","OK","json_dict","OK","","1","False","False","False","False","False","False","False"
"VAP_DATA_00072_cases","cases.json","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VAP\VeritasAutoPlot\9\cases.json",".json","json_data","DATA_ASSET","11","ch | ci | d | dc | ia | m | mj | mn | n | t | u","9341","VAP_TPL_SINGLE_LINE_001","VAP_TPL_SINGLE_LINE_001","70","OK","json_list","OK","","1","False","False","False","False","False","False","False"
"VAP_DATA_00073_ideology","ideology.json","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VAP\VeritasAutoPlot\9\ideology.json",".json","json_data","DATA_ASSET","40","ACBarrett | AFortas | AJGoldberg | AMKennedy | AScalia | BMKavanaugh | BRWhite | CEWhittaker | CThomas | DHSouter | EKagan | EWarren | FFrankfurter | FMVinson | FMurphy | HABlackmun | HHBurton | HLBlack | JGRoberts | JHarlan2 | JPStevens | KBJackson | LFPowell | NMGorsuch | PStewart | RBGinsburg | RHJackson | SAAlito | SDOConnor | SFReed | SGBreyer | SMinton | SSotomayor | TCClark | TMarshall | WBRutledge | WEBurger | WHRehnquist | WJBrennan | WODouglas","1","VAP_TPL_SINGLE_LINE_001","VAP_TPL_SINGLE_LINE_001","70","OK","json_dict","OK","","1","False","False","False","False","False","False","False"
"VAP_DATA_00074_index","index.html","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VAP\VeritasAutoPlot\9\index.html",".html","html_template_or_report","HTML_PLOT_HEATMAP","5","title | ids | classes | plotly_present | script_count","1","VAP_TPL_IMPORTED_HTML","VAP_TPL_HEATMAP_006","83","OK","html_meta","OK","","1","False","True","True","False","True","False","False"
"VAP_DATA_00075_prediction","prediction.json","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VAP\VeritasAutoPlot\9\prediction.json",".json","json_data","DATA_ASSET","6","chiefStats | decadeTrends | issueStats | justiceIssueStats | recentJustices | splitCounts","1","VAP_TPL_SINGLE_LINE_001","VAP_TPL_SINGLE_LINE_001","70","OK","json_dict","OK","","1","False","False","False","False","False","False","False"
"VAP_DATA_00076_charts","charts.json","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VAP\VeritasAutoPlot\database\charts.json",".json","json_data","DATA_ASSET","0","","0","VAP_TPL_SINGLE_LINE_001","VAP_TPL_SINGLE_LINE_001","40","WARN","json_list","WARN_REVIEW","json_list","1","False","False","False","False","False","False","False"
"VAP_DATA_00077_pages","pages.json","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VAP\VeritasAutoPlot\database\pages.json",".json","json_data","DATA_ASSET","0","","0","VAP_TPL_SINGLE_LINE_001","VAP_TPL_SINGLE_LINE_001","40","WARN","json_list","WARN_REVIEW","json_list","1","False","False","False","False","False","False","False"
"VAP_DATA_00078_build_log","build_log.txt","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VAP\VeritasAutoPlot\html_template\build_log.txt",".txt","text_data","DATA_ASSET","1","line","15","VAP_TPL_SINGLE_LINE_001","VAP_TPL_SINGLE_LINE_001","70","OK","text","OK","","1","False","False","False","False","False","False","False"
"VAP_DATA_00079_catalog","catalog.html","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VAP\VeritasAutoPlot\html_template\catalog.html",".html","html_template_or_report","HTML_REGISTRY_OR_CATALOG","5","title | ids | classes | plotly_present | script_count","1","VAP_TPL_IMPORTED_HTML","VAP_TPL_REGISTRY_UI_010","78","OK","html_meta","OK","","1","False","False","False","False","True","False","False"
"VAP_DATA_00080_chart_registry","chart_registry.json","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VAP\VeritasAutoPlot\html_template\chart_registry.json",".json","json_data","DATA_ASSET","14","1 | 10 | 11 | 12 | 13 | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9 | SCOTUS_Analytics_Dashboard","1","VAP_TPL_SINGLE_LINE_001","VAP_TPL_SINGLE_LINE_001","70","OK","json_dict","OK","","1","False","False","False","False","False","False","False"
"VAP_DATA_00081_control_center","control_center.html","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VAP\VeritasAutoPlot\html_template\control_center.html",".html","html_template_or_report","HTML_PLOT_STACK_TIMELINE","5","title | ids | classes | plotly_present | script_count","1","VAP_TPL_IMPORTED_HTML","VAP_TPL_STACK_TIMELINE_004","83","OK","html_meta","OK","","1","True","False","False","False","True","False","False"
"VAP_DATA_00082_index","index.html","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VAP\VeritasAutoPlot\html_template\index.html",".html","html_template_or_report","HTML_PLOT_HEATMAP","5","title | ids | classes | plotly_present | script_count","1","VAP_TPL_IMPORTED_HTML","VAP_TPL_HEATMAP_006","83","OK","html_meta","OK","","1","False","True","True","False","True","False","False"
"VAP_DATA_00083_registry","registry.json","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VAP\VeritasAutoPlot\html_template\registry.json",".json","json_data","DATA_ASSET","14","T01 | T02 | T03 | T04 | T05 | T06 | T07 | T08 | T09 | T10 | T11 | T12 | T13 | T14","1","VAP_TPL_SINGLE_LINE_001","VAP_TPL_SINGLE_LINE_001","70","OK","json_dict","OK","","1","False","False","False","False","False","False","False"
"VAP_DATA_00084_report","report.txt","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VAP\VeritasAutoPlot\html_template\report.txt",".txt","text_data","DATA_ASSET","1","line","22","VAP_TPL_SINGLE_LINE_001","VAP_TPL_SINGLE_LINE_001","70","OK","text","OK","","1","False","False","False","False","False","False","False"
"VAP_DATA_00085_template_report","template_report.txt","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VAP\VeritasAutoPlot\html_template\template_report.txt",".txt","text_data","DATA_ASSET","1","line","18","VAP_TPL_SINGLE_LINE_001","VAP_TPL_SINGLE_LINE_001","70","OK","text","OK","","1","False","False","False","False","False","False","False"
"VAP_DATA_00086_ui_matrix","ui_matrix.json","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VAP\VeritasAutoPlot\html_template\ui_matrix.json",".json","json_data","DATA_ASSET","5","CSS | HTML | JS | JSON | Template","14","VAP_TPL_SINGLE_LINE_001","VAP_TPL_SINGLE_LINE_001","70","OK","json_list","OK","","1","False","False","False","False","False","False","False"
"VAP_DATA_00087_alignment","alignment.json","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VAP\VeritasAutoPlot\SCOTUS Analytics Dashboard\alignment.json",".json","json_data","DATA_ASSET","9","1940 | 1950 | 1960 | 1970 | 1980 | 1990 | 2000 | 2010 | 2020","1","VAP_TPL_SINGLE_LINE_001","VAP_TPL_SINGLE_LINE_001","70","OK","json_dict","OK","","1","False","False","False","False","False","False","False"
"VAP_DATA_00088_cases","cases.json","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VAP\VeritasAutoPlot\SCOTUS Analytics Dashboard\cases.json",".json","json_data","DATA_ASSET","11","ch | ci | d | dc | ia | m | mj | mn | n | t | u","9341","VAP_TPL_SINGLE_LINE_001","VAP_TPL_SINGLE_LINE_001","70","OK","json_list","OK","","1","False","False","False","False","False","False","False"
"VAP_DATA_00089_ideology","ideology.json","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VAP\VeritasAutoPlot\SCOTUS Analytics Dashboard\ideology.json",".json","json_data","DATA_ASSET","40","ACBarrett | AFortas | AJGoldberg | AMKennedy | AScalia | BMKavanaugh | BRWhite | CEWhittaker | CThomas | DHSouter | EKagan | EWarren | FFrankfurter | FMVinson | FMurphy | HABlackmun | HHBurton | HLBlack | JGRoberts | JHarlan2 | JPStevens | KBJackson | LFPowell | NMGorsuch | PStewart | RBGinsburg | RHJackson | SAAlito | SDOConnor | SFReed | SGBreyer | SMinton | SSotomayor | TCClark | TMarshall | WBRutledge | WEBurger | WHRehnquist | WJBrennan | WODouglas","1","VAP_TPL_SINGLE_LINE_001","VAP_TPL_SINGLE_LINE_001","70","OK","json_dict","OK","","1","False","False","False","False","False","False","False"
"VAP_DATA_00090_index","index.html","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VAP\VeritasAutoPlot\SCOTUS Analytics Dashboard\index.html",".html","html_template_or_report","HTML_PLOT_HEATMAP","5","title | ids | classes | plotly_present | script_count","1","VAP_TPL_IMPORTED_HTML","VAP_TPL_HEATMAP_006","83","OK","html_meta","OK","","1","False","True","True","False","True","False","False"
"VAP_DATA_00091_prediction","prediction.json","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VAP\VeritasAutoPlot\SCOTUS Analytics Dashboard\prediction.json",".json","json_data","DATA_ASSET","6","chiefStats | decadeTrends | issueStats | justiceIssueStats | recentJustices | splitCounts","1","VAP_TPL_SINGLE_LINE_001","VAP_TPL_SINGLE_LINE_001","70","OK","json_dict","OK","","1","False","False","False","False","False","False","False"
"VAP_DATA_00092_bigmac_data","bigmac-data.json","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VAP\VeritasAutoPlot\6\assets\bigmac-data.json",".json","json_data","DATA_ASSET","3","countries | data | dates","1","VAP_TPL_SINGLE_LINE_001","VAP_TPL_SINGLE_LINE_001","78","OK","json_dict","OK","","1","False","False","False","False","False","False","False"
"VAP_DATA_00093_alignment","alignment.json","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VAP\VeritasAutoPlot\html_template\1\alignment.json",".json","json_data","DATA_ASSET","9","1940 | 1950 | 1960 | 1970 | 1980 | 1990 | 2000 | 2010 | 2020","1","VAP_TPL_SINGLE_LINE_001","VAP_TPL_SINGLE_LINE_001","70","OK","json_dict","OK","","1","False","False","False","False","False","False","False"
"VAP_DATA_00094_cases","cases.json","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VAP\VeritasAutoPlot\html_template\1\cases.json",".json","json_data","DATA_ASSET","11","ch | ci | d | dc | ia | m | mj | mn | n | t | u","9341","VAP_TPL_SINGLE_LINE_001","VAP_TPL_SINGLE_LINE_001","70","OK","json_list","OK","","1","False","False","False","False","False","False","False"
"VAP_DATA_00095_ideology","ideology.json","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VAP\VeritasAutoPlot\html_template\1\ideology.json",".json","json_data","DATA_ASSET","40","ACBarrett | AFortas | AJGoldberg | AMKennedy | AScalia | BMKavanaugh | BRWhite | CEWhittaker | CThomas | DHSouter | EKagan | EWarren | FFrankfurter | FMVinson | FMurphy | HABlackmun | HHBurton | HLBlack | JGRoberts | JHarlan2 | JPStevens | KBJackson | LFPowell | NMGorsuch | PStewart | RBGinsburg | RHJackson | SAAlito | SDOConnor | SFReed | SGBreyer | SMinton | SSotomayor | TCClark | TMarshall | WBRutledge | WEBurger | WHRehnquist | WJBrennan | WODouglas","1","VAP_TPL_SINGLE_LINE_001","VAP_TPL_SINGLE_LINE_001","70","OK","json_dict","OK","","1","False","False","False","False","False","False","False"
"VAP_DATA_00096_index","index.html","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VAP\VeritasAutoPlot\html_template\1\index.html",".html","html_template_or_report","HTML_PLOT_HEATMAP","5","title | ids | classes | plotly_present | script_count","1","VAP_TPL_IMPORTED_HTML","VAP_TPL_HEATMAP_006","83","OK","html_meta","OK","","1","False","True","True","False","True","False","False"
"VAP_DATA_00097_prediction","prediction.json","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VAP\VeritasAutoPlot\html_template\1\prediction.json",".json","json_data","DATA_ASSET","6","chiefStats | decadeTrends | issueStats | justiceIssueStats | recentJustices | splitCounts","1","VAP_TPL_SINGLE_LINE_001","VAP_TPL_SINGLE_LINE_001","70","OK","json_dict","OK","","1","False","False","False","False","False","False","False"
"VAP_DATA_00098_index","index.html","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VAP\VeritasAutoPlot\html_template\10\index.html",".html","html_template_or_report","HTML_PLOT_EVENT_MATRIX","5","title | ids | classes | plotly_present | script_count","1","VAP_TPL_IMPORTED_HTML","VAP_TPL_EVENT_MATRIX_008","83","OK","html_meta","OK","","1","False","True","False","False","False","False","False"
"VAP_DATA_00099_index","index.html","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VAP\VeritasAutoPlot\html_template\11\index.html",".html","html_template_or_report","HTML_PLOT_EVENT_MATRIX","5","title | ids | classes | plotly_present | script_count","1","VAP_TPL_IMPORTED_HTML","VAP_TPL_EVENT_MATRIX_008","83","OK","html_meta","OK","","1","False","True","False","False","False","False","False"
"VAP_DATA_00100_data","data.json","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VAP\VeritasAutoPlot\html_template\12\data.json",".json","json_data","DATA_ASSET","2","data | fetched_at","1","VAP_TPL_SINGLE_LINE_001","VAP_TPL_SINGLE_LINE_001","70","OK","json_dict","OK","","1","False","False","False","False","False","False","False"
"VAP_DATA_00101_index","index.html","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VAP\VeritasAutoPlot\html_template\12\index.html",".html","html_template_or_report","HTML_UI_TEMPLATE","5","title | ids | classes | plotly_present | script_count","1","VAP_TPL_IMPORTED_HTML","VAP_TPL_IMPORTED_HTML_UI","78","OK","html_meta","OK","","2","False","False","False","False","False","False","False"
"VAP_DATA_00102_index","index.html","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VAP\VeritasAutoPlot\html_template\13\index.html",".html","html_template_or_report","HTML_PLOT_DUAL_AXIS","5","title | ids | classes | plotly_present | script_count","1","VAP_TPL_IMPORTED_HTML","VAP_TPL_DUAL_AXIS_003","83","OK","html_meta","OK","","2","True","False","False","False","True","False","False"
"VAP_DATA_00103_data","data.json","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VAP\VeritasAutoPlot\html_template\2\data.json",".json","json_data","DATA_ASSET","15","b | bf | d | f | i | loc | n | s | si | st | t | ts | u | v | w","5690","VAP_TPL_SINGLE_LINE_001","VAP_TPL_SINGLE_LINE_001","70","OK","json_list","OK","","1","False","False","False","False","False","False","False"
"VAP_DATA_00104_index","index.html","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VAP\VeritasAutoPlot\html_template\2\index.html",".html","html_template_or_report","HTML_REGISTRY_OR_CATALOG","5","title | ids | classes | plotly_present | script_count","1","VAP_TPL_IMPORTED_HTML","VAP_TPL_REGISTRY_UI_010","78","OK","html_meta","OK","","1","False","False","False","False","True","False","False"
"VAP_DATA_00105_index","index.html","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VAP\VeritasAutoPlot\html_template\3\index.html",".html","html_template_or_report","HTML_PLOT_STACK_TIMELINE","5","title | ids | classes | plotly_present | script_count","1","VAP_TPL_IMPORTED_HTML","VAP_TPL_STACK_TIMELINE_004","83","OK","html_meta","OK","","1","True","False","False","False","True","False","False"
"VAP_DATA_00106_data","data.json","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VAP\VeritasAutoPlot\html_template\4\data.json",".json","json_data","DATA_ASSET","9","company_name | industry | market_cap | net_margin | pct_change_12m | sector | symbol | ttm_net_income | ttm_revenue","491","VAP_TPL_SINGLE_LINE_001","VAP_TPL_SINGLE_LINE_001","70","OK","json_list","OK","","1","False","False","False","False","False","False","False"
"VAP_DATA_00107_index","index.html","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VAP\VeritasAutoPlot\html_template\4\index.html",".html","html_template_or_report","HTML_PLOT_STACK_TIMELINE","5","title | ids | classes | plotly_present | script_count","1","VAP_TPL_IMPORTED_HTML","VAP_TPL_STACK_TIMELINE_004","83","OK","html_meta","OK","","1","True","False","False","False","True","False","False"
"VAP_DATA_00108_index","index.html","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VAP\VeritasAutoPlot\html_template\5\index.html",".html","html_template_or_report","HTML_PLOT_STACK_TIMELINE","5","title | ids | classes | plotly_present | script_count","1","VAP_TPL_IMPORTED_HTML","VAP_TPL_STACK_TIMELINE_004","83","OK","html_meta","OK","","1","True","True","False","False","True","False","False"
"VAP_DATA_00109_index","index.html","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VAP\VeritasAutoPlot\html_template\6\index.html",".html","html_template_or_report","HTML_DASHBOARD_UI","5","title | ids | classes | plotly_present | script_count","1","VAP_TPL_IMPORTED_HTML","VAP_TPL_DASHBOARD_UI_009","78","OK","html_meta","OK","","1","False","False","False","False","True","False","False"
"VAP_DATA_00110_data","data.json","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VAP\VeritasAutoPlot\html_template\7\data.json",".json","json_data","DATA_ASSET","14","capacity | company | details | gpu_count | investment | investment_num | lat | lng | location | name | region | source_url | status | timeline","174","VAP_TPL_SINGLE_LINE_001","VAP_TPL_SINGLE_LINE_001","78","OK","json_list","OK","","1","False","False","False","False","False","False","False"
"VAP_DATA_00111_index","index.html","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VAP\VeritasAutoPlot\html_template\7\index.html",".html","html_template_or_report","HTML_DASHBOARD_UI","5","title | ids | classes | plotly_present | script_count","1","VAP_TPL_IMPORTED_HTML","VAP_TPL_DASHBOARD_UI_009","78","OK","html_meta","OK","","2","False","False","False","False","True","False","False"
"VAP_DATA_00112_index","index.html","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VAP\VeritasAutoPlot\html_template\8\index.html",".html","html_template_or_report","HTML_PLOT_STACK_TIMELINE","5","title | ids | classes | plotly_present | script_count","1","VAP_TPL_IMPORTED_HTML","VAP_TPL_STACK_TIMELINE_004","83","OK","html_meta","OK","","1","True","False","False","False","True","False","False"
"VAP_DATA_00113_alignment","alignment.json","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VAP\VeritasAutoPlot\html_template\9\alignment.json",".json","json_data","DATA_ASSET","9","1940 | 1950 | 1960 | 1970 | 1980 | 1990 | 2000 | 2010 | 2020","1","VAP_TPL_SINGLE_LINE_001","VAP_TPL_SINGLE_LINE_001","70","OK","json_dict","OK","","1","False","False","False","False","False","False","False"
"VAP_DATA_00114_cases","cases.json","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VAP\VeritasAutoPlot\html_template\9\cases.json",".json","json_data","DATA_ASSET","11","ch | ci | d | dc | ia | m | mj | mn | n | t | u","9341","VAP_TPL_SINGLE_LINE_001","VAP_TPL_SINGLE_LINE_001","70","OK","json_list","OK","","1","False","False","False","False","False","False","False"
"VAP_DATA_00115_ideology","ideology.json","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VAP\VeritasAutoPlot\html_template\9\ideology.json",".json","json_data","DATA_ASSET","40","ACBarrett | AFortas | AJGoldberg | AMKennedy | AScalia | BMKavanaugh | BRWhite | CEWhittaker | CThomas | DHSouter | EKagan | EWarren | FFrankfurter | FMVinson | FMurphy | HABlackmun | HHBurton | HLBlack | JGRoberts | JHarlan2 | JPStevens | KBJackson | LFPowell | NMGorsuch | PStewart | RBGinsburg | RHJackson | SAAlito | SDOConnor | SFReed | SGBreyer | SMinton | SSotomayor | TCClark | TMarshall | WBRutledge | WEBurger | WHRehnquist | WJBrennan | WODouglas","1","VAP_TPL_SINGLE_LINE_001","VAP_TPL_SINGLE_LINE_001","70","OK","json_dict","OK","","1","False","False","False","False","False","False","False"
"VAP_DATA_00116_index","index.html","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VAP\VeritasAutoPlot\html_template\9\index.html",".html","html_template_or_report","HTML_PLOT_HEATMAP","5","title | ids | classes | plotly_present | script_count","1","VAP_TPL_IMPORTED_HTML","VAP_TPL_HEATMAP_006","83","OK","html_meta","OK","","1","False","True","True","False","True","False","False"
"VAP_DATA_00117_prediction","prediction.json","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VAP\VeritasAutoPlot\html_template\9\prediction.json",".json","json_data","DATA_ASSET","6","chiefStats | decadeTrends | issueStats | justiceIssueStats | recentJustices | splitCounts","1","VAP_TPL_SINGLE_LINE_001","VAP_TPL_SINGLE_LINE_001","70","OK","json_dict","OK","","1","False","False","False","False","False","False","False"
"VAP_DATA_00118_alignment","alignment.json","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VAP\VeritasAutoPlot\html_template\SCOTUS_Analytics_Dashboard\alignment.json",".json","json_data","DATA_ASSET","9","1940 | 1950 | 1960 | 1970 | 1980 | 1990 | 2000 | 2010 | 2020","1","VAP_TPL_SINGLE_LINE_001","VAP_TPL_SINGLE_LINE_001","70","OK","json_dict","OK","","1","False","False","False","False","False","False","False"
"VAP_DATA_00119_cases","cases.json","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VAP\VeritasAutoPlot\html_template\SCOTUS_Analytics_Dashboard\cases.json",".json","json_data","DATA_ASSET","11","ch | ci | d | dc | ia | m | mj | mn | n | t | u","9341","VAP_TPL_SINGLE_LINE_001","VAP_TPL_SINGLE_LINE_001","70","OK","json_list","OK","","1","False","False","False","False","False","False","False"
"VAP_DATA_00120_ideology","ideology.json","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VAP\VeritasAutoPlot\html_template\SCOTUS_Analytics_Dashboard\ideology.json",".json","json_data","DATA_ASSET","40","ACBarrett | AFortas | AJGoldberg | AMKennedy | AScalia | BMKavanaugh | BRWhite | CEWhittaker | CThomas | DHSouter | EKagan | EWarren | FFrankfurter | FMVinson | FMurphy | HABlackmun | HHBurton | HLBlack | JGRoberts | JHarlan2 | JPStevens | KBJackson | LFPowell | NMGorsuch | PStewart | RBGinsburg | RHJackson | SAAlito | SDOConnor | SFReed | SGBreyer | SMinton | SSotomayor | TCClark | TMarshall | WBRutledge | WEBurger | WHRehnquist | WJBrennan | WODouglas","1","VAP_TPL_SINGLE_LINE_001","VAP_TPL_SINGLE_LINE_001","70","OK","json_dict","OK","","1","False","False","False","False","False","False","False"
"VAP_DATA_00121_index","index.html","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VAP\VeritasAutoPlot\html_template\SCOTUS_Analytics_Dashboard\index.html",".html","html_template_or_report","HTML_PLOT_HEATMAP","5","title | ids | classes | plotly_present | script_count","1","VAP_TPL_IMPORTED_HTML","VAP_TPL_HEATMAP_006","83","OK","html_meta","OK","","1","False","True","True","False","True","False","False"
"VAP_DATA_00122_prediction","prediction.json","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VAP\VeritasAutoPlot\html_template\SCOTUS_Analytics_Dashboard\prediction.json",".json","json_data","DATA_ASSET","6","chiefStats | decadeTrends | issueStats | justiceIssueStats | recentJustices | splitCounts","1","VAP_TPL_SINGLE_LINE_001","VAP_TPL_SINGLE_LINE_001","70","OK","json_dict","OK","","1","False","False","False","False","False","False","False"
"VAP_DATA_00123_bigmac_data","bigmac-data.json","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VAP\VeritasAutoPlot\html_template\6\assets\bigmac-data.json",".json","json_data","DATA_ASSET","3","countries | data | dates","1","VAP_TPL_SINGLE_LINE_001","VAP_TPL_SINGLE_LINE_001","78","OK","json_dict","OK","","1","False","False","False","False","False","False","False"
