"path","bytes","has_doctype","has_charset","has_viewport","has_table","has_grid","has_animation","has_veritas","title"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_action_runner\RUN_20260610_201042\_supportive_install_plans\NEXUSCORE_CELERITAS_ACCELERATION_PLAN.html","2013","True","True","False","True","False","False","True","NexusCore Celeritas Acceleration Plan"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_action_runner\RUN_20260610_201043\_supportive_install_plans\NEXUSCORE_DOWNLOADONLY_REPORT.html","1791","True","True","False","True","False","False","True","NexusCore DownloadOnly Report"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_action_runner\RUN_20260610_201043\_supportive_reports\NEXUSCORE_VALIDATE_REPORT.html","2267","True","True","False","True","False","False","True","NexusCore Validate Report"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_action_runner_patch\RUN_20260610_193726\_reports\NEXUSCORE_ACTION_RUNNER_PATCH_REPORT.html","3208","True","True","False","True","False","False","True","NexusCore Action Runner Patch Report"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_external_bridge\RUN_20260610_201534\_reports\NEXUSCORE_EXTERNAL_BRIDGE_REPORT.html","5520","True","True","False","True","False","False","True","NexusCore External Bridge Report"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_external_bridge\RUN_20260610_201540\_reports\NEXUSCORE_EXTERNAL_BRIDGE_REPORT.html","3697","True","True","False","True","False","False","True","NexusCore External Bridge Report"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_external_bridge\RUN_20260610_201545\_reports\NEXUSCORE_EXTERNAL_BRIDGE_REPORT.html","4269","True","True","False","True","False","False","True","NexusCore External Bridge Report"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_external_bridge\RUN_20260610_201624\_reports\NEXUSCORE_EXTERNAL_BRIDGE_REPORT.html","10288","True","True","False","True","False","False","True","NexusCore External Bridge Report"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_external_bridge\RUN_20260610_201654\_reports\NEXUSCORE_EXTERNAL_BRIDGE_REPORT.html","5520","True","True","False","True","False","False","True","NexusCore External Bridge Report"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_external_bridge\RUN_20260610_201657\_reports\NEXUSCORE_EXTERNAL_BRIDGE_REPORT.html","3697","True","True","False","True","False","False","True","NexusCore External Bridge Report"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_external_bridge\RUN_20260610_201659\_reports\NEXUSCORE_EXTERNAL_BRIDGE_REPORT.html","4271","True","True","False","True","False","False","True","NexusCore External Bridge Report"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_external_bridge\RUN_20260610_201726\_reports\NEXUSCORE_EXTERNAL_BRIDGE_REPORT.html","4271","True","True","False","True","False","False","True","NexusCore External Bridge Report"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_external_bridge\RUN_20260610_201752\_reports\NEXUSCORE_EXTERNAL_BRIDGE_REPORT.html","10288","True","True","False","True","False","False","True","NexusCore External Bridge Report"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_external_bridge_patch\RUN_20260610_201618\_reports\NEXUSCORE_EXTERNAL_BRIDGE_CONTRACT.html","7106","True","True","False","True","False","False","True","NexusCore External Bridge Contract"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_external_bridge_patch\RUN_20260610_201618\_reports\NEXUSCORE_EXTERNAL_BRIDGE_PATCH_REPORT.html","8857","True","True","False","True","False","False","True","NexusCore External Bridge Patch Report"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_full_registry\RUN_20260610_163856\_supportive_registry\NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.html","146342","True","True","False","True","False","False","True","NexusCore Full Supportive Capability Matrix"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_full_registry\RUN_20260610_163856\_supportive_reports\NEXUSCORE_FINAL_CAPABILITY_MATRIX.html","146342","True","True","False","True","False","False","True","NexusCore Full Supportive Capability Matrix"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_hydra_three_rounds\RUN_20260610_202238\_analysis\ROUND_1_PANORAMA_FINDINGS.html","9707","True","True","False","True","False","False","True","Round 1 · Panorama Findings Matrix"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_hydra_three_rounds\RUN_20260610_202238\_analysis\ROUND_2_PANORAMA_FINDINGS.html","9707","True","True","False","True","False","False","True","Round 2 · Panorama Findings Matrix"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_hydra_three_rounds\RUN_20260610_202238\_reports\NEXUSCORE_HYDRA_PROGRESS.html","1446","True","True","False","True","False","False","False","NexusCore Hydra Progress"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_hydra_three_rounds\RUN_20260610_202238\_reports\NEXUSCORE_HYDRA_THREE_ROUND_MASTER_REPORT.html","31061","True","True","False","True","True","False","True","NexusCore Hydra Three-Round Master Report"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_hydra_three_rounds\RUN_20260610_202238\_reports\NEXUSCORE_TOP10_LOCAL_FREE_LIBS_MATRIX.html","3943","True","True","False","True","True","False","False","NexusCore Top 10 Local Free Libs Matrix"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_hydra_three_rounds\RUN_20260610_202238\_safe_fixes\ROUND_1_SAFE_FIXES.html","2127","True","True","False","True","False","False","True","Round 1 · Safe Fixes Matrix"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_hydra_three_rounds\RUN_20260610_202238\_safe_fixes\ROUND_2_SAFE_FIXES.html","2127","True","True","False","True","False","False","True","Round 2 · Safe Fixes Matrix"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_hydra_three_rounds\RUN_20260610_202238\_validate\ROUND_1_VALIDATE.html","5062","True","True","False","True","False","False","True","Round 1 · Validate Matrix"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_hydra_three_rounds\RUN_20260610_202238\_validate\ROUND_2_VALIDATE.html","5062","True","True","False","True","False","False","True","Round 2 · Validate Matrix"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_master_orchestrator\RUN_20260610_201023\_action_runner_tests\NEXUSCORE_ACTION_RUNNER_TEST.html","9533","True","True","False","True","False","False","True","NexusCore Safe Action Test"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_master_orchestrator\RUN_20260610_201023\_deep_integration_probe\NEXUSCORE_DEEP_INTEGRATION_CONTRACT.html","2793","True","True","False","True","False","False","True","NexusCore Deep Integration Contract"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_master_orchestrator\RUN_20260610_201023\_reports\NEXUSCORE_MASTER_ORCHESTRATOR_REPORT.html","3497","True","True","False","True","False","False","True","NexusCore Master Orchestrator Report"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_master_orchestrator\RUN_20260610_201023\_reports\NEXUSCORE_MASTER_PROGRESS.html","6266","True","True","True","False","True","True","False","NexusCore Master Progress"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_master_orchestrator\RUN_20260610_201023\_supportive_acceleration\NEXUSCORE_CELERITAS_ACCELERATION_PLAN.html","24313","True","True","False","True","False","False","True","NexusCore Celeritas Acceleration Plan"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_master_orchestrator\RUN_20260610_201023\_supportive_env\NEXUSCORE_ENVMANAGER_PLAN.html","2111","True","True","False","True","False","False","True","NexusCore EnvManager Plan"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_master_orchestrator\RUN_20260610_201023\_supportive_registry\NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.html","142922","True","True","False","True","False","False","True","NexusCore Full Supportive Registry"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_ACTIVE_READER_USERTEST_v014_20260609_215513\report\VDF_ActiveReader_UserTest_Report_v014.html","25914","True","True","False","True","True","False","True","VDF Active Reader User-Test v014"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_BACKUP_ROLLBACK_STAGING_PLAN_HOTFIX_v02832_20260611_031541\report\VDF_AkShare_BackupRollbackStagingPlan_Hotfix_Report_v02832.html","17563","True","True","True","True","True","False","True","VDF AkShare Backup Rollback Staging Plan Hotfix v028.3.2"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_CANDIDATE_TO_CANONICAL_DRYRUN_v0278_20260610_220705\report\VDF_AkShare_CandidateToCanonicalDryRun_Report_v0278.html","17353","True","True","False","True","True","False","True","VDF AkShare Candidate-to-Canonical Dry-run v027.8"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_CANDIDATE_TO_CANONICAL_MERGE_GATE_REVIEW_v0276_20260610_215641\report\VDF_AkShare_CandidateToCanonicalMergeGateReview_Report_v0276.html","18247","True","True","False","True","True","False","True","VDF AkShare Merge Gate Review v027.6"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_CANONICAL_KEY_REPAIR_GATE_v02781_20260610_221005\report\VDF_AkShare_CanonicalKeyRepairGate_Report_v02781.html","18945","True","True","False","True","True","False","True","VDF AkShare Canonical Key Repair Gate v027.8.1"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_CANONICAL_MAPPING_GATE_v0277_20260610_220358\report\VDF_AkShare_CanonicalMappingGate_Report_v0277.html","16947","True","True","False","True","True","False","True","VDF AkShare Canonical Mapping Gate v027.7"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_COLLISION_RESOLVER_GATE_v027841_20260611_013435\report\VDF_AkShare_CollisionResolverGate_Report_v027841.html","15556","True","True","True","True","True","False","True","VDF AkShare Collision Resolver Gate v027.8.4.1"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_DEDUP_INVALID_QUARANTINE_GATE_v02783_20260611_012926\report\VDF_AkShare_DedupInvalidQuarantineGate_Report_v02783.html","15023","True","True","True","True","True","False","True","VDF AkShare Dedup + Invalid Quarantine Gate v027.8.3"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_DUPLICATE_REPAIR_REVIEW_GATE_v027842_20260611_013908\report\VDF_AkShare_DuplicateRepairReviewGate_Report_v027842.html","15251","True","True","True","True","True","False","True","VDF AkShare Duplicate Repair Review Gate v027.8.4.2"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_EXECUTION_READINESS_REVIEW_v0279_20260611_020210\report\VDF_AkShare_ExecutionReadinessReview_Report_v0279.html","17054","True","True","True","True","True","False","True","VDF AkShare Execution Readiness Review v027.9"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_FREEZE_SEAL_REVIEW_v0280_20260611_020645\report\VDF_AkShare_FreezeSealReview_Report_v0280.html","15995","True","True","True","True","True","False","True","VDF AkShare Freeze Seal Review v028.0"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_GENERATED_SCRIPT_REVIEW_v0285_20260611_101304\report\VDF_AkShare_GeneratedScriptReview_Report_v0285.html","14839","True","True","True","True","True","False","True","VDF AkShare Generated Script Review v028.5"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_INVALID_MAPPING_REPAIR_GATE_v02784_20260611_013222\report\VDF_AkShare_InvalidMappingRepairGate_Report_v02784.html","16340","True","True","True","True","True","False","True","VDF AkShare Invalid Mapping Repair Gate v027.8.4"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_KEY_REPAIR_ROOTCAUSE_SMART_REMAP_v027811_20260610_221501\report\VDF_AkShare_KeyRepairRootCauseSmartRemap_Report_v027811.html","19680","True","True","False","True","True","False","True","VDF AkShare Key Repair RootCause Smart Remap v027.8.1.1"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_NARROW_SOURCE_CONTRACT_DRYRUN_HOTFIX_v027821_20260611_002618\report\VDF_AkShare_NarrowSourceContractDryRun_Hotfix_Report_v027821.html","18094","True","True","True","True","True","False","True","VDF AkShare Narrow-Source Contract Dry-run Hotfix v027.8.2.1"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_NARROW_SOURCE_CONTRACT_DRYRUN_v02782_20260611_002315\report\VDF_AkShare_NarrowSourceContractDryRun_Report_v02782.html","16516","True","True","True","True","True","False","True","VDF AkShare Narrow-Source Contract Dry-run v027.8.2"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_NARROW_SOURCE_FILELIST_CANONICALIZER_v027822_20260611_004445\report\VDF_AkShare_NarrowSourceFileListCanonicalizer_Report_v027822.html","1827","True","True","False","False","False","False","True","VDF AkShare Narrow Source FileList Canonicalizer v027.8.2.2"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_RAW_COLUMN_PROFILE_CANONICAL_CONTRACT_HOTFIX_v0278121_20260611_001912\report\VDF_AkShare_RawColumnProfileCanonicalContract_Hotfix_Report_v0278121.html","22265","True","True","True","True","True","False","True","VDF AkShare Raw Column Profile + Canonical Contract Hotfix v027.8.1.2.1"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_SAMPLE_CALL_GATE_v0272_20260610_143930\report\VDF_AkShare_SampleCallGate_Report_v0272.html","19762","True","True","False","True","True","False","True","VDF AkShare Sample-Call Gate v027.2"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_SELECTOR_GATE_v027_20260610_141147\report\VDF_AkShare_SelectorGate_Report_v027.html","13523","True","True","False","True","True","False","True","VDF AkShare Selector Gate v027"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_SIGNATURE_DOC_PROBE_v0271_20260610_141608\report\VDF_AkShare_SignatureDocProbe_Report_v0271.html","14267","True","True","False","True","True","False","True","VDF AkShare Signature/Doc Probe v027.1"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_SMALL_SCOPE_CANDIDATE_SEED_STAGING_v0274_20260610_145249\report\VDF_AkShare_SmallScopeCandidateSeedStaging_Report_v0274.html","17762","True","True","False","True","True","False","True","VDF AkShare Candidate Seed Staging v027.4"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_SMALL_SCOPE_CANDIDATE_SEED_STAGING_v0274_20260610_145643\report\VDF_AkShare_SmallScopeCandidateSeedStaging_Report_v0274.html","17762","True","True","False","True","True","False","True","VDF AkShare Candidate Seed Staging v027.4"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_SMALL_SCOPE_SEED_PLAN_GATE_HOTFIX_v02731_20260610_144716\report\VDF_AkShare_SmallScopeSeedPlanGate_Hotfix_Report_v02731.html","16082","True","True","False","True","True","False","True","VDF AkShare Small-Scope Seed Plan Gate Hotfix v027.3.1"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_STAGING_WRITE_SCRIPT_GENERATION_APPROVAL_v0284_20260611_033432\report\VDF_AkShare_StagingWriteScriptGenerationApproval_Report_v0284.html","12539","True","True","True","True","True","False","True","VDF AkShare Staging-write Script Generation Approval v028.4"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_USER_APPROVAL_GATE_WRITE_STAGE_DESIGN_v0281_20260611_021402\report\VDF_AkShare_UserApprovalGate_WriteStageDesign_Report_v0281.html","16834","True","True","True","True","True","False","True","VDF AkShare User Approval Gate for Write-stage Design v028.1"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_WRITE_DRYRUN_COMPARE_v0282_20260611_024351\report\VDF_AkShare_WriteDryRunCompare_Report_v0282.html","18873","True","True","True","True","True","False","True","VDF AkShare Write Dry-run Compare v028.2"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_ALLFLOW_MASTER_ORCHESTRATION_GATE_v0205_20260609_230940\report\VDF_AllFlow_MasterOrchestrationGate_Report_v0205.html","27011","True","True","False","True","True","False","True","VDF AllFlow Master Orchestration Gate v020.5"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_FRED_AKSHARE_SMALL_SCOPE_SEED_GATE_v025_20260610_125014\report\VDF_FredAkshare_SmallScopeSeedGate_Report_v025.html","22044","True","True","False","True","True","False","True","VDF FRED/AkShare Small-Scope Seed Gate v025"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_FRED_AKSHARE_SMALL_SCOPE_SEED_GATE_v025_20260610_125256\report\VDF_FredAkshare_SmallScopeSeedGate_Report_v025.html","22044","True","True","False","True","True","False","True","VDF FRED/AkShare Small-Scope Seed Gate v025"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_FRED_CANDIDATE_TO_CANONICAL_MERGE_DRYRUN_v0261_20260610_133556\report\VDF_FredCandidateToCanonical_MergeDryRun_Report_v0261.html","22404","True","True","False","True","True","False","True","VDF FRED Merge Dry-Run v026.1"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_FRED_CANDIDATE_TO_CANONICAL_MERGE_GATE_v026_20260610_132856\report\VDF_FredCandidateToCanonical_MergeGate_Report_v026.html","20090","True","True","False","True","True","False","True","VDF FRED Candidate-to-Canonical Merge Gate v026"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_FRED_CANONICAL_KEY_HYGIENE_GATE_v02611_20260610_133957\report\VDF_FredCanonical_KeyHygieneGate_Report_v02611.html","17074","True","True","False","True","True","False","True","VDF FRED Canonical Key Hygiene Gate v026.1.1"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_FRED_CANONICAL_KEY_REPAIR_DRYRUN_v02612_20260610_135521\report\VDF_FredCanonical_KeyRepairDryRun_Report_v02612.html","20103","True","True","False","True","True","False","True","VDF FRED Canonical Key Repair Dry-Run v026.1.2"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_FRED_SMALL_SCOPE_SEED_v0251_20260610_130027\report\VDF_FredSmallScopeSeed_Report_v0251.html","20628","True","True","False","True","True","False","True","VDF FRED Small-Scope Seed v025.1"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_FULL_SYSTEM_MODULE_INTEGRATION_AUDIT_v023_20260610_123356\report\VDF_FullSystem_ModuleIntegrationAudit_Report_v023.html","46927","True","True","False","True","True","False","True","VDF Full-System Module Integration Audit v023"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_MOPS_MONTHLY_REVENUE_SEED_v022_20260609_233356\report\VDF_MOPSMonthlyRevenueSeed_Report_v022.html","19196","True","True","False","True","True","False","True","VDF MOPS MonthlyRevenue Seed v022"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_PENDING_TRIFLOW_EXECUTION_GATE_v0203_20260609_230242\report\VDF_PendingTriFlow_ExecutionGate_Report_v0203.html","15267","True","True","False","True","True","False","True","VDF Pending TriFlow Execution Gate v020.3"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_PENDING_TRIFLOW_PANORAMA_v020_20260609_225020\report\VDF_PendingTriFlow_Panorama_Report_v020.html","15738","True","True","False","True","True","False","True","VDF Pending TriFlow Panorama v020"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_PRODUCTION_FETCH_CONTROLLER_v0161_PROBE_RECLASSIFY_20260609_220558\report\VDF_ProductionFetchController_ProbeReclassify_Report_v0161.html","15237","True","True","False","True","True","False","True","VDF Production Fetch Controller v016.1 Probe Reclassify"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_PRODUCTION_FETCH_CONTROLLER_v016_20260609_220337\report\VDF_ProductionFetchController_Report_v016.html","29748","True","True","False","True","True","False","True","VDF Production Fetch Controller v016"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_REMAINING_MEGAFLOW_GATE_v0204_20260609_230606\report\VDF_RemainingMegaFlow_Gate_Report_v0204.html","19159","True","True","False","True","True","False","True","VDF Remaining MegaFlow Gate v020.4"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_THREE_DEFERRED_FLOW_SYNC_GATE_v024_20260610_123806\report\VDF_ThreeDeferredFlow_SyncGate_Report_v024.html","19803","True","True","False","True","True","False","True","VDF Three Deferred Flow Sync Gate v024"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_TPEX_SMALL_SCOPE_SEED_v021_20260609_232145\report\VDF_TPEXSmallScopeSeed_Report_v021.html","15591","True","True","False","True","True","False","True","VDF TPEX Small-Scope Seed v021"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_TRIFLOW_SYNC_v0191_20260609_224717\report\VDF_TriFlowSynchronization_Report_v0191.html","21591","True","True","False","True","True","False","True","VDF TriFlow Synchronization v019.1"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_TWSE_OFFICIAL_SEED_v018_20260609_223313\report\VDF_TWSEOfficialSeed_Report_v018.html","19090","True","True","False","True","True","False","True","VDF TWSE Official Seed v018"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_TWSE_OFFICIAL_SEED_v018_20260609_223420\report\VDF_TWSEOfficialSeed_Report_v018.html","19090","True","True","False","True","True","False","True","VDF TWSE Official Seed v018"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_TWSE_OFFICIAL_SEED_v018_20260609_223749\report\VDF_TWSEOfficialSeed_Report_v018.html","19090","True","True","False","True","True","False","True","VDF TWSE Official Seed v018"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_VRN_SYNC5_ORCHESTRATION_HOTFIX_v02801_20260611_001129\report\VDF_VRN_Sync5_Orchestration_Hotfix_Report_v02801.html","14209","True","True","True","True","True","False","True","VDF + VRN Sync5 Orchestration Hotfix v0280.1"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_YFINANCE_SEED_FETCH_v017_20260609_221249\report\VDF_YFinanceSeedFetch_Report_v017.html","24458","True","True","False","True","True","False","True","VDF YFinance Seed Fetch v017"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VIA_PANORAMA3ROUND_VDF_VRN_SCRIPT_REPAIR_v02851_20260611_104333\report\VIA_Panorama3Round_VDFVRN_Report_v02851.html","17333","True","True","True","True","True","False","True","VIA Panorama 3-Round · VDF + VRN · v028.5.1"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_freeze\VDF_AKSHARE_CANDIDATE_STAGING_FINAL_SEAL_v0275_20260610_150853\report\VDF_AkShare_CandidateStagingFinalSeal_Report_v0275.html","16499","True","True","False","True","True","False","True","VDF AkShare Candidate Staging Final Seal v027.5"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_freeze\VDF_ALLFLOW_MASTER_FREEZE_ACTIVATE_v0206_20260609_231257\report\VDF_AllFlow_MasterFreezeActivate_Report_v0206.html","21900","True","True","False","True","True","False","True","VDF AllFlow Master Freeze Activate v020.6"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_freeze\VDF_FINAL_SEAL_SMOKETEST_v015_20260609_215751\report\VDF_FinalSeal_SmokeTest_Report_v015.html","32095","True","True","False","True","True","False","True","VDF Final Seal Smoke Test v015"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_freeze\VDF_FRED_AKSHARE_CAPABILITY_SEAL_v0241_20260610_124114\report\VDF_FredAkshare_CapabilitySeal_Report_v0241.html","18809","True","True","False","True","True","False","True","VDF FRED/AkShare Capability Seal v024.1"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_freeze\VDF_FRED_CANDIDATE_TO_CANONICAL_MERGE_EXECUTE_v0262_20260610_135958\report\VDF_FredCandidateToCanonical_MergeExecute_Report_v0262.html","22199","True","True","False","True","True","False","True","VDF FRED Merge Execute v026.2"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_freeze\VDF_FRED_CANONICAL_POST_MERGE_FINAL_AUDIT_SEAL_v0263_20260610_140303\report\VDF_FredCanonical_PostMergeFinalAuditSeal_Report_v0263.html","19977","True","True","False","True","True","False","True","VDF FRED Post-Merge Final Audit Seal v026.3"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_freeze\VDF_FRED_SMALL_SCOPE_FINAL_SEAL_v0252_20260610_130808\report\VDF_FredSmallScope_FinalSeal_Report_v0252.html","21220","True","True","False","True","True","False","True","VDF FRED Small-Scope Final Seal v025.2"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_freeze\VDF_MOPS_MONTHLY_REVENUE_FINAL_SEAL_v0221_20260609_234646\report\VDF_MOPSMonthlyRevenue_FinalSeal_Report_v0221.html","20178","True","True","False","True","True","False","True","VDF MOPS MonthlyRevenue Final Seal v022.1"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_freeze\VDF_MOPS_MONTHLY_REVENUE_RECLASSIFY_HOTFIX_v02201_20260609_234213\report\VDF_MOPSMonthlyRevenue_ReclassifyHotfix_Report_v02201.html","17553","True","True","False","True","True","False","True","VDF MOPS MonthlyRevenue Reclassify Hotfix v022.0.1"
