"def_project","def_engine_file","def_file_role","def_engine_param_count","def_total_param_count","def_path"
"VDF","via_dual_sixlane_worker_v029dual1b.py","SOURCE","22","299","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VIA_DUALPROJECT_SIXLANE_CONCURRENT_GATE_v029DUAL1B_20260615_162518\work\via_dual_sixlane_worker_v029dual1b.py"
"VDF","VIA_DualProjectSixLanePanorama_Report_v029DUAL1A.html","REPORT","5","8","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VIA_DUALPROJECT_SIXLANE_PANORAMA_GATE_v029DUAL1A_20260615_153539\report\VIA_DualProjectSixLanePanorama_Report_v029DUAL1A.html"
"VDF","via_dual_sixlane_probe.py","SOURCE","8","38","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VIA_DUALPROJECT_SIXLANE_PANORAMA_GATE_v029DUAL1A_20260615_153539\work\via_dual_sixlane_probe.py"
"VDF","VIA_DualProjectDailyHealthScheduler_Report_v02875.html","REPORT","5","8","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VIA_DUAL_PROJECT_DAILY_HEALTH_SCHEDULER_v02875_20260611_213209\report\VIA_DualProjectDailyHealthScheduler_Report_v02875.html"
"VDF","Start-VDF-Lane1-FinalSealHealth.ps1","SOURCE","1","6","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VIA_DUAL_PROJECT_SAFE_PARALLEL_GATE_v02872_20260611_205436\launchers\Start-VDF-Lane1-FinalSealHealth.ps1"
"VDF","Start-VDF-Lane2-ReadOnlyInventory.ps1","SOURCE","1","6","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VIA_DUAL_PROJECT_SAFE_PARALLEL_GATE_v02872_20260611_205436\launchers\Start-VDF-Lane2-ReadOnlyInventory.ps1"
"VDF","Start-VDF-Lane3-EnvSupportiveHardGate.ps1","SOURCE","1","6","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VIA_DUAL_PROJECT_SAFE_PARALLEL_GATE_v02872_20260611_205436\launchers\Start-VDF-Lane3-EnvSupportiveHardGate.ps1"
"VDF","Start-VRN-Lane1-EntryHealth.ps1","SOURCE","1","6","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VIA_DUAL_PROJECT_SAFE_PARALLEL_GATE_v02872_20260611_205436\launchers\Start-VRN-Lane1-EntryHealth.ps1"
"VDF","Start-VRN-Lane2-IOInventory.ps1","SOURCE","1","6","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VIA_DUAL_PROJECT_SAFE_PARALLEL_GATE_v02872_20260611_205436\launchers\Start-VRN-Lane2-IOInventory.ps1"
"VDF","Start-VRN-Lane3-EngineCapability.ps1","ENGINE_MODULE","1","6","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VIA_DUAL_PROJECT_SAFE_PARALLEL_GATE_v02872_20260611_205436\launchers\Start-VRN-Lane3-EngineCapability.ps1"
"VDF","VIA_DualProjectSafeParallelGate_Report_v02872.html","REPORT","5","11","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VIA_DUAL_PROJECT_SAFE_PARALLEL_GATE_v02872_20260611_205436\report\VIA_DualProjectSafeParallelGate_Report_v02872.html"
"VDF","VIA_DualProjectUserTestConsoleHotfix_Report_v028731.html","TEST_VALIDATION","5","9","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VIA_DUAL_PROJECT_USERTEST_CONSOLE_HOTFIX_v028731_20260611_210904\report\VIA_DualProjectUserTestConsoleHotfix_Report_v028731.html"
"VDF","VIA_DualProjectUserTestConsole_Report_v02873.html","TEST_VALIDATION","5","10","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VIA_DUAL_PROJECT_USERTEST_CONSOLE_v02873_20260611_205808\report\VIA_DualProjectUserTestConsole_Report_v02873.html"
"VDF","VIA_DualSystemProgressConsolidatorHotfix_Report_v029DUAL0D1.html","REPORT","5","8","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VIA_DUAL_SYSTEM_PROGRESS_CONSOLIDATOR_HOTFIX_v029DUAL0D1_20260615_120923\report\VIA_DualSystemProgressConsolidatorHotfix_Report_v029DUAL0D1.html"
"VDF","VIA_FinalLongRunSeal_Report_v02867.html","REPORT","5","9","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VIA_FINAL_LONGRUN_SEAL_v02867_20260611_123639\report\VIA_FinalLongRunSeal_Report_v02867.html"
"VDF","py_audit_62d85801ce8740fa8cbc478bc8c6a5a3.py","SOURCE","1","6","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VIA_FINAL_LONGRUN_SEAL_v02867_20260611_123639\runtime\py_audit_62d85801ce8740fa8cbc478bc8c6a5a3.py"
"VDF","py_audit_65979deb99df4d439bb6b873bb29589a.py","SOURCE","1","6","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VIA_FINAL_LONGRUN_SEAL_v02867_20260611_123639\runtime\py_audit_65979deb99df4d439bb6b873bb29589a.py"
"VDF","py_audit_7ae60dd6d6134056bfab27bb6751e35d.py","SOURCE","1","6","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VIA_FINAL_LONGRUN_SEAL_v02867_20260611_123639\runtime\py_audit_7ae60dd6d6134056bfab27bb6751e35d.py"
"VDF","py_audit_af82507fc588498b9ed9f026955f3855.py","SOURCE","1","6","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VIA_FINAL_LONGRUN_SEAL_v02867_20260611_123639\runtime\py_audit_af82507fc588498b9ed9f026955f3855.py"
"VDF","py_audit_dab0039dd42049e0a19a35e037689059.py","SOURCE","1","6","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VIA_FINAL_LONGRUN_SEAL_v02867_20260611_123639\runtime\py_audit_dab0039dd42049e0a19a35e037689059.py"
"VDF","py_audit_eaa8804cb48c447cb53f8ab9b8180553.py","SOURCE","1","6","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VIA_FINAL_LONGRUN_SEAL_v02867_20260611_123639\runtime\py_audit_eaa8804cb48c447cb53f8ab9b8180553.py"
"VDF","py_audit_f13767d89fb2447aa1ea89609fbe2bc8.py","SOURCE","1","6","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VIA_FINAL_LONGRUN_SEAL_v02867_20260611_123639\runtime\py_audit_f13767d89fb2447aa1ea89609fbe2bc8.py"
"VDF","VIA_FinalOperationsSeal_Report_v02876.html","REPORT","5","9","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VIA_FINAL_OPERATIONS_SEAL_v02876_20260611_230029\report\VIA_FinalOperationsSeal_Report_v02876.html"
"VDF","VIA_FinalOperationsSeal_Report_v02876.html","REPORT","5","9","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VIA_FINAL_OPERATIONS_SEAL_v02876_20260611_230723\report\VIA_FinalOperationsSeal_Report_v02876.html"
"VDF","VIA_FinalPromote_ActivePointerLock_Report_v02868.html","LOCK_REGISTRY","5","9","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VIA_FINAL_PROMOTE_ACTIVE_POINTER_LOCK_v02868_20260611_123905\report\VIA_FinalPromote_ActivePointerLock_Report_v02868.html"
"VDF","Original_Invoke-VDF-AkShare-StagingWrite-GENERATED-NOT-RUN-v0285.ps1","SOURCE","2","13","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VIA_PANORAMA3ROUND_VDF_VRN_SCRIPT_REPAIR_v02851_20260611_104333\backup\Original_Invoke-VDF-AkShare-StagingWrite-GENERATED-NOT-RUN-v0285.ps1"
"VDF","Invoke-VDF-AkShare-StagingWrite-REPAIRED-NOT-RUN-v02851.ps1","SOURCE","2","13","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VIA_PANORAMA3ROUND_VDF_VRN_SCRIPT_REPAIR_v02851_20260611_104333\repair\Invoke-VDF-AkShare-StagingWrite-REPAIRED-NOT-RUN-v02851.ps1"
"VDF","VIA_PanoramicContinuityAudit_Report_v028711.html","REPORT","5","11","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VIA_PANORAMIC_CONTINUITY_AUDIT_HOTFIX_v028711_20260611_202803\report\VIA_PanoramicContinuityAudit_Report_v028711.html"
"VDF","VIA_PythonBatchAudit_v028711.py","SOURCE","1","8","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VIA_PANORAMIC_CONTINUITY_AUDIT_HOTFIX_v028711_20260611_202803\runtime\VIA_PythonBatchAudit_v028711.py"
"VDF","VIA_PostPromoteIntegrityAudit_Report_v02869.html","REPORT","5","8","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VIA_POST_PROMOTE_INTEGRITY_AUDIT_v02869_20260611_124053\report\VIA_PostPromoteIntegrityAudit_Report_v02869.html"
"VDF","VIA_ReadOnlyLaneSmoke_Report_v02874.html","TEST_VALIDATION","5","10","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VIA_READONLY_LANE_EXECUTION_SMOKE_TEST_v02874_20260611_211312\report\VIA_ReadOnlyLaneSmoke_Report_v02874.html"
"VDF","VRN_VRN-Lane3-EngineCapability.stderr.txt","ENGINE_MODULE","0","0","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VIA_READONLY_LANE_EXECUTION_SMOKE_TEST_v02874_20260611_211312\runtime\stderr\VRN_VRN-Lane3-EngineCapability.stderr.txt"
"VDF","VRN_VRN-Lane3-EngineCapability.stdout.txt","ENGINE_MODULE","0","2","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VIA_READONLY_LANE_EXECUTION_SMOKE_TEST_v02874_20260611_211312\runtime\stdout\VRN_VRN-Lane3-EngineCapability.stdout.txt"
"VDF","VDF_SourceRouter_Draft_v029DUAL0B.json","ENGINE_MODULE","0","45","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VIA_REMAINING_PROCESSES_SAFE_PARALLEL_STARTER_v029DUAL0B_20260615_102905\generated_config\VDF_SourceRouter_Draft_v029DUAL0B.json"
"VDF","VIA_RemainingProcesses_Report_v029DUAL0B.html","REPORT","5","10","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VIA_REMAINING_PROCESSES_SAFE_PARALLEL_STARTER_v029DUAL0B_20260615_102905\report\VIA_RemainingProcesses_Report_v029DUAL0B.html"
"VDF","VDF-2_EngineCapability.csv","ENGINE_MODULE","0","0","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VIA_REMAINING_PROCESSES_SAFE_PARALLEL_STARTER_v029DUAL0B_20260615_102905\runtime\lanes\VDF-2_EngineCapability.csv"
"VDF","VDF-2_EngineCapability.json","ENGINE_MODULE","0","75","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VIA_REMAINING_PROCESSES_SAFE_PARALLEL_STARTER_v029DUAL0B_20260615_102905\runtime\lanes\VDF-2_EngineCapability.json"
"VDF","VIA_SSOT_NexusCoreStatus_Report_v029SSOT1A.html","REGISTRY","5","8","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VIA_SSOT_NEXUSCORE_STATUS_INSPECTOR_v029SSOT1A_20260615_135136\report\VIA_SSOT_NexusCoreStatus_Report_v029SSOT1A.html"
"VDF","VIA_SSOT_NexusCoreStatus_Report_v029SSOT1A.html","REGISTRY","5","8","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VIA_SSOT_NEXUSCORE_STATUS_INSPECTOR_v029SSOT1A_20260615_143518\report\VIA_SSOT_NexusCoreStatus_Report_v029SSOT1A.html"
"VDF","VIA_KeySignalScan_v02861.csv","SOURCE","10","212","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VIA_SUPPORTIVE_DOCKING_VDF_VRN_v02861_20260611_112018\registry\VIA_KeySignalScan_v02861.csv"
"VDF","VIA_PythonAudit_v02861.csv","SOURCE","121","289","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VIA_SUPPORTIVE_DOCKING_VDF_VRN_v02861_20260611_112018\registry\VIA_PythonAudit_v02861.csv"
"VDF","VIA_SupportiveDocking_VDF_VRN_Report_v02861.html","REPORT","5","204","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VIA_SUPPORTIVE_DOCKING_VDF_VRN_v02861_20260611_112018\report\VIA_SupportiveDocking_VDF_VRN_Report_v02861.html"
"VDF","VIA_DebugConsolidate_Report_v02864.html","REPORT","5","14","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VIA_TEST_DEBUG_CONSOLIDATE_v02864_20260611_114523\report\VIA_DebugConsolidate_Report_v02864.html"
"VDF","VIA_SignalScan_v02863.csv","SOURCE","4","180","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VIA_TEST_DEBUG_VDF_VRN_v02863_20260611_113944\registry\VIA_SignalScan_v02863.csv"
"VDF","VIA_ThreeRoundPanoramic_Report_v029DUAL0E.html","REPORT","5","9","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VIA_THREEROUND_PANORAMIC_CONSOLIDATION_v029DUAL0E_20260615_121827\report\VIA_ThreeRoundPanoramic_Report_v029DUAL0E.html"
"VDF","vrn_refined_firstpage_speed_benchmark.py","SOURCE","12","121","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VIA_TWO_SYSTEM_NEXT_GATE_STARTER_v029DUAL0C_20260615_103315\work\vrn_refined_firstpage_speed_benchmark.py"
"VDF","VIA_TwoSystemNextGateTurbo_Report_v029DUAL0C1.html","REPORT","5","9","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VIA_TWO_SYSTEM_NEXT_GATE_TURBO_HOTFIX_v029DUAL0C1_20260615_114931\report\VIA_TwoSystemNextGateTurbo_Report_v029DUAL0C1.html"
"VDF","vrn_turbo_firstpage_parallel_benchmark.py","SOURCE","13","151","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VIA_TWO_SYSTEM_NEXT_GATE_TURBO_HOTFIX_v029DUAL0C1_20260615_114931\work\vrn_turbo_firstpage_parallel_benchmark.py"
"VDF","vrn_all_turbo_qualified_staging_extract.py","SOURCE","14","173","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VRN_ALL_TURBO_QUALIFIED_STAGING_EXTRACTION_v029VRN1C_20260615_115316\work\vrn_all_turbo_qualified_staging_extract.py"
"VDF","VRN_BrokerBackfill_Report_v029VRN1C41.html","REPORT","5","8","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VRN_BROKER_BACKFILL_GATE_v029VRN1C41_20260615_131349\report\VRN_BrokerBackfill_Report_v029VRN1C41.html"
"VDF","vrn_broker_backfill_v1c4.py","SOURCE","13","58","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VRN_BROKER_BACKFILL_GATE_v029VRN1C41_20260615_131349\work\vrn_broker_backfill_v1c4.py"
"VDF","VRN_BrokerBackfill_Report_v029VRN1C41.html","REPORT","5","8","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VRN_BROKER_BACKFILL_GATE_v029VRN1C41_20260615_131852\report\VRN_BrokerBackfill_Report_v029VRN1C41.html"
"VDF","vrn_broker_backfill_v1c4.py","SOURCE","13","58","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VRN_BROKER_BACKFILL_GATE_v029VRN1C41_20260615_131852\work\vrn_broker_backfill_v1c4.py"
"VDF","VRN_BrokerBackfill_Report_v029VRN1C4.html","REPORT","5","8","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VRN_BROKER_BACKFILL_GATE_v029VRN1C4_20260615_130609\report\VRN_BrokerBackfill_Report_v029VRN1C4.html"
"VDF","vrn_broker_backfill_v1c4.py","SOURCE","10","37","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VRN_BROKER_BACKFILL_GATE_v029VRN1C4_20260615_130609\work\vrn_broker_backfill_v1c4.py"
"VDF","vrn_parquet_unified_stage_repair.py","SOURCE","15","160","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VRN_PARQUET_UNIFIED_STAGE_REPAIR_GATE_v029VRN1C2_20260615_123205\work\vrn_parquet_unified_stage_repair.py"
"VDF","VRN_ParquetUnifiedStageRepair_Report_v029VRN1C3.html","REPORT","5","9","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VRN_PARQUET_UNIFIED_STAGE_REPAIR_GATE_v029VRN1C3_20260615_125541\report\VRN_ParquetUnifiedStageRepair_Report_v029VRN1C3.html"
"VDF","vrn_parquet_unified_stage_repair_v1c3.py","SOURCE","16","86","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VRN_PARQUET_UNIFIED_STAGE_REPAIR_GATE_v029VRN1C3_20260615_125541\work\vrn_parquet_unified_stage_repair_v1c3.py"
"VDF","vrn_staging_identity_repair_rekey_hotfix.py","SOURCE","8","118","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VRN_STAGING_IDENTITY_REPAIR_REKEY_VERIFY_HOTFIX_v029VRN1C11_20260615_122758\work\vrn_staging_identity_repair_rekey_hotfix.py"
"VDF","vrn_staging_identity_repair_rekey.py","SOURCE","7","107","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VRN_STAGING_IDENTITY_REPAIR_REKEY_VERIFY_v029VRN1C1_20260615_122419\work\vrn_staging_identity_repair_rekey.py"
"VDF","vdf_akshare_candidate_staging_final_audit_v0275.py","SOURCE","6","89","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_freeze\VDF_AKSHARE_CANDIDATE_STAGING_FINAL_SEAL_v0275_20260610_150853\runtime\vdf_akshare_candidate_staging_final_audit_v0275.py"
"VDF","vdf_fred_akshare_capability_seal_probe_v0241.py","SOURCE","3","28","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_freeze\VDF_FRED_AKSHARE_CAPABILITY_SEAL_v0241_20260610_124114\runtime\vdf_fred_akshare_capability_seal_probe_v0241.py"
"VDF","vdf_fred_candidate_to_canonical_merge_execute_v0262.py","SOURCE","4","44","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_freeze\VDF_FRED_CANDIDATE_TO_CANONICAL_MERGE_EXECUTE_v0262_20260610_135958\runtime\vdf_fred_candidate_to_canonical_merge_execute_v0262.py"
"VDF","vdf_fred_canonical_post_merge_final_audit_v0263.py","SOURCE","4","59","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_freeze\VDF_FRED_CANONICAL_POST_MERGE_FINAL_AUDIT_SEAL_v0263_20260610_140303\runtime\vdf_fred_canonical_post_merge_final_audit_v0263.py"
"VDF","vdf_fred_small_scope_final_validator_v0252.py","SOURCE","6","28","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_freeze\VDF_FRED_SMALL_SCOPE_FINAL_SEAL_v0252_20260610_130808\runtime\vdf_fred_small_scope_final_validator_v0252.py"
"VDF","vdf_mops_monthly_revenue_final_validator_v0221.py","SOURCE","6","28","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_freeze\VDF_MOPS_MONTHLY_REVENUE_FINAL_SEAL_v0221_20260609_234646\runtime\vdf_mops_monthly_revenue_final_validator_v0221.py"
"VDF","vdf_tpex_small_scope_validator_v0211.py","SOURCE","6","19","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_freeze\VDF_TPEX_SMALL_SCOPE_FINAL_SEAL_v0211_20260609_232726\runtime\vdf_tpex_small_scope_validator_v0211.py"
"VDF","vdf_twse_official_seed_validator_v0181.py","SOURCE","7","21","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_freeze\VDF_TWSE_OFFICIAL_SEED_FINAL_SEAL_v0181_20260609_231824\runtime\vdf_twse_official_seed_validator_v0181.py"
"VDF","vdf_yfinance_seed_validator_v0171.py","SOURCE","5","48","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_freeze\VDF_YFINANCE_SEED_FINAL_SEAL_v0171_20260609_222206\runtime\vdf_yfinance_seed_validator_v0171.py"
"VRN","VRN_FinancialDataStagingExtractionStore_Report_v029VRN1D.html","REPORT","5","8","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\SSOT\_runs\VRN_FINANCIALDATA_STAGING_EXTRACTION_STORE_v029VRN1D_20260615_153021\report\VRN_FinancialDataStagingExtractionStore_Report_v029VRN1D.html"
"VRN","vrn_financialdata_staging_extraction_store_v029vrn1d.py","SOURCE","21","238","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\SSOT\_runs\VRN_FINANCIALDATA_STAGING_EXTRACTION_STORE_v029VRN1D_20260615_153021\work\vrn_financialdata_staging_extraction_store_v029vrn1d.py"
"VRN","VRN_SSOTVerifierActivePointer_Report_v029SSOT1C.html","REGISTRY","5","8","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\SSOT\_runs\VRN_SSOT_VERIFIER_ACTIVE_POINTER_SEAL_v029SSOT1C_20260615_144418\report\VRN_SSOTVerifierActivePointer_Report_v029SSOT1C.html"
"VRN","vrn_ssot_verifier_active_pointer_v029ssot1c.py","REGISTRY","9","134","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\SSOT\_runs\VRN_SSOT_VERIFIER_ACTIVE_POINTER_SEAL_v029SSOT1C_20260615_144418\work\vrn_ssot_verifier_active_pointer_v029ssot1c.py"
"VRN","VRN_StockReportIncrementalOutputStore_Report_v029SSOT1D.html","REGISTRY","5","8","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\SSOT\_runs\VRN_STOCKREPORT_INCREMENTAL_OUTPUT_STORE_v029SSOT1D_20260615_151828\report\VRN_StockReportIncrementalOutputStore_Report_v029SSOT1D.html"
"VRN","vrn_stockreport_incremental_output_store_v029ssot1d.py","REGISTRY","25","159","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\SSOT\_runs\VRN_STOCKREPORT_INCREMENTAL_OUTPUT_STORE_v029SSOT1D_20260615_151828\work\vrn_stockreport_incremental_output_store_v029ssot1d.py"
"VRN","VRN_UnifiedSSOTBuilder_Report_v029SSOT1B.html","REGISTRY","5","8","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\SSOT\_runs\VRN_UNIFIED_SSOT_BUILDER_v029SSOT1B_20260615_143918\report\VRN_UnifiedSSOTBuilder_Report_v029SSOT1B.html"
"VRN","vrn_unified_ssot_builder_v029ssot1b.py","REGISTRY","8","132","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\SSOT\_runs\VRN_UNIFIED_SSOT_BUILDER_v029SSOT1B_20260615_143918\work\vrn_unified_ssot_builder_v029ssot1b.py"
"VIA","Invoke-VeritasCodexNexus.ps1","SOURCE","5","69","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\Invoke-VeritasCodexNexus.ps1"
"VIA","VIA_IconBase_StylePack_Gallery_DISK_SAFE.html","UI_VISUAL","3","14","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_icon_manifest\VIA_IconBase_StylePack_Gallery_DISK_SAFE.html"
"VIA","VIA_IconBase_UnifiedWindow.html","UI_VISUAL","3","16","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_icon_manifest\VIA_IconBase_UnifiedWindow.html"
"VIA","VIA_IconBase_StylePack_Gallery_DISK_SAFE.html","UI_VISUAL","3","14","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\_icon_manifest\VIA_IconBase_StylePack_Gallery_DISK_SAFE.html"
"VIA","VIA_IconBase_UnifiedWindow.html","UI_VISUAL","3","16","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\_icon_manifest\VIA_IconBase_UnifiedWindow.html"
"VIA","main.py","SOURCE","25","67","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VAP\main.py"
"VIA","vap_layout.py","SOURCE","15","51","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VAP\vap_layout.py"
"VIA","VAP_MultiCompare.html","UI_VISUAL","3","20","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VAP\VAP_MultiCompare.html"
"VIA","VAP_SMH_Flow.html","UI_VISUAL","3","20","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VAP\VAP_SMH_Flow.html"
"VDF","VAP_VDF_Panoramic.html","UI_VISUAL","3","20","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VAP\VAP_VDF_Panoramic.html"
"VIA","VEGN_v32_TEST.html","TEST_VALIDATION","3","16","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VAP\VEGN_v32_TEST.html"
"VIA","VIA_VEGN_Step1_v32.ps1","SOURCE","32","482","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VAP\VIA_VEGN_Step1_v32.ps1"
"VIA","vap_server.py","SOURCE","22","62","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VAP\api\vap_server.py"
"VIA","vap_chart_dashboard.py","SOURCE","11","90","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VAP\charts\vap_chart_dashboard.py"
"VIA","vap_chart_heatmap.py","SOURCE","11","64","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VAP\charts\vap_chart_heatmap.py"
"VIA","vap_chart_stack.py","SOURCE","9","37","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VAP\charts\vap_chart_stack.py"
