"RowNo","Scope","Category","OriginalStatus","IsBlocker","Priority","FixClass","RepairLane","ErrorType","FileExists","IsRuntimeArtifact","IsSourceFile","AnchorFound","Line","Column","FileSize","AnchorLineText","OriginalMessage","Context","Strategy","Path","RelativePath"
"35","VDF_Dict","TextDocument","FAIL","False","P3","PARALLEL_SAFE_REVIEW","PAR_RUNTIME_FALSE_POSITIVE","RuntimeTextContainsConflictMarker","True","True","False","False","0","0","3.50 KB","","merge conflict marker","SKIP_CONTEXT_RUNTIME_OR_NON_SOURCE","runtime/log/report/staging 紀錄檔，通常不修 source；只標記為 false-positive/review artifact。","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VIA_POST_PROMOTE_INTEGRITY_AUDIT_v02869_20260611_124053\runtime\VIA_PostPromoteIntegrityAudit_v02869_Transcript_20260611_124053.txt","dict\VDF\_active\VIA_POST_PROMOTE_INTEGRITY_AUDIT_v02869_20260611_124053\runtime\VIA_PostPromoteIntegrityAudit_v02869_Transcript_20260611_124053.txt"
"36","VDF_Dict","TextDocument","FAIL","False","P3","PARALLEL_SAFE_REVIEW","PAR_RUNTIME_FALSE_POSITIVE","RuntimeTextContainsConflictMarker","True","True","False","False","0","0","3.45 KB","","merge conflict marker","SKIP_CONTEXT_RUNTIME_OR_NON_SOURCE","runtime/log/report/staging 紀錄檔，通常不修 source；只標記為 false-positive/review artifact。","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VIA_PANORAMIC_CONTINUITY_AUDIT_HOTFIX_v028711_20260611_202803\runtime\VIA_PanoramicContinuityAudit_Hotfix_v028711_Transcript_20260611_202803.txt","dict\VDF\_active\VIA_PANORAMIC_CONTINUITY_AUDIT_HOTFIX_v028711_20260611_202803\runtime\VIA_PanoramicContinuityAudit_Hotfix_v028711_Transcript_20260611_202803.txt"
"37","VDF_Dict","TextDocument","FAIL","False","P3","PARALLEL_SAFE_REVIEW","PAR_RUNTIME_FALSE_POSITIVE","RuntimeTextContainsConflictMarker","True","True","False","False","0","0","3.36 KB","","merge conflict marker","SKIP_CONTEXT_RUNTIME_OR_NON_SOURCE","runtime/log/report/staging 紀錄檔，通常不修 source；只標記為 false-positive/review artifact。","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VRN_BROKER_BACKFILL_GATE_v029VRN1C41_20260615_131852\runtime\VRN_BrokerBackfillGate_v029VRN1C41_Transcript_20260615_131852.txt","dict\VDF\_active\VRN_BROKER_BACKFILL_GATE_v029VRN1C41_20260615_131852\runtime\VRN_BrokerBackfillGate_v029VRN1C41_Transcript_20260615_131852.txt"
"38","VDF_Dict","TextDocument","FAIL","False","P3","PARALLEL_SAFE_REVIEW","PAR_RUNTIME_FALSE_POSITIVE","RuntimeTextContainsConflictMarker","True","True","False","False","0","0","3.36 KB","","merge conflict marker","SKIP_CONTEXT_RUNTIME_OR_NON_SOURCE","runtime/log/report/staging 紀錄檔，通常不修 source；只標記為 false-positive/review artifact。","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VRN_BROKER_BACKFILL_GATE_v029VRN1C41_20260615_131349\runtime\VRN_BrokerBackfillGate_v029VRN1C41_Transcript_20260615_131349.txt","dict\VDF\_active\VRN_BROKER_BACKFILL_GATE_v029VRN1C41_20260615_131349\runtime\VRN_BrokerBackfillGate_v029VRN1C41_Transcript_20260615_131349.txt"
"39","VDF_Dict","TextDocument","FAIL","False","P3","PARALLEL_SAFE_REVIEW","PAR_RUNTIME_FALSE_POSITIVE","RuntimeTextContainsConflictMarker","True","True","False","False","0","0","3.36 KB","","merge conflict marker","SKIP_CONTEXT_RUNTIME_OR_NON_SOURCE","runtime/log/report/staging 紀錄檔，通常不修 source；只標記為 false-positive/review artifact。","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VIA_FINAL_LONGRUN_SEAL_v02867_20260611_123639\runtime\VIA_FinalLongRunSeal_v02867_Transcript_20260611_123639.txt","dict\VDF\_active\VIA_FINAL_LONGRUN_SEAL_v02867_20260611_123639\runtime\VIA_FinalLongRunSeal_v02867_Transcript_20260611_123639.txt"
"40","VDF_Dict","TextDocument","FAIL","False","P3","PARALLEL_SAFE_REVIEW","PAR_RUNTIME_FALSE_POSITIVE","RuntimeTextContainsConflictMarker","True","True","False","False","0","0","3.35 KB","","merge conflict marker","SKIP_CONTEXT_RUNTIME_OR_NON_SOURCE","runtime/log/report/staging 紀錄檔，通常不修 source；只標記為 false-positive/review artifact。","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VRN_BROKER_BACKFILL_GATE_v029VRN1C4_20260615_130609\runtime\VRN_BrokerBackfillGate_v029VRN1C4_Transcript_20260615_130609.txt","dict\VDF\_active\VRN_BROKER_BACKFILL_GATE_v029VRN1C4_20260615_130609\runtime\VRN_BrokerBackfillGate_v029VRN1C4_Transcript_20260615_130609.txt"
"41","VDF_Dict","TextDocument","FAIL","False","P3","PARALLEL_SAFE_REVIEW","PAR_RUNTIME_FALSE_POSITIVE","RuntimeTextContainsConflictMarker","True","True","False","False","0","0","3.04 KB","","merge conflict marker","SKIP_CONTEXT_RUNTIME_OR_NON_SOURCE","runtime/log/report/staging 紀錄檔，通常不修 source；只標記為 false-positive/review artifact。","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VIA_TEST_DEBUG_CONSOLIDATE_v02864_20260611_114523\runtime\VIA_DebugConsolidate_v02864_Transcript_20260611_114523.txt","dict\VDF\_active\VIA_TEST_DEBUG_CONSOLIDATE_v02864_20260611_114523\runtime\VIA_DebugConsolidate_v02864_Transcript_20260611_114523.txt"
"42","VDF_Dict","TextDocument","FAIL","False","P3","PARALLEL_SAFE_REVIEW","PAR_RUNTIME_FALSE_POSITIVE","RuntimeTextContainsConflictMarker","True","True","False","False","0","0","2.96 KB","","merge conflict marker","SKIP_CONTEXT_RUNTIME_OR_NON_SOURCE","runtime/log/report/staging 紀錄檔，通常不修 source；只標記為 false-positive/review artifact。","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VIA_DAILY_HEALTH_LAUNCHER_CONSOLE_v02870_20260611_195255\runtime\VIA_DailyHealthLauncherConsole_v02870_Transcript_20260611_195255.txt","dict\VDF\_active\VIA_DAILY_HEALTH_LAUNCHER_CONSOLE_v02870_20260611_195255\runtime\VIA_DailyHealthLauncherConsole_v02870_Transcript_20260611_195255.txt"
"43","VDF_Dict","TextDocument","FAIL","False","P3","PARALLEL_SAFE_REVIEW","PAR_RUNTIME_FALSE_POSITIVE","RuntimeTextContainsConflictMarker","True","True","False","False","0","0","2.96 KB","","merge conflict marker","SKIP_CONTEXT_RUNTIME_OR_NON_SOURCE","runtime/log/report/staging 紀錄檔，通常不修 source；只標記為 false-positive/review artifact。","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VIA_DAILY_HEALTH_LAUNCHER_CONSOLE_v02870_20260611_130315\runtime\VIA_DailyHealthLauncherConsole_v02870_Transcript_20260611_130315.txt","dict\VDF\_active\VIA_DAILY_HEALTH_LAUNCHER_CONSOLE_v02870_20260611_130315\runtime\VIA_DailyHealthLauncherConsole_v02870_Transcript_20260611_130315.txt"
"44","VDF_Dict","TextDocument","FAIL","False","P3","PARALLEL_SAFE_REVIEW","PAR_RUNTIME_FALSE_POSITIVE","RuntimeTextContainsConflictMarker","True","True","False","False","0","0","2.91 KB","","merge conflict marker","SKIP_CONTEXT_RUNTIME_OR_NON_SOURCE","runtime/log/report/staging 紀錄檔，通常不修 source；只標記為 false-positive/review artifact。","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VIA_ACTIVATION_SMOKE_TEST_v02866_20260611_121401\runtime\VIA_ActivationSmokeTest_v02866_Transcript_20260611_121401.txt","dict\VDF\_active\VIA_ACTIVATION_SMOKE_TEST_v02866_20260611_121401\runtime\VIA_ActivationSmokeTest_v02866_Transcript_20260611_121401.txt"
"45","VDF_Dict","TextDocument","FAIL","False","P3","PARALLEL_SAFE_REVIEW","PAR_RUNTIME_FALSE_POSITIVE","RuntimeTextContainsConflictMarker","True","True","False","False","0","0","2.68 KB","","merge conflict marker","SKIP_CONTEXT_RUNTIME_OR_NON_SOURCE","runtime/log/report/staging 紀錄檔，通常不修 source；只標記為 false-positive/review artifact。","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VIA_ACTIVATION_USERTEST_GATE_HOTFIX_v028651_20260611_115157\runtime\VIA_Hotfix_v028651_Transcript_20260611_115157.txt","dict\VDF\_active\VIA_ACTIVATION_USERTEST_GATE_HOTFIX_v028651_20260611_115157\runtime\VIA_Hotfix_v028651_Transcript_20260611_115157.txt"
"46","VDF_Dict","TextDocument","FAIL","False","P3","PARALLEL_SAFE_REVIEW","PAR_RUNTIME_FALSE_POSITIVE","RuntimeTextContainsConflictMarker","True","True","False","False","0","0","2.54 KB","","merge conflict marker","SKIP_CONTEXT_RUNTIME_OR_NON_SOURCE","runtime/log/report/staging 紀錄檔，通常不修 source；只標記為 false-positive/review artifact。","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VIA_ACTIVATION_USERTEST_GATE_v02865_20260611_114925\runtime\VIA_ActivationUserTestGate_v02865_Transcript_20260611_114925.txt","dict\VDF\_active\VIA_ACTIVATION_USERTEST_GATE_v02865_20260611_114925\runtime\VIA_ActivationUserTestGate_v02865_Transcript_20260611_114925.txt"
"47","VDF_Dict","TextDocument","FAIL","False","P3","PARALLEL_SAFE_REVIEW","PAR_RUNTIME_FALSE_POSITIVE","RuntimeTextContainsConflictMarker","True","True","False","False","0","0","2.30 KB","","merge conflict marker","SKIP_CONTEXT_RUNTIME_OR_NON_SOURCE","runtime/log/report/staging 紀錄檔，通常不修 source；只標記為 false-positive/review artifact。","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VIA_DUAL_SYSTEM_PROGRESS_CONSOLIDATOR_HOTFIX_v029DUAL0D1_20260615_120923\runtime\VIA_DualSystemProgressConsolidatorHotfix_v029DUAL0D1_Transcript_20260615_120923.txt","dict\VDF\_active\VIA_DUAL_SYSTEM_PROGRESS_CONSOLIDATOR_HOTFIX_v029DUAL0D1_20260615_120923\runtime\VIA_DualSystemProgressConsolidatorHotfix_v029DUAL0D1_Transcript_20260615_120923.txt"
"48","VDF_Dict","TextDocument","FAIL","False","P3","PARALLEL_SAFE_REVIEW","PAR_RUNTIME_FALSE_POSITIVE","RuntimeTextContainsConflictMarker","True","True","False","False","0","0","1.74 KB","","merge conflict marker","SKIP_CONTEXT_RUNTIME_OR_NON_SOURCE","runtime/log/report/staging 紀錄檔，通常不修 source；只標記為 false-positive/review artifact。","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VIA_TWO_SYSTEM_NEXT_GATE_STARTER_v029DUAL0C_20260615_103315\runtime\VIA_TwoSystemNextGateStarter_v029DUAL0C_Transcript_20260615_103315.txt","dict\VDF\_active\VIA_TWO_SYSTEM_NEXT_GATE_STARTER_v029DUAL0C_20260615_103315\runtime\VIA_TwoSystemNextGateStarter_v029DUAL0C_Transcript_20260615_103315.txt"
"49","VDF_Dict","TextDocument","FAIL","False","P3","PARALLEL_SAFE_REVIEW","PAR_RUNTIME_FALSE_POSITIVE","RuntimeTextContainsConflictMarker","True","True","False","False","0","0","1.71 KB","","merge conflict marker","SKIP_CONTEXT_RUNTIME_OR_NON_SOURCE","runtime/log/report/staging 紀錄檔，通常不修 source；只標記為 false-positive/review artifact。","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VRN_PARQUET_UNIFIED_STAGE_REPAIR_GATE_v029VRN1C2_20260615_123205\runtime\VRN_ParquetUnifiedStageRepairGate_v029VRN1C2_Transcript_20260615_123205.txt","dict\VDF\_active\VRN_PARQUET_UNIFIED_STAGE_REPAIR_GATE_v029VRN1C2_20260615_123205\runtime\VRN_ParquetUnifiedStageRepairGate_v029VRN1C2_Transcript_20260615_123205.txt"
"50","VDF_Dict","TextDocument","FAIL","False","P3","PARALLEL_SAFE_REVIEW","PAR_RUNTIME_FALSE_POSITIVE","RuntimeTextContainsConflictMarker","True","True","False","False","0","0","1.65 KB","","merge conflict marker","SKIP_CONTEXT_RUNTIME_OR_NON_SOURCE","runtime/log/report/staging 紀錄檔，通常不修 source；只標記為 false-positive/review artifact。","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VRN_STAGING_IDENTITY_REPAIR_REKEY_VERIFY_HOTFIX_v029VRN1C11_20260615_122758\runtime\VRN_StagingIdentityRepairHotfix_v029VRN1C11_Transcript_20260615_122758.txt","dict\VDF\_active\VRN_STAGING_IDENTITY_REPAIR_REKEY_VERIFY_HOTFIX_v029VRN1C11_20260615_122758\runtime\VRN_StagingIdentityRepairHotfix_v029VRN1C11_Transcript_20260615_122758.txt"
"51","VDF_Dict","TextDocument","FAIL","False","P3","PARALLEL_SAFE_REVIEW","PAR_RUNTIME_FALSE_POSITIVE","RuntimeTextContainsConflictMarker","True","True","False","False","0","0","1.54 KB","","merge conflict marker","SKIP_CONTEXT_RUNTIME_OR_NON_SOURCE","runtime/log/report/staging 紀錄檔，通常不修 source；只標記為 false-positive/review artifact。","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VRN_STAGING_IDENTITY_REPAIR_REKEY_VERIFY_v029VRN1C1_20260615_122419\runtime\VRN_StagingIdentityRepairRekeyVerify_v029VRN1C1_Transcript_20260615_122419.txt","dict\VDF\_active\VRN_STAGING_IDENTITY_REPAIR_REKEY_VERIFY_v029VRN1C1_20260615_122419\runtime\VRN_StagingIdentityRepairRekeyVerify_v029VRN1C1_Transcript_20260615_122419.txt"
"52","VDF_Dict","PowerShellCode","FAIL","False","P3","PARALLEL_SAFE_REVIEW","PAR_RUNTIME_FALSE_POSITIVE","PowerShellSyntax","True","True","False","False","0","0","1.47 KB","","Unexpected token '{' in expression or statement. | Missing closing ')' in expression. | Missing closing '}' in statement block or type definition.","SKIP_CONTEXT_RUNTIME_OR_NON_SOURCE","runtime/log/report/staging 紀錄檔，通常不修 source；只標記為 false-positive/review artifact。","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VIA_DUAL_PROJECT_USERTEST_CONSOLE_HOTFIX_v028731_20260611_210904\backup\Start-VIA-DualProjectUserTestConsole.before_v028731_20260611_210904.ps1","dict\VDF\_active\VIA_DUAL_PROJECT_USERTEST_CONSOLE_HOTFIX_v028731_20260611_210904\backup\Start-VIA-DualProjectUserTestConsole.before_v028731_20260611_210904.ps1"
"53","VDF_Dict","TextDocument","FAIL","False","P3","PARALLEL_SAFE_REVIEW","PAR_RUNTIME_FALSE_POSITIVE","RuntimeTextContainsConflictMarker","True","True","False","False","0","0","1.45 KB","","merge conflict marker","SKIP_CONTEXT_RUNTIME_OR_NON_SOURCE","runtime/log/report/staging 紀錄檔，通常不修 source；只標記為 false-positive/review artifact。","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VIA_PANORAMIC_CONTINUITY_AUDIT_v02871_20260611_202443\runtime\VIA_PanoramicContinuityAudit_v02871_Transcript_20260611_202443.txt","dict\VDF\_active\VIA_PANORAMIC_CONTINUITY_AUDIT_v02871_20260611_202443\runtime\VIA_PanoramicContinuityAudit_v02871_Transcript_20260611_202443.txt"
"54","VDF_Dict","TextDocument","FAIL","False","P3","PARALLEL_SAFE_REVIEW","PAR_RUNTIME_FALSE_POSITIVE","RuntimeTextContainsConflictMarker","True","True","False","False","0","0","1.26 KB","","merge conflict marker","SKIP_CONTEXT_RUNTIME_OR_NON_SOURCE","runtime/log/report/staging 紀錄檔，通常不修 source；只標記為 false-positive/review artifact。","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VIA_FINAL_LONGRUN_SEAL_v02867_20260611_123524\runtime\VIA_FinalLongRunSeal_v02867_Transcript_20260611_123524.txt","dict\VDF\_active\VIA_FINAL_LONGRUN_SEAL_v02867_20260611_123524\runtime\VIA_FinalLongRunSeal_v02867_Transcript_20260611_123524.txt"
"55","VDF_Dict","TextDocument","FAIL","False","P3","PARALLEL_SAFE_REVIEW","PAR_RUNTIME_FALSE_POSITIVE","RuntimeTextContainsConflictMarker","True","True","False","False","0","0","1.17 KB","","merge conflict marker","SKIP_CONTEXT_RUNTIME_OR_NON_SOURCE","runtime/log/report/staging 紀錄檔，通常不修 source；只標記為 false-positive/review artifact。","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VIA_DUAL_SYSTEM_PROGRESS_CONSOLIDATOR_v029DUAL0D_20260615_120339\runtime\VIA_DualSystemProgressConsolidator_v029DUAL0D_Transcript_20260615_120339.txt","dict\VDF\_active\VIA_DUAL_SYSTEM_PROGRESS_CONSOLIDATOR_v029DUAL0D_20260615_120339\runtime\VIA_DualSystemProgressConsolidator_v029DUAL0D_Transcript_20260615_120339.txt"
"56","VDF_Dict","TextDocument","FAIL","False","P3","PARALLEL_SAFE_REVIEW","PAR_RUNTIME_FALSE_POSITIVE","RuntimeTextContainsConflictMarker","True","True","False","False","0","0","1.04 KB","","merge conflict marker","SKIP_CONTEXT_RUNTIME_OR_NON_SOURCE","runtime/log/report/staging 紀錄檔，通常不修 source；只標記為 false-positive/review artifact。","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VIA_READONLY_LANE_EXECUTION_SMOKE_TEST_v02874_20260611_211312\runtime\stdout\VDF_VDF-Lane3-EnvSupportiveHardGate.stdout.txt","dict\VDF\_active\VIA_READONLY_LANE_EXECUTION_SMOKE_TEST_v02874_20260611_211312\runtime\stdout\VDF_VDF-Lane3-EnvSupportiveHardGate.stdout.txt"
"57","VDF_Dict","TextDocument","FAIL","False","P3","PARALLEL_SAFE_REVIEW","PAR_RUNTIME_FALSE_POSITIVE","RuntimeTextContainsConflictMarker","True","True","False","False","0","0","1.02 KB","","merge conflict marker","SKIP_CONTEXT_RUNTIME_OR_NON_SOURCE","runtime/log/report/staging 紀錄檔，通常不修 source；只標記為 false-positive/review artifact。","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VIA_READONLY_LANE_EXECUTION_SMOKE_TEST_v02874_20260611_211312\runtime\stdout\VDF_VDF-Lane2-ReadOnlyInventory.stdout.txt","dict\VDF\_active\VIA_READONLY_LANE_EXECUTION_SMOKE_TEST_v02874_20260611_211312\runtime\stdout\VDF_VDF-Lane2-ReadOnlyInventory.stdout.txt"
"58","VDF_Dict","TextDocument","FAIL","False","P3","PARALLEL_SAFE_REVIEW","PAR_RUNTIME_FALSE_POSITIVE","RuntimeTextContainsConflictMarker","True","True","False","False","0","0","1.02 KB","","merge conflict marker","SKIP_CONTEXT_RUNTIME_OR_NON_SOURCE","runtime/log/report/staging 紀錄檔，通常不修 source；只標記為 false-positive/review artifact。","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VIA_READONLY_LANE_EXECUTION_SMOKE_TEST_v02874_20260611_211312\runtime\stdout\VRN_VRN-Lane3-EngineCapability.stdout.txt","dict\VDF\_active\VIA_READONLY_LANE_EXECUTION_SMOKE_TEST_v02874_20260611_211312\runtime\stdout\VRN_VRN-Lane3-EngineCapability.stdout.txt"
"59","VDF_Dict","TextDocument","FAIL","False","P3","PARALLEL_SAFE_REVIEW","PAR_RUNTIME_FALSE_POSITIVE","RuntimeTextContainsConflictMarker","True","True","False","False","0","0","1.01 KB","","merge conflict marker","SKIP_CONTEXT_RUNTIME_OR_NON_SOURCE","runtime/log/report/staging 紀錄檔，通常不修 source；只標記為 false-positive/review artifact。","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VIA_READONLY_LANE_EXECUTION_SMOKE_TEST_v02874_20260611_211312\runtime\stdout\VDF_VDF-Lane1-FinalSealHealth.stdout.txt","dict\VDF\_active\VIA_READONLY_LANE_EXECUTION_SMOKE_TEST_v02874_20260611_211312\runtime\stdout\VDF_VDF-Lane1-FinalSealHealth.stdout.txt"
"60","VDF_Dict","TextDocument","FAIL","False","P3","PARALLEL_SAFE_REVIEW","PAR_RUNTIME_FALSE_POSITIVE","RuntimeTextContainsConflictMarker","True","True","False","False","0","0","1,023 B","","merge conflict marker","SKIP_CONTEXT_RUNTIME_OR_NON_SOURCE","runtime/log/report/staging 紀錄檔，通常不修 source；只標記為 false-positive/review artifact。","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VIA_READONLY_LANE_EXECUTION_SMOKE_TEST_v02874_20260611_211312\runtime\stdout\VRN_VRN-Lane1-EntryHealth.stdout.txt","dict\VDF\_active\VIA_READONLY_LANE_EXECUTION_SMOKE_TEST_v02874_20260611_211312\runtime\stdout\VRN_VRN-Lane1-EntryHealth.stdout.txt"
"61","VDF_Dict","TextDocument","FAIL","False","P3","PARALLEL_SAFE_REVIEW","PAR_RUNTIME_FALSE_POSITIVE","RuntimeTextContainsConflictMarker","True","True","False","False","0","0","1,023 B","","merge conflict marker","SKIP_CONTEXT_RUNTIME_OR_NON_SOURCE","runtime/log/report/staging 紀錄檔，通常不修 source；只標記為 false-positive/review artifact。","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VIA_READONLY_LANE_EXECUTION_SMOKE_TEST_v02874_20260611_211312\runtime\stdout\VRN_VRN-Lane2-IOInventory.stdout.txt","dict\VDF\_active\VIA_READONLY_LANE_EXECUTION_SMOKE_TEST_v02874_20260611_211312\runtime\stdout\VRN_VRN-Lane2-IOInventory.stdout.txt"
"62","VDF_Dict","TextDocument","FAIL","False","P3","PARALLEL_SAFE_REVIEW","PAR_RUNTIME_FALSE_POSITIVE","RuntimeTextContainsConflictMarker","True","True","False","False","0","0","657 B","","merge conflict marker","SKIP_CONTEXT_RUNTIME_OR_NON_SOURCE","runtime/log/report/staging 紀錄檔，通常不修 source；只標記為 false-positive/review artifact。","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VIA_DAILY_HEALTH_NONTHROWING_MONITOR_v028754_20260611_225535\runtime\daily_health_nonthrowing_smoke.stdout.txt","dict\VDF\_active\VIA_DAILY_HEALTH_NONTHROWING_MONITOR_v028754_20260611_225535\runtime\daily_health_nonthrowing_smoke.stdout.txt"
