"Time","Project","Lane","Ext","Bytes","Modified","Path"
"2026-06-11T20:54:37.462+08:00","VDF","VDF-2 Data/Documents Inventory",".json","2808","2026-06-10 12:50:14","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_FRED_AKSHARE_SMALL_SCOPE_SEED_GATE_v025_20260610_125014\registry\VDF_FredAkshare_SmallScope_SymbolMap_v025.json"
"2026-06-11T20:54:37.462+08:00","VDF","VDF-2 Data/Documents Inventory",".json","4906","2026-06-10 12:50:15","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_FRED_AKSHARE_SMALL_SCOPE_SEED_GATE_v025_20260610_125014\registry\VDF_Top10_LocalFreeLibs_FredAkshareSmallScopeGate_v025.json"
"2026-06-11T20:54:37.462+08:00","VDF","VDF-2 Data/Documents Inventory",".html","22044","2026-06-10 12:50:15","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_FRED_AKSHARE_SMALL_SCOPE_SEED_GATE_v025_20260610_125014\report\VDF_FredAkshare_SmallScopeSeedGate_Report_v025.html"
"2026-06-11T20:54:37.464+08:00","VDF","VDF-2 Data/Documents Inventory",".json","1522","2026-06-10 12:50:15","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_FRED_AKSHARE_SMALL_SCOPE_SEED_GATE_v025_20260610_125014\runtime\vdf_fred_akshare_small_scope_gate_probe_result_v025.json"
"2026-06-11T20:54:37.465+08:00","VDF","VDF-2 Data/Documents Inventory",".py","2177","2026-06-10 12:50:14","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_FRED_AKSHARE_SMALL_SCOPE_SEED_GATE_v025_20260610_125014\runtime\vdf_fred_akshare_small_scope_gate_probe_v025.py"
"2026-06-11T20:54:37.465+08:00","VDF","VDF-2 Data/Documents Inventory",".json","3377","2026-06-10 12:52:57","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_FRED_AKSHARE_SMALL_SCOPE_SEED_GATE_v025_20260610_125256\plan\VDF_FredAkshare_SmallScopeSeed_GatePlan_v025.json"
"2026-06-11T20:54:37.465+08:00","VDF","VDF-2 Data/Documents Inventory",".csv","12754","2026-06-10 12:52:57","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_FRED_AKSHARE_SMALL_SCOPE_SEED_GATE_v025_20260610_125256\registry\VDF_FredAkshare_SmallScopeSeedGate_Matrix_v025.csv"
"2026-06-11T20:54:37.466+08:00","VDF","VDF-2 Data/Documents Inventory",".json","27847","2026-06-10 12:52:57","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_FRED_AKSHARE_SMALL_SCOPE_SEED_GATE_v025_20260610_125256\registry\VDF_FredAkshare_SmallScopeSeedGate_Matrix_v025.json"
"2026-06-11T20:54:37.466+08:00","VDF","VDF-2 Data/Documents Inventory",".json","1276","2026-06-10 12:52:57","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_FRED_AKSHARE_SMALL_SCOPE_SEED_GATE_v025_20260610_125256\registry\VDF_FredAkshare_SmallScope_SchemaMap_v025.json"
"2026-06-11T20:54:37.466+08:00","VDF","VDF-2 Data/Documents Inventory",".json","2808","2026-06-10 12:52:57","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_FRED_AKSHARE_SMALL_SCOPE_SEED_GATE_v025_20260610_125256\registry\VDF_FredAkshare_SmallScope_SymbolMap_v025.json"
"2026-06-11T20:54:37.466+08:00","VDF","VDF-2 Data/Documents Inventory",".json","4906","2026-06-10 12:52:57","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_FRED_AKSHARE_SMALL_SCOPE_SEED_GATE_v025_20260610_125256\registry\VDF_Top10_LocalFreeLibs_FredAkshareSmallScopeGate_v025.json"
"2026-06-11T20:54:37.466+08:00","VDF","VDF-2 Data/Documents Inventory",".html","22044","2026-06-10 12:52:57","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_FRED_AKSHARE_SMALL_SCOPE_SEED_GATE_v025_20260610_125256\report\VDF_FredAkshare_SmallScopeSeedGate_Report_v025.html"
"2026-06-11T20:54:37.467+08:00","VDF","VDF-2 Data/Documents Inventory",".json","1522","2026-06-10 12:52:57","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_FRED_AKSHARE_SMALL_SCOPE_SEED_GATE_v025_20260610_125256\runtime\vdf_fred_akshare_small_scope_gate_probe_result_v025.json"
"2026-06-11T20:54:37.467+08:00","VDF","VDF-2 Data/Documents Inventory",".py","2177","2026-06-10 12:52:57","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_FRED_AKSHARE_SMALL_SCOPE_SEED_GATE_v025_20260610_125256\runtime\vdf_fred_akshare_small_scope_gate_probe_v025.py"
"2026-06-11T20:54:37.467+08:00","VDF","VDF-2 Data/Documents Inventory",".json","2234","2026-06-10 13:35:58","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_FRED_CANDIDATE_TO_CANONICAL_MERGE_DRYRUN_v0261_20260610_133556\plan\VDF_FredCandidateToCanonical_MergeDryRun_Plan_v0261.json"
"2026-06-11T20:54:37.467+08:00","VDF","VDF-2 Data/Documents Inventory",".json","347","2026-06-10 13:35:57","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_FRED_CANDIDATE_TO_CANONICAL_MERGE_DRYRUN_v0261_20260610_133556\registry\VDF_FredCandidateToCanonical_DedupReport_v0261.json"
"2026-06-11T20:54:37.468+08:00","VDF","VDF-2 Data/Documents Inventory",".csv","13762","2026-06-10 13:35:58","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_FRED_CANDIDATE_TO_CANONICAL_MERGE_DRYRUN_v0261_20260610_133556\registry\VDF_FredCandidateToCanonical_MergeDryRun_Matrix_v0261.csv"
"2026-06-11T20:54:37.468+08:00","VDF","VDF-2 Data/Documents Inventory",".json","26254","2026-06-10 13:35:58","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_FRED_CANDIDATE_TO_CANONICAL_MERGE_DRYRUN_v0261_20260610_133556\registry\VDF_FredCandidateToCanonical_MergeDryRun_Matrix_v0261.json"
"2026-06-11T20:54:37.468+08:00","VDF","VDF-2 Data/Documents Inventory",".json","2863","2026-06-10 13:35:58","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_FRED_CANDIDATE_TO_CANONICAL_MERGE_DRYRUN_v0261_20260610_133556\registry\VDF_Top10_LocalFreeLibs_FredMergeDryRun_v0261.json"
"2026-06-11T20:54:37.468+08:00","VDF","VDF-2 Data/Documents Inventory",".html","22404","2026-06-10 13:35:58","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_FRED_CANDIDATE_TO_CANONICAL_MERGE_DRYRUN_v0261_20260610_133556\report\VDF_FredCandidateToCanonical_MergeDryRun_Report_v0261.html"
"2026-06-11T20:54:37.469+08:00","VDF","VDF-2 Data/Documents Inventory",".json","1504","2026-06-10 13:35:57","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_FRED_CANDIDATE_TO_CANONICAL_MERGE_DRYRUN_v0261_20260610_133556\runtime\vdf_fred_candidate_to_canonical_merge_dryrun_result_v0261.json"
"2026-06-11T20:54:37.469+08:00","VDF","VDF-2 Data/Documents Inventory",".py","6413","2026-06-10 13:35:57","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_FRED_CANDIDATE_TO_CANONICAL_MERGE_DRYRUN_v0261_20260610_133556\runtime\vdf_fred_candidate_to_canonical_merge_dryrun_v0261.py"
"2026-06-11T20:54:37.469+08:00","VDF","VDF-2 Data/Documents Inventory",".csv","204107","2026-06-10 13:35:57","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_FRED_CANDIDATE_TO_CANONICAL_MERGE_DRYRUN_v0261_20260610_133556\staging\VDF_Global_Macro_MERGE_PREVIEW_v0261.csv"
"2026-06-11T20:54:37.470+08:00","VDF","VDF-2 Data/Documents Inventory",".json","475718","2026-06-10 13:35:57","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_FRED_CANDIDATE_TO_CANONICAL_MERGE_DRYRUN_v0261_20260610_133556\staging\VDF_Global_Macro_MERGE_PREVIEW_v0261.json"
"2026-06-11T20:54:37.470+08:00","VDF","VDF-2 Data/Documents Inventory",".parquet","17313","2026-06-10 13:35:57","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_FRED_CANDIDATE_TO_CANONICAL_MERGE_DRYRUN_v0261_20260610_133556\staging\VDF_Global_Macro_MERGE_PREVIEW_v0261.parquet"
"2026-06-11T20:54:37.470+08:00","VDF","VDF-2 Data/Documents Inventory",".json","2915","2026-06-10 13:28:59","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_FRED_CANDIDATE_TO_CANONICAL_MERGE_GATE_v026_20260610_132856\plan\VDF_FredCandidateToCanonical_MergeGatePlan_v026.json"
"2026-06-11T20:54:37.470+08:00","VDF","VDF-2 Data/Documents Inventory",".csv","12174","2026-06-10 13:28:59","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_FRED_CANDIDATE_TO_CANONICAL_MERGE_GATE_v026_20260610_132856\registry\VDF_FredCandidateToCanonical_MergeGate_Matrix_v026.csv"
"2026-06-11T20:54:37.471+08:00","VDF","VDF-2 Data/Documents Inventory",".json","23137","2026-06-10 13:28:59","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_FRED_CANDIDATE_TO_CANONICAL_MERGE_GATE_v026_20260610_132856\registry\VDF_FredCandidateToCanonical_MergeGate_Matrix_v026.json"
"2026-06-11T20:54:37.471+08:00","VDF","VDF-2 Data/Documents Inventory",".json","2874","2026-06-10 13:28:59","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_FRED_CANDIDATE_TO_CANONICAL_MERGE_GATE_v026_20260610_132856\registry\VDF_Top10_LocalFreeLibs_FredMergeGate_v026.json"
"2026-06-11T20:54:37.471+08:00","VDF","VDF-2 Data/Documents Inventory",".html","20090","2026-06-10 13:28:59","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_FRED_CANDIDATE_TO_CANONICAL_MERGE_GATE_v026_20260610_132856\report\VDF_FredCandidateToCanonical_MergeGate_Report_v026.html"
"2026-06-11T20:54:37.471+08:00","VDF","VDF-2 Data/Documents Inventory",".json","922","2026-06-10 13:28:59","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_FRED_CANDIDATE_TO_CANONICAL_MERGE_GATE_v026_20260610_132856\runtime\vdf_fred_candidate_to_canonical_merge_gate_result_v026.json"
"2026-06-11T20:54:37.472+08:00","VDF","VDF-2 Data/Documents Inventory",".py","4215","2026-06-10 13:28:56","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_FRED_CANDIDATE_TO_CANONICAL_MERGE_GATE_v026_20260610_132856\runtime\vdf_fred_candidate_to_canonical_merge_gate_v026.py"
"2026-06-11T20:54:37.472+08:00","VDF","VDF-2 Data/Documents Inventory",".json","1590","2026-06-10 13:39:58","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_FRED_CANONICAL_KEY_HYGIENE_GATE_v02611_20260610_133957\plan\VDF_FredCanonical_KeyHygieneGate_Plan_v02611.json"
"2026-06-11T20:54:37.472+08:00","VDF","VDF-2 Data/Documents Inventory",".csv","10077","2026-06-10 13:39:58","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_FRED_CANONICAL_KEY_HYGIENE_GATE_v02611_20260610_133957\registry\VDF_FredCanonical_KeyHygieneGate_Matrix_v02611.csv"
"2026-06-11T20:54:37.472+08:00","VDF","VDF-2 Data/Documents Inventory",".json","19064","2026-06-10 13:39:58","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_FRED_CANONICAL_KEY_HYGIENE_GATE_v02611_20260610_133957\registry\VDF_FredCanonical_KeyHygieneGate_Matrix_v02611.json"
"2026-06-11T20:54:37.473+08:00","VDF","VDF-2 Data/Documents Inventory",".json","1939","2026-06-10 13:39:58","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_FRED_CANONICAL_KEY_HYGIENE_GATE_v02611_20260610_133957\registry\VDF_Top10_LocalFreeLibs_FredCanonicalKeyHygiene_v02611.json"
"2026-06-11T20:54:37.473+08:00","VDF","VDF-2 Data/Documents Inventory",".html","17074","2026-06-10 13:39:58","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_FRED_CANONICAL_KEY_HYGIENE_GATE_v02611_20260610_133957\report\VDF_FredCanonical_KeyHygieneGate_Report_v02611.html"
"2026-06-11T20:54:37.473+08:00","VDF","VDF-2 Data/Documents Inventory",".json","4248","2026-06-10 13:39:58","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_FRED_CANONICAL_KEY_HYGIENE_GATE_v02611_20260610_133957\runtime\vdf_fred_canonical_key_hygiene_gate_result_v02611.json"
"2026-06-11T20:54:37.473+08:00","VDF","VDF-2 Data/Documents Inventory",".py","5493","2026-06-10 13:39:57","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_FRED_CANONICAL_KEY_HYGIENE_GATE_v02611_20260610_133957\runtime\vdf_fred_canonical_key_hygiene_gate_v02611.py"
"2026-06-11T20:54:37.474+08:00","VDF","VDF-2 Data/Documents Inventory",".json","2343","2026-06-10 13:55:22","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_FRED_CANONICAL_KEY_REPAIR_DRYRUN_v02612_20260610_135521\plan\VDF_FredCanonical_KeyRepairDryRun_Plan_v02612.json"
"2026-06-11T20:54:37.474+08:00","VDF","VDF-2 Data/Documents Inventory",".csv","12524","2026-06-10 13:55:22","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_FRED_CANONICAL_KEY_REPAIR_DRYRUN_v02612_20260610_135521\registry\VDF_FredCanonical_KeyRepairDryRun_Matrix_v02612.csv"
"2026-06-11T20:54:37.474+08:00","VDF","VDF-2 Data/Documents Inventory",".json","23479","2026-06-10 13:55:22","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_FRED_CANONICAL_KEY_REPAIR_DRYRUN_v02612_20260610_135521\registry\VDF_FredCanonical_KeyRepairDryRun_Matrix_v02612.json"
"2026-06-11T20:54:37.474+08:00","VDF","VDF-2 Data/Documents Inventory",".json","4136","2026-06-10 13:55:22","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_FRED_CANONICAL_KEY_REPAIR_DRYRUN_v02612_20260610_135521\registry\VDF_FredCanonical_KeyRepairReport_v02612.json"
"2026-06-11T20:54:37.474+08:00","VDF","VDF-2 Data/Documents Inventory",".json","2906","2026-06-10 13:55:22","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_FRED_CANONICAL_KEY_REPAIR_DRYRUN_v02612_20260610_135521\registry\VDF_Top10_LocalFreeLibs_FredCanonicalKeyRepairDryRun_v02612.json"
"2026-06-11T20:54:37.475+08:00","VDF","VDF-2 Data/Documents Inventory",".html","20103","2026-06-10 13:55:22","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_FRED_CANONICAL_KEY_REPAIR_DRYRUN_v02612_20260610_135521\report\VDF_FredCanonical_KeyRepairDryRun_Report_v02612.html"
"2026-06-11T20:54:37.475+08:00","VDF","VDF-2 Data/Documents Inventory",".json","2411","2026-06-10 13:55:22","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_FRED_CANONICAL_KEY_REPAIR_DRYRUN_v02612_20260610_135521\runtime\vdf_fred_canonical_key_repair_dryrun_result_v02612.json"
"2026-06-11T20:54:37.475+08:00","VDF","VDF-2 Data/Documents Inventory",".py","9127","2026-06-10 13:55:21","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_FRED_CANONICAL_KEY_REPAIR_DRYRUN_v02612_20260610_135521\runtime\vdf_fred_canonical_key_repair_dryrun_v02612.py"
"2026-06-11T20:54:37.476+08:00","VDF","VDF-2 Data/Documents Inventory",".csv","223","2026-06-10 13:55:22","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_FRED_CANONICAL_KEY_REPAIR_DRYRUN_v02612_20260610_135521\staging\VDF_Global_Macro_CANONICAL_KEY_REPAIR_PREVIEW_v02612.csv"
"2026-06-11T20:54:37.476+08:00","VDF","VDF-2 Data/Documents Inventory",".json","302","2026-06-10 13:55:22","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_FRED_CANONICAL_KEY_REPAIR_DRYRUN_v02612_20260610_135521\staging\VDF_Global_Macro_CANONICAL_KEY_REPAIR_PREVIEW_v02612.json"
"2026-06-11T20:54:37.476+08:00","VDF","VDF-2 Data/Documents Inventory",".parquet","5644","2026-06-10 13:55:22","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_FRED_CANONICAL_KEY_REPAIR_DRYRUN_v02612_20260610_135521\staging\VDF_Global_Macro_CANONICAL_KEY_REPAIR_PREVIEW_v02612.parquet"
"2026-06-11T20:54:37.476+08:00","VDF","VDF-2 Data/Documents Inventory",".csv","185242","2026-06-10 13:55:22","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_FRED_CANONICAL_KEY_REPAIR_DRYRUN_v02612_20260610_135521\staging\VDF_Global_Macro_MERGE_PREVIEW_AFTER_REPAIR_v02612.csv"
"2026-06-11T20:54:37.477+08:00","VDF","VDF-2 Data/Documents Inventory",".json","432161","2026-06-10 13:55:22","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_FRED_CANONICAL_KEY_REPAIR_DRYRUN_v02612_20260610_135521\staging\VDF_Global_Macro_MERGE_PREVIEW_AFTER_REPAIR_v02612.json"
"2026-06-11T20:54:37.477+08:00","VDF","VDF-2 Data/Documents Inventory",".parquet","16845","2026-06-10 13:55:22","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_FRED_CANONICAL_KEY_REPAIR_DRYRUN_v02612_20260610_135521\staging\VDF_Global_Macro_MERGE_PREVIEW_AFTER_REPAIR_v02612.parquet"
"2026-06-11T20:54:37.477+08:00","VDF","VDF-2 Data/Documents Inventory",".json","2253","2026-06-10 13:00:45","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_FRED_SMALL_SCOPE_SEED_v0251_20260610_130027\registry\VDF_FredSmallScopeSeed_Manifest_v0251.json"
"2026-06-11T20:54:37.477+08:00","VDF","VDF-2 Data/Documents Inventory",".csv","12379","2026-06-10 13:00:45","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_FRED_SMALL_SCOPE_SEED_v0251_20260610_130027\registry\VDF_FredSmallScopeSeed_Matrix_v0251.csv"
"2026-06-11T20:54:37.477+08:00","VDF","VDF-2 Data/Documents Inventory",".json","24412","2026-06-10 13:00:45","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_FRED_SMALL_SCOPE_SEED_v0251_20260610_130027\registry\VDF_FredSmallScopeSeed_Matrix_v0251.json"
"2026-06-11T20:54:37.478+08:00","VDF","VDF-2 Data/Documents Inventory",".json","3889","2026-06-10 13:00:45","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_FRED_SMALL_SCOPE_SEED_v0251_20260610_130027\registry\VDF_Top10_LocalFreeLibs_FredSmallScopeSeed_v0251.json"
"2026-06-11T20:54:37.478+08:00","VDF","VDF-2 Data/Documents Inventory",".html","20628","2026-06-10 13:00:45","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_FRED_SMALL_SCOPE_SEED_v0251_20260610_130027\report\VDF_FredSmallScopeSeed_Report_v0251.html"
"2026-06-11T20:54:37.478+08:00","VDF","VDF-2 Data/Documents Inventory",".json","3320","2026-06-10 13:00:45","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_FRED_SMALL_SCOPE_SEED_v0251_20260610_130027\runtime\vdf_fred_small_scope_seed_result_v0251.json"
"2026-06-11T20:54:37.478+08:00","VDF","VDF-2 Data/Documents Inventory",".py","8531","2026-06-10 13:00:27","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_FRED_SMALL_SCOPE_SEED_v0251_20260610_130027\runtime\vdf_fred_small_scope_seed_v0251.py"
"2026-06-11T20:54:37.479+08:00","VDF","VDF-2 Data/Documents Inventory",".json","8954","2026-06-10 13:00:39","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_FRED_SMALL_SCOPE_SEED_v0251_20260610_130027\staging\FRED_CPIAUCSL_raw.json"
"2026-06-11T20:54:37.479+08:00","VDF","VDF-2 Data/Documents Inventory",".json","187455","2026-06-10 13:00:43","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_FRED_SMALL_SCOPE_SEED_v0251_20260610_130027\staging\FRED_DGS10_raw.json"
"2026-06-11T20:54:37.479+08:00","VDF","VDF-2 Data/Documents Inventory",".json","8926","2026-06-10 13:00:41","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_FRED_SMALL_SCOPE_SEED_v0251_20260610_130027\staging\FRED_FEDFUNDS_raw.json"
"2026-06-11T20:54:37.479+08:00","VDF","VDF-2 Data/Documents Inventory",".json","3303","2026-06-10 13:00:36","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_FRED_SMALL_SCOPE_SEED_v0251_20260610_130027\staging\FRED_GDP_raw.json"
"2026-06-11T20:54:37.480+08:00","VDF","VDF-2 Data/Documents Inventory",".json","8864","2026-06-10 13:00:44","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_FRED_SMALL_SCOPE_SEED_v0251_20260610_130027\staging\FRED_UNRATE_raw.json"
"2026-06-11T20:54:37.480+08:00","VDF","VDF-2 Data/Documents Inventory",".json","57112","2026-06-10 12:33:58","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_FULL_SYSTEM_MODULE_INTEGRATION_AUDIT_v023_20260610_123356\plan\VDF_ThreeRound_RepairGate_Plan_v023.json"
"2026-06-11T20:54:37.480+08:00","VDF","VDF-2 Data/Documents Inventory",".csv","32641","2026-06-10 12:33:58","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_FULL_SYSTEM_MODULE_INTEGRATION_AUDIT_v023_20260610_123356\registry\VDF_FullSystem_ModuleIntegrationAudit_Matrix_v023.csv"
"2026-06-11T20:54:37.480+08:00","VDF","VDF-2 Data/Documents Inventory",".json","62065","2026-06-10 12:33:58","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_FULL_SYSTEM_MODULE_INTEGRATION_AUDIT_v023_20260610_123356\registry\VDF_FullSystem_ModuleIntegrationAudit_Matrix_v023.json"
"2026-06-11T20:54:37.481+08:00","VDF","VDF-2 Data/Documents Inventory",".json","1702","2026-06-10 12:33:58","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_FULL_SYSTEM_MODULE_INTEGRATION_AUDIT_v023_20260610_123356\registry\VDF_ModuleIntegration_Audit_v023.json"
"2026-06-11T20:54:37.481+08:00","VDF","VDF-2 Data/Documents Inventory",".json","6753","2026-06-10 12:33:58","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_FULL_SYSTEM_MODULE_INTEGRATION_AUDIT_v023_20260610_123356\registry\VDF_Top10_LocalFreeLibs_ModuleIntegration_v023.json"
"2026-06-11T20:54:37.481+08:00","VDF","VDF-2 Data/Documents Inventory",".html","46927","2026-06-10 12:33:58","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_FULL_SYSTEM_MODULE_INTEGRATION_AUDIT_v023_20260610_123356\report\VDF_FullSystem_ModuleIntegrationAudit_Report_v023.html"
"2026-06-11T20:54:37.481+08:00","VDF","VDF-2 Data/Documents Inventory",".json","12424","2026-06-10 12:33:58","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_FULL_SYSTEM_MODULE_INTEGRATION_AUDIT_v023_20260610_123356\runtime\vdf_python_compile_probe_result_v023.json"
"2026-06-11T20:54:37.482+08:00","VDF","VDF-2 Data/Documents Inventory",".py","9010","2026-06-10 12:33:56","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_FULL_SYSTEM_MODULE_INTEGRATION_AUDIT_v023_20260610_123356\runtime\vdf_python_compile_probe_v023.py"
"2026-06-11T20:54:37.482+08:00","VDF","VDF-2 Data/Documents Inventory",".json","2689","2026-06-09 23:33:58","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_MOPS_MONTHLY_REVENUE_SEED_v022_20260609_233356\registry\VDF_MOPSMonthlyRevenueSeed_Manifest_v022.json"
"2026-06-11T20:54:37.482+08:00","VDF","VDF-2 Data/Documents Inventory",".csv","11118","2026-06-09 23:33:58","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_MOPS_MONTHLY_REVENUE_SEED_v022_20260609_233356\registry\VDF_MOPSMonthlyRevenueSeed_Matrix_v022.csv"
"2026-06-11T20:54:37.482+08:00","VDF","VDF-2 Data/Documents Inventory",".json","22313","2026-06-09 23:33:58","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_MOPS_MONTHLY_REVENUE_SEED_v022_20260609_233356\registry\VDF_MOPSMonthlyRevenueSeed_Matrix_v022.json"
"2026-06-11T20:54:37.482+08:00","VDF","VDF-2 Data/Documents Inventory",".json","3868","2026-06-09 23:33:58","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_MOPS_MONTHLY_REVENUE_SEED_v022_20260609_233356\registry\VDF_Top10_LocalFreeLibs_MOPSMonthlyRevenueSeed_v022.json"
"2026-06-11T20:54:37.483+08:00","VDF","VDF-2 Data/Documents Inventory",".html","19196","2026-06-09 23:33:58","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_MOPS_MONTHLY_REVENUE_SEED_v022_20260609_233356\report\VDF_MOPSMonthlyRevenueSeed_Report_v022.html"
