"def_candidate_id","def_candidate_type","def_normalized_key","def_owner_engine","def_domain_family","def_candidate_canonical_value","def_patch_action","def_candidate_status","def_source_mutation","def_canonical_merge","def_db_write"
"ROWPATCH_0070","ROW_POLICY_PATCH_PLAN","VRN_TickerRegexSSOT","VDF","MARKET_TICKER_IDENTITY","TW_TICKER=4_DIGITS; TWSE_YF={TW_TICKER}.TW; TPEX_YF={TW_TICKER}.TWO; OVERSEAS=PROVIDER_NATIVE_TICKER","MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_PREVIEW","SANDBOX_CANDIDATE_ONLY","false","false","false"
"ROWPATCH_0071","ROW_POLICY_PATCH_PLAN","VDF_Global_Commodity_AkShare_Candidate","VDF","DATA_SOURCE_CONTRACT","PROVIDER_REGISTRY_ONLY; API_KEYS_FROM_UI_RUNTIME_SECRET_OR_ENV_NAME_ONLY; RAW_SECRET_FORBIDDEN; FALLBACK_EXPLICIT","MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_PREVIEW","SANDBOX_CANDIDATE_ONLY","false","false","false"
"ROWPATCH_0072","ROW_POLICY_PATCH_PLAN","schema_warn_count","VRN/VDF","SCHEMA_FIELD_CONTRACT","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_PREVIEW","SANDBOX_CANDIDATE_ONLY","false","false","false"
"ROWPATCH_0073","ROW_POLICY_PATCH_PLAN","has_yfinance_data","VDF","MARKET_TICKER_IDENTITY","TW_TICKER=4_DIGITS; TWSE_YF={TW_TICKER}.TW; TPEX_YF={TW_TICKER}.TWO; OVERSEAS=PROVIDER_NATIVE_TICKER","MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_PREVIEW","SANDBOX_CANDIDATE_ONLY","false","false","false"
"ROWPATCH_0074","ROW_POLICY_PATCH_PLAN","schema_role","VRN/VDF","SCHEMA_FIELD_CONTRACT","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_PREVIEW","SANDBOX_CANDIDATE_ONLY","false","false","false"
"ROWPATCH_0075","ROW_POLICY_PATCH_PLAN","akshare_import","VDF","DATA_SOURCE_CONTRACT","PROVIDER_REGISTRY_ONLY; API_KEYS_FROM_UI_RUNTIME_SECRET_OR_ENV_NAME_ONLY; RAW_SECRET_FORBIDDEN; FALLBACK_EXPLICIT","MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_PREVIEW","SANDBOX_CANDIDATE_ONLY","false","false","false"
"ROWPATCH_0076","ROW_POLICY_PATCH_PLAN","EQUITY_FLAT_SCHEMA","VDF","MARKET_TICKER_IDENTITY","TW_TICKER=4_DIGITS; TWSE_YF={TW_TICKER}.TW; TPEX_YF={TW_TICKER}.TWO; OVERSEAS=PROVIDER_NATIVE_TICKER","MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_PREVIEW","SANDBOX_CANDIDATE_ONLY","false","false","false"
"ROWPATCH_0077","ROW_POLICY_PATCH_PLAN","consensus_by_ticker","VDF","MARKET_TICKER_IDENTITY","TW_TICKER=4_DIGITS; TWSE_YF={TW_TICKER}.TW; TPEX_YF={TW_TICKER}.TWO; OVERSEAS=PROVIDER_NATIVE_TICKER","MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_PREVIEW","SANDBOX_CANDIDATE_ONLY","false","false","false"
"ROWPATCH_0078","ROW_POLICY_PATCH_PLAN","akshare_version","VDF","DATA_SOURCE_CONTRACT","PROVIDER_REGISTRY_ONLY; API_KEYS_FROM_UI_RUNTIME_SECRET_OR_ENV_NAME_ONLY; RAW_SECRET_FORBIDDEN; FALLBACK_EXPLICIT","MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_PREVIEW","SANDBOX_CANDIDATE_ONLY","false","false","false"
"ROWPATCH_0079","ROW_POLICY_PATCH_PLAN","schema_run","VRN/VDF","SCHEMA_FIELD_CONTRACT","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_PREVIEW","SANDBOX_CANDIDATE_ONLY","false","false","false"
"ROWPATCH_0080","ROW_POLICY_PATCH_PLAN","duplicate_after_collision_policy","VIA","GOVERNANCE_POLICY","VIA_GOVERNANCE_POLICY_REGISTRY","MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_PREVIEW","SANDBOX_CANDIDATE_ONLY","false","false","false"
"ROWPATCH_0081","ROW_POLICY_PATCH_PLAN","missing_yfinance_csv","VDF","MARKET_TICKER_IDENTITY","TW_TICKER=4_DIGITS; TWSE_YF={TW_TICKER}.TW; TPEX_YF={TW_TICKER}.TWO; OVERSEAS=PROVIDER_NATIVE_TICKER","MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_PREVIEW","SANDBOX_CANDIDATE_ONLY","false","false","false"
"ROWPATCH_0082","ROW_POLICY_PATCH_PLAN","schema_audit_csv","VDF","DATA_SOURCE_CONTRACT","PROVIDER_REGISTRY_ONLY; API_KEYS_FROM_UI_RUNTIME_SECRET_OR_ENV_NAME_ONLY; RAW_SECRET_FORBIDDEN; FALLBACK_EXPLICIT","MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_PREVIEW","SANDBOX_CANDIDATE_ONLY","false","false","false"
"ROWPATCH_0083","ROW_POLICY_PATCH_PLAN","dedup_policy_required","VIA","GOVERNANCE_POLICY","VIA_GOVERNANCE_POLICY_REGISTRY","MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_PREVIEW","SANDBOX_CANDIDATE_ONLY","false","false","false"
"ROWPATCH_0084","ROW_POLICY_PATCH_PLAN","financialdata_fields","VRN/VDF","SCHEMA_FIELD_CONTRACT","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_PREVIEW","SANDBOX_CANDIDATE_ONLY","false","false","false"
"ROWPATCH_0085","ROW_POLICY_PATCH_PLAN","OUT_SCHEMA_CSV","VRN/VDF","SCHEMA_FIELD_CONTRACT","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_PREVIEW","SANDBOX_CANDIDATE_ONLY","false","false","false"
"ROWPATCH_0086","ROW_POLICY_PATCH_PLAN","fred_api_key_sources_checked","VDF","DATA_SOURCE_CONTRACT","PROVIDER_REGISTRY_ONLY; API_KEYS_FROM_UI_RUNTIME_SECRET_OR_ENV_NAME_ONLY; RAW_SECRET_FORBIDDEN; FALLBACK_EXPLICIT","MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_PREVIEW","SANDBOX_CANDIDATE_ONLY","false","false","false"
"ROWPATCH_0087","ROW_POLICY_PATCH_PLAN","fred_id","VDF","DATA_SOURCE_CONTRACT","PROVIDER_REGISTRY_ONLY; API_KEYS_FROM_UI_RUNTIME_SECRET_OR_ENV_NAME_ONLY; RAW_SECRET_FORBIDDEN; FALLBACK_EXPLICIT","MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_PREVIEW","SANDBOX_CANDIDATE_ONLY","false","false","false"
"ROWPATCH_0088","ROW_POLICY_PATCH_PLAN","operating_income_wrong_unit_rows","VRN/VDF","SCHEMA_FIELD_CONTRACT","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_PREVIEW","SANDBOX_CANDIDATE_ONLY","false","false","false"
"ROWPATCH_0089","ROW_POLICY_PATCH_PLAN","output_schema","VRN/VDF","SCHEMA_FIELD_CONTRACT","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_PREVIEW","SANDBOX_CANDIDATE_ONLY","false","false","false"
"ROWPATCH_0090","ROW_POLICY_PATCH_PLAN","output_unit","VRN/VDF","SCHEMA_FIELD_CONTRACT","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_PREVIEW","SANDBOX_CANDIDATE_ONLY","false","false","false"
"ROWPATCH_0091","ROW_POLICY_PATCH_PLAN","coaxis_policy_registry","VIA","GOVERNANCE_POLICY","VIA_GOVERNANCE_POLICY_REGISTRY","MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_PREVIEW","SANDBOX_CANDIDATE_ONLY","false","false","false"
"ROWPATCH_0092","ROW_POLICY_PATCH_PLAN","old_unit","VRN/VDF","SCHEMA_FIELD_CONTRACT","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_PREVIEW","SANDBOX_CANDIDATE_ONLY","false","false","false"
"ROWPATCH_0093","ROW_POLICY_PATCH_PLAN","broker_protected_fields","VRN/VDF","SCHEMA_FIELD_CONTRACT","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_PREVIEW","SANDBOX_CANDIDATE_ONLY","false","false","false"
"ROWPATCH_0094","ROW_POLICY_PATCH_PLAN","YFINANCE_SEAL","VDF","MARKET_TICKER_IDENTITY","TW_TICKER=4_DIGITS; TWSE_YF={TW_TICKER}.TW; TPEX_YF={TW_TICKER}.TWO; OVERSEAS=PROVIDER_NATIVE_TICKER","MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_PREVIEW","SANDBOX_CANDIDATE_ONLY","false","false","false"
"ROWPATCH_0095","ROW_POLICY_PATCH_PLAN","yfinance_matrix_csv","VDF","MARKET_TICKER_IDENTITY","TW_TICKER=4_DIGITS; TWSE_YF={TW_TICKER}.TW; TPEX_YF={TW_TICKER}.TWO; OVERSEAS=PROVIDER_NATIVE_TICKER","MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_PREVIEW","SANDBOX_CANDIDATE_ONLY","false","false","false"
"ROWPATCH_0096","ROW_POLICY_PATCH_PLAN","YFINANCE_INFO_FIELDS","VDF","MARKET_TICKER_IDENTITY","TW_TICKER=4_DIGITS; TWSE_YF={TW_TICKER}.TW; TPEX_YF={TW_TICKER}.TWO; OVERSEAS=PROVIDER_NATIVE_TICKER","MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_PREVIEW","SANDBOX_CANDIDATE_ONLY","false","false","false"
"ROWPATCH_0097","ROW_POLICY_PATCH_PLAN","YFINANCE_AVAILABLE","VDF","MARKET_TICKER_IDENTITY","TW_TICKER=4_DIGITS; TWSE_YF={TW_TICKER}.TW; TPEX_YF={TW_TICKER}.TWO; OVERSEAS=PROVIDER_NATIVE_TICKER","MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_PREVIEW","SANDBOX_CANDIDATE_ONLY","false","false","false"
"ROWPATCH_0098","ROW_POLICY_PATCH_PLAN","fred_akshare_capability_seal","VDF","DATA_SOURCE_CONTRACT","PROVIDER_REGISTRY_ONLY; API_KEYS_FROM_UI_RUNTIME_SECRET_OR_ENV_NAME_ONLY; RAW_SECRET_FORBIDDEN; FALLBACK_EXPLICIT","MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_PREVIEW","SANDBOX_CANDIDATE_ONLY","false","false","false"
"ROWPATCH_0099","ROW_POLICY_PATCH_PLAN","_vdf_v02784_policy","VDF","GOVERNANCE_POLICY","VIA_GOVERNANCE_POLICY_REGISTRY","MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_PREVIEW","SANDBOX_CANDIDATE_ONLY","false","false","false"
"ROWPATCH_0100","ROW_POLICY_PATCH_PLAN","FRED_API_KEY","VDF","DATA_SOURCE_CONTRACT","PROVIDER_REGISTRY_ONLY; API_KEYS_FROM_UI_RUNTIME_SECRET_OR_ENV_NAME_ONLY; RAW_SECRET_FORBIDDEN; FALLBACK_EXPLICIT","MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_PREVIEW","SANDBOX_CANDIDATE_ONLY","false","false","false"
"ROWPATCH_0101","ROW_POLICY_PATCH_PLAN","fred_api_key_env","VDF","DATA_SOURCE_CONTRACT","PROVIDER_REGISTRY_ONLY; API_KEYS_FROM_UI_RUNTIME_SECRET_OR_ENV_NAME_ONLY; RAW_SECRET_FORBIDDEN; FALLBACK_EXPLICIT","MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_PREVIEW","SANDBOX_CANDIDATE_ONLY","false","false","false"
"ROWPATCH_0102","ROW_POLICY_PATCH_PLAN","_vdf_v027841_collision_policy","VDF","GOVERNANCE_POLICY","VIA_GOVERNANCE_POLICY_REGISTRY","MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_PREVIEW","SANDBOX_CANDIDATE_ONLY","false","false","false"
"ROWPATCH_0103","ROW_POLICY_PATCH_PLAN","has_ticker","VDF","MARKET_TICKER_IDENTITY","TW_TICKER=4_DIGITS; TWSE_YF={TW_TICKER}.TW; TPEX_YF={TW_TICKER}.TWO; OVERSEAS=PROVIDER_NATIVE_TICKER","MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_PREVIEW","SANDBOX_CANDIDATE_ONLY","false","false","false"
"ROWPATCH_0104","ROW_POLICY_PATCH_PLAN","fred_api_key_value_not_printed","VDF","DATA_SOURCE_CONTRACT","PROVIDER_REGISTRY_ONLY; API_KEYS_FROM_UI_RUNTIME_SECRET_OR_ENV_NAME_ONLY; RAW_SECRET_FORBIDDEN; FALLBACK_EXPLICIT","MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_PREVIEW","SANDBOX_CANDIDATE_ONLY","false","false","false"
"ROWPATCH_0105","ROW_POLICY_PATCH_PLAN","flow_f_fred_akshare_global","VDF","DATA_SOURCE_CONTRACT","PROVIDER_REGISTRY_ONLY; API_KEYS_FROM_UI_RUNTIME_SECRET_OR_ENV_NAME_ONLY; RAW_SECRET_FORBIDDEN; FALLBACK_EXPLICIT","MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_PREVIEW","SANDBOX_CANDIDATE_ONLY","false","false","false"
"ROWPATCH_0106","ROW_POLICY_PATCH_PLAN","HasTicker","VDF","MARKET_TICKER_IDENTITY","TW_TICKER=4_DIGITS; TWSE_YF={TW_TICKER}.TW; TPEX_YF={TW_TICKER}.TWO; OVERSEAS=PROVIDER_NATIVE_TICKER","MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_PREVIEW","SANDBOX_CANDIDATE_ONLY","false","false","false"
"ROWPATCH_0107","ROW_POLICY_PATCH_PLAN","history_fields","VRN/VDF","SCHEMA_FIELD_CONTRACT","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_PREVIEW","SANDBOX_CANDIDATE_ONLY","false","false","false"
"ROWPATCH_0108","ROW_POLICY_PATCH_PLAN","HasYFinance","VDF","MARKET_TICKER_IDENTITY","TW_TICKER=4_DIGITS; TWSE_YF={TW_TICKER}.TW; TPEX_YF={TW_TICKER}.TWO; OVERSEAS=PROVIDER_NATIVE_TICKER","MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_PREVIEW","SANDBOX_CANDIDATE_ONLY","false","false","false"
"ROWPATCH_0109","ROW_POLICY_PATCH_PLAN","schema_ssot_json_count","VRN/VDF","SCHEMA_FIELD_CONTRACT","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_PREVIEW","SANDBOX_CANDIDATE_ONLY","false","false","false"
"ROWPATCH_0110","ROW_POLICY_PATCH_PLAN","source_policy","VDF","MARKET_TICKER_IDENTITY","TW_TICKER=4_DIGITS; TWSE_YF={TW_TICKER}.TW; TPEX_YF={TW_TICKER}.TWO; OVERSEAS=PROVIDER_NATIVE_TICKER","MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_PREVIEW","SANDBOX_CANDIDATE_ONLY","false","false","false"
"ROWPATCH_0111","ROW_POLICY_PATCH_PLAN","by_ticker","VDF","MARKET_TICKER_IDENTITY","TW_TICKER=4_DIGITS; TWSE_YF={TW_TICKER}.TW; TPEX_YF={TW_TICKER}.TWO; OVERSEAS=PROVIDER_NATIVE_TICKER","MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_PREVIEW","SANDBOX_CANDIDATE_ONLY","false","false","false"
"ROWPATCH_0112","ROW_POLICY_PATCH_PLAN","Macro","VDF","DATA_SOURCE_CONTRACT","PROVIDER_REGISTRY_ONLY; API_KEYS_FROM_UI_RUNTIME_SECRET_OR_ENV_NAME_ONLY; RAW_SECRET_FORBIDDEN; FALLBACK_EXPLICIT","MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_PREVIEW","SANDBOX_CANDIDATE_ONLY","false","false","false"
"ROWPATCH_0113","ROW_POLICY_PATCH_PLAN","ticker_regex_count","VDF","MARKET_TICKER_IDENTITY","TW_TICKER=4_DIGITS; TWSE_YF={TW_TICKER}.TW; TPEX_YF={TW_TICKER}.TWO; OVERSEAS=PROVIDER_NATIVE_TICKER","MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_PREVIEW","SANDBOX_CANDIDATE_ONLY","false","false","false"
"ROWPATCH_0114","ROW_POLICY_PATCH_PLAN","ticker_ok","VDF","MARKET_TICKER_IDENTITY","TW_TICKER=4_DIGITS; TWSE_YF={TW_TICKER}.TW; TPEX_YF={TW_TICKER}.TWO; OVERSEAS=PROVIDER_NATIVE_TICKER","MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_PREVIEW","SANDBOX_CANDIDATE_ONLY","false","false","false"
"ROWPATCH_0115","ROW_POLICY_PATCH_PLAN","dryrun_policy","VDF","DATA_SOURCE_CONTRACT","PROVIDER_REGISTRY_ONLY; API_KEYS_FROM_UI_RUNTIME_SECRET_OR_ENV_NAME_ONLY; RAW_SECRET_FORBIDDEN; FALLBACK_EXPLICIT","MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_PREVIEW","SANDBOX_CANDIDATE_ONLY","false","false","false"
"ROWPATCH_0116","ROW_POLICY_PATCH_PLAN","ticker_main","VDF","MARKET_TICKER_IDENTITY","TW_TICKER=4_DIGITS; TWSE_YF={TW_TICKER}.TW; TPEX_YF={TW_TICKER}.TWO; OVERSEAS=PROVIDER_NATIVE_TICKER","MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_PREVIEW","SANDBOX_CANDIDATE_ONLY","false","false","false"
"ROWPATCH_0117","ROW_POLICY_PATCH_PLAN","unit_ratio","VRN/VDF","SCHEMA_FIELD_CONTRACT","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_PREVIEW","SANDBOX_CANDIDATE_ONLY","false","false","false"
"ROWPATCH_0118","ROW_POLICY_PATCH_PLAN","detected_text_schema","VRN/VDF","SCHEMA_FIELD_CONTRACT","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_PREVIEW","SANDBOX_CANDIDATE_ONLY","false","false","false"
"ROWPATCH_0119","ROW_POLICY_PATCH_PLAN","unit_band_orange","VRN/VDF","SCHEMA_FIELD_CONTRACT","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_PREVIEW","SANDBOX_CANDIDATE_ONLY","false","false","false"
"ROWPATCH_0120","ROW_POLICY_PATCH_PLAN","default_unit","VRN/VDF","SCHEMA_FIELD_CONTRACT","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_PREVIEW","SANDBOX_CANDIDATE_ONLY","false","false","false"
"ROWPATCH_0121","ROW_POLICY_PATCH_PLAN","schema_compare_csv","VRN/VDF","SCHEMA_FIELD_CONTRACT","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_PREVIEW","SANDBOX_CANDIDATE_ONLY","false","false","false"
"ROWPATCH_0122","ROW_POLICY_PATCH_PLAN","schema_df","VRN/VDF","SCHEMA_FIELD_CONTRACT","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_PREVIEW","SANDBOX_CANDIDATE_ONLY","false","false","false"
"ROWPATCH_0123","ROW_POLICY_PATCH_PLAN","schema_ok","VRN/VDF","SCHEMA_FIELD_CONTRACT","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_PREVIEW","SANDBOX_CANDIDATE_ONLY","false","false","false"
"ROWPATCH_0124","ROW_POLICY_PATCH_PLAN","schema_gate_json","VDF","DATA_SOURCE_CONTRACT","PROVIDER_REGISTRY_ONLY; API_KEYS_FROM_UI_RUNTIME_SECRET_OR_ENV_NAME_ONLY; RAW_SECRET_FORBIDDEN; FALLBACK_EXPLICIT","MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_PREVIEW","SANDBOX_CANDIDATE_ONLY","false","false","false"
"ROWPATCH_0125","ROW_POLICY_PATCH_PLAN","schema_layer","VRN/VDF","SCHEMA_FIELD_CONTRACT","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_PREVIEW","SANDBOX_CANDIDATE_ONLY","false","false","false"
"ROWPATCH_0126","ROW_POLICY_PATCH_PLAN","schema_strict","VRN/VDF","SCHEMA_FIELD_CONTRACT","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_PREVIEW","SANDBOX_CANDIDATE_ONLY","false","false","false"
"ROWPATCH_0127","ROW_POLICY_PATCH_PLAN","ConsensusPolicy","VIA","GOVERNANCE_POLICY","VIA_GOVERNANCE_POLICY_REGISTRY","MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_PREVIEW","SANDBOX_CANDIDATE_ONLY","false","false","false"
"ROWPATCH_0128","ROW_POLICY_PATCH_PLAN","matched_yfinance_rows","VDF","MARKET_TICKER_IDENTITY","TW_TICKER=4_DIGITS; TWSE_YF={TW_TICKER}.TW; TPEX_YF={TW_TICKER}.TWO; OVERSEAS=PROVIDER_NATIVE_TICKER","MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_PREVIEW","SANDBOX_CANDIDATE_ONLY","false","false","false"
"ROWPATCH_0129","ROW_POLICY_PATCH_PLAN","primary_source_module","VDF","DATA_SOURCE_CONTRACT","PROVIDER_REGISTRY_ONLY; API_KEYS_FROM_UI_RUNTIME_SECRET_OR_ENV_NAME_ONLY; RAW_SECRET_FORBIDDEN; FALLBACK_EXPLICIT","MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_PREVIEW","SANDBOX_CANDIDATE_ONLY","false","false","false"
"ROWPATCH_0130","ROW_POLICY_PATCH_PLAN","yf_tickers_to_fetch","VDF","MARKET_TICKER_IDENTITY","TW_TICKER=4_DIGITS; TWSE_YF={TW_TICKER}.TW; TPEX_YF={TW_TICKER}.TWO; OVERSEAS=PROVIDER_NATIVE_TICKER","MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_PREVIEW","SANDBOX_CANDIDATE_ONLY","false","false","false"
"ROWPATCH_0131","ROW_POLICY_PATCH_PLAN","yf_tickers","VDF","MARKET_TICKER_IDENTITY","TW_TICKER=4_DIGITS; TWSE_YF={TW_TICKER}.TW; TPEX_YF={TW_TICKER}.TWO; OVERSEAS=PROVIDER_NATIVE_TICKER","MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_PREVIEW","SANDBOX_CANDIDATE_ONLY","false","false","false"
"ROWPATCH_0132","ROW_POLICY_PATCH_PLAN","yf_ticker","VDF","MARKET_TICKER_IDENTITY","TW_TICKER=4_DIGITS; TWSE_YF={TW_TICKER}.TW; TPEX_YF={TW_TICKER}.TWO; OVERSEAS=PROVIDER_NATIVE_TICKER","MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_PREVIEW","SANDBOX_CANDIDATE_ONLY","false","false","false"
"ROWPATCH_0133","ROW_POLICY_PATCH_PLAN","akshare_selector_symbols","VDF","MARKET_TICKER_IDENTITY","TW_TICKER=4_DIGITS; TWSE_YF={TW_TICKER}.TW; TPEX_YF={TW_TICKER}.TWO; OVERSEAS=PROVIDER_NATIVE_TICKER","MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_PREVIEW","SANDBOX_CANDIDATE_ONLY","false","false","false"
"ROWPATCH_0134","ROW_POLICY_PATCH_PLAN","AKSHARE_AVAILABLE","VDF","DATA_SOURCE_CONTRACT","PROVIDER_REGISTRY_ONLY; API_KEYS_FROM_UI_RUNTIME_SECRET_OR_ENV_NAME_ONLY; RAW_SECRET_FORBIDDEN; FALLBACK_EXPLICIT","MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_PREVIEW","SANDBOX_CANDIDATE_ONLY","false","false","false"
"ROWPATCH_0135","ROW_POLICY_PATCH_PLAN","basic_info_field_count","VRN/VDF","SCHEMA_FIELD_CONTRACT","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_PREVIEW","SANDBOX_CANDIDATE_ONLY","false","false","false"
"ROWPATCH_0136","ROW_POLICY_PATCH_PLAN","fieldnames","VRN/VDF","SCHEMA_FIELD_CONTRACT","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_PREVIEW","SANDBOX_CANDIDATE_ONLY","false","false","false"
"ROWPATCH_0137","ROW_POLICY_PATCH_PLAN","field_count","VRN/VDF","SCHEMA_FIELD_CONTRACT","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_PREVIEW","SANDBOX_CANDIDATE_ONLY","false","false","false"
"ROWPATCH_0138","ROW_POLICY_PATCH_PLAN","fred_small_scope_symbols","VDF","MARKET_TICKER_IDENTITY","TW_TICKER=4_DIGITS; TWSE_YF={TW_TICKER}.TW; TPEX_YF={TW_TICKER}.TWO; OVERSEAS=PROVIDER_NATIVE_TICKER","MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_PREVIEW","SANDBOX_CANDIDATE_ONLY","false","false","false"
"ROWPATCH_0139","ROW_POLICY_PATCH_PLAN","hist_by_ticker","VDF","MARKET_TICKER_IDENTITY","TW_TICKER=4_DIGITS; TWSE_YF={TW_TICKER}.TW; TPEX_YF={TW_TICKER}.TWO; OVERSEAS=PROVIDER_NATIVE_TICKER","MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_PREVIEW","SANDBOX_CANDIDATE_ONLY","false","false","false"
