Group,Date,StrategySignal,TargetPosition,EffectivePosition,BasketRet,GrossPnlRet,NetPnlRet,CostDrag
B 載板與 PCB,2026-05-28,HOLD,0.0,0.0,0.011355292418094425,0.0,0.0,0.0
B 載板與 PCB,2026-05-29,HOLD,0.0,0.0,0.0014810654515661614,0.0,0.0,0.0
B 載板與 PCB,2026-06-01,HOLD,0.0,0.0,-0.03308422395039876,-0.0,-0.0,0.0
B 載板與 PCB,2026-06-02,HOLD,0.0,0.0,-0.02704498743626655,-0.0,-0.0,0.0
B 載板與 PCB,2026-06-03,HOLD,0.0,0.0,0.015515802129185548,0.0,0.0,0.0
B 載板與 PCB,2026-06-04,HOLD,0.0,0.0,-0.007702948837955635,-0.0,-0.0,0.0
B 載板與 PCB,2026-06-05,HOLD,0.0,0.0,-0.015050664911288024,-0.0,-0.0,0.0
B 載板與 PCB,2026-06-08,HOLD,0.0,0.0,0.012417963416269313,0.0,0.0,0.0
B 載板與 PCB,2026-06-09,HOLD,0.0,0.0,-0.018730002276283964,-0.0,-0.0,0.0
B 載板與 PCB,2026-06-10,HOLD,0.0,0.0,0.006150560737978583,0.0,0.0,0.0
B 載板與 PCB,2026-06-11,HOLD,0.0,0.0,-0.011514396722159443,-0.0,-0.0,0.0
B 載板與 PCB,2026-06-12,DYNAMIC_EXIT,0.0,0.0,-0.010815230103250967,-0.0,-0.0,0.0
B 載板與 PCB,2026-06-15,HOLD,0.0,0.0,-0.0012388139234706939,-0.0,-0.0,0.0
B 載板與 PCB,2026-06-16,HOLD,0.0,0.0,-0.0011477903320326784,-0.0,-0.0,0.0
B 載板與 PCB,2026-06-17,HOLD,0.0,0.0,-0.0002410395916542073,-0.0,-0.0,0.0
B 載板與 PCB,2026-06-18,HOLD,0.0,0.0,-0.01528490178365744,-0.0,-0.0,0.0
B 載板與 PCB,2026-06-19,HOLD,0.0,0.0,-0.016592270060037835,-0.0,-0.0,0.0
B 載板與 PCB,2026-06-22,HOLD,0.0,0.0,-0.00312392080559497,-0.0,-0.0,0.0
B 載板與 PCB,2026-06-23,HOLD,0.0,0.0,-0.0064856636556601035,-0.0,-0.0,0.0
B 載板與 PCB,2026-06-24,DYNAMIC_EXIT,0.0,0.0,0.003491668410569771,0.0,0.0,0.0
B 載板與 PCB,2026-06-25,HOLD,0.0,0.0,-0.017533154418524502,-0.0,-0.0,0.0
B 載板與 PCB,2026-06-26,DYNAMIC_EXIT,0.0,0.0,-0.010221995975563064,-0.0,-0.0,0.0
B 載板與 PCB,2026-06-29,HOLD,0.0,0.0,0.0001832684266666804,0.0,0.0,0.0
B 載板與 PCB,2026-06-30,HOLD,0.0,0.0,0.01587436430144861,0.0,0.0,0.0
B 載板與 PCB,2026-07-01,HOLD,0.0,0.0,0.022480756659458704,0.0,0.0,0.0
B 載板與 PCB,2026-07-02,HOLD,0.0,0.0,-0.009346884394222514,-0.0,-0.0,0.0
B 載板與 PCB,2026-07-03,HOLD,0.0,0.0,0.028649287216098315,0.0,0.0,0.0
B 載板與 PCB,2026-07-06,HOLD,0.0,0.0,-0.009435029773230061,-0.0,-0.0,0.0
B 載板與 PCB,2026-07-07,HOLD,0.0,0.0,0.0006213717775304126,0.0,0.0,0.0
B 載板與 PCB,2026-07-08,HOLD,0.0,0.0,0.005643265748262137,0.0,0.0,0.0
B 載板與 PCB,2026-07-09,HOLD,0.0,0.0,0.014988910260753639,0.0,0.0,0.0
B 載板與 PCB,2026-07-10,DYNAMIC_EXIT,0.0,0.0,0.004419615550441129,0.0,0.0,0.0
B 載板與 PCB,2026-07-13,HOLD,0.0,0.0,0.03597704529197979,0.0,0.0,0.0
B 載板與 PCB,2026-07-14,HOLD,0.0,0.0,0.03765402806485128,0.0,0.0,0.0
B 載板與 PCB,2026-07-15,HOLD,0.0,0.0,0.020619800940270848,0.0,0.0,0.0
B 載板與 PCB,2026-07-16,HOLD,0.0,0.0,0.007878361777581496,0.0,0.0,0.0
B 載板與 PCB,2026-07-17,HOLD,0.0,0.0,0.016229293849461833,0.0,0.0,0.0
B 載板與 PCB,2026-07-20,HOLD,0.0,0.0,0.014781882529137567,0.0,0.0,0.0
B 載板與 PCB,2026-07-21,HOLD,0.0,0.0,-0.005355345805767454,-0.0,-0.0,0.0
B 載板與 PCB,2026-07-22,HOLD,0.0,0.0,-0.018649717167767907,-0.0,-0.0,0.0
B 載板與 PCB,2026-07-23,HOLD,0.0,0.0,0.018066627791629715,0.0,0.0,0.0
B 載板與 PCB,2026-07-24,HOLD,0.0,0.0,-0.0017260590412369234,-0.0,-0.0,0.0
B 載板與 PCB,2026-07-27,HOLD,0.0,0.0,-0.029103603419106543,-0.0,-0.0,0.0
B 載板與 PCB,2026-07-28,HOLD,0.0,0.0,0.00709529791192166,0.0,0.0,0.0
B 載板與 PCB,2026-07-29,HOLD,0.0,0.0,0.002814392599680549,0.0,0.0,0.0
B 載板與 PCB,2026-07-30,HOLD,0.0,0.0,-0.0005466805391187797,-0.0,-0.0,0.0
B 載板與 PCB,2026-07-31,HOLD,0.0,0.0,0.018718774742331662,0.0,0.0,0.0
B 載板與 PCB,2026-08-03,HOLD,0.0,0.0,-0.0023759316898879492,-0.0,-0.0,0.0
B 載板與 PCB,2026-08-04,HOLD,0.0,0.0,0.011836239744730356,0.0,0.0,0.0
B 載板與 PCB,2026-08-05,HOLD,0.0,0.0,-0.021056538466496914,-0.0,-0.0,0.0
B 載板與 PCB,2026-08-06,HOLD,0.0,0.0,0.015164204522716808,0.0,0.0,0.0
B 載板與 PCB,2026-08-07,HOLD,0.0,0.0,-0.009221985971025104,-0.0,-0.0,0.0
B 載板與 PCB,2026-08-10,HOLD,0.0,0.0,-0.023091907446860946,-0.0,-0.0,0.0
B 載板與 PCB,2026-08-11,HOLD,0.0,0.0,-0.025117794572695182,-0.0,-0.0,0.0
B 載板與 PCB,2026-08-12,HOLD,0.0,0.0,-0.001298370068320122,-0.0,-0.0,0.0
B 載板與 PCB,2026-08-13,DYNAMIC_EXIT,0.0,0.0,-0.008279188702067454,-0.0,-0.0,0.0
B 載板與 PCB,2026-08-14,HOLD,0.0,0.0,0.028604997219941322,0.0,0.0,0.0
C 半導體製造與封裝,2025-01-02,HOLD,0.0,0.0,0.0,0.0,0.0,0.0
C 半導體製造與封裝,2025-01-03,HOLD,0.0,0.0,-0.0216148356733217,-0.0,-0.0,0.0
C 半導體製造與封裝,2025-01-06,HOLD,0.0,0.0,0.007416114774766583,0.0,0.0,0.0
C 半導體製造與封裝,2025-01-07,HOLD,0.0,0.0,0.041979186550491605,0.0,0.0,0.0
C 半導體製造與封裝,2025-01-08,HOLD,0.0,0.0,0.013502886419561556,0.0,0.0,0.0
C 半導體製造與封裝,2025-01-09,HOLD,0.0,0.0,-0.014335027027805501,-0.0,-0.0,0.0
C 半導體製造與封裝,2025-01-10,HOLD,0.0,0.0,0.007841717069572101,0.0,0.0,0.0
C 半導體製造與封裝,2025-01-13,HOLD,0.0,0.0,0.009499581373701648,0.0,0.0,0.0
C 半導體製造與封裝,2025-01-14,DYNAMIC_SETUP,0.0,0.0,-0.005422669984476245,-0.0,-0.0,0.0
C 半導體製造與封裝,2025-01-15,HOLD,0.0,0.0,-0.011538224554516049,-0.0,-0.0,0.0
C 半導體製造與封裝,2025-01-16,HOLD,0.0,0.0,0.009996840428820923,0.0,0.0,0.0
C 半導體製造與封裝,2025-01-17,HOLD,0.0,0.0,0.011337404382882346,0.0,0.0,0.0
C 半導體製造與封裝,2025-01-20,HOLD,0.0,0.0,-0.003490050193896458,-0.0,-0.0,0.0
C 半導體製造與封裝,2025-01-21,HOLD,0.0,0.0,0.004489703970003572,0.0,0.0,0.0
C 半導體製造與封裝,2025-01-22,HOLD,0.0,0.0,-0.012518992966642934,-0.0,-0.0,0.0
C 半導體製造與封裝,2025-01-23,HOLD,0.0,0.0,-0.005965528174998056,-0.0,-0.0,0.0
C 半導體製造與封裝,2025-01-24,HOLD,0.0,0.0,-0.013337363870433043,-0.0,-0.0,0.0
C 半導體製造與封裝,2025-01-27,HOLD,0.0,0.0,0.012236792441237473,0.0,0.0,0.0
C 半導體製造與封裝,2025-01-28,HOLD,0.0,0.0,0.015154303592395814,0.0,0.0,0.0
C 半導體製造與封裝,2025-01-29,HOLD,0.0,0.0,0.013309830858060985,0.0,0.0,0.0
C 半導體製造與封裝,2025-01-30,HOLD,0.0,0.0,-0.011952302789878359,-0.0,-0.0,0.0
C 半導體製造與封裝,2025-01-31,HOLD,0.0,0.0,-0.010185504744722566,-0.0,-0.0,0.0
C 半導體製造與封裝,2025-02-03,HOLD,0.0,0.0,0.037876132588660016,0.0,0.0,0.0
C 半導體製造與封裝,2025-02-04,HOLD,0.0,0.0,0.015521746298214973,0.0,0.0,0.0
C 半導體製造與封裝,2025-02-05,HOLD,0.0,0.0,-0.022420195537652607,-0.0,-0.0,0.0
C 半導體製造與封裝,2025-02-06,HOLD,0.0,0.0,0.01625745873554515,0.0,0.0,0.0
C 半導體製造與封裝,2025-02-07,HOLD,0.0,0.0,0.014651547131192402,0.0,0.0,0.0
C 半導體製造與封裝,2025-02-10,HOLD,0.0,0.0,0.01516749570435136,0.0,0.0,0.0
C 半導體製造與封裝,2025-02-11,HOLD,0.0,0.0,0.008707751792859774,0.0,0.0,0.0
C 半導體製造與封裝,2025-02-12,HOLD,0.0,0.0,0.009867394147554331,0.0,0.0,0.0
C 半導體製造與封裝,2025-02-13,HOLD,0.0,0.0,0.003732388689738481,0.0,0.0,0.0
C 半導體製造與封裝,2025-02-14,HOLD,0.0,0.0,-0.020438978656325765,-0.0,-0.0,0.0
C 半導體製造與封裝,2025-02-17,HOLD,0.0,0.0,0.008210821072406234,0.0,0.0,0.0
C 半導體製造與封裝,2025-02-18,HOLD,0.0,0.0,-0.006442072811320444,-0.0,-0.0,0.0
C 半導體製造與封裝,2025-02-19,HOLD,0.0,0.0,-0.01817577674981167,-0.0,-0.0,0.0
C 半導體製造與封裝,2025-02-20,HOLD,0.0,0.0,0.005457618039857551,0.0,0.0,0.0
C 半導體製造與封裝,2025-02-21,HOLD,0.0,0.0,0.023733773061906396,0.0,0.0,0.0
C 半導體製造與封裝,2025-02-24,HOLD,0.0,0.0,-0.0036015927979471513,-0.0,-0.0,0.0
C 半導體製造與封裝,2025-02-25,HOLD,0.0,0.0,-0.007825393599625701,-0.0,-0.0,0.0
C 半導體製造與封裝,2025-02-26,HOLD,0.0,0.0,0.008786328754070276,0.0,0.0,0.0
C 半導體製造與封裝,2025-02-27,HOLD,0.0,0.0,0.005065142107359021,0.0,0.0,0.0
C 半導體製造與封裝,2025-02-28,HOLD,0.0,0.0,-0.021075672677555706,-0.0,-0.0,0.0
C 半導體製造與封裝,2025-03-03,HOLD,0.0,0.0,0.0020794602759957315,0.0,0.0,0.0
C 半導體製造與封裝,2025-03-04,HOLD,0.0,0.0,-0.01610170913157494,-0.0,-0.0,0.0
C 半導體製造與封裝,2025-03-05,HOLD,0.0,0.0,0.01869633635477446,0.0,0.0,0.0
C 半導體製造與封裝,2025-03-06,HOLD,0.0,0.0,0.02711055043549083,0.0,0.0,0.0
C 半導體製造與封裝,2025-03-07,HOLD,0.0,0.0,0.03255182727276285,0.0,0.0,0.0
C 半導體製造與封裝,2025-03-10,HOLD,0.0,0.0,0.002244265097334139,0.0,0.0,0.0
C 半導體製造與封裝,2025-03-11,HOLD,0.0,0.0,0.012520001750990476,0.0,0.0,0.0
C 半導體製造與封裝,2025-03-12,HOLD,0.0,0.0,-0.00143687610786132,-0.0,-0.0,0.0
C 半導體製造與封裝,2025-03-13,HOLD,0.0,0.0,-0.0005396659033368019,-0.0,-0.0,0.0
C 半導體製造與封裝,2025-03-14,HOLD,0.0,0.0,-0.0066097763440612495,-0.0,-0.0,0.0
C 半導體製造與封裝,2025-03-17,HOLD,0.0,0.0,-0.011155152718416009,-0.0,-0.0,0.0
C 半導體製造與封裝,2025-03-18,HOLD,0.0,0.0,-0.03921034001998214,-0.0,-0.0,0.0
C 半導體製造與封裝,2025-03-19,HOLD,0.0,0.0,-0.014002318031952038,-0.0,-0.0,0.0
C 半導體製造與封裝,2025-03-20,HOLD,0.0,0.0,-0.005797852065261486,-0.0,-0.0,0.0
C 半導體製造與封裝,2025-03-21,HOLD,0.0,0.0,0.019740227856548418,0.0,0.0,0.0
C 半導體製造與封裝,2025-03-24,HOLD,0.0,0.0,-0.0019110939802826682,-0.0,-0.0,0.0
C 半導體製造與封裝,2025-03-25,HOLD,0.0,0.0,-0.01053960198464698,-0.0,-0.0,0.0
C 半導體製造與封裝,2025-03-26,HOLD,0.0,0.0,0.009768952572315328,0.0,0.0,0.0
C 半導體製造與封裝,2025-03-27,HOLD,0.0,0.0,0.003918181322606137,0.0,0.0,0.0
C 半導體製造與封裝,2025-03-28,HOLD,0.0,0.0,0.01225483708075798,0.0,0.0,0.0
C 半導體製造與封裝,2025-03-31,HOLD,0.0,0.0,-0.0008885543067805011,-0.0,-0.0,0.0
C 半導體製造與封裝,2025-04-01,HOLD,0.0,0.0,0.04178669381132183,0.0,0.0,0.0
C 半導體製造與封裝,2025-04-02,HOLD,0.0,0.0,0.03127791768605659,0.0,0.0,0.0
C 半導體製造與封裝,2025-04-03,HOLD,0.0,0.0,0.00803655480453204,0.0,0.0,0.0
C 半導體製造與封裝,2025-04-04,HOLD,0.0,0.0,-0.011912673653753503,-0.0,-0.0,0.0
C 半導體製造與封裝,2025-04-07,HOLD,0.0,0.0,0.011068789084108766,0.0,0.0,0.0
C 半導體製造與封裝,2025-04-08,HOLD,0.0,0.0,0.024140777997709258,0.0,0.0,0.0
C 半導體製造與封裝,2025-04-09,HOLD,0.0,0.0,-0.000604829386539147,-0.0,-0.0,0.0
C 半導體製造與封裝,2025-04-10,HOLD,0.0,0.0,0.017913091282523285,0.0,0.0,0.0
C 半導體製造與封裝,2025-04-11,HOLD,0.0,0.0,-0.0013701014343621646,-0.0,-0.0,0.0
C 半導體製造與封裝,2025-04-14,HOLD,0.0,0.0,0.007047709127474426,0.0,0.0,0.0
C 半導體製造與封裝,2025-04-15,HOLD,0.0,0.0,-0.01224623788454856,-0.0,-0.0,0.0
C 半導體製造與封裝,2025-04-16,HOLD,0.0,0.0,-0.0019580978774627906,-0.0,-0.0,0.0
C 半導體製造與封裝,2025-04-17,HOLD,0.0,0.0,0.021171448584909637,0.0,0.0,0.0
C 半導體製造與封裝,2025-04-18,HOLD,0.0,0.0,0.01850070283364655,0.0,0.0,0.0
C 半導體製造與封裝,2025-04-21,HOLD,0.0,0.0,0.004112826020543581,0.0,0.0,0.0
C 半導體製造與封裝,2025-04-22,HOLD,0.0,0.0,-0.017519986131173525,-0.0,-0.0,0.0
C 半導體製造與封裝,2025-04-23,HOLD,0.0,0.0,-0.024362668330183516,-0.0,-0.0,0.0
C 半導體製造與封裝,2025-04-24,HOLD,0.0,0.0,0.0008059577400031474,0.0,0.0,0.0
C 半導體製造與封裝,2025-04-25,HOLD,0.0,0.0,-0.000245736140064903,-0.0,-0.0,0.0
C 半導體製造與封裝,2025-04-28,HOLD,0.0,0.0,0.0060013102711301055,0.0,0.0,0.0
C 半導體製造與封裝,2025-04-29,HOLD,0.0,0.0,0.011167651638831823,0.0,0.0,0.0
C 半導體製造與封裝,2025-04-30,HOLD,0.0,0.0,-0.010131527374256644,-0.0,-0.0,0.0
C 半導體製造與封裝,2025-05-01,HOLD,0.0,0.0,-0.019551675151421404,-0.0,-0.0,0.0
C 半導體製造與封裝,2025-05-02,HOLD,0.0,0.0,0.0023746181561786887,0.0,0.0,0.0
C 半導體製造與封裝,2025-05-05,HOLD,0.0,0.0,0.019012549431139118,0.0,0.0,0.0
C 半導體製造與封裝,2025-05-06,HOLD,0.0,0.0,0.020241308483388603,0.0,0.0,0.0
C 半導體製造與封裝,2025-05-07,HOLD,0.0,0.0,-0.00649768085969049,-0.0,-0.0,0.0
C 半導體製造與封裝,2025-05-08,HOLD,0.0,0.0,-0.0027170119158403732,-0.0,-0.0,0.0
C 半導體製造與封裝,2025-05-09,HOLD,0.0,0.0,-0.0006180219244696526,-0.0,-0.0,0.0
C 半導體製造與封裝,2025-05-12,DYNAMIC_EXIT,0.0,0.0,-0.0015949628775871888,-0.0,-0.0,0.0
C 半導體製造與封裝,2025-05-13,HOLD,0.0,0.0,0.016722304637744028,0.0,0.0,0.0
C 半導體製造與封裝,2025-05-14,HOLD,0.0,0.0,0.011311627301257838,0.0,0.0,0.0
C 半導體製造與封裝,2025-05-15,HOLD,0.0,0.0,-0.02197017955372949,-0.0,-0.0,0.0
C 半導體製造與封裝,2025-05-16,DYNAMIC_EXIT,0.0,0.0,0.026640170023416978,0.0,0.0,0.0
C 半導體製造與封裝,2025-05-19,HOLD,0.0,0.0,0.01940181847018795,0.0,0.0,0.0
C 半導體製造與封裝,2025-05-20,DYNAMIC_EXIT,0.0,0.0,0.045225646366428285,0.0,0.0,0.0
C 半導體製造與封裝,2025-05-21,HOLD,0.0,0.0,0.005829164441583758,0.0,0.0,0.0
C 半導體製造與封裝,2025-05-22,DYNAMIC_EXIT,0.0,0.0,0.003174560971192567,0.0,0.0,0.0
C 半導體製造與封裝,2025-05-23,DYNAMIC_EXIT,0.0,0.0,-0.004565029289518213,-0.0,-0.0,0.0
C 半導體製造與封裝,2025-05-26,HOLD,0.0,0.0,-0.016176629928530726,-0.0,-0.0,0.0
C 半導體製造與封裝,2025-05-27,DYNAMIC_EXIT,0.0,0.0,-0.0050381971576100495,-0.0,-0.0,0.0
C 半導體製造與封裝,2025-05-28,DYNAMIC_EXIT,0.0,0.0,0.01979857541706566,0.0,0.0,0.0
C 半導體製造與封裝,2025-05-29,HOLD,0.0,0.0,-0.019373123507466516,-0.0,-0.0,0.0
C 半導體製造與封裝,2025-05-30,DYNAMIC_EXIT,0.0,0.0,-0.014901596888780915,-0.0,-0.0,0.0
C 半導體製造與封裝,2025-06-02,DYNAMIC_EXIT,0.0,0.0,-0.0219482763132883,-0.0,-0.0,0.0
C 半導體製造與封裝,2025-06-03,HOLD,0.0,0.0,0.004213435568029975,0.0,0.0,0.0
C 半導體製造與封裝,2025-06-04,HOLD,0.0,0.0,-0.0073981296640482945,-0.0,-0.0,0.0
C 半導體製造與封裝,2025-06-05,HOLD,0.0,0.0,0.003955365246303828,0.0,0.0,0.0
C 半導體製造與封裝,2025-06-06,HOLD,0.0,0.0,0.04006628463026822,0.0,0.0,0.0
C 半導體製造與封裝,2025-06-09,HOLD,0.0,0.0,0.02149966903044613,0.0,0.0,0.0
C 半導體製造與封裝,2025-06-10,HOLD,0.0,0.0,0.029260707211470647,0.0,0.0,0.0
C 半導體製造與封裝,2025-06-11,HOLD,0.0,0.0,0.008978159048036682,0.0,0.0,0.0
C 半導體製造與封裝,2025-06-12,HOLD,0.0,0.0,-0.003716938435547181,-0.0,-0.0,0.0
C 半導體製造與封裝,2025-06-13,HOLD,0.0,0.0,-0.0015183825211188273,-0.0,-0.0,0.0
C 半導體製造與封裝,2025-06-16,HOLD,0.0,0.0,-0.017132970279100566,-0.0,-0.0,0.0
C 半導體製造與封裝,2025-06-17,HOLD,0.0,0.0,0.002974826256107656,0.0,0.0,0.0
C 半導體製造與封裝,2025-06-18,HOLD,0.0,0.0,-0.0030736149607326754,-0.0,-0.0,0.0
C 半導體製造與封裝,2025-06-19,HOLD,0.0,0.0,0.01069108027985001,0.0,0.0,0.0
C 半導體製造與封裝,2025-06-20,HOLD,0.0,0.0,-0.02379875503979148,-0.0,-0.0,0.0
C 半導體製造與封裝,2025-06-23,DYNAMIC_EXIT,0.0,0.0,0.023375498131576168,0.0,0.0,0.0
C 半導體製造與封裝,2025-06-24,HOLD,0.0,0.0,-0.008239485993638957,-0.0,-0.0,0.0
C 半導體製造與封裝,2025-06-25,HOLD,0.0,0.0,-0.011259685982270269,-0.0,-0.0,0.0
C 半導體製造與封裝,2025-06-26,HOLD,0.0,0.0,-0.022044341900601817,-0.0,-0.0,0.0
C 半導體製造與封裝,2025-06-27,HOLD,0.0,0.0,-0.010795402252624656,-0.0,-0.0,0.0
C 半導體製造與封裝,2025-06-30,HOLD,0.0,0.0,-0.003296434644309749,-0.0,-0.0,0.0
C 半導體製造與封裝,2025-07-01,HOLD,0.0,0.0,0.0094919223663106,0.0,0.0,0.0
C 半導體製造與封裝,2025-07-02,HOLD,0.0,0.0,0.02070450347825476,0.0,0.0,0.0
C 半導體製造與封裝,2025-07-03,HOLD,0.0,0.0,0.0008174505952411734,0.0,0.0,0.0
C 半導體製造與封裝,2025-07-04,HOLD,0.0,0.0,-0.005710599377903687,-0.0,-0.0,0.0
C 半導體製造與封裝,2025-07-07,DYNAMIC_EXIT,0.0,0.0,0.0018419214684676718,0.0,0.0,0.0
C 半導體製造與封裝,2025-07-08,HOLD,0.0,0.0,-0.03647729781224204,-0.0,-0.0,0.0
C 半導體製造與封裝,2025-07-09,HOLD,0.0,0.0,0.016702308085216135,0.0,0.0,0.0
C 半導體製造與封裝,2025-07-10,HOLD,0.0,0.0,-0.028055951272652944,-0.0,-0.0,0.0
C 半導體製造與封裝,2025-07-11,DYNAMIC_EXIT,0.0,0.0,0.005557415998140366,0.0,0.0,0.0
C 半導體製造與封裝,2025-07-14,HOLD,0.0,0.0,0.022493273919099256,0.0,0.0,0.0
C 半導體製造與封裝,2025-07-15,DYNAMIC_EXIT,0.0,0.0,-0.005158156757149687,-0.0,-0.0,0.0
C 半導體製造與封裝,2025-07-16,DYNAMIC_EXIT,0.0,0.0,0.00924827092651967,0.0,0.0,0.0
C 半導體製造與封裝,2025-07-17,HOLD,0.0,0.0,0.00809038351616721,0.0,0.0,0.0
C 半導體製造與封裝,2025-07-18,DYNAMIC_EXIT,0.0,0.0,0.046931700842335194,0.0,0.0,0.0
C 半導體製造與封裝,2025-07-21,DYNAMIC_EXIT,0.0,0.0,0.004735776511343141,0.0,0.0,0.0
C 半導體製造與封裝,2025-07-22,HOLD,0.0,0.0,0.0352789591435684,0.0,0.0,0.0
C 半導體製造與封裝,2025-07-23,HOLD,0.0,0.0,-0.01696152337700038,-0.0,-0.0,0.0
C 半導體製造與封裝,2025-07-24,HOLD,0.0,0.0,-0.010033744151840338,-0.0,-0.0,0.0
C 半導體製造與封裝,2025-07-25,HOLD,0.0,0.0,-0.026103255516125072,-0.0,-0.0,0.0
C 半導體製造與封裝,2025-07-28,HOLD,0.0,0.0,0.013428927962932385,0.0,0.0,0.0
C 半導體製造與封裝,2025-07-29,HOLD,0.0,0.0,0.010600843395335464,0.0,0.0,0.0
C 半導體製造與封裝,2025-07-30,HOLD,0.0,0.0,0.009452454949826902,0.0,0.0,0.0
C 半導體製造與封裝,2025-07-31,DYNAMIC_EXIT,0.0,0.0,0.0006525534883955042,0.0,0.0,0.0
C 半導體製造與封裝,2025-08-01,HOLD,0.0,0.0,0.019587478409579643,0.0,0.0,0.0
C 半導體製造與封裝,2025-08-04,HOLD,0.0,0.0,-0.04795024404713567,-0.0,-0.0,0.0
C 半導體製造與封裝,2025-08-05,HOLD,0.0,0.0,-0.020664193823433888,-0.0,-0.0,0.0
C 半導體製造與封裝,2025-08-06,HOLD,0.0,0.0,0.016830035967015974,0.0,0.0,0.0
C 半導體製造與封裝,2025-08-07,DYNAMIC_SETUP,0.0,0.0,0.0022937063377877084,0.0,0.0,0.0
C 半導體製造與封裝,2025-08-08,DYNAMIC_EXIT,0.0,0.0,-0.016563967848134867,-0.0,-0.0,0.0
C 半導體製造與封裝,2025-08-11,DYNAMIC_EXIT,0.0,0.0,-0.02245286665803585,-0.0,-0.0,0.0
C 半導體製造與封裝,2025-08-12,HOLD,0.0,0.0,-0.013896404325255688,-0.0,-0.0,0.0
C 半導體製造與封裝,2025-08-13,HOLD,0.0,0.0,0.0011331246123261805,0.0,0.0,0.0
C 半導體製造與封裝,2025-08-14,HOLD,0.0,0.0,0.019939339437646832,0.0,0.0,0.0
C 半導體製造與封裝,2025-08-15,HOLD,0.0,0.0,0.0014285217846641486,0.0,0.0,0.0
C 半導體製造與封裝,2025-08-18,HOLD,0.0,0.0,0.0006893641206386398,0.0,0.0,0.0
C 半導體製造與封裝,2025-08-19,HOLD,0.0,0.0,-0.00749208047843723,-0.0,-0.0,0.0
C 半導體製造與封裝,2025-08-20,HOLD,0.0,0.0,0.004415302896765295,0.0,0.0,0.0
C 半導體製造與封裝,2025-08-21,DYNAMIC_EXIT,0.0,0.0,0.0004955755919017915,0.0,0.0,0.0
C 半導體製造與封裝,2025-08-22,HOLD,0.0,0.0,-0.010653077109217961,-0.0,-0.0,0.0
C 半導體製造與封裝,2025-08-25,DYNAMIC_EXIT,0.0,0.0,-0.022443889829747442,-0.0,-0.0,0.0
C 半導體製造與封裝,2025-08-26,HOLD,0.0,0.0,0.050923557908687515,0.0,0.0,0.0
C 半導體製造與封裝,2025-08-27,DYNAMIC_EXIT,0.0,0.0,0.009322451917504944,0.0,0.0,0.0
C 半導體製造與封裝,2025-08-28,DYNAMIC_EXIT,0.0,0.0,-0.008430343439080754,-0.0,-0.0,0.0
C 半導體製造與封裝,2025-08-29,DYNAMIC_EXIT,0.0,0.0,-0.017032102147915274,-0.0,-0.0,0.0
C 半導體製造與封裝,2025-09-01,DYNAMIC_EXIT,0.0,0.0,0.00762597269345712,0.0,0.0,0.0
C 半導體製造與封裝,2025-09-02,HOLD,0.0,0.0,0.006286847358858235,0.0,0.0,0.0
C 半導體製造與封裝,2025-09-03,HOLD,0.0,0.0,0.014356630593267522,0.0,0.0,0.0
C 半導體製造與封裝,2025-09-04,HOLD,0.0,0.0,0.035529761069923366,0.0,0.0,0.0
C 半導體製造與封裝,2025-09-05,HOLD,0.0,0.0,-0.023256180785557953,-0.0,-0.0,0.0
C 半導體製造與封裝,2025-09-08,HOLD,0.0,0.0,-0.005734921199055046,-0.0,-0.0,0.0
C 半導體製造與封裝,2025-09-09,HOLD,0.0,0.0,-0.022743408337302724,-0.0,-0.0,0.0
C 半導體製造與封裝,2025-09-10,HOLD,0.0,0.0,-0.033175319961445945,-0.0,-0.0,0.0
C 半導體製造與封裝,2025-09-11,HOLD,0.0,0.0,0.01994926304020113,0.0,0.0,0.0
C 半導體製造與封裝,2025-09-12,HOLD,0.0,0.0,0.025956820632402372,0.0,0.0,0.0
C 半導體製造與封裝,2025-09-15,HOLD,0.0,0.0,0.0089574864712222,0.0,0.0,0.0
C 半導體製造與封裝,2025-09-16,HOLD,0.0,0.0,0.005415061442418324,0.0,0.0,0.0
C 半導體製造與封裝,2025-09-17,HOLD,0.0,0.0,0.012029642247317535,0.0,0.0,0.0
C 半導體製造與封裝,2025-09-18,HOLD,0.0,0.0,-0.0021450287978309964,-0.0,-0.0,0.0
C 半導體製造與封裝,2025-09-19,HOLD,0.0,0.0,0.016794349727273138,0.0,0.0,0.0
C 半導體製造與封裝,2025-09-22,HOLD,0.0,0.0,-0.010811971259458944,-0.0,-0.0,0.0
C 半導體製造與封裝,2025-09-23,HOLD,0.0,0.0,0.024787831156324984,0.0,0.0,0.0
C 半導體製造與封裝,2025-09-24,HOLD,0.0,0.0,0.017813592532212368,0.0,0.0,0.0
C 半導體製造與封裝,2025-09-25,HOLD,0.0,0.0,-0.0011029953496927722,-0.0,-0.0,0.0
C 半導體製造與封裝,2025-09-26,HOLD,0.0,0.0,-0.014789563418102286,-0.0,-0.0,0.0
C 半導體製造與封裝,2025-09-29,HOLD,0.0,0.0,-0.010984516082094062,-0.0,-0.0,0.0
C 半導體製造與封裝,2025-09-30,DYNAMIC_EXIT,0.0,0.0,0.009393796575880494,0.0,0.0,0.0
C 半導體製造與封裝,2025-10-01,HOLD,0.0,0.0,-0.011772019504766177,-0.0,-0.0,0.0
