"def_pack_layer","def_row_preview_state","def_include_in_v0114_sandbox_input","def_group_final_decision","def_normalized_key","def_owner_engine","def_domain_family","def_final_canonical_value","def_source_mutation","def_canonical_merge","def_db_write"
"ROW_POLICY_PACK","INCLUDED_IN_ROW_LEVEL_PREVIEW","true","YES","operating_income_wrong_unit_rows","VRN/VDF","SCHEMA_FIELD_CONTRACT","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","false","false","false"
"ROW_POLICY_PACK","INCLUDED_IN_ROW_LEVEL_PREVIEW","true","YES","output_schema","VRN/VDF","SCHEMA_FIELD_CONTRACT","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","false","false","false"
"ROW_POLICY_PACK","INCLUDED_IN_ROW_LEVEL_PREVIEW","true","YES","output_unit","VRN/VDF","SCHEMA_FIELD_CONTRACT","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","false","false","false"
"ROW_POLICY_PACK","INCLUDED_IN_ROW_LEVEL_PREVIEW","true","YES","coaxis_policy_registry","VIA","GOVERNANCE_POLICY","VIA_GOVERNANCE_POLICY_REGISTRY","false","false","false"
"ROW_POLICY_PACK","INCLUDED_IN_ROW_LEVEL_PREVIEW","true","YES","old_unit","VRN/VDF","SCHEMA_FIELD_CONTRACT","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","false","false","false"
"ROW_POLICY_PACK","INCLUDED_IN_ROW_LEVEL_PREVIEW","true","YES","broker_protected_fields","VRN/VDF","SCHEMA_FIELD_CONTRACT","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","false","false","false"
"ROW_POLICY_PACK","INCLUDED_IN_ROW_LEVEL_PREVIEW","true","YES","YFINANCE_SEAL","VDF","MARKET_TICKER_IDENTITY","TW_TICKER=4_DIGITS; TWSE_YF={TW_TICKER}.TW; TPEX_YF={TW_TICKER}.TWO; OVERSEAS=PROVIDER_NATIVE_TICKER","false","false","false"
"ROW_POLICY_PACK","INCLUDED_IN_ROW_LEVEL_PREVIEW","true","YES","yfinance_matrix_csv","VDF","MARKET_TICKER_IDENTITY","TW_TICKER=4_DIGITS; TWSE_YF={TW_TICKER}.TW; TPEX_YF={TW_TICKER}.TWO; OVERSEAS=PROVIDER_NATIVE_TICKER","false","false","false"
"ROW_POLICY_PACK","INCLUDED_IN_ROW_LEVEL_PREVIEW","true","YES","YFINANCE_INFO_FIELDS","VDF","MARKET_TICKER_IDENTITY","TW_TICKER=4_DIGITS; TWSE_YF={TW_TICKER}.TW; TPEX_YF={TW_TICKER}.TWO; OVERSEAS=PROVIDER_NATIVE_TICKER","false","false","false"
"ROW_POLICY_PACK","INCLUDED_IN_ROW_LEVEL_PREVIEW","true","YES","YFINANCE_AVAILABLE","VDF","MARKET_TICKER_IDENTITY","TW_TICKER=4_DIGITS; TWSE_YF={TW_TICKER}.TW; TPEX_YF={TW_TICKER}.TWO; OVERSEAS=PROVIDER_NATIVE_TICKER","false","false","false"
"ROW_POLICY_PACK","INCLUDED_IN_ROW_LEVEL_PREVIEW","true","YES","fred_akshare_capability_seal","VDF","DATA_SOURCE_CONTRACT","PROVIDER_REGISTRY_ONLY; API_KEYS_FROM_UI_RUNTIME_SECRET_OR_ENV_NAME_ONLY; RAW_SECRET_FORBIDDEN; FALLBACK_EXPLICIT","false","false","false"
"ROW_POLICY_PACK","INCLUDED_IN_ROW_LEVEL_PREVIEW","true","YES","_vdf_v02784_policy","VDF","GOVERNANCE_POLICY","VIA_GOVERNANCE_POLICY_REGISTRY","false","false","false"
"ROW_POLICY_PACK","INCLUDED_IN_ROW_LEVEL_PREVIEW","true","YES","FRED_API_KEY","VDF","DATA_SOURCE_CONTRACT","PROVIDER_REGISTRY_ONLY; API_KEYS_FROM_UI_RUNTIME_SECRET_OR_ENV_NAME_ONLY; RAW_SECRET_FORBIDDEN; FALLBACK_EXPLICIT","false","false","false"
"ROW_POLICY_PACK","INCLUDED_IN_ROW_LEVEL_PREVIEW","true","YES","fred_api_key_env","VDF","DATA_SOURCE_CONTRACT","PROVIDER_REGISTRY_ONLY; API_KEYS_FROM_UI_RUNTIME_SECRET_OR_ENV_NAME_ONLY; RAW_SECRET_FORBIDDEN; FALLBACK_EXPLICIT","false","false","false"
"ROW_POLICY_PACK","INCLUDED_IN_ROW_LEVEL_PREVIEW","true","YES","_vdf_v027841_collision_policy","VDF","GOVERNANCE_POLICY","VIA_GOVERNANCE_POLICY_REGISTRY","false","false","false"
"ROW_POLICY_PACK","INCLUDED_IN_ROW_LEVEL_PREVIEW","true","YES","has_ticker","VDF","MARKET_TICKER_IDENTITY","TW_TICKER=4_DIGITS; TWSE_YF={TW_TICKER}.TW; TPEX_YF={TW_TICKER}.TWO; OVERSEAS=PROVIDER_NATIVE_TICKER","false","false","false"
"ROW_POLICY_PACK","INCLUDED_IN_ROW_LEVEL_PREVIEW","true","YES","fred_api_key_value_not_printed","VDF","DATA_SOURCE_CONTRACT","PROVIDER_REGISTRY_ONLY; API_KEYS_FROM_UI_RUNTIME_SECRET_OR_ENV_NAME_ONLY; RAW_SECRET_FORBIDDEN; FALLBACK_EXPLICIT","false","false","false"
"ROW_POLICY_PACK","INCLUDED_IN_ROW_LEVEL_PREVIEW","true","YES","flow_f_fred_akshare_global","VDF","DATA_SOURCE_CONTRACT","PROVIDER_REGISTRY_ONLY; API_KEYS_FROM_UI_RUNTIME_SECRET_OR_ENV_NAME_ONLY; RAW_SECRET_FORBIDDEN; FALLBACK_EXPLICIT","false","false","false"
"ROW_POLICY_PACK","INCLUDED_IN_ROW_LEVEL_PREVIEW","true","YES","HasTicker","VDF","MARKET_TICKER_IDENTITY","TW_TICKER=4_DIGITS; TWSE_YF={TW_TICKER}.TW; TPEX_YF={TW_TICKER}.TWO; OVERSEAS=PROVIDER_NATIVE_TICKER","false","false","false"
"ROW_POLICY_PACK","INCLUDED_IN_ROW_LEVEL_PREVIEW","true","YES","history_fields","VRN/VDF","SCHEMA_FIELD_CONTRACT","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","false","false","false"
"ROW_POLICY_PACK","INCLUDED_IN_ROW_LEVEL_PREVIEW","true","YES","HasYFinance","VDF","MARKET_TICKER_IDENTITY","TW_TICKER=4_DIGITS; TWSE_YF={TW_TICKER}.TW; TPEX_YF={TW_TICKER}.TWO; OVERSEAS=PROVIDER_NATIVE_TICKER","false","false","false"
"ROW_POLICY_PACK","INCLUDED_IN_ROW_LEVEL_PREVIEW","true","YES","schema_ssot_json_count","VRN/VDF","SCHEMA_FIELD_CONTRACT","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","false","false","false"
"ROW_POLICY_PACK","INCLUDED_IN_ROW_LEVEL_PREVIEW","true","YES","source_policy","VDF","MARKET_TICKER_IDENTITY","TW_TICKER=4_DIGITS; TWSE_YF={TW_TICKER}.TW; TPEX_YF={TW_TICKER}.TWO; OVERSEAS=PROVIDER_NATIVE_TICKER","false","false","false"
"ROW_POLICY_PACK","INCLUDED_IN_ROW_LEVEL_PREVIEW","true","YES","by_ticker","VDF","MARKET_TICKER_IDENTITY","TW_TICKER=4_DIGITS; TWSE_YF={TW_TICKER}.TW; TPEX_YF={TW_TICKER}.TWO; OVERSEAS=PROVIDER_NATIVE_TICKER","false","false","false"
"ROW_POLICY_PACK","INCLUDED_IN_ROW_LEVEL_PREVIEW","true","YES","Macro","VDF","DATA_SOURCE_CONTRACT","PROVIDER_REGISTRY_ONLY; API_KEYS_FROM_UI_RUNTIME_SECRET_OR_ENV_NAME_ONLY; RAW_SECRET_FORBIDDEN; FALLBACK_EXPLICIT","false","false","false"
"ROW_POLICY_PACK","INCLUDED_IN_ROW_LEVEL_PREVIEW","true","YES","ticker_regex_count","VDF","MARKET_TICKER_IDENTITY","TW_TICKER=4_DIGITS; TWSE_YF={TW_TICKER}.TW; TPEX_YF={TW_TICKER}.TWO; OVERSEAS=PROVIDER_NATIVE_TICKER","false","false","false"
"ROW_POLICY_PACK","INCLUDED_IN_ROW_LEVEL_PREVIEW","true","YES","ticker_ok","VDF","MARKET_TICKER_IDENTITY","TW_TICKER=4_DIGITS; TWSE_YF={TW_TICKER}.TW; TPEX_YF={TW_TICKER}.TWO; OVERSEAS=PROVIDER_NATIVE_TICKER","false","false","false"
"ROW_POLICY_PACK","INCLUDED_IN_ROW_LEVEL_PREVIEW","true","YES","dryrun_policy","VDF","DATA_SOURCE_CONTRACT","PROVIDER_REGISTRY_ONLY; API_KEYS_FROM_UI_RUNTIME_SECRET_OR_ENV_NAME_ONLY; RAW_SECRET_FORBIDDEN; FALLBACK_EXPLICIT","false","false","false"
"ROW_POLICY_PACK","INCLUDED_IN_ROW_LEVEL_PREVIEW","true","YES","ticker_main","VDF","MARKET_TICKER_IDENTITY","TW_TICKER=4_DIGITS; TWSE_YF={TW_TICKER}.TW; TPEX_YF={TW_TICKER}.TWO; OVERSEAS=PROVIDER_NATIVE_TICKER","false","false","false"
"ROW_POLICY_PACK","INCLUDED_IN_ROW_LEVEL_PREVIEW","true","YES","unit_ratio","VRN/VDF","SCHEMA_FIELD_CONTRACT","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","false","false","false"
"ROW_POLICY_PACK","INCLUDED_IN_ROW_LEVEL_PREVIEW","true","YES","detected_text_schema","VRN/VDF","SCHEMA_FIELD_CONTRACT","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","false","false","false"
"ROW_POLICY_PACK","INCLUDED_IN_ROW_LEVEL_PREVIEW","true","YES","unit_band_orange","VRN/VDF","SCHEMA_FIELD_CONTRACT","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","false","false","false"
"ROW_POLICY_PACK","INCLUDED_IN_ROW_LEVEL_PREVIEW","true","YES","default_unit","VRN/VDF","SCHEMA_FIELD_CONTRACT","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","false","false","false"
"ROW_POLICY_PACK","INCLUDED_IN_ROW_LEVEL_PREVIEW","true","YES","schema_compare_csv","VRN/VDF","SCHEMA_FIELD_CONTRACT","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","false","false","false"
"ROW_POLICY_PACK","INCLUDED_IN_ROW_LEVEL_PREVIEW","true","YES","schema_df","VRN/VDF","SCHEMA_FIELD_CONTRACT","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","false","false","false"
"ROW_POLICY_PACK","INCLUDED_IN_ROW_LEVEL_PREVIEW","true","YES","schema_ok","VRN/VDF","SCHEMA_FIELD_CONTRACT","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","false","false","false"
"ROW_POLICY_PACK","INCLUDED_IN_ROW_LEVEL_PREVIEW","true","YES","schema_gate_json","VDF","DATA_SOURCE_CONTRACT","PROVIDER_REGISTRY_ONLY; API_KEYS_FROM_UI_RUNTIME_SECRET_OR_ENV_NAME_ONLY; RAW_SECRET_FORBIDDEN; FALLBACK_EXPLICIT","false","false","false"
"ROW_POLICY_PACK","INCLUDED_IN_ROW_LEVEL_PREVIEW","true","YES","schema_layer","VRN/VDF","SCHEMA_FIELD_CONTRACT","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","false","false","false"
"ROW_POLICY_PACK","INCLUDED_IN_ROW_LEVEL_PREVIEW","true","YES","schema_strict","VRN/VDF","SCHEMA_FIELD_CONTRACT","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","false","false","false"
"ROW_POLICY_PACK","INCLUDED_IN_ROW_LEVEL_PREVIEW","true","YES","ConsensusPolicy","VIA","GOVERNANCE_POLICY","VIA_GOVERNANCE_POLICY_REGISTRY","false","false","false"
"ROW_POLICY_PACK","INCLUDED_IN_ROW_LEVEL_PREVIEW","true","YES","matched_yfinance_rows","VDF","MARKET_TICKER_IDENTITY","TW_TICKER=4_DIGITS; TWSE_YF={TW_TICKER}.TW; TPEX_YF={TW_TICKER}.TWO; OVERSEAS=PROVIDER_NATIVE_TICKER","false","false","false"
"ROW_POLICY_PACK","INCLUDED_IN_ROW_LEVEL_PREVIEW","true","YES","primary_source_module","VDF","DATA_SOURCE_CONTRACT","PROVIDER_REGISTRY_ONLY; API_KEYS_FROM_UI_RUNTIME_SECRET_OR_ENV_NAME_ONLY; RAW_SECRET_FORBIDDEN; FALLBACK_EXPLICIT","false","false","false"
"ROW_POLICY_PACK","INCLUDED_IN_ROW_LEVEL_PREVIEW","true","YES","yf_tickers_to_fetch","VDF","MARKET_TICKER_IDENTITY","TW_TICKER=4_DIGITS; TWSE_YF={TW_TICKER}.TW; TPEX_YF={TW_TICKER}.TWO; OVERSEAS=PROVIDER_NATIVE_TICKER","false","false","false"
"ROW_POLICY_PACK","INCLUDED_IN_ROW_LEVEL_PREVIEW","true","YES","yf_tickers","VDF","MARKET_TICKER_IDENTITY","TW_TICKER=4_DIGITS; TWSE_YF={TW_TICKER}.TW; TPEX_YF={TW_TICKER}.TWO; OVERSEAS=PROVIDER_NATIVE_TICKER","false","false","false"
"ROW_POLICY_PACK","INCLUDED_IN_ROW_LEVEL_PREVIEW","true","YES","yf_ticker","VDF","MARKET_TICKER_IDENTITY","TW_TICKER=4_DIGITS; TWSE_YF={TW_TICKER}.TW; TPEX_YF={TW_TICKER}.TWO; OVERSEAS=PROVIDER_NATIVE_TICKER","false","false","false"
"ROW_POLICY_PACK","INCLUDED_IN_ROW_LEVEL_PREVIEW","true","YES","akshare_selector_symbols","VDF","MARKET_TICKER_IDENTITY","TW_TICKER=4_DIGITS; TWSE_YF={TW_TICKER}.TW; TPEX_YF={TW_TICKER}.TWO; OVERSEAS=PROVIDER_NATIVE_TICKER","false","false","false"
"ROW_POLICY_PACK","INCLUDED_IN_ROW_LEVEL_PREVIEW","true","YES","AKSHARE_AVAILABLE","VDF","DATA_SOURCE_CONTRACT","PROVIDER_REGISTRY_ONLY; API_KEYS_FROM_UI_RUNTIME_SECRET_OR_ENV_NAME_ONLY; RAW_SECRET_FORBIDDEN; FALLBACK_EXPLICIT","false","false","false"
"ROW_POLICY_PACK","INCLUDED_IN_ROW_LEVEL_PREVIEW","true","YES","basic_info_field_count","VRN/VDF","SCHEMA_FIELD_CONTRACT","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","false","false","false"
"ROW_POLICY_PACK","INCLUDED_IN_ROW_LEVEL_PREVIEW","true","YES","fieldnames","VRN/VDF","SCHEMA_FIELD_CONTRACT","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","false","false","false"
"ROW_POLICY_PACK","INCLUDED_IN_ROW_LEVEL_PREVIEW","true","YES","field_count","VRN/VDF","SCHEMA_FIELD_CONTRACT","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","false","false","false"
"ROW_POLICY_PACK","INCLUDED_IN_ROW_LEVEL_PREVIEW","true","YES","fred_small_scope_symbols","VDF","MARKET_TICKER_IDENTITY","TW_TICKER=4_DIGITS; TWSE_YF={TW_TICKER}.TW; TPEX_YF={TW_TICKER}.TWO; OVERSEAS=PROVIDER_NATIVE_TICKER","false","false","false"
"ROW_POLICY_PACK","INCLUDED_IN_ROW_LEVEL_PREVIEW","true","YES","hist_by_ticker","VDF","MARKET_TICKER_IDENTITY","TW_TICKER=4_DIGITS; TWSE_YF={TW_TICKER}.TW; TPEX_YF={TW_TICKER}.TWO; OVERSEAS=PROVIDER_NATIVE_TICKER","false","false","false"
"ROW_POLICY_PACK","INCLUDED_IN_ROW_LEVEL_PREVIEW","true","YES","JSONSCHEMA_OK","VRN/VDF","SCHEMA_FIELD_CONTRACT","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","false","false","false"
"ROW_POLICY_PACK","INCLUDED_IN_ROW_LEVEL_PREVIEW","true","YES","schema_version","VRN/VDF","SCHEMA_FIELD_CONTRACT","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","false","false","false"
"ROW_POLICY_PACK","INCLUDED_IN_ROW_LEVEL_PREVIEW","true","YES","original_unit","VRN/VDF","SCHEMA_FIELD_CONTRACT","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","false","false","false"
"ROW_POLICY_PACK","INCLUDED_IN_ROW_LEVEL_PREVIEW","true","YES","schema_theme","VDF","DATA_SOURCE_CONTRACT","PROVIDER_REGISTRY_ONLY; API_KEYS_FROM_UI_RUNTIME_SECRET_OR_ENV_NAME_ONLY; RAW_SECRET_FORBIDDEN; FALLBACK_EXPLICIT","false","false","false"
"ROW_POLICY_PACK","INCLUDED_IN_ROW_LEVEL_PREVIEW","true","YES","basicinfo_fields","VRN/VDF","SCHEMA_FIELD_CONTRACT","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","false","false","false"
"ROW_POLICY_PACK","INCLUDED_IN_ROW_LEVEL_PREVIEW","true","YES","matrix_2_fields","VRN/VDF","SCHEMA_FIELD_CONTRACT","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","false","false","false"
"ROW_POLICY_PACK","INCLUDED_IN_ROW_LEVEL_PREVIEW","true","YES","schema_tables","VRN/VDF","SCHEMA_FIELD_CONTRACT","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","false","false","false"
"ROW_POLICY_PACK","INCLUDED_IN_ROW_LEVEL_PREVIEW","true","YES","VRN_HISTORICAL_VALIDATION_POLICY","VRN/VDF","GOVERNANCE_POLICY","VIA_GOVERNANCE_POLICY_REGISTRY","false","false","false"
"ROW_POLICY_PACK","INCLUDED_IN_ROW_LEVEL_PREVIEW","true","YES","VDF_Global_Freight_AkShare_Candidate","VDF","DATA_SOURCE_CONTRACT","PROVIDER_REGISTRY_ONLY; API_KEYS_FROM_UI_RUNTIME_SECRET_OR_ENV_NAME_ONLY; RAW_SECRET_FORBIDDEN; FALLBACK_EXPLICIT","false","false","false"
"ROW_POLICY_PACK","INCLUDED_IN_ROW_LEVEL_PREVIEW","true","YES","schema_map","VDF","DATA_SOURCE_CONTRACT","PROVIDER_REGISTRY_ONLY; API_KEYS_FROM_UI_RUNTIME_SECRET_OR_ENV_NAME_ONLY; RAW_SECRET_FORBIDDEN; FALLBACK_EXPLICIT","false","false","false"
