Group,Subgroup,Rank,Ticker,YFTicker,Name,Market,Dimension,CountingFlag,SourceID,EvidenceStatus
低基期原物料,,G,1310,1310.TW,台苯,TWSE,D01_CANONICAL_GROUPING,COUNT,LIST_A_GROUPING_CODING,SOURCE_ROW_EMBEDDED_SAMPLE_METRICS
低基期原物料,,G,1312,1312.TW,國喬,TWSE,D01_CANONICAL_GROUPING,COUNT,LIST_A_GROUPING_CODING,SOURCE_ROW_EMBEDDED_SAMPLE_METRICS
低基期原物料,,P,1802,1802.TW,台玻,TWSE,D01_CANONICAL_GROUPING,COUNT,LIST_A_GROUPING_CODING,SOURCE_ROW_EMBEDDED_SAMPLE_METRICS
低基期原物料,,G,1907,1907.TW,永豐餘,TWSE,D01_CANONICAL_GROUPING,COUNT,LIST_A_GROUPING_CODING,SOURCE_ROW_EMBEDDED_SAMPLE_METRICS
電動車,,L,1536,1536.TW,和大,TWSE,D01_CANONICAL_GROUPING,COUNT,LIST_A_GROUPING_CODING,SOURCE_ROW_EMBEDDED_SAMPLE_METRICS
電動車,,P,3003,3003.TW,健和興,TWSE,D01_CANONICAL_GROUPING,COUNT,LIST_A_GROUPING_CODING,SOURCE_ROW_EMBEDDED_SAMPLE_METRICS
電動車,,P,6279,6279.TWO,胡連,TPEX,D01_CANONICAL_GROUPING,COUNT,LIST_A_GROUPING_CODING,SOURCE_ROW_EMBEDDED_SAMPLE_METRICS
電動車,,P,2231,2231.TW,為升,TWSE,D01_CANONICAL_GROUPING,COUNT,LIST_A_GROUPING_CODING,SOURCE_ROW_EMBEDDED_SAMPLE_METRICS
電動車,,P,2457,2457.TW,飛宏,TWSE,D01_CANONICAL_GROUPING,COUNT,LIST_A_GROUPING_CODING,SOURCE_ROW_EMBEDDED_SAMPLE_METRICS
電動車,,P,8255,8255.TW,朋程,TWSE,D01_CANONICAL_GROUPING,COUNT,LIST_A_GROUPING_CODING,SOURCE_ROW_EMBEDDED_SAMPLE_METRICS
電動車,,G,1319,1319.TW,東陽,TWSE,D01_CANONICAL_GROUPING,COUNT,LIST_A_GROUPING_CODING,SOURCE_ROW_EMBEDDED_SAMPLE_METRICS
電動車,,G,1533,1533.TW,車王電,TWSE,D01_CANONICAL_GROUPING,COUNT,LIST_A_GROUPING_CODING,SOURCE_ROW_EMBEDDED_SAMPLE_METRICS
散裝航運,,P,2937,2937.TW,三集瑞-KY,TWSE,D01_CANONICAL_GROUPING,COUNT,LIST_A_GROUPING_CODING,SOURCE_ROW_EMBEDDED_SAMPLE_METRICS
電子通路,,L,3036,3036.TW,文曄,TWSE,D01_CANONICAL_GROUPING,COUNT,LIST_A_GROUPING_CODING,SOURCE_ROW_EMBEDDED_SAMPLE_METRICS
電子通路,,P,5434,5434.TW,崇越,TWSE,D01_CANONICAL_GROUPING,COUNT,LIST_A_GROUPING_CODING,SOURCE_ROW_EMBEDDED_SAMPLE_METRICS
電子通路,,P,8112,8112.TW,至上,TWSE,D01_CANONICAL_GROUPING,COUNT,LIST_A_GROUPING_CODING,SOURCE_ROW_EMBEDDED_SAMPLE_METRICS
電子通路,,P,6189,6189.TW,豐藝,TWSE,D01_CANONICAL_GROUPING,COUNT,LIST_A_GROUPING_CODING,SOURCE_ROW_EMBEDDED_SAMPLE_METRICS
電子通路,,G,3028,3028.TW,增你強,TWSE,D01_CANONICAL_GROUPING,COUNT,LIST_A_GROUPING_CODING,SOURCE_ROW_EMBEDDED_SAMPLE_METRICS
電子通路,,G,3033,3033.TW,威健,TWSE,D01_CANONICAL_GROUPING,COUNT,LIST_A_GROUPING_CODING,SOURCE_ROW_EMBEDDED_SAMPLE_METRICS
手機零組件,,L,6269,6269.TW,台郡,TWSE,D01_CANONICAL_GROUPING,COUNT,LIST_A_GROUPING_CODING,SOURCE_ROW_EMBEDDED_SAMPLE_METRICS
手機零組件,,P,2439,2439.TW,美律,TWSE,D01_CANONICAL_GROUPING,COUNT,LIST_A_GROUPING_CODING,SOURCE_ROW_EMBEDDED_SAMPLE_METRICS
手機零組件,,P,2354,2354.TW,鴻準,TWSE,D01_CANONICAL_GROUPING,COUNT,LIST_A_GROUPING_CODING,SOURCE_ROW_EMBEDDED_SAMPLE_METRICS
手機零組件,,P,2392,2392.TW,正崴,TWSE,D01_CANONICAL_GROUPING,COUNT,LIST_A_GROUPING_CODING,SOURCE_ROW_EMBEDDED_SAMPLE_METRICS
手機零組件,,P,6147,6147.TW,頎邦,TWSE,D01_CANONICAL_GROUPING,COUNT,LIST_A_GROUPING_CODING,SOURCE_ROW_EMBEDDED_SAMPLE_METRICS
手機零組件,,G,2402,2402.TW,毅嘉,TWSE,D01_CANONICAL_GROUPING,COUNT,LIST_A_GROUPING_CODING,SOURCE_ROW_EMBEDDED_SAMPLE_METRICS
手機零組件,,G,6290,6290.TW,良維,TWSE,D01_CANONICAL_GROUPING,COUNT,LIST_A_GROUPING_CODING,SOURCE_ROW_EMBEDDED_SAMPLE_METRICS
APP 概念股,,L,6741,6741.TW,91APP,TWSE,D01_CANONICAL_GROUPING,COUNT,LIST_A_GROUPING_CODING,SOURCE_ROW_EMBEDDED_SAMPLE_METRICS
APP 概念股,,L,6763,6763.TWO,綠界科技,TPEX,D01_CANONICAL_GROUPING,COUNT,LIST_A_GROUPING_CODING,SOURCE_ROW_EMBEDDED_SAMPLE_METRICS
APP 概念股,,P,6180,6180.TWO,橘子,TPEX,D01_CANONICAL_GROUPING,COUNT,LIST_A_GROUPING_CODING,SOURCE_ROW_EMBEDDED_SAMPLE_METRICS
APP 概念股,,P,5478,5478.TWO,智冠,TPEX,D01_CANONICAL_GROUPING,COUNT,LIST_A_GROUPING_CODING,SOURCE_ROW_EMBEDDED_SAMPLE_METRICS
APP 概念股,,P,6811,6811.TWO,藍新資訊,TPEX,D01_CANONICAL_GROUPING,COUNT,LIST_A_GROUPING_CODING,SOURCE_ROW_EMBEDDED_SAMPLE_METRICS
APP 概念股,,G,8093,8093.TWO,網銀,TPEX,D01_CANONICAL_GROUPING,COUNT,LIST_A_GROUPING_CODING,SOURCE_ROW_EMBEDDED_SAMPLE_METRICS
APP 概念股,,G,6169,6169.TWO,昱泉,TPEX,D01_CANONICAL_GROUPING,COUNT,LIST_A_GROUPING_CODING,SOURCE_ROW_EMBEDDED_SAMPLE_METRICS
散裝航運,,P,2636,2636.TW,台驊投控,TWSE,D01_CANONICAL_GROUPING,COUNT,LIST_A_GROUPING_CODING,SOURCE_ROW_EMBEDDED_SAMPLE_METRICS
散裝航運,,G,2601,2601.TW,益航,TWSE,D01_CANONICAL_GROUPING,COUNT,LIST_A_GROUPING_CODING,SOURCE_ROW_EMBEDDED_SAMPLE_METRICS
PCB,,P,8213,8213.TW,志超,TWSE,D01_CANONICAL_GROUPING,COUNT,LIST_A_GROUPING_CODING,SOURCE_ROW_EMBEDDED_SAMPLE_METRICS
PCB,,P,6803,6803.TW,定穎投控,TWSE,D01_CANONICAL_GROUPING,COUNT,LIST_A_GROUPING_CODING,SOURCE_ROW_EMBEDDED_SAMPLE_METRICS
PCB,,P,2313,2313.TW,華通,TWSE,D01_CANONICAL_GROUPING,COUNT,LIST_A_GROUPING_CODING,SOURCE_ROW_EMBEDDED_SAMPLE_METRICS
PCB,,G,2456,2456.TW,滬士電,TWSE,D01_CANONICAL_GROUPING,COUNT,LIST_A_GROUPING_CODING,SOURCE_ROW_EMBEDDED_SAMPLE_METRICS
被動元件,,P,5317,5317.TWO,凱美,TPEX,D01_CANONICAL_GROUPING,COUNT,LIST_A_GROUPING_CODING,SOURCE_ROW_EMBEDDED_SAMPLE_METRICS
被動元件,,G,8043,8043.TWO,蜜望實,TPEX,D01_CANONICAL_GROUPING,COUNT,LIST_A_GROUPING_CODING,SOURCE_ROW_EMBEDDED_SAMPLE_METRICS
被動元件,,G,5345,5345.TWO,天揚,TPEX,D01_CANONICAL_GROUPING,COUNT,LIST_A_GROUPING_CODING,SOURCE_ROW_EMBEDDED_SAMPLE_METRICS
機器人,,P,6188,6188.TWO,廣明,TPEX,D01_CANONICAL_GROUPING,COUNT,LIST_A_GROUPING_CODING,SOURCE_ROW_EMBEDDED_SAMPLE_METRICS
機器人,,P,6831,6831.TW,邁萪-KY,TWSE,D01_CANONICAL_GROUPING,COUNT,LIST_A_GROUPING_CODING,SOURCE_ROW_EMBEDDED_SAMPLE_METRICS
AI PC,,L,2357,2357.TW,華碩,TWSE,D01_CANONICAL_GROUPING,COUNT,LIST_A_GROUPING_CODING,SOURCE_ROW_EMBEDDED_SAMPLE_METRICS
AI PC,,P,2353,2353.TW,宏碁,TWSE,D01_CANONICAL_GROUPING,COUNT,LIST_A_GROUPING_CODING,SOURCE_ROW_EMBEDDED_SAMPLE_METRICS
AI PC,,P,4938,4938.TW,和碩,TWSE,D01_CANONICAL_GROUPING,COUNT,LIST_A_GROUPING_CODING,SOURCE_ROW_EMBEDDED_SAMPLE_METRICS
AI PC,,P,2324,2324.TW,仁寶,TWSE,D01_CANONICAL_GROUPING,COUNT,LIST_A_GROUPING_CODING,SOURCE_ROW_EMBEDDED_SAMPLE_METRICS
AI PC,,G,3357,3357.TWO,英祺,TPEX,D01_CANONICAL_GROUPING,COUNT,LIST_A_GROUPING_CODING,SOURCE_ROW_EMBEDDED_SAMPLE_METRICS
PC 零組件,,L,3533,3533.TW,嘉澤,TWSE,D01_CANONICAL_GROUPING,COUNT,LIST_A_GROUPING_CODING,SOURCE_ROW_EMBEDDED_SAMPLE_METRICS
PC 零組件,,L,5274,5274.TWO,信驊,TPEX,D01_CANONICAL_GROUPING,COUNT,LIST_A_GROUPING_CODING,SOURCE_ROW_EMBEDDED_SAMPLE_METRICS
PC 零組件,,P,2451,2451.TW,創見,TWSE,D01_CANONICAL_GROUPING,COUNT,LIST_A_GROUPING_CODING,SOURCE_ROW_EMBEDDED_SAMPLE_METRICS
PC 零組件,,P,8271,8271.TWO,宇瞻,TPEX,D01_CANONICAL_GROUPING,COUNT,LIST_A_GROUPING_CODING,SOURCE_ROW_EMBEDDED_SAMPLE_METRICS
PC 零組件,,P,3376,3376.TW,新日興,TWSE,D01_CANONICAL_GROUPING,COUNT,LIST_A_GROUPING_CODING,SOURCE_ROW_EMBEDDED_SAMPLE_METRICS
PC 零組件,,G,2474,2474.TW,可成,TWSE,D01_CANONICAL_GROUPING,COUNT,LIST_A_GROUPING_CODING,SOURCE_ROW_EMBEDDED_SAMPLE_METRICS
PC 零組件,,G,3548,3548.TWO,兆利,TPEX,D01_CANONICAL_GROUPING,COUNT,LIST_A_GROUPING_CODING,SOURCE_ROW_EMBEDDED_SAMPLE_METRICS
AI 概念股,,L,2395,2395.TW,研華,TWSE,D01_CANONICAL_GROUPING,COUNT,LIST_A_GROUPING_CODING,SOURCE_ROW_EMBEDDED_SAMPLE_METRICS
AI 概念股,,P,6166,6166.TW,凌華,TWSE,D01_CANONICAL_GROUPING,COUNT,LIST_A_GROUPING_CODING,SOURCE_ROW_EMBEDDED_SAMPLE_METRICS
AI 概念股,,P,6414,6414.TW,樺漢,TWSE,D01_CANONICAL_GROUPING,COUNT,LIST_A_GROUPING_CODING,SOURCE_ROW_EMBEDDED_SAMPLE_METRICS
AI 概念股,,P,2397,2397.TW,友通,TWSE,D01_CANONICAL_GROUPING,COUNT,LIST_A_GROUPING_CODING,SOURCE_ROW_EMBEDDED_SAMPLE_METRICS
AI 概念股,,P,3088,3088.TW,艾訊,TWSE,D01_CANONICAL_GROUPING,COUNT,LIST_A_GROUPING_CODING,SOURCE_ROW_EMBEDDED_SAMPLE_METRICS
AI 概念股,,G,8234,8234.TWO,新漢,TPEX,D01_CANONICAL_GROUPING,COUNT,LIST_A_GROUPING_CODING,SOURCE_ROW_EMBEDDED_SAMPLE_METRICS
AI 概念股,,P,4919,4919.TW,新唐,TWSE,D01_CANONICAL_GROUPING,COUNT,LIST_A_GROUPING_CODING,SOURCE_ROW_EMBEDDED_SAMPLE_METRICS
AI 高速傳輸,,L,3234,3234.TW,光環,TWSE,D01_CANONICAL_GROUPING,COUNT,LIST_A_GROUPING_CODING,SOURCE_ROW_EMBEDDED_SAMPLE_METRICS
AI 高速傳輸,,L,3081,3081.TWO,聯亞,TPEX,D01_CANONICAL_GROUPING,COUNT,LIST_A_GROUPING_CODING,SOURCE_ROW_EMBEDDED_SAMPLE_METRICS
AI 高速傳輸,,L,3665,3665.TW,貿聯-KY,TWSE,D01_CANONICAL_GROUPING,COUNT,LIST_A_GROUPING_CODING,SOURCE_ROW_EMBEDDED_SAMPLE_METRICS
AI 高速傳輸,,P,6442,6442.TWO,光聖,TPEX,D01_CANONICAL_GROUPING,COUNT,LIST_A_GROUPING_CODING,SOURCE_ROW_EMBEDDED_SAMPLE_METRICS
AI 高速傳輸,,P,3450,3450.TWO,聯鈞,TPEX,D01_CANONICAL_GROUPING,COUNT,LIST_A_GROUPING_CODING,SOURCE_ROW_EMBEDDED_SAMPLE_METRICS
AI 高速傳輸,,P,3363,3363.TW,上詮,TWSE,D01_CANONICAL_GROUPING,COUNT,LIST_A_GROUPING_CODING,SOURCE_ROW_EMBEDDED_SAMPLE_METRICS
AI 高速傳輸,,P,3163,3163.TWO,波若威,TPEX,D01_CANONICAL_GROUPING,COUNT,LIST_A_GROUPING_CODING,SOURCE_ROW_EMBEDDED_SAMPLE_METRICS
AI 高速傳輸,,P,4977,4977.TWO,眾達-KY,TPEX,D01_CANONICAL_GROUPING,COUNT,LIST_A_GROUPING_CODING,SOURCE_ROW_EMBEDDED_SAMPLE_METRICS
AI 高速傳輸,,G,4979,4979.TWO,華星光,TPEX,D01_CANONICAL_GROUPING,COUNT,LIST_A_GROUPING_CODING,SOURCE_ROW_EMBEDDED_SAMPLE_METRICS
CoWoS 供應鏈,,L,6830,6830.TWO,汎銓,TPEX,D01_CANONICAL_GROUPING,COUNT,LIST_A_GROUPING_CODING,SOURCE_ROW_EMBEDDED_SAMPLE_METRICS
CoWoS 供應鏈,,L,6727,6727.TWO,亞泰金屬,TPEX,D01_CANONICAL_GROUPING,COUNT,LIST_A_GROUPING_CODING,SOURCE_ROW_EMBEDDED_SAMPLE_METRICS
CoWoS 供應鏈,,P,3042,3042.TW,晶技,TWSE,D01_CANONICAL_GROUPING,COUNT,LIST_A_GROUPING_CODING,SOURCE_ROW_EMBEDDED_SAMPLE_METRICS
CoWoS 供應鏈,,P,8027,8027.TWO,鈦昇,TPEX,D01_CANONICAL_GROUPING,COUNT,LIST_A_GROUPING_CODING,SOURCE_ROW_EMBEDDED_SAMPLE_METRICS
CoWoS 供應鏈,,G,2493,2493.TWO,揚博,TPEX,D01_CANONICAL_GROUPING,COUNT,LIST_A_GROUPING_CODING,SOURCE_ROW_EMBEDDED_SAMPLE_METRICS
資金港灣股,,L,2412,2412.TW,中華電,TWSE,D01_CANONICAL_GROUPING,COUNT,LIST_A_GROUPING_CODING,SOURCE_ROW_EMBEDDED_SAMPLE_METRICS
資金港灣股,,P,3045,3045.TW,台灣大,TWSE,D01_CANONICAL_GROUPING,COUNT,LIST_A_GROUPING_CODING,SOURCE_ROW_EMBEDDED_SAMPLE_METRICS
資金港灣股,,P,4904,4904.TW,遠傳,TWSE,D01_CANONICAL_GROUPING,COUNT,LIST_A_GROUPING_CODING,SOURCE_ROW_EMBEDDED_SAMPLE_METRICS
資金港灣股,,P,1216,1216.TW,統一,TWSE,D01_CANONICAL_GROUPING,COUNT,LIST_A_GROUPING_CODING,SOURCE_ROW_EMBEDDED_SAMPLE_METRICS
資金港灣股,,G,1101,1101.TW,台泥,TWSE,D01_CANONICAL_GROUPING,COUNT,LIST_A_GROUPING_CODING,SOURCE_ROW_EMBEDDED_SAMPLE_METRICS
資金港灣股,,G,9908,9908.TW,大台北,TWSE,D01_CANONICAL_GROUPING,COUNT,LIST_A_GROUPING_CODING,SOURCE_ROW_EMBEDDED_SAMPLE_METRICS
資金港灣股,,P,9912,9912.TW,台灣菸酒,TWSE,D01_CANONICAL_GROUPING,COUNT,LIST_A_GROUPING_CODING,SOURCE_ROW_EMBEDDED_SAMPLE_METRICS
資金港灣股,,G,2013,2013.TW,中鋼構,TWSE,D01_CANONICAL_GROUPING,COUNT,LIST_A_GROUPING_CODING,SOURCE_ROW_EMBEDDED_SAMPLE_METRICS
高殖利率股,,L,3260,3260.TW,威剛,TWSE,D01_CANONICAL_GROUPING,COUNT,LIST_A_GROUPING_CODING,SOURCE_ROW_EMBEDDED_SAMPLE_METRICS
高殖利率股,,P,2347,2347.TW,聯強,TWSE,D01_CANONICAL_GROUPING,COUNT,LIST_A_GROUPING_CODING,SOURCE_ROW_EMBEDDED_SAMPLE_METRICS
高殖利率股,,P,2385,2385.TW,群光,TWSE,D01_CANONICAL_GROUPING,COUNT,LIST_A_GROUPING_CODING,SOURCE_ROW_EMBEDDED_SAMPLE_METRICS
高殖利率股,,P,6176,6176.TW,瑞儀,TWSE,D01_CANONICAL_GROUPING,COUNT,LIST_A_GROUPING_CODING,SOURCE_ROW_EMBEDDED_SAMPLE_METRICS
高殖利率股,,P,5871,5871.TW,中租-KY,TWSE,D01_CANONICAL_GROUPING,COUNT,LIST_A_GROUPING_CODING,SOURCE_ROW_EMBEDDED_SAMPLE_METRICS
高殖利率股,,G,2441,2441.TW,超豐,TWSE,D01_CANONICAL_GROUPING,COUNT,LIST_A_GROUPING_CODING,SOURCE_ROW_EMBEDDED_SAMPLE_METRICS
高殖利率股,,G,3702,3702.TW,大聯大,TWSE,D01_CANONICAL_GROUPING,COUNT,LIST_A_GROUPING_CODING,SOURCE_ROW_EMBEDDED_SAMPLE_METRICS
