Date,Open,High,Low,Close,Volume
2023-08-08,539.94,551.91,538.44,546.77,3730340
2023-08-09,550.59,554.6,545.99,550.04,2607603
2023-08-10,539.64,539.04,528.41,538.0,1011617
2023-08-11,567.06,567.81,556.93,566.31,3795820
2023-08-14,543.58,559.93,546.06,548.93,3203488
2023-08-15,551.67,556.15,548.57,552.64,4107620
2023-08-16,554.62,567.79,556.79,560.84,3251555
2023-08-17,569.96,566.42,560.14,566.08,2915271
2023-08-18,559.84,564.45,558.63,562.89,1380660
2023-08-21,564.02,568.13,552.82,560.5,2086547
2023-08-22,563.21,567.89,556.66,560.56,4150759
2023-08-23,555.42,574.78,556.35,557.94,7889631
2023-08-24,567.59,571.87,565.18,570.82,3472990
2023-08-25,602.85,612.63,596.7,601.8,4896139
2023-08-28,590.31,600.15,585.4,592.81,5656229
2023-08-29,572.21,573.11,567.46,571.91,2563447
2023-08-30,568.7,572.88,569.86,570.08,3990052
2023-08-31,600.88,611.17,603.74,606.28,2974133
2023-09-01,586.87,599.27,581.47,593.49,5568705
2023-09-04,617.92,620.16,610.61,617.22,4230924
2023-09-05,640.68,645.73,630.21,642.49,4572025
2023-09-06,631.2,639.66,624.85,632.95,2374447
2023-09-07,643.55,659.02,640.11,641.32,4963118
2023-09-08,670.7,669.41,660.07,666.79,11111249
2023-09-11,658.9,663.16,651.52,659.8,2078399
2023-09-12,654.67,655.95,654.57,655.78,2842270
2023-09-13,647.21,657.01,639.54,645.59,3955597
2023-09-14,624.3,632.94,628.49,628.57,5482390
2023-09-15,618.43,620.27,600.02,617.74,2684151
2023-09-18,599.87,601.35,588.24,598.22,918202
2023-09-19,600.16,599.04,591.8,598.13,6454796
2023-09-20,580.34,590.84,585.0,586.02,5265548
2023-09-21,586.61,595.46,584.31,588.86,1400669
2023-09-22,562.88,565.36,562.87,565.36,2893882
2023-09-25,569.76,569.53,565.3,569.47,7420862
2023-09-26,582.17,582.68,579.44,580.77,7410976
2023-09-27,555.37,552.1,541.0,551.24,6555608
2023-09-28,554.47,560.43,552.49,555.85,3118468
2023-09-29,570.93,577.31,570.64,572.35,3913389
2023-10-02,557.66,558.12,550.93,554.47,3540152
2023-10-03,577.96,578.85,570.99,577.1,6919324
2023-10-04,586.26,590.41,580.43,582.57,2209701
2023-10-05,572.54,576.4,570.87,571.72,2388418
2023-10-06,567.05,573.07,565.32,570.35,5482311
2023-10-09,573.89,582.79,573.63,577.74,3404462
2023-10-10,573.77,579.78,571.4,578.26,6541808
2023-10-11,587.41,586.6,577.06,585.47,2482364
2023-10-12,574.8,576.27,570.05,571.41,3562648
2023-10-13,578.56,574.04,572.99,573.26,2094518
2023-10-16,554.75,554.58,547.43,552.42,3877292
2023-10-17,553.53,550.9,543.88,550.33,1590331
2023-10-18,535.79,538.77,533.77,537.35,2863955
2023-10-19,523.88,530.0,516.7,526.93,1748727
2023-10-20,544.99,555.92,537.92,542.69,5316356
2023-10-23,558.11,557.7,554.84,556.95,5292295
2023-10-24,565.18,572.91,563.57,564.87,1474153
2023-10-25,549.95,553.97,545.34,548.88,7270388
2023-10-26,544.87,549.24,542.82,543.99,11902925
2023-10-27,563.54,566.87,555.06,559.95,3835600
2023-10-30,565.01,561.87,556.42,561.37,2402636
2023-10-31,594.97,594.53,589.08,593.36,17241999
2023-11-01,601.13,602.3,593.12,598.6,1765126
2023-11-02,602.42,602.78,592.73,600.88,3364806
2023-11-03,594.26,599.3,588.66,595.63,3732263
2023-11-06,599.28,604.21,596.22,597.02,6479789
2023-11-07,590.01,594.98,593.68,594.15,4007360
2023-11-08,607.26,606.8,600.73,604.08,2760416
2023-11-09,614.23,617.92,612.6,617.92,2264563
2023-11-10,606.02,608.8,604.98,605.16,3039939
2023-11-13,581.94,592.85,571.84,584.41,2314581
2023-11-14,558.54,569.79,552.12,557.0,4133352
2023-11-15,563.42,566.62,554.72,563.52,2609720
2023-11-16,543.05,554.09,539.18,547.41,1770138
2023-11-17,518.49,520.03,515.69,517.4,7801462
2023-11-20,520.4,522.68,520.81,521.91,2659938
2023-11-21,556.36,556.43,550.44,553.92,2265665
2023-11-22,553.28,561.31,551.68,553.28,3022554
2023-11-23,565.44,566.17,556.32,564.32,3720335
2023-11-24,562.21,566.61,550.86,564.91,1372276
2023-11-27,561.29,566.45,555.76,562.95,3925624
2023-11-28,574.0,581.88,573.38,575.32,2149352
2023-11-29,573.02,576.5,563.69,570.57,8008141
2023-11-30,578.63,574.25,567.65,573.82,4368838
2023-12-01,578.17,584.4,570.77,580.5,2832554
2023-12-04,575.73,578.79,567.23,572.65,2404584
2023-12-05,574.0,589.31,573.6,580.29,3308829
2023-12-06,588.73,597.11,585.53,592.26,4899216
2023-12-07,593.26,598.36,594.1,596.11,3332533
2023-12-08,608.93,618.61,607.33,613.08,3349859
2023-12-11,601.34,611.42,604.83,606.14,3556114
2023-12-12,596.24,601.71,588.91,595.01,2639086
2023-12-13,578.69,586.2,572.93,579.31,3116740
2023-12-14,593.61,602.22,586.2,592.49,1283106
2023-12-15,600.55,603.87,595.3,598.48,5588397
2023-12-18,598.95,601.98,596.0,598.16,3805904
2023-12-19,602.83,602.83,590.27,600.85,2270522
2023-12-20,590.68,594.45,590.89,590.89,9147771
2023-12-21,609.11,616.08,605.5,612.74,4045813
2023-12-22,617.36,615.11,611.35,614.11,1969041
2023-12-25,613.49,615.56,602.47,615.31,5065819
2023-12-26,619.28,628.42,615.88,622.19,4212000
2023-12-27,626.31,631.51,624.6,626.86,4131606
2023-12-28,626.29,632.39,626.54,629.16,2690528
2023-12-29,620.59,623.31,621.55,621.89,4331504
2024-01-01,627.55,632.7,620.32,626.47,2973701
2024-01-02,645.47,660.86,637.12,644.34,4932332
2024-01-03,654.59,658.8,642.29,657.54,1390290
2024-01-04,671.81,689.7,672.13,673.45,2949878
2024-01-05,672.08,673.74,662.45,668.49,8018454
2024-01-08,660.4,658.9,648.56,658.77,2389665
2024-01-09,664.55,659.45,656.03,657.72,2436281
2024-01-10,662.36,658.62,651.2,658.47,2627865
2024-01-11,673.31,673.14,666.29,669.47,1929657
2024-01-12,648.15,660.39,652.66,652.68,1219594
2024-01-15,670.4,675.29,663.91,667.85,3251579
2024-01-16,666.29,671.24,659.19,666.47,3535011
2024-01-17,660.58,667.16,656.87,662.4,3281486
2024-01-18,653.09,655.4,646.58,652.54,3266829
2024-01-19,639.55,636.67,626.7,636.54,3749678
2024-01-22,646.21,648.93,634.34,644.59,5796353
2024-01-23,642.66,649.31,641.79,645.49,2992894
2024-01-24,635.55,635.44,624.33,633.2,2687007
2024-01-25,619.11,624.65,612.75,621.09,3111973
2024-01-26,618.81,618.77,609.7,618.14,4470814
2024-01-29,632.84,643.62,632.86,633.81,7461639
2024-01-30,630.84,639.35,628.35,631.53,2430816
2024-01-31,619.84,626.54,606.39,617.48,3816863
2024-02-01,612.19,616.4,611.04,615.39,3937150
2024-02-02,619.02,613.37,611.57,613.05,2027852
2024-02-05,583.08,589.46,582.4,588.44,3965603
2024-02-06,586.38,589.57,580.9,588.14,1574946
2024-02-07,587.36,587.58,580.62,586.27,1371164
2024-02-08,594.3,601.4,582.92,592.57,4137886
2024-02-09,608.88,618.94,607.45,609.19,3076310
2024-02-12,619.48,624.8,609.81,619.66,3927974
2024-02-13,618.62,617.99,613.16,617.35,3300376
2024-02-14,606.59,617.27,606.46,607.29,2169786
2024-02-15,635.31,632.02,627.63,630.91,3817484
2024-02-16,634.31,642.16,629.51,631.66,1775110
2024-02-19,634.74,632.11,629.28,631.98,6570021
2024-02-20,628.89,633.4,631.46,631.94,1659993
2024-02-21,633.76,642.0,630.25,634.01,3012652
2024-02-22,631.88,636.73,631.78,632.83,1959398
2024-02-23,624.42,629.93,627.08,627.57,4528476
2024-02-26,623.73,624.59,609.36,622.61,2879243
2024-02-27,620.82,630.47,619.64,622.49,2524674
2024-02-28,619.63,621.05,611.56,617.61,5204877
2024-02-29,607.92,617.98,604.14,611.19,3489865
2024-03-01,617.61,613.86,602.01,612.35,4272714
2024-03-04,607.45,613.23,599.24,610.19,2036629
2024-03-05,624.82,631.25,615.68,624.14,1804542
2024-03-06,601.88,608.98,595.26,599.51,4129603
2024-03-07,607.76,615.69,597.6,609.5,3019636
2024-03-08,623.72,626.11,617.81,621.08,4896013
2024-03-11,598.25,609.52,600.88,601.95,3624705
2024-03-12,603.38,600.43,596.63,599.03,3709660
2024-03-13,595.92,598.65,595.09,595.88,1490057
2024-03-14,581.73,589.23,583.02,583.47,9278549
2024-03-15,575.98,577.28,569.95,576.84,3182440
2024-03-18,569.7,569.22,559.17,567.4,5012340
2024-03-19,580.79,583.37,571.96,582.49,2438156
2024-03-20,588.62,595.77,580.9,590.84,4086619
2024-03-21,601.62,614.87,596.12,602.29,1869226
2024-03-22,605.4,618.78,607.28,608.99,4326058
2024-03-25,604.31,599.96,593.08,598.85,2963593
2024-03-26,592.64,606.35,591.32,594.32,3442594
2024-03-27,601.35,598.9,594.5,598.86,4811302
2024-03-28,588.68,589.18,575.33,588.06,1924263
2024-03-29,591.6,596.66,587.45,594.53,2449197
2024-04-01,592.55,593.63,591.31,592.57,4176781
2024-04-02,591.72,597.5,583.36,589.41,9581784
2024-04-03,595.31,609.05,589.28,595.87,3218193
2024-04-04,603.6,609.23,596.64,600.02,4546168
2024-04-05,600.0,605.46,592.08,596.96,3178008
2024-04-08,610.31,609.14,607.04,607.52,9396776
2024-04-09,596.47,600.41,592.7,597.85,1473219
2024-04-10,600.29,607.1,602.71,603.55,3590863
2024-04-11,607.23,618.83,599.49,609.1,1516908
2024-04-12,607.05,609.26,601.59,606.45,953789
2024-04-15,611.27,621.94,609.15,609.6,3891712
2024-04-16,591.85,606.5,597.89,598.35,3828812
2024-04-17,606.79,607.97,594.85,606.82,3035811
2024-04-18,605.8,609.32,596.93,605.32,3138309
2024-04-19,599.92,603.31,597.72,600.75,15969009
2024-04-22,614.33,610.5,601.3,610.39,3103484
2024-04-23,605.39,608.0,590.4,604.12,4435337
2024-04-24,595.41,594.42,589.15,591.54,2608744
2024-04-25,577.28,588.33,575.06,577.9,4225686
2024-04-26,586.06,584.44,580.01,583.33,3038167
2024-04-29,576.98,576.42,571.18,572.3,2914089
2024-04-30,591.39,595.14,586.96,587.54,9197248
2024-05-01,566.26,574.81,566.88,569.37,6799673
2024-05-02,583.28,586.78,569.24,584.02,3950964
2024-05-03,585.04,594.75,582.05,586.05,1050810
2024-05-06,586.81,587.46,584.64,585.37,2744837
2024-05-07,582.76,582.58,579.47,580.77,13126288
2024-05-08,581.97,584.42,572.45,584.42,3004496
2024-05-09,584.46,591.57,580.32,584.26,5682662
2024-05-10,588.11,597.7,591.71,594.11,7288858
2024-05-13,599.59,600.56,583.45,595.3,3683959
2024-05-14,595.29,599.52,591.86,596.82,2173351
2024-05-15,593.91,596.54,590.48,593.75,992307
2024-05-16,592.5,595.0,592.55,593.42,4615121
2024-05-17,599.75,598.94,591.32,596.34,2228657
2024-05-20,572.97,581.6,580.01,581.22,4022538
2024-05-21,569.59,581.6,562.27,569.64,1924254
2024-05-22,575.85,577.58,573.09,576.16,3026893
2024-05-23,576.5,579.88,574.3,577.81,3372190
2024-05-24,581.36,580.12,575.94,576.39,3784864
2024-05-27,574.16,581.01,574.26,576.72,1877529
2024-05-28,582.14,580.95,577.47,579.9,6111305
2024-05-29,576.4,579.12,565.16,575.38,2520061
2024-05-30,572.42,576.35,562.78,568.83,1495662
2024-05-31,568.77,578.78,569.23,570.68,3145700
2024-06-03,560.41,565.85,554.68,562.47,3564733
2024-06-04,569.19,576.65,563.57,566.09,3656103
2024-06-05,552.97,557.36,545.72,551.8,7274675
2024-06-06,556.15,564.32,557.87,560.48,3133057
2024-06-07,563.1,569.09,557.02,564.62,3192991
2024-06-10,568.06,578.13,564.0,566.96,1922041
2024-06-11,577.9,580.63,574.92,575.49,5297709
2024-06-12,588.03,597.18,576.63,590.04,4037719
2024-06-13,590.46,603.57,593.87,599.19,2855341
2024-06-14,584.35,582.91,579.48,582.83,1433563
2024-06-17,568.33,577.27,564.52,571.82,7366658
2024-06-18,560.91,568.93,559.33,566.63,1849679
2024-06-19,558.99,570.91,565.36,567.02,2440740
2024-06-20,573.92,572.2,570.76,571.59,4068174
2024-06-21,565.9,568.85,562.07,565.54,1892290
2024-06-24,566.66,578.51,566.5,567.3,1573217
2024-06-25,564.93,569.81,552.12,561.04,1192679
2024-06-26,557.83,565.05,552.19,556.06,4895888
2024-06-27,548.89,545.06,538.28,544.49,2747896
2024-06-28,533.38,541.94,536.52,537.12,15084550
2024-07-01,526.3,533.39,522.15,526.39,2186953
2024-07-02,514.65,519.82,516.83,518.84,2210019
2024-07-03,526.59,532.05,525.02,527.2,2662427
2024-07-04,519.2,520.51,517.36,519.85,3948910
2024-07-05,542.22,548.7,533.74,540.53,3098184
2024-07-08,544.81,552.59,544.0,544.69,4610940
2024-07-09,548.07,546.43,543.3,546.36,2034888
2024-07-10,541.39,546.25,523.69,539.49,1741371
2024-07-11,551.2,547.31,534.13,545.32,1402135
2024-07-12,539.92,545.57,534.89,540.78,1120225
2024-07-15,539.38,544.21,539.89,541.93,2549887
2024-07-16,563.6,577.56,562.8,562.9,3356486
2024-07-17,560.01,563.38,555.67,562.26,2397578
2024-07-18,576.36,574.62,562.42,572.12,6621047
2024-07-19,565.46,568.55,555.52,566.26,6350117
2024-07-22,564.53,573.13,565.24,566.13,2768239
2024-07-23,579.97,587.57,575.39,581.34,1512181
2024-07-24,578.12,579.96,575.04,576.05,2574495
2024-07-25,591.41,598.94,583.97,591.88,2754823
2024-07-26,596.42,608.98,595.88,598.34,2482002
2024-07-29,598.41,595.37,592.69,593.47,2400096
2024-07-30,596.71,602.3,596.56,599.28,2473240
2024-07-31,608.31,608.7,606.87,608.2,2895100
2024-08-01,616.06,616.19,613.5,614.06,2493611
2024-08-02,594.89,602.7,599.29,599.78,4049691
2024-08-05,594.84,597.43,593.11,593.42,4122049
2024-08-06,588.27,591.59,585.12,591.39,2108732
2024-08-07,593.34,597.33,586.67,590.91,6197192
2024-08-08,593.72,603.07,588.92,596.59,2098850
2024-08-09,600.43,602.42,592.51,598.36,1477435
2024-08-12,589.79,593.29,574.2,586.55,4344720
2024-08-13,592.61,594.0,583.27,590.07,2237498
2024-08-14,596.4,598.41,587.4,595.65,4020252
2024-08-15,600.14,611.2,599.02,600.83,1025541
2024-08-16,608.99,614.89,594.86,610.75,7099644
2024-08-19,623.13,625.96,616.34,618.58,4868145
2024-08-20,620.84,629.14,622.62,623.02,1599288
2024-08-21,619.33,625.45,616.26,622.56,1566519
2024-08-22,609.25,610.04,604.1,607.23,8471353
2024-08-23,608.89,616.12,601.97,611.33,2337226
2024-08-26,610.5,614.96,609.34,613.41,2190937
2024-08-27,611.65,619.78,610.4,616.1,1075833
2024-08-28,603.02,613.08,594.83,604.48,3001689
2024-08-29,594.62,605.21,592.92,594.86,3149365
2024-08-30,605.17,610.35,603.15,604.44,5051308
2024-09-02,607.13,604.78,601.26,604.26,1626476
2024-09-03,612.23,615.55,607.35,610.62,1609013
2024-09-04,610.48,616.14,607.94,611.06,4110678
2024-09-05,610.91,614.71,599.68,611.52,5428046
2024-09-06,621.89,622.9,615.25,620.31,1597307
2024-09-09,619.8,624.52,615.59,615.88,5814098
2024-09-10,587.48,590.93,586.03,587.11,4109131
2024-09-11,597.26,607.66,596.53,598.66,6198171
2024-09-12,579.61,588.63,575.62,582.5,3582299
2024-09-13,549.24,558.76,549.77,553.24,1158832
2024-09-16,555.89,556.18,553.8,554.05,3051951
2024-09-17,524.57,524.36,522.79,523.06,7107723
2024-09-18,514.67,523.43,510.61,513.18,2288255
2024-09-19,502.41,518.37,495.83,502.73,2966769
2024-09-20,518.14,517.64,512.85,514.52,3344206
2024-09-23,512.75,514.94,513.68,513.99,770882
2024-09-24,505.6,505.89,500.68,503.2,8331249
2024-09-25,509.5,514.12,506.88,509.6,2215364
2024-09-26,526.14,529.43,521.3,527.74,4959031
2024-09-27,530.53,538.46,524.32,528.96,3166524
2024-09-30,519.66,519.8,509.72,518.6,6731009
2024-10-01,481.88,483.41,472.61,481.02,5456138
2024-10-02,451.09,453.91,448.94,450.9,3816597
2024-10-03,436.3,438.22,434.31,436.38,2427962
2024-10-04,421.99,420.51,413.7,417.01,5952574
2024-10-07,407.96,408.06,403.83,405.55,1457188
2024-10-08,399.8,400.59,393.27,398.36,4915489
2024-10-09,399.06,403.22,389.99,398.84,1898165
2024-10-10,391.7,391.45,387.77,389.73,6811946
2024-10-11,390.53,392.56,379.81,389.52,3553152
2024-10-14,382.79,384.49,379.04,382.74,4904090
2024-10-15,344.32,350.61,339.22,344.84,5092009
2024-10-16,324.85,325.0,323.1,324.99,1752929
2024-10-17,311.59,318.73,312.9,316.61,2399584
2024-10-18,310.65,313.71,309.71,310.32,5029841
2024-10-21,303.62,305.55,298.07,304.37,3894077
2024-10-22,312.01,311.69,303.87,309.54,6401663
2024-10-23,320.6,323.29,317.19,320.57,4711510
2024-10-24,328.02,330.95,325.04,329.98,2312155
2024-10-25,330.14,330.46,324.09,330.22,2203630
2024-10-28,339.93,346.91,341.37,341.72,4040735
2024-10-29,345.26,345.67,340.18,344.44,1068825
2024-10-30,344.34,346.91,336.64,343.84,7613182
2024-10-31,342.98,343.31,335.9,341.35,4225165
2024-11-01,339.64,342.69,338.67,340.99,6069280
2024-11-04,340.1,340.21,337.28,340.04,1503672
2024-11-05,340.56,342.93,342.74,342.9,6346820
2024-11-06,346.93,348.0,345.17,345.72,10386177
2024-11-07,348.37,349.9,346.32,347.47,1731589
2024-11-08,353.12,353.73,347.13,352.24,5137813
2024-11-11,362.4,364.18,359.21,362.39,3742043
2024-11-12,371.86,373.04,367.09,371.09,1691408
2024-11-13,364.82,369.71,356.94,361.92,4699100
2024-11-14,344.75,349.03,344.16,345.24,6102044
2024-11-15,353.67,355.11,350.99,353.42,2707034
2024-11-18,343.65,348.51,340.46,345.53,6509919
2024-11-19,344.2,348.1,341.86,345.7,1424225
2024-11-20,339.51,340.67,339.22,339.34,1690683
2024-11-21,330.62,332.29,327.06,328.81,4043294
2024-11-22,333.58,336.07,328.78,334.01,3572809
2024-11-25,340.35,343.08,339.57,340.75,2515181
2024-11-26,337.84,343.15,330.03,338.53,5060250
2024-11-27,321.82,326.59,316.74,322.68,5260794
2024-11-28,321.24,321.6,320.66,320.77,5169381
2024-11-29,322.45,326.08,322.8,324.88,3271099
2024-12-02,318.93,317.35,316.51,316.9,4961391
2024-12-03,318.58,325.32,319.28,319.65,2729415
2024-12-04,322.3,322.46,316.97,321.15,9342712
2024-12-05,324.4,329.83,325.71,326.47,2358170
2024-12-06,329.99,333.33,326.4,328.89,9712654
2024-12-09,325.22,329.06,317.03,324.13,3567074
2024-12-10,334.15,337.22,329.52,333.51,1881066
2024-12-11,332.46,336.22,330.91,334.12,6538021
2024-12-12,336.02,340.75,335.43,335.6,3558949
2024-12-13,329.06,332.79,330.26,331.02,5344912
2024-12-16,329.32,335.37,326.2,329.74,6144523
2024-12-17,327.23,329.19,324.82,325.55,4116544
2024-12-18,327.35,330.08,323.11,326.05,2449894
2024-12-19,338.87,339.38,337.84,338.85,6369185
2024-12-20,329.63,333.06,326.9,331.24,3637142
2024-12-23,323.25,322.73,321.18,322.21,5234362
2024-12-24,333.33,334.97,332.66,333.3,1305303
2024-12-25,329.7,337.3,329.34,333.57,4104318
2024-12-26,332.07,335.57,329.83,330.78,2475022
2024-12-27,339.27,340.53,336.49,339.31,8435661
2024-12-30,338.92,341.36,334.75,336.9,4622690
2024-12-31,348.96,352.34,348.02,350.89,4450667
2025-01-01,351.72,358.33,353.59,357.4,4555707
2025-01-02,356.19,359.12,348.14,355.7,2031514
2025-01-03,373.37,376.39,367.86,372.82,9132307
2025-01-06,367.04,371.44,363.06,370.17,9162582
2025-01-07,375.67,377.7,372.9,377.51,4373385
2025-01-08,386.92,381.79,381.39,381.66,7638222
2025-01-09,392.91,396.49,388.42,393.51,2841029
2025-01-10,409.25,408.7,404.93,407.76,2591980
2025-01-13,408.73,413.85,406.3,410.06,3430691
2025-01-14,401.69,409.55,400.9,405.93,4267702
2025-01-15,411.35,415.96,410.07,411.7,2875096
2025-01-16,407.64,415.71,403.82,408.18,4460476
2025-01-17,425.8,430.62,424.08,426.65,4672607
2025-01-20,429.71,436.39,420.05,429.95,2061144
2025-01-21,429.53,431.75,422.61,428.96,4285992
2025-01-22,432.37,433.05,427.24,432.69,5253021
2025-01-23,420.52,429.33,418.34,423.2,3952408
2025-01-24,426.7,429.59,421.52,425.66,5986741
2025-01-27,419.15,427.53,419.02,423.28,1828330
2025-01-28,419.25,424.47,422.17,423.59,4145874
2025-01-29,433.44,432.14,430.86,431.84,1998262
2025-01-30,434.3,436.33,429.64,433.21,1902477
2025-01-31,433.51,434.4,430.52,433.64,2396464
2025-02-03,421.96,427.25,416.21,424.92,2246142
2025-02-04,428.29,430.97,429.8,429.81,2628385
2025-02-05,433.53,441.36,430.7,434.1,3083668
2025-02-06,444.74,454.32,444.77,448.31,5781765
2025-02-07,444.73,452.18,442.9,446.38,2844148
2025-02-10,449.44,451.7,443.13,447.98,1505995
2025-02-11,453.0,453.44,443.72,449.79,5897483
2025-02-12,459.6,465.86,458.66,460.57,2408736
2025-02-13,461.79,463.81,459.89,460.05,3192360
2025-02-14,457.69,469.22,461.6,462.11,4178433
2025-02-17,468.0,471.7,465.63,466.46,3782222
2025-02-18,466.03,472.2,466.06,467.91,5737112
2025-02-19,465.63,469.65,461.69,464.92,4286509
2025-02-20,465.83,467.68,462.98,466.41,2159256
2025-02-21,477.19,476.67,469.39,474.06,10512892
2025-02-24,464.86,468.49,465.58,466.9,3874556
2025-02-25,469.44,469.8,462.38,467.97,3071686
2025-02-26,462.55,469.34,459.06,463.2,5563363
2025-02-27,471.27,476.58,465.17,471.64,4040738
2025-02-28,460.58,466.4,459.39,461.01,4441215
2025-03-03,455.35,458.33,448.23,457.28,11824871
2025-03-04,459.97,460.21,459.79,460.01,2933758
2025-03-05,470.8,478.16,462.01,470.95,3120420
2025-03-06,471.19,473.04,466.16,470.62,3477119
2025-03-07,467.04,469.52,462.95,466.84,5810128
2025-03-10,482.07,480.46,476.49,480.16,1758598
2025-03-11,472.04,475.16,462.62,469.87,1354532
2025-03-12,452.13,456.03,451.64,454.52,2835696
2025-03-13,459.64,460.24,454.92,457.65,1493985
2025-03-14,451.65,458.98,451.46,454.34,2738991
2025-03-17,448.84,447.63,446.46,447.52,4518345
2025-03-18,453.81,453.2,449.04,452.41,2208474
2025-03-19,449.86,455.22,452.28,454.2,1633407
2025-03-20,450.7,452.16,449.29,450.49,3522437
2025-03-21,440.94,442.56,440.48,441.98,5507328
2025-03-24,446.19,451.59,446.24,447.89,1494500
2025-03-25,455.45,454.37,451.84,452.4,5174011
2025-03-26,450.38,459.12,449.79,451.86,4948394
2025-03-27,462.64,472.64,462.2,464.51,6004794
2025-03-28,457.37,463.51,456.36,457.19,6485302
2025-03-31,448.4,452.64,442.44,446.87,10940577
2025-04-01,442.05,445.42,442.21,442.36,2873721
2025-04-02,444.77,444.42,438.61,442.19,3459736
2025-04-03,445.12,445.11,439.0,443.94,2706965
2025-04-04,437.65,443.77,441.32,442.47,3326545
2025-04-07,434.05,436.22,434.27,435.2,7613221
2025-04-08,445.7,450.45,443.45,446.95,1893924
2025-04-09,443.48,445.48,440.51,442.42,2233145
2025-04-10,428.78,438.46,432.71,434.48,7092048
2025-04-11,446.06,444.11,438.02,440.45,5817776
2025-04-14,453.42,452.52,450.21,452.22,3090385
2025-04-15,460.42,463.37,456.28,460.08,5446731
2025-04-16,473.4,473.83,469.92,470.62,4321476
2025-04-17,470.36,471.82,463.22,464.91,7341450
2025-04-18,455.06,455.71,453.05,453.08,3824639
2025-04-21,470.27,469.17,458.28,468.05,6360716
2025-04-22,466.74,468.76,465.68,466.43,12461152
2025-04-23,465.16,467.69,455.19,465.49,4452972
2025-04-24,478.11,479.62,477.53,479.25,3845937
2025-04-25,484.01,489.63,482.48,486.02,5022629
2025-04-28,490.22,494.28,490.08,491.91,2888314
2025-04-29,511.21,521.06,513.08,514.69,13285941
2025-04-30,509.41,514.04,503.53,509.61,3753533
2025-05-01,516.21,525.21,514.04,520.59,3159407
2025-05-02,523.25,526.74,518.93,522.75,2197092
2025-05-05,527.03,527.32,524.01,527.12,5895010
2025-05-06,545.22,548.54,544.05,544.82,5889934
2025-05-07,550.55,553.14,550.12,551.99,2716984
2025-05-08,568.2,565.59,553.83,559.59,4661229
2025-05-09,577.17,586.82,568.27,573.27,1725553
2025-05-12,567.25,575.29,564.28,570.8,3662852
2025-05-13,563.59,570.71,558.32,562.94,4382052
2025-05-14,551.18,554.54,552.5,552.86,8363321
2025-05-15,530.08,536.62,532.39,532.78,2627360
2025-05-16,552.56,557.57,555.88,556.29,2105751
2025-05-19,546.86,553.61,544.86,545.68,2288331
2025-05-20,543.05,552.2,538.41,544.9,1687596
2025-05-21,546.15,547.29,543.07,543.52,6458646
2025-05-22,551.22,551.82,542.35,548.49,7415218
2025-05-23,562.93,568.7,556.89,559.09,4207161
2025-05-26,567.96,581.75,569.37,570.39,6628634
2025-05-27,566.79,569.78,558.5,565.45,3646853
2025-05-28,567.04,568.36,561.84,565.25,3122532
2025-05-29,568.79,575.04,565.29,570.14,2887292
2025-05-30,566.82,571.22,554.88,569.02,2826713
2025-06-02,593.76,589.28,587.46,589.02,1772660
2025-06-03,597.25,596.72,588.96,596.57,3969911
2025-06-04,609.06,618.78,606.2,607.13,3487244
2025-06-05,614.46,617.08,613.7,617.0,5131114
2025-06-06,629.47,637.7,628.01,633.33,3878870
2025-06-09,635.7,640.66,629.75,637.52,3113363
2025-06-10,622.51,631.89,616.31,622.9,2357173
2025-06-11,626.39,637.66,624.25,629.75,3575400
2025-06-12,623.4,628.5,621.47,623.43,4965566
2025-06-13,613.49,620.44,615.17,618.71,1915507
2025-06-16,624.31,629.58,625.73,627.82,3666647
2025-06-17,647.42,650.35,639.23,645.25,4182925
2025-06-18,649.42,649.67,646.02,647.46,2322023
2025-06-19,652.13,657.13,646.45,653.41,2548291
2025-06-20,674.16,684.17,667.77,677.61,4348037
2025-06-23,679.4,685.17,676.65,682.91,1927280
2025-06-24,719.14,724.9,714.46,720.49,4965576
2025-06-25,733.15,738.73,729.77,730.8,2238753
2025-06-26,710.54,713.09,705.08,707.26,6457638
2025-06-27,718.25,741.27,716.26,720.03,11471750
2025-06-30,723.49,736.74,717.84,727.68,2238630
2025-07-01,749.64,758.75,745.46,748.64,4884674
2025-07-02,757.83,771.03,760.66,760.96,2460153
2025-07-03,759.17,764.81,750.21,761.14,5507552
2025-07-04,749.72,748.86,734.98,744.78,1923030
2025-07-07,746.98,747.99,741.81,743.91,4181490
2025-07-08,734.06,735.35,717.84,733.48,2260762
2025-07-09,722.54,728.08,719.8,727.17,3074519
2025-07-10,738.69,740.33,736.74,737.91,2096426
2025-07-11,768.83,765.42,739.96,764.77,5829111
2025-07-14,771.65,790.26,755.26,773.1,2268309
2025-07-15,762.04,758.67,755.55,756.93,4758556
2025-07-16,770.88,772.45,765.11,765.93,2915962
2025-07-17,793.1,787.93,778.73,786.56,3502892
2025-07-18,780.51,802.59,766.05,779.32,3681499
2025-07-21,781.86,782.44,766.8,779.57,2237085
2025-07-22,787.67,784.59,768.17,782.14,3691406
2025-07-23,773.94,779.33,767.41,772.21,7472372
2025-07-24,782.57,788.32,779.97,784.54,2392272
2025-07-25,783.23,788.29,781.09,784.99,5890232
2025-07-28,794.88,798.75,785.44,793.93,7307701
2025-07-29,777.18,798.31,772.84,782.22,2333964
2025-07-30,777.17,786.52,759.71,777.73,1624666
2025-07-31,795.64,795.04,784.51,791.3,4133442
