Date,Ticker,MarginBalanceValue,ShortBalanceValue
2026-04-08,2421.TW,1107262038.6299818,92315235.26374868
2026-04-09,2421.TW,1107244309.904892,92327069.99514954
2026-04-10,2421.TW,1106965748.4893024,92405293.52680701
2026-04-13,2421.TW,1106598989.4592066,92511263.1413818
2026-04-14,2421.TW,1106608632.3145318,92520210.77622566
2026-04-15,2421.TW,1106564789.0051363,92540215.56434724
2026-04-16,2421.TW,1105819266.3223507,92743163.35088348
2026-04-17,2421.TW,1105586350.6598482,92808608.78697866
2026-04-20,2421.TW,1105499429.7752788,92838469.23422858
2026-04-21,2421.TW,1104966633.3818848,92982303.8143453
2026-04-22,2421.TW,1103112269.3812735,93467402.49986432
2026-04-23,2421.TW,1102998826.2451994,93505219.09768276
2026-04-24,2421.TW,1102905835.4599397,93545783.35287122
2026-04-27,2421.TW,1102885058.9367533,93564915.81413783
2026-04-28,2421.TW,1102704042.3023846,93618767.1014731
2026-04-29,2421.TW,1102483828.5072603,93680017.42839433
2026-04-30,2421.TW,1102587443.7830577,93660004.822985
2026-05-01,2421.TW,1101823391.9305065,93855821.7148522
2026-05-04,2421.TW,1101006307.5396502,94078263.60133745
2026-05-05,2421.TW,1101552061.5131843,93952311.60368742
2026-05-06,2421.TW,1101548598.325565,93958682.36983457
2026-05-07,2421.TW,1101417824.0919542,93995347.43348129
2026-05-08,2421.TW,1101361624.7424636,94012228.33183871
2026-05-11,2421.TW,1101532681.505209,93974728.99929345
2026-05-12,2421.TW,1101051362.2342892,94096092.66119784
2026-05-13,2421.TW,1100962126.1260388,94122105.45711565
2026-05-14,2421.TW,1099827880.8373306,94403541.42464657
2026-05-15,2421.TW,1099605685.7037728,94458865.62713817
2026-05-18,2421.TW,1099606662.3123045,94458893.38728695
2026-05-19,2421.TW,1099953929.4620464,94373641.41625288
2026-05-20,2421.TW,1100222410.1131759,94307131.4877554
2026-05-21,2421.TW,1100250809.4226792,94297833.09640808
2026-05-22,2421.TW,1099534835.937255,94467853.8877546
2026-05-25,2421.TW,1100002175.5182664,94348461.3090209
2026-05-26,2421.TW,1100107311.5237157,94317566.55225609
2026-05-27,2421.TW,1100311901.3142335,94262601.82503144
2026-05-28,2421.TW,1101233485.53822,94032918.76478636
2026-05-29,2421.TW,1102142136.0260546,93802892.24380718
2026-06-01,2421.TW,1101604366.7995293,93921045.61688451
2026-06-02,2421.TW,1101639674.1287003,93907264.7925988
2026-06-03,2421.TW,1101619296.0443683,93903908.79125845
2026-06-04,2421.TW,1101220463.2740219,93986732.10806766
2026-06-05,2421.TW,1101065476.4337547,94011930.72010548
2026-06-08,2421.TW,1101140280.1137662,93984446.16849807
2026-06-09,2421.TW,1101434622.1361778,93901469.4812152
2026-06-10,2421.TW,1102023939.5252478,93743849.07193896
2026-06-11,2421.TW,1102277450.0048985,93673649.6092548
2026-06-12,2421.TW,1102572649.9364126,93587796.04232927
2026-06-15,2421.TW,1102563843.9213362,93579177.6225257
2026-06-16,2421.TW,1102571535.5467846,93570389.86671527
2026-06-17,2421.TW,1103169101.0612257,93411626.82129803
2026-06-18,2421.TW,1103122613.031061,93417369.60934316
2026-06-19,2421.TW,1103247950.714037,93367793.67716108
2026-06-22,2421.TW,1103274939.644209,93335171.34540349
2026-06-23,2421.TW,1103012107.124144,93383872.86498755
2026-06-24,2421.TW,1102670111.5626152,93455303.29501866
2026-06-25,2421.TW,1102986003.126577,93368509.01859485
2026-06-26,2421.TW,1103792606.6070952,93152805.24362311
2026-06-29,2421.TW,1103732794.9950247,93156634.90849607
2026-06-30,2421.TW,1103568762.0149722,93186654.28648505
2026-07-01,2421.TW,1103386427.856695,93223453.82543167
2026-07-02,2421.TW,1103592614.4861457,93165466.09751722
2026-07-03,2421.TW,1103987019.624123,93061870.5540653
2026-07-06,2421.TW,1103673645.5811737,93131977.87348263
2026-07-07,2421.TW,1103320870.3139958,93212334.40586859
2026-07-08,2421.TW,1103168006.341035,93243508.56772254
2026-07-09,2421.TW,1102652076.0781348,93365504.96615194
2026-07-10,2421.TW,1103673057.3043523,93115097.962457
2026-07-13,2421.TW,1104194324.9010086,92987319.35974781
2026-07-14,2421.TW,1104343275.4792356,92950930.71841645
2026-07-15,2421.TW,1103875686.0384417,93065352.364792
2026-07-16,2421.TW,1103505646.7969983,93156322.60437892
2026-07-17,2421.TW,1102442706.7213752,93417380.4694557
2026-07-20,2421.TW,1102405158.0644424,93428825.43106854
2026-07-21,2421.TW,1102563763.05417,93399264.34607796
2026-07-22,2421.TW,1102621699.5886521,93389625.17073596
2026-07-23,2421.TW,1102589698.6054075,93402471.11344725
2026-07-24,2421.TW,1102177363.9006288,93510204.20388101
2026-07-27,2421.TW,1101922609.1868021,93579362.56220156
2026-07-28,2421.TW,1102055919.1776235,93553448.20139407
2026-07-29,2421.TW,1102488803.006053,93460953.67979376
2026-07-30,2421.TW,1102745761.2109601,93411103.18092471
2026-07-31,2421.TW,1102717789.7202368,93429229.48827559
2026-08-03,2421.TW,1102260985.4070883,93557135.98344618
2026-08-04,2421.TW,1101832621.9903946,93672152.07928139
2025-10-01,2454.TW,1428000000.0,111400000.0
2025-10-02,2454.TW,1428816876.6760113,111198611.88894106
2025-10-03,2454.TW,1429135459.7138581,111118201.14129144
2025-10-06,2454.TW,1428850404.943151,111177917.63373466
2025-10-07,2454.TW,1428929856.0894964,111151991.21093631
2025-10-08,2454.TW,1429382651.3030732,111035530.65825455
2025-10-09,2454.TW,1429830154.532624,110916283.27445848
2025-10-10,2454.TW,1429880762.4394872,110888794.06245798
2025-10-13,2454.TW,1431657610.0064285,110446694.87859386
2025-10-14,2454.TW,1433807653.7367897,109905837.85260594
2025-10-15,2454.TW,1434273871.0094693,109780917.57886577
2025-10-16,2454.TW,1435498883.9436157,109460410.03936371
2025-10-17,2454.TW,1436248882.920121,109266427.78157213
2025-10-20,2454.TW,1437012428.9797747,109061269.12649551
2025-10-21,2454.TW,1437179665.1354697,109008734.02813654
2025-10-22,2454.TW,1436939698.2288659,109050478.90220053
2025-10-23,2454.TW,1436883750.5948248,109043775.99547322
2025-10-24,2454.TW,1435718204.222317,109307940.45642312
2025-10-27,2454.TW,1436518880.8961658,109098113.78314823
2025-10-28,2454.TW,1436058240.6058757,109187833.4655924
2025-10-29,2454.TW,1436745851.632097,109004080.98442793
2025-10-30,2454.TW,1436868709.9418437,108962367.15545252
2025-10-31,2454.TW,1437149875.889078,108871038.58712034
2025-11-03,2454.TW,1438678278.4625509,108469473.19958925
2025-11-04,2454.TW,1439630801.2861693,108214720.50072479
2025-11-05,2454.TW,1439048194.7609584,108331779.86768876
2025-11-06,2454.TW,1439451935.1942337,108215567.18348657
2025-11-07,2454.TW,1441063170.818335,107805940.83732101
2025-11-10,2454.TW,1440962994.0065715,107811337.80056924
2025-11-11,2454.TW,1441533330.0022264,107647721.77923091
2025-11-12,2454.TW,1440246729.1748617,107936965.90348549
2025-11-13,2454.TW,1440812203.858385,107781737.42909971
2025-11-14,2454.TW,1441473900.4002442,107610318.47931032
2025-11-17,2454.TW,1440053082.048103,107943018.18150409
2025-11-18,2454.TW,1438626788.96304,108263141.41724154
2025-11-19,2454.TW,1439194886.4402208,108112031.82349399
2025-11-20,2454.TW,1439497257.6911578,108029217.41258472
2025-11-21,2454.TW,1438776436.2170215,108196989.56868438
2025-11-24,2454.TW,1439288081.8012161,108060898.02962506
2025-11-25,2454.TW,1439323918.4416158,108047177.80364126
2025-11-26,2454.TW,1438613524.473222,108207313.06617796
2025-11-27,2454.TW,1438657260.5526605,108192421.36887486
2025-11-28,2454.TW,1438775175.1325727,108160214.30645214
2025-12-01,2454.TW,1438644202.0592983,108189970.85471693
2025-12-02,2454.TW,1439707400.428392,107931805.99459997
2025-12-03,2454.TW,1439151934.1016743,108068178.62656927
2025-12-04,2454.TW,1438663556.612535,108191146.7652783
2025-12-05,2454.TW,1440149373.2894325,107834934.97267178
2025-12-08,2454.TW,1439639853.3630316,107964822.84777506
2025-12-09,2454.TW,1438977150.2463012,108135562.61935201
2025-12-10,2454.TW,1439535132.4366105,108007765.00627007
2025-12-11,2454.TW,1438437040.5758395,108283838.78973724
2025-12-12,2454.TW,1437879204.3194723,108451726.9642883
2025-12-15,2454.TW,1437557747.0724363,108545528.62828141
2025-12-16,2454.TW,1437544819.922121,108560488.56752062
2025-12-17,2454.TW,1437876040.38752,108498446.02813546
2025-12-18,2454.TW,1437363671.194916,108632557.32417707
2025-12-19,2454.TW,1437118602.7508535,108706200.70247649
2025-12-22,2454.TW,1435920820.3288486,109012494.95721394
2025-12-23,2454.TW,1436303394.2639072,108945197.84611247
2025-12-24,2454.TW,1436067593.0475588,109021852.17111892
2025-12-25,2454.TW,1434653064.2044158,109403179.40382852
2025-12-26,2454.TW,1434758357.0645256,109402229.06323521
2025-12-29,2454.TW,1433929690.996459,109623655.7567373
2025-12-30,2454.TW,1433640068.7322385,109712391.97136077
2025-12-31,2454.TW,1433523777.7473848,109763353.73333868
2026-01-01,2454.TW,1432943555.4848914,109938578.5375012
2026-01-02,2454.TW,1432578257.0384116,110050502.905122
2026-01-05,2454.TW,1431854218.0278723,110252302.79159123
2026-01-06,2454.TW,1431930230.9887493,110256757.0977339
2026-01-07,2454.TW,1431848588.6560538,110287561.35604773
2026-01-08,2454.TW,1431753378.4536333,110335297.92228392
2026-01-09,2454.TW,1431334198.8023067,110475785.36302106
2026-01-12,2454.TW,1431581823.3388004,110428932.70515302
2026-01-13,2454.TW,1430985023.359408,110604564.26778497
2026-01-14,2454.TW,1429154017.5966253,111079200.77168648
2026-01-15,2454.TW,1428879843.5799112,111157611.25367033
2026-01-16,2454.TW,1429206090.8973303,111089954.55507657
2026-01-19,2454.TW,1429212613.2962244,111101769.1764024
2026-01-20,2454.TW,1429216022.791671,111120817.87523343
2026-01-21,2454.TW,1429777458.694945,111000633.88969758
2026-01-22,2454.TW,1429387766.372738,111100755.12005326
2026-01-23,2454.TW,1427933566.3134964,111464640.48810376
2026-01-26,2454.TW,1426437136.9449246,111835955.61119582
2026-01-27,2454.TW,1426223574.1252491,111892393.28808999
2026-01-28,2454.TW,1426928650.91235,111725840.60925336
2026-01-29,2454.TW,1427184231.0847347,111666470.51994061
2026-01-30,2454.TW,1427106307.0292246,111687033.7406436
2026-02-02,2454.TW,1426867431.8610978,111744988.22557458
2026-02-03,2454.TW,1425334998.126914,112114490.36789677
2026-02-04,2454.TW,1425596000.1917605,112048632.92753989
2026-02-05,2454.TW,1425185561.2553148,112140678.402369
2026-02-06,2454.TW,1424444263.6894338,112313711.87153313
2026-02-09,2454.TW,1423810661.9699845,112459656.26652601
2026-02-10,2454.TW,1423795652.7185092,112446302.53163965
2026-02-11,2454.TW,1423908576.2527375,112400043.9712614
2026-02-12,2454.TW,1423953504.4377513,112371993.18503366
2026-02-13,2454.TW,1423252248.910378,112530710.66045138
2026-02-16,2454.TW,1423775369.8262649,112385351.47366554
2026-02-17,2454.TW,1423676126.8084996,112395658.50087845
2026-02-18,2454.TW,1424160485.962814,112254163.61104518
2026-02-19,2454.TW,1424887045.1591666,112056155.31314647
2026-02-20,2454.TW,1424818437.0844088,112054394.89442341
2026-02-23,2454.TW,1425367350.3515384,111898980.23005822
2026-02-24,2454.TW,1425938464.107211,111741295.91666001
2026-02-25,2454.TW,1425376751.0193765,111846859.04402241
2026-02-26,2454.TW,1424812077.5720592,111951315.53550391
2026-02-27,2454.TW,1425040058.1159256,111864981.41038106
2026-03-02,2454.TW,1425129526.9759755,111834104.0726879
2026-03-03,2454.TW,1426351655.5424044,111507079.9892665
2026-03-04,2454.TW,1427499614.8061259,111214560.30226804
2026-03-05,2454.TW,1427984083.963867,111076705.98109736
2026-03-06,2454.TW,1429406266.9696984,110706503.4249529
2026-03-09,2454.TW,1430159296.9424171,110501150.58240074
2026-03-10,2454.TW,1430335206.2732382,110438769.15769488
2026-03-11,2454.TW,1430712235.2140682,110333363.36341687
2026-03-12,2454.TW,1430488732.690376,110359106.60081795
2026-03-13,2454.TW,1430387399.7405994,110368602.3830385
2026-03-16,2454.TW,1430708763.4902189,110274192.99098311
2026-03-17,2454.TW,1431259590.0359068,110110317.48554567
2026-03-18,2454.TW,1431923562.1964796,109928346.18766832
2026-03-19,2454.TW,1432274127.9192283,109825808.16999592
2026-03-20,2454.TW,1433728239.784664,109458341.54678017
2026-03-23,2454.TW,1433636572.716849,109469412.81037758
2026-03-24,2454.TW,1434064087.0027485,109350145.02178435
2026-03-25,2454.TW,1434128591.8353708,109328633.23410244
2026-03-26,2454.TW,1434559088.9404135,109215374.72221562
2026-03-27,2454.TW,1433534877.822696,109456837.52476695
2026-03-30,2454.TW,1433657585.5454245,109420678.92581499
2026-03-31,2454.TW,1434002789.271271,109331195.6548913
2026-04-01,2454.TW,1434272927.8211384,109263198.56053053
2026-04-02,2454.TW,1433472688.0071933,109456208.85180554
2026-04-03,2454.TW,1432760204.1282132,109629380.81187801
2026-04-06,2454.TW,1435761732.0713017,108903152.9898386
2026-04-07,2454.TW,1436091829.2585719,108826109.95866184
2026-04-08,2454.TW,1437915517.871001,108391154.61973898
2026-04-09,2454.TW,1438010305.552014,108371944.54302178
2026-04-10,2454.TW,1435822179.52601,108915071.5591339
2026-04-13,2454.TW,1435455605.884902,109013716.17844428
2026-04-14,2454.TW,1436628237.9268887,108744337.288275
2026-04-15,2454.TW,1436426069.1452901,108800989.74940252
2026-04-16,2454.TW,1435514319.1437998,109042422.84392983
2026-04-17,2454.TW,1434352862.7374897,109342325.19800702
2026-04-20,2454.TW,1434560233.3399243,109311814.03051414
2026-04-21,2454.TW,1433249558.8385084,109652218.66207181
2026-04-22,2454.TW,1431394410.4030979,110131134.54454501
2026-04-23,2454.TW,1431398482.7688825,110150520.05089614
2026-04-24,2454.TW,1431279209.4574327,110200242.05602744
2026-04-27,2454.TW,1430849212.5736012,110329026.76995945
2026-04-28,2454.TW,1430629831.1817038,110402399.98762168
2026-04-29,2454.TW,1429856824.8949285,110605282.65809982
2026-04-30,2454.TW,1429260786.9399521,110768000.67899634
2026-05-01,2454.TW,1427961288.698943,111101239.13897593
2026-05-04,2454.TW,1427270803.8412414,111297208.98323321
2026-05-05,2454.TW,1426091790.157297,111603890.46692722
2026-05-06,2454.TW,1424121100.092649,112102332.07073635
2026-05-07,2454.TW,1423341952.3677406,112319269.41548145
2026-05-08,2454.TW,1423173397.6097627,112378537.50360744
2026-05-11,2454.TW,1422902556.0994782,112459350.86104067
2026-05-12,2454.TW,1423063160.3138893,112435009.74228124
2026-05-13,2454.TW,1421274168.7796445,112892973.12417024
2026-05-14,2454.TW,1422505370.3663485,112615122.79768166
2026-05-15,2454.TW,1421369844.8350515,112912472.20232616
2026-05-18,2454.TW,1422140487.1969216,112743947.3190224
2026-05-19,2454.TW,1421832744.5921853,112850574.10778393
2026-05-20,2454.TW,1421482630.4539297,112956620.70531638
2026-05-21,2454.TW,1420884371.3146322,113124063.40388113
2026-05-22,2454.TW,1418993987.773179,113595110.00526154
2026-05-25,2454.TW,1418996181.511072,113606155.71276823
2026-05-26,2454.TW,1419088069.2177365,113595140.9742087
2026-05-27,2454.TW,1419033002.4580953,113621496.41274092
2026-05-28,2454.TW,1419997522.9752326,113398417.15840593
2026-05-29,2454.TW,1419783932.5543532,113457134.93671292
2026-06-01,2454.TW,1420273880.865318,113341767.37420383
2026-06-02,2454.TW,1420806727.4756286,113220663.56324589
2026-06-03,2454.TW,1420045988.6620123,113407070.80645505
2026-06-04,2454.TW,1419197295.481351,113613072.20372002
2026-06-05,2454.TW,1417553828.3425016,114009200.96580388
2026-06-08,2454.TW,1417473235.5460753,114025395.83463508
2026-06-09,2454.TW,1417635475.1977115,113980700.33643493
2026-06-10,2454.TW,1417840179.7212906,113923545.70703116
2026-06-11,2454.TW,1416475162.0810978,114243138.56652436
2026-06-12,2454.TW,1418230366.1733475,113803246.53146859
2026-06-15,2454.TW,1418020072.23388,113841301.81916364
2026-06-16,2454.TW,1419232545.7887726,113534627.31082132
2026-06-17,2454.TW,1419029165.6567118,113574573.80188261
2026-06-18,2454.TW,1419556433.4873507,113428556.68357776
2026-06-19,2454.TW,1419285447.5263908,113475036.84028265
2026-06-22,2454.TW,1420256493.7257862,113217772.25783968
2026-06-23,2454.TW,1420938671.189516,113034723.62635233
2026-06-24,2454.TW,1422082634.3491654,112735301.15618901
2026-06-25,2454.TW,1422705573.0945153,112567167.22213975
2026-06-26,2454.TW,1423638783.334405,112324225.61685602
2026-06-29,2454.TW,1423577160.2627544,112323794.5310509
2026-06-30,2454.TW,1423854111.8278413,112234878.01482373
2026-07-01,2454.TW,1424182187.2587156,112133222.08458257
2026-07-02,2454.TW,1424152434.3170774,112091454.83955637
2026-07-03,2454.TW,1424718278.7939768,111936800.34084323
2026-07-06,2454.TW,1424810819.2911837,111888576.70030363
2026-07-07,2454.TW,1426161297.3149807,111529298.40802099
2026-07-08,2454.TW,1425663535.494817,111632427.88254037
2026-07-09,2454.TW,1425949252.1932156,111538649.92743655
2026-07-10,2454.TW,1426255444.661399,111447253.31884375
2026-07-13,2454.TW,1427210563.2963066,111182945.19984584
2026-07-14,2454.TW,1429849600.3117137,110516361.55418165
2026-07-15,2454.TW,1430024489.3687556,110456711.09411758
2026-07-16,2454.TW,1428708424.3827279,110745967.78498906
2026-07-17,2454.TW,1427797251.7729518,110940038.01743819
2026-07-20,2454.TW,1429711404.2193997,110459628.6791023
2026-07-21,2454.TW,1429647126.5259106,110456734.38898547
2026-07-22,2454.TW,1430146953.8688722,110324998.30564126
2026-07-23,2454.TW,1432634945.021434,109692792.16889271
2026-07-24,2454.TW,1432861655.1886551,109619391.01314376
2026-07-27,2454.TW,1432526932.768466,109693971.73207755
2026-07-28,2454.TW,1433019107.5852892,109567182.15276046
2026-07-29,2454.TW,1433907495.3527517,109345289.31067947
2026-07-30,2454.TW,1433902166.2874424,109341654.24123324
2026-07-31,2454.TW,1433892324.722536,109339464.42124803
2026-08-03,2454.TW,1432462007.1723323,109682679.5236649
2026-08-04,2454.TW,1431489747.9410543,109916483.5548445
2025-10-01,2464.TW,1362000000.0,108100000.0
2025-10-02,2464.TW,1362209946.2366405,108044985.6777313
2025-10-03,2464.TW,1362368753.778727,108004356.5438119
2025-10-06,2464.TW,1364306279.369068,107520722.29123628
2025-10-07,2464.TW,1364523096.8909237,107462466.41898839
2025-10-08,2464.TW,1363746644.2315812,107635771.51282445
2025-10-09,2464.TW,1364435411.1918793,107457036.84606731
2025-10-10,2464.TW,1363885622.7248485,107569663.91518332
2025-10-13,2464.TW,1363708697.0609488,107586357.33717652
2025-10-14,2464.TW,1364356812.6937106,107407670.11146748
2025-10-15,2464.TW,1365770281.1817203,107046813.34767433
2025-10-16,2464.TW,1365715646.533722,107044724.50272639
2025-10-17,2464.TW,1366151849.1652725,106919014.62965396
2025-10-20,2464.TW,1366692539.643727,106754930.54383482
2025-10-21,2464.TW,1366709339.3972962,106728152.73159355
2025-10-22,2464.TW,1368743683.8858771,106203576.05268738
2025-10-23,2464.TW,1369691979.8413656,105935792.58978131
2025-10-24,2464.TW,1369116799.5548718,106059611.13407835
2025-10-27,2464.TW,1369098652.6971347,106043048.99858035
2025-10-28,2464.TW,1369371150.6981893,105944238.55900063
2025-10-29,2464.TW,1369969408.1152902,105754385.68715999
2025-10-30,2464.TW,1369852012.3390963,105745666.81740344
2025-10-31,2464.TW,1370636925.8496966,105537820.45440775
2025-11-03,2464.TW,1370464256.808315,105525767.69149499
2025-11-04,2464.TW,1370752720.2318997,105443961.38633563
2025-11-05,2464.TW,1371511740.1578434,105244612.64019935
2025-11-06,2464.TW,1372462124.0603278,104996082.54564394
2025-11-07,2464.TW,1374024513.3459098,104592418.94370627
2025-11-10,2464.TW,1373887109.174358,104617834.77671286
2025-11-11,2464.TW,1374181966.6098568,104534938.81942324
2025-11-12,2464.TW,1373756228.3892598,104628406.09536642
2025-11-13,2464.TW,1373963350.666242,104572106.84150133
2025-11-14,2464.TW,1373405665.8851554,104702138.9425378
2025-11-17,2464.TW,1372203982.7456427,104989918.07335076
2025-11-18,2464.TW,1372079493.209866,105018953.57919209
2025-11-19,2464.TW,1372378044.8182847,104947537.51609156
2025-11-20,2464.TW,1372603910.188811,104895955.78729244
2025-11-21,2464.TW,1372021530.0891097,105042536.33999208
2025-11-24,2464.TW,1372977817.98053,104814418.60923415
2025-11-25,2464.TW,1372476048.6072433,104957960.59169616
2025-11-26,2464.TW,1371307432.4661338,105255645.00731862
2025-11-27,2464.TW,1370651908.7213798,105431769.76660553
2025-11-28,2464.TW,1368524854.4486434,105990251.41758952
2025-12-01,2464.TW,1368058088.594639,106120531.39394167
2025-12-02,2464.TW,1368221220.5917006,106104021.20295753
2025-12-03,2464.TW,1368047530.1248915,106158656.80393162
2025-12-04,2464.TW,1367184141.1315734,106395893.01796167
2025-12-05,2464.TW,1366745411.885434,106523585.28017771
2025-12-08,2464.TW,1367082937.1997108,106453031.52133006
2025-12-09,2464.TW,1366481060.8691087,106621728.06043679
2025-12-10,2464.TW,1366561319.3653755,106617089.21388151
2025-12-11,2464.TW,1365463474.9980114,106902586.53549975
2025-12-12,2464.TW,1365443882.9764824,106922682.15879664
2025-12-15,2464.TW,1365083018.4197342,107028980.72904296
2025-12-16,2464.TW,1364630510.4830287,107152293.00426944
2025-12-17,2464.TW,1363070196.9248087,107556451.87161161
2025-12-18,2464.TW,1361457701.64507,107983153.95204733
2025-12-19,2464.TW,1361562794.8166668,107976594.63841109
2025-12-22,2464.TW,1360615175.418871,108233504.3877645
2025-12-23,2464.TW,1361114780.7520745,108123457.78614998
2025-12-24,2464.TW,1361071224.3430324,108168704.97563499
2025-12-25,2464.TW,1359994130.2783663,108457665.7894551
2025-12-26,2464.TW,1359708320.0237944,108549316.23550825
2025-12-29,2464.TW,1360346132.0293236,108408673.4834098
2025-12-30,2464.TW,1360341803.7093427,108425213.8592835
2025-12-31,2464.TW,1360466717.5404756,108398836.73395748
2026-01-01,2464.TW,1360239489.377992,108461249.95288964
2026-01-02,2464.TW,1359878675.4231024,108553603.52020457
2026-01-05,2464.TW,1359210614.2680995,108720713.85788552
2026-01-06,2464.TW,1359300361.6188593,108699065.84922984
2026-01-07,2464.TW,1359811568.5465486,108572669.29524216
2026-01-08,2464.TW,1360289270.2165968,108452946.53848203
2026-01-09,2464.TW,1360525062.079312,108391746.70003745
2026-01-12,2464.TW,1362140464.6147356,107988165.13485388
2026-01-13,2464.TW,1362282055.3704422,107939325.9982131
2026-01-14,2464.TW,1362235403.5818868,107940749.79065506
2026-01-15,2464.TW,1364147173.073284,107450895.60246629
2026-01-16,2464.TW,1364077732.8350666,107452397.75031352
2026-01-19,2464.TW,1364845194.080032,107244478.30839296
2026-01-20,2464.TW,1365212521.5568287,107140271.58258489
2026-01-21,2464.TW,1366246884.7374344,106872058.12285812
2026-01-22,2464.TW,1365849498.1008964,106950567.84483238
2026-01-23,2464.TW,1366601202.4894109,106733023.16840555
2026-01-26,2464.TW,1367101329.1525319,106593485.70620501
2026-01-27,2464.TW,1367448735.384944,106474855.36849539
2026-01-28,2464.TW,1368142975.6861098,106281007.3123032
2026-01-29,2464.TW,1367732712.7748406,106360243.84778339
2026-01-30,2464.TW,1367836622.591303,106316921.66029428
2026-02-02,2464.TW,1368024135.147363,106253232.83023612
2026-02-03,2464.TW,1368461758.6376998,106134693.76779416
2026-02-04,2464.TW,1368194189.8974497,106180550.9366565
2026-02-05,2464.TW,1368091487.0002844,106192474.89238021
2026-02-06,2464.TW,1368059116.3170052,106170181.98253915
2026-02-09,2464.TW,1367815305.6490543,106212705.72325377
2026-02-10,2464.TW,1368627026.649971,106000587.45631188
2026-02-11,2464.TW,1368952462.5838509,105906454.0159613
2026-02-12,2464.TW,1368931304.9981434,105898154.4943762
2026-02-13,2464.TW,1369043346.1746943,105859526.01380214
2026-02-16,2464.TW,1368765231.309798,105917132.3744441
2026-02-17,2464.TW,1368992282.8919866,105854587.90428741
2026-02-18,2464.TW,1369216456.3771074,105790634.61551829
2026-02-19,2464.TW,1367068033.0117645,106304398.58963352
2026-02-20,2464.TW,1367004971.9294689,106317496.34323463
2026-02-23,2464.TW,1367133051.4121542,106285634.74502844
2026-02-24,2464.TW,1366583280.7844293,106420132.82816494
2026-02-25,2464.TW,1367026178.9642432,106316843.11816616
2026-02-26,2464.TW,1366960193.568709,106337309.00556648
2026-02-27,2464.TW,1366920963.167579,106351227.02872303
2026-03-02,2464.TW,1365095799.5363169,106811390.87931775
2026-03-03,2464.TW,1364011998.6936398,107085877.17582187
2026-03-04,2464.TW,1363183953.3333902,107304129.01444298
2026-03-05,2464.TW,1363134262.4532244,107325720.62269679
2026-03-06,2464.TW,1362439279.9375954,107507985.71513943
2026-03-09,2464.TW,1361935815.5968788,107641960.50534505
2026-03-10,2464.TW,1362390054.196072,107552478.4579842
2026-03-11,2464.TW,1361933066.7611036,107686040.82051453
2026-03-12,2464.TW,1362122798.473223,107659678.32763861
2026-03-13,2464.TW,1361739297.1200304,107771726.13048458
2026-03-16,2464.TW,1361463573.2033784,107859146.56917804
2026-03-17,2464.TW,1359859580.0944462,108276322.47901417
2026-03-18,2464.TW,1359158712.586878,108498784.98485197
2026-03-19,2464.TW,1358637503.611843,108648147.12465243
2026-03-20,2464.TW,1359270823.3342197,108519628.95508847
2026-03-23,2464.TW,1357816424.471664,108906754.44767003
2026-03-24,2464.TW,1356664155.978473,109199253.21546933
2026-03-25,2464.TW,1355193733.1261425,109583161.2015706
2026-03-26,2464.TW,1354652412.036559,109732196.45227195
2026-03-27,2464.TW,1354629057.0886939,109769094.28126788
2026-03-30,2464.TW,1355055509.2642877,109684631.28213878
2026-03-31,2464.TW,1353564046.963374,110063955.50523818
2026-04-01,2464.TW,1352970067.9124718,110227154.30387986
2026-04-02,2464.TW,1351791728.079775,110525411.38762008
2026-04-03,2464.TW,1351219603.4197297,110675255.19361681
2026-04-06,2464.TW,1351067908.5636423,110723596.17322746
2026-04-07,2464.TW,1351677094.111142,110584703.22541057
2026-04-08,2464.TW,1351941013.818416,110528872.72795509
2026-04-09,2464.TW,1352145812.180441,110481986.43745698
2026-04-10,2464.TW,1352034675.1792057,110512211.6653655
2026-04-13,2464.TW,1350225966.4165232,110952573.61709026
2026-04-14,2464.TW,1350749307.998948,110824432.07768205
2026-04-15,2464.TW,1350945730.1255991,110771910.01285478
2026-04-16,2464.TW,1350121928.6220922,110964422.08712408
2026-04-17,2464.TW,1350524611.2561617,110862607.00805199
2026-04-20,2464.TW,1350902140.4527755,110762611.84241839
2026-04-21,2464.TW,1351058081.4157045,110717004.96808265
2026-04-22,2464.TW,1351887073.689381,110499740.798075
2026-04-23,2464.TW,1352040948.0273657,110452536.55873808
2026-04-24,2464.TW,1352109605.3946743,110412125.98407793
2026-04-27,2464.TW,1351330173.381159,110581577.99791412
2026-04-28,2464.TW,1351510348.4714894,110511797.39459614
2026-04-29,2464.TW,1350720037.1988773,110690438.59576386
2026-04-30,2464.TW,1350755775.8799648,110660973.03680812
2026-05-01,2464.TW,1351444380.8399022,110460217.14907801
2026-05-04,2464.TW,1351762228.6055505,110363428.87152597
2026-05-05,2464.TW,1352359643.8118613,110188921.74316126
2026-05-06,2464.TW,1352928406.1586173,110028706.9595529
2026-05-07,2464.TW,1355352222.3801405,109385391.28855601
2026-05-08,2464.TW,1354936954.4077277,109467861.95189683
2026-05-11,2464.TW,1354911777.705381,109457589.15157752
2026-05-12,2464.TW,1354458403.0430322,109550805.20793945
2026-05-13,2464.TW,1354788433.0771832,109451669.84516652
2026-05-14,2464.TW,1355837680.841798,109167947.5514539
2026-05-15,2464.TW,1355773253.0195408,109161157.51761928
2026-05-18,2464.TW,1356417436.8346536,108985339.36467303
