Date,Ticker,ForeignNetAmount,InvestmentTrustNetAmount,DealerNetAmount
2025-10-30,1514.TW,-82866.48514069145,2228327.914659296,363891.92564691335
2025-10-31,1514.TW,68795.92552069864,363649.94521836983,-46264.61382701217
2025-11-03,1514.TW,2113984.9264535066,356060.0875842203,-189343.87032197017
2025-11-04,1514.TW,786444.9684882199,-235303.61040113808,45492.74244875011
2025-11-05,1514.TW,-262374.3612278078,3442557.353050733,1031519.3906571012
2025-11-06,1514.TW,1035566.1533480622,3229893.1922669797,704571.3208245388
2025-11-07,1514.TW,34619.305045758665,-532044.7591080817,-312781.36560152005
2025-11-10,1514.TW,-574973.4138459471,-383590.95670895017,-631.0042354455509
2025-11-11,1514.TW,-272135.77312255354,172533.0832853847,817464.1954259034
2025-11-12,1514.TW,924813.6347154335,1015195.345623724,-20227.405667909858
2025-11-13,1514.TW,349171.0544897093,1796490.2145133216,40632.58151830619
2025-11-14,1514.TW,-403076.34217455273,-302734.30788393365,25914.87043236279
2025-11-17,1514.TW,1797542.176285742,1720488.5792973854,-540263.1656154848
2025-11-18,1514.TW,136167.67700091907,904964.9528937063,-135063.81540162078
2025-11-19,1514.TW,-1448466.081340714,1077908.8818064698,-568439.7011584111
2025-11-20,1514.TW,-730457.8939712855,-2668434.2584933336,88199.21112935408
2025-11-21,1514.TW,397400.7473149193,1042174.7116322024,513744.73229823797
2025-11-24,1514.TW,-142605.49905998836,393629.50634516275,211318.72129609078
2025-11-25,1514.TW,935495.277096771,-1698859.1967350969,-226615.14358810685
2025-11-26,1514.TW,553339.8748151631,163367.38537553189,39077.35317537037
2025-11-27,1514.TW,-176225.7313523928,-24185.978730088056,-135053.87988038055
2025-11-28,1514.TW,672502.0392948815,1900073.8359252987,843315.9445764045
2025-12-01,1514.TW,669730.9322262497,294190.4445613959,-154395.98032191096
2025-12-02,1514.TW,456047.687653519,-544927.8426506086,-370026.2639619483
2025-12-03,1514.TW,239959.98936917167,5748.997768163972,422515.8033991083
2025-12-04,1514.TW,-105777.13556318969,1842271.298659457,375497.3584108153
2025-12-05,1514.TW,-855938.8209774212,1478979.5097780924,379872.6980608043
2025-12-08,1514.TW,-1583761.001248098,-3440278.6399124283,-381677.1461116882
2025-12-09,1514.TW,390984.6211629709,-3688767.1282927888,-248811.5787432695
2025-12-10,1514.TW,649456.3241705007,186722.54910407437,184072.9685390112
2025-12-11,1514.TW,348911.9891470877,928621.767348731,277140.534104505
2025-12-12,1514.TW,1065423.7521942854,863082.7074289466,-61851.54423510656
2025-12-15,1514.TW,411364.2808482803,764505.38097494,-221985.18458370914
2025-12-16,1514.TW,50883.74612792839,-463775.6336194821,-183290.22674401128
2025-12-17,1514.TW,-1331821.2673196252,1224833.865902205,252082.3383633107
2025-12-18,1514.TW,1774006.4331301262,3494603.611048393,160392.42055656068
2025-12-19,1514.TW,-168093.16140592966,950197.1969173118,155483.49531039916
2025-12-22,1514.TW,195402.6129103385,-675651.7021058563,-918787.5510157114
2025-12-23,1514.TW,-1946215.6946055805,375583.8291317593,-52447.91916825871
2025-12-24,1514.TW,167647.15950128043,-841076.9155272248,-240787.41245474416
2025-12-25,1514.TW,-53726.053903326974,-1229555.9040528685,-257645.2701210748
2025-12-26,1514.TW,1059367.396424384,295272.68482898775,486055.96283802856
2025-12-29,1514.TW,-301253.0392707411,-261154.4101077181,-765588.3810828407
2025-12-30,1514.TW,-549730.9586533264,1745220.0065207882,102857.89706261849
2025-12-31,1514.TW,-399334.0759183496,-1068916.6764844703,223766.02938009048
2026-01-01,1514.TW,12508.17526147321,-341106.8755491028,-367485.87740005093
2026-01-02,1514.TW,-1162450.7467318948,91746.907283057,-391550.9567572727
2026-01-05,1514.TW,500968.05219535646,-536199.6902734231,-394433.84520663053
2026-01-06,1514.TW,-196587.22393753869,-1576535.614980763,-1108447.6876504226
2026-01-07,1514.TW,186052.64078887075,317477.87525584525,3690.5241607824573
2026-01-08,1514.TW,-3432.7663237325614,338085.23819786427,76088.11293966357
2026-01-09,1514.TW,1431182.562776496,3168259.876336153,648500.988218389
2026-01-12,1514.TW,459150.1637566708,1056510.8490144105,-74138.1290776837
2026-01-13,1514.TW,5567.716297500068,3222373.7090220116,715059.3876976483
2026-01-14,1514.TW,-2181460.4363631294,-1733180.195642237,349708.44044109154
2026-01-15,1514.TW,-1834876.2070457872,-122435.19753697561,-109413.25635118087
2026-01-16,1514.TW,-960454.8992518147,-1870286.1752566472,273945.8029370088
2026-01-19,1514.TW,799551.5279902417,1920981.4533570432,342253.940613354
2026-01-20,1514.TW,-513167.0909992593,-1465737.3296906434,-534310.5389145259
2026-01-21,1514.TW,56262.39473313943,-2191140.658890556,-486960.40053846565
2026-01-22,1514.TW,-1789531.7875596178,-3129062.920893918,-880931.4345424705
2026-01-23,1514.TW,-658519.5161095618,-5425142.429932883,-1292426.6933489235
2026-01-26,1514.TW,373575.6523118437,1081617.7437778905,219425.00630113116
2026-01-27,1514.TW,664846.0789145842,595625.9154423954,68155.43633890894
2026-01-28,1514.TW,542647.8100571525,-1760202.3422625978,-1206130.4220565485
2026-01-29,1514.TW,577008.5319396578,-231309.3777644115,411017.21791557583
2026-01-30,1514.TW,-1113055.0249149222,1988069.2419217508,237111.22317807825
2026-02-02,1514.TW,1051428.0889679214,-795508.529049658,520144.6297397143
2026-02-03,1514.TW,-2336052.0509574846,-2070518.3851739503,-665434.9308236619
2026-02-04,1514.TW,-697801.9383491778,-1658984.418391811,-505634.7312973507
2026-02-05,1514.TW,439200.72611075535,1036876.0240031951,-19368.94791567506
2026-02-06,1514.TW,753582.0803862773,-668268.0593545838,-302678.36409513734
2026-02-09,1514.TW,2059708.6261380962,3000322.7612540503,732372.662668932
2026-02-10,1514.TW,2175594.524652684,3184670.174657708,-48027.354269245174
2026-02-11,1514.TW,-236570.79454090586,2862461.7375888163,-72354.68573341344
2026-02-12,1514.TW,1483579.7500762872,166712.91380438063,-248782.96713146864
2026-02-13,1514.TW,284734.5969772626,2675552.3777232706,552627.0089617479
2026-02-16,1514.TW,1078411.0028148254,2750060.5988859306,678049.8876941333
2026-02-17,1514.TW,-427112.9506340331,1670108.1987855006,-287165.4766012523
2026-02-18,1514.TW,230696.94949420384,1156335.9563803254,461525.49132376973
2026-02-19,1514.TW,786758.029755703,3109592.667569121,381913.45373089064
2026-02-20,1514.TW,-374327.55253315,-808920.7749224377,-708153.3684039
2026-02-23,1514.TW,660544.572702533,-173158.98582888354,189420.4341016451
2026-02-24,1514.TW,-76173.2287969628,-1149847.4943387252,-706646.7026363323
2026-02-25,1514.TW,736781.7891429262,2039053.811438893,194095.99576059566
2026-02-26,1514.TW,711860.6019924383,2444086.9368201727,-257226.58870020503
2026-02-27,1514.TW,346394.9709935775,-167261.20633382464,-70665.55118303005
2026-03-02,1514.TW,-1387375.1320958475,1610932.4472474991,223225.36798293705
2026-03-03,1514.TW,-139929.64552076077,-852370.3422608281,-383200.11152640113
2026-03-04,1514.TW,-552170.9061811641,-392518.17789101246,74377.55676084368
2026-03-05,1514.TW,65820.26003655237,-591126.5954225409,13285.251396348554
2026-03-06,1514.TW,225414.5997375315,-17150.96136375019,-825286.9025991828
2026-03-09,1514.TW,-524382.6530247588,-3187380.1871353635,-981022.1054568419
2026-03-10,1514.TW,970272.4860033168,-104392.8685441378,524831.031212525
2026-03-11,1514.TW,217967.6088923539,3717474.5160059924,1367698.3814697154
2026-03-12,1514.TW,623812.8700859214,1543487.426958128,-425479.2560386074
2026-03-13,1514.TW,611185.6032901504,392395.4925456938,568278.6948301749
2026-03-16,1514.TW,763035.6288893626,-2947355.4788599326,1225510.4528693978
2026-03-17,1514.TW,-989156.2844023579,-1847304.9432382234,-5343.437208321469
2026-03-18,1514.TW,-536138.2883377889,-1178546.0574308438,993826.007546794
2026-03-19,1514.TW,1203337.5602863303,3710153.3392949835,429985.44782869885
2026-03-20,1514.TW,1084001.2992932058,1646480.1390769533,112907.1757695736
2026-03-23,1514.TW,-1227859.111259441,721569.7106313237,131269.41517693907
2026-03-24,1514.TW,283646.85446769965,2084781.0186754598,519471.1395530567
2026-03-25,1514.TW,-1882774.2496652212,1991410.5327994814,977857.6138118235
2026-03-26,1514.TW,-805806.1318401875,-302577.79460354755,72673.13164602628
2026-03-27,1514.TW,1271628.6047671083,3568678.0644045044,1244356.8471018053
2026-03-30,1514.TW,237072.6299548063,4116297.572663656,559953.5285308069
2026-03-31,1514.TW,-470135.91742918885,-1172696.2103907906,367779.190577738
2026-04-01,1514.TW,-160331.51396560672,-1149243.3465340869,-39360.01173698943
2026-04-02,1514.TW,848120.4453773877,711016.7095297044,289657.68584886997
2026-04-03,1514.TW,1419608.317875073,-178010.0768879695,97860.96018089927
2026-04-06,1514.TW,-2955431.737324373,-5583110.629874087,-920602.434874569
2026-04-07,1514.TW,-237289.27107855742,575417.5704473975,-100425.63503922225
2026-04-08,1514.TW,-76086.85680196568,-2476857.1188360206,732831.5818501362
2026-04-09,1514.TW,-1210747.359612607,-2409199.3323941124,-990390.6945842231
2026-04-10,1514.TW,697724.4498602533,810927.7800062746,191619.95493600747
2026-04-13,1514.TW,1767289.0040021916,1138567.7370433945,-152623.4506257477
2026-04-14,1514.TW,-1107711.8526295736,-2924978.3163405047,-246760.51746374863
2026-04-15,1514.TW,1446865.110209254,-1105897.3100648108,-694389.3477678864
2026-04-16,1514.TW,197917.3546684059,606449.2153120956,-73824.52032431064
2026-04-17,1514.TW,-958179.182020914,-678459.2667331212,-367140.0225406981
2026-04-20,1514.TW,-91253.3180340709,1158452.2952845723,970044.4537054116
2026-04-21,1514.TW,973217.3505341456,-1121266.7488032996,-93760.38061588467
2026-04-22,1514.TW,2142847.778054253,7161555.559725552,1663171.7879366889
2026-04-23,1514.TW,-6904.647047590464,1425747.1925502685,-147338.73606691032
2026-04-24,1514.TW,-608071.6049716778,-568663.308923118,-265353.83904999465
2026-04-27,1514.TW,-1822060.7085680391,387824.3517337299,-530784.9279005167
2026-04-28,1514.TW,691872.4911541479,36104.61208332301,306577.6603802086
2026-04-29,1514.TW,857944.1408513153,5741947.143740894,393186.173897348
2026-04-30,1514.TW,-231387.0358982494,-2518309.4196525775,57141.81112447515
2026-05-01,1514.TW,-337419.6354042647,-2141727.7232916486,-144287.36329824792
2026-05-04,1514.TW,909597.3590830257,455407.3248292318,417917.1979269973
2026-05-05,1514.TW,863018.7183573614,1525042.3174399163,-130893.7215292516
2026-05-06,1514.TW,110510.98538882783,-581264.7662222525,-424966.98336360115
2026-05-07,1514.TW,172608.71117403152,-130310.9118746898,-509261.8923972948
2026-05-08,1514.TW,-867229.0700069799,-1174446.274638529,-1236583.5290737348
2026-05-11,1514.TW,1213138.5245816298,-2355792.6156881815,-1773081.771686774
2026-05-12,1514.TW,489124.30758126086,-1838890.7837647996,-777427.9804781801
2026-05-13,1514.TW,1007091.5773627851,1670913.8104845942,547758.1077018693
2026-05-14,1514.TW,-933407.3816706972,-2551977.920720917,-614440.2120834072
2026-05-15,1514.TW,4089582.311234437,-998321.7312475586,-515549.43196429126
2026-05-18,1514.TW,286261.41164777376,584095.5064771663,331731.4576364865
2026-05-19,1514.TW,112916.19861322641,-3999393.833833024,-445290.66974607646
2026-05-20,1514.TW,124092.95487756794,-1578350.151668523,-23510.15960270248
2026-05-21,1514.TW,-876168.194400872,484264.0136024471,-316697.53055945795
2026-05-22,1514.TW,10514.029196386535,50875.338371822145,-343200.6291582987
2026-05-25,1514.TW,718178.4761906529,187624.3422436128,-362488.4246547446
2026-05-26,1514.TW,905921.5772461321,-757892.2533778321,736156.9477502641
2026-05-27,1514.TW,793841.9419987634,595343.5305261009,554250.7756319124
2026-05-28,1514.TW,1611241.7966658385,-1448629.9337301995,-280938.42631745985
2026-05-29,1514.TW,1401612.4354051496,-1874234.9332270848,758031.433041671
2026-06-01,1514.TW,750618.8188817919,522357.6055894942,42445.47592701567
2026-06-02,1514.TW,-181174.68403066535,-1054576.3456937266,306410.7473187436
2026-06-03,1514.TW,-1405292.286985199,-1190619.159013249,-56794.85050048932
2026-06-04,1514.TW,742335.4998977794,1210850.8511852608,-671133.6210129978
2026-06-05,1514.TW,-945976.5453629532,489236.4121436141,37000.43915567554
2026-06-08,1514.TW,-299541.7533981294,-708321.4105676785,74394.39874270014
2026-06-09,1514.TW,-2071627.818897043,-1889480.0762757075,-14545.170242504944
2026-06-10,1514.TW,-411130.2911905118,-2833933.6357411514,-34947.38331762783
2026-06-11,1514.TW,-70238.80924261262,-1456713.8431195735,-919245.910757206
2026-06-12,1514.TW,-106776.63010645745,707971.2948041204,859774.5767293612
2026-06-15,1514.TW,1694197.4118890294,-417003.1047981413,-589576.2560929486
2026-06-16,1514.TW,203399.8798489048,878343.8659050346,-422485.104985867
2026-06-17,1514.TW,789337.9398269118,-400277.8940067925,-447576.4487493653
2026-06-18,1514.TW,493811.5355785927,1005194.361312502,270160.3204535007
2026-06-19,1514.TW,-2189687.5340417195,-198878.9914421735,-363385.74756567844
2026-06-22,1514.TW,-975138.8343779054,-182247.5467894081,-456106.83378518425
2026-06-23,1514.TW,8906.700770363386,495315.95560003916,434749.12218108797
2026-06-24,1514.TW,1733254.0665969723,1216220.188862607,-436425.81853725004
2026-06-25,1514.TW,217388.8102643041,-54620.07699737005,-412877.1399556084
2026-06-26,1514.TW,1662.7279369162425,-744233.8547471394,-965169.0102874378
2026-06-29,1514.TW,307050.4041888552,2097244.126957287,-432955.35558151396
2026-06-30,1514.TW,165832.0344817654,1424733.361680797,-188489.0955016021
2026-07-01,1514.TW,-754845.4816047789,-87294.42052328784,-788629.4371134321
2026-07-02,1514.TW,2369957.02468005,-1400507.3984885626,-720479.9695793355
2026-07-03,1514.TW,-295021.549837835,779621.7434166854,-20132.926185109827
2026-07-06,1514.TW,399572.2731796462,1231070.827412392,-297320.4306413263
2026-07-07,1514.TW,-3387558.5942472727,2007114.1073149724,-331036.388432939
2026-07-08,1514.TW,2080456.5465271687,3695042.486758355,711259.0433482861
2026-07-09,1514.TW,1557322.8218945754,2633866.8677244303,404045.564170893
2026-07-10,1514.TW,-736401.671788603,-573009.1353735569,264169.4697914691
2026-07-13,1514.TW,-2402228.4124677116,-1639149.1365035404,918548.8063077035
2026-07-14,1514.TW,848934.4408381116,-1451950.7525493489,-1778497.7303835223
2026-07-15,1514.TW,-102366.55906453024,318611.16144412,-404132.7760137608
2026-07-16,1514.TW,175518.16229759814,-1565901.6090725954,-277253.4198929731
2026-07-17,1514.TW,194115.6145416735,955293.2520283506,361051.69660401676
2026-07-20,1514.TW,506242.7336260047,1815764.5448262314,-48483.59935659153
2026-07-21,1514.TW,22240.08435673795,500684.4286803704,502874.0547380167
2026-07-22,1514.TW,876773.0712383619,1531541.3129581832,406929.50248486816
2026-07-23,1514.TW,2024605.2113433024,-134520.08579818855,362437.09632523096
2026-07-24,1514.TW,-891881.5966132592,-1230186.3642132916,237812.91572157157
2026-07-27,1514.TW,825392.6849890328,863985.1796391483,-61070.37181051703
2026-07-28,1514.TW,2839304.6193312556,-474737.0968845481,402521.64710863656
2026-07-29,1514.TW,621668.3621972959,332452.39388728066,298703.4282217628
2026-07-30,1514.TW,552414.7401965609,-1749366.4470051408,-221141.5307109263
2026-07-31,1514.TW,-1401126.871707906,572618.6889405787,519728.22788514424
2026-08-03,1514.TW,-195626.03554536751,5123778.957525851,129284.41886506882
2026-08-04,1514.TW,405168.8176606666,1442424.1886457345,-443063.2910772923
2025-10-01,1519.TW,1681875.4136836997,-39730.06654457978,-1013.6162543969558
2025-10-02,1519.TW,107961.8845561325,-396656.429062563,-40124.8537703954
2025-10-03,1519.TW,210009.5831520876,-940054.5913236517,23176.238508637587
2025-10-06,1519.TW,27831.447061154555,-945017.5448332941,-330555.198630863
2025-10-07,1519.TW,-400539.57032592053,752083.2307050931,-99906.0287249817
2025-10-08,1519.TW,-262203.07623403444,169950.9204480179,-43333.86957015822
2025-10-09,1519.TW,-1683854.3869950646,-1405484.567797886,-21095.729114547255
2025-10-10,1519.TW,-474503.1645033263,-419203.2883193699,-332845.816127227
2025-10-13,1519.TW,197322.88925472434,-291077.8554419912,-61572.92289840347
2025-10-14,1519.TW,928460.773062799,166760.48285335602,445494.2789477429
2025-10-15,1519.TW,-271465.4231317691,-265193.1199188408,-206083.12759798634
2025-10-16,1519.TW,1032598.0895600575,782012.5799256542,72181.08412232748
2025-10-17,1519.TW,-383018.42946528445,-251269.10169268138,-85021.28246102745
2025-10-20,1519.TW,-618940.9618555979,-522607.7296690404,-139905.50927926652
2025-10-21,1519.TW,275244.6584545947,-195837.04866242898,-154981.8556483909
2025-10-22,1519.TW,1389269.2645428323,1654285.7737467396,-103024.98501376109
2025-10-23,1519.TW,254777.1160662769,810153.302530102,362068.8555882822
2025-10-24,1519.TW,985402.9651097285,1642845.668322663,356435.7735144971
2025-10-27,1519.TW,277114.3583079352,82976.51568911059,290013.5336210251
2025-10-28,1519.TW,-247392.71067329164,347414.4546686583,-35820.08441645139
2025-10-29,1519.TW,81147.42709724391,-42844.40207209498,-13265.744596217173
2025-10-30,1519.TW,-2214172.7858447693,1310834.3788430325,36784.145446786366
2025-10-31,1519.TW,-7668.221485635913,90666.28451257362,268724.99020433053
2025-11-03,1519.TW,753839.8211438932,862304.9869330445,55234.424265102134
2025-11-04,1519.TW,1426820.6243764344,2822842.007885468,139005.10310079932
2025-11-05,1519.TW,-23612.288389536436,1303951.061059618,331553.0216080294
2025-11-06,1519.TW,1264301.5187369743,1717939.2710511992,170495.42336393453
2025-11-07,1519.TW,321880.7566135238,-363922.054397241,-79817.47775635205
2025-11-10,1519.TW,-14349.728003850965,58187.94665466223,78604.29299950131
2025-11-11,1519.TW,17183.29733967992,403684.07692057977,-2462.1914626617363
2025-11-12,1519.TW,-562107.2433148884,1687960.9730453743,244648.33761403957
2025-11-13,1519.TW,-113741.99151258389,-152523.73636748578,68873.19975324032
2025-11-14,1519.TW,667196.880322586,64556.0992128863,-94888.77277180117
2025-11-17,1519.TW,955766.9123687756,80334.68622834666,135850.46168355062
2025-11-18,1519.TW,1111012.8594125262,-3813442.229750697,-399425.68819801573
2025-11-19,1519.TW,-1824352.7988943898,-992899.5502123396,111798.21316612014
2025-11-20,1519.TW,-2463611.311637849,381513.0825776581,458207.38868691237
2025-11-21,1519.TW,-655007.9421128924,2226986.1455715164,700196.618306369
2025-11-24,1519.TW,-245512.06661932252,-955070.3898317856,-603859.8275878474
2025-11-25,1519.TW,-365271.9852089624,-85674.06006193277,-210699.4392201621
2025-11-26,1519.TW,-542322.8145457724,-368045.9931410844,621220.3447640047
2025-11-27,1519.TW,230557.85818154248,413852.538891254,-412018.5330106586
2025-11-28,1519.TW,530504.2698284767,1907006.3016706645,431891.9231684029
2025-12-01,1519.TW,544716.9568921537,-1862007.2724390056,258394.90934523934
2025-12-02,1519.TW,557407.8191255464,-1397080.2961513507,-225535.45279334532
2025-12-03,1519.TW,211605.21438301343,231232.88764325704,312055.033663749
2025-12-04,1519.TW,311603.7928167112,449488.2053466942,-1272563.3126388055
2025-12-05,1519.TW,-445760.4359926315,450159.77013110806,615884.1806151186
2025-12-08,1519.TW,-762049.3523477437,-1539144.090002706,-585477.8775497889
2025-12-09,1519.TW,792966.3447397228,966793.6904766416,298164.23349617346
2025-12-10,1519.TW,152812.26065473363,455117.8973742223,86534.58131886418
2025-12-11,1519.TW,-1000034.1246463605,852904.8905702276,436544.9297116756
2025-12-12,1519.TW,316550.7804473225,723064.951140743,-503170.87073406944
2025-12-15,1519.TW,2618213.6778640132,-684748.5440002095,-728603.2065154999
2025-12-16,1519.TW,-1244035.9520166796,-433124.2005751979,448672.9758442288
2025-12-17,1519.TW,956641.8437863817,148591.66510061477,-114320.65348726857
2025-12-18,1519.TW,2594743.488408366,3941019.182048192,601114.0116306284
2025-12-19,1519.TW,1914564.332360076,-304359.80158400757,-368085.32867211837
2025-12-22,1519.TW,1380071.2609626395,-633208.9706515594,110047.215920786
2025-12-23,1519.TW,-621710.1410129862,96660.32785127455,-144501.4132833123
2025-12-24,1519.TW,264206.8155482005,-2110734.3188454364,446512.8876206725
2025-12-25,1519.TW,200853.47102336749,-411859.9289305149,303676.61531785264
2025-12-26,1519.TW,-454936.3354615343,-648689.6223131997,-96315.09477149363
2025-12-29,1519.TW,14074.0198381613,-3618022.149643288,-405712.7675346863
2025-12-30,1519.TW,175736.5171029163,-1164951.5300059414,-197061.31310696522
2025-12-31,1519.TW,104912.53380611671,-287819.39468185976,-396773.6359860248
2026-01-01,1519.TW,938635.0033762886,259413.40740840288,-75499.00266390337
2026-01-02,1519.TW,93234.73990523923,-286448.98303806694,-28636.328206630955
2026-01-05,1519.TW,-814842.3707609684,-907783.9751180522,-542681.3297981124
2026-01-06,1519.TW,-343288.27246310195,133586.02140188773,59969.474987459886
2026-01-07,1519.TW,1451115.513374324,1932004.0264895214,593115.348238008
2026-01-08,1519.TW,2181659.9037249866,145248.27487410684,44177.6438093135
2026-01-09,1519.TW,-2116899.001964843,-1952223.2867173937,281347.0840999288
2026-01-12,1519.TW,1018437.0941369554,952673.3464708729,-544108.5288179824
2026-01-13,1519.TW,-604847.5435843088,248138.85289635422,-401812.9004490135
2026-01-14,1519.TW,729339.1656079937,1714974.7129455125,-227809.95686363603
2026-01-15,1519.TW,-595271.086383166,1105532.7709359434,-4566.115131313243
2026-01-16,1519.TW,1563568.2471570137,-1753346.7190770742,-1061883.79312284
2026-01-19,1519.TW,439629.4584056912,-456014.1116572822,-1023770.9521795335
2026-01-20,1519.TW,-2583678.9901534086,-1447121.6479754972,-465559.87064046576
2026-01-21,1519.TW,-2123447.3828308117,-830272.0894262067,-159133.01225826849
2026-01-22,1519.TW,693981.6107032427,-149008.10688043054,194101.53296245163
2026-01-23,1519.TW,-708909.4630296837,-313978.1786285387,-29057.085632907187
2026-01-26,1519.TW,670167.9328628216,1741989.2195946546,890427.044120994
2026-01-27,1519.TW,-68793.31205391692,1198184.9738408204,41270.82085763736
2026-01-28,1519.TW,280126.9859922889,-2874458.6986105903,-226773.27841554093
2026-01-29,1519.TW,-94024.28881762922,1301873.7993358562,-253276.3193377353
2026-01-30,1519.TW,-2182723.7059554034,-1652282.663679332,-4035.770847678359
2026-02-02,1519.TW,-733804.7437579725,-319259.12189009495,-500144.2543974242
2026-02-03,1519.TW,395933.5224522079,-1675630.4710609936,4629.70535633713
2026-02-04,1519.TW,-396965.4799807809,-1488749.0771743283,-764910.8504226014
2026-02-05,1519.TW,-111967.37240526557,381505.94192172145,263124.2888771601
2026-02-06,1519.TW,-1145049.265713633,-1194967.189569836,-401039.9061233327
2026-02-09,1519.TW,1182245.3739862542,128749.86855985911,377590.641023095
2026-02-10,1519.TW,1962457.5210467617,1678541.0451978862,379305.8245109987
2026-02-11,1519.TW,-382377.6170162736,454488.3851550341,298827.9175119238
2026-02-12,1519.TW,-155902.06724092216,-520014.82679284643,309072.9461614868
2026-02-13,1519.TW,303634.2991252607,576607.7964474586,-16216.765160100083
2026-02-16,1519.TW,2829354.697191258,2922453.5767585696,196864.55961501494
2026-02-17,1519.TW,345481.58670411486,1523202.592430651,288540.7782688517
2026-02-18,1519.TW,1562777.582769574,5066338.388544508,1797656.440953685
2026-02-19,1519.TW,527891.6194205369,2229882.2999509205,193565.42948544404
2026-02-20,1519.TW,1487028.4178281645,404963.5272206985,731114.3448647499
2026-02-23,1519.TW,-747609.3260809061,770286.3852050626,681874.4110516685
2026-02-24,1519.TW,-423636.3045370977,-334219.42747106205,-5561.143212381634
2026-02-25,1519.TW,-95948.67326287471,2243954.3279276807,-488861.6192101537
2026-02-26,1519.TW,-604221.5720592964,2576057.1360191475,59214.3901224329
2026-02-27,1519.TW,612726.6093544806,1373899.4551147076,202848.54479620207
2026-03-02,1519.TW,244993.96411511558,-236719.91695948705,-411137.57420644356
2026-03-03,1519.TW,161341.4282358041,-605929.7775224796,198122.13688459614
2026-03-04,1519.TW,-1807003.793266657,-1153668.3272191032,-472037.94673185085
2026-03-05,1519.TW,-331176.9592832348,2322637.9190579313,-447343.80449442286
2026-03-06,1519.TW,1201502.3461231207,395444.45810023777,-566381.612731022
2026-03-09,1519.TW,114223.57359477814,1829095.4633323653,359186.68065164407
2026-03-10,1519.TW,236897.141688552,770513.2586355206,498440.9530744831
2026-03-11,1519.TW,1023636.5835655059,3182019.2140751965,-59086.95374635304
2026-03-12,1519.TW,-1393062.2457520727,265940.0661715632,666652.2134874503
2026-03-13,1519.TW,,,
2026-03-16,1519.TW,1677263.9480478526,-451263.91561213887,-124123.16919653602
2026-03-17,1519.TW,697463.7006614066,-714959.1031585967,-361455.87270301266
2026-03-18,1519.TW,10827.441756832384,-909955.6795987289,159106.26078789565
2026-03-19,1519.TW,-28241.038493396172,-47455.08323314457,-86998.79652465318
2026-03-20,1519.TW,-304164.6077231629,37046.790273239734,179887.62419013344
2026-03-23,1519.TW,817538.7739414691,5332685.1125604175,803735.394543914
2026-03-24,1519.TW,628781.2881763247,961714.3880395937,-387386.08052780386
2026-03-25,1519.TW,995495.1537878141,442969.6806244366,189368.25793086272
2026-03-26,1519.TW,445222.2719331922,2281995.8377719047,28800.949847017997
2026-03-27,1519.TW,523330.13167614705,3441043.712970915,645954.5592485848
2026-03-30,1519.TW,123570.14251859579,3511750.1404307513,1024050.2578017437
2026-03-31,1519.TW,1463251.229786005,-1755474.4228309246,-1747489.045152272
2026-04-01,1519.TW,1148807.3176341348,1087789.2258148713,515224.90863767575
2026-04-02,1519.TW,-181341.05876107898,-1989811.5524739209,134193.43184332125
2026-04-03,1519.TW,-598909.4062087018,-148884.34671558617,-589796.0318231266
2026-04-06,1519.TW,-1871063.6092855202,-1340709.623448092,527148.4450913176
2026-04-07,1519.TW,-449252.5392541643,236203.87920389927,233908.24003260606
2026-04-08,1519.TW,1328474.0032896367,-175751.49892386925,-103098.89107264012
2026-04-09,1519.TW,-443673.32384536474,748481.1560119856,900236.5588683444
2026-04-10,1519.TW,1019901.6577349019,3262222.3051216113,151058.1647616112
2026-04-13,1519.TW,527762.7916484006,663685.2135794279,-474483.34789407253
2026-04-14,1519.TW,636029.725792759,-900933.7872049094,296799.2071935609
2026-04-15,1519.TW,587784.6252981056,1215303.7187237819,243354.41373700125
2026-04-16,1519.TW,-2393674.0111848717,-1537540.8554992557,261174.04268795977
2026-04-17,1519.TW,314311.84152589727,2474612.5145527557,832427.4902870627
2026-04-20,1519.TW,-1106157.5877699666,-637584.5742617062,-65279.59049864129
2026-04-21,1519.TW,-995073.2567697797,-715550.2679788502,535470.5007846748
2026-04-22,1519.TW,483255.8234890925,2710942.8060178254,545459.7332224684
2026-04-23,1519.TW,-916838.7356293313,896267.1656766159,83525.91478413313
2026-04-24,1519.TW,-1793066.9299615128,724881.7630312012,-392564.1937919891
2026-04-27,1519.TW,-659402.3945036756,1406960.6528866282,354140.13850327453
2026-04-28,1519.TW,934664.79030978,1146581.7080359077,262589.46665436676
2026-04-29,1519.TW,564027.3207537136,1506379.4674423162,201568.09261587868
2026-04-30,1519.TW,398714.71051759564,-123506.62310626546,-570322.2374061598
2026-05-01,1519.TW,-775979.9969965616,128240.17817519946,-217436.18182534867
2026-05-04,1519.TW,594202.1388246557,713461.138136568,275001.4314622334
2026-05-05,1519.TW,2016466.3824145556,2677876.413026936,1171625.736598017
2026-05-06,1519.TW,448107.670674136,914425.4853008359,157611.1512923
2026-05-07,1519.TW,1396321.1774223745,-1351379.997624251,-328481.4065512661
2026-05-08,1519.TW,1444586.0631989075,245399.8473282219,933360.1240677447
2026-05-11,1519.TW,-176972.8959173783,-2595887.918104423,-359372.8459583044
2026-05-12,1519.TW,968930.2322818814,3637860.703108432,271902.3402207605
2026-05-13,1519.TW,-417082.04806624417,-3488962.370496649,-164497.80975746643
