GroupId,GroupName,Ticker,TickerCode,Name,CandidateRole,IndexEligible,FlowEligible,DisplayOnly,PrimaryEconomicIdentity,Market,MarketVerified,MarketSource,UITier,SourceVersion,DataEvidence
TWG018,半導體設備,2360.TW,2360,致茂,LEADER,True,True,False,半導體設備,REVIEW,False,FIXTURE_DEFAULT_TW_NOT_VERIFIED,STANDARD,ATTACHED_CANDIDATE_LIST_WITH_CONTROLLED_MARKET_FIXTURE_V0200,DEMO_FIXTURE_DO_NOT_PROMOTE
TWG018,半導體設備,3680.TW,3680,家登,LEADER,True,True,False,半導體設備,REVIEW,False,FIXTURE_DEFAULT_TW_NOT_VERIFIED,STANDARD,ATTACHED_CANDIDATE_LIST_WITH_CONTROLLED_MARKET_FIXTURE_V0200,DEMO_FIXTURE_DO_NOT_PROMOTE
TWG018,半導體設備,3583.TW,3583,辛耘,PEER,True,True,False,半導體設備,REVIEW,False,FIXTURE_DEFAULT_TW_NOT_VERIFIED,STANDARD,ATTACHED_CANDIDATE_LIST_WITH_CONTROLLED_MARKET_FIXTURE_V0200,DEMO_FIXTURE_DO_NOT_PROMOTE
TWG018,半導體設備,6187.TW,6187,萬潤,PEER,True,True,False,半導體設備,REVIEW,False,FIXTURE_DEFAULT_TW_NOT_VERIFIED,STANDARD,ATTACHED_CANDIDATE_LIST_WITH_CONTROLLED_MARKET_FIXTURE_V0200,DEMO_FIXTURE_DO_NOT_PROMOTE
TWG019,資安/系統整合,3029.TW,3029,零壹,LAGGARD,True,True,False,資安/系統整合,REVIEW,False,FIXTURE_DEFAULT_TW_NOT_VERIFIED,STANDARD,ATTACHED_CANDIDATE_LIST_WITH_CONTROLLED_MARKET_FIXTURE_V0200,DEMO_FIXTURE_DO_NOT_PROMOTE
TWG019,資安/系統整合,6690.TW,6690,安碁資訊,LEADER,True,True,False,資安/系統整合,REVIEW,False,FIXTURE_DEFAULT_TW_NOT_VERIFIED,STANDARD,ATTACHED_CANDIDATE_LIST_WITH_CONTROLLED_MARKET_FIXTURE_V0200,DEMO_FIXTURE_DO_NOT_PROMOTE
TWG019,資安/系統整合,2480.TW,2480,敦陽科,PEER,True,True,False,資安/系統整合,REVIEW,False,FIXTURE_DEFAULT_TW_NOT_VERIFIED,STANDARD,ATTACHED_CANDIDATE_LIST_WITH_CONTROLLED_MARKET_FIXTURE_V0200,DEMO_FIXTURE_DO_NOT_PROMOTE
TWG019,資安/系統整合,6214.TW,6214,精誠,PEER,True,True,False,資安/系統整合,REVIEW,False,FIXTURE_DEFAULT_TW_NOT_VERIFIED,STANDARD,ATTACHED_CANDIDATE_LIST_WITH_CONTROLLED_MARKET_FIXTURE_V0200,DEMO_FIXTURE_DO_NOT_PROMOTE
TWG020,生技醫療,4162.TW,4162,智擎,LAGGARD,True,True,False,生技醫療,REVIEW,False,FIXTURE_DEFAULT_TW_NOT_VERIFIED,STANDARD,ATTACHED_CANDIDATE_LIST_WITH_CONTROLLED_MARKET_FIXTURE_V0200,DEMO_FIXTURE_DO_NOT_PROMOTE
TWG020,生技醫療,6562.TW,6562,聯亞藥,LAGGARD,True,True,False,生技醫療,REVIEW,False,FIXTURE_DEFAULT_TW_NOT_VERIFIED,STANDARD,ATTACHED_CANDIDATE_LIST_WITH_CONTROLLED_MARKET_FIXTURE_V0200,DEMO_FIXTURE_DO_NOT_PROMOTE
TWG020,生技醫療,6446.TW,6446,藥華藥,LEADER,True,True,False,生技醫療,REVIEW,False,FIXTURE_DEFAULT_TW_NOT_VERIFIED,STANDARD,ATTACHED_CANDIDATE_LIST_WITH_CONTROLLED_MARKET_FIXTURE_V0200,DEMO_FIXTURE_DO_NOT_PROMOTE
TWG020,生技醫療,6472.TW,6472,保瑞,LEADER,True,True,False,生技醫療,REVIEW,False,FIXTURE_DEFAULT_TW_NOT_VERIFIED,STANDARD,ATTACHED_CANDIDATE_LIST_WITH_CONTROLLED_MARKET_FIXTURE_V0200,DEMO_FIXTURE_DO_NOT_PROMOTE
TWG020,生技醫療,1795.TW,1795,美時,PEER,True,True,False,生技醫療,REVIEW,False,FIXTURE_DEFAULT_TW_NOT_VERIFIED,STANDARD,ATTACHED_CANDIDATE_LIST_WITH_CONTROLLED_MARKET_FIXTURE_V0200,DEMO_FIXTURE_DO_NOT_PROMOTE
TWG021,機器人,1597.TW,1597,直得,LAGGARD,True,True,False,機器人,REVIEW,False,FIXTURE_DEFAULT_TW_NOT_VERIFIED,WIDE,ATTACHED_CANDIDATE_LIST_WITH_CONTROLLED_MARKET_FIXTURE_V0200,DEMO_FIXTURE_DO_NOT_PROMOTE
TWG021,機器人,1590.TW,1590,亞德客-KY,LEADER,True,True,False,機器人,REVIEW,False,FIXTURE_DEFAULT_TW_NOT_VERIFIED,WIDE,ATTACHED_CANDIDATE_LIST_WITH_CONTROLLED_MARKET_FIXTURE_V0200,DEMO_FIXTURE_DO_NOT_PROMOTE
TWG021,機器人,2049.TW,2049,上銀,LEADER,True,True,False,機器人,REVIEW,False,FIXTURE_DEFAULT_TW_NOT_VERIFIED,WIDE,ATTACHED_CANDIDATE_LIST_WITH_CONTROLLED_MARKET_FIXTURE_V0200,DEMO_FIXTURE_DO_NOT_PROMOTE
TWG021,機器人,2308.TW,2308,台達電,PEER,True,True,False,機器人,TWSE,True,8bd5bc08-9d82-4fb1-98d0-1763f5210a27.py,WIDE,ATTACHED_CANDIDATE_LIST_WITH_CONTROLLED_MARKET_FIXTURE_V0200,DEMO_FIXTURE_DO_NOT_PROMOTE
TWG021,機器人,2359.TW,2359,所羅門,PEER,True,True,False,機器人,REVIEW,False,FIXTURE_DEFAULT_TW_NOT_VERIFIED,WIDE,ATTACHED_CANDIDATE_LIST_WITH_CONTROLLED_MARKET_FIXTURE_V0200,DEMO_FIXTURE_DO_NOT_PROMOTE
TWG021,機器人,2464.TW,2464,盟立,PEER,True,True,False,機器人,REVIEW,False,FIXTURE_DEFAULT_TW_NOT_VERIFIED,WIDE,ATTACHED_CANDIDATE_LIST_WITH_CONTROLLED_MARKET_FIXTURE_V0200,DEMO_FIXTURE_DO_NOT_PROMOTE
TWG022,矽智財 IP,3529.TW,3529,力旺,LEADER,True,True,False,矽智財 IP,REVIEW,False,FIXTURE_DEFAULT_TW_NOT_VERIFIED,STANDARD,ATTACHED_CANDIDATE_LIST_WITH_CONTROLLED_MARKET_FIXTURE_V0200,DEMO_FIXTURE_DO_NOT_PROMOTE
TWG022,矽智財 IP,6533.TW,6533,晶心科,PEER,True,True,False,矽智財 IP,REVIEW,False,FIXTURE_DEFAULT_TW_NOT_VERIFIED,STANDARD,ATTACHED_CANDIDATE_LIST_WITH_CONTROLLED_MARKET_FIXTURE_V0200,DEMO_FIXTURE_DO_NOT_PROMOTE
TWG022,矽智財 IP,6643.TW,6643,M31,PEER,True,True,False,矽智財 IP,REVIEW,False,FIXTURE_DEFAULT_TW_NOT_VERIFIED,STANDARD,ATTACHED_CANDIDATE_LIST_WITH_CONTROLLED_MARKET_FIXTURE_V0200,DEMO_FIXTURE_DO_NOT_PROMOTE
TWG023,被動元件,3026.TW,3026,禾伸堂,LAGGARD,True,True,False,被動元件,REVIEW,False,FIXTURE_DEFAULT_TW_NOT_VERIFIED,STANDARD,ATTACHED_CANDIDATE_LIST_WITH_CONTROLLED_MARKET_FIXTURE_V0200,DEMO_FIXTURE_DO_NOT_PROMOTE
TWG023,被動元件,2327.TW,2327,國巨,LEADER,True,True,False,被動元件,REVIEW,False,FIXTURE_DEFAULT_TW_NOT_VERIFIED,STANDARD,ATTACHED_CANDIDATE_LIST_WITH_CONTROLLED_MARKET_FIXTURE_V0200,DEMO_FIXTURE_DO_NOT_PROMOTE
TWG023,被動元件,2492.TW,2492,華新科,PEER,True,True,False,被動元件,REVIEW,False,FIXTURE_DEFAULT_TW_NOT_VERIFIED,STANDARD,ATTACHED_CANDIDATE_LIST_WITH_CONTROLLED_MARKET_FIXTURE_V0200,DEMO_FIXTURE_DO_NOT_PROMOTE
TWG023,被動元件,6173.TW,6173,信昌電,PEER,True,True,False,被動元件,REVIEW,False,FIXTURE_DEFAULT_TW_NOT_VERIFIED,STANDARD,ATTACHED_CANDIDATE_LIST_WITH_CONTROLLED_MARKET_FIXTURE_V0200,DEMO_FIXTURE_DO_NOT_PROMOTE
TWG024,半導體,5347.TWO,5347,世界先進,LAGGARD,True,True,False,半導體,TPEX,True,9df6891b-d309-4af6-bc58-a21b2907308e.py,WIDE,ATTACHED_CANDIDATE_LIST_WITH_CONTROLLED_MARKET_FIXTURE_V0200,DEMO_FIXTURE_DO_NOT_PROMOTE
TWG024,半導體,6770.TW,6770,力積電,LAGGARD,True,True,False,半導體,TWSE,True,9df6891b-d309-4af6-bc58-a21b2907308e.py,WIDE,ATTACHED_CANDIDATE_LIST_WITH_CONTROLLED_MARKET_FIXTURE_V0200,DEMO_FIXTURE_DO_NOT_PROMOTE
TWG024,半導體,2330.TW,2330,台積電,LEADER,True,True,False,半導體,TWSE,True,9df6891b-d309-4af6-bc58-a21b2907308e.py,WIDE,ATTACHED_CANDIDATE_LIST_WITH_CONTROLLED_MARKET_FIXTURE_V0200,DEMO_FIXTURE_DO_NOT_PROMOTE
TWG024,半導體,3711.TW,3711,日月光投控,LEADER,True,True,False,半導體,TWSE,True,9df6891b-d309-4af6-bc58-a21b2907308e.py,WIDE,ATTACHED_CANDIDATE_LIST_WITH_CONTROLLED_MARKET_FIXTURE_V0200,DEMO_FIXTURE_DO_NOT_PROMOTE
TWG024,半導體,2303.TW,2303,聯電,PEER,True,True,False,半導體,TWSE,True,9df6891b-d309-4af6-bc58-a21b2907308e.py,WIDE,ATTACHED_CANDIDATE_LIST_WITH_CONTROLLED_MARKET_FIXTURE_V0200,DEMO_FIXTURE_DO_NOT_PROMOTE
TWG024,半導體,2454.TW,2454,聯發科,PEER,True,True,False,半導體,TWSE,True,9df6891b-d309-4af6-bc58-a21b2907308e.py,WIDE,ATTACHED_CANDIDATE_LIST_WITH_CONTROLLED_MARKET_FIXTURE_V0200,DEMO_FIXTURE_DO_NOT_PROMOTE
TWG024,半導體,6488.TWO,6488,環球晶,PEER,True,True,False,半導體,TPEX,True,9df6891b-d309-4af6-bc58-a21b2907308e.py,WIDE,ATTACHED_CANDIDATE_LIST_WITH_CONTROLLED_MARKET_FIXTURE_V0200,DEMO_FIXTURE_DO_NOT_PROMOTE
TWG025,低軌衛星,6271.TW,6271,同欣電,LAGGARD,True,True,False,低軌衛星,REVIEW,False,FIXTURE_DEFAULT_TW_NOT_VERIFIED,STANDARD,ATTACHED_CANDIDATE_LIST_WITH_CONTROLLED_MARKET_FIXTURE_V0200,DEMO_FIXTURE_DO_NOT_PROMOTE
TWG025,低軌衛星,3491.TWO,3491,昇達科,LEADER,True,True,False,低軌衛星,TPEX,True,8bd5bc08-9d82-4fb1-98d0-1763f5210a27.py,STANDARD,ATTACHED_CANDIDATE_LIST_WITH_CONTROLLED_MARKET_FIXTURE_V0200,DEMO_FIXTURE_DO_NOT_PROMOTE
TWG025,低軌衛星,2314.TW,2314,台揚,PEER,True,True,False,低軌衛星,TWSE,True,8bd5bc08-9d82-4fb1-98d0-1763f5210a27.py,STANDARD,ATTACHED_CANDIDATE_LIST_WITH_CONTROLLED_MARKET_FIXTURE_V0200,DEMO_FIXTURE_DO_NOT_PROMOTE
TWG025,低軌衛星,6285.TW,6285,啟碁,PEER,True,True,False,低軌衛星,REVIEW,False,FIXTURE_DEFAULT_TW_NOT_VERIFIED,STANDARD,ATTACHED_CANDIDATE_LIST_WITH_CONTROLLED_MARKET_FIXTURE_V0200,DEMO_FIXTURE_DO_NOT_PROMOTE
TWG026,BBU 備援電池,3211.TW,3211,順達,LAGGARD,True,True,False,BBU 備援電池,TWSE,True,8bd5bc08-9d82-4fb1-98d0-1763f5210a27.py+9df6891b-d309-4af6-bc58-a21b2907308e.py,STANDARD,ATTACHED_CANDIDATE_LIST_WITH_CONTROLLED_MARKET_FIXTURE_V0200,DEMO_FIXTURE_DO_NOT_PROMOTE
TWG026,BBU 備援電池,4931.TW,4931,新盛力,LEADER,True,True,False,BBU 備援電池,TWSE,True,8bd5bc08-9d82-4fb1-98d0-1763f5210a27.py+9df6891b-d309-4af6-bc58-a21b2907308e.py,STANDARD,ATTACHED_CANDIDATE_LIST_WITH_CONTROLLED_MARKET_FIXTURE_V0200,DEMO_FIXTURE_DO_NOT_PROMOTE
TWG026,BBU 備援電池,3323.TW,3323,加百裕,PEER,True,True,False,BBU 備援電池,TWSE,True,8bd5bc08-9d82-4fb1-98d0-1763f5210a27.py+9df6891b-d309-4af6-bc58-a21b2907308e.py,STANDARD,ATTACHED_CANDIDATE_LIST_WITH_CONTROLLED_MARKET_FIXTURE_V0200,DEMO_FIXTURE_DO_NOT_PROMOTE
TWG026,BBU 備援電池,6781.TW,6781,AES-KY,PEER,True,True,False,BBU 備援電池,TWSE,True,8bd5bc08-9d82-4fb1-98d0-1763f5210a27.py+9df6891b-d309-4af6-bc58-a21b2907308e.py,STANDARD,ATTACHED_CANDIDATE_LIST_WITH_CONTROLLED_MARKET_FIXTURE_V0200,DEMO_FIXTURE_DO_NOT_PROMOTE
TWG027,光學,3019.TW,3019,亞光,LAGGARD,True,True,False,光學,REVIEW,False,FIXTURE_DEFAULT_TW_NOT_VERIFIED,STANDARD,ATTACHED_CANDIDATE_LIST_WITH_CONTROLLED_MARKET_FIXTURE_V0200,DEMO_FIXTURE_DO_NOT_PROMOTE
TWG027,光學,3008.TW,3008,大立光,LEADER,True,True,False,光學,REVIEW,False,FIXTURE_DEFAULT_TW_NOT_VERIFIED,STANDARD,ATTACHED_CANDIDATE_LIST_WITH_CONTROLLED_MARKET_FIXTURE_V0200,DEMO_FIXTURE_DO_NOT_PROMOTE
TWG027,光學,3362.TW,3362,先進光,PEER,True,True,False,光學,REVIEW,False,FIXTURE_DEFAULT_TW_NOT_VERIFIED,STANDARD,ATTACHED_CANDIDATE_LIST_WITH_CONTROLLED_MARKET_FIXTURE_V0200,DEMO_FIXTURE_DO_NOT_PROMOTE
TWG027,光學,3406.TW,3406,玉晶光,PEER,True,True,False,光學,REVIEW,False,FIXTURE_DEFAULT_TW_NOT_VERIFIED,STANDARD,ATTACHED_CANDIDATE_LIST_WITH_CONTROLLED_MARKET_FIXTURE_V0200,DEMO_FIXTURE_DO_NOT_PROMOTE
TWG028,條鋼,2012.TW,2012,春雨,LAGGARD,True,True,False,條鋼,REVIEW,False,FIXTURE_DEFAULT_TW_NOT_VERIFIED,STANDARD,ATTACHED_CANDIDATE_LIST_WITH_CONTROLLED_MARKET_FIXTURE_V0200,DEMO_FIXTURE_DO_NOT_PROMOTE
TWG028,條鋼,2015.TW,2015,豐興,LEADER,True,True,False,條鋼,REVIEW,False,FIXTURE_DEFAULT_TW_NOT_VERIFIED,STANDARD,ATTACHED_CANDIDATE_LIST_WITH_CONTROLLED_MARKET_FIXTURE_V0200,DEMO_FIXTURE_DO_NOT_PROMOTE
TWG028,條鋼,2006.TW,2006,東和鋼鐵,PEER,True,True,False,條鋼,REVIEW,False,FIXTURE_DEFAULT_TW_NOT_VERIFIED,STANDARD,ATTACHED_CANDIDATE_LIST_WITH_CONTROLLED_MARKET_FIXTURE_V0200,DEMO_FIXTURE_DO_NOT_PROMOTE
TWG028,條鋼,2028.TW,2028,威致,PEER,True,True,False,條鋼,REVIEW,False,FIXTURE_DEFAULT_TW_NOT_VERIFIED,STANDARD,ATTACHED_CANDIDATE_LIST_WITH_CONTROLLED_MARKET_FIXTURE_V0200,DEMO_FIXTURE_DO_NOT_PROMOTE
TWG029,鋼鐵,2017.TW,2017,官田鋼,LAGGARD,True,True,False,鋼鐵,REVIEW,False,FIXTURE_DEFAULT_TW_NOT_VERIFIED,WIDE,ATTACHED_CANDIDATE_LIST_WITH_CONTROLLED_MARKET_FIXTURE_V0200,DEMO_FIXTURE_DO_NOT_PROMOTE
TWG029,鋼鐵,2029.TW,2029,盛餘,LAGGARD,True,True,False,鋼鐵,REVIEW,False,FIXTURE_DEFAULT_TW_NOT_VERIFIED,WIDE,ATTACHED_CANDIDATE_LIST_WITH_CONTROLLED_MARKET_FIXTURE_V0200,DEMO_FIXTURE_DO_NOT_PROMOTE
TWG029,鋼鐵,2002.TW,2002,中鋼,LEADER,True,True,False,鋼鐵,REVIEW,False,FIXTURE_DEFAULT_TW_NOT_VERIFIED,WIDE,ATTACHED_CANDIDATE_LIST_WITH_CONTROLLED_MARKET_FIXTURE_V0200,DEMO_FIXTURE_DO_NOT_PROMOTE
TWG029,鋼鐵,2014.TW,2014,中鴻,PEER,True,True,False,鋼鐵,REVIEW,False,FIXTURE_DEFAULT_TW_NOT_VERIFIED,WIDE,ATTACHED_CANDIDATE_LIST_WITH_CONTROLLED_MARKET_FIXTURE_V0200,DEMO_FIXTURE_DO_NOT_PROMOTE
TWG029,鋼鐵,2023.TW,2023,燁輝,PEER,True,True,False,鋼鐵,REVIEW,False,FIXTURE_DEFAULT_TW_NOT_VERIFIED,WIDE,ATTACHED_CANDIDATE_LIST_WITH_CONTROLLED_MARKET_FIXTURE_V0200,DEMO_FIXTURE_DO_NOT_PROMOTE
TWG029,鋼鐵,9957.TW,9957,燁聯,PEER,True,True,False,鋼鐵,REVIEW,False,FIXTURE_DEFAULT_TW_NOT_VERIFIED,WIDE,ATTACHED_CANDIDATE_LIST_WITH_CONTROLLED_MARKET_FIXTURE_V0200,DEMO_FIXTURE_DO_NOT_PROMOTE
TWG030,散裝航運,2641.TW,2641,正德,LAGGARD,True,True,False,散裝航運,REVIEW,False,FIXTURE_DEFAULT_TW_NOT_VERIFIED,WIDE,ATTACHED_CANDIDATE_LIST_WITH_CONTROLLED_MARKET_FIXTURE_V0200,DEMO_FIXTURE_DO_NOT_PROMOTE
TWG030,散裝航運,5608.TW,5608,四維航,LAGGARD,True,True,False,散裝航運,REVIEW,False,FIXTURE_DEFAULT_TW_NOT_VERIFIED,WIDE,ATTACHED_CANDIDATE_LIST_WITH_CONTROLLED_MARKET_FIXTURE_V0200,DEMO_FIXTURE_DO_NOT_PROMOTE
TWG030,散裝航運,2637.TW,2637,慧洋-KY,LEADER,True,True,False,散裝航運,REVIEW,False,FIXTURE_DEFAULT_TW_NOT_VERIFIED,WIDE,ATTACHED_CANDIDATE_LIST_WITH_CONTROLLED_MARKET_FIXTURE_V0200,DEMO_FIXTURE_DO_NOT_PROMOTE
TWG030,散裝航運,2605.TW,2605,新興,PEER,True,True,False,散裝航運,REVIEW,False,FIXTURE_DEFAULT_TW_NOT_VERIFIED,WIDE,ATTACHED_CANDIDATE_LIST_WITH_CONTROLLED_MARKET_FIXTURE_V0200,DEMO_FIXTURE_DO_NOT_PROMOTE
TWG030,散裝航運,2606.TW,2606,裕民,PEER,True,True,False,散裝航運,REVIEW,False,FIXTURE_DEFAULT_TW_NOT_VERIFIED,WIDE,ATTACHED_CANDIDATE_LIST_WITH_CONTROLLED_MARKET_FIXTURE_V0200,DEMO_FIXTURE_DO_NOT_PROMOTE
TWG030,散裝航運,2612.TW,2612,中航,PEER,True,True,False,散裝航運,REVIEW,False,FIXTURE_DEFAULT_TW_NOT_VERIFIED,WIDE,ATTACHED_CANDIDATE_LIST_WITH_CONTROLLED_MARKET_FIXTURE_V0200,DEMO_FIXTURE_DO_NOT_PROMOTE
TWG030,散裝航運,2617.TW,2617,台航,PEER,True,True,False,散裝航運,REVIEW,False,FIXTURE_DEFAULT_TW_NOT_VERIFIED,WIDE,ATTACHED_CANDIDATE_LIST_WITH_CONTROLLED_MARKET_FIXTURE_V0200,DEMO_FIXTURE_DO_NOT_PROMOTE
TWG031,貨櫃航運,2615.TW,2615,萬海,LAGGARD,True,True,False,貨櫃航運,REVIEW,False,FIXTURE_DEFAULT_TW_NOT_VERIFIED,STANDARD,ATTACHED_CANDIDATE_LIST_WITH_CONTROLLED_MARKET_FIXTURE_V0200,DEMO_FIXTURE_DO_NOT_PROMOTE
TWG031,貨櫃航運,2603.TW,2603,長榮,LEADER,True,True,False,貨櫃航運,REVIEW,False,FIXTURE_DEFAULT_TW_NOT_VERIFIED,STANDARD,ATTACHED_CANDIDATE_LIST_WITH_CONTROLLED_MARKET_FIXTURE_V0200,DEMO_FIXTURE_DO_NOT_PROMOTE
TWG031,貨櫃航運,2609.TW,2609,陽明,PEER,True,True,False,貨櫃航運,REVIEW,False,FIXTURE_DEFAULT_TW_NOT_VERIFIED,STANDARD,ATTACHED_CANDIDATE_LIST_WITH_CONTROLLED_MARKET_FIXTURE_V0200,DEMO_FIXTURE_DO_NOT_PROMOTE
