"category","mode","risk","priority","path","reason","action"
"Risk Signal","SEQUENTIAL_GATED","MEDIUM","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\COCKPIT\VAP_Gallery_Cockpit.html","Signal: DATABASE","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","MEDIUM","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\COCKPIT\VAP_Master_Cockpit.html","Signal: DATABASE","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","HIGH","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\COCKPIT\VAP_Master_Cockpit.html","Signal: Stop-Process","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","MEDIUM","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\CONFIG\VAP_VISUAL_SPEC_SSOT.json","Signal: DATABASE","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","MEDIUM","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\DATABASE\VAP_Asset_Registry.csv","Signal: DATABASE","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","MEDIUM","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\DATABASE\VAP_Asset_Registry.json","Signal: DATABASE","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","MEDIUM","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\DATABASE\VAP_Dedupe_Registry.csv","Signal: DATABASE","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","MEDIUM","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\DATABASE\VAP_Dedupe_Registry.json","Signal: DATABASE","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","HIGH","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\DATABASE\VAP_Delete_IconBase_Delete_Result.json","Signal: Stop-Process","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","MEDIUM","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\DATABASE\VAP_Delete_IconBase_Source_Registry.json","Signal: DATABASE","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","MEDIUM","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\DATABASE\VAP_Delete_IconBase_Verification.json","Signal: DATABASE","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","HIGH","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\DATABASE\VAP_IconBase_Delete_Original_Result.json","Signal: Stop-Process","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","MEDIUM","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\DATABASE\VAP_IconBase_Gallery_Manifest.csv","Signal: DATABASE","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","MEDIUM","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\DATABASE\VAP_IconBase_Gallery_Manifest.json","Signal: DATABASE","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","MEDIUM","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\DATABASE\VAP_IconBase_Gallery_Manifest_VisualFix.csv","Signal: DATABASE","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","MEDIUM","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\DATABASE\VAP_IconBase_Gallery_Manifest_VisualFix.json","Signal: DATABASE","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","MEDIUM","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\DATABASE\VAP_IconBase_Managed_Registry.json","Signal: DATABASE","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","MEDIUM","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\DATABASE\VAP_IconBase_PostDelete_Backup_Registry.csv","Signal: DATABASE","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","MEDIUM","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\DATABASE\VAP_IconBase_PostDelete_Managed_Registry.csv","Signal: DATABASE","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","MEDIUM","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\DATABASE\VAP_IconBase_PostDelete_Managed_Registry.json","Signal: DATABASE","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","MEDIUM","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\DATABASE\VAP_IconBase_PostDelete_Verification.json","Signal: DATABASE","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","MEDIUM","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\DATABASE\VAP_IconBase_Project_Assignment_Template.json","Signal: DATABASE","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","MEDIUM","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\DATABASE\VAP_Image_Grouping_Registry.csv","Signal: DATABASE","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","MEDIUM","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\DATABASE\VAP_Image_Grouping_Registry.csv","Signal: canonical","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","MEDIUM","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\DATABASE\VAP_Image_Grouping_Registry.json","Signal: DATABASE","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","MEDIUM","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\DATABASE\VAP_Image_Grouping_Registry.json","Signal: canonical","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","HIGH","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\DATABASE\VAP_Integrate_VHB_Delete_Plan.json","Signal: Stop-Process","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","MEDIUM","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\DATABASE\VAP_PostIntegration_GroupRegistry.csv","Signal: DATABASE","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","MEDIUM","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\DATABASE\VAP_PostIntegration_GroupRegistry.csv","Signal: canonical","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","MEDIUM","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\DATABASE\VAP_PostIntegration_GroupRegistry.json","Signal: DATABASE","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","MEDIUM","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\DATABASE\VAP_PostIntegration_GroupRegistry.json","Signal: canonical","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","MEDIUM","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\_FREEZE\VAP_FINAL_SEAL.csv","Signal: DATABASE","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","HIGH","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\_FREEZE\VAP_FINAL_SEAL.csv","Signal: Stop-Process","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","MEDIUM","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\_FREEZE\VAP_FINAL_SEAL.json","Signal: DATABASE","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","HIGH","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\_FREEZE\VAP_FINAL_SEAL.json","Signal: Stop-Process","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","HIGH","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_freeze_reports\FREEZE_REPORT_RECOVERY_20260608_201541\VeritasNexusCore_FREEZE_Report_v03.html","Signal: Stop-Process","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","MEDIUM","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_ai_onboarding\RUN_20260610_161032\NEXUSCORE_TOOL_MATRIX.csv","Signal: canonical","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","MEDIUM","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_ai_onboarding\RUN_20260610_161032\NEXUSCORE_TOOL_MATRIX.html","Signal: canonical","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","MEDIUM","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_ai_onboarding\RUN_20260610_161032\NEXUSCORE_TOOL_MATRIX.json","Signal: canonical","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","MEDIUM","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_ai_onboarding\RUN_20260610_161210\NEXUSCORE_TOOL_MATRIX.csv","Signal: canonical","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","MEDIUM","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_ai_onboarding\RUN_20260610_161210\NEXUSCORE_TOOL_MATRIX.html","Signal: canonical","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","MEDIUM","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_ai_onboarding\RUN_20260610_161210\NEXUSCORE_TOOL_MATRIX.json","Signal: canonical","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","HIGH","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_supportive_nexuscore_onboarding\RUN_20260610_153602\Invoke-VeritasNexusCore.snapshot.txt","Signal: Stop-Process","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","MEDIUM","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_supportive_nexuscore_onboarding\RUN_20260610_153602\Read_Me_VeritasNexusCore.snapshot.txt","Signal: canonical","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","HIGH","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_supportive_nexuscore_onboarding\RUN_20260610_153602\Read_Me_VeritasNexusCore.snapshot.txt","Signal: Stop-Process","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","HIGH","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_supportive_nexuscore_onboarding\RUN_20260610_154007\Invoke-VeritasNexusCore.snapshot.txt","Signal: Stop-Process","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","MEDIUM","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_supportive_nexuscore_onboarding\RUN_20260610_154007\Read_Me_VeritasNexusCore.snapshot.txt","Signal: canonical","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","HIGH","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_supportive_nexuscore_onboarding\RUN_20260610_154007\Read_Me_VeritasNexusCore.snapshot.txt","Signal: Stop-Process","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","HIGH","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_activation\VIA_ACTIVATION_GATEWAY_FROM_UNIFIED_INPUT_20260609_034748\report\VIA_ActivationGateway_FromUnifiedInput_Report.html","Signal: Stop-Process","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","HIGH","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_activation\VIA_ACTIVATION_GATEWAY_FROM_UNIFIED_INPUT_20260609_034818\report\VIA_ActivationGateway_FromUnifiedInput_Report.html","Signal: Stop-Process","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","HIGH","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_activation\VIA_ACTIVATION_GATEWAY_V02_GATEWAY_HOTFIX_20260609_035258\report\VIA_ActivationGateway_v02_Hotfix_Report.html","Signal: Stop-Process","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","HIGH","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_activation\VIA_ACTIVATION_GATEWAY_V03_STABLE_HOTFIX_20260609_035508\report\VIA_ActivationGateway_v03_StableHotfix_Report.html","Signal: Stop-Process","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","HIGH","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_activation\VIA_ACTIVATION_GATEWAY_V04_INLINE_READY_20260609_035734\report\VIA_ActivationGateway_v04_InlineReady_Report.html","Signal: Stop-Process","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","HIGH","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_activation\VIA_ACTIVATION_GATEWAY_V05_PARAM_FIRST_FINAL_20260609_040014\report\VIA_ActivationGateway_v05_ParamFirst_Report.html","Signal: Stop-Process","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","MEDIUM","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_active\VIA_ACTIVATE_ONCE_20260609_200917\registry\VIA_ActivateOnce_Matrix.csv","Signal: DATABASE","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","MEDIUM","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_active\VIA_ACTIVATE_ONCE_20260609_200917\registry\VIA_ActivateOnce_Matrix.json","Signal: DATABASE","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","MEDIUM","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_active\VIA_ACTIVATE_ONCE_20260609_200917\report\VIA_ActivateOnce_Report.html","Signal: DATABASE","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","HIGH","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_active\VIA_ACTIVATE_ONCE_20260609_200917\report\VIA_ActivateOnce_Report.html","Signal: Stop-Process","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","HIGH","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_active\VIA_ACTIVATION_FREEZE_PROMOTE_20260609_040327\report\VIA_ActivationFreezePromote_Report.html","Signal: Stop-Process","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","HIGH","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_audit\VIA_PS_ACCELERATED_PANORAMA_AUDIT_20260609_175646\registry\VIA_PS_Top10_Accelerators.json","Signal: Stop-Process","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","MEDIUM","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_audit\VIA_PS_ACCELERATED_PANORAMA_AUDIT_20260609_175646\registry\VIA_Top10_LocalFreeLibs_ByFunction_ByLanguage.json","Signal: DATABASE","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","HIGH","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_audit\VIA_PS_ACCELERATED_PANORAMA_AUDIT_v011_20260609_175827\registry\VIA_PS_Top10_Accelerators_v011.json","Signal: Stop-Process","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","MEDIUM","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_audit\VIA_PS_ACCELERATED_PANORAMA_AUDIT_v011_20260609_175827\registry\VIA_Top10_LocalFreeLibs_ByFunction_ByLanguage_v011.json","Signal: DATABASE","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","HIGH","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_audit\VIA_PS_ACCELERATED_PANORAMA_AUDIT_v011_20260609_175827\report\VIA_PS_Accelerated_Panorama_Audit_v011_Report.html","Signal: Stop-Process","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","MEDIUM","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_audit\VIA_PS_ACCELERATED_PANORAMA_AUDIT_v012_20260609_180224\registry\VIA_NonCore_VAP_SequentialReviewPlan_v012.json","Signal: canonical","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","HIGH","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_audit\VIA_PS_ACCELERATED_PANORAMA_AUDIT_v012_20260609_180224\registry\VIA_PS_Top10_Accelerators_v012.json","Signal: Stop-Process","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","MEDIUM","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_audit\VIA_PS_ACCELERATED_PANORAMA_AUDIT_v012_20260609_180224\registry\VIA_Top10_LocalFreeLibs_ByFunction_ByLanguage_v012.json","Signal: DATABASE","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","HIGH","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_audit\VIA_PS_ACCELERATED_PANORAMA_AUDIT_v012_20260609_180224\report\VIA_PS_Accelerated_Panorama_Audit_v012_Report.html","Signal: Stop-Process","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","MEDIUM","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_audit\VIA_PS_ACCELERATED_PANORAMA_AUDIT_v012_20260609_200341\registry\VIA_NonCore_VAP_SequentialReviewPlan_v012.json","Signal: canonical","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","HIGH","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_audit\VIA_PS_ACCELERATED_PANORAMA_AUDIT_v012_20260609_200341\registry\VIA_PS_Top10_Accelerators_v012.json","Signal: Stop-Process","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","MEDIUM","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_audit\VIA_PS_ACCELERATED_PANORAMA_AUDIT_v012_20260609_200341\registry\VIA_Top10_LocalFreeLibs_ByFunction_ByLanguage_v012.json","Signal: DATABASE","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","HIGH","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_audit\VIA_PS_ACCELERATED_PANORAMA_AUDIT_v012_20260609_200341\report\VIA_PS_Accelerated_Panorama_Audit_v012_Report.html","Signal: Stop-Process","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","MEDIUM","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_audit\VIA_VDF_VRN_DATABASE_PRODUCTION_AUDIT_20260609_041403\registry\VIA_LocalFreeLibs_Top10_ByFunction_ByLanguage.json","Signal: DATABASE","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","MEDIUM","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_audit\VIA_VDF_VRN_DATABASE_PRODUCTION_AUDIT_20260609_041403\registry\VIA_VDF_VRN_DatabaseProductionAudit_Matrix.csv","Signal: DATABASE","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","MEDIUM","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_audit\VIA_VDF_VRN_DATABASE_PRODUCTION_AUDIT_20260609_041403\registry\VIA_VDF_VRN_DatabaseProductionAudit_Matrix.csv","Signal: canonical","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","MEDIUM","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_audit\VIA_VDF_VRN_DATABASE_PRODUCTION_AUDIT_20260609_041403\registry\VIA_VDF_VRN_DatabaseProductionAudit_Matrix.json","Signal: DATABASE","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","MEDIUM","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_audit\VIA_VDF_VRN_DATABASE_PRODUCTION_AUDIT_20260609_041403\registry\VIA_VDF_VRN_DatabaseProductionAudit_Matrix.json","Signal: canonical","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","MEDIUM","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_audit\VIA_VDF_VRN_DATABASE_PRODUCTION_AUDIT_20260609_041403\report\VIA_VDF_VRN_DatabaseProductionAudit_Report.html","Signal: DATABASE","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","MEDIUM","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_audit\VIA_VDF_VRN_DATABASE_PRODUCTION_AUDIT_20260609_041403\report\VIA_VDF_VRN_DatabaseProductionAudit_Report.html","Signal: canonical","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","HIGH","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_audit\VIA_VDF_VRN_DATABASE_PRODUCTION_AUDIT_20260609_041403\report\VIA_VDF_VRN_DatabaseProductionAudit_Report.html","Signal: Stop-Process","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","MEDIUM","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_audit\VIA_VDF_VRN_DATABASE_PRODUCTION_AUDIT_20260609_043334\registry\VIA_LocalFreeLibs_Top10_ByFunction_ByLanguage.json","Signal: DATABASE","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","MEDIUM","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_audit\VIA_VDF_VRN_DATABASE_PRODUCTION_AUDIT_20260609_043334\registry\VIA_VDF_VRN_DatabaseProductionAudit_Matrix.csv","Signal: DATABASE","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","MEDIUM","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_audit\VIA_VDF_VRN_DATABASE_PRODUCTION_AUDIT_20260609_043334\registry\VIA_VDF_VRN_DatabaseProductionAudit_Matrix.csv","Signal: canonical","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","MEDIUM","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_audit\VIA_VDF_VRN_DATABASE_PRODUCTION_AUDIT_20260609_043334\registry\VIA_VDF_VRN_DatabaseProductionAudit_Matrix.json","Signal: DATABASE","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","MEDIUM","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_audit\VIA_VDF_VRN_DATABASE_PRODUCTION_AUDIT_20260609_043334\registry\VIA_VDF_VRN_DatabaseProductionAudit_Matrix.json","Signal: canonical","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","MEDIUM","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_audit\VIA_VDF_VRN_DATABASE_PRODUCTION_AUDIT_20260609_043334\report\VIA_VDF_VRN_DatabaseProductionAudit_Report.html","Signal: DATABASE","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","MEDIUM","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_audit\VIA_VDF_VRN_DATABASE_PRODUCTION_AUDIT_20260609_043334\report\VIA_VDF_VRN_DatabaseProductionAudit_Report.html","Signal: canonical","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","HIGH","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_audit\VIA_VDF_VRN_DATABASE_PRODUCTION_AUDIT_20260609_043334\report\VIA_VDF_VRN_DatabaseProductionAudit_Report.html","Signal: Stop-Process","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","MEDIUM","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_audit\VIA_VDF_VRN_DB_AUDIT_V02_DEPRECATED_GATEWAY_FILTER_20260609_175221\registry\VIA_VDF_VRN_DB_Audit_v02_DeprecatedGatewayFilter_Matrix.csv","Signal: DATABASE","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","MEDIUM","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_audit\VIA_VDF_VRN_DB_AUDIT_V02_DEPRECATED_GATEWAY_FILTER_20260609_175221\registry\VIA_VDF_VRN_DB_Audit_v02_DeprecatedGatewayFilter_Matrix.json","Signal: DATABASE","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","HIGH","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_freeze\VIA_UNIFIED_INPUT_SSOT_FREEZE_GATEWAY_20260609_034130\report\VIA_UnifiedInput_SSOT_FreezeGateway_Report.html","Signal: Stop-Process","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","MEDIUM","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_freeze\VDF_AKSHARE_FREEZE_SEAL_v0280_20260611_020645\VDF_AkShare_v0280_FreezeIndex.json","Signal: canonical","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","MEDIUM","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_freeze\VDF_AKSHARE_FREEZE_SEAL_v0280_20260611_020645\VDF_AkShare_v0280_FreezeSeal.json","Signal: canonical","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","MEDIUM","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\COCKPIT\PROJECTS\VAP_Project_Risk-Control_Gallery.html","Signal: DATABASE","Review before execution. Keep read-only until approved."
"Risk Signal","SEQUENTIAL_GATED","MEDIUM","P1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\COCKPIT\PROJECTS\VAP_Project_VAP_Gallery.html","Signal: DATABASE","Review before execution. Keep read-only until approved."
