"def_severity","def_normalized_key","def_occurrences","def_distinct_values","def_groups","def_sample_values","def_sample_files"
"P1_PATH_REVIEW","ToolFile","147","25","PATH_IO","""VIA_SSOT_Unified.py"" || ""VIA_RegistryCore_v1.py"" || ""VIA_Runtime_Bridge_All_in_One.py"" || ""VIA_EnvManager.py"" || ""VIA_Panorama_AST_RuntimeInjector.py"" || ""VIA_RuntimeImportFirewall.py""","VRN_MDL100_VRN_Complete_ProjectDryRun__MODULE__v0_0.json; VRN_MDL101_VRN_22File_DryRun_AIO__MODULE__v0_0.json; VRN_MDL102_VRN_v0101_ThreeProcess_DryRun__SUPPORT_RULE__v0101.json; VRN_MDL103_VRN_SupportiveImportLoaderFix__MODULE__v0_0.json; VRN_MDL104_VRN_SupportiveImportLoaderFix__MODULE__v0_0.json; VRN_MDL222_VRN_SupportiveDryRunGate__MODULE__v0_0.json"
"P1_PATH_REVIEW","input","111","25","PATH_IO","""input"" || ""input"",                    # 主輸入(流程圖/CSV/事件) || input = [ordered]@{type=""object""} || input = [ordered]@{} || ""HTML 檔/資料夾"" || {","config (1).json; config (2).json; config (3).json; config.json; engine (1).py; engine (2).py; engine.py; Invoke-VIA-UltimateEngineForge-AIO-v060.ps1"
"P1_PATH_REVIEW","InputPdfPath","296","24","PATH_IO","""C:\\Users\\tonyk\\OneDrive\\VeritasIntelligenceAnalytics\\module\\VRN\\input\\Daiwa-1319 20231011.pdf"" || ""C:\\Users\\tonyk\\OneDrive\\VeritasIntelligenceAnalytics\\module\\VRN\\input\\MQ-1560 20260520.pdf"" || ""C:\\Users\\tonyk\\OneDrive\\VeritasIntelligenceAnalytics\\module\\VRN\\input\\GS-1590 20231012.pdf"" || ""C:\\Users\\tonyk\\OneDrive\\VeritasIntelligenceAnalytics\\module\\VRN\\input\\GS-1590 20251203.pdf"" || ""C:\\Users\\tonyk\\OneDrive\\VeritasIntelligenceAnalytics\\module\\VRN\\input\\MS-1590 20251202.pdf"" || ""C:\\Users\\tonyk\\OneDrive\\VeritasIntelligenceAnalytics\\module\\VRN\\input\\MS-2308 20251128.pdf""","VRN_MDL100_VRN_Complete_ProjectDryRun__MODULE__v0_0.json; VRN_MDL101_VRN_22File_DryRun_AIO__MODULE__v0_0.json; VRN_MDL103_VRN_SupportiveImportLoaderFix__MODULE__v0_0.json; VRN_MDL104_VRN_SupportiveImportLoaderFix__MODULE__v0_0.json; VRN_MDL126_VRN_AliasHygiene_FalsePositiveFix_v0102__SUPPORT_RULE__v0102.json; VRN_MDL127_VRN_AliasHygiene_SingleFileRerunManifest__SUPPORT_RULE__v0_0.json; VRN_MDL222_VRN_SupportiveDryRunGate__MODULE__v0_0.json; VRN_MDL291_BasicInfo__BASICINFO__v0_0.json"
"P1_PATH_REVIEW","DUCKDB_FILENAME","31","23","PATH_IO","DUCKDB_FILENAME    = """"VDF_MDL005_TWStockFilter.duckdb"""" || DUCKDB_FILENAME    = """"VDF_MDL006_FinancialModel.duckdb"""" || DUCKDB_FILENAME    = """"VDF_MDL007_SSOTResolver.duckdb"""" || duckdb_filename=""""VDF_RegistryAudit.duckdb"""", || duckdb_filename=""""VDF_CrossValidation.duckdb"""", || DUCKDB_FILENAME    = &quot;VDF_MDL005_TWStockFilter.duckdb&quot;","VIA_KeySignalScan_v02861.csv; VIA_SupportiveDocking_VDF_VRN_Report_v02861.html; VIA_SignalScan_v02863.csv; VDF_MDL003_SentimentMacroEngine.py; VDF_MDL004_TWFullMarketEngine.py; VDF_MDL005_TWStockFilter.py; VDF_MDL006_FinancialModel.py; VDF_MDL007_SSOTResolver.py"
"P1_PATH_REVIEW","OutputDatabase","69","22","PATH_IO","""VDF_TW_CapitalAction.parquet / VDF_TW_CapitalAction.duckdb / VDF_TW_CapitalAction.csv / VDF_TW_CapitalAction.json"" || ""VDF_TW_CompanyProfile.parquet / VDF_TW_CompanyProfile.duckdb / VDF_TW_CompanyProfile.csv / VDF_TW_CompanyProfile.json"" || ""VDF_TW_DividendAction.parquet / VDF_TW_DividendAction.duckdb / VDF_TW_DividendAction.csv / VDF_TW_DividendAction.json"" || ""VDF_TW_EquityUniverse.parquet / VDF_TW_EquityUniverse.duckdb / VDF_TW_EquityUniverse.csv / VDF_TW_EquityUniverse.json"" || ""VDF_TW_ETFHoldings.parquet / VDF_TW_ETFHoldings.duckdb / VDF_TW_ETFHoldings.csv / VDF_TW_ETFHoldings.json"" || ""VDF_TW_FlowChip.parquet / VDF_TW_FlowChip.duckdb / VDF_TW_FlowChip.csv / VDF_TW_FlowChip.json""","VDF_ProductionFetchPlan_v016.json; VDF_DataScope_HeaderRegistry_Matrix.json; VDF_DataScope_HeaderRegistry_SSOT.json; VDF_OutputDatabase_DataScope_Matrix.json"
"P1_PATH_REVIEW","outputs","341","22","PATH_IO","{ || [ || [] || len(result.get(""outputs"", [])) || {} || outputs or {}","VIA_UnifiedInput_SSOT.json; VDF_ACTIVE_POINTER.json; VDF_ActiveReader_UserTest_AuditMatrix_v014.json; VDF_DatabaseSkeleton_OutputManifest_v014.json; vdf_build_database_skeleton_result_v014.json; vdf_build_database_skeleton_v014.py; VDF_AkShare_CandidateToCanonicalDryRun_Matrix_v0278.json; VDF_AkShare_CandidateToCanonicalMergeGateReview_Matrix_v0276.json"
"P1_PATH_REVIEW","output_formats","47","20","PATH_IO","{ || {""event_log"": [""csv"", ""json"", ""parquet"", ""xes""] || OUTPUT_FORMATS      = [""""csv"""", """"parquet""""] || OUTPUT_FORMATS      = [&quot;csv&quot;, &quot;parquet&quot;] || OUTPUT_FORMATS      = [""csv"", ""parquet""] || OUTPUT_FORMATS    = [""csv"", ""parquet""]","config (1).json; config (2).json; config (3).json; config.json; engine (1).py; engine (2).py; engine.py; SSOT_VPNS (1).json"
"P1_PATH_REVIEW","ManagedPath","152","20","PATH_IO",""""" || ""C:\\Users\\tonyk\\Downloads\\VeritasIntelligenceAnalytics\\icon base\\managed_icons\\MATERIAL_SYMBOL_0000F5_36DP\\01_registry_identity_anchor\\account_circle_36dp_0000F5_FILL0_wgh... || ""C:\\Users\\tonyk\\Downloads\\VeritasIntelligenceAnalytics\\icon base\\managed_icons\\MATERIAL_SYMBOL_0000F5_36DP\\01_registry_identity_anchor\\anchor_36dp_0000F5_FILL0_wght400_GRA... || ""C:\\Users\\tonyk\\Downloads\\VeritasIntelligenceAnalytics\\icon base\\managed_icons\\MATERIAL_SYMBOL_0000F5_36DP\\01_registry_identity_anchor\\emoji_symbols_36dp_0000F5_FILL0_wght... || ""C:\\Users\\tonyk\\Downloads\\VeritasIntelligenceAnalytics\\icon base\\managed_icons\\MATERIAL_SYMBOL_0000F5_36DP\\01_registry_identity_anchor\\family_history_36dp_0000F5_FILL0_wgh... || ""C:\\Users\\tonyk\\Downloads\\VeritasIntelligenceAnalytics\\icon base\\managed_icons\\MATERIAL_SYMBOL_0000F5_36DP\\01_registry_identity_anchor\\schema_36dp_0000F5_FILL0_wght400_GRA...","icon_asset_registry.json"
"P1_PATH_REVIEW","rootcause_csv","28","16","PATH_IO","""C:\\Users\\tonyk\\Downloads\\VeritasIntelligenceAnalytics\\dict\\VDF\\_active\\VDF_AKSHARE_COLLISION_RESOLVER_GATE_v027841_20260611_013435\\registry\\VDF_AkShare_CollisionResolver... || rootcause_csv = Path(r""C:\\Users\\tonyk\\Downloads\\VeritasIntelligenceAnalytics\\dict\\VDF\\_active\\VDF_AKSHARE_COLLISION_RESOLVER_GATE_v027841_20260611_013435\\registry\\VDF_AkS... || str(rootcause_csv) || ""C:\\Users\\tonyk\\Downloads\\VeritasIntelligenceAnalytics\\dict\\VDF\\_active\\VDF_AKSHARE_DEDUP_INVALID_QUARANTINE_GATE_v02783_20260611_012926\\registry\\VDF_AkShare_DedupGate_In... || rootcause_csv = Path(r""C:\\Users\\tonyk\\Downloads\\VeritasIntelligenceAnalytics\\dict\\VDF\\_active\\VDF_AKSHARE_DEDUP_INVALID_QUARANTINE_GATE_v02783_20260611_012926\\registry\\VD... || ""C:\\Users\\tonyk\\Downloads\\VeritasIntelligenceAnalytics\\dict\\VDF\\_active\\VDF_AKSHARE_INVALID_MAPPING_REPAIR_GATE_v02784_20260611_013222\\registry\\VDF_AkShare_InvalidMapping...","VDF_AkShare_CollisionResolver_Audit_v027841.json; vdf_akshare_collision_resolver_gate_result_v027841.json; vdf_akshare_collision_resolver_gate_v027841.py; VDF_AkShare_DedupGate_Audit_v02783.json; vdf_akshare_dedup_invalid_quarantine_gate_result_v02783.json; vdf_akshare_dedup_invalid_quarantine_gate_v02783.py; VDF_AkShare_InvalidMappingRepair_Audit_v02784.json; vdf_akshare_invalid_mapping_repair_gate_result_v02784.json"
"P1_PATH_REVIEW","csv_path","16","15","PATH_IO","csv_path = db_dir / f""{safe_table}.csv"" || csv_path = """" || csv_path = m.get(""csv"", """") || csv_path = item.get(""csv"", """") || csv_path = staging_dir / f""{table}_v0274.csv"" || csv_path = db_dir / f""{table_id}.csv""","vdf_build_database_skeleton_v014.py; vdf_akshare_candidate_to_canonical_merge_gate_review_v0276.py; vdf_akshare_canonical_mapping_gate_v0277.py; vdf_akshare_candidate_seed_staging_v0274.py; vdf_production_fetch_controller_v016.py; vdf_yfinance_seed_fetch_v017.py; vdf_yfinance_seed_validator_v0171.py; VIA_VEGN_Step1_v32.ps1"
"P1_PATH_REVIEW","input_dir","38","15","PATH_IO","input_dir = Path(sys.argv[1]) || ""C:\\Users\\tonyk\\OneDrive\\VeritasIntelligenceAnalytics\\module\\VRN\\input"" || input_dir = Path(sys.argv[4]) || str(input_dir) || INPUT_DIR           = r""C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\input"" || INPUT_DIR = r""C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\input""","VIA_PythonAudit_v02861.csv; VRN_MDL043_VRN_v141D4_Functional_Module_Contract__MODULE__v141D4.json; VRN_MDL047_vrn_package_compat_smoke_v061576__MODULE__v061576.py; VRN_MDL064_vrn_panoramic_table_restore_trust_resolver_v0598__SUPPORT_RULE__v0598.json; VRN_MDL073_vrn_package_compatibility_smoke_report_v061576__REPORT__v061576.json; VRN_MDL145_VRN_GO_Direct_Dry_Executor_v1_0_14__MODULE__v1_0.json; VRN_MDL146_VRN_GO_Direct_Dry_Executor_v1_0_13__MODULE__v1_0.json; VRN_MDL147_VRN_GO_ParamBlock_Extractor_v1_0_12__MODULE__v1_0.json"
"P1_PATH_REVIEW","file_type","330","14","PATH_IO","""json"" || ""py"" || ""ps1"" || ft || r[""file_type""] || file_type = r.get(""FileType"") or r.get(""File Type"") or r.get(""file_type"") or Path(path).suffix.replace(""."", """")","vdf_fred_small_scope_seed_v0251.py; FRED_CPIAUCSL_raw.json; FRED_DGS10_raw.json; FRED_FEDFUNDS_raw.json; FRED_GDP_raw.json; FRED_UNRATE_raw.json; VRN_MDL002_VRN_v139L_Top10_Accelerator_Matrix__MODULE__v139L.json; VRN_MDL003_VRN_v139L_Top10_Accelerator_Matrix__MODULE__v139L.json"
"P1_PATH_REVIEW","paths","49","14","PATH_IO","{ || paths = [] || paths = list(paths_or_folder) if not isinstance(paths_or_folder, str) else [paths_or_folder] || paths = resolve_paths(settings, base_path) || paths = [ordered]@{root=$Root; run_root=$def_RUN_ROOT; engine_path=$enginePath} || [","config (1).json; config (2).json; config (3).json; config.json; engine (1).py; engine (2).py; engine.py; Invoke-VIA-UltimateEngineForge-AIO-v060.ps1"
"P1_PATH_REVIEW","duckdb_path","60","14","PATH_IO","duckdb_path = db_dir / ""VDF_ACTIVE_SCHEMA.duckdb"" || duckdb_path = os.path.join(vrn_db_root, ""VRN_StockReport.duckdb"") || duckdb_path = Path(sys.argv[12]) || ""C:\\Users\\tonyk\\Downloads\\VeritasIntelligenceAnalytics\\dict\\VDF\\DATABASE\\VDF_ACTIVE_SCHEMA.duckdb"" || ""C:\\Users\\tonyk\\Downloads\\VeritasIntelligenceAnalytics\\dict\\VRN\\DATABASE\\VRN_StockReport.duckdb"" || duckdb_path = sys.argv[7]","vdf_build_database_skeleton_v014.py; vdf_production_fetch_controller_v016.py; vdf_twse_official_seed_v018.py; vdf_yfinance_seed_fetch_v017.py; via_dual_sixlane_probe.py; VIA_PythonAudit_v02861.csv; vdf_twse_official_seed_validator_result_v0181.json; vdf_yfinance_seed_validator_v0171.py"
"P1_PATH_REVIEW","RunDir","17","14","PATH_IO","""C:\\Users\\tonyk\\OneDrive\\VeritasIntelligenceAnalytics\\module\\VRN\\_vrn_consensus_alias_light_fix_runs\\RUN_20260531_084202"" || ""C:\\Users\\tonyk\\OneDrive\\VeritasIntelligenceAnalytics\\module\\VRN\\temp\\_finish_project_runs\\RUN_20260527_194401_VRN_V141E_PANORAMA_ANTI_HYDRA_MASTER"" || ""C:\\Users\\tonyk\\OneDrive\\VeritasIntelligenceAnalytics\\module\\VRN\\temp\\_finish_project_runs\\RUN_20260527_173624_VRN_V141E_PANORAMA_ANTI_HYDRA_MASTER"" || ""C:\\Users\\tonyk\\OneDrive\\VeritasIntelligenceAnalytics\\module\\VRN\\temp\\_finish_project_runs\\RUN_20260527_194951_VRN_V141E2_FALSE_RED_CRUSH_D8_SOURCE_GATE"" || ""C:\\Users\\tonyk\\OneDrive\\VeritasIntelligenceAnalytics\\module\\VRN\\temp\\_finish_project_runs\\RUN_20260527_021040_VRN_V141Z_FINISH_PROJECT_MASTER"" || ""C:\\Users\\tonyk\\OneDrive\\VeritasIntelligenceAnalytics\\module\\VRN\\output\\_route_lock_runs\\RUN_20260526_025941_VRN_V139H_SAFE_MASTER_LAUNCHER""","VRN_MDL009_VRN_Consensus_CanonicalAlias_LightUI_Fix__SUPPORT_RULE__v0_0.json; VRN_MDL040_VRN_v141E_Panorama_AntiHydra_Finish_Master__GOVERNANCE__v141E.json; VRN_MDL041_VRN_v141E_Panorama_AntiHydra_Finish_Master__GOVERNANCE__v141E.json; VRN_MDL050_VRN_v141E2_FalseRedCrush_D8_SourceGate__MODULE__v141E2.json; VRN_MDL051_VRN_ProjectState_SSOT_v141E2__SUPPORT_RULE__v141E2.json; VRN_MDL071_VRN_v141Z_Finish_Project_Master__GOVERNANCE__v141Z.json; VRN_MDL072_VRN_v139H_Safe_Master_Launcher_Matrix__GOVERNANCE__v139H.json; VRN_MDL105_VRN_DoNotRedo_DoneRegistry__SUPPORT_RULE__v0_0.json"
"P1_PATH_REVIEW","canonical_dir","25","14","PATH_IO","canonical_dir = Path(sys.argv[7]) || canonical_dir = Path(sys.argv[2]) || canonical_dir = Path(sys.argv[3]) || vrn_root / ""_vrn_canonical_active"" || ""C:\\Users\\tonyk\\OneDrive\\VeritasIntelligenceAnalytics\\module\\VRN\\_vrn_canonical_active"" || canonical_dir = Path(sys.argv[5])","VRN_MDL088_vrn_yfinance_header_canonical_refresh_v06147__DATA_SOURCE__v06147.py; VRN_MDL095_worker_A_row_level_join_scan_v06154__CORE__v06154.py; VRN_MDL097_vrn_financialdata_final_evidence_selector_v06149__FINANCIALDATA__v06149.py; VRN_MDL099_vrn_valuation_method_precision_rebind_v0593__MODULE__v0593.py; VRN_MDL163_vrn_panoramic_completion_verifier_v0586__MODULE__v0586.json; VRN_MDL215_vrn_financialdata_triflow_staging_v06153__FINANCIALDATA__v06153.py; VRN_MDL218_vrn_financial_data_confirm_verify_v06125__FINANCIALDATA__v06125.py; VRN_MDL242_vrn_financialdata_row_level_join_repair_v06153__FINANCIALDATA__v06153.py"
"P1_PATH_REVIEW","staging_dir","32","13","PATH_IO","staging_dir = Path(r""C:\\Users\\tonyk\\Downloads\\VeritasIntelligenceAnalytics\\dict\\VDF\\_active\\VDF_AKSHARE_SMALL_SCOPE_CANDIDATE_SEED_STAGING_v0274_20260610_145643\\staging"") || ""C:\\Users\\tonyk\\Downloads\\VeritasIntelligenceAnalytics\\dict\\VDF\\_active\\VDF_AKSHARE_SMALL_SCOPE_CANDIDATE_SEED_STAGING_v0274_20260610_145249\\staging"" || staging_dir = Path(r""C:\\Users\\tonyk\\Downloads\\VeritasIntelligenceAnalytics\\dict\\VDF\\_active\\VDF_AKSHARE_SMALL_SCOPE_CANDIDATE_SEED_STAGING_v0274_20260610_145249\\staging"") || str(staging_dir) || ""C:\\Users\\tonyk\\Downloads\\VeritasIntelligenceAnalytics\\dict\\VDF\\_active\\VDF_AKSHARE_SMALL_SCOPE_CANDIDATE_SEED_STAGING_v0274_20260610_145643\\staging"" || ""C:\\Users\\tonyk\\Downloads\\VeritasIntelligenceAnalytics\\dict\\VDF\\_active\\VDF_FRED_CANDIDATE_TO_CANONICAL_MERGE_DRYRUN_v0261_20260610_133556\\staging""","vdf_akshare_candidate_to_canonical_merge_gate_review_v0276.py; vdf_akshare_canonical_mapping_gate_v0277.py; VDF_AkShare_CandidateSeedStagingPlan_v0274.json; VDF_AkShare_CandidateSeedManifest_v0274.json; vdf_akshare_candidate_seed_staging_result_v0274.json; vdf_akshare_candidate_seed_staging_v0274.py; VDF_FredCandidateToCanonical_MergeDryRun_Plan_v0261.json; VDF_FredCandidateToCanonical_MergeDryRun_Matrix_v0261.json"
"P1_PATH_REVIEW","backup_dir","22","12","PATH_IO","""C:\\Users\\tonyk\\Downloads\\VeritasIntelligenceAnalytics\\dict\\VDF\\_backup\\VDF_FRED_SMALL_SCOPE_SEED_v0251_20260610_130027"" || ""C:\\Users\\tonyk\\Downloads\\VeritasIntelligenceAnalytics\\dict\\VDF\\_backup\\VDF_MOPS_MONTHLY_REVENUE_SEED_v022_20260609_233356"" || ""C:\\Users\\tonyk\\Downloads\\VeritasIntelligenceAnalytics\\dict\\VDF\\_backup\\VDF_TPEX_SMALL_SCOPE_SEED_v021_20260609_232145"" || ""C:\\Users\\tonyk\\Downloads\\VeritasIntelligenceAnalytics\\dict\\VDF\\_backup\\VDF_TWSE_OFFICIAL_SEED_v018_20260609_223313"" || ""C:\\Users\\tonyk\\Downloads\\VeritasIntelligenceAnalytics\\dict\\VDF\\_backup\\VDF_TWSE_OFFICIAL_SEED_v018_20260609_223420"" || ""C:\\Users\\tonyk\\Downloads\\VeritasIntelligenceAnalytics\\dict\\VDF\\_backup\\VDF_TWSE_OFFICIAL_SEED_v018_20260609_223749""","VDF_FredSmallScopeSeed_Manifest_v0251.json; VDF_FredSmallScopeSeed_Matrix_v0251.json; VDF_MOPSMonthlyRevenueSeed_Manifest_v022.json; VDF_MOPSMonthlyRevenueSeed_Matrix_v022.json; VDF_TPEXSmallScopeSeed_Manifest_v021.json; VDF_TPEXSmallScopeSeed_Matrix_v021.json; VDF_TWSEOfficialSeed_AuditMatrix_v018.json; VDF_TWSEOfficialSeed_Manifest_v018.json"
"P1_PATH_REVIEW","out_path","12","12","PATH_IO","out_path = os.path.join(stage_dir, ""VRN_FinancialDataValidation_v029VRN1D1.parquet"") || out_path = os.path.join(stage_dir, ""VRN_ExceptionBrokerDateReview_v029VRN1D1.parquet"") || out_path = os.path.join(lane_dir, lane + ""_Runtime.json"") || ""C:\\Users\\tonyk\\Downloads\\VeritasIntelligenceAnalytics\\dict\\VRN\\DATABASE\\_ssot_dedup\\ticker_regex_dedup.parquet"" || ""C:\\Users\\tonyk\\Downloads\\VeritasIntelligenceAnalytics\\dict\\VRN\\DATABASE\\_ssot_dedup\\date_regex_dedup.parquet"" || ""C:\\Users\\tonyk\\Downloads\\VeritasIntelligenceAnalytics\\dict\\VRN\\DATABASE\\_ssot_dedup\\rating_alias_dedup.parquet""","via_dual_sixlane_worker_v029dual1b.py; VRN_StockReport_Dataflow_v029SSOT1D.json; vrn_stockreport_incremental_output_store_v029ssot1d.py"
"P1_PATH_REVIEW","out_dir","14","12","PATH_IO","Optional[str] = None) -> Dict[str, Any]: || OUT_DIR     = r""C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_geometry_reconstructor_runs\RUN_20260531_211959"" || out_dir = sys.argv[3] || out_dir = Path(P_OUT_DIR) || out_dir = str(Path(dst_path).parent) || pdf_temp","VIA_DataTransformEngine (1).py; VIA_DataTransformEngine (2).py; VRN_MDL221_VRN_GeometryRecon_Runner__MODULE__v0_0.py; VRN_MDL258_vrn_financial_ssot_input_rebind_v0604__FINANCIALDATA__v0604.py; VRN_MDL269_VRN_QualityRules_QuarantineDryRun__MODULE__v0_0.py; VRN_MDL001_Converter.py; VRN_MDL002_LayoutExtractor.py; VRN_MDL003_TableRestorer.py"
"P1_PATH_REVIEW","vrn_root","35","12","PATH_IO","vrn_root = $VrnRoot || ""C:\\Users\\tonyk\\OneDrive\\VeritasIntelligenceAnalytics\\module\\VRN"" || ""C:\\Users\\tonyk\\Downloads\\VeritasIntelligenceAnalytics\\functional modules\\VRN"" || VRN_ROOT   = Path(r""C:\VeritasIntelligenceAnalytics\VeritasReportNova"") || VRN_ROOT = r""C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN"" || vrn_root = via_root / ""module"" / ""VRN""","VDF_AkShare_GeneratedScriptReview_Transcript_v0285_20260611_100744.txt; VIA_DualProjectSafeParallelGate_Runtime_v02872.json; via_panorama3round_vdf_vrn_result_v02851.json; VIA_SupportiveDocking_RuntimeResult_v02861.json; VIA_TestDebug_Runtime_v02863.json; vap_config.py; VRN_MDL084_VRN_v141A_ReadOnly_Consumer_Loader__MODULE__v141A.py; VRN_MDL085_VRN_v139P_PostBridge_Rescore__MODULE__v139P.py"
"P1_PATH_REVIEW","input_rows","34","12","PATH_IO","150 || 0 || result[""input_rows""] || input_rows = 150 || int(len(df)) || 1367","VDF_AkShare_CanonicalKeyRepairGatePlan_v02781.json; VDF_AkShare_CanonicalKeyRepairAudit_v02781.json; VDF_AkShare_CanonicalKeyRepairGate_Matrix_v02781.json; VDF_AkShare_KeyRepairReadinessGate_v02781.json; vdf_akshare_canonical_key_repair_gate_result_v02781.json; vdf_akshare_canonical_key_repair_gate_v02781.py; VDF_AkShare_PostDedupExecutionGateReview_v02783.json; VDF_AkShare_DedupGate_Audit_v02783.json"
"P1_PATH_REVIEW","OUTPUT_JSON","24","12","PATH_IO","OUTPUT_JSON        = True || OUTPUT_JSON        = False  # MDL006 資料大, JSON 預設關 (可開) || OUTPUT_JSON        = True   # JSON 預設開 (resolver 結果常被當 lookup table) || str = """" || output_json=None, || output_json","VIA_KeySignalScan_v02861.csv; VIA_SupportiveDocking_VDF_VRN_Report_v02861.html; VIA_SignalScan_v02863.csv; VRN_MDL018_VRN_MDL_SummaryPipelineBridge_AIO_v01__CORE__v01.py; VRN_MDL196_summary_bridge_selftest__MODULE__v0_0.json; VRN_MDL207_VRN_MDL_HomepageSummarizer_Router_v01__MODULE__v01.py; VDF_MDL001_TWUniverseVerify.py; VDF_MDL003_SentimentMacroEngine.py"
"P1_PATH_REVIEW","result_path","10","10","PATH_IO","result_path = Path(r""C:\\Users\\tonyk\\Downloads\\VeritasIntelligenceAnalytics\\dict\\VDF\\_active\\VDF_ACTIVE_READER_USERTEST_v014_20260609_215513\\runtime\\vdf_build_database_ske... || RESULT_PATH = Path(r""C:\\Users\\tonyk\\Downloads\\VeritasIntelligenceAnalytics\\dict\\VDF\\_active\\VDF_MOPS_MONTHLY_REVENUE_SEED_v022_20260609_233356\\runtime\\vdf_mops_monthly_re... || result_path = Path(r""C:\\Users\\tonyk\\Downloads\\VeritasIntelligenceAnalytics\\dict\\VDF\\_active\\VDF_PENDING_TRIFLOW_EXECUTION_GATE_v0203_20260609_230242\\runtime\\vdf_pending_t... || result_path = Path(r""C:\\Users\\tonyk\\Downloads\\VeritasIntelligenceAnalytics\\dict\\VDF\\_active\\VDF_PRODUCTION_FETCH_CONTROLLER_v016_20260609_220337\\runtime\\vdf_production_fe... || RESULT_PATH = Path(r""C:\\Users\\tonyk\\Downloads\\VeritasIntelligenceAnalytics\\dict\\VDF\\_active\\VDF_TPEX_SMALL_SCOPE_SEED_v021_20260609_232145\\runtime\\vdf_tpex_small_scope_se... || result_path = Path(r""C:\\Users\\tonyk\\Downloads\\VeritasIntelligenceAnalytics\\dict\\VDF\\_active\\VDF_TWSE_OFFICIAL_SEED_v018_20260609_223313\\runtime\\vdf_twse_official_seed_res...","vdf_build_database_skeleton_v014.py; vdf_mops_monthly_revenue_seed_v022.py; vdf_pending_triflow_env_probe_v0203.py; vdf_production_fetch_controller_v016.py; vdf_tpex_small_scope_seed_v021.py; vdf_twse_official_seed_v018.py; vdf_yfinance_seed_fetch_v017.py; vdf_yfinance_seed_validator_v0171.py"
"P1_PATH_REVIEW","supportive_dir","22","10","PATH_IO","supportive_dir = $SupportiveDir || ""C:\\Users\\tonyk\\Downloads\\VeritasIntelligenceAnalytics\\supportive modules"" || supportive_dir = Path(sys.argv[5]) || supportive_dir = Path(sys.argv[4]) || SUPPORTIVE_DIR = r""C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\supportive_module"" || via_root / ""module"" / ""supportive_module""","Invoke-VIA-UltimateEngineForge-AIO-v060.ps1; Invoke-VIA-UltimateEngineForge-AIO-v061-BoolParamHotfix.ps1; Invoke-VIA-UltimateEngineForge-AIO-v062-NullSafeStepSafe.ps1; Invoke-VIA-UltimateEngineForge-AIO-v063-10xCrossNoHangProgress.ps1; VIA_EngineForge_Config.v063.template.json; VDF_ModuleIntegration_Audit_v023.json; VRN_MDL014_vrn_final_control_center_v061575__MODULE__v061575.py; VRN_MDL016_vrn_final_integration_governance_seal_v0615703__GOVERNANCE__v0615703.py"
"P1_PATH_REVIEW","input_files","17","10","PATH_IO","25 || len(files) || input_files = @($CandidateFiles).Count || 64 || 52 || len(input_rows)","VDF_AkShare_CanonicalKeyContract_Hotfix_v0278121.json; vdf_akshare_raw_column_profile_contract_hotfix_result_v0278121.json; vdf_akshare_raw_column_profile_contract_hotfix_v0278121.py; VDF_AkShare_RawColumnProfile_CanonicalContract_Transcript_v027812_20260611_001630.txt; VDF_VRN_Sync5_Transcript_v0280_20260611_000806.txt; VRN_MDL043_VRN_v141D4_Functional_Module_Contract__MODULE__v141D4.json; VRN_MDL052_VRN_v141D7_Route_Repair_Financial_Reclass__FINANCIALDATA__v141D7.json; VRN_MDL124_vrn_unified_operation_db_ui_last_result_v0582__GOVERNANCE__v0582.json"
"P1_PATH_REVIEW","Roots","13","10","PATH_IO","$Roots = @() || $Roots = @($Roots | Where-Object { $null -ne $_ } | Sort-Object FullName -Unique) || $roots = @() || $roots = $roots | Where-Object { || $Roots = @($LatestV0274,$LatestV0275,$LatestV0277,$LatestV0278,$LatestV02781,$LatestV027811) | Where-Object { $null -ne $_ } || roots = [Path(OUTPUT_DIR)]","VDF_AkShare_RawColumnProfile_CanonicalContract_Transcript_v027812_20260611_001630.txt; VDF_VRN_Sync5_Transcript_v0280_20260611_000806.txt; VRN_MDL083_VRN_v141D6C_Source_Hygiene_NoHang__BRIDGE__v141D6C.py; VRN_MDL086_VRN_v139M_RedFalsePositiveCrusher__MODULE__v139M.py; VRN_MDL087_VRN_v139K_DualCore_Coverage_Analyzer__MODULE__v139K.py; VRN_MDL208_VRN_v139L_Top10_Accelerator_Analyzer__MODULE__v139L.py; VRN_MDL209_VRN_v139L_Top10_Accelerator_Analyzer__MODULE__v139L.py; VRN_MDL211_VRN_v141D6B_NoHang_Accelerator__BRIDGE__v141D6B.py"
