"Kind","Status","Risk","GeneratedAt","Path"
"JSON_RECORD","VDF_AKSHARE_WRITE_DRYRUN_COMPARE_READY","MEDIUM","06/11/2026 02:43:52","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_WRITE_DRYRUN_COMPARE_v0282_20260611_024351\runtime\vdf_akshare_write_dryrun_compare_result_v0282.json"
"JSON_RECORD","VDF_AKSHARE_WRITE_DRYRUN_COMPARE_READY","MEDIUM","06/11/2026 02:43:52","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_WRITE_DRYRUN_COMPARE_v0282_20260611_024351\plan\VDF_AkShare_v0282_DryRunCompareSummary.json"
"JSON_RECORD","","","06/11/2026 02:43:52","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_WRITE_DRYRUN_COMPARE_v0282_20260611_024351\plan\VDF_AkShare_v0283_BackupRollbackStagingPlan.json"
"JSON_RECORD","","","","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_WRITE_DRYRUN_COMPARE_v0282_20260611_024351\registry\VDF_AkShare_v0282_CanonicalInventory.json"
"JSON_RECORD","","","","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_WRITE_DRYRUN_COMPARE_v0282_20260611_024351\runtime\vdf_akshare_v0282_canonical_file_list.json"
"POINTER","VDF_ACTIVE_READER_USERTEST_READY","LOW","2026-06-09 21:55:17","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_WRITE_DRYRUN_COMPARE_v0282_20260611_024351\backup\VDF_ACTIVE_POINTER_before_v0282_20260611_024351.json"
"JSON_RECORD","","","","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_USER_APPROVAL_GATE_WRITE_STAGE_DESIGN_v0281_20260611_021402\registry\VDF_AkShare_UserApprovalGate_WriteStageDesign_Matrix_v0281.json"
"JSON_RECORD","","","","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_USER_APPROVAL_GATE_WRITE_STAGE_DESIGN_v0281_20260611_021402\registry\VDF_Top10_LocalFreeLibs_UserApprovalGateWriteStageDesign_v0281.json"
"JSON_RECORD","VDF_AKSHARE_USER_APPROVAL_GATE_WRITE_STAGE_DESIGN_READY","MEDIUM","06/11/2026 02:14:03","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_USER_APPROVAL_GATE_WRITE_STAGE_DESIGN_v0281_20260611_021402\runtime\vdf_akshare_user_approval_gate_write_stage_design_result_v0281.json"
"JSON_RECORD","VDF_AKSHARE_USER_APPROVAL_GATE_WRITE_STAGE_DESIGN_READY","MEDIUM","06/11/2026 02:14:03","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_USER_APPROVAL_GATE_WRITE_STAGE_DESIGN_v0281_20260611_021402\plan\VDF_AkShare_v0281_WriteStageDesign.json"
"JSON_RECORD","VDF_AKSHARE_USER_APPROVAL_GATE_WRITE_STAGE_DESIGN_READY","MEDIUM","06/11/2026 02:14:03","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_USER_APPROVAL_GATE_WRITE_STAGE_DESIGN_v0281_20260611_021402\plan\VDF_AkShare_v0281_UserApprovalGate.json"
"JSON_RECORD","","","06/11/2026 02:14:03","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_USER_APPROVAL_GATE_WRITE_STAGE_DESIGN_v0281_20260611_021402\plan\VDF_AkShare_v0281_RollbackPlan.json"
"JSON_RECORD","","","06/11/2026 02:14:03","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_USER_APPROVAL_GATE_WRITE_STAGE_DESIGN_v0281_20260611_021402\plan\VDF_AkShare_v0281_DryRunComparePlan.json"
"JSON_RECORD","","","","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_USER_APPROVAL_GATE_WRITE_STAGE_DESIGN_v0281_20260611_021402\registry\VDF_AkShare_v0281_InputHashManifest.json"
"SEAL","","","","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_FREEZE_SEAL_REVIEW_v0280_20260611_020645\registry\VDF_AkShare_FreezeSealReview_Matrix_v0280.json"
"POINTER","VDF_ACTIVE_READER_USERTEST_READY","LOW","2026-06-09 21:55:17","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_USER_APPROVAL_GATE_WRITE_STAGE_DESIGN_v0281_20260611_021402\backup\VDF_ACTIVE_POINTER_before_v0281_20260611_021402.json"
"SEAL","","","","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_FREEZE_SEAL_REVIEW_v0280_20260611_020645\registry\VDF_Top10_LocalFreeLibs_FreezeSealReview_v0280.json"
"SEAL","VDF_AKSHARE_FREEZE_SEAL_REVIEW_READY_WITH_QUARANTINE","MEDIUM","06/11/2026 02:06:45","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_FREEZE_SEAL_REVIEW_v0280_20260611_020645\runtime\vdf_akshare_freeze_seal_review_result_v0280.json"
"JSON_RECORD","","","06/11/2026 02:06:45","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_FREEZE_SEAL_REVIEW_v0280_20260611_020645\plan\VDF_AkShare_v0281_NextGatePlan.json"
"SEAL","VDF_AKSHARE_FREEZE_SEAL_REVIEW_READY_WITH_QUARANTINE","MEDIUM","06/11/2026 02:06:45","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_FREEZE_SEAL_REVIEW_v0280_20260611_020645\plan\VDF_AkShare_v0280_FreezeSeal.json"
"JSON_RECORD","","","","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_FREEZE_SEAL_REVIEW_v0280_20260611_020645\registry\VDF_AkShare_v0280_FrozenArtifactManifest.json"
"JSON_RECORD","","","","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_EXECUTION_READINESS_REVIEW_v0279_20260611_020210\registry\VDF_AkShare_ExecutionReadinessReview_Matrix_v0279.json"
"POINTER","VDF_ACTIVE_READER_USERTEST_READY","LOW","2026-06-09 21:55:17","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_FREEZE_SEAL_REVIEW_v0280_20260611_020645\backup\VDF_ACTIVE_POINTER_before_v0280_20260611_020645.json"
"JSON_RECORD","","","","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_EXECUTION_READINESS_REVIEW_v0279_20260611_020210\registry\VDF_Top10_LocalFreeLibs_ExecutionReadinessReview_v0279.json"
"SEAL","VDF_AKSHARE_EXECUTION_READINESS_REVIEW_READY_WITH_QUARANTINE","MEDIUM","06/11/2026 02:02:10","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_EXECUTION_READINESS_REVIEW_v0279_20260611_020210\plan\VDF_AkShare_v0279_ExecutionReadinessSeal.json"
"JSON_RECORD","","","06/11/2026 02:02:11","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_EXECUTION_READINESS_REVIEW_v0279_20260611_020210\plan\VDF_AkShare_v0280_NextActionPlan.json"
"JSON_RECORD","VDF_AKSHARE_EXECUTION_READINESS_REVIEW_READY_WITH_QUARANTINE","MEDIUM","06/11/2026 02:02:11","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_EXECUTION_READINESS_REVIEW_v0279_20260611_020210\runtime\vdf_akshare_execution_readiness_review_result_v0279.json"
"JSON_RECORD","","","","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_EXECUTION_READINESS_REVIEW_v0279_20260611_020210\preview\VDF_AkShare_v0279_ReadinessFinalRows.json"
"JSON_RECORD","","","","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_DUPLICATE_REPAIR_REVIEW_GATE_v027842_20260611_013908\registry\VDF_Top10_LocalFreeLibs_DuplicateRepairReviewGate_v027842.json"
"JSON_RECORD","","","","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_DUPLICATE_REPAIR_REVIEW_GATE_v027842_20260611_013908\registry\VDF_AkShare_DuplicateRepairReviewGate_Matrix_v027842.json"
"POINTER","VDF_ACTIVE_READER_USERTEST_READY","LOW","2026-06-09 21:55:17","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_EXECUTION_READINESS_REVIEW_v0279_20260611_020210\backup\VDF_ACTIVE_POINTER_before_v0279_20260611_020210.json"
"AUDIT","VDF_AKSHARE_DUPLICATE_REPAIR_REVIEW_GATE_READY_WITH_DUPLICATE_QUARANTINE","MEDIUM","06/11/2026 01:39:08","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_DUPLICATE_REPAIR_REVIEW_GATE_v027842_20260611_013908\registry\VDF_AkShare_DuplicateRepair_Audit_v027842.json"
"JSON_RECORD","EXECUTION_GATE_READY_FOR_REVIEW_WITH_DUPLICATE_QUARANTINE","MEDIUM","06/11/2026 01:39:08","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_DUPLICATE_REPAIR_REVIEW_GATE_v027842_20260611_013908\plan\VDF_AkShare_DuplicateRepair_ExecutionGateReview_v027842.json"
"JSON_RECORD","VDF_AKSHARE_DUPLICATE_REPAIR_REVIEW_GATE_READY_WITH_DUPLICATE_QUARANTINE","MEDIUM","06/11/2026 01:39:08","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_DUPLICATE_REPAIR_REVIEW_GATE_v027842_20260611_013908\runtime\vdf_akshare_duplicate_repair_review_gate_result_v027842.json"
"JSON_RECORD","","","","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_DUPLICATE_REPAIR_REVIEW_GATE_v027842_20260611_013908\preview\VDF_AkShare_DuplicateRepair_UniqueFinalRows_v027842.json"
"POINTER","VDF_ACTIVE_READER_USERTEST_READY","LOW","2026-06-09 21:55:17","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_DUPLICATE_REPAIR_REVIEW_GATE_v027842_20260611_013908\backup\VDF_ACTIVE_POINTER_before_v027842_20260611_013908.json"
"JSON_RECORD","","","","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_COLLISION_RESOLVER_GATE_v027841_20260611_013435\registry\VDF_AkShare_CollisionResolverGate_Matrix_v027841.json"
"JSON_RECORD","","","","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_COLLISION_RESOLVER_GATE_v027841_20260611_013435\registry\VDF_Top10_LocalFreeLibs_CollisionResolverGate_v027841.json"
"JSON_RECORD","","","","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_COLLISION_RESOLVER_GATE_v027841_20260611_013435\preview\VDF_AkShare_CollisionResolver_FinalValidRows_v027841.json"
"AUDIT","VDF_AKSHARE_COLLISION_RESOLVER_GATE_BLOCKED","HIGH","06/11/2026 01:34:35","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_COLLISION_RESOLVER_GATE_v027841_20260611_013435\registry\VDF_AkShare_CollisionResolver_Audit_v027841.json"
"JSON_RECORD","EXECUTION_GATE_CLOSED_DUPLICATE_REVIEW","HIGH","06/11/2026 01:34:35","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_COLLISION_RESOLVER_GATE_v027841_20260611_013435\plan\VDF_AkShare_CollisionResolver_ExecutionGateReview_v027841.json"
"JSON_RECORD","VDF_AKSHARE_COLLISION_RESOLVER_GATE_BLOCKED","HIGH","06/11/2026 01:34:35","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_COLLISION_RESOLVER_GATE_v027841_20260611_013435\runtime\vdf_akshare_collision_resolver_gate_result_v027841.json"
"POINTER","VDF_ACTIVE_READER_USERTEST_READY","LOW","2026-06-09 21:55:17","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_COLLISION_RESOLVER_GATE_v027841_20260611_013435\backup\VDF_ACTIVE_POINTER_before_v027841_20260611_013435.json"
"JSON_RECORD","","","","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_INVALID_MAPPING_REPAIR_GATE_v02784_20260611_013222\registry\VDF_AkShare_InvalidMappingRepairGate_Matrix_v02784.json"
"JSON_RECORD","","","","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_INVALID_MAPPING_REPAIR_GATE_v02784_20260611_013222\registry\VDF_Top10_LocalFreeLibs_InvalidMappingRepairGate_v02784.json"
"JSON_RECORD","","","","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_INVALID_MAPPING_REPAIR_GATE_v02784_20260611_013222\preview\VDF_AkShare_InvalidRepair_CombinedCandidatePreview_v02784.json"
"JSON_RECORD","EXECUTION_GATE_CLOSED_INVALID_REPAIR_REVIEW","MEDIUM","06/11/2026 01:32:23","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_INVALID_MAPPING_REPAIR_GATE_v02784_20260611_013222\plan\VDF_AkShare_InvalidMappingRepair_ExecutionGateReview_v02784.json"
"AUDIT","VDF_AKSHARE_INVALID_MAPPING_REPAIR_GATE_READY_WITH_PARTIAL_REPAIR","MEDIUM","06/11/2026 01:32:23","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_INVALID_MAPPING_REPAIR_GATE_v02784_20260611_013222\registry\VDF_AkShare_InvalidMappingRepair_Audit_v02784.json"
"JSON_RECORD","VDF_AKSHARE_INVALID_MAPPING_REPAIR_GATE_READY_WITH_PARTIAL_REPAIR","MEDIUM","06/11/2026 01:32:23","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_INVALID_MAPPING_REPAIR_GATE_v02784_20260611_013222\runtime\vdf_akshare_invalid_mapping_repair_gate_result_v02784.json"
"JSON_RECORD","","","","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_DEDUP_INVALID_QUARANTINE_GATE_v02783_20260611_012926\registry\VDF_AkShare_DedupInvalidQuarantineGate_Matrix_v02783.json"
"POINTER","VDF_ACTIVE_READER_USERTEST_READY","LOW","2026-06-09 21:55:17","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_INVALID_MAPPING_REPAIR_GATE_v02784_20260611_013222\backup\VDF_ACTIVE_POINTER_before_v02784_20260611_013222.json"
"JSON_RECORD","","","","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_DEDUP_INVALID_QUARANTINE_GATE_v02783_20260611_012926\registry\VDF_Top10_LocalFreeLibs_DedupInvalidQuarantineGate_v02783.json"
"JSON_RECORD","VDF_AKSHARE_DEDUP_GATE_READY_WITH_INVALID_QUARANTINE","MEDIUM","06/11/2026 01:29:26","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_DEDUP_INVALID_QUARANTINE_GATE_v02783_20260611_012926\runtime\vdf_akshare_dedup_invalid_quarantine_gate_result_v02783.json"
"JSON_RECORD","EXECUTION_GATE_CLOSED_INVALID_QUARANTINE","MEDIUM","06/11/2026 01:29:26","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_DEDUP_INVALID_QUARANTINE_GATE_v02783_20260611_012926\plan\VDF_AkShare_PostDedupExecutionGateReview_v02783.json"
"AUDIT","VDF_AKSHARE_DEDUP_GATE_READY_WITH_INVALID_QUARANTINE","MEDIUM","06/11/2026 01:29:26","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_DEDUP_INVALID_QUARANTINE_GATE_v02783_20260611_012926\registry\VDF_AkShare_DedupGate_Audit_v02783.json"
"JSON_RECORD","INVALID_QUARANTINE_REPAIR_PLAN_READY","MEDIUM","06/11/2026 01:29:26","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_DEDUP_INVALID_QUARANTINE_GATE_v02783_20260611_012926\plan\VDF_AkShare_InvalidQuarantineRepairPlan_v02783.json"
"JSON_RECORD","","","","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_DEDUP_INVALID_QUARANTINE_GATE_v02783_20260611_012926\preview\VDF_AkShare_DedupGate_DedupedValidRows_v02783.json"
"JSON_RECORD","VDF_AKSHARE_NARROW_SOURCE_FILELIST_CANONICALIZER_READY_WITH_REVIEW","MEDIUM","06/11/2026 00:44:46","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_NARROW_SOURCE_FILELIST_CANONICALIZER_v027822_20260611_004445\runtime\vdf_akshare_narrow_source_filelist_canonicalizer_result_v027822.json"
"JSON_RECORD","","","","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_NARROW_SOURCE_FILELIST_CANONICALIZER_v027822_20260611_004445\preview\VDF_AkShare_NarrowSource_ContractDryRunPreview_Canonicalizer_v027822.json"
"JSON_RECORD","","","","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_NARROW_SOURCE_FILELIST_CANONICALIZER_v027822_20260611_004445\runtime\vdf_akshare_v0274_source_file_list_canonical_v027822.json"
"JSON_RECORD","","","","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_NARROW_SOURCE_CONTRACT_DRYRUN_HOTFIX_v027821_20260611_002618\registry\VDF_AkShare_NarrowSourceContractDryRun_Hotfix_Matrix_v027821.json"
"JSON_RECORD","","","","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_NARROW_SOURCE_CONTRACT_DRYRUN_HOTFIX_v027821_20260611_002618\registry\VDF_EnvironmentHashManifest_Hotfix_v027821.json"
"JSON_RECORD","","","","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_NARROW_SOURCE_CONTRACT_DRYRUN_HOTFIX_v027821_20260611_002618\registry\VDF_Top10_LocalFreeLibs_NarrowSourceContractDryRun_Hotfix_v027821.json"
"POINTER","VDF_ACTIVE_READER_USERTEST_READY","LOW","2026-06-09 21:55:17","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_DEDUP_INVALID_QUARANTINE_GATE_v02783_20260611_012926\backup\VDF_ACTIVE_POINTER_before_v02783_20260611_012926.json"
"JSON_RECORD","VDF_AKSHARE_NARROW_SOURCE_CONTRACT_DRYRUN_HOTFIX_BLOCKED","HIGH","06/11/2026 00:26:19","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_NARROW_SOURCE_CONTRACT_DRYRUN_HOTFIX_v027821_20260611_002618\plan\VDF_AkShare_NarrowSource_CanonicalKeyContract_Hotfix_v027821.json"
"JSON_RECORD","EXECUTION_GATE_REMAINS_CLOSED","MEDIUM","06/11/2026 00:26:19","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_NARROW_SOURCE_CONTRACT_DRYRUN_HOTFIX_v027821_20260611_002618\plan\VDF_AkShare_NarrowSource_ExecutionGateReview_Hotfix_v027821.json"
"JSON_RECORD","VDF_AKSHARE_NARROW_SOURCE_CONTRACT_DRYRUN_HOTFIX_BLOCKED","HIGH","06/11/2026 00:26:19","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_NARROW_SOURCE_CONTRACT_DRYRUN_HOTFIX_v027821_20260611_002618\runtime\vdf_akshare_narrow_source_contract_dryrun_hotfix_result_v027821.json"
"JSON_RECORD","","","","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_NARROW_SOURCE_CONTRACT_DRYRUN_HOTFIX_v027821_20260611_002618\registry\VDF_AkShare_NarrowSource_InputInventory_Hotfix_v027821.json"
"JSON_RECORD","","","","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_NARROW_SOURCE_CONTRACT_DRYRUN_HOTFIX_v027821_20260611_002618\runtime\vdf_akshare_v0274_source_file_list_hotfix_v027821.json"
"JSON_RECORD","","","","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_NARROW_SOURCE_CONTRACT_DRYRUN_v02782_20260611_002315\registry\VDF_AkShare_NarrowSourceContractDryRun_Matrix_v02782.json"
"POINTER","VDF_ACTIVE_READER_USERTEST_READY","LOW","2026-06-09 21:55:17","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_NARROW_SOURCE_CONTRACT_DRYRUN_HOTFIX_v027821_20260611_002618\backup\VDF_ACTIVE_POINTER_before_v027821_20260611_002618.json"
"JSON_RECORD","","","","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_NARROW_SOURCE_CONTRACT_DRYRUN_v02782_20260611_002315\registry\VDF_Top10_LocalFreeLibs_NarrowSourceContractDryRun_v02782.json"
"JSON_RECORD","","","","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_NARROW_SOURCE_CONTRACT_DRYRUN_v02782_20260611_002315\registry\VDF_EnvironmentHashManifest_v02782.json"
"JSON_RECORD","VDF_AKSHARE_NARROW_SOURCE_CONTRACT_DRYRUN_BLOCKED","HIGH","06/11/2026 00:23:16","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_NARROW_SOURCE_CONTRACT_DRYRUN_v02782_20260611_002315\runtime\vdf_akshare_narrow_source_contract_dryrun_result_v02782.json"
"JSON_RECORD","VDF_AKSHARE_NARROW_SOURCE_CONTRACT_DRYRUN_BLOCKED","HIGH","06/11/2026 00:23:16","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_NARROW_SOURCE_CONTRACT_DRYRUN_v02782_20260611_002315\plan\VDF_AkShare_NarrowSource_CanonicalKeyContract_v02782.json"
"JSON_RECORD","EXECUTION_GATE_REMAINS_CLOSED","MEDIUM","06/11/2026 00:23:16","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_NARROW_SOURCE_CONTRACT_DRYRUN_v02782_20260611_002315\plan\VDF_AkShare_NarrowSource_ExecutionGateReview_v02782.json"
"JSON_RECORD","","","","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_NARROW_SOURCE_CONTRACT_DRYRUN_v02782_20260611_002315\runtime\vdf_akshare_v0274_source_file_list_v02782.json"
"JSON_RECORD","","","","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_NARROW_SOURCE_CONTRACT_DRYRUN_v02782_20260611_002315\registry\VDF_AkShare_NarrowSource_InputInventory_v02782.json"
"JSON_RECORD","","","","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_RAW_COLUMN_PROFILE_CANONICAL_CONTRACT_HOTFIX_v0278121_20260611_001912\registry\VDF_AkShare_RawColumnProfileCanonicalContract_Hotfix_Matrix_v0278121.json"
"JSON_RECORD","","","","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_RAW_COLUMN_PROFILE_CANONICAL_CONTRACT_HOTFIX_v0278121_20260611_001912\registry\VDF_EnvironmentHashManifest_Hotfix_v0278121.json"
"POINTER","VDF_ACTIVE_READER_USERTEST_READY","LOW","2026-06-09 21:55:17","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_NARROW_SOURCE_CONTRACT_DRYRUN_v02782_20260611_002315\backup\VDF_ACTIVE_POINTER_before_v02782_20260611_002315.json"
"JSON_RECORD","","","","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_RAW_COLUMN_PROFILE_CANONICAL_CONTRACT_HOTFIX_v0278121_20260611_001912\registry\VDF_Top10_LocalFreeLibs_RawColumnProfileCanonicalContract_Hotfix_v0278121.json"
"JSON_RECORD","VDF_AKSHARE_RAW_COLUMN_PROFILE_CANONICAL_CONTRACT_HOTFIX_READY_WITH_REVIEW","MEDIUM","06/11/2026 00:19:16","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_RAW_COLUMN_PROFILE_CANONICAL_CONTRACT_HOTFIX_v0278121_20260611_001912\runtime\vdf_akshare_raw_column_profile_contract_hotfix_result_v0278121.json"
"JSON_RECORD","VDF_AKSHARE_REMAP_PATCH_PLAN_HOTFIX_v0278121","MEDIUM","06/11/2026 00:19:16","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_RAW_COLUMN_PROFILE_CANONICAL_CONTRACT_HOTFIX_v0278121_20260611_001912\plan\VDF_AkShare_RemapPatchPlan_Hotfix_v0278121.json"
"JSON_RECORD","VDF_AKSHARE_CANONICAL_KEY_CONTRACT_HOTFIX_v0278121","MEDIUM","06/11/2026 00:19:16","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_RAW_COLUMN_PROFILE_CANONICAL_CONTRACT_HOTFIX_v0278121_20260611_001912\plan\VDF_AkShare_CanonicalKeyContract_Hotfix_v0278121.json"
"JSON_RECORD","","","","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_RAW_COLUMN_PROFILE_CANONICAL_CONTRACT_HOTFIX_v0278121_20260611_001912\registry\VDF_AkShare_CanonicalContractRootCause_Hotfix_v0278121.json"
