"Root","Lang","Ext","Bytes","Modified","Path"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics","DOC",".json","2314","2026-06-10 20:23:03","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_celeritas_safe_adapter\RUN_20260610_202302\CELERITAS_SAFE_ADAPTER_REPORT.json"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics","DOC",".html","3402","2026-06-10 20:23:04","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_celeritas_safe_adapter\RUN_20260610_202303\CELERITAS_SAFE_ADAPTER_REPORT.html"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics","DOC",".json","2313","2026-06-10 20:23:04","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_celeritas_safe_adapter\RUN_20260610_202303\CELERITAS_SAFE_ADAPTER_REPORT.json"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics","DOC",".html","3410","2026-06-10 20:23:04","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_celeritas_safe_adapter\RUN_20260610_202304\CELERITAS_SAFE_ADAPTER_REPORT.html"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics","DOC",".json","2321","2026-06-10 20:23:04","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_celeritas_safe_adapter\RUN_20260610_202304\CELERITAS_SAFE_ADAPTER_REPORT.json"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics","DOC",".html","3406","2026-06-10 20:23:05","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_celeritas_safe_adapter\RUN_20260610_202305\CELERITAS_SAFE_ADAPTER_REPORT.html"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics","DOC",".json","2317","2026-06-10 20:23:05","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_celeritas_safe_adapter\RUN_20260610_202305\CELERITAS_SAFE_ADAPTER_REPORT.json"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics","DOC",".txt","2913","2026-06-10 15:36:06","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_supportive_nexuscore_onboarding\RUN_20260610_153602\Invoke-VeritasNexusCore.snapshot.txt"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics","DOC",".txt","11110","2026-06-10 15:36:05","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_supportive_nexuscore_onboarding\RUN_20260610_153602\Read_Me_VeritasNexusCore.snapshot.txt"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics","DOC",".html","60581","2026-06-10 15:36:06","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_supportive_nexuscore_onboarding\RUN_20260610_153602\supportive_modules_onboarding_report.html"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics","DOC",".csv","47854","2026-06-10 15:36:06","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_supportive_nexuscore_onboarding\RUN_20260610_153602\supportive_modules_registry.csv"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics","DOC",".json","1731","2026-06-10 15:36:06","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_supportive_nexuscore_onboarding\RUN_20260610_153602\supportive_modules_registry.json"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics","DOC",".txt","2913","2026-06-10 15:40:10","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_supportive_nexuscore_onboarding\RUN_20260610_154007\Invoke-VeritasNexusCore.snapshot.txt"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics","DOC",".txt","11110","2026-06-10 15:40:10","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_supportive_nexuscore_onboarding\RUN_20260610_154007\Read_Me_VeritasNexusCore.snapshot.txt"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics","DOC",".html","62533","2026-06-10 15:40:10","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_supportive_nexuscore_onboarding\RUN_20260610_154007\supportive_modules_onboarding_report.html"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics","DOC",".csv","49551","2026-06-10 15:40:10","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_supportive_nexuscore_onboarding\RUN_20260610_154007\supportive_modules_registry.csv"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics","DOC",".json","1731","2026-06-10 15:40:10","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_supportive_nexuscore_onboarding\RUN_20260610_154007\supportive_modules_registry.json"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics","DOC",".json","665","2026-06-11 11:56:25","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\tools\VIA_PolyglotCTR\config\VIA_PolyglotCTR_Config.json"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics","DOC",".json","1408","2026-06-11 11:57:22","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\tools\VIA_PolyglotCTR\registry\VIA_PolyglotCTR_Registry.json"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics","DOC",".json","1884","2026-06-11 12:12:32","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\tools\VIA_PolyglotCTR\registry\VIA_PolyglotCTR_Registry_v0102.json"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics","DOC",".txt","844","2026-06-09 03:47:54","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_activation\VIA_ACTIVATION_GATEWAY_FROM_UNIFIED_INPUT_20260609_034748\logs\Gateway_Status_stderr.txt"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics","DOC",".txt","2","2026-06-09 03:47:54","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_activation\VIA_ACTIVATION_GATEWAY_FROM_UNIFIED_INPUT_20260609_034748\logs\Gateway_Status_stdout.txt"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics","DOC",".csv","24201","2026-06-09 03:47:54","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_activation\VIA_ACTIVATION_GATEWAY_FROM_UNIFIED_INPUT_20260609_034748\registry\VIA_ActivationGateway_FromUnifiedInput_Matrix.csv"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics","DOC",".json","42127","2026-06-09 03:47:54","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_activation\VIA_ACTIVATION_GATEWAY_FROM_UNIFIED_INPUT_20260609_034748\registry\VIA_ActivationGateway_FromUnifiedInput_Matrix.json"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics","DOC",".json","1839","2026-06-09 03:47:54","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_activation\VIA_ACTIVATION_GATEWAY_FROM_UNIFIED_INPUT_20260609_034748\registry\VIA_ActivationGateway_Manifest.json"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics","DOC",".html","28394","2026-06-09 03:47:54","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_activation\VIA_ACTIVATION_GATEWAY_FROM_UNIFIED_INPUT_20260609_034748\report\VIA_ActivationGateway_FromUnifiedInput_Report.html"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics","DOC",".txt","844","2026-06-09 03:48:23","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_activation\VIA_ACTIVATION_GATEWAY_FROM_UNIFIED_INPUT_20260609_034818\logs\Gateway_Status_stderr.txt"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics","DOC",".txt","2","2026-06-09 03:48:23","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_activation\VIA_ACTIVATION_GATEWAY_FROM_UNIFIED_INPUT_20260609_034818\logs\Gateway_Status_stdout.txt"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics","DOC",".csv","24201","2026-06-09 03:48:23","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_activation\VIA_ACTIVATION_GATEWAY_FROM_UNIFIED_INPUT_20260609_034818\registry\VIA_ActivationGateway_FromUnifiedInput_Matrix.csv"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics","DOC",".json","42127","2026-06-09 03:48:23","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_activation\VIA_ACTIVATION_GATEWAY_FROM_UNIFIED_INPUT_20260609_034818\registry\VIA_ActivationGateway_FromUnifiedInput_Matrix.json"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics","DOC",".json","1839","2026-06-09 03:48:23","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_activation\VIA_ACTIVATION_GATEWAY_FROM_UNIFIED_INPUT_20260609_034818\registry\VIA_ActivationGateway_Manifest.json"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics","DOC",".html","28394","2026-06-09 03:48:23","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_activation\VIA_ACTIVATION_GATEWAY_FROM_UNIFIED_INPUT_20260609_034818\report\VIA_ActivationGateway_FromUnifiedInput_Report.html"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics","PS",".ps1","4148","2026-06-09 03:53:00","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_activation\VIA_ACTIVATION_GATEWAY_V02_GATEWAY_HOTFIX_20260609_035258\gateway\Invoke-VIA-ActivationGateway-Hardened.ps1"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics","DOC",".txt","859","2026-06-09 03:53:01","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_activation\VIA_ACTIVATION_GATEWAY_V02_GATEWAY_HOTFIX_20260609_035258\logs\HardenedGateway_stderr.txt"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics","DOC",".txt","2","2026-06-09 03:53:01","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_activation\VIA_ACTIVATION_GATEWAY_V02_GATEWAY_HOTFIX_20260609_035258\logs\HardenedGateway_stdout.txt"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics","DOC",".json","7327","2026-06-09 03:53:01","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_activation\VIA_ACTIVATION_GATEWAY_V02_GATEWAY_HOTFIX_20260609_035258\registry\VIA_ActivationGateway_v02_Hotfix_Manifest.json"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics","DOC",".csv","3417","2026-06-09 03:53:01","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_activation\VIA_ACTIVATION_GATEWAY_V02_GATEWAY_HOTFIX_20260609_035258\registry\VIA_ActivationGateway_v02_Hotfix_Matrix.csv"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics","DOC",".json","7327","2026-06-09 03:53:01","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_activation\VIA_ACTIVATION_GATEWAY_V02_GATEWAY_HOTFIX_20260609_035258\registry\VIA_ActivationGateway_v02_Hotfix_Matrix.json"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics","DOC",".html","7559","2026-06-09 03:53:01","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_activation\VIA_ACTIVATION_GATEWAY_V02_GATEWAY_HOTFIX_20260609_035258\report\VIA_ActivationGateway_v02_Hotfix_Report.html"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics","PS",".ps1","3963","2026-06-09 03:55:11","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_activation\VIA_ACTIVATION_GATEWAY_V03_STABLE_HOTFIX_20260609_035508\gateway\Invoke-VIA-ActivationGateway-Stable.ps1"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics","DOC",".txt","856","2026-06-09 03:55:12","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_activation\VIA_ACTIVATION_GATEWAY_V03_STABLE_HOTFIX_20260609_035508\logs\StableGateway_stderr.txt"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics","DOC",".txt","2","2026-06-09 03:55:12","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_activation\VIA_ACTIVATION_GATEWAY_V03_STABLE_HOTFIX_20260609_035508\logs\StableGateway_stdout.txt"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics","DOC",".json","16602","2026-06-09 03:55:12","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_activation\VIA_ACTIVATION_GATEWAY_V03_STABLE_HOTFIX_20260609_035508\registry\VIA_ActivationGateway_v03_StableHotfix_Manifest.json"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics","DOC",".csv","8827","2026-06-09 03:55:12","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_activation\VIA_ACTIVATION_GATEWAY_V03_STABLE_HOTFIX_20260609_035508\registry\VIA_ActivationGateway_v03_StableHotfix_Matrix.csv"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics","DOC",".json","16602","2026-06-09 03:55:12","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_activation\VIA_ACTIVATION_GATEWAY_V03_STABLE_HOTFIX_20260609_035508\registry\VIA_ActivationGateway_v03_StableHotfix_Matrix.json"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics","DOC",".html","13000","2026-06-09 03:55:12","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_activation\VIA_ACTIVATION_GATEWAY_V03_STABLE_HOTFIX_20260609_035508\report\VIA_ActivationGateway_v03_StableHotfix_Report.html"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics","PS",".ps1","1123","2026-06-09 03:57:36","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_activation\VIA_ACTIVATION_GATEWAY_V04_INLINE_READY_20260609_035734\gateway\Invoke-VIA-ActivationGateway-InlineReady.ps1"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics","DOC",".json","41107","2026-06-09 03:57:38","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_activation\VIA_ACTIVATION_GATEWAY_V04_INLINE_READY_20260609_035734\registry\VIA_ActivationGateway_v04_InlineReady_Manifest.json"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics","DOC",".csv","23491","2026-06-09 03:57:38","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_activation\VIA_ACTIVATION_GATEWAY_V04_INLINE_READY_20260609_035734\registry\VIA_ActivationGateway_v04_InlineReady_Matrix.csv"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics","DOC",".json","41107","2026-06-09 03:57:38","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_activation\VIA_ACTIVATION_GATEWAY_V04_INLINE_READY_20260609_035734\registry\VIA_ActivationGateway_v04_InlineReady_Matrix.json"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics","DOC",".html","27517","2026-06-09 03:57:38","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_activation\VIA_ACTIVATION_GATEWAY_V04_INLINE_READY_20260609_035734\report\VIA_ActivationGateway_v04_InlineReady_Report.html"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics","PS",".ps1","1099","2026-06-09 04:00:16","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_activation\VIA_ACTIVATION_GATEWAY_V05_PARAM_FIRST_FINAL_20260609_040014\gateway\Invoke-VIA-ActivationGateway-ParamFirst.ps1"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics","DOC",".json","42758","2026-06-09 04:00:20","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_activation\VIA_ACTIVATION_GATEWAY_V05_PARAM_FIRST_FINAL_20260609_040014\registry\VIA_ActivationGateway_v05_ParamFirst_Manifest.json"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics","DOC",".csv","23952","2026-06-09 04:00:20","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_activation\VIA_ACTIVATION_GATEWAY_V05_PARAM_FIRST_FINAL_20260609_040014\registry\VIA_ActivationGateway_v05_ParamFirst_Matrix.csv"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics","DOC",".json","42758","2026-06-09 04:00:20","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_activation\VIA_ACTIVATION_GATEWAY_V05_PARAM_FIRST_FINAL_20260609_040014\registry\VIA_ActivationGateway_v05_ParamFirst_Matrix.json"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics","DOC",".json","21362","2026-06-09 04:00:20","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_activation\VIA_ACTIVATION_GATEWAY_V05_PARAM_FIRST_FINAL_20260609_040014\registry\VIA_LocalFreeLibs_Top10_ByFunction_ByLanguage.json"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics","DOC",".html","28434","2026-06-09 04:00:20","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_activation\VIA_ACTIVATION_GATEWAY_V05_PARAM_FIRST_FINAL_20260609_040014\report\VIA_ActivationGateway_v05_ParamFirst_Report.html"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics","DOC",".csv","2185","2026-06-09 20:09:17","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_active\VIA_ACTIVATE_ONCE_20260609_200917\registry\VIA_ActivateOnce_Matrix.csv"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics","DOC",".json","4789","2026-06-09 20:09:17","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_active\VIA_ACTIVATE_ONCE_20260609_200917\registry\VIA_ActivateOnce_Matrix.json"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics","DOC",".html","6629","2026-06-09 20:09:17","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_active\VIA_ACTIVATE_ONCE_20260609_200917\report\VIA_ActivateOnce_Report.html"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics","DOC",".json","17870","2026-06-09 04:03:29","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_active\VIA_ACTIVATION_FREEZE_PROMOTE_20260609_040327\registry\VIA_ActivationFreezePromote_Manifest.json"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics","DOC",".csv","9390","2026-06-09 04:03:29","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_active\VIA_ACTIVATION_FREEZE_PROMOTE_20260609_040327\registry\VIA_ActivationFreezePromote_Matrix.csv"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics","DOC",".json","17870","2026-06-09 04:03:29","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_active\VIA_ACTIVATION_FREEZE_PROMOTE_20260609_040327\registry\VIA_ActivationFreezePromote_Matrix.json"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics","DOC",".json","3951","2026-06-09 04:03:29","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_active\VIA_ACTIVATION_FREEZE_PROMOTE_20260609_040327\registry\VIA_LocalFreeLibs_Top10_ByFunction_ByLanguage.json"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics","DOC",".html","13436","2026-06-09 04:03:29","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_active\VIA_ACTIVATION_FREEZE_PROMOTE_20260609_040327\report\VIA_ActivationFreezePromote_Report.html"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics","DOC",".json","3365","2026-06-09 17:56:47","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_audit\VIA_PS_ACCELERATED_PANORAMA_AUDIT_20260609_175646\registry\VIA_DeprecatedGateway_IgnoreManifest.json"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics","DOC",".csv","32784","2026-06-09 17:56:47","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_audit\VIA_PS_ACCELERATED_PANORAMA_AUDIT_20260609_175646\registry\VIA_PS_Accelerated_Panorama_Audit_Matrix.csv"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics","DOC",".json","55948","2026-06-09 17:56:47","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_audit\VIA_PS_ACCELERATED_PANORAMA_AUDIT_20260609_175646\registry\VIA_PS_Accelerated_Panorama_Audit_Matrix.json"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics","DOC",".json","1807","2026-06-09 17:56:47","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_audit\VIA_PS_ACCELERATED_PANORAMA_AUDIT_20260609_175646\registry\VIA_PS_Top10_Accelerators.json"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics","DOC",".json","4870","2026-06-09 17:56:47","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_audit\VIA_PS_ACCELERATED_PANORAMA_AUDIT_20260609_175646\registry\VIA_Top10_LocalFreeLibs_ByFunction_ByLanguage.json"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics","DOC",".json","3365","2026-06-09 17:58:28","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_audit\VIA_PS_ACCELERATED_PANORAMA_AUDIT_v011_20260609_175827\registry\VIA_DeprecatedGateway_IgnoreManifest_v011.json"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics","DOC",".csv","32829","2026-06-09 17:58:28","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_audit\VIA_PS_ACCELERATED_PANORAMA_AUDIT_v011_20260609_175827\registry\VIA_PS_Accelerated_Panorama_Audit_v011_Matrix.csv"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics","DOC",".json","55378","2026-06-09 17:58:28","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_audit\VIA_PS_ACCELERATED_PANORAMA_AUDIT_v011_20260609_175827\registry\VIA_PS_Accelerated_Panorama_Audit_v011_Matrix.json"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics","DOC",".json","605","2026-06-09 17:58:28","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_audit\VIA_PS_ACCELERATED_PANORAMA_AUDIT_v011_20260609_175827\registry\VIA_PS_Top10_Accelerators_v011.json"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics","DOC",".json","4870","2026-06-09 17:58:28","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_audit\VIA_PS_ACCELERATED_PANORAMA_AUDIT_v011_20260609_175827\registry\VIA_Top10_LocalFreeLibs_ByFunction_ByLanguage_v011.json"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics","DOC",".html","44107","2026-06-09 17:58:28","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_audit\VIA_PS_ACCELERATED_PANORAMA_AUDIT_v011_20260609_175827\report\VIA_PS_Accelerated_Panorama_Audit_v011_Report.html"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics","DOC",".json","3365","2026-06-09 18:02:25","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_audit\VIA_PS_ACCELERATED_PANORAMA_AUDIT_v012_20260609_180224\registry\VIA_DeprecatedGateway_IgnoreManifest_v012.json"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics","DOC",".json","1464","2026-06-09 18:02:25","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_audit\VIA_PS_ACCELERATED_PANORAMA_AUDIT_v012_20260609_180224\registry\VIA_NonCore_VAP_SequentialReviewPlan_v012.json"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics","DOC",".csv","33317","2026-06-09 18:02:25","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_audit\VIA_PS_ACCELERATED_PANORAMA_AUDIT_v012_20260609_180224\registry\VIA_PS_Accelerated_Panorama_Audit_v012_Matrix.csv"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics","DOC",".json","56324","2026-06-09 18:02:25","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_audit\VIA_PS_ACCELERATED_PANORAMA_AUDIT_v012_20260609_180224\registry\VIA_PS_Accelerated_Panorama_Audit_v012_Matrix.json"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics","DOC",".json","682","2026-06-09 18:02:25","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_audit\VIA_PS_ACCELERATED_PANORAMA_AUDIT_v012_20260609_180224\registry\VIA_PS_Top10_Accelerators_v012.json"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics","DOC",".json","4870","2026-06-09 18:02:25","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_audit\VIA_PS_ACCELERATED_PANORAMA_AUDIT_v012_20260609_180224\registry\VIA_Top10_LocalFreeLibs_ByFunction_ByLanguage_v012.json"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics","DOC",".html","45175","2026-06-09 18:02:25","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_audit\VIA_PS_ACCELERATED_PANORAMA_AUDIT_v012_20260609_180224\report\VIA_PS_Accelerated_Panorama_Audit_v012_Report.html"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics","DOC",".json","3365","2026-06-09 20:03:42","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_audit\VIA_PS_ACCELERATED_PANORAMA_AUDIT_v012_20260609_200341\registry\VIA_DeprecatedGateway_IgnoreManifest_v012.json"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics","DOC",".json","1464","2026-06-09 20:03:42","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_audit\VIA_PS_ACCELERATED_PANORAMA_AUDIT_v012_20260609_200341\registry\VIA_NonCore_VAP_SequentialReviewPlan_v012.json"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics","DOC",".csv","33317","2026-06-09 20:03:42","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_audit\VIA_PS_ACCELERATED_PANORAMA_AUDIT_v012_20260609_200341\registry\VIA_PS_Accelerated_Panorama_Audit_v012_Matrix.csv"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics","DOC",".json","56324","2026-06-09 20:03:42","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_audit\VIA_PS_ACCELERATED_PANORAMA_AUDIT_v012_20260609_200341\registry\VIA_PS_Accelerated_Panorama_Audit_v012_Matrix.json"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics","DOC",".json","682","2026-06-09 20:03:42","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_audit\VIA_PS_ACCELERATED_PANORAMA_AUDIT_v012_20260609_200341\registry\VIA_PS_Top10_Accelerators_v012.json"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics","DOC",".json","4870","2026-06-09 20:03:42","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_audit\VIA_PS_ACCELERATED_PANORAMA_AUDIT_v012_20260609_200341\registry\VIA_Top10_LocalFreeLibs_ByFunction_ByLanguage_v012.json"
