"file_name","qualified_by_filename","score","ticker","report_date","bytes","last_write_time","path"
"6933_AMAX-KY_個股介紹報告.pdf","True","45","6933","","1109127","2023-10-21 15:32:46","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194703_VRN_GO_M01_30PDF_SMOKE_V119\smoke_input_30pdf\6933_AMAX-KY_個股介紹報告.pdf"
"投資早報251209.pdf","False","10","","","438919","2025-12-11 17:44:55","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194703_VRN_GO_M01_30PDF_SMOKE_V119\smoke_input_30pdf\投資早報251209.pdf"
"第一場 2026年投資大趨勢 - 華南投顧 -1141201.pdf","True","45","2026","","3762097","2025-12-05 23:06:25","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194703_VRN_GO_M01_30PDF_SMOKE_V119\smoke_input_30pdf\第一場 2026年投資大趨勢 - 華南投顧 -1141201.pdf"
"第二場 2026海外投資展望 - 華南永昌海外商品部.pdf","True","45","2026","","3426311","2025-12-05 23:06:53","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194703_VRN_GO_M01_30PDF_SMOKE_V119\smoke_input_30pdf\第二場 2026海外投資展望 - 華南永昌海外商品部.pdf"
"第三場 AI潮流下展望2026半導體產業趨勢 - 陳子昂.pdf","True","45","2026","","2637379","2025-12-05 23:07:03","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194703_VRN_GO_M01_30PDF_SMOKE_V119\smoke_input_30pdf\第三場 AI潮流下展望2026半導體產業趨勢 - 陳子昂.pdf"
"凱基日股分析20251205-軍工股及機器人股上漲推升日股收漲.pdf","False","35","","2025-12-05","1781822","2025-12-05 23:05:43","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194703_VRN_GO_M01_30PDF_SMOKE_V119\smoke_input_30pdf\凱基日股分析20251205-軍工股及機器人股上漲推升日股收漲.pdf"
"凱基投顧_1476 儒鴻_劉昃恩_20260519.pdf","True","70","1476","2026-05-19","634863","2026-05-25 01:02:08","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194703_VRN_GO_M01_30PDF_SMOKE_V119\smoke_input_30pdf\凱基投顧_1476 儒鴻_劉昃恩_20260519.pdf"
"凱基投顧_2891 中信金_施志鴻_20260519.pdf","True","70","2891","2026-05-19","747972","2026-05-25 01:02:22","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194703_VRN_GO_M01_30PDF_SMOKE_V119\smoke_input_30pdf\凱基投顧_2891 中信金_施志鴻_20260519.pdf"
"凱基投顧_3665 貿聯-KY_李承泰_20260519.pdf","True","70","3665","2026-05-19","1030556","2026-05-25 01:02:25","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194703_VRN_GO_M01_30PDF_SMOKE_V119\smoke_input_30pdf\凱基投顧_3665 貿聯-KY_李承泰_20260519.pdf"
"凱基投顧_6147 頎邦_劉宇程_20260519.pdf","True","70","6147","2026-05-19","667687","2026-05-25 01:02:17","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194703_VRN_GO_M01_30PDF_SMOKE_V119\smoke_input_30pdf\凱基投顧_6147 頎邦_劉宇程_20260519.pdf"
"凱基投顧_鋼鐵產業_劉昃恩_20260518.pdf","False","35","","2026-05-18","660344","2026-05-25 01:03:20","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194703_VRN_GO_M01_30PDF_SMOKE_V119\smoke_input_30pdf\凱基投顧_鋼鐵產業_劉昃恩_20260518.pdf"
"凱基美股分析20251205-Meta大砍元宇宙預算，標普、那指續漲.pdf","False","35","","2025-12-05","1643701","2025-12-05 23:05:41","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194703_VRN_GO_M01_30PDF_SMOKE_V119\smoke_input_30pdf\凱基美股分析20251205-Meta大砍元宇宙預算，標普、那指續漲.pdf"
"凱基期貨晨間解盤20251205.pdf","False","35","","2025-12-05","654622","2025-12-05 23:05:36","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194703_VRN_GO_M01_30PDF_SMOKE_V119\smoke_input_30pdf\凱基期貨晨間解盤20251205.pdf"
"凱基港股分析20251205-機器人概念受資金追捧，港股收漲.pdf","False","35","","2025-12-05","1523333","2025-12-05 23:05:39","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194703_VRN_GO_M01_30PDF_SMOKE_V119\smoke_input_30pdf\凱基港股分析20251205-機器人概念受資金追捧，港股收漲.pdf"
"晶心科(6533,N,中立)-CTBC251208.pdf","True","65","6533","","1496311","2025-12-11 17:46:03","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194703_VRN_GO_M01_30PDF_SMOKE_V119\smoke_input_30pdf\晶心科(6533,N,中立)-CTBC251208.pdf"
"統一投顧-20251209投資早報.pdf","False","35","","2025-12-09","1100533","2025-12-11 17:44:59","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194703_VRN_GO_M01_30PDF_SMOKE_V119\smoke_input_30pdf\統一投顧-20251209投資早報.pdf"
"華南投顧-2606-裕民-1141202.pdf","True","45","2606","","1080042","2025-12-05 23:09:05","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194703_VRN_GO_M01_30PDF_SMOKE_V119\smoke_input_30pdf\華南投顧-2606-裕民-1141202.pdf"
"華南投顧-2637-慧洋-KY-1141202.pdf","True","45","2637","","1122849","2025-12-05 23:09:24","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194703_VRN_GO_M01_30PDF_SMOKE_V119\smoke_input_30pdf\華南投顧-2637-慧洋-KY-1141202.pdf"
"華南投顧-3017-奇鋐-1141202.pdf","True","45","3017","","1048912","2025-12-05 23:09:35","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194703_VRN_GO_M01_30PDF_SMOKE_V119\smoke_input_30pdf\華南投顧-3017-奇鋐-1141202.pdf"
"華南投顧-6143-振曜-1141128.pdf","True","45","6143","","1032324","2025-12-05 23:10:37","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194703_VRN_GO_M01_30PDF_SMOKE_V119\smoke_input_30pdf\華南投顧-6143-振曜-1141128.pdf"
"瑞基(4171,NR_未評等)-CTBC251208.pdf","True","65","4171","","729214","2025-12-11 17:45:48","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194703_VRN_GO_M01_30PDF_SMOKE_V119\smoke_input_30pdf\瑞基(4171,NR_未評等)-CTBC251208.pdf"
"【國泰證期研究部】神達(3706 TT)-初次評等買進(+30.4_)-大顯神威，營運騰達-20250822__COVER_FIN.pdf","True","90","3706","2025-08-22","7142756","2026-05-25 19:47:46","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194703_VRN_GO_M01_30PDF_SMOKE_V119\smoke_output_30pdf\m01_pdf_temp\【國泰證期研究部】神達(3706 TT)-初次評等買進(+30.4_)-大顯神威，營運騰達-20250822__COVER_FIN.pdf"
"20250819兆豐個股報告-泓德能源(6873)__COVER_FIN.pdf","True","70","6873","2025-08-19","6545782","2026-05-25 19:47:13","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194703_VRN_GO_M01_30PDF_SMOKE_V119\smoke_output_30pdf\m01_pdf_temp\20250819兆豐個股報告-泓德能源(6873)__COVER_FIN.pdf"
"20251128兆豐訪談速報-神達(3706)__COVER_FIN.pdf","True","70","3706","2025-11-28","5123436","2026-05-25 19:47:17","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194703_VRN_GO_M01_30PDF_SMOKE_V119\smoke_output_30pdf\m01_pdf_temp\20251128兆豐訪談速報-神達(3706)__COVER_FIN.pdf"
"20251204兆豐個股報告-志強-KY(6768)__COVER_FIN.pdf","True","70","6768","2025-12-04","6308457","2026-05-25 19:47:23","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194703_VRN_GO_M01_30PDF_SMOKE_V119\smoke_output_30pdf\m01_pdf_temp\20251204兆豐個股報告-志強-KY(6768)__COVER_FIN.pdf"
"20260519兆豐個股報告-望隼(4771)__COVER_FIN.pdf","True","70","4771","2026-05-19","7015701","2026-05-25 19:47:30","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194703_VRN_GO_M01_30PDF_SMOKE_V119\smoke_output_30pdf\m01_pdf_temp\20260519兆豐個股報告-望隼(4771)__COVER_FIN.pdf"
"3014TT-20231005__COVER_FIN.pdf","True","70","3014","2023-10-05","5984045","2026-05-25 19:47:36","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194703_VRN_GO_M01_30PDF_SMOKE_V119\smoke_output_30pdf\m01_pdf_temp\3014TT-20231005__COVER_FIN.pdf"
"6933_AMAX-KY_個股介紹報告__COVER_FIN.pdf","True","45","6933","","2040818","2026-05-25 19:47:40","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194703_VRN_GO_M01_30PDF_SMOKE_V119\smoke_output_30pdf\m01_pdf_temp\6933_AMAX-KY_個股介紹報告__COVER_FIN.pdf"
"凱基投顧_1476 儒鴻_劉昃恩_20260519__COVER_FIN.pdf","True","70","1476","2026-05-19","7403632","2026-05-25 19:47:51","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194703_VRN_GO_M01_30PDF_SMOKE_V119\smoke_output_30pdf\m01_pdf_temp\凱基投顧_1476 儒鴻_劉昃恩_20260519__COVER_FIN.pdf"
"凱基投顧_2891 中信金_施志鴻_20260519__COVER_FIN.pdf","True","70","2891","2026-05-19","7156773","2026-05-25 19:47:58","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194703_VRN_GO_M01_30PDF_SMOKE_V119\smoke_output_30pdf\m01_pdf_temp\凱基投顧_2891 中信金_施志鴻_20260519__COVER_FIN.pdf"
"凱基投顧_3665 貿聯-KY_李承泰_20260519__COVER_FIN.pdf","True","70","3665","2026-05-19","7550269","2026-05-25 19:48:04","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194703_VRN_GO_M01_30PDF_SMOKE_V119\smoke_output_30pdf\m01_pdf_temp\凱基投顧_3665 貿聯-KY_李承泰_20260519__COVER_FIN.pdf"
"凱基投顧_6147 頎邦_劉宇程_20260519__COVER_FIN.pdf","True","70","6147","2026-05-19","5732334","2026-05-25 19:48:09","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194703_VRN_GO_M01_30PDF_SMOKE_V119\smoke_output_30pdf\m01_pdf_temp\凱基投顧_6147 頎邦_劉宇程_20260519__COVER_FIN.pdf"
"晶心科(6533,N,中立)-CTBC251208__COVER_FIN.pdf","True","65","6533","","3421043","2026-05-25 19:48:14","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194703_VRN_GO_M01_30PDF_SMOKE_V119\smoke_output_30pdf\m01_pdf_temp\晶心科(6533,N,中立)-CTBC251208__COVER_FIN.pdf"
"華南投顧-2606-裕民-1141202__COVER_FIN.pdf","True","45","2606","","4195421","2026-05-25 19:48:22","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194703_VRN_GO_M01_30PDF_SMOKE_V119\smoke_output_30pdf\m01_pdf_temp\華南投顧-2606-裕民-1141202__COVER_FIN.pdf"
"華南投顧-2637-慧洋-KY-1141202__COVER_FIN.pdf","True","45","2637","","5321889","2026-05-25 19:48:27","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194703_VRN_GO_M01_30PDF_SMOKE_V119\smoke_output_30pdf\m01_pdf_temp\華南投顧-2637-慧洋-KY-1141202__COVER_FIN.pdf"
"華南投顧-3017-奇鋐-1141202__COVER_FIN.pdf","True","45","3017","","6333698","2026-05-25 19:48:32","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194703_VRN_GO_M01_30PDF_SMOKE_V119\smoke_output_30pdf\m01_pdf_temp\華南投顧-3017-奇鋐-1141202__COVER_FIN.pdf"
"華南投顧-6143-振曜-1141128__COVER_FIN.pdf","True","45","6143","","5178163","2026-05-25 19:48:37","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194703_VRN_GO_M01_30PDF_SMOKE_V119\smoke_output_30pdf\m01_pdf_temp\華南投顧-6143-振曜-1141128__COVER_FIN.pdf"
"瑞基(4171,NR_未評等)-CTBC251208__COVER_FIN.pdf","True","65","4171","","804264","2026-05-25 19:48:16","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194703_VRN_GO_M01_30PDF_SMOKE_V119\smoke_output_30pdf\m01_pdf_temp\瑞基(4171,NR_未評等)-CTBC251208__COVER_FIN.pdf"
"【國泰證期研究部】神達(3706 TT)-初次評等買進(+30.4_)-大顯神威，營運騰達-20250822.pdf","True","90","3706","2025-08-22","1572918","2025-08-26 00:03:31","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_195119_VRN_GO_M01_60PDF_FULL_V120\full_input_60pdf\【國泰證期研究部】神達(3706 TT)-初次評等買進(+30.4_)-大顯神威，營運騰達-20250822.pdf"
"20250819兆豐個股報告-泓德能源(6873).pdf","True","70","6873","2025-08-19","698089","2025-08-26 00:06:08","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_195119_VRN_GO_M01_60PDF_FULL_V120\full_input_60pdf\20250819兆豐個股報告-泓德能源(6873).pdf"
"20251128兆豐訪談速報-神達(3706).pdf","True","70","3706","2025-11-28","397184","2025-12-05 23:10:14","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_195119_VRN_GO_M01_60PDF_FULL_V120\full_input_60pdf\20251128兆豐訪談速報-神達(3706).pdf"
"20251204兆豐個股報告-志強-KY(6768).pdf","True","70","6768","2025-12-04","608844","2025-12-05 23:05:59","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_195119_VRN_GO_M01_60PDF_FULL_V120\full_input_60pdf\20251204兆豐個股報告-志強-KY(6768).pdf"
"20251205兆豐晨會報告(一)-當日新聞與重要訊息評論.pdf","False","35","","2025-12-05","327072","2025-12-05 23:05:29","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_195119_VRN_GO_M01_60PDF_FULL_V120\full_input_60pdf\20251205兆豐晨會報告(一)-當日新聞與重要訊息評論.pdf"
"20251205兆豐晨會報告(二)-公司訪談摘要.pdf","False","35","","2025-12-05","317766","2025-12-05 23:05:33","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_195119_VRN_GO_M01_60PDF_FULL_V120\full_input_60pdf\20251205兆豐晨會報告(二)-公司訪談摘要.pdf"
"20251208_台新台股盤勢分析.pdf","False","35","","2025-12-08","928509","2025-12-11 17:45:58","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_195119_VRN_GO_M01_60PDF_FULL_V120\full_input_60pdf\20251208_台新台股盤勢分析.pdf"
"20260519兆豐個股報告-望隼(4771).pdf","True","70","4771","2026-05-19","818339","2026-05-25 01:02:39","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_195119_VRN_GO_M01_60PDF_FULL_V120\full_input_60pdf\20260519兆豐個股報告-望隼(4771).pdf"
"3014TT-20231005.pdf","True","70","3014","2023-10-05","1129733","2023-10-21 15:32:21","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_195119_VRN_GO_M01_60PDF_FULL_V120\full_input_60pdf\3014TT-20231005.pdf"
"6933_AMAX-KY_個股介紹報告.pdf","True","45","6933","","1109127","2023-10-21 15:32:46","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_195119_VRN_GO_M01_60PDF_FULL_V120\full_input_60pdf\6933_AMAX-KY_個股介紹報告.pdf"
"投資早報251209.pdf","False","10","","","438919","2025-12-11 17:44:55","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_195119_VRN_GO_M01_60PDF_FULL_V120\full_input_60pdf\投資早報251209.pdf"
"第一場 2026年投資大趨勢 - 華南投顧 -1141201.pdf","True","45","2026","","3762097","2025-12-05 23:06:25","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_195119_VRN_GO_M01_60PDF_FULL_V120\full_input_60pdf\第一場 2026年投資大趨勢 - 華南投顧 -1141201.pdf"
"第二場 2026海外投資展望 - 華南永昌海外商品部.pdf","True","45","2026","","3426311","2025-12-05 23:06:53","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_195119_VRN_GO_M01_60PDF_FULL_V120\full_input_60pdf\第二場 2026海外投資展望 - 華南永昌海外商品部.pdf"
"第三場 AI潮流下展望2026半導體產業趨勢 - 陳子昂.pdf","True","45","2026","","2637379","2025-12-05 23:07:03","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_195119_VRN_GO_M01_60PDF_FULL_V120\full_input_60pdf\第三場 AI潮流下展望2026半導體產業趨勢 - 陳子昂.pdf"
"凱基日股分析20251205-軍工股及機器人股上漲推升日股收漲.pdf","False","35","","2025-12-05","1781822","2025-12-05 23:05:43","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_195119_VRN_GO_M01_60PDF_FULL_V120\full_input_60pdf\凱基日股分析20251205-軍工股及機器人股上漲推升日股收漲.pdf"
"凱基投顧_1476 儒鴻_劉昃恩_20260519.pdf","True","70","1476","2026-05-19","634863","2026-05-25 01:02:08","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_195119_VRN_GO_M01_60PDF_FULL_V120\full_input_60pdf\凱基投顧_1476 儒鴻_劉昃恩_20260519.pdf"
"凱基投顧_2891 中信金_施志鴻_20260519.pdf","True","70","2891","2026-05-19","747972","2026-05-25 01:02:22","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_195119_VRN_GO_M01_60PDF_FULL_V120\full_input_60pdf\凱基投顧_2891 中信金_施志鴻_20260519.pdf"
"凱基投顧_3665 貿聯-KY_李承泰_20260519.pdf","True","70","3665","2026-05-19","1030556","2026-05-25 01:02:25","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_195119_VRN_GO_M01_60PDF_FULL_V120\full_input_60pdf\凱基投顧_3665 貿聯-KY_李承泰_20260519.pdf"
"凱基投顧_6147 頎邦_劉宇程_20260519.pdf","True","70","6147","2026-05-19","667687","2026-05-25 01:02:17","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_195119_VRN_GO_M01_60PDF_FULL_V120\full_input_60pdf\凱基投顧_6147 頎邦_劉宇程_20260519.pdf"
"凱基投顧_鋼鐵產業_劉昃恩_20260518.pdf","False","35","","2026-05-18","660344","2026-05-25 01:03:20","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_195119_VRN_GO_M01_60PDF_FULL_V120\full_input_60pdf\凱基投顧_鋼鐵產業_劉昃恩_20260518.pdf"
"凱基美股分析20251205-Meta大砍元宇宙預算，標普、那指續漲.pdf","False","35","","2025-12-05","1643701","2025-12-05 23:05:41","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_195119_VRN_GO_M01_60PDF_FULL_V120\full_input_60pdf\凱基美股分析20251205-Meta大砍元宇宙預算，標普、那指續漲.pdf"
"凱基期貨晨間解盤20251205.pdf","False","35","","2025-12-05","654622","2025-12-05 23:05:36","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_195119_VRN_GO_M01_60PDF_FULL_V120\full_input_60pdf\凱基期貨晨間解盤20251205.pdf"
"凱基港股分析20251205-機器人概念受資金追捧，港股收漲.pdf","False","35","","2025-12-05","1523333","2025-12-05 23:05:39","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_195119_VRN_GO_M01_60PDF_FULL_V120\full_input_60pdf\凱基港股分析20251205-機器人概念受資金追捧，港股收漲.pdf"
"晶心科(6533,N,中立)-CTBC251208.pdf","True","65","6533","","1496311","2025-12-11 17:46:03","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_195119_VRN_GO_M01_60PDF_FULL_V120\full_input_60pdf\晶心科(6533,N,中立)-CTBC251208.pdf"
"統一投顧-20251209投資早報.pdf","False","35","","2025-12-09","1100533","2025-12-11 17:44:59","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_195119_VRN_GO_M01_60PDF_FULL_V120\full_input_60pdf\統一投顧-20251209投資早報.pdf"
"華南投顧-2606-裕民-1141202.pdf","True","45","2606","","1080042","2025-12-05 23:09:05","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_195119_VRN_GO_M01_60PDF_FULL_V120\full_input_60pdf\華南投顧-2606-裕民-1141202.pdf"
"華南投顧-2637-慧洋-KY-1141202.pdf","True","45","2637","","1122849","2025-12-05 23:09:24","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_195119_VRN_GO_M01_60PDF_FULL_V120\full_input_60pdf\華南投顧-2637-慧洋-KY-1141202.pdf"
"華南投顧-3017-奇鋐-1141202.pdf","True","45","3017","","1048912","2025-12-05 23:09:35","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_195119_VRN_GO_M01_60PDF_FULL_V120\full_input_60pdf\華南投顧-3017-奇鋐-1141202.pdf"
"華南投顧-6143-振曜-1141128.pdf","True","45","6143","","1032324","2025-12-05 23:10:37","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_195119_VRN_GO_M01_60PDF_FULL_V120\full_input_60pdf\華南投顧-6143-振曜-1141128.pdf"
"瑞基(4171,NR_未評等)-CTBC251208.pdf","True","65","4171","","729214","2025-12-11 17:45:48","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_195119_VRN_GO_M01_60PDF_FULL_V120\full_input_60pdf\瑞基(4171,NR_未評等)-CTBC251208.pdf"
"Citi-3231 20250604.pdf","True","70","3231","2025-06-04","677991","2025-06-08 05:16:17","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_195119_VRN_GO_M01_60PDF_FULL_V120\full_input_60pdf\Citi-3231 20250604.pdf"
"CLST-6669 20251001.pdf","True","70","6669","2025-10-01","530185","2025-10-08 23:17:34","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_195119_VRN_GO_M01_60PDF_FULL_V120\full_input_60pdf\CLST-6669 20251001.pdf"
"Daiwa-1319 20231011.pdf","True","70","1319","2023-10-11","931065","2023-10-21 15:50:48","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_195119_VRN_GO_M01_60PDF_FULL_V120\full_input_60pdf\Daiwa-1319 20231011.pdf"
"Daiwa-3653 20251002.pdf","True","70","3653","2025-10-02","969997","2025-10-08 23:17:20","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_195119_VRN_GO_M01_60PDF_FULL_V120\full_input_60pdf\Daiwa-3653 20251002.pdf"
"Daiwa-6278 20260521.pdf","True","70","6278","2026-05-21","1018815","2026-05-25 01:01:40","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_195119_VRN_GO_M01_60PDF_FULL_V120\full_input_60pdf\Daiwa-6278 20260521.pdf"
"Daiwa-PCB 20251204.pdf","False","35","","2025-12-04","278165","2025-12-05 23:05:14","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_195119_VRN_GO_M01_60PDF_FULL_V120\full_input_60pdf\Daiwa-PCB 20251204.pdf"
"GF-Thoughts on TPU Competition with GPU 20251126.pdf","False","35","","2025-11-26","226266","2025-12-02 17:52:07","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_195119_VRN_GO_M01_60PDF_FULL_V120\full_input_60pdf\GF-Thoughts on TPU Competition with GPU 20251126.pdf"
"GS-1590 20231012.pdf","True","70","1590","2023-10-12","1001187","2023-10-21 15:35:04","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_195119_VRN_GO_M01_60PDF_FULL_V120\full_input_60pdf\GS-1590 20231012.pdf"
"GS-1590 20251203.pdf","True","70","1590","2025-12-03","508885","2025-12-05 23:07:52","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_195119_VRN_GO_M01_60PDF_FULL_V120\full_input_60pdf\GS-1590 20251203.pdf"
